name,n_points,bulge_frac,R_d,rms_baseline,rms_wake,improvement,C_wake_inner,C_wake_outer
NGC3953,8,0.0,4.89,15.506081123435052,16.689782740654287,-0.07633789658369916,0.808861726265772,0.9999962654692657
NGC3972,10,0.0,2.18,7.270808147196772,7.123941240728877,0.020199529886443024,0.7461237121527775,0.9999999739624132
NGC3992,9,0.0,4.96,23.847613226619355,26.304664704505928,-0.1030313371211482,0.914881707954741,0.9999999999998326
NGC4010,12,0.0,2.81,9.778123008389493,10.182197834476591,-0.04132437541851419,0.7939123974116465,0.999999935823533
NGC4013,36,0.22988115019127403,3.53,13.508630341419778,13.727893970024642,-0.016231373800537297,0.965966939186413,0.9999999999993121
NGC4051,7,0.0,4.65,19.172503046857862,19.016207667431107,0.008152059177915727,0.7777023932890126,0.9999848125017694
NGC4068,6,0.0,0.59,11.621607039234966,11.334555899256825,0.024699780246315806,0.5550204603931655,0.99999999181446
NGC4085,7,0.0,1.65,17.176524780726336,15.759842737915253,0.08247780391530257,0.6536933252263493,0.9999998935077827
NGC4088,12,0.0,2.58,35.4825209129677,35.20674068253424,0.0077722840242918645,0.8719459668886065,0.9999999999999031
NGC4100,24,0.0,2.15,14.289534758206004,14.631634390708367,-0.0239405717744523,0.9508318545893835,0.9999999999999998
NGC4138,7,0.2791171105098761,1.51,13.359199130104523,13.339796460695291,0.0014523826780534765,0.8753858924746949,1.0
NGC4157,17,0.06117811840956737,2.32,19.829492964463952,19.528757961039055,0.015166046048874726,0.9000080196674413,1.0
NGC4183,23,0.0,2.79,12.929111232672662,13.214266643711097,-0.022055298767778453,0.9034248383672908,0.9999999999997183
NGC4214,14,0.0,0.51,14.72644678421485,14.972140526306314,-0.01668384408619339,0.9036443851243021,1.0
NGC4217,19,0.9535491842839269,2.94,46.35333493613054,46.03313660689681,0.0069077732955983295,0.8156521761882299,0.9999999999485225
NGC4389,6,0.0,2.79,40.74934750638724,39.67435849663657,0.026380520806674745,0.6048905785576402,0.9998885807246557
NGC4559,32,0.0,2.1,20.383056355011874,20.34150894239368,0.0020383308515936616,0.9263816804751874,1.0
NGC5005,18,0.6506391658863716,9.45,15.293603910739511,15.2656959223853,0.0018248143810376538,0.8146026873766569,0.9998353175956655
NGC5033,22,0.5235408218256212,5.16,15.892145103280836,15.86815161557527,0.0015097702386704936,0.9433862814455454,0.9999999999999992
NGC5055,28,0.0,3.2,27.39899676780304,27.377709620597475,0.0007769316295033191,0.9466801350997609,1.0
NGC5371,19,0.0,7.44,44.245702652609076,44.37499360037024,-0.002922113109521174,0.925097210536162,0.9999999998978034
NGC5585,24,0.0,1.53,7.412888547331559,7.410300307368269,0.0003491540371562962,0.824523897228988,0.9999999999878906
NGC5907,19,0.0,5.34,24.38974440575744,25.342485463861486,-0.03906318337141501,0.9520219624160485,0.9999999999999952
NGC5985,33,0.2598084155461498,7.01,77.12078190290859,77.68549072727278,-0.00732239495542375,0.9278616734196355,0.9999999662286396
NGC6015,44,0.0,2.3,14.109660934312059,14.192208009022108,-0.0058503939318137466,0.9239695027795763,1.0
NGC6195,23,0.8284526381371559,13.94,22.40051464336686,22.361805353146202,0.0017280536111308198,0.8394741122643312,0.9999856431349017
NGC6503,31,0.0,2.16,5.427336656304332,5.803743553496638,-0.06935388774069784,0.9562972456515195,1.0
NGC6674,15,0.26167303327077024,6.04,30.634116149240615,30.820184324525712,-0.00607388750433091,0.9280660959274056,1.0
NGC6946,58,0.34476043172958576,2.44,15.296787849258026,15.294055959868638,0.0001785923565331693,0.9706524696996363,1.0
NGC7331,36,0.1030213434771823,5.02,19.67743482529667,19.53302807854917,0.007338697753523138,0.9524025540314297,0.9999999999960408
NGC7793,46,0.0,1.21,6.57528385940928,6.538076511309393,0.0056586679595046485,0.7217280437755315,0.999999989024331
NGC7814,18,0.8991436428605954,2.54,22.80487097765911,22.79744312092237,0.0003257136049582554,0.9428987136502087,0.9999999999999889
PGC51017,6,0.0,0.53,22.55204524115659,22.595155295626355,-0.001911580701828841,0.8728359569099098,0.999999999998617
UGC00128,22,0.0,5.95,14.088963189710954,14.2468727329018,-0.011208031497034865,0.8918546620932987,0.9999999999999992
UGC00191,9,0.0,1.58,8.484536592444337,9.148546625610148,-0.07826120212117726,0.6820610012637083,0.9999999618585931
UGC00731,12,0.0,2.3,12.67645076396962,13.2515866951522,-0.04537042283296633,0.8411752987778143,0.999999995998201
UGC00891,5,0.0,1.43,8.15916521419914,6.307608406308057,0.22692968695729765,0.42146955732443786,0.9999999995666973
UGC01230,11,0.0,4.34,21.703827080325972,21.660996870710164,0.0019733943445684465,0.7174121695522864,0.9999999999999895
UGC01281,23,0.0,1.63,1.9209984228389427,1.7631542454822235,0.08216778081652432,0.6903703740471564,0.9999919869763672
UGC02023,5,0.0,1.55,13.496233542105326,12.65155964326251,0.06258589822172356,0.33360823674461165,0.9999964779021829
UGC02259,8,0.0,1.62,13.511402896522435,14.753119062941014,-0.09190134998773303,0.7896040502073498,0.9999999994440878
UGC02455,8,0.0,0.99,39.044445507768415,38.63176669512807,0.010569462756443437,0.6500744171076194,0.9999999842406445
UGC02487,17,0.4211238869312913,7.89,67.09443283813286,68.96375014786621,-0.027860989811824277,0.8408853098874168,0.9999999999999994
UGC02885,19,0.5132236993118002,11.4,20.45355824736192,20.61789500481463,-0.008034629254492165,0.9204734542037394,0.9999999999998473
UGC02916,43,0.9601895534944246,6.15,25.175801509422968,25.191293758528992,-0.000615362696604782,0.8671001470953089,0.9999977341945255
UGC02953,115,0.7208178835007708,3.55,34.86478884562871,34.87340332598542,-0.00024708253346528153,0.8789793530139178,0.9999999999997341
UGC03205,48,0.5909972371770738,3.19,28.12185797947654,28.134054331518264,-0.0004336965235591794,0.8784954979390791,0.9999999999999325
UGC03546,30,0.857894013109197,3.79,27.588721993365795,27.556945243871063,0.0011518021567789027,0.9125108041946369,0.9999999997969011
UGC03580,47,0.7816674259764752,2.43,22.016044966218306,21.863529081953164,0.006927487861655646,0.7521561262324526,0.9999999997983753
UGC04278,25,0.0,2.21,6.989156110102524,7.037710953615897,-0.006947168263016668,0.7903590156452012,0.9999998770272408
UGC04305,22,0.0,1.16,27.462199370640246,27.39780924960621,0.002344681872161969,0.8225299073763371,0.9999999993775114
UGC04325,8,0.0,1.86,17.221126728401583,18.00451421464149,-0.045489908912168975,0.7136817636825603,0.9999994999952021
UGC04483,8,0.0,0.18,5.805364947606166,5.7698831337307155,0.006111900663554604,0.6063375895766757,0.9999999999999108
UGC04499,9,0.0,1.73,9.80245504888809,9.21777052968147,0.05964674321795971,0.7784762457243763,0.9999999860768712
UGC05005,11,0.0,3.2,16.780367392575197,16.544137254331684,0.014077769140384722,0.6967249797799943,0.9999999999999994
UGC05253,73,0.9371584977234669,8.07,17.862032620271705,17.87418251306552,-0.0006802077373895266,0.8350947535374891,0.9999513416777611
UGC05414,6,0.0,1.47,8.027097665624112,7.6495870981077365,0.04702952215631517,0.6752127022009693,0.9999945520813669
UGC05716,12,0.0,1.14,7.129348361261111,7.8577842325806255,-0.10217425694578641,0.8805282103361574,1.0
UGC05721,23,0.0,0.38,15.906341884160712,15.928423156884472,-0.001388205590233671,0.8837817078764846,1.0
UGC05750,11,0.0,3.46,15.94274811458072,15.804711272046925,0.008658284101443647,0.6346301050399443,0.9999999940817386
UGC05764,10,0.0,1.17,8.866776462350948,9.38421092444519,-0.05835654753351571,0.7743538104789874,0.9999992408991351
UGC05829,11,0.0,1.99,9.546852897560289,9.82472566318785,-0.029106216321671097,0.7050004828908683,0.9999999231277776
UGC05918,8,0.0,1.66,4.928047055179754,5.402006384139703,-0.09617589354423495,0.6826117125571312,0.9999986469586624
UGC05986,15,0.0,1.67,14.246267768160621,14.245701251530065,3.9765968166238785e-05,0.8384430620778234,0.9999999998446487
UGC05999,5,0.0,3.22,13.498388987003187,11.575328242583605,0.14246594510435173,0.4790967233012062,0.9999999988309732
UGC06399,9,0.0,2.05,3.283868916802936,3.509575659539178,-0.06873195869096449,0.7544976587846047,0.9999999157211569
UGC06446,17,0.0,1.49,9.462913639239344,9.833570260024938,-0.03916939696549826,0.8682223275275225,0.9999999999968721
UGC06614,13,0.8836277364784286,5.1,26.944634609635614,26.735113600801608,0.007775982560887296,0.8951341880137593,0.9999999999999999
UGC06628,7,0.0,2.82,33.74232255892255,33.55046332371494,0.005686011532625712,0.7771683059825021,0.9999955382343819
UGC06667,9,0.0,5.15,18.584475048383812,19.300877724497973,-0.03854844832845905,0.7160187518788096,0.9998751565574544
UGC06786,45,0.770936085225283,3.6,35.37345377089693,35.382920928312274,-0.00026763452267508647,0.8482049337822567,0.9999999998227412
UGC06787,71,0.9499776465339284,5.37,32.31119023565013,32.307284746334034,0.00012087110649938726,0.8460860268434744,0.999999962302674
UGC06818,8,0.0,1.39,13.713901040724615,13.037685095144061,0.049308795766607294,0.6585559815600619,0.9999999992936129
UGC06917,11,0.0,2.76,4.79735188862592,5.533548922681536,-0.15345904389483533,0.7990124364005219,0.9999995840786785
UGC06923,6,0.0,1.44,8.153392837040334,7.077602116050669,0.13194393334053744,0.7461284800838885,0.9999992130490032
UGC06930,10,0.0,3.94,12.329841879884365,12.596621784106885,-0.021636928260836852,0.8204538600546353,0.9999999795978723
UGC06973,9,0.17815244400486438,1.07,38.896771931550326,38.67248257362512,0.005766271769798936,0.8957339037793574,0.9999999999931241
UGC06983,17,0.0,3.21,9.809717608533976,10.140708639653111,-0.03374113754622132,0.8783692724378518,0.9999999881036732
UGC07089,12,0.0,2.26,15.771408992272061,15.612205565754183,0.01009443269120014,0.8067752598967683,0.9999999747395667
UGC07125,13,0.0,3.38,32.408753076938225,32.183502812550024,0.006950290986310281,0.843174092701928,0.9999999996507137
UGC07151,11,0.0,1.25,6.255861906363156,6.199959506880617,0.008936002795342679,0.7667845967853039,0.9999999954975309
UGC07261,7,0.0,1.2,5.864711246784009,7.500623619651147,-0.27894167402772174,0.7906087835937582,0.9999999997886176
UGC07323,10,0.0,2.26,8.483269390019494,8.4346334050588,0.005733165213156255,0.7210897097729089,0.9999973695090492
UGC07399,10,0.0,1.64,27.072216423311875,27.486822881281896,-0.015314832427721026,0.7995634333408234,0.999999722440137
UGC07524,31,0.0,3.46,8.196925587741935,8.33657303102869,-0.01703656350078253,0.8140726689416887,0.9999995022652228
UGC07559,7,0.0,0.58,10.956700031989516,10.627268058585518,0.03006671465333355,0.6495720324975812,0.999999988580387
UGC07577,9,0.0,0.9,12.802387446331382,12.699712036062028,0.00802002053912032,0.6085656028306939,0.9999494804992571
UGC07603,12,0.0,0.53,5.623121962533681,5.4898773019905525,0.023695851064750917,0.8274979189450143,0.9999999999996326
UGC07608,8,0.0,1.5,7.163815275884531,7.189296068072757,-0.0035568745433738336,0.5757177898354673,0.9999995432587313
UGC07690,7,0.0,0.57,7.445375353848169,7.647021066649753,-0.02708335083433533,0.8330303987219281,0.9999999999981906
UGC07866,7,0.0,0.61,8.554157892039829,8.439943560434612,0.013351908282111524,0.6972341067963215,0.9999999342295719
UGC08286,17,0.0,1.05,10.256828382641023,10.46133062793121,-0.01993815609085292,0.8471571936589453,0.9999999999999634
UGC08490,30,0.0,0.67,7.807860693353428,8.022285019529821,-0.027462621913698637,0.9472546232937562,1.0
UGC08550,11,0.0,0.45,3.2769332184351665,3.7680360763843117,-0.14986660551589193,0.8155614957524032,1.0
UGC08699,41,0.8245020214576165,3.09,16.558793363364327,16.54778299398511,0.000664925827480789,0.8909133381953469,0.999999998668874
UGC08837,8,0.0,1.72,14.349091263757396,13.838674217095793,0.03557138478523736,0.49253557002417314,0.9999961521768888
UGC09037,22,0.0,4.28,36.61558918138762,35.94094963379749,0.018424926723098145,0.8939392189332072,0.9999999999557262
UGC09133,68,0.7751725146982941,6.97,26.744176666694404,26.75218367716208,-0.00029939267031720007,0.9261664529115717,1.0
UGC09992,5,0.0,1.04,16.047835521359733,16.025054110429938,0.001419593994434476,0.6857967616029255,0.999999907487917
UGC10310,7,0.0,1.8,9.223555224517039,9.795349317961373,-0.06199280857824263,0.7294083986546098,0.9999999878814865
UGC11455,36,0.0,5.93,13.12763985079071,12.741905641271098,0.029383363186672007,0.8628536096976668,0.9999999993964478
UGC11557,12,0.0,2.75,32.76648645657218,32.355075730303625,0.012555838930543572,0.6947014847962486,0.9999997611111819
UGC11820,10,0.0,2.08,11.343294788577516,11.83722635699758,-0.04354392419717801,0.44551703434650797,0.9999999999993507
UGC11914,65,0.8094495268912111,2.44,42.19697120440969,42.20736979156308,-0.0002464297047060082,0.8808269371477405,0.9999997322424805
UGC12506,31,0.0,7.38,41.52133900171055,41.87884043329906,-0.008610065093849206,0.9307918288710642,0.999999999999672
UGC12632,15,0.0,2.42,8.941870458742352,9.256108568554954,-0.035142324110206014,0.8431904127245451,0.9999999899256293
UGC12732,16,0.0,1.98,8.34040238904205,8.879316459786786,-0.06461487654993525,0.8675014250917525,0.9999999999998519
UGCA281,7,0.0,1.72,1.284071628594656,1.766415142921885,-0.37563598757736494,0.44637207431718834,0.9953199446292631
UGCA442,8,0.0,1.18,3.596630701985222,4.0515016555031735,-0.12647140927392897,0.6286282848508585,0.9999999999863818
UGCA444,36,0.0,0.83,5.130195031881812,5.243518581540183,-0.022089520759760006,0.7926351329028828,0.9999994039224148
