galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,force_match,rms_velocity
NGC6946,ok,58,2.8271,0.8579,3.1145356613562,0.8579,sigma_power,constant,False,27.169046069016407
NGC7331,ok,36,2.8271,0.8579,2.6348616444397757,0.8579,sigma_power,constant,False,70.69410468800059
NGC7793,ok,46,2.8271,0.8579,3.6172928227327668,0.8579,sigma_power,constant,False,6.859461131480057
NGC7814,ok,18,2.8271,0.8579,2.7516149445682365,0.8579,sigma_power,constant,False,52.625052565743125
PGC51017,ok,6,2.8271,0.8579,7.240943801777333,0.8579,sigma_power,constant,False,2.859602361666247
UGC00128,ok,22,2.8271,0.8579,3.3535822644747615,0.8579,sigma_power,constant,False,64.75405349427211
UGC00191,ok,9,2.8271,0.8579,4.6514052154196825,0.8579,sigma_power,constant,False,15.334878087259586
UGC00731,ok,12,2.8271,0.8579,4.3085931245544336,0.8579,sigma_power,constant,False,35.55681031729685
UGC01230,ok,11,2.8271,0.8579,3.6723142098755166,0.8579,sigma_power,constant,False,38.03124219236023
UGC01281,ok,25,2.8271,0.8579,4.789050082542521,0.8579,sigma_power,constant,False,13.36841217685987
UGC02259,ok,8,2.8271,0.8579,4.014204301637887,0.8579,sigma_power,constant,False,30.63054364728241
UGC02455,ok,8,2.8271,0.8579,5.610364285200616,0.8579,sigma_power,constant,False,35.37808204018852
UGC02487,ok,17,2.8271,0.8579,2.3069411137972335,0.8579,sigma_power,constant,False,106.22925816422084
UGC02885,ok,19,2.8271,0.8579,2.4102753721788885,0.8579,sigma_power,constant,False,68.3187327124669
UGC02916,ok,43,2.8271,0.8579,2.7751058820031487,0.8579,sigma_power,constant,False,38.21072518307605
UGC02953,ok,115,2.8271,0.8579,2.5337914682923306,0.8579,sigma_power,constant,False,59.93000412428158
UGC03205,ok,48,2.8271,0.8579,2.7363350620890046,0.8579,sigma_power,constant,False,30.767710718050626
UGC03546,ok,30,2.8271,0.8579,2.858810223959269,0.8579,sigma_power,constant,False,71.82031920218363
UGC03580,ok,47,2.8271,0.8579,3.433927520246962,0.8579,sigma_power,constant,False,38.494912810173055
UGC04278,ok,25,2.8271,0.8579,4.003644994848497,0.8579,sigma_power,constant,False,21.80629734535868
UGC04305,ok,22,2.8271,0.8579,5.784350249402915,0.8579,sigma_power,constant,False,4.5797301985284715
UGC04325,ok,8,2.8271,0.8579,3.9013791741549064,0.8579,sigma_power,constant,False,17.94987162933605
UGC04483,ok,8,2.8271,0.8579,6.990815409831816,0.8579,sigma_power,constant,False,5.8390686063112325
UGC04499,ok,9,2.8271,0.8579,4.381095516508965,0.8579,sigma_power,constant,False,17.748082971194098
UGC05005,ok,11,2.8271,0.8579,4.1731056650163785,0.8579,sigma_power,constant,False,32.64777738187063
UGC05253,ok,73,2.8271,0.8579,2.7288055666365705,0.8579,sigma_power,constant,False,40.66410666155087
UGC05414,ok,6,2.8271,0.8579,4.966261974403885,0.8579,sigma_power,constant,False,6.001474926099317e-10
UGC05716,ok,12,2.8271,0.8579,4.25186104561842,0.8579,sigma_power,constant,False,34.086983119352325
UGC05721,ok,23,2.8271,0.8579,4.108607864423615,0.8579,sigma_power,constant,False,34.76392190722218
UGC05750,ok,11,2.8271,0.8579,4.7159272993100485,0.8579,sigma_power,constant,False,14.2205415932803
UGC05764,ok,10,2.8271,0.8579,4.924237281125225,0.8579,sigma_power,constant,False,25.581658358957366
UGC05829,ok,11,2.8271,0.8579,4.926210330359695,0.8579,sigma_power,constant,False,16.98425317961482
UGC05918,ok,8,2.8271,0.8579,5.487609238762343,0.8579,sigma_power,constant,False,11.48956284445215
UGC05986,ok,15,2.8271,0.8579,3.552399428081506,0.8579,sigma_power,constant,False,33.647987454015365
UGC06399,ok,9,2.8271,0.8579,4.13078401603806,0.8579,sigma_power,constant,False,20.21012993064158
UGC06446,ok,17,2.8271,0.8579,4.044495404115613,0.8579,sigma_power,constant,False,35.07318876382609
UGC06614,ok,13,2.8271,0.8579,2.864710772043124,0.8579,sigma_power,constant,False,50.88308041595669
UGC06628,ok,7,2.8271,0.8579,5.308270338492154,0.8579,sigma_power,constant,False,8.06857555355479
UGC06667,ok,9,2.8271,0.8579,4.1350557698619586,0.8579,sigma_power,constant,False,39.01178283910023
UGC06786,ok,45,2.8271,0.8579,2.6969951261284453,0.8579,sigma_power,constant,False,47.89230135824282
UGC06787,ok,71,2.8271,0.8579,2.5877656806061613,0.8579,sigma_power,constant,False,62.46622075221352
UGC06818,ok,8,2.8271,0.8579,4.722723813929462,0.8579,sigma_power,constant,False,17.985689461563577
UGC06917,ok,11,2.8271,0.8579,3.7229460615739676,0.8579,sigma_power,constant,False,20.567738247679003
UGC06923,ok,6,2.8271,0.8579,4.169796083246134,0.8579,sigma_power,constant,False,6.8775158289637
UGC06930,ok,10,2.8271,0.8579,3.658284266398405,0.8579,sigma_power,constant,False,25.9215761958877
UGC06973,ok,9,2.8271,0.8579,2.9890519938219526,0.8579,sigma_power,constant,False,88.38518410422385
UGC06983,ok,17,2.8271,0.8579,3.6106157609516805,0.8579,sigma_power,constant,False,39.195331561972914
UGC07089,ok,12,2.8271,0.8579,4.324759386178484,0.8579,sigma_power,constant,False,11.409492166677436
UGC07125,ok,13,2.8271,0.8579,4.438714988987689,0.8579,sigma_power,constant,False,13.873219703858467
UGC07151,ok,11,2.8271,0.8579,4.353889317680378,0.8579,sigma_power,constant,False,2.9118263005215406
UGC07261,ok,7,2.8271,0.8579,4.3123050302387,0.8579,sigma_power,constant,False,18.37770052174131
UGC07323,ok,10,2.8271,0.8579,4.501955127487169,0.8579,sigma_power,constant,False,0.11777054233575134
UGC07399,ok,10,2.8271,0.8579,3.8336672814178705,0.8579,sigma_power,constant,False,44.72978593521516
UGC07524,ok,31,2.8271,0.8579,4.093020256002558,0.8579,sigma_power,constant,False,19.525194840600875
UGC07559,ok,7,2.8271,0.8579,6.3840600865750945,0.8579,sigma_power,constant,False,4.307838190944296
UGC07577,ok,9,2.8271,0.8579,9.120101207196937,0.8579,sigma_power,constant,False,1.7615904615055704
UGC07603,ok,12,2.8271,0.8579,4.560904923059528,0.8579,sigma_power,constant,False,23.647252465990874
UGC07608,ok,8,2.8271,0.8579,4.805243063088035,0.8579,sigma_power,constant,False,27.23282751286947
UGC07690,ok,7,2.8271,0.8579,4.641749971012979,0.8579,sigma_power,constant,False,10.121315989753258
UGC07866,ok,7,2.8271,0.8579,6.393870408014984,0.8579,sigma_power,constant,False,2.2048718809865497
UGC08286,ok,17,2.8271,0.8579,4.028761789785137,0.8579,sigma_power,constant,False,31.533634047772868
UGC08490,ok,30,2.8271,0.8579,4.1127997886522865,0.8579,sigma_power,constant,False,36.91602368973895
UGC08550,ok,11,2.8271,0.8579,4.830817757774672,0.8579,sigma_power,constant,False,23.599698397700546
UGC08699,ok,41,2.8271,0.8579,2.939019835299854,0.8579,sigma_power,constant,False,35.751473819175686
UGC08837,ok,8,2.8271,0.8579,5.906489877049958,0.8579,sigma_power,constant,False,4.952287732157599
UGC09037,ok,22,2.8271,0.8579,3.126518562771074,0.8579,sigma_power,constant,False,30.88276229022027
UGC09133,ok,68,2.8271,0.8579,2.689836523739306,0.8579,sigma_power,constant,False,60.46767238092972
UGC10310,ok,7,2.8271,0.8579,4.3222584406708355,0.8579,sigma_power,constant,False,14.84788154398034
UGC11455,ok,36,2.8271,0.8579,2.4999171001235627,0.8579,sigma_power,constant,False,39.77798925226472
UGC11557,ok,12,2.8271,0.8579,4.235460317454548,0.8579,sigma_power,constant,False,20.837740296482337
UGC11820,ok,10,2.8271,0.8579,4.8503147825986535,0.8579,sigma_power,constant,False,23.54439980551213
UGC11914,ok,65,2.8271,0.8579,2.457116978315409,0.8579,sigma_power,constant,False,19.13060509292795
UGC12506,ok,31,2.8271,0.8579,2.6595661725492485,0.8579,sigma_power,constant,False,67.85959238191202
UGC12632,ok,15,2.8271,0.8579,4.3085931245544336,0.8579,sigma_power,constant,False,25.004325998618643
UGC12732,ok,16,2.8271,0.8579,3.9846926429490575,0.8579,sigma_power,constant,False,37.136534664231434
UGCA281,ok,7,2.8271,0.8579,6.393870408014984,0.8579,sigma_power,constant,False,6.911106340685908e-10
UGCA442,ok,8,2.8271,0.8579,4.849380097458911,0.8579,sigma_power,constant,False,25.470929428574973
UGCA444,ok,36,2.8271,0.8579,5.660952624049751,0.8579,sigma_power,constant,False,13.624315422440928
