galaxy,sigma_v,Q,K_mean,G_emp
UGC06818,8.3175,24.045686804929364,1.4102855981029983,0.9600729655453815
UGC06917,15.075,13.266998341625207,1.3879769790461083,0.9299081715680576
UGC06923,11.355,17.613386173491854,1.398088241004509,0.9462752241489437
UGC06930,15.75,12.698412698412698,1.3864582047177663,0.9269988412514484
UGC06973,26.1,7.662835249042145,1.3690518140242554,0.884564352056612
UGC06983,16.275,12.28878648233487,1.385325731438347,0.9247485839787308
UGC07089,10.364999999999998,19.295706705258084,1.401507327132736,0.9507284957098376
UGC07125,9.7125,20.592020592020592,1.4040141675983722,0.9536865947428026
UGC07151,10.1925,19.622271277900417,1.4021483456557122,0.9515087360395827
UGC07261,10.44,19.157088122605366,1.4012331640753952,0.9503896597605018
UGC07323,9.375,21.333333333333332,1.405405775706128,0.9552238805970149
UGC07399,14.01,14.275517487508923,1.3905369611897747,0.9345357693565721
UGC07524,11.895,16.813787305590584,1.3963843672919847,0.9438637060808419
UGC07559,3.915,51.08556832694764,1.4517388547835637,0.9808008238726921
UGC07577,1.6049999999999998,124.61059190031155,1.5598995854540263,0.9920388879244066
UGC07603,9.075,22.03856749311295,1.4067046024626113,0.956594523496353
UGC07608,7.965,25.109855618330194,1.4121249121669126,0.9617002861058351
UGC07690,8.684999999999999,23.02820955670697,1.408490136847076,0.9583822507607159
UGC07866,3.9,51.282051282051285,1.4520233845326842,0.980872976949485
UGC08286,12.375,16.161616161616163,1.3949506389202535,0.9417304296645085
UGC08490,11.7525,17.017655817911084,1.3968241875531784,0.944498884310693
UGC08550,7.86,25.44529262086514,1.4126972740450578,0.962186086789185
UGC08699,27.225,7.3461891643709825,1.3675706365673943,0.8801848388161513
UGC08837,4.755,42.06098843322818,1.4385668901149011,0.9767771238797588
UGC09037,23.325,8.57449088960343,1.3729607058266886,0.8955558043210567
UGC09133,33.975,5.886681383370125,1.3596275260225457,0.8547921786515653
UGC10310,10.38,19.267822736030826,1.4014522781798118,0.950660709192889
UGC11455,40.8,4.901960784313726,1.3527825515308918,0.8305647840531561
UGC11557,10.92,18.315018315018314,1.3995395277440406,0.9482268158543523
UGC11820,7.78125,25.70281124497992,1.4131344262646224,0.9625507595127086
UGC11914,42.6,4.694835680751174,1.3511229782605798,0.8244023083264633
UGC12506,34.95,5.7224606580829755,1.358588235733182,0.8512449457331347
UGC12632,10.4625,19.115890083632017,1.4011514385098907,0.9502880560669953
UGC12732,12.72,15.723270440251572,1.393962431589833,0.9402030838661151
UGCA281,3.9,51.282051282051285,1.4520233845326842,0.980872976949485
UGCA442,7.784999999999999,25.690430314707775,1.4131134527818734,0.962533387876892
UGCA444,5.2875,37.82505910165485,1.4322630440759272,0.97424343907934
