galaxy,n_points,sigma_v_true,Q_gal,G_sigma,K_mean,rms_gr,rms_theory,delta_rms
NGC3521,41,31.5,5.652423779496579,0.8496788489208854,-0.10059418677145986,52.51577662137675,40.64120741859108,-11.874569202785672
NGC3726,12,24.15,4.866257608939706,0.8295335686458637,-0.4939607328129089,35.31058676501566,61.7070409426066,26.396454177590947
NGC3741,21,7.14,2.025444949982094,0.6694701055440065,-0.07198352189859063,25.07618692122832,25.368634493363285,0.2924475721349644
NGC3769,12,17.925,3.394425084749677,0.772438946912446,-0.21912574485734268,38.65390422651838,45.89169610351012,7.237791876991743
NGC3877,13,25.2,7.922125708625197,0.8879190864758518,-0.16898724719778674,29.10908735068305,19.37711113438529,-9.73197621629776
NGC3893,10,27.375,5.175454377380151,0.8380685956222325,-0.2776238262826004,33.81205976768977,56.25079338611823,22.438733618428465
NGC3917,17,20.55,4.949017264816354,0.83190500960315,-0.12959826093585808,26.009308864899815,28.929501831818786,2.9201929669189717
NGC3949,7,23.55,7.754507811424418,0.8857731329344382,-0.5388888353106952,32.027021331325585,53.2558750067132,21.22885367538761
NGC3953,8,32.925,7.424387351880671,0.8812970061524107,-0.7238066315728772,18.26639069797791,109.22292013443375,90.95652943645584
NGC3972,10,16.95,6.006343035836631,0.8572721896594107,-0.2029558542510991,21.173242996045843,26.595658676652633,5.42241568060679
NGC3992,9,37.2,4.823766509178033,0.8282898192391405,-0.9827858570127638,51.50181558835592,182.16343200543133,130.6616164170754
NGC4010,12,17.775,5.8128327407368765,0.8532181783914102,-0.1758408979270317,17.706376631874576,19.749727224865445,2.043350592990869
NGC4013,36,26.7,4.1886638136138306,0.8072721540801631,-0.6477508616813222,39.2720830188511,110.73284188534451,71.46075886649342
NGC4051,7,22.95,7.93485871979218,0.8880788122833061,-0.3935220432029287,29.682131008832762,48.0881592854944,18.406028276661637
NGC4068,6,3.9675,6.677792753350262,0.8697542337850104,-0.21486116106420705,6.0332781675934655,7.376765437904614,1.3434872703111482
NGC4085,7,19.05,7.870378862626782,0.8872652436286277,-0.2656682249965218,33.53583468853068,12.912465770403303,-20.623368918127376
NGC4088,12,25.875,6.998904471471862,0.8749828800223198,-0.2554994117963207,50.78967092195533,38.28107529311167,-12.508595628843658
NGC4100,24,25.725,4.660380631886631,0.8233334354996026,-0.3405421162001865,29.35765118897049,62.57412704508561,33.216475856115125
NGC4138,7,24.3,5.102388085213455,0.8361297272418522,-0.45827695513293376,31.520891576041766,82.90004787661881,51.37915630057705
NGC4157,17,27.675,5.165386371849594,0.8378041634882968,-0.1836745759483035,40.01023827592091,36.622756693098395,-3.3874815828225167
NGC4183,23,16.5,3.900637889016421,0.7959449315279435,-0.09818901596962476,33.263626959210285,35.55062405882567,2.286997099615384
NGC4214,14,12.015,2.9570761234948373,0.7472881570150808,-0.05762079369912865,33.48453104145477,34.333090078552125,0.8485590370973526
NGC4217,19,27.675,5.8720101438837125,0.8544821705640192,-0.11985759676952149,64.40844387153237,46.17657058136795,-18.231873290164422
NGC4389,6,11.4525,12.394850653372814,0.9253444457218938,-0.3171949726157141,57.39781645079807,37.33523053302006,-20.06258591777801
NGC4559,32,18.3,4.651600563137248,0.823058974386383,-0.06925094819913213,23.931662308749097,23.76805325386857,-0.1636090548805278
NGC5005,18,39.6,7.429587220101518,0.8813702291833032,-0.09247590731118757,57.02955192190641,44.36186828371751,-12.667683638188898
NGC5033,22,29.625,4.057977771300998,0.8022925277224413,-0.058477147246957205,61.16313286997931,55.801712137030364,-5.361420732948943
NGC5055,28,26.925,4.609304723917126,0.8217247860084745,-0.06951882967543739,58.26922066188828,48.612236935020775,-9.656983726867509
NGC5371,19,31.95,6.417750813234355,0.8651882457124532,-0.14428023391437558,35.62745617971017,58.40413072359358,22.77667454388341
NGC5585,24,13.4625,3.6914855062408702,0.7868478973941739,-0.06068843318827579,24.178154775922287,24.215589746237068,0.03743497031478071
NGC5907,19,32.325,4.556266685471806,0.820023037660388,-0.42293394308184296,43.258327077427516,100.36075461451647,57.10242753708895
NGC5985,33,43.725,4.619932287034639,0.8220619130399432,-0.4168483241034739,80.13943130227766,137.2304139825492,57.09098268027155
NGC6015,44,23.175,3.5699405543715192,0.7811787728740982,-0.03430002481017378,43.27900492409794,43.73427109300874,0.4552661689108035
NGC6195,23,37.725,6.648610122673058,0.8692572919835901,-0.15134220455701658,43.84749983065521,40.76415956598736,-3.0833402646678465
NGC6503,31,17.25,3.2944606720239817,0.7671418889653727,-0.06934349721252815,41.67287570412551,42.22651806396723,0.5536423598417173
NGC6674,15,36.3,3.7031353646966685,0.7873758838611493,-0.1562259939686789,77.68970787051921,99.41704968232504,21.72734181180583
NGC6789,4,25.0,0.8428843726187029,0.45737235886426264,-0.06450489988934484,22.346909291739045,22.852365657615554,0.5054563658765083
NGC6946,58,23.55,5.554910281177535,0.847442610637783,-0.017282347707670728,27.29685221130175,24.636156706438744,-2.660695504863007
NGC7331,36,35.775,5.333310068848902,0.8421046831547673,-0.3039214485726692,70.71859232887839,75.74710882481725,5.0285164959388595
NGC7793,46,16.2,4.911456400911254,0.8308369491068479,-0.0735289454605742,11.486837363798388,11.34210212463314,-0.14473523916524833
NGC7814,18,32.1,4.391254804557851,0.8145144245167963,-0.072256079053096,53.457344257273526,48.75663313582869,-4.700711121444833
PGC51017,6,2.8575,7.778068877674376,0.8860797273369158,-0.25857772169717613,4.522399935416963,4.605146062659989,0.0827461272430261
UGC00128,22,19.575,2.5701235227778274,0.7198976467845225,-0.07160616373402057,65.11324314929104,66.06006359329167,0.946820444000636
UGC00191,9,8.64,5.375658415825462,0.8431534541565415,-0.24908921365120124,23.831490758619328,27.04477867841252,3.213287919793192
UGC00634,4,25.0,1.9856215900172365,0.6650613716943858,-0.7360853968851659,48.762603305365005,68.47139301730671,19.708789711941705
UGC00731,12,10.4625,3.5803531409263414,0.7816762225024079,-0.17283778745147801,36.16596928486053,37.685911527230324,1.519942242369794
UGC00891,5,25.0,1.0761425184426086,0.518337497971894,-0.2650689019373108,25.538963308819817,27.993577136611442,2.4546138277916256
UGC01230,11,15.6,3.861014985630546,0.794281646331875,-0.1095818053732811,43.73505435771638,44.96102237995623,1.2259680222398543
UGC01281,25,8.032499999999999,3.309319236073604,0.7679447854248226,-0.0923101986522287,18.461825570134042,18.996798358691542,0.5349727885575
UGC02023,5,25.0,1.507846145997661,0.6012514557179168,-0.2086370489444847,8.845647965450617,9.930257350883773,1.084609385433156
UGC02259,8,12.4875,3.6042018411226904,0.7828070891531203,-0.24243831307428804,39.096000450093676,43.7465409153136,4.650540465219926
UGC02455,8,5.4075,14.285409300315678,0.9345781339346046,-0.23903692641202554,35.37808204018852,26.99287806416432,-8.385203976024197
UGC02487,17,49.875,3.6974059516489564,0.7871165468147446,-0.8961266499189725,109.51773009092928,249.71875550044788,140.2010254095186
UGC02885,19,44.7,4.275672153077733,0.8104506931090064,-0.11205162829118524,69.35716763455243,99.77371834594794,30.416550711395516
UGC02916,43,31.425,4.917438105337347,0.831007949352604,-0.04014363470373602,39.97364888805376,38.01276042375071,-1.9608884643030464
UGC02953,115,39.45,3.6570722686248844,0.785272818990358,-0.016451028228614557,62.22481167957494,61.39068238306839,-0.8341292965065534
UGC03205,48,32.55,4.24647859761349,0.8093959631409001,-0.02552132298499289,33.64653417615317,33.75400685165444,0.10747267550127049
UGC03546,30,29.175,5.006447502394339,0.8335122383736191,-0.13039040419468514,72.11935937530671,42.68492226298384,-29.434437112322875
UGC03580,47,18.45,3.6044276125866497,0.7828177388941021,-0.03516159208457543,39.24452840755697,37.73449376462077,-1.5100346429361977
UGC04278,25,12.57,4.037072773973631,0.801471996758323,-0.0424686599610511,27.66685900630416,27.985088268850305,0.3182292625461436
UGC04305,22,5.010000000000001,7.848957703245858,0.8869923403935818,-0.12252256467206836,4.955072428351265,4.595160179267973,-0.3599122490832922
UGC04325,8,13.41,4.143053520329064,0.8055629800375833,-0.20322864392757947,35.331222541708,39.22163788741716,3.890415345709158
UGC04483,8,3.12,4.530799885259001,0.8191943261832242,-0.2732497529585778,7.079526352533245,9.082395245731,2.002868893197755
UGC04499,9,10.035,4.521300199625024,0.8188832405693293,-0.22395948165278234,21.50254779202607,24.589909403963738,3.0873616119376663
UGC05005,11,11.3325,4.227104952504675,0.8086895118643391,-0.11626697635252808,33.6105146121397,34.240027849026816,0.6295132368871137
UGC05253,73,32.775,4.192723070802169,0.8074228133553211,-0.02045021592216051,44.104843857397995,42.753143857410315,-1.3516999999876802
UGC05414,6,7.334999999999999,5.321091862736802,0.8417994831090722,-0.26937584215281546,12.492346698655776,15.88081082891204,3.3884641302562635
UGC05716,12,10.815,3.0712388546595686,0.7543745194769176,-0.17611661345601706,34.860659179032254,37.05703495616669,2.1963757771344348
UGC05721,23,11.7825,2.699467628070392,0.7296908364835211,-0.06988633083031531,36.993423389983725,37.8375827881957,0.8441593982119713
UGC05750,11,8.3475,5.452346420467305,0.845017620748333,-0.06917226897289318,20.787271481906608,21.135563248648822,0.3482917667422143
UGC05764,10,7.4925,3.0765000706909924,0.7546915288460934,-0.13777110664883885,27.9551391121523,28.99559023303948,1.0404511208871803
UGC05829,11,7.484999999999999,5.012701308792423,0.8336854021772724,-0.1746831944398458,20.89128746050334,22.455645104693616,1.5643576441902773
UGC05918,8,5.714999999999999,3.604977932382716,0.7828436933502136,-0.20601407341502562,18.378285164393436,19.861637307486863,1.483352143093427
UGC05986,15,16.95,3.4563455438631037,0.7756008841421388,-0.11556138839492423,38.97404649965343,40.901327866641346,1.9272813669879127
UGC05999,5,25.0,2.014979424212565,0.6683227779369757,-0.5554870799537268,37.193191266338594,50.25329908431983,13.060107817981233
UGC06399,9,11.625,4.1999311778272475,0.807689762459925,-0.21236222871003188,28.750319030139067,31.800310980473434,3.049991950334366
UGC06446,17,12.254999999999995,3.2387381227963825,0.7640807308614104,-0.10282894427602979,37.554663229842475,38.913290971831536,1.3586277419890607
UGC06614,13,29.025,4.503197118800236,0.8182874466582778,-0.30547244593250944,50.98495587013215,74.09832253654407,23.113366666411927
UGC06628,7,6.21,8.107384044551987,0.8901989863271224,-0.3360718697667374,8.072900058646603,9.166442331128115,1.0935422724815123
UGC06667,9,11.595,2.738204696883583,0.7324919095966931,-0.19263662585882171,45.27733630984675,46.82364480112976,1.546308491283007
UGC06786,45,33.75,3.260523404674161,0.765287053956114,-0.019148353230480523,51.9524574240025,52.053299506938345,0.1008420829358414
UGC06787,71,37.425,3.2737940018649327,0.7660158632906416,-0.017333263820722148,64.96642478114666,63.20850569213426,-1.7579190890123968
UGC06818,8,8.3175,5.095385431346473,0.8359414656770771,-0.24722729683616196,20.175495852306163,21.723477235369952,1.5479813830637887
UGC06917,11,15.075,4.567026641520599,0.8203708973580812,-0.3818709470995973,30.603998657699744,44.343294345655416,13.739295687955671
UGC06923,6,11.355,5.3143170525061,0.841629745278136,-0.3022242290208083,15.1054378478316,19.92895693850681,4.823519090675211
UGC06930,10,15.75,4.654408822993484,0.8231468520752284,-0.28283633519357426,31.485550365605146,41.63598716638234,10.150436800777197
UGC06973,9,26.1,7.410591842041552,0.8811023030506182,-0.4632234841468942,88.38568001480633,58.274476380549515,-30.11120363425681
UGC06983,17,16.275,3.665441843593826,0.7856580290732567,-0.26911554525666537,42.45443781782275,51.100705956052224,8.646268138229473
UGC07089,12,10.364999999999998,5.193155823367612,0.8385314323552355,-0.18459072427047082,14.928726535103594,17.28651869528564,2.3577921601820453
UGC07125,13,9.7125,4.933391109051961,0.83146231528975,-0.2178001464018656,14.698599189568334,18.380574185952966,3.681974996384632
UGC07151,11,10.1925,5.22931136590659,0.8394686119764277,-0.15029572958850135,15.566865119323268,18.069849721509584,2.5029846021863165
UGC07232,4,25.0,1.0694859885074772,0.5167882239583538,-0.10034271626295112,9.106155029455469,9.801094133373134,0.6949391039176653
UGC07261,7,10.44,4.57384706332067,0.8205906999887721,-0.2714174105003924,22.262552465739894,28.02470814709525,5.762155681355356
UGC07323,10,9.375,7.029753270207995,0.875463172235914,-0.18027674558407136,10.345457337040719,13.022374878703252,2.676917541662533
UGC07399,10,14.01,2.8701468427679617,0.7416118714284258,-0.14819105444790404,50.95226232229807,53.22552575536897,2.273263433070902
UGC07524,31,11.895,4.29348824513365,0.8110886520019557,-0.0585249898099376,26.756759638805764,27.341205606046188,0.5844459672404234
UGC07559,7,3.915,5.236433975588952,0.8396519543196859,-0.247284629497396,6.78682547264883,8.560194675308242,1.7733692026594126
UGC07577,9,1.6049999999999998,9.326486805855088,0.903161644535971,-0.4802452744953418,1.7651840058788588,3.3849831045188674,1.6197990986400086
UGC07603,12,9.075,3.122835074151105,0.7574484591271454,-0.11441428824886483,25.74568614409514,26.83739480777866,1.091708663683523
UGC07608,8,7.965,3.074876374632585,0.7545937819794187,-0.1894977086743127,30.63714273310021,32.03459722716528,1.3974544940650695
UGC07690,7,8.684999999999999,5.011480871826976,0.8336516373716606,-0.2217832021725168,13.006404800319592,17.466865236214367,4.460460435894776
UGC07866,7,3.9,5.232318146738751,0.8395460603173347,-0.2455904811505534,7.480355756414136,9.531182907634557,2.050827151220421
UGC08286,17,12.375,3.096202926816018,0.7558714697815764,-0.09278968351406916,36.6726781610861,37.8743686394537,1.2016904783676026
UGC08490,30,11.7525,2.647446566058812,0.7258355998123549,-0.05299369413823992,38.25426280569027,38.98395773013639,0.7296949244461217
UGC08550,11,7.86,3.2172081022196637,0.7628762973604113,-0.14375914982654095,24.99854471571737,26.485900459804366,1.4873557440869973
UGC08699,41,27.225,4.104149419978887,0.8040809706538457,-0.030795944681235064,38.29257854611432,35.50309637736655,-2.7894821687477673
UGC08837,8,4.755,6.8715455944457675,0.8729601463903596,-0.23536271263221706,7.952404742389242,9.41801921419454,1.4656144718052984
UGC09037,22,23.325,5.286926021027173,0.8409397539186221,-0.2767235594510871,31.128091400079775,25.146504933098118,-5.981586466981657
UGC09133,68,33.975,3.7198318465065374,0.7881280451251317,-0.022331732136643544,61.91748044477971,60.95144716656044,-0.9660332782192711
UGC09992,5,25.0,1.0855366230579235,0.5205071016524526,-0.18316230942188821,5.888447315315842,8.45642699928865,2.5679796839728084
UGC10310,7,10.38,4.530512632703385,0.8191849352107551,-0.2926691442078509,22.50539817651381,27.77958608140689,5.274187904893079
UGC11455,36,40.8,5.5072873031595595,0.8463261335465458,-0.056558518580877154,39.82149446522485,35.50912033524938,-4.312374129975474
UGC11557,12,10.92,8.618308380208132,0.8960316138274659,-0.08368656098768039,20.837740296482337,18.442238097185427,-2.39550219929691
UGC11820,10,7.78125,5.044430126906012,0.8345584316462478,-0.11910206609322394,27.350315053297003,27.94278031966434,0.5924652663673378
UGC11914,65,42.6,6.756398421996469,0.8710741834555472,-0.055428987179537266,20.216150253791284,14.605743700905993,-5.610406552885291
UGC12506,31,34.95,4.084121865480129,0.8033091994136212,-0.04609301065843536,78.84357368691505,80.87602947977493,2.032455792859878
UGC12632,15,10.4625,3.8262460807818215,0.7927996245400719,-0.13159930241601803,28.541353368849645,29.993299167404622,1.451945798554977
UGC12732,16,12.72,3.5824274404715335,0.7817750497982572,-0.13931794037965095,38.50841686062227,40.35125166257,1.8428348019477312
UGCA281,7,3.9,4.983573938898744,0.8328758012833971,-0.2537710713075145,6.731165308050977,9.186370229905652,2.4552049218546754
UGCA442,8,7.784999999999999,3.1691668395155435,0.7601439235959672,-0.11834247997541872,26.097011285652165,26.838652571253906,0.7416412856017409
UGCA444,36,5.2875,2.973678191969071,0.7483439897017752,-0.141937906131972,14.062050109758859,14.863737271693001,0.8016871619341419
