galaxy,n_points,sigma_v_true,Q_gal,G_sigma,rms_gr,rms_theory,delta_rms
NGC5033,22,29.625,4.057977771300998,0.8022925277224413,61.16313286997931,97.09379244197662,35.93065957199731
NGC5055,28,26.925,4.609304723917126,0.8217247860084745,58.26922066188828,98.50300708093118,40.2337864190429
NGC5371,19,31.95,6.417750813234355,0.8651882457124532,35.62745617971017,83.2893943974737,47.66193821776353
NGC5585,24,13.4625,3.6914855062408702,0.7868478973941739,24.178154775922287,26.57595151327437,2.397796737352081
NGC5907,19,32.325,4.556266685471806,0.820023037660388,43.258327077427516,55.6526429095402,12.394315832112682
NGC5985,33,43.725,4.619932287034639,0.8220619130399432,80.13943130227766,41.89510964256204,-38.24432165971562
NGC6015,44,23.175,3.5699405543715192,0.7811787728740982,43.27900492409794,42.31986814957841,-0.9591367745195285
NGC6195,23,37.725,6.648610122673058,0.8692572919835901,43.84749983065521,104.205327414328,60.35782758367279
NGC6503,31,17.25,3.2944606720239817,0.7671418889653727,41.67287570412551,44.52385611469927,2.8509804105737615
NGC6674,15,36.3,3.7031353646966685,0.7873758838611493,77.68970787051921,82.1996177227103,4.509909852191086
NGC6789,4,25.0,0.8428843726187029,0.45737235886426264,22.346909291739045,16.49701730504818,-5.849891986690867
NGC6946,58,23.55,5.554910281177535,0.847442610637783,27.29685221130175,54.303386384272464,27.006534172970714
NGC7331,36,35.775,5.333310068848902,0.8421046831547673,70.71859232887839,169.92596713013617,99.20737480125779
NGC7793,46,16.2,4.911456400911254,0.8308369491068479,11.486837363798388,25.98996942580687,14.503132062008481
NGC7814,18,32.1,4.391254804557851,0.8145144245167963,53.457344257273526,104.00235827365715,50.545014016383625
PGC51017,6,2.8575,7.778068877674376,0.8860797273369158,4.522399935416963,15.187038461822091,10.664638526405128
UGC00128,22,19.575,2.5701235227778274,0.7198976467845225,65.11324314929104,62.5883354745265,-2.5249076747645347
UGC00191,9,8.64,5.375658415825462,0.8431534541565415,23.831490758619328,17.13910510111994,-6.692385657499386
UGC00634,4,25.0,1.9856215900172365,0.6650613716943858,48.762603305365005,37.38482149680622,-11.377781808558787
UGC00731,12,10.4625,3.5803531409263414,0.7816762225024079,36.16596928486053,31.505912160629453,-4.660057124231077
UGC00891,5,25.0,1.0761425184426086,0.518337497971894,25.538963308819817,21.614229058641786,-3.9247342501780302
UGC01230,11,15.6,3.861014985630546,0.794281646331875,43.73505435771638,39.653802790228625,-4.0812515674877545
UGC01281,25,8.032499999999999,3.309319236073604,0.7679447854248226,18.461825570134042,14.038144349980055,-4.423681220153988
UGC02023,5,25.0,1.507846145997661,0.6012514557179168,8.845647965450617,10.991217616734868,2.1455696512842515
UGC02259,8,12.4875,3.6042018411226904,0.7828070891531203,39.096000450093676,28.89138804111684,-10.204612408976836
UGC02455,8,5.4075,14.285409300315678,0.9345781339346046,35.37808204018852,68.86812233518623,33.49004029499771
UGC02487,17,49.875,3.6974059516489564,0.7871165468147446,109.51773009092928,123.7098239639984,14.192093873069126
UGC02885,19,44.7,4.275672153077733,0.8104506931090064,69.35716763455243,87.81045726019438,18.453289625641958
UGC02916,43,31.425,4.917438105337347,0.831007949352604,39.97364888805376,64.8324427873384,24.858793899284635
UGC02953,115,39.45,3.6570722686248844,0.785272818990358,62.22481167957494,84.19279257632618,21.967980896751243
UGC03205,48,32.55,4.24647859761349,0.8093959631409001,33.64653417615317,40.333217597760594,6.686683421607427
UGC03546,30,29.175,5.006447502394339,0.8335122383736191,72.11935937530671,174.77323153882836,102.65387216352164
UGC03580,47,18.45,3.6044276125866497,0.7828177388941021,39.24452840755697,60.62974117199503,21.38521276443806
UGC04278,25,12.57,4.037072773973631,0.801471996758323,27.66685900630416,23.44430187462654,-4.222557131677622
UGC04305,22,5.010000000000001,7.848957703245858,0.8869923403935818,4.955072428351265,15.714769498997384,10.75969707064612
UGC04325,8,13.41,4.143053520329064,0.8055629800375833,35.331222541708,23.199441730977533,-12.131780810730469
UGC04483,8,3.12,4.530799885259001,0.8191943261832242,7.079526352533245,3.0938644178154915,-3.9856619347177533
UGC04499,9,10.035,4.521300199625024,0.8188832405693293,21.50254779202607,16.80782314962658,-4.694724642399493
UGC05005,11,11.3325,4.227104952504675,0.8086895118643391,33.6105146121397,31.647726974833063,-1.96278763730664
UGC05253,73,32.775,4.192723070802169,0.8074228133553211,44.104843857397995,77.99581065287583,33.89096679547784
UGC05414,6,7.334999999999999,5.321091862736802,0.8417994831090722,12.492346698655776,9.262241796461366,-3.2301049021944106
UGC05716,12,10.815,3.0712388546595686,0.7543745194769176,34.860659179032254,29.765295715821345,-5.095363463210909
UGC05721,23,11.7825,2.699467628070392,0.7296908364835211,36.993423389983725,31.907913117208068,-5.085510272775657
UGC05750,11,8.3475,5.452346420467305,0.845017620748333,20.787271481906608,17.895637790677316,-2.8916336912292913
UGC05764,10,7.4925,3.0765000706909924,0.7546915288460934,27.9551391121523,21.96899707758734,-5.98614203456496
UGC05829,11,7.484999999999999,5.012701308792423,0.8336854021772724,20.89128746050334,14.734371628861302,-6.156915831642037
UGC05918,8,5.714999999999999,3.604977932382716,0.7828436933502136,18.378285164393436,12.529548704999753,-5.848736459393683
UGC05986,15,16.95,3.4563455438631037,0.7756008841421388,38.97404649965343,32.918024871354866,-6.056021628298566
UGC05999,5,25.0,2.014979424212565,0.6683227779369757,37.193191266338594,28.685187325763692,-8.508003940574902
UGC06399,9,11.625,4.1999311778272475,0.807689762459925,28.750319030139067,21.074539611235814,-7.675779418903254
UGC06446,17,12.254999999999995,3.2387381227963825,0.7640807308614104,37.554663229842475,32.22130390256865,-5.333359327273826
UGC06614,13,29.025,4.503197118800236,0.8182874466582778,50.98495587013215,91.51002467041306,40.52506880028091
UGC06628,7,6.21,8.107384044551987,0.8901989863271224,8.072900058646603,22.591867816757524,14.518967758110922
UGC06667,9,11.595,2.738204696883583,0.7324919095966931,45.27733630984675,40.45435391177397,-4.8229823980727815
UGC06786,45,33.75,3.260523404674161,0.765287053956114,51.9524574240025,59.98844065378246,8.035983229779958
UGC06787,71,37.425,3.2737940018649327,0.7660158632906416,64.96642478114666,98.91427518355567,33.94785040240902
UGC06818,8,8.3175,5.095385431346473,0.8359414656770771,20.175495852306163,21.254937473143194,1.0794416208370308
UGC06917,11,15.075,4.567026641520599,0.8203708973580812,30.603998657699744,21.473925518460273,-9.130073139239471
UGC06923,6,11.355,5.3143170525061,0.841629745278136,15.1054378478316,24.65421604305208,9.54877819522048
UGC06930,10,15.75,4.654408822993484,0.8231468520752284,31.485550365605146,23.89934651982304,-7.586203845782105
UGC06973,9,26.1,7.410591842041552,0.8811023030506182,88.38568001480633,217.12364453849545,128.73796452368913
UGC06983,17,16.275,3.665441843593826,0.7856580290732567,42.45443781782275,33.6110684610941,-8.843369356728651
UGC07089,12,10.364999999999998,5.193155823367612,0.8385314323552355,14.928726535103594,12.503536416002323,-2.4251901191012717
UGC07125,13,9.7125,4.933391109051961,0.83146231528975,14.698599189568334,12.883078067813404,-1.81552112175493
UGC07151,11,10.1925,5.22931136590659,0.8394686119764277,15.566865119323268,10.904170914966064,-4.662694204357203
UGC07232,4,25.0,1.0694859885074772,0.5167882239583538,9.106155029455469,8.045894014769129,-1.0602610146863398
UGC07261,7,10.44,4.57384706332067,0.8205906999887721,22.262552465739894,13.69768081851028,-8.564871647229614
UGC07323,10,9.375,7.029753270207995,0.875463172235914,10.345457337040719,11.731387023375257,1.3859296863345385
UGC07399,10,14.01,2.8701468427679617,0.7416118714284258,50.95226232229807,43.5088840138989,-7.4433783083991685
UGC07524,31,11.895,4.29348824513365,0.8110886520019557,26.756759638805764,22.779154741111444,-3.97760489769432
UGC07559,7,3.915,5.236433975588952,0.8396519543196859,6.78682547264883,6.850298113320217,0.06347264067138703
UGC07577,9,1.6049999999999998,9.326486805855088,0.903161644535971,1.7651840058788588,10.403424609912182,8.638240604033324
UGC07603,12,9.075,3.122835074151105,0.7574484591271454,25.74568614409514,20.644842305476274,-5.100843838618864
UGC07608,8,7.965,3.074876374632585,0.7545937819794187,30.63714273310021,25.325692355737544,-5.3114503773626645
UGC07690,7,8.684999999999999,5.011480871826976,0.8336516373716606,13.006404800319592,15.910766037625834,2.904361237306242
UGC07866,7,3.9,5.232318146738751,0.8395460603173347,7.480355756414136,4.454799480046518,-3.0255562763676185
UGC08286,17,12.375,3.096202926816018,0.7558714697815764,36.6726781610861,30.963717927311606,-5.708960233774491
UGC08490,30,11.7525,2.647446566058812,0.7258355998123549,38.25426280569027,34.20766497695288,-4.04659782873739
UGC08550,11,7.86,3.2172081022196637,0.7628762973604113,24.99854471571737,19.36421983589155,-5.634324879825819
UGC08699,41,27.225,4.104149419978887,0.8040809706538457,38.29257854611432,70.24220009739832,31.949621551284004
UGC08837,8,4.755,6.8715455944457675,0.8729601463903596,7.952404742389242,9.465020892157005,1.512616149767763
UGC09037,22,23.325,5.286926021027173,0.8409397539186221,31.128091400079775,67.20660284338207,36.0785114433023
UGC09133,68,33.975,3.7198318465065374,0.7881280451251317,61.91748044477971,81.0684918806438,19.151011435864092
UGC09992,5,25.0,1.0855366230579235,0.5205071016524526,5.888447315315842,2.399010515736591,-3.4894367995792512
UGC10310,7,10.38,4.530512632703385,0.8191849352107551,22.50539817651381,12.319642069700484,-10.185756106813328
UGC11455,36,40.8,5.5072873031595595,0.8463261335465458,39.82149446522485,60.79552093762649,20.97402647240164
UGC11557,12,10.92,8.618308380208132,0.8960316138274659,20.837740296482337,36.19224094537232,15.354500648889982
UGC11820,10,7.78125,5.044430126906012,0.8345584316462478,27.350315053297003,23.920838486086726,-3.4294765672102763
UGC11914,65,42.6,6.756398421996469,0.8710741834555472,20.216150253791284,77.6428666605824,57.426716406791115
UGC12506,31,34.95,4.084121865480129,0.8033091994136212,78.84357368691505,71.99157437994644,-6.851999306968608
UGC12632,15,10.4625,3.8262460807818215,0.7927996245400719,28.541353368849645,23.39965367009448,-5.141699698755165
UGC12732,16,12.72,3.5824274404715335,0.7817750497982572,38.50841686062227,33.484620058914786,-5.023796801707483
UGCA281,7,3.9,4.983573938898744,0.8328758012833971,6.731165308050977,6.081902797880373,-0.6492625101706038
UGCA442,8,7.784999999999999,3.1691668395155435,0.7601439235959672,26.097011285652165,22.161556323911697,-3.9354549617404686
UGCA444,36,5.2875,2.973678191969071,0.7483439897017752,14.062050109758859,8.53236582753487,-5.5296842822239896
