galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,force_match,rms_velocity
F571-8,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,False,46.94990768253277
F571-V1,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,32.98108787600788
F574-1,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,False,29.047200409791564
F579-V1,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,False,17.735631005566106
F583-1,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,False,30.06546755543803
F583-4,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,15.88024086276675
IC2574,ok,34,2.8271,0.8579,2.8271,0.8579,constant,constant,False,17.893796716929756
IC4202,ok,32,2.8271,0.8579,2.8271,0.8579,constant,constant,False,32.9882317080615
KK98-251,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,False,6.2752674874772
NGC0024,ok,29,2.8271,0.8579,2.8271,0.8579,constant,constant,False,20.735134251347343
NGC0055,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,False,19.754435402534376
NGC0100,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,False,25.062681599118697
NGC0247,ok,26,2.8271,0.8579,2.8271,0.8579,constant,constant,False,26.82569878560216
NGC0289,ok,28,2.8271,0.8579,2.8271,0.8579,constant,constant,False,55.626200322234816
NGC0300,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,False,34.34479854359516
NGC0801,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,False,37.6455395699341
NGC0891,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,False,69.8410145767118
NGC1003,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,False,48.097782870857365
NGC1090,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,False,25.495417259236927
NGC1705,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,False,36.85116818657199
NGC2366,ok,26,2.8271,0.8579,2.8271,0.8579,constant,constant,False,16.18221747689873
NGC2403,ok,73,2.8271,0.8579,2.8271,0.8579,constant,constant,False,37.23948368905386
NGC2683,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,False,33.039079001328524
NGC2841,ok,50,2.8271,0.8579,2.8271,0.8579,constant,constant,False,84.15161804240093
NGC2903,ok,34,2.8271,0.8579,2.8271,0.8579,constant,constant,False,61.42862920336672
NGC2915,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,False,48.67405553769961
NGC2955,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,False,43.875926534609846
NGC2976,ok,27,2.8271,0.8579,2.8271,0.8579,constant,constant,False,3.200077542212936
NGC2998,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,False,29.552831390517188
NGC3109,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,False,29.510843442304456
NGC3198,ok,43,2.8271,0.8579,2.8271,0.8579,constant,constant,False,36.67064154356305
NGC3521,ok,41,2.8271,0.8579,2.8271,0.8579,constant,constant,False,52.35089402337707
NGC3726,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,35.298969499812955
NGC3741,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,False,25.04358426396026
NGC3769,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,38.539009832062725
NGC3877,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,False,28.910061460426665
NGC3893,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,False,33.171833356614876
NGC3917,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,False,19.172546762837637
NGC3949,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,31.91970255462947
NGC3953,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,18.26639069797791
NGC3972,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,False,11.63300935029161
NGC3992,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,False,48.89513807947995
NGC4010,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,10.471796174617355
NGC4013,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,False,39.27064458383943
NGC4051,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,29.682131008832762
NGC4068,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,False,4.504786675147086
NGC4085,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,33.53583468853068
NGC4088,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,50.789666563955926
NGC4100,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,False,28.52626487423136
NGC4138,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,31.262337442042824
NGC4157,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,False,40.008427487120414
NGC4183,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,False,29.82445944007865
NGC4214,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,False,32.083513643983814
NGC4217,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,False,64.40413009330304
NGC4389,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,False,57.39781645079807
NGC4559,ok,32,2.8271,0.8579,2.8271,0.8579,constant,constant,False,23.846451008053478
NGC5005,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,False,57.02955192190641
NGC5033,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,False,60.84356113944229
NGC5055,ok,28,2.8271,0.8579,2.8271,0.8579,constant,constant,False,58.26271602751799
NGC5371,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,False,35.62745617971017
NGC5585,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,False,23.067450155766235
NGC5907,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,False,42.01796370496177
NGC5985,ok,33,2.8271,0.8579,2.8271,0.8579,constant,constant,False,40.79840930344115
NGC6015,ok,44,2.8271,0.8579,2.8271,0.8579,constant,constant,False,42.6102280592021
NGC6195,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,False,43.72667962717498
NGC6503,ok,31,2.8271,0.8579,2.8271,0.8579,constant,constant,False,41.60826725876995
NGC6674,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,False,75.53668529073501
NGC6946,ok,58,2.8271,0.8579,2.8271,0.8579,constant,constant,False,27.187601148030772
NGC7331,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,False,70.69056813429556
NGC7793,ok,46,2.8271,0.8579,2.8271,0.8579,constant,constant,False,7.364276142450983
NGC7814,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,False,52.58927965499632
PGC51017,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,False,2.859602361666247
UGC00128,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,False,64.85312811111339
UGC00191,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,False,16.496463566571713
UGC00731,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,35.88906164435356
UGC01230,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,False,39.9159400278339
UGC01281,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,False,15.81299392676941
UGC02259,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,32.78032530218711
UGC02455,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,35.37808204018852
UGC02487,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,False,105.73249409886013
UGC02885,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,False,68.08142385690768
UGC02916,ok,43,2.8271,0.8579,2.8271,0.8579,constant,constant,False,38.19773487996451
UGC02953,ok,115,2.8271,0.8579,2.8271,0.8579,constant,constant,False,59.89133460148048
UGC03205,ok,48,2.8271,0.8579,2.8271,0.8579,constant,constant,False,30.67847409380547
UGC03546,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,False,71.82257952774997
UGC03580,ok,47,2.8271,0.8579,2.8271,0.8579,constant,constant,False,38.66146113497326
UGC04278,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,False,23.90979929837215
UGC04305,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,False,4.5797301985284715
UGC04325,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,20.31574323689352
UGC04483,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,6.509654422932479
UGC04499,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,False,19.274857429393922
UGC05005,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,False,33.04002268915824
UGC05253,ok,73,2.8271,0.8579,2.8271,0.8579,constant,constant,False,40.5834968515856
UGC05414,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,False,5.178179128629113
UGC05716,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,34.4106932148905
UGC05721,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,False,35.42843639036566
UGC05750,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,False,16.13583393166248
UGC05764,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,False,26.892387775905203
UGC05829,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,False,19.078126614405313
UGC05918,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,15.481097218823225
UGC05986,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,False,34.240500027233225
UGC06399,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,False,22.8511567055231
UGC06446,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,False,36.084987880651255
UGC06614,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,False,50.885703380253915
UGC06628,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,8.06857555355479
UGC06667,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,False,42.11440533535206
UGC06786,ok,45,2.8271,0.8579,2.8271,0.8579,constant,constant,False,47.68541604902616
UGC06787,ok,71,2.8271,0.8579,2.8271,0.8579,constant,constant,False,62.19721472470859
UGC06818,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,19.21800020077329
UGC06917,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,False,23.28073085080313
UGC06923,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,False,9.336610415740848
UGC06930,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,False,27.142035407229475
UGC06973,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,False,88.3852262859236
UGC06983,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,False,40.16214421261472
UGC07089,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,13.000487352970174
UGC07125,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,False,14.283393058631082
UGC07151,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,False,5.800920072579133
UGC07261,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,18.961228048961164
UGC07323,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,False,1.7656058777089885
UGC07399,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,False,46.891624888752595
UGC07524,ok,31,2.8271,0.8579,2.8271,0.8579,constant,constant,False,22.60804118430119
UGC07559,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,5.765975211581922
UGC07577,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,False,1.7615904615055704
UGC07603,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,24.423794292521606
UGC07608,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,29.249452351569026
UGC07690,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,10.78695322761593
UGC07866,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,5.1276036768255775
UGC08286,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,False,32.88958457586208
UGC08490,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,False,37.30776381305533
UGC08550,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,False,24.012152950503648
UGC08699,ok,41,2.8271,0.8579,2.8271,0.8579,constant,constant,False,35.78295266038885
UGC08837,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,6.550434696276482
UGC09037,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,False,30.924708810884
UGC09133,ok,68,2.8271,0.8579,2.8271,0.8579,constant,constant,False,60.44118445872697
UGC10310,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,17.30929371980281
UGC11455,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,False,39.769337690121034
UGC11557,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,False,20.837740296482337
UGC11820,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,False,24.906402735027438
UGC11914,ok,65,2.8271,0.8579,2.8271,0.8579,constant,constant,False,19.13060509292795
UGC12506,ok,31,2.8271,0.8579,2.8271,0.8579,constant,constant,False,67.37621359432588
UGC12632,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,False,26.67260271869293
UGC12732,ok,16,2.8271,0.8579,2.8271,0.8579,constant,constant,False,37.68278573975085
UGCA281,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,False,6.911106340685908e-10
UGCA442,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,False,25.838613843017743
UGCA444,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,False,13.943094081792346
