galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,shell_mode,shell_params,budget_factor,force_match,rms_velocity
ESO444-G084,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 13.32, 'R_stop': 17.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.08307511203448052, 0.13761955853493216, 0.15340553200216528, 0.14408568779127656, 0.12880675517805049, 0.12634565746248902, 0.1034788797950942, 0.06850360364099076, 0.054679213560521016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,21.12613377778211
ESO563-G021,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 127.22999999999999, 'R_stop': 169.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.002842273776424245, 0.009348436102419656, 0.014644510787024532, 0.017732380036258773, 0.019383294781910875, 0.01799824847515639, 0.013888838861340673, 0.00989287851410016, 0.00843645898954857, 0.008292006682891213, 0.009504205646974904, 0.010756016992050588, 0.012043930670617516, 0.013364771274038172, 0.01471564044701169, 0.01609387479212919, 0.01749701445708727, 0.01892277924874739, 0.020369050140983565, 0.0218338546987043, 0.023315355373270164, 0.024811839918012595, 0.026321713376272742, 0.027843491238727935, 0.029375793470937613, 0.030917339188399073, 0.03246694181312733, 0.0340235045883796, 0.03558601636041685, 0.033321918643191215, 0.034790225957872976, 0.036317813343644326, 0.037906714248683575, 0.03955901818995177, 0.04127687342080559, 0.04306249001674752, 0.044918143427926785, 0.04684617854828557, 0.04884901435199591, 0.05092914914793118]}",1.0,False,62.25910229128335
F561-1,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 28.98, 'R_stop': 38.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0027210722472775437, 0.003774675036178461, 0.00491760194008543, 0.006104614080897993, 0.0073579599046396296, 0.008469459789094311, 0.00936498017336641, 0.009585815627988443, 0.008714542435351027, 0.009776896219440839, 0.01095186494798581, 0.01215635375504099, 0.013389301365265727, 0.014649888162007301, 0.015937457436076528, 0.01725145992508897, 0.0185914156643026, 0.019956888398827713, 0.021347468906540816, 0.022762764504992625, 0.024202392755137997, 0.025665977944623598, 0.02715314935959257, 0.02866354066508538, 0.030196789936658155, 0.031752540042220376, 0.03333043918120996, 0.03493014146178266, 0.03655130744589717, 0.03500823740870956, 0.03665108577282447, 0.038372570180821006, 0.04017650835578936, 0.042066901938856045, 0.04404794527239185, 0.04612403461308052, 0.048299777795601115, 0.05058000436861011, 0.05296977622568997, 0.05547439875496896]}",1.0,False,4.423482671319846
F563-1,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 60.300000000000004, 'R_stop': 80.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.046697758074728694, 0.08521021208414786, 0.11870625165470343, 0.12926365075332882, 0.14099914160172597, 0.13139693122472976, 0.1267310810152754, 0.1177566411797598, 0.10323833241160037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,49.190364940383844
F563-V1,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 23.61, 'R_stop': 31.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.001977153943357948, 0.0031141429010343963, 0.004264241744542489, 0.005329209185050885, 0.005871034571709757, 0.0061495675734695434, 0.006602978666975505, 0.007473857274194707, 0.008686239182481835, 0.009819816562411049, 0.01098393556822166, 0.012182033941489246, 0.013413367971434508, 0.014677173631520626, 0.015972674963480676, 0.01729909468741855, 0.01865566388404607, 0.02004162967704002, 0.0214562607911838, 0.02289885124207614, 0.02436872252396802, 0.025865224655091282, 0.027387736388500776, 0.028935664835047566, 0.03050844468797333, 0.0321055371906758, 0.03372642895110476, 0.03537063067696864, 0.03703767588392385, 0.03548177802664656, 0.03716784538390591, 0.038935157958342646, 0.040787639093981004, 0.04272940092971414, 0.044764753505659026, 0.04689821430901456, 0.04913451828052166, 0.05147862830362977, 0.05393574619956718, 0.056511324252624305]}",1.0,False,1.9046881816434342
F563-V2,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 31.410000000000004, 'R_stop': 41.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0013673661574504948, 0.003818876090998037, 0.005996511762926015, 0.0076849712426307415, 0.00846819831387967, 0.009681170184011814, 0.009974577073074017, 0.009563873010111008, 0.009742490784261138, 0.009660476768375106, 0.010955364572056562, 0.012271555863112472, 0.013606066039385556, 0.014956790525339275, 0.01632232348209606, 0.017701801733518957, 0.019094772989219543, 0.020501086904406062, 0.021920806929416243, 0.0233541404986808, 0.024801384939229374, 0.02626288651133305, 0.027739010170044306, 0.029230117897485395, 0.030736553753840806, 0.03225863409591527, 0.03379664169416082, 0.03535082273046047, 0.03692138587492946, 0.03458779453286891, 0.03610065384830943, 0.03768248608253377, 0.03933669523877429, 0.041066855896866976, 0.042876720917473875, 0.04477022950073797, 0.04675151562227236, 0.048824916870262, 0.05099498370828285, 0.05326648918926899]}",1.0,False,50.949682298561186
F565-V2,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 26.400000000000002, 'R_stop': 35.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.007129491599264009, 0.009896727416623268, 0.01340875675883896, 0.01543145713725455, 0.015100479246019571, 0.018292213921537365, 0.01864772436806702, 0.01590951938618978, 0.013437613008989317, 0.013527889826910566, 0.014728532141629138, 0.015884341406473407, 0.016999134845267588, 0.018077479663702992, 0.01912424630727387, 0.020144301934294666, 0.021142312126959054, 0.022122622623203244, 0.023089197931876033, 0.024045598827510367, 0.02499498527210284, 0.025940135046061647, 0.026883471280139057, 0.02782709426213035, 0.028772814479806848, 0.02972218498757869, 0.0306765319643429, 0.03163698285745218, 0.03260449185506586, 0.030681589965158827, 0.031753316512099256, 0.032870490583741724, 0.03403554406616872, 0.035251028947948404, 0.036519622239594644, 0.037844131168721776, 0.03922749866730949, 0.04067280916765342, 0.042183294723769485, 0.04376234147526895]}",1.0,False,37.291406899708356
F568-1,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 39.69, 'R_stop': 52.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0010002462342776448, 0.002315616622157391, 0.0034353981848245815, 0.004625005377375337, 0.005888224721470064, 0.006959056315447166, 0.007513875665968608, 0.008163783395047912, 0.008766897289600391, 0.009058434864470862, 0.010301433255779941, 0.011579195370452634, 0.012890280002977301, 0.014233617892543658, 0.015608380243703682, 0.017013889280970255, 0.01844955914836722, 0.01991485808106112, 0.021409285083256492, 0.022932356235452107, 0.02448359721592712, 0.02606253970501576, 0.02766872011770735, 0.029301679652390035, 0.030960965013538115, 0.03264612941348905, 0.03435673362061743, 0.0360923469253349, 0.03785254796063704, 0.03562553864535187, 0.037298821752881274, 0.03905228134763763, 0.040889808084099984, 0.04281547990359671, 0.04483357099551038, 0.046948561196672636, 0.04916514584997504, 0.05148824614418634, 0.053923019957979525, 0.056474873232247536]}",1.0,False,59.23717993162596
F568-3,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 53.94, 'R_stop': 71.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0012901794586808303, 0.0032036479513450214, 0.004763230495954761, 0.006157561476745799, 0.00710551846895712, 0.008016522972470727, 0.008467735818693967, 0.008941364811823458, 0.00944792156942412, 0.009542059174164539, 0.010805947824798642, 0.012094093889120798, 0.013404931911278905, 0.01473754177367874, 0.016091447746598212, 0.017466465879486456, 0.01886259151932639, 0.020279918943839435, 0.02171858586320247, 0.023178736612855907, 0.024660499009452275, 0.02616397092639004, 0.027689213589027196, 0.029236249366611056, 0.03080506245219411, 0.03239560129240988, 0.034007781980510375, 0.035641492083043895, 0.03729659455482201, 0.035038127136132656, 0.03662781968218141, 0.038292511657356004, 0.04003588129961984, 0.04186178505065797, 0.04377426588410809, 0.04577756204723556, 0.047876116237128466, 0.05007458523326367, 0.05237785000910867, 0.054791026346300474]}",1.0,False,33.53731085710057
F568-V1,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 52.89, 'R_stop': 70.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.029055033446363926, 0.07079464643751977, 0.10170514584640666, 0.12664759201627984, 0.13288912073744438, 0.13462984052144883, 0.1288913380735401, 0.130857438979975, 0.11569806816233026, 0.02883177577869122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,37.13672836052753
F571-8,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 46.650000000000006, 'R_stop': 62.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.048511521037078904, 0.08986952394345557, 0.08772696269486603, 0.09128519891301479, 0.11734340598624465, 0.12656629956938462, 0.1327341960587776, 0.13484985558763546, 0.12232098426527925, 0.048792051944263184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,38.19978096565378
F571-V1,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 40.769999999999996, 'R_stop': 54.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.07217732931172233, 0.10067840070960711, 0.11931086366676617, 0.12713237263226623, 0.1321531467743012, 0.1398376649673799, 0.13531565393448056, 0.11225572492814063, 0.06113884307533585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,17.90585503134326
F574-1,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 37.8, 'R_stop': 50.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0011395306320162385, 0.002418527986491714, 0.003680784439744808, 0.004995256251299361, 0.0061025821046531955, 0.006927134193662626, 0.007592280521228417, 0.008605615399821758, 0.00902898974073789, 0.009078467372202564, 0.010321928237045731, 0.011599656836281036, 0.01291003466502546, 0.014251865338062365, 0.015624239338301434, 0.01702643740431646, 0.018457863205240847, 0.019917997614302418, 0.02140636850641211, 0.022922531446960707, 0.024466057843509977, 0.0260365280881759, 0.027633527948075613, 0.029256647000931585, 0.030905478302322008, 0.03257961874616262, 0.034278669770792795, 0.036002238193091396, 0.037749937040176866, 0.03554420744437607, 0.03720945097552839, 0.03895433960937197, 0.04078274212304075, 0.04269871373463581, 0.04470650499569685, 0.046810571119283904, 0.049015581764767634, 0.05132643130135969, 0.053748249573404266, 0.05628641319148869]}",1.0,False,36.22391480426585
F579-V1,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 45.480000000000004, 'R_stop': 60.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0014817339420843416, 0.003577593235215187, 0.005910891786682873, 0.007855239165062805, 0.009257202244625383, 0.010290766385995347, 0.010599579808329726, 0.010007291516565863, 0.010008901595491863, 0.009196789188661444, 0.01047179117310724, 0.011777178539379325, 0.013109539340756812, 0.014466133083993474, 0.015844786221675813, 0.01724380043838383, 0.0186618718063704, 0.02009801982232604, 0.02155152567803259, 0.023021879178212832, 0.024508733668757613, 0.02601186826580768, 0.027531156621723552, 0.029066541442182185, 0.030618013979935885, 0.032185597769216576, 0.033769335922321925, 0.03536928137874002, 0.03698548957069816, 0.03469879255589767, 0.036244937005895254, 0.037861309814182974, 0.03955132038881333, 0.04131855164227671, 0.04316676810270152, 0.045099924360242814, 0.047122173869697, 0.049237878131868924, 0.051451616277681654, 0.053768195080405444]}",1.0,False,38.32816529778096
F583-1,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 48.78, 'R_stop': 65.04, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.03253190860075178, 0.0853025312143362, 0.12389263255592516, 0.13186207302139835, 0.1371349303114332, 0.13887749677766742, 0.13091907425199048, 0.12473065462375532, 0.09474869864274198, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,25.450149466786133
F583-4,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 21.87, 'R_stop': 29.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.019588306176091693, 0.0517022521552422, 0.08352592845710073, 0.11236227994955525, 0.12840182185604088, 0.14063292346442002, 0.15162580438282375, 0.14970413111183306, 0.1624565524468924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,13.812120605789898
IC2574,ok,34,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 30.69, 'R_stop': 40.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.0334966885713505, 0.061642639111675245, 0.08493486813859111, 0.12570152608946936, 0.14120024102469275, 0.13612647471297434, 0.1392146711288615, 0.13989198642015585, 0.13779090480222933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,8.26777941662453
IC4202,ok,32,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 77.69999999999999, 'R_stop': 103.6, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'mass_formula', 'spill_weights': [0.002026709415438699, 0.004320475749659861, 0.006954500392411929, 0.008892670361749887, 0.009440330548598863, 0.00975744340248053, 0.009768139424822634, 0.009472601887598195, 0.00897087359856996, 0.008503375583635167, 0.009729364733128245, 0.010997475378417776, 0.01230486180146062, 0.013649039617821174, 0.01502782742853757, 0.016439301999951944, 0.017881762743025928, 0.019353702773643695, 0.02085378476940792, 0.02238082043095082, 0.023933752738673632, 0.02551164044640696, 0.02711364441877236, 0.028739015528518704, 0.030387083902790758, 0.032057249355626566, 0.03374897287625653, 0.03546176906454081, 0.0371951994198559, 0.03501129628622131, 0.03665003156372803, 0.03836509811394721, 0.04016010404099154, 0.04203883552115708, 0.04400526582644649, 0.04606356475942941, 0.04821810851414027, 0.05047348997872853, 0.05283452949679592, 0.05530628610566051]}",1.0,False,35.17567602095553
