galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,force_match,rms_velocity
NGC5985,ok,33,2.8271,0.8579,1.0669083136674498,0.8579,mass_power,constant,False,63.10397498940709
NGC6015,ok,44,2.8271,0.8579,1.8993085357341848,0.8579,mass_power,constant,False,42.67443282949675
NGC6195,ok,23,2.8271,0.8579,1.177757214276526,0.8579,mass_power,constant,False,43.82018441347787
NGC6503,ok,31,2.8271,0.8579,2.6247286753821886,0.8579,mass_power,constant,False,41.61493974107725
NGC6674,ok,15,2.8271,0.8579,0.9227798899061262,0.8579,mass_power,constant,False,77.16876594015235
NGC6946,ok,58,2.8271,0.8579,2.165200128901875,0.8579,mass_power,constant,False,27.22753268672098
NGC7331,ok,36,2.8271,0.8579,1.2304631923710654,0.8579,mass_power,constant,False,70.71308777167144
NGC7793,ok,46,2.8271,0.8579,4.275047414429215,0.8579,mass_power,constant,False,6.537730784870361
NGC7814,ok,18,2.8271,0.8579,1.7197206934671037,0.8579,mass_power,constant,False,53.08041821357589
PGC51017,ok,6,2.8271,0.8579,23.34485598749937,0.8579,mass_power,constant,False,2.859602361666247
UGC00128,ok,22,2.8271,0.8579,1.7038448126641073,0.8579,mass_power,constant,False,65.01542841393629
UGC00191,ok,9,2.8271,0.8579,6.428055679106485,0.8579,mass_power,constant,False,14.626641906892559
UGC00731,ok,12,2.8271,0.8579,5.322363883104703,0.8579,mass_power,constant,False,35.2744088235912
UGC01230,ok,11,2.8271,0.8579,2.3841619057905397,0.8579,mass_power,constant,False,40.839082555233595
UGC01281,ok,25,2.8271,0.8579,8.991290608830154,0.8579,mass_power,constant,False,8.919435648433081
UGC02259,ok,8,2.8271,0.8579,5.194128354457458,0.8579,mass_power,constant,False,29.105145225984504
UGC02455,ok,8,2.8271,0.8579,13.4407529786748,0.8579,mass_power,constant,False,35.37808204018852
UGC02487,ok,17,2.8271,0.8579,0.6864000598651383,0.8579,mass_power,constant,False,108.86960321989538
UGC02885,ok,19,2.8271,0.8579,0.7741763213908943,0.8579,mass_power,constant,False,69.04784383995406
UGC02916,ok,43,2.8271,0.8579,1.3403220819061985,0.8579,mass_power,constant,False,38.585269311786
UGC02953,ok,115,2.8271,0.8579,0.916345476101026,0.8579,mass_power,constant,False,60.14030639997809
UGC03205,ok,48,2.8271,0.8579,1.2761579154842717,0.8579,mass_power,constant,False,32.03979544980078
UGC03546,ok,30,2.8271,0.8579,1.5798018661376836,0.8579,mass_power,constant,False,71.92616478435662
UGC03580,ok,47,2.8271,0.8579,2.3507942897762657,0.8579,mass_power,constant,False,38.79461570788862
UGC04278,ok,25,2.8271,0.8579,5.588614730863256,0.8579,mass_power,constant,False,19.095658117598703
UGC04305,ok,22,2.8271,0.8579,12.597867278141296,0.8579,mass_power,constant,False,4.5797301985284715
UGC04325,ok,8,2.8271,0.8579,5.702103486491545,0.8579,mass_power,constant,False,15.210674869017183
UGC04483,ok,8,2.8271,0.8579,33.767974957775166,0.8579,mass_power,constant,False,4.1609858524614545
UGC04499,ok,9,2.8271,0.8579,6.174867137817578,0.8579,mass_power,constant,False,16.21809322707603
UGC05005,ok,11,2.8271,0.8579,3.3952762463720463,0.8579,mass_power,constant,False,32.871116847333795
UGC05253,ok,73,2.8271,0.8579,1.132010335388175,0.8579,mass_power,constant,False,42.3463726436287
UGC05414,ok,6,2.8271,0.8579,10.449271588221652,0.8579,mass_power,constant,False,6.001474926099317e-10
UGC05716,ok,12,2.8271,0.8579,4.92916937505716,0.8579,mass_power,constant,False,33.96309010533537
UGC05721,ok,23,2.8271,0.8579,5.867984027801901,0.8579,mass_power,constant,False,34.01180009336132
UGC05750,ok,11,2.8271,0.8579,4.743984009350808,0.8579,mass_power,constant,False,14.207435370457308
UGC05764,ok,10,2.8271,0.8579,10.808315436345099,0.8579,mass_power,constant,False,21.642847021644506
UGC05829,ok,11,2.8271,0.8579,8.3521479288837,0.8579,mass_power,constant,False,14.281755302878006
UGC05918,ok,8,2.8271,0.8579,12.347979765769372,0.8579,mass_power,constant,False,7.57684609218305
UGC05986,ok,15,2.8271,0.8579,3.838585593356044,0.8579,mass_power,constant,False,33.424283179121225
UGC06399,ok,9,2.8271,0.8579,5.580596321232662,0.8579,mass_power,constant,False,17.770828750411198
UGC06446,ok,17,2.8271,0.8579,4.814063667154826,0.8579,mass_power,constant,False,34.471099043192936
UGC06614,ok,13,2.8271,0.8579,1.1552046912106766,0.8579,mass_power,constant,False,50.96820388833001
UGC06628,ok,7,2.8271,0.8579,9.291782264162055,0.8579,mass_power,constant,False,8.06857555355479
UGC06667,ok,9,2.8271,0.8579,5.592144375946021,0.8579,mass_power,constant,False,34.81447327008801
UGC06786,ok,45,2.8271,0.8579,1.322747569434588,0.8579,mass_power,constant,False,49.98955925860521
UGC06787,ok,71,2.8271,0.8579,1.1755549156666172,0.8579,mass_power,constant,False,64.13203583559226
UGC06818,ok,8,2.8271,0.8579,7.645509349534674,0.8579,mass_power,constant,False,16.25549996030649
UGC06917,ok,11,2.8271,0.8579,4.039785547008866,0.8579,mass_power,constant,False,19.686067521994406
UGC06923,ok,6,2.8271,0.8579,6.7256342946065715,0.8579,mass_power,constant,False,4.7264781407825875
UGC06930,ok,10,2.8271,0.8579,3.243176174895476,0.8579,mass_power,constant,False,26.475660922547295
UGC06973,ok,9,2.8271,0.8579,2.9220158801635416,0.8579,mass_power,constant,False,88.38520155977231
UGC06983,ok,17,2.8271,0.8579,3.232865370972104,0.8579,mass_power,constant,False,39.66909218066269
UGC07089,ok,12,2.8271,0.8579,5.750812470239491,0.8579,mass_power,constant,False,9.915391323229867
UGC07125,ok,13,2.8271,0.8579,4.555407853813609,0.8579,mass_power,constant,False,13.840458650800233
UGC07151,ok,11,2.8271,0.8579,7.147813106708049,0.8579,mass_power,constant,False,0.17947327467483393
UGC07261,ok,7,2.8271,0.8579,6.491306383717326,0.8579,mass_power,constant,False,18.086583348025027
UGC07323,ok,10,2.8271,0.8579,7.471307744358756,0.8579,mass_power,constant,False,0.11777054233575134
UGC07399,ok,10,2.8271,0.8579,5.306499680050142,0.8579,mass_power,constant,False,41.38629143695033
UGC07524,ok,31,2.8271,0.8579,4.842394874661802,0.8579,mass_power,constant,False,17.632823204413988
UGC07559,ok,7,2.8271,0.8579,20.96569283994672,0.8579,mass_power,constant,False,3.605825692518541
UGC07577,ok,9,2.8271,0.8579,50.28148889442568,0.8579,mass_power,constant,False,1.7615904615055704
UGC07603,ok,12,2.8271,0.8579,8.81310216567059,0.8579,mass_power,constant,False,22.092707624092753
UGC07608,ok,8,2.8271,0.8579,9.209224445901116,0.8579,mass_power,constant,False,22.27072865585431
UGC07690,ok,7,2.8271,0.8579,9.110599625071526,0.8579,mass_power,constant,False,9.295786291045095
UGC07866,ok,7,2.8271,0.8579,21.771881448134756,0.8579,mass_power,constant,False,6.867196991472636e-10
UGC08286,ok,17,2.8271,0.8579,5.257802333602966,0.8579,mass_power,constant,False,30.666494978515562
UGC08490,ok,30,2.8271,0.8579,4.991742977467573,0.8579,mass_power,constant,False,36.672903426256916
UGC08550,ok,11,2.8271,0.8579,8.890760016114895,0.8579,mass_power,constant,False,23.185197052186226
UGC08699,ok,41,2.8271,0.8579,1.757904509976935,0.8579,mass_power,constant,False,36.1774370379844
UGC08837,ok,8,2.8271,0.8579,14.652870359836196,0.8579,mass_power,constant,False,1.9929222526918615
UGC09037,ok,22,2.8271,0.8579,1.9234046056925094,0.8579,mass_power,constant,False,31.030618742891107
UGC09133,ok,68,2.8271,0.8579,0.8282240659252038,0.8579,mass_power,constant,False,60.822137263491896
UGC10310,ok,7,2.8271,0.8579,6.14452864702106,0.8579,mass_power,constant,False,12.548389447147485
UGC11455,ok,36,2.8271,0.8579,1.0456943584225167,0.8579,mass_power,constant,False,39.81244888805979
UGC11557,ok,12,2.8271,0.8579,5.2107371048680395,0.8579,mass_power,constant,False,20.837740296482337
UGC11820,ok,10,2.8271,0.8579,5.813273470862796,0.8579,mass_power,constant,False,23.01448753741909
UGC11914,ok,65,2.8271,0.8579,1.804653191950026,0.8579,mass_power,constant,False,19.13060509292795
UGC12506,ok,31,2.8271,0.8579,1.1031430714652097,0.8579,mass_power,constant,False,75.6477725324299
UGC12632,ok,15,2.8271,0.8579,5.371945299220335,0.8579,mass_power,constant,False,23.789412780206966
UGC12732,ok,16,2.8271,0.8579,3.9659283429163135,0.8579,mass_power,constant,False,37.145389161058475
UGCA281,ok,7,2.8271,0.8579,29.561172288339513,0.8579,mass_power,constant,False,6.911106340685908e-10
UGCA442,ok,8,2.8271,0.8579,8.382517386452292,0.8579,mass_power,constant,False,24.839244230651307
UGCA444,ok,36,2.8271,0.8579,16.25631176349946,0.8579,mass_power,constant,False,11.725818495912781
