p_infinity,transition_power_n,chi_t,galaxy_equal_RMSE_km_s,cluster_all5_log_RMS_dex,cluster_reliable3_log_RMS_dex,cluster_all6_stress_log_RMS_dex,solar_solar_limb_fractional_force_change,solar_Mercury_fractional_force_change,solar_Earth_fractional_force_change,solar_Saturn_fractional_force_change,is_primary_dimension_fixed_formula,galaxy_ratio_to_fixed_RAR,all5_gap_fraction_closed_from_fixed_RAR,galaxy_gate_pass,solar_gate_pass,all5_cluster_gate_pass,reliable3_cluster_gate_pass,gap_closed_gate_pass,selected_primary_row
6.0,1.0,8e-07,112.56831004891393,1.1227554275913856,1.2444439368695026,1.208502037589471,0.0,0.0,0.0,0.0,False,10.303711143765002,-0.925881620602047,False,True,False,False,False,False
6.0,1.0,1e-06,90.34576507978436,0.9986091986850182,1.1223374111179383,1.0758266794198776,0.0,0.0,0.0,0.0,False,8.269615720801436,-0.7129314672184714,False,True,False,False,False,False
6.0,1.0,1.5e-06,60.97263037303821,0.7950813654167836,0.9240112173553386,0.8604341204821531,0.0,0.0,0.0,0.0,False,5.5810056201994085,-0.36381668786431276,False,True,False,False,False,False
6.0,1.0,2e-06,46.54098514217376,0.6641166001304992,0.7950492018920837,0.7239491889234995,0.0,0.0,0.0,0.0,False,4.260034347525002,-0.13917058220940448,False,True,False,False,False,False
6.0,1.0,3e-06,32.49275179778105,0.49702685870377533,0.6226920334768435,0.5512564902819179,0.0,0.0,0.0,0.0,False,2.9741579014991792,0.14744131393187143,False,True,False,False,False,False
6.0,1.0,5e-06,21.897291494493896,0.3287304530036232,0.4208820800772769,0.37165837100759597,0.0,0.0,0.0,0.0,False,2.0043240081693328,0.4361230219745852,False,True,False,False,False,False
6.0,1.0,8e-06,16.57198695250524,0.2538304489453403,0.26945110218340296,0.2695123411615722,0.0,0.0,0.0,0.0,False,1.5168830958078676,0.5646002821632248,False,True,False,False,False,False
6.0,1.0,1e-05,15.003935817543342,0.255201770837298,0.22324799539865595,0.25362478032871344,0.0,0.0,0.0,0.0,False,1.3733547267110966,0.5622480302277197,False,True,False,False,False,False
6.0,1.0,2e-05,12.405905716052454,0.34422276427555554,0.2422149542115447,0.31429396043165414,0.0,0.0,0.0,0.0,False,1.135549329286754,0.4095487950271658,False,True,False,False,False,False
6.0,2.0,3e-07,263.5086280364248,2.310678722495661,2.492289176120849,2.4819474556843573,0.0,0.0,0.0,0.0,False,24.1197259335007,-2.9635468004971193,False,True,False,False,False,False
6.0,2.0,5e-07,107.15176121869318,1.7705739060996695,1.930538108605721,1.9198837610925452,0.0,0.0,0.0,0.0,False,9.807918371194802,-2.037095755564612,False,True,False,False,False,False
6.0,2.0,8e-07,45.60606094337315,1.3697604674873418,1.5186974071798343,1.489737836241668,0.0,0.0,0.0,0.0,False,4.174457963891175,-1.3495735973598064,False,True,False,False,False,False
6.0,2.0,1e-06,31.080743832910223,1.2112303708932712,1.3620234007819445,1.3160752867902326,0.0,0.0,0.0,0.0,False,2.844912626373324,-1.0776442066484555,False,True,False,False,False,False
6.0,2.0,1.5e-06,17.56969328953998,0.9600125798970147,1.1258391224915127,1.0420524515490615,0.0,0.0,0.0,0.0,False,1.6082061146809663,-0.6467260257532159,False,True,False,False,False,False
6.0,2.0,2e-06,13.708503690066197,0.7996621699493657,0.9772297163351241,0.8724919394737188,0.0,0.0,0.0,0.0,False,1.2547799835877653,-0.37167422035987685,False,True,False,False,False,False
6.0,2.0,3e-06,11.730706690396277,0.5987507070849889,0.7670704090434038,0.6654687602820817,0.0,0.0,0.0,0.0,False,1.0737463607435664,-0.02704734598453129,False,True,False,False,False,False
6.0,2.0,5e-06,11.119916044000435,0.4236800581605588,0.4882170135276662,0.47028636371107274,0.0,0.0,0.0,0.0,False,1.0178388821020055,0.2732543375207932,True,True,False,False,False,False
6.0,2.0,8e-06,10.987648736082532,0.3829620247689554,0.28930947501301124,0.38040925343057735,0.0,0.0,0.0,0.0,False,1.0057320632827722,0.3430986778008287,True,True,False,False,False,False
6.0,2.0,1e-05,10.963081423786923,0.4047427323860543,0.2735411784973974,0.3799759978225084,0.0,0.0,0.0,0.0,False,1.003483344355015,0.3057378568663305,True,True,False,False,False,False
6.0,2.0,2e-05,10.933861694252052,0.5097959784206851,0.4148943513521636,0.4731748795277606,0.0,0.0,0.0,0.0,False,1.0008087758845865,0.12553822411397597,True,True,False,False,False,False
6.0,4.0,3e-07,287.8636531368973,2.8329633463187944,3.0521283489555913,3.032966705107138,0.0,0.0,0.0,0.0,False,26.349013584930944,-3.859430563804205,False,True,False,False,False,False
6.0,4.0,5e-07,70.27976519467713,2.1700590023424473,2.3663616635779525,2.354803165996936,0.0,0.0,0.0,0.0,False,6.43291526276732,-2.7223393853450473,False,True,False,False,False,False
6.0,4.0,8e-07,17.85893987235616,1.65432198139769,1.8263670449492921,1.8129413096233278,0.0,0.0,0.0,0.0,False,1.6346817119193364,-1.8376868374323214,False,True,False,False,False,False
6.0,4.0,1e-06,12.687961281093559,1.4507758260313663,1.6153127018438078,1.5919350008560316,0.0,0.0,0.0,0.0,False,1.1613667113493624,-1.4885406298694064,False,True,False,False,False,False
6.0,4.0,1.5e-06,11.052087580532998,1.1453475295923796,1.3167923606785283,1.251320420104993,0.0,0.0,0.0,0.0,False,1.01163034175357,-0.9646342402244892,True,True,False,False,False,False
6.0,4.0,2e-06,10.95047447006955,0.9599196196969108,1.1544710163265364,1.0463290997203134,0.0,0.0,0.0,0.0,False,1.0023293925061316,-0.646566569529333,True,True,False,False,False,False
6.0,4.0,3e-06,10.928927979353173,0.7434856990237523,0.9449919140428359,0.8133053795635207,0.0,0.0,0.0,0.0,False,1.0003571783331828,-0.2753137573354234,True,True,False,False,False,False
6.0,4.0,5e-06,10.925499913244046,0.5906536326898976,0.6449226862533913,0.6352148238113706,0.0,0.0,0.0,0.0,False,1.000043397279218,-0.013158295551163768,True,True,False,False,False,False
6.0,4.0,8e-06,10.925097531319942,0.4770698740188425,0.3463845854837968,0.4805937170521596,0.0,0.0,0.0,0.0,False,1.0000065660687856,0.1816738716758155,True,True,False,False,False,False
6.0,4.0,1e-05,10.925055152720795,0.49179288648302605,0.35862520602863884,0.4629075489493269,0.0,0.0,0.0,0.0,False,1.000002687029968,0.15641923615337172,True,True,False,False,False,False
6.0,4.0,2e-05,10.925027630511027,0.5723354147659316,0.5106606358926133,0.5457506348499935,0.0,0.0,0.0,0.0,False,1.0000001678405146,0.01826325749145341,True,True,False,False,False,False
8.0,1.0,3e-07,566.0711565311711,3.0455325862072997,3.272411318128139,3.2540251660335384,0.0,0.0,0.0,0.0,False,51.8141711568712,-4.2240542228363935,False,True,False,False,False,False
8.0,1.0,5e-07,311.7629618993437,2.3828034852688202,2.5813425564731403,2.5653572978674624,0.0,0.0,0.0,0.0,False,28.536588168904856,-3.0872636417624486,False,True,False,False,False,False
8.0,1.0,8e-07,181.8706308640971,1.8785304317372307,2.0580410017238493,2.0296300305413357,0.0,0.0,0.0,0.0,False,16.647158024702428,-2.2222754335604327,False,True,False,False,False,False
8.0,1.0,1e-06,141.73965041384284,1.6744180346988098,1.8496220253682165,1.8094004991895762,0.0,0.0,0.0,0.0,False,12.973850410012071,-1.87215794195621,False,True,False,False,False,False
8.0,1.0,1.5e-06,91.34081125073759,1.350672503219477,1.5252018559674154,1.459219702130864,0.0,0.0,0.0,0.0,False,8.36069524678665,-1.3168316852257882,False,True,False,False,False,False
8.0,1.0,2e-06,67.69673089930461,1.1481186262845886,1.3245566974720773,1.2428966033945912,0.0,0.0,0.0,0.0,False,6.196482475934222,-0.9693875498565656,False,True,False,False,False,False
8.0,1.0,3e-06,45.32604280801411,0.8888176377814383,1.0642954696047273,0.9719745982972782,0.0,0.0,0.0,0.0,False,4.148827073807619,-0.5246041217920301,False,True,False,False,False,False
8.0,1.0,5e-06,28.697571933051314,0.6014177980254857,0.7583254296673089,0.6762422150931567,0.0,0.0,0.0,0.0,False,2.626773837122479,-0.03162225276881281,False,True,False,False,False,False
8.0,1.0,8e-06,20.235733655206698,0.3921872068751366,0.5031679153137607,0.45347557214855383,0.0,0.0,0.0,0.0,False,1.852236693211558,0.327274564883276,False,True,False,False,False,False
8.0,1.0,1e-05,17.687170461310153,0.32315646050241253,0.39768912520086147,0.37142587493202806,0.0,0.0,0.0,0.0,False,1.6189591484911066,0.4456841868085726,False,True,False,False,False,False
8.0,1.0,2e-05,13.36078197106059,0.28921945412542305,0.2123165385910436,0.27495170869291524,0.0,0.0,0.0,0.0,False,1.2229519837760034,0.5038969152742105,False,True,False,False,False,False
8.0,2.0,3e-07,517.4787386327112,3.820587474167731,4.1254998352597045,4.090596425104044,0.0,0.0,0.0,0.0,False,47.36636308739509,-5.553519150815358,False,True,False,False,False,False
8.0,2.0,5e-07,177.8338266704315,2.9389941124748926,3.208149614960689,3.1858425599425217,0.0,0.0,0.0,0.0,False,16.27765736916806,-4.041306953568317,False,True,False,False,False,False
8.0,2.0,8e-07,67.67364175955056,2.261749290417586,2.4952255432171464,2.4712431908518178,0.0,0.0,0.0,0.0,False,6.19436905852145,-2.879617307368046,False,True,False,False,False,False
8.0,2.0,1e-06,43.886838493856466,1.9963574072000472,2.219707520770032,2.181627286211144,0.0,0.0,0.0,0.0,False,4.0170924362040425,-2.42438606324741,False,True,False,False,False,False
8.0,2.0,1.5e-06,22.12737441693719,1.5929824910502763,1.8214258023600098,1.7322386919800117,0.0,0.0,0.0,0.0,False,2.02538418017457,-1.732470158738007,False,True,False,False,False,False
8.0,2.0,2e-06,15.702100139511156,1.343026581500663,1.588167075639038,1.4589459884509512,0.0,0.0,0.0,0.0,False,1.437259776909621,-1.303716504707431,False,True,False,False,False,False
8.0,2.0,3e-06,12.278966566553395,1.0150879938738349,1.2694302477380328,1.1197911704060273,0.0,0.0,0.0,0.0,False,1.1239302126036914,-0.7411978269294999,False,True,False,False,False,False
8.0,2.0,5e-06,11.229888258015547,0.6585319494676475,0.837634991254409,0.7601321064795773,0.0,0.0,0.0,0.0,False,1.0279049648792957,-0.1295911352481527,True,True,False,False,False,False
8.0,2.0,8e-06,11.017670016262516,0.43953533810175327,0.449385468729058,0.5016213289937891,0.0,0.0,0.0,0.0,False,1.0084800000600602,0.24605750419641248,True,True,False,False,False,False
8.0,2.0,1e-05,10.980346278403854,0.4034645040744787,0.32290758400579045,0.4263954544205684,0.0,0.0,0.0,0.0,False,1.0050636476822539,0.30793042378847635,True,True,False,False,False,False
8.0,2.0,2e-05,10.937524133391754,0.4844872782271549,0.374054706227872,0.4437383530944904,0.0,0.0,0.0,0.0,False,1.0011440097968725,0.16895067115830786,True,True,False,False,False,False
8.0,4.0,3e-07,612.3280363755767,4.659603358973018,5.019153094739943,4.96808110339961,0.0,0.0,0.0,0.0,False,56.048200504220354,-6.99269747249677,False,True,False,False,False,False
8.0,4.0,5e-07,116.24746271952255,3.609675051975752,3.939623658247519,3.903325752562513,0.0,0.0,0.0,0.0,False,10.640474895084447,-5.19173745956352,False,True,False,False,False,False
8.0,4.0,8e-07,23.166043774240592,2.754697491162229,3.0425487575119785,3.021046311757249,0.0,0.0,0.0,0.0,False,2.1204566657336397,-3.7251798015610955,False,True,False,False,False,False
8.0,4.0,1e-06,14.15821507932555,2.4084282086398647,2.6735632339860214,2.6528051035075673,0.0,0.0,0.0,0.0,False,1.2959434002809376,-3.131218168777451,False,True,False,False,False,False
8.0,4.0,1.5e-06,11.142351212546014,1.899331655738846,2.144809364126255,2.0868461289334146,0.0,0.0,0.0,0.0,False,1.0198924395912747,-2.2579561294682478,True,True,False,False,False,False
8.0,4.0,2e-06,10.964680105678125,1.602655080366059,1.8725982080937873,1.7494712171641198,0.0,0.0,0.0,0.0,False,1.0036296764480397,-1.7490617169074119,True,True,False,False,False,False
8.0,4.0,3e-06,10.930646586375332,1.2215345408699865,1.5372136793329356,1.3384862172739007,0.0,0.0,0.0,0.0,False,1.0005144875289793,-1.0953191259461406,True,True,False,False,False,False
8.0,4.0,5e-06,10.925692210799092,0.8644295089580496,1.0555872071207602,0.972313148265543,0.0,0.0,0.0,0.0,False,1.0000609988445253,-0.4827707465906297,True,True,False,False,False,False
8.0,4.0,8e-06,10.925126286836155,0.5340636233138906,0.47579149816585337,0.620519347363248,0.0,0.0,0.0,0.0,False,1.0000091981464345,0.08391151706221478,True,True,False,False,False,False
8.0,4.0,1e-05,10.92506690542578,0.4847533583678436,0.348837748742399,0.510916377870396,0.0,0.0,0.0,0.0,False,1.000003762789898,0.16849425933435536,True,True,False,False,False,False
8.0,4.0,2e-05,10.925028364016262,0.5681474954006865,0.5030990113781236,0.5361639449436482,0.0,0.0,0.0,0.0,False,1.0000002349804233,0.025446867328362877,True,True,False,False,False,False
10.0,1.0,3e-07,1035.869982931241,4.3313382759458,4.65555256432587,4.617525633230945,0.0,0.0,0.0,0.0,False,94.81625052363721,-6.429618751564854,False,True,False,False,False,False
10.0,1.0,5e-07,509.2343004013128,3.402073048597166,3.6864166776523337,3.6597330831088315,0.0,0.0,0.0,0.0,False,46.611725214249184,-4.8356341864181855,False,True,False,False,False,False
10.0,1.0,8e-07,273.9241057627543,2.6775908515991937,2.926316490386523,2.8985524756499133,0.0,0.0,0.0,0.0,False,25.073085487977313,-3.5929174616858797,False,True,False,False,False,False
10.0,1.0,1e-06,207.00891074083845,2.383642367253204,2.6197889374986887,2.5834045363538483,0.0,0.0,0.0,0.0,False,18.94813930787629,-3.088702590402443,False,True,False,False,False,False
10.0,1.0,1.5e-06,127.46814852486902,1.9255529992540956,2.149927087992179,2.0851786840202755,0.0,0.0,0.0,0.0,False,11.667537532188945,-2.302934049238225,False,True,False,False,False,False
10.0,1.0,2e-06,92.02572657756369,1.6467843551016617,1.8693564683356232,1.782044414819529,0.0,0.0,0.0,0.0,False,8.423387577181296,-1.824757417908045,False,True,False,False,False,False
10.0,1.0,3e-06,59.638074971076115,1.2962513562363276,1.516865368722131,1.4090230958307959,0.0,0.0,0.0,0.0,False,5.458849807775881,-1.2234821594330043,False,True,False,False,False,False
10.0,1.0,5e-06,36.20175278130109,0.9055800047058786,1.1101001119921436,1.005564769297847,0.0,0.0,0.0,0.0,False,3.3136537573890363,-0.5533568969594784,False,True,False,False,False,False
10.0,1.0,8e-06,24.34102516182592,0.6007942719321743,0.7674006583538506,0.6906589578214064,0.0,0.0,0.0,0.0,False,2.2280061955410853,-0.030552707778368937,False,True,False,False,False,False
10.0,1.0,1e-05,20.73163456208471,0.4814706140434857,0.620112982885152,0.5629175393315771,0.0,0.0,0.0,0.0,False,1.8976279733878518,0.17412520691568167,False,True,False,False,False,False
10.0,1.0,2e-05,14.48001669954752,0.2838020511044342,0.27540667403458613,0.30443324569390723,0.0,0.0,0.0,0.0,False,1.3253988566071626,0.5131894794899976,False,True,False,False,False,False
10.0,2.0,3e-07,970.6289175444275,5.378996050051338,5.807102356029826,5.744796340875027,0.0,0.0,0.0,0.0,False,88.84454239223581,-8.226684080528923,False,True,False,False,False,False
10.0,2.0,5e-07,276.2635821198176,4.163229499260853,4.5475576707025835,4.50411765580859,0.0,0.0,0.0,0.0,False,25.287224694654338,-6.141258886786485,False,True,False,False,False,False
10.0,2.0,8e-07,93.98972452954209,3.1994404764259303,3.5306663713450144,3.499971315004152,0.0,0.0,0.0,0.0,False,8.603158132281022,-4.488055063761807,False,True,False,False,False,False
10.0,2.0,1e-06,58.55247208754974,2.8168549402068908,3.125185423677261,3.0880553379658195,0.0,0.0,0.0,0.0,False,5.359481357420416,-3.831799538822512,False,True,False,False,False,False
10.0,2.0,1.5e-06,27.302801755424312,2.246527221394969,2.542294351594265,2.452004583290673,0.0,0.0,0.0,0.0,False,2.499106387766957,-2.853506631580814,False,True,False,False,False,False
10.0,2.0,2e-06,18.042651606799215,1.90416603950012,2.215714731096104,2.0689260435218033,0.0,0.0,0.0,0.0,False,1.651497391612838,-2.2662486307592444,False,True,False,False,False,False
10.0,2.0,3e-06,12.942169648269143,1.4545183379318916,1.7848722739107492,1.5951287959743883,0.0,0.0,0.0,0.0,False,1.1846351568343059,-1.4949602246511198,False,True,False,False,False,False
10.0,2.0,5e-06,11.35783803349525,0.9404142743743552,1.2072617232608864,1.0858212859137677,0.0,0.0,0.0,0.0,False,1.039616587154513,-0.6131087165214051,True,True,False,False,False,False
10.0,2.0,8e-06,11.05052516874018,0.5637531568529767,0.6663095622159858,0.686344929158927,0.0,0.0,0.0,0.0,False,1.0114873295701783,0.03298455152543944,True,True,False,False,False,False
10.0,2.0,1e-05,10.998777181890796,0.45407884026547446,0.4529674436283328,0.5381687016041657,0.0,0.0,0.0,0.0,False,1.006750682919485,0.22111078576781962,True,True,False,False,False,False
10.0,2.0,2e-05,10.941259759666622,0.4625031334724811,0.3388130577288329,0.4234533922735667,0.0,0.0,0.0,0.0,False,1.0014859427446139,0.20666045130028365,True,True,False,False,False,False
10.0,4.0,3e-07,1258.9633637168945,6.529149722427569,7.02782795759771,6.9443044510875716,0.0,0.0,0.0,0.0,False,115.2366490594463,-10.199562379811995,False,True,False,False,False,False
10.0,4.0,5e-07,180.91319270565128,5.102234957631775,5.566232438277351,5.501144208946828,0.0,0.0,0.0,0.0,False,16.559520871596394,-7.7519510370806,False,True,False,False,False,False
10.0,4.0,8e-07,29.426922490979642,3.9106098779572926,4.3234930661274795,4.281756878396674,0.0,0.0,0.0,0.0,False,2.693533455954563,-5.707936122348209,False,True,False,False,False,False
10.0,4.0,1e-06,15.98406626187851,3.4152364279305987,3.7951169264981024,3.762861001261894,0.0,0.0,0.0,0.0,False,1.4630689720191352,-4.858213556510972,False,True,False,False,False,False
10.0,4.0,1.5e-06,11.25538572671506,2.685580558051544,3.015836475884923,2.9620674194850287,0.0,0.0,0.0,0.0,False,1.0302388237802849,-3.6066223420475767,True,True,False,False,False,False
10.0,4.0,2e-06,10.981206171464693,2.2715668590283262,2.6186604449985373,2.4874780633485174,0.0,0.0,0.0,0.0,False,1.0051423562433894,-2.896457551005956,True,True,False,False,False,False
10.0,4.0,3e-06,10.932455517463934,1.7294304751329925,2.1483131882613677,1.8936103167371938,0.0,0.0,0.0,0.0,False,1.000680064354356,-1.966521723535911,True,True,False,False,False,False
10.0,4.0,5e-06,10.925886023641874,1.1799641199828539,1.487401973746358,1.3441767362183445,0.0,0.0,0.0,0.0,False,1.0000787391086112,-1.0240126707914592,True,True,False,False,False,False
10.0,4.0,8e-06,10.925155077626986,0.6432810239433744,0.6714277130304848,0.8167901876950694,0.0,0.0,0.0,0.0,False,1.0000118334528736,-0.10343096140924457,True,True,False,False,False,False
10.0,4.0,1e-05,10.925078664048756,0.5019207211860169,0.3929714707254382,0.6098821401290799,0.0,0.0,0.0,0.0,False,1.0000048390915193,0.1390467877717778,True,True,False,False,False,False
10.0,4.0,2e-05,10.925029097544613,0.5640109835217777,0.49557844528928247,0.5274413306269556,0.0,0.0,0.0,0.0,False,1.000000302122448,0.03254229702321876,True,True,False,False,False,False
12.0,1.0,3e-07,1863.0695722438902,5.643796063121004,6.065183013115298,6.006018168334748,0.0,0.0,0.0,0.0,False,170.53228128589174,-8.68090007964467,False,True,False,False,False,False
12.0,1.0,5e-07,806.9550059762579,4.453820862730957,4.82671498772267,4.784196746429147,0.0,0.0,0.0,0.0,False,73.86298403148801,-6.639715231115499,False,True,False,False,False,False
12.0,1.0,8e-07,397.0161137791971,3.5067118666358223,3.8309820179864036,3.797110066086729,0.0,0.0,0.0,0.0,False,36.34006190573041,-5.01512294372884,False,True,False,False,False,False
12.0,1.0,1e-06,290.2568805565787,3.117959754579016,3.421676692963564,3.384141664361304,0.0,0.0,0.0,0.0,False,26.568072785722183,-4.348289785605904,False,True,False,False,False,False
12.0,1.0,1.5e-06,170.45382878752332,2.5150836003383326,2.7937495887723793,2.7306380134769666,0.0,0.0,0.0,0.0,False,15.602144283877527,-3.3141659894358133,False,True,False,False,False,False
12.0,1.0,2e-06,119.91791856612173,2.155030346931585,2.4259889869217615,2.335679278762178,0.0,0.0,0.0,0.0,False,10.976442600319322,-2.6965604752397243,False,True,False,False,False,False
12.0,1.0,3e-06,75.45426588059286,1.7106675684114658,1.9760748365382357,1.8554077133495015,0.0,0.0,0.0,0.0,False,6.906552651102653,-1.9343373881801886,False,True,False,False,False,False
12.0,1.0,5e-06,44.31146231099818,1.2192499478466299,1.4674285532659237,1.343357211267626,0.0,0.0,0.0,0.0,False,4.055959513045562,-1.091400324392291,False,True,False,False,False,False
12.0,1.0,8e-06,28.784914354898827,0.8292373030410886,1.0401362277595476,0.9427240846770474,0.0,0.0,0.0,0.0,False,2.6347685479333864,-0.42240495284931967,False,True,False,False,False,False
12.0,1.0,1e-05,24.050605043789126,0.669793505694193,0.8547398907202748,0.7762267885244087,0.0,0.0,0.0,0.0,False,2.201423181144858,-0.14890827558263164,False,True,False,False,False,False
12.0,1.0,2e-05,15.737335409699822,0.33122544535211423,0.389457928197619,0.3881329166402629,0.0,0.0,0.0,0.0,False,1.4404849656500291,0.43184331885365723,False,True,False,False,False,False
12.0,2.0,3e-07,1795.0212446832638,6.958689865926159,7.509206567387437,7.419375654700547,0.0,0.0,0.0,0.0,False,164.30361612518774,-10.936359947069684,False,True,False,False,False,False
12.0,2.0,5e-07,414.6636555778189,5.414815070357166,5.914468138767043,5.847603140484928,0.0,0.0,0.0,0.0,False,37.95539372524076,-8.28812505973038,False,True,False,False,False,False
12.0,2.0,8e-07,125.33563572240921,4.164795194817576,4.599395904378556,4.554853542338787,0.0,0.0,0.0,0.0,False,11.472342313238078,-6.143944551199276,False,True,False,False,False,False
12.0,2.0,1e-06,75.192228366722,3.660543901949878,4.061355330922752,4.018129274528887,0.0,0.0,0.0,0.0,False,6.882567580610058,-5.278993669436849,False,True,False,False,False,False
12.0,2.0,1.5e-06,32.98565283571408,2.9142427442475003,3.2820325056660646,3.190564616313845,0.0,0.0,0.0,0.0,False,3.0192745947773947,-3.998850507594015,False,True,False,False,False,False
12.0,2.0,2e-06,20.65772959559308,2.4763067686661624,2.8554938834574073,2.6946943227029547,0.0,0.0,0.0,0.0,False,1.8908632327029422,-3.2476514257228413,False,True,False,False,False,False
12.0,2.0,3e-06,13.709099715169444,1.90483538674027,2.308294886381122,2.0818113771176434,0.0,0.0,0.0,0.0,False,1.254834539532468,-2.267396773547893,False,True,False,False,False,False
12.0,2.0,5e-06,11.503453953359061,1.2397030285441475,1.5847557033733675,1.4250472358818218,0.0,0.0,0.0,0.0,False,1.0529452439990405,-1.1264838441260072,False,True,False,False,False,False
12.0,2.0,8e-06,11.086206519270679,0.7232669841529652,0.9019094324078986,0.8979207072988478,0.0,0.0,0.0,0.0,False,1.0147533493667438,-0.24063224931958027,True,True,False,False,False,False
12.0,2.0,1e-05,11.018372884718426,0.5440135579405264,0.6168743194272813,0.6858965418038072,0.0,0.0,0.0,0.0,False,1.0085443356935846,0.06684422372947318,True,True,False,False,False,False
12.0,2.0,2e-05,10.94506857012015,0.44462785920218995,0.3117600588892355,0.414425807257028,0.0,0.0,0.0,0.0,False,1.001834574457193,0.23732221550500177,True,True,False,False,False,False
12.0,4.0,3e-07,2576.3823179730075,8.418175259518923,9.055477947713378,8.939566945597248,0.0,0.0,0.0,0.0,False,235.8239116209749,-13.43984024739419,False,True,False,False,False,False
12.0,4.0,5e-07,273.0011002231001,6.618332315722472,7.215367081697624,7.121205232778743,0.0,0.0,0.0,0.0,False,24.988600054549735,-10.35253881001527,False,True,False,False,False,False
12.0,4.0,8e-07,36.55562194912388,5.095317864406894,5.634452103218783,5.5688683878047875,0.0,0.0,0.0,0.0,False,3.346044451416034,-7.740086028564573,False,True,False,False,False,False
12.0,4.0,1e-06,18.111986497473083,4.449598525158251,4.949360077189849,4.898676122401775,0.0,0.0,0.0,0.0,False,1.657843819709499,-6.632472583137661,False,True,False,False,False,False
12.0,4.0,1.5e-06,11.391176128173099,3.492391185435113,3.915107603843585,3.8595417955833615,0.0,0.0,0.0,0.0,False,1.0426681217959657,-4.990558433915591,True,True,False,False,False,False
12.0,4.0,2e-06,11.000063985108245,2.957258103862338,3.384776489512116,3.2466420903763917,0.0,0.0,0.0,0.0,False,1.0068684678328916,-4.072635490903802,True,True,False,False,False,False
12.0,4.0,3e-06,10.934354896718819,2.2533748091772723,2.77222146816489,2.4668145378003015,0.0,0.0,0.0,0.0,False,1.0008539201685396,-2.8652524162203843,True,True,False,False,False,False
12.0,4.0,5e-06,10.92608135205979,1.5131261468688146,1.9280674247135694,1.7308866401510836,0.0,0.0,0.0,0.0,False,1.0000966180977824,-1.595491203421373,True,True,False,False,False,False
12.0,4.0,8e-06,10.925183903693455,0.7856868861747793,0.8943343598573711,1.040233080039158,0.0,0.0,0.0,0.0,False,1.0000144719881965,-0.34770217666919234,True,True,False,False,False,False
12.0,4.0,1e-05,10.925090428589794,0.5432326536711524,0.4804869988647477,0.742212658354313,0.0,0.0,0.0,0.0,False,1.000005915934838,0.06818372220160573,True,True,False,False,False,False
12.0,4.0,2e-05,10.925029831096083,0.5599334652099914,0.4881131601383504,0.5197893625513113,0.0,0.0,0.0,0.0,False,1.0000003692665886,0.03953653404167956,True,True,False,False,False,False
