domain,observable,system,radius_kpc,gbar_m_s2,observed_g_m_s2,chi,mean_density_kg_m3,required_enhancement,predicted_enhancement,predicted_g_m_s2,absolute_fractional_error,passes_5_percent
SPARC,dynamics,UGC11455,14.56,1.1995250988779662e-10,1.8333773989851846e-10,7.419761707330059e-07,9.549993729399004e-22,1.5284193725501223,0.21181584283146915,2.5407841981633777e-11,0.8614151020095613,False
SPARC,dynamics,UGC11455,16.63,9.862639232643058e-11,1.6502250812353476e-10,6.643053794533621e-07,6.874735914485523e-22,1.673208400215516,0.22859712726736459,2.254570995856608e-11,0.8633779705875728,False
SPARC,dynamics,UGC11455,17.77,8.879218643314298e-11,1.4917432907112623e-10,6.276281404572727e-07,5.792185262373958e-22,1.6800389208058149,0.23796060245951933,2.112904217732866e-11,0.8583600656433699,False
SPARC,dynamics,UGC11455,18.49,8.390489132236186e-11,1.4537760810366332e-10,6.062831173656062e-07,5.260239157616906e-22,1.7326475943473165,0.24342192403410834,2.0424290081562086e-11,0.8595086936153311,False
SPARC,dynamics,UGC11455,20.24,7.55203623762293e-11,1.3373178213126624e-10,5.583898673418755e-07,4.325224743968429e-22,1.7708042959995052,0.25497559848834384,1.925584959493567e-11,0.8560114186167441,False
SPARC,dynamics,UGC11455,22.62,6.655997041434477e-11,1.1883430476731804e-10,5.003414923715215e-07,3.410952263487712e-22,1.7853719589651034,0.2698671884832231,1.7962352081245734e-11,0.8488453976617554,False
SPARC,dynamics,UGC11455,24.89,5.711918001396642e-11,9.421696671895688e-11,4.5214654678879996e-07,2.660187138630527e-22,1.6494803793737856,0.2865590236603358,1.6368016457081184e-11,0.8262731541134632,False
SPARC,dynamics,UGC11455,27.06,4.7891364227258575e-11,8.537764773288963e-11,4.1302898413227807e-07,2.0515614887375822e-22,1.7827357627096954,0.30531010557535065,1.4621717468371886e-11,0.8287406849844701,False
SPARC,dynamics,UGC11455,29.13,4.047502656449494e-11,8.23088963097329e-11,3.816284810380001e-07,1.6106522352915193e-22,2.0335723851490934,0.3240793928989991,1.3117122036592383e-11,0.8406354279465499,False
SPARC,dynamics,UGC11455,31.3,3.46137730820865e-11,7.773314566591858e-11,3.536570916294205e-07,1.2819164674793431e-22,2.245728758941551,0.3430401937749059,1.1873915425359576e-11,0.8472477175130507,False
SPARC,dynamics,UGC11455,33.46,3.0370787463889753e-11,6.49715228676681e-11,3.2956119556418216e-07,1.0521683597591111e-22,2.139276860862364,0.36050318241059176,1.094876553304796e-11,0.8314836246743353,False
SPARC,dynamics,UGC11455,35.53,2.6248024772407872e-11,6.7482638601253e-11,3.094420170745915e-07,8.563603314527443e-23,2.570960641281902,0.37983514607801017,9.969922323686773e-12,0.8522594473135843,False
SPARC,dynamics,UGC11455,37.7,2.261177161084927e-11,6.45370678870889e-11,2.9124121485784947e-07,6.95261789427159e-23,2.8541358456019257,0.40065693507942346,9.059563110318786e-12,0.8596223316781453,False
SPARC,dynamics,UGC11455,39.87,2.0255256290607873e-11,6.013689865820215e-11,2.752727836688621e-07,5.889068810726371e-23,2.96895273974326,0.41821347033051115,8.471021025729035e-12,0.8591377138705563,False
SPARC,dynamics,UGC11455,41.93,1.817772545806374e-11,5.468747421987253e-11,2.6168181398470694e-07,5.025390325035072e-23,3.0084882922254095,0.4358406773378456,7.9225921761039e-12,0.8551296747724919,False
SPARC,dynamics,UGC11557,0.33,2.3923422894135003e-11,1.5712869282154497e-12,1.3720912668898425e-07,8.403583105609909e-21,0.06567985422356354,0.13108913884775364,3.136100905482792e-12,0.9958804780769996,False
SPARC,dynamics,UGC11557,0.99,3.6840108523183695e-11,9.46045671363052e-12,1.3032472685865864e-07,4.313609510983481e-21,0.25679774281004086,0.15118508975887235,5.5696751138041255e-12,0.4112678401900619,False
SPARC,dynamics,UGC11557,1.76,3.1481785325605716e-11,2.04185667401816e-11,1.2129385322951752e-07,2.073489340870696e-21,0.6485835072248636,0.1776438884745547,5.592546761361774e-12,0.7261048323065581,False
SPARC,dynamics,UGC11557,2.42,3.203347418194036e-11,2.699770022856502e-11,1.140976875100872e-07,1.5344184022680544e-21,0.8427965095270753,0.1900830512893873,6.089020515903033e-12,0.7744615110045365,False
SPARC,dynamics,UGC11557,3.19,3.349329090152477e-11,2.853714427601637e-11,1.0543627750724261e-07,1.2170887840189103e-21,0.8520256895603301,0.20035660654577392,6.710602107079947e-12,0.7648467540348887,False
SPARC,dynamics,UGC11557,3.85,3.0270046927476284e-11,3.111686844813407e-11,9.821200495606147e-08,9.113967730337539e-22,1.0279755602192056,0.21411119056668737,6.4811557861514446e-12,0.7917156799710002,False
SPARC,dynamics,UGC11557,4.62,2.748177575625511e-11,3.3396861898364984e-11,9.057829659218561e-08,6.89537576026271e-22,1.215236678829371,0.22843684276204068,6.27785008725331e-12,0.8120227551211734,False
SPARC,dynamics,UGC11557,5.28,2.677245610790898e-11,3.601414190828063e-11,8.443138880180592e-08,5.877727051217222e-22,1.3451937978018207,0.2371417174809074,6.348866222611745e-12,0.8237118563374137,False
SPARC,dynamics,UGC11557,5.94,2.5796598779291235e-11,3.9418569640127164e-11,7.847540855996848e-08,5.034207656914139e-22,1.5280529800607379,0.2459600311525082,6.344932239383227e-12,0.83903697426595,False
SPARC,dynamics,UGC11557,7.04,2.2885549209659448e-11,2.8078820684215542e-11,6.928274086555667e-08,3.768285522518063e-22,1.226923611357517,0.26349836652912184,6.0303048338671e-12,0.7852365346220889,False
SPARC,dynamics,UGC11557,8.8,1.8622986091127668e-11,2.4521503801730305e-11,5.674182597943444e-08,2.4531368062998183e-22,1.3167331856308908,0.29225804030189084,5.442717419562343e-12,0.7780430815512102,False
SPARC,dynamics,UGC11557,10.56,1.3014145621447188e-11,2.191285447107493e-11,4.7183344255775154e-08,1.4285875651330877e-22,1.6837720360960733,0.3338834859798433,4.3452083071381014e-12,0.8017050534026137,False
SPARC,dynamics,UGC11820,0.26,4.532896688949427e-12,3.190921146529836e-11,4.2447638263897655e-08,2.02095942783898e-21,7.039474679202063,0.17866586679374696,8.09873916017655e-13,0.9746194318559579,False
SPARC,dynamics,UGC11820,0.44,7.176624716992312e-12,2.6309972045055033e-11,4.2085819743210176e-08,1.8907002509809443e-21,3.6660649097005327,0.18135188413055525,1.3014944141244687e-12,0.9505322768152054,False
SPARC,dynamics,UGC11820,0.61,9.005164037084922e-12,3.5363808626651594e-11,4.1613588635418354e-08,1.7112636096620644e-21,3.927058794378084,0.1854613823195097,1.6701101703317062e-12,0.9527734643074319,False
SPARC,dynamics,UGC11820,0.79,9.616243369126444e-12,5.2576105930676896e-11,4.103819619645706e-08,1.4110209972964824e-21,5.467426718782493,0.1937274347732434,1.8629301600560776e-12,0.9645669810063072,False
SPARC,dynamics,UGC11820,1.01,9.923511649244628e-12,6.240296999905245e-11,4.0300256388399e-08,1.138935505243319e-21,6.288395903057414,0.2034187106598233,2.018627944907079e-12,0.9676517328432007,False
SPARC,dynamics,UGC11820,5.26,3.996529635860527e-12,2.1922223778148306e-11,3.0144585997947226e-08,8.807495205707792e-23,5.48531495461513,0.3771264521121408,1.5071970423331064e-12,0.931247985715963,False
SPARC,dynamics,UGC11820,7.91,4.540128365179416e-12,1.9591033180619642e-11,2.626117907466368e-08,6.653448051481514e-23,4.315083540560961,0.40521997548401945,1.8397507048323044e-12,0.9060922061705111,False
SPARC,dynamics,UGC11820,10.52,4.631572659981864e-12,1.8241097441573335e-11,2.2151863062507675e-08,5.1034969979515945e-23,3.938424112220397,0.43408616419526724,2.0105016101631983e-12,0.8897817624952181,False
SPARC,dynamics,UGC11820,13.14,3.541365144742743e-12,1.628174050835051e-11,1.847600588384051e-08,3.124139839657722e-23,4.597588738490075,0.4942039754041885,1.750156732889693e-12,0.892508007237182,False
SPARC,dynamics,UGC11820,15.82,2.859500376921403e-12,1.4609733146907428e-11,1.553122733558962e-08,2.0952642393280123e-23,5.109190844953329,0.5505717017104629,1.574359988563327e-12,0.8922389633860913,False
SPARC,dynamics,UGC11914,0.28,3.729026962836036e-09,3.2667055237599198e-09,2.355499809747028e-06,1.5438056073591854e-18,0.8760208913253588,0.05012529917292752,1.8691859213606956e-10,0.9427807034406549,False
SPARC,dynamics,UGC11914,0.37,3.11812000197254e-09,3.062886783042703e-09,2.249713052976606e-06,9.768912573178647e-19,0.9822863716294126,0.053872946809654265,1.679823130123857e-10,0.9451555591468809,False
SPARC,dynamics,UGC11914,0.47,2.6476470751217117e-09,2.8695376789258874e-09,2.150735608224098e-06,6.530062802776958e-19,1.0838067149844641,0.057526196441419875,1.5230906575100236e-10,0.9469220889240897,False
SPARC,dynamics,UGC11914,0.56,2.3416857620737734e-09,2.750264195563464e-09,2.07365162828212e-06,4.847253246210457e-19,1.1744804704828788,0.060464075235251546,1.41587864095346e-10,0.948518449855201,False
SPARC,dynamics,UGC11914,0.65,2.0985535097065536e-09,2.6835646842315925e-09,2.005051010497741e-06,3.74250003147456e-19,1.2787687670670083,0.06318941215623264,1.3260636265675597e-10,0.9505857401403662,False
SPARC,dynamics,UGC11914,0.75,1.898126468061686e-09,2.5515303501653376e-09,1.9364424166361297e-06,2.933722310371762e-19,1.3442362208725163,0.06591395271253842,1.2511301825823552e-10,0.9509654987054619,False
SPARC,dynamics,UGC11914,0.84,1.7780948396663067e-09,2.4695123992624333e-09,1.8796456907423199e-06,2.4537525126086315e-19,1.3888530263806875,0.06801693906075201,1.209405683538208e-10,0.9510265393322415,False
SPARC,dynamics,UGC11914,0.93,1.692192261102093e-09,2.3920435865012796e-09,1.8260305983046502e-06,2.1092199858591301e-19,1.4135767202619085,0.06987007298934067,1.1823359679520067e-10,0.9505721394616664,False
SPARC,dynamics,UGC11914,1.03,1.6061788029961453e-09,2.2767575744027545e-09,1.769409452253329e-06,1.8076393519456261e-19,1.4174994528353382,0.0718308610291688,1.1537320638601282e-10,0.949325651670983,False
SPARC,dynamics,UGC11914,1.12,1.531462761715471e-09,2.1882494086091974e-09,1.720933652515884e-06,1.585052094394098e-19,1.4288623029645366,0.07355935410684078,1.1265341159046865e-10,0.9485189342918325,False
SPARC,dynamics,UGC11914,1.21,1.4585244069108527e-09,2.099810713160647e-09,1.6747390773183883e-06,1.397280031138696e-19,1.4396815735213067,0.07527042251330385,1.0978374835414579e-10,0.9477173120100437,False
SPARC,dynamics,UGC11914,1.3,1.3859646422675285e-09,2.0106791874571135e-09,1.6307924127107626e-06,1.2358447600495452e-19,1.4507434938365464,0.07698748778318465,1.0670193596449724e-10,0.946932391487355,False
SPARC,dynamics,UGC11914,1.41,1.3008081752253236e-09,1.893189711292503e-09,1.5800579839686367e-06,1.0694223761169244e-19,1.4553949977786451,0.07907709677814467,1.0286413396209468e-10,0.9456662301994722,False
SPARC,dynamics,UGC11914,1.5,1.2355121019559224e-09,1.8044875135578855e-09,1.5408724520042936e-06,9.547966058193666e-20,1.460517878134278,0.08076723998843072,9.978890244728446e-11,0.9446995882778197,False
SPARC,dynamics,UGC11914,1.59,1.1746258408979893e-09,1.7141480392595667e-09,1.5036364064433843e-06,8.563623164699737e-20,1.459314089284055,0.08243372651683734,9.682878532819494e-11,0.943512005316635,False
SPARC,dynamics,UGC11914,1.68,1.1169480618198093e-09,1.6335263750561804e-09,1.4682321464918772e-06,7.706883941179553e-20,1.4624908989901695,0.08409094163325803,9.392521427387027e-11,0.9425015624430062,False
SPARC,dynamics,UGC11914,1.78,1.0571653839816528e-09,1.5523696928942942e-09,1.4309104526755627e-06,6.884589554323335e-20,1.468426526649529,0.08591272529995808,9.082395923064044e-11,0.9414933442424369,False
SPARC,dynamics,UGC11914,1.87,1.007141123125612e-09,1.4776567130223762e-09,1.399017418760953e-06,6.243151077637435e-20,1.4671794042492698,0.08753306440246578,8.815814879292591e-11,0.9403392222185296,False
SPARC,dynamics,UGC11914,1.96,9.61685790665028e-10,1.4001654643338689e-09,1.3685995213618347e-06,5.687641961840734e-20,1.4559489990650916,0.08911355386174391,8.569923850450176e-11,0.9387934921353932,False
SPARC,dynamics,UGC11914,2.05,9.210464853057958e-10,1.3386947854118941e-09,1.3395117651962976e-06,5.208141923674338e-20,1.4534497517434586,0.09064084801398709,8.348443448841963e-11,0.9376374395432243,False
SPARC,dynamics,UGC11914,2.16,8.759008095591039e-10,1.2705205139325846e-09,1.3055799441315935e-06,4.700632494128916e-20,1.4505301286022532,0.0924609202136033,8.098659486767485e-11,0.9362571528916124,False
SPARC,dynamics,UGC11914,2.25,8.421498917840207e-10,1.2113312810767606e-09,1.2790364782769331e-06,4.338723767489335e-20,1.4383796671999345,0.09391548115282355,7.909091228969459e-11,0.9347074466537427,False
SPARC,dynamics,UGC11914,2.34,8.111480445455569e-10,1.1647416164199621e-09,1.2534934269070071e-06,4.01827254424031e-20,1.435917431166964,0.09533569484961613,7.733136245265804e-11,0.933606422778685,False
SPARC,dynamics,UGC11914,2.43,7.833528135684452e-10,1.1216030380340376e-09,1.2288587761080007e-06,3.7368550813476545e-20,1.4317980590696353,0.09670462272263991,7.575383829485497e-11,0.9324593142796427,False
SPARC,dynamics,UGC11914,2.46,7.748785483559893e-10,1.1079249522043542e-09,1.220834010809249e-06,3.651351585608677e-20,1.4298046507481312,0.09714621429163539,7.527651750858229e-11,0.932056302767791,False
SPARC,dynamics,UGC11914,2.53,7.556258431199272e-10,1.0772709021433644e-09,1.2024427389667201e-06,3.4621143130245645e-20,1.425667096952887,0.09817112196165789,7.418063680230696e-11,0.9311402204824104,False
SPARC,dynamics,UGC11914,2.62,7.320938109262353e-10,1.0402654131384392e-09,1.1794578318230542e-06,3.239071731491503e-20,1.420945509459108,0.0994727572254499,7.282338992051983e-11,0.9299953752179315,False
SPARC,dynamics,UGC11914,2.71,7.106222960478845e-10,1.0057178532925133e-09,1.1571682185459265e-06,3.0396575642077575e-20,1.4152635779735572,0.1007349287476782,7.158448635889513e-11,0.9288224961657564,False
SPARC,dynamics,UGC11914,2.8,6.898399887863466e-10,9.733912080081111e-10,1.1355314165533099e-06,2.855916177283448e-20,1.411039116071864,0.10199294020413086,7.035880872670415e-11,0.927717850595053,False
SPARC,dynamics,UGC11914,2.99,6.475327846871991e-10,9.11536917198231e-10,1.0919114606554865e-06,2.510416005765718e-20,1.4077077466256218,0.10465709253701705,6.776889856776054e-11,0.9256542469217153,False
SPARC,dynamics,UGC11914,3.28,5.884229890059355e-10,8.366842408824339e-10,1.0303824301297118e-06,2.0795573885164066e-20,1.4219095047525314,0.10870424336498052,6.396407579845047e-11,0.9235505192126138,False
SPARC,dynamics,UGC11914,3.74,5.066275072137974e-10,7.388283565111881e-10,9.439113026472396e-07,1.5702625952788636e-20,1.4583265732537527,0.11510706979391239,5.831640783237443e-11,0.9210690719726168,False
SPARC,dynamics,UGC11914,3.83,4.923727725027756e-10,7.214668546610558e-10,9.284769910796457e-07,1.4902199630228804e-20,1.4652858463187841,0.11635015406238913,5.728764793682362e-11,0.9205955927611709,False
SPARC,dynamics,UGC11914,4.02,4.645410763822659e-10,6.873676749631452e-10,8.972661419325004e-07,1.3395323014307759e-20,1.4796703884965334,0.1189341345609134,5.524979088751996e-11,0.9196211970682469,False
SPARC,dynamics,UGC11914,4.09,4.547786181452974e-10,6.756034360273456e-10,8.862191573525066e-07,1.288937477482526e-20,1.485565523688488,0.11988456462248376,5.452093663596377e-11,0.9193003858053839,False
SPARC,dynamics,UGC11914,4.12,4.506863555145015e-10,6.706839935320009e-10,8.81556086079903e-07,1.2680381382403984e-20,1.4881391134336674,0.1202908927296853,5.421346404592771e-11,0.9191669033870554,False
SPARC,dynamics,UGC11914,4.3,4.268766566655528e-10,6.38214955835903e-10,8.544398154938207e-07,1.1507714340302106e-20,1.4950804778625515,0.12273765538503412,5.239383997773214e-11,0.9179056531053722,False
SPARC,dynamics,UGC11914,4.39,4.153633964186497e-10,6.25130822344962e-10,8.414274113354389e-07,1.0967782351913453e-20,1.50502145286506,0.123971709808125,5.149331044573002e-11,0.9176279450554514,False
SPARC,dynamics,UGC11914,4.49,4.0324974633385415e-10,6.112080868807089e-10,8.273747734076341e-07,1.0410770761117545e-20,1.5157060666187852,0.12532722017405562,5.053816974391502e-11,0.9173142979801924,False
SPARC,dynamics,UGC11914,4.58,3.927320956002332e-10,5.950863280398932e-10,8.150770473709171e-07,9.939992089511549e-21,1.5152475051227767,0.12654575115512845,4.9698578040459226e-11,0.9164850951892016,False
SPARC,dynamics,UGC11914,4.87,3.6147542407241255e-10,5.557969754285068e-10,7.775306735536375e-07,8.604089841098739e-21,1.5375788737360103,0.13043938911646769,4.715063349662159e-11,0.9151657249299179,False
SPARC,dynamics,UGC11914,4.91,3.5745537435491e-10,5.474606871357911e-10,7.725940930479903e-07,8.439086935004841e-21,1.5315497441429675,0.13097270620482715,4.6816897726722136e-11,0.9144835440665902,False
SPARC,dynamics,UGC11914,4.96,3.5251753996785275e-10,5.41941930209019e-10,7.665002547118628e-07,8.238614389720387e-21,1.5373474189637217,0.13163854063922198,4.6404894511096745e-11,0.9143729393789496,False
SPARC,dynamics,UGC11914,5.05,3.439971682284394e-10,5.285935629549365e-10,7.55739271721184e-07,7.896208569037182e-21,1.5366218439446908,0.1328241514271924,4.569113196329961e-11,0.9135609376174056,False
SPARC,dynamics,UGC11914,5.14,3.357066957710515e-10,5.193380336424959e-10,7.452380121883619e-07,7.570978385129152e-21,1.5469993306200813,0.1340115986264948,4.498859096989695e-11,0.9133732019310059,False
SPARC,dynamics,UGC11914,5.24,3.268923016474744e-10,5.058831732049452e-10,7.338635749654987e-07,7.231502286359403e-21,1.5475530339974088,0.13532134445253652,4.4235505750120354e-11,0.9125578629748187,False
SPARC,dynamics,UGC11914,5.33,3.192208534246058e-10,4.973410558337548e-10,7.238812837231651e-07,6.94255241249936e-21,1.5579842309744898,0.13649847046086394,4.3573158231670334e-11,0.9123877714888765,False
SPARC,dynamics,UGC11914,5.42,3.118855688363726e-10,4.856684460980047e-10,7.141308428561725e-07,6.670388290327705e-21,1.5572007640815386,0.13766487274470218,4.2935687144768285e-11,0.9115946537401688,False
SPARC,dynamics,UGC11914,5.51,3.04772875037273e-10,4.777355676680918e-10,7.046036197444495e-07,6.4117980471283724e-21,1.5675134068596686,0.1388298370267549,4.231156857160014e-11,0.9114330783907716,False
SPARC,dynamics,UGC11914,5.61,2.9731280446783347e-10,4.65932788537299e-10,6.94267978140709e-07,6.143358704449269e-21,1.5671467274047683,0.14010329889546358,4.165450470980539e-11,0.9105997565859848,False
SPARC,dynamics,UGC11914,5.71,2.903277957332626e-10,4.577728447800783e-10,6.841803064982313e-07,5.8939660560344025e-21,1.5767448088251774,0.14135066213290215,4.1038026162482634e-11,0.9103528603095756,False
SPARC,dynamics,UGC11914,5.8,2.842637550560143e-10,4.475013319177755e-10,6.753030066625349e-07,5.681311697600695e-21,1.5742468885264502,0.14246783249092176,4.049844103856066e-11,0.9095009597736753,False
SPARC,dynamics,UGC11914,5.89,2.7833501996157657e-10,4.406634507849063e-10,6.666109922983029e-07,5.4778190183317196e-21,1.5832123850090396,0.14358719961670763,3.9965346071543194e-11,0.9093064196716173,False
SPARC,dynamics,UGC11914,5.98,2.7269226947831874e-10,4.340313921610531e-10,6.580977545744105e-07,5.2859951969663026e-21,1.5916527189838878,0.1446913006313324,3.9456199142927725e-11,0.909093674200674,False
SPARC,dynamics,UGC11914,6.08,2.6658397846073017e-10,4.268927179478779e-10,6.488403245875533e-07,5.082595967586748e-21,1.6013442383626306,0.1459184304572143,3.8899515722029575e-11,0.9088775374079371,False
SPARC,dynamics,UGC11914,6.15,2.6252871627547563e-10,4.220337764427801e-10,6.424822537068531e-07,4.948309107144787e-21,1.607571858919743,0.14676295099226266,3.852948912079926e-11,0.9087052002198617,False
SPARC,dynamics,UGC11914,6.17,2.6141458260456465e-10,4.2066575771849234e-10,6.406834100066155e-07,4.9113373744701595e-21,1.6091900976879434,0.14700053427539572,3.842808331025057e-11,0.9086493668544173,False
SPARC,dynamics,UGC11914,6.26,2.5634959777187686e-10,4.146178474637536e-10,6.326840792349191e-07,4.746936574007059e-21,1.6173922294690635,0.1480849004142264,3.7961504657275375e-11,0.9084421838338881,False
SPARC,dynamics,UGC11914,6.35,2.5142694862020803e-10,4.087413740351335e-10,6.248390549813166e-07,4.589794288934547e-21,1.6256864122093617,0.14916647620723178,3.750447194921315e-11,0.9082440038331195,False
SPARC,dynamics,UGC11914,6.73,2.3199916035225495e-10,3.8839271080152257e-10,5.933040544616542e-07,3.996009119633798e-21,1.6741125709757232,0.1537177473060738,3.566238830624922e-11,0.9081795633274037,False
SPARC,dynamics,UGC11914,6.83,2.2718576606574645e-10,3.8270614109725434e-10,5.854215038698557e-07,3.855809207285593e-21,1.6845515796377009,0.1549177321703924,3.519510366029873e-11,0.9080362192271306,False
SPARC,dynamics,UGC11914,6.92,2.229519090058136e-10,3.803934939091309e-10,5.78466986172085e-07,3.734738706482348e-21,1.7061683643139915,0.15599905899675082,3.478028800643614e-11,0.9085676054839558,False
SPARC,dynamics,UGC11914,7.37,2.0301328809894098e-10,3.64726183695622e-10,5.455616922369741e-07,3.1930969081379576e-21,1.7965631073265917,0.16144174951191093,3.277482040485864e-11,0.9101385590890001,False
SPARC,dynamics,UGC11914,8.6,1.5692884595753085e-10,3.324022097006954e-10,4.6956110598380353e-07,2.1152390307997206e-21,2.118171504241179,0.17685479035158103,2.7753618151934673e-11,0.9165059155986813,False
SPARC,dynamics,UGC11914,9.83,1.2170071586633591e-10,3.066871753820571e-10,4.107293993218778e-07,1.4351415452914704e-21,2.520011268618108,0.19298418012721086,2.3486312872359477e-11,0.9234193185838264,False
SPARC,dynamics,UGC12506,0.82,2.3735918063255166e-11,4.524839278640066e-10,5.732020187742759e-07,3.355423204321095e-21,19.0632579139411,0.15969520334679232,3.790512261734335e-12,0.9916228797791166,False
SPARC,dynamics,UGC12506,2.46,4.867436680355731e-11,3.330493545383862e-10,5.52816430536831e-07,2.2936139706504966e-21,6.842397270056437,0.17369180879556245,8.454338812088548e-12,0.974615357463141,False
SPARC,dynamics,UGC12506,4.1,5.366473493713537e-11,2.9748773009153203e-10,5.240050152453007e-07,1.5172608565797376e-21,5.543449165266891,0.19056715978676875,1.0226736117679667e-11,0.9656229985870911,False
SPARC,dynamics,UGC12506,5.74,5.0310265327426136e-11,2.213440962776601e-10,4.947330472330184e-07,1.0160143389038358e-21,4.399581175673041,0.20881765106896966,1.0505671430329753e-11,0.9525369250546843,False
SPARC,dynamics,UGC12506,7.38,4.600698280944218e-11,1.9550506063055905e-10,4.6761695779498433e-07,7.226408576618734e-22,4.249464944057032,0.22595210499614637,1.039537461031498e-11,0.9468281047212437,False
SPARC,dynamics,UGC12506,9.02,4.5589584688725816e-11,1.7707158148666974e-10,4.4182987640985373e-07,5.858874835415248e-22,3.884035853708031,0.2373208644725101,1.0819359649271121e-11,0.9388983847185799,False
SPARC,dynamics,UGC12506,10.65,4.389539876096187e-11,1.6097391963531166e-10,4.167908804427192e-07,4.777762008215968e-22,3.66721624997454,0.24902255819813202,1.0930944492581838e-11,0.932094934897864,False
SPARC,dynamics,UGC12506,12.29,4.110355643790748e-11,1.5062372155602245e-10,3.9286121762638987e-07,3.876882505280237e-22,3.6644936499244314,0.2617148168093488,1.0757409743359687e-11,0.9285809059009432,False
SPARC,dynamics,UGC12506,13.93,3.7656604746856057e-11,1.3067575872850004e-10,3.706879556597979e-07,3.1336115934622603e-22,3.4701949261479856,0.27542972925657494,1.0371748450148419e-11,0.9206298968449275,False
SPARC,dynamics,UGC12506,15.57,3.5609751207237836e-11,1.1989010088117883e-10,3.500613586662156e-07,2.6511570091987825e-22,3.3667772679302135,0.28679506719443404,1.0212700990256854e-11,0.9148161448260145,False
SPARC,dynamics,UGC12506,17.21,3.3747725292318615e-11,1.1303182850023126e-10,3.30535224226766e-07,2.2731011242547554e-22,3.349316954584748,0.29774153942225146,1.0048099680534195e-11,0.911103803115831,False
SPARC,dynamics,UGC12506,18.85,3.112336650031357e-11,1.0659499030495493e-10,3.1227213676300987e-07,1.9139488809999152e-22,3.424918390620789,0.3105619735658689,9.665734124351233e-12,0.9093228106058383,False
SPARC,dynamics,UGC12506,20.49,2.8049692232958064e-11,9.727715442556674e-11,2.956132103093247e-07,1.586869685930171e-22,3.468029296637601,0.32527624692506796,9.123898616939828e-12,0.9062071801871925,False
SPARC,dynamics,UGC12506,22.13,2.52050563634903e-11,9.15267535428255e-11,2.806204592302108e-07,1.3202658222395572e-22,3.6312854144378206,0.34051939484878124,8.58281054002514e-12,0.9062262102849608,False
SPARC,dynamics,UGC12506,23.77,2.2443447958009316e-11,8.865446920324772e-11,2.6720602796516547e-07,1.0944993749887875e-22,3.950126975548332,0.3569328543664074,8.010803941476184e-12,0.9096401567403133,False
SPARC,dynamics,UGC12506,25.41,1.997078717529615e-11,7.593193064791803e-11,2.552651947751828e-07,9.110571907941196e-23,3.8021501096284167,0.37389608349653747,7.46699910918611e-12,0.9016619352955851,False
SPARC,dynamics,UGC12506,27.05,1.8170677834607496e-11,7.132829418719398e-11,2.445272698810194e-07,7.7867992934972e-23,3.925461385449452,0.38917258165303115,7.0715296032797086e-12,0.9008594039173125,False
SPARC,dynamics,UGC12506,28.68,1.700854313001799e-11,7.005981754701537e-11,2.346836923565798e-07,6.874531249146706e-23,4.119095739797278,0.4018225602338379,6.834416346351484e-12,0.9024488417805958,False
SPARC,dynamics,UGC12506,30.32,1.6057358658107167e-11,6.73391609545793e-11,2.2537468522047538e-07,6.139033916760449e-23,4.193663627272881,0.4137327494255265,6.643455146130461e-12,0.9013433631789456,False
SPARC,dynamics,UGC12506,31.96,1.499468351407881e-11,6.286969859976222e-11,2.1663263777765297e-07,5.438581673625514e-23,4.192799303882112,0.4269498675914858,6.401978140912183e-12,0.8981706882091464,False
SPARC,dynamics,UGC12506,33.6,1.3615540861570767e-11,5.742352255248801e-11,2.0857803262624834e-07,4.6973264381491905e-23,4.217498455354296,0.4436093459549961,6.039981176424932e-12,0.8948169511735529,False
SPARC,dynamics,UGC12506,35.24,1.232035263603625e-11,5.2530236603959015e-11,2.0127632891958657e-07,4.0526804423316655e-23,4.263695866164691,0.46117802128434127,5.6818758502125156e-12,0.8918360887454237,False
SPARC,dynamics,UGC12506,36.88,1.1415186170998104e-11,4.9775136136466e-11,1.9459408866042873e-07,3.587956823789484e-23,4.36043139295676,0.4762986793945372,5.43703809828918e-12,0.8907679914047302,False
SPARC,dynamics,UGC12506,38.52,1.0885863111742013e-11,4.8864927806391005e-11,1.8831569866683722e-07,3.27590811746903e-23,4.488842759163759,0.48798041201914155,5.312087966451842e-12,0.8912903752257856,False
SPARC,dynamics,UGC12506,40.16,1.0406776937567259e-11,4.5326526869721256e-11,1.823212050209175e-07,3.0038459990424026e-23,4.355481734800882,0.4994306828211831,5.197463711896957e-12,0.8853328487568516,False
SPARC,dynamics,UGC12506,41.8,9.817944617606047e-12,4.030350970872629e-11,1.7662736129969627e-07,2.7226976592892557e-23,4.105086276047223,0.512798412265748,5.0346264116214274e-12,0.8750821839585013,False
SPARC,dynamics,UGC12506,43.44,9.317333674319267e-12,4.050153472482623e-11,1.7124022734786044e-07,2.4863196026465422e-23,4.346901821972724,0.5255340837517061,4.896576415542293e-12,0.8791014600110737,False
SPARC,dynamics,UGC12506,45.08,9.101981038488022e-12,3.902809823528064e-11,1.6605465783875197e-07,2.3404918915122563e-23,4.287868549741981,0.5342197547155888,4.862458077807011e-12,0.875411349830737,False
SPARC,dynamics,UGC12506,46.71,8.622042963763384e-12,3.670246722577755e-11,1.6109525852497451e-07,2.139712565804941e-23,4.256817946747682,0.5474269681334297,4.71993883876916e-12,0.8713999576722142,False
