candidate_id,heldout_fold,equal_galaxy_RMSE_km_s,pooled_RMSE_km_s,mean_residual_km_s,q_min,q_median,q_max,baseline_RMSE_km_s,fold_improvement_fraction
constant,1,12.053047246842993,12.178382086782117,-2.091086914635197,1.2295747164775068,1.2295747164775068,1.2295747164775068,12.053047246842993,0.0
inverse_hill0_m1__potential_depth,1,9.717172067223888,9.963605892782226,-0.897966537524251,1.019665449964595,1.3749659790018978,1.6582501419604472,12.053047246842993,0.19379955390375925
inverse_hillfloor_m2__mean_surface_R80,1,11.45041734585531,12.040911460170507,-1.3910930414572502,1.1299949614243099,1.282542539004561,1.9704684777457073,12.053047246842993,0.0499981364584402
inverse_hill0_m0.5__pair_surface_L30p0kpc,1,10.852711277984238,11.352689275144686,-1.454269516020977,1.0751747785324128,1.3473441864915803,1.7449253462517036,12.053047246842993,0.09958775936708908
inverse_hill0_m0.5__pair_count_L30p0kpc,1,10.720923910469017,11.126028234268295,-1.40319634719403,1.0873354695640036,1.3456183401906217,1.7282487865307754,12.053047246842993,0.11052170534906802
inverse_hillfloor_m1__pair_surface_L30p0kpc,1,10.84155632237576,11.338398274495376,-1.4679444387428204,1.0780772231214808,1.351004452826416,1.6807950729378018,12.053047246842993,0.10051324778342285
inverse_hill0_m0.5__pair_surface_L100p0kpc,1,10.64269783579678,10.984543411033812,-1.3619746873111782,1.096295327105245,1.343873334065477,1.7167392102043642,12.053047246842993,0.11701185452630003
inverse_hillfloor_m1__pair_surface_L100p0kpc,1,10.605997457591842,10.961569032092982,-1.3706487922817803,1.1018620457552946,1.343123243363845,1.6968241872402654,12.053047246842993,0.12005675905984448
OR_max_potential_surface,1,10.977562647215848,11.194338200645571,0.5280584812513649,1.1332120647586919,1.3749659790018978,1.9704684777457073,12.053047246842993,0.0892292693790645
OR_rms_potential_surface,1,10.457076619240555,10.84347662284401,-1.0934588056228636,1.0851442781297762,1.36006914836142,1.8176329411865908,12.053047246842993,0.13241221036617645
OR_max_potential_pair30,1,10.479781926672072,10.472301995950998,-0.11561337484109031,1.0751747785324128,1.3749659790018978,1.7449253462517036,12.053047246842993,0.13052842886540583
OR_rms_potential_pair30,1,10.228274949444149,10.584933557511334,-1.1562565184267979,1.0649264895563142,1.3612256096487492,1.7021395355997508,12.053047246842993,0.15139510034500192
constant,2,16.650058754416158,16.473733566544546,-3.346203097948536,1.2102488147340795,1.2102488147340795,1.2102488147340795,16.650058754416158,0.0
inverse_hill0_m1__potential_depth,2,14.194347253257508,13.755456461675283,-3.396098378188982,0.9043644732460864,1.2588562611383423,1.5473540850644256,16.650058754416158,0.14748965978917716
inverse_hillfloor_m2__mean_surface_R80,2,15.160015269039137,14.736559344709292,-2.9551464000767163,1.1296967958036472,1.2014987078862678,1.6313850254278206,16.650058754416158,0.08949178542579084
inverse_hill0_m0.5__pair_surface_L30p0kpc,2,15.18374761171686,15.229541440616147,-3.6165184845115674,1.0618795279901014,1.2139796276862376,1.556658096778467,16.650058754416158,0.08806642452900548
inverse_hill0_m0.5__pair_count_L30p0kpc,2,15.239604113255728,15.263517592353217,-3.492855127255611,1.0640030368405162,1.2213335705580255,1.555325552815206,16.650058754416158,0.08471169152999714
inverse_hillfloor_m1__pair_surface_L30p0kpc,2,15.192519379552747,15.243913724460622,-3.4858359696310806,1.089805507446228,1.2004980642899648,1.6258911214386869,16.650058754416158,0.08753959348502727
inverse_hill0_m0.5__pair_surface_L100p0kpc,2,15.28462577096587,15.293371865572482,-3.414414893016033,1.0651341678894253,1.226788297627699,1.5512026169888948,16.650058754416158,0.08200769760575932
inverse_hillfloor_m1__pair_surface_L100p0kpc,2,15.284750390382543,15.316622959555735,-3.3681402452415865,1.0901042645777528,1.2115688451375863,1.6190466149767793,16.650058754416158,0.08200021298252103
OR_max_potential_surface,2,14.46957911605963,14.22694824385378,-1.2209979221331997,1.1296967958036472,1.2588562611383423,1.6313850254278206,16.650058754416158,0.13095927591115497
OR_rms_potential_surface,2,14.52421424391443,14.056618939364357,-3.111683302854346,1.0232521563423893,1.2086349224574997,1.5466469084322794,16.650058754416158,0.12767789843011101
OR_max_potential_pair30,2,14.481326403191098,14.259668916812258,-2.3062218613749486,1.0618795279901014,1.2588562611383423,1.556658096778467,16.650058754416158,0.13025373563020248
OR_rms_potential_pair30,2,14.615559217212931,14.411431348616935,-3.4753360788399146,1.032992764080283,1.2307148189963906,1.5433801432917529,16.650058754416158,0.12219173320716414
constant,3,11.107839500755686,11.403721582119582,-1.2070956877725776,1.2286506149567737,1.2286506149567737,1.2286506149567737,11.107839500755686,0.0
inverse_hill0_m1__potential_depth,3,9.483341474900872,8.91035939928899,1.2270796108683,0.9542627719573409,1.3783601504039709,1.755951533790782,11.107839500755686,0.14624788427527213
inverse_hillfloor_m2__mean_surface_R80,3,9.957027797969452,10.0691167203559,1.277986726124419,1.1569993715305178,1.3270523568779893,1.6647578940062808,11.107839500755686,0.10360355879358374
inverse_hill0_m0.5__pair_surface_L30p0kpc,3,9.997423239248812,9.56147000217577,0.6231864238838181,1.0733678124471169,1.2952928741638938,1.842908127613336,11.107839500755686,0.09996689828218441
inverse_hill0_m0.5__pair_count_L30p0kpc,3,10.139146053925977,9.697382013955146,0.5706832048199451,1.0711918210445996,1.3004896447746073,1.8386158005887463,11.107839500755686,0.08720808819427106
inverse_hillfloor_m1__pair_surface_L30p0kpc,3,10.04487923062181,9.611790679402544,0.5699172818217086,1.097763298981418,1.2768947750324802,1.994671510365631,11.107839500755686,0.09569460110236216
inverse_hill0_m0.5__pair_surface_L100p0kpc,3,10.237854909948627,9.795506929906576,0.5266204375423915,1.0690904609524279,1.3037051807675961,1.8360277303979122,11.107839500755686,0.07832167459278394
inverse_hillfloor_m1__pair_surface_L100p0kpc,3,10.19279546661435,9.760449968212034,0.5148102837570182,1.0874713577816695,1.2915241271664055,1.8966129553916296,11.107839500755686,0.0823782189217881
OR_max_potential_surface,3,9.978811555098794,9.911206924163046,3.4044359756040246,1.1716529158423974,1.4094644249134975,1.755951533790782,11.107839500755686,0.10164244321139881
OR_rms_potential_surface,3,9.305736761834916,9.001085211382547,1.3418543009971708,1.087390820442226,1.3707444899150758,1.6925073665029973,11.107839500755686,0.16223701637012033
OR_max_potential_pair30,3,10.011244842602544,9.469120528737465,2.043674466504252,1.0733678124471169,1.3783601504039709,1.842908127613336,11.107839500755686,0.09872258759937425
OR_rms_potential_pair30,3,9.654576012216905,9.120759345277621,0.950277281373654,1.0155628731745803,1.3259320727127266,1.799955021083234,11.107839500755686,0.1308322368575736
