candidate_id,gate_mode,return_length_over_R80,width_over_R80,route_mode,route_fraction_multiplier,equal_cluster_calibration_RMS_arcsec,equal_cluster_heldout_RMS_arcsec,maximum_mass_sheet_R2
K0347,cluster_logistic,0.36,0.23,transverse_arc_0.5,1.0,4.38161133800276,12.060002006141334,0.9736487129490803
K0111,none,0.65,0.18,chord,0.5,4.3838178177270235,6.057563169092162,0.9378054104060716
K0054,none,0.36,0.23,radial_arc_0.5,0.5,4.385606587148896,11.354904398336467,0.915962188615355
K0365,cluster_logistic,0.5,0.18,chord,1.0,4.386382838532456,5.948025749174713,0.9362441792770775
K0018,none,0.25,0.23,radial_arc_0.5,0.5,4.386943007388532,18.524158855046274,0.9056334403382857
K0164,cluster_logistic_soft,0.25,0.23,radial_arc_0.5,1.0,4.390307516341087,18.499708669358082,0.906365808014365
K0200,cluster_logistic_soft,0.36,0.23,radial_arc_0.5,1.0,4.390393434331208,10.968199755179333,0.916393734095486
K0034,none,0.25,0.28,transverse_arc_0.5,0.75,4.392979745672663,7.832272714219484,0.9871556617436212
K0267,cluster_logistic_soft,0.65,0.23,chord,0.5,4.393114894671621,13.503096494139442,0.9482128138255824
K0308,cluster_logistic,0.25,0.23,radial_arc_0.5,1.0,4.3937967122682835,18.474127459819048,0.9070876462485767
K0344,cluster_logistic,0.36,0.23,radial_arc_0.5,1.0,4.395230235573586,10.619447945411737,0.9168201010137508
K0411,cluster_logistic,0.65,0.23,chord,0.5,4.3993181880492855,13.274911497369464,0.9479636783894948
K0257,cluster_logistic_soft,0.65,0.18,chord,1.0,4.399508011523213,6.1002227332446015,0.9373245594199832
K0000,none,0.25,0.18,endpoint,0.5,4.401384908824958,6.571370831760488,0.9401756451392761
K0401,cluster_logistic,0.65,0.18,chord,1.0,4.415276677553136,6.145980807754967,0.9368327175140364
K0146,cluster_logistic_soft,0.25,0.18,endpoint,1.0,4.416928712918874,6.5657194062642645,0.9396719726396414
K0195,cluster_logistic_soft,0.36,0.23,chord,0.5,4.420514104359551,12.076728606522934,0.945384170278778
K0339,cluster_logistic,0.36,0.23,chord,0.5,4.42565631240335,12.186232581462129,0.9451684585124924
K0126,none,0.65,0.23,radial_arc_0.5,0.5,4.429473128381751,15.362746415492147,0.9337912835332434
K0290,cluster_logistic,0.25,0.18,endpoint,1.0,4.432576153656626,6.563596483011406,0.9391568907600472
K0160,cluster_logistic_soft,0.25,0.23,chord,0.75,4.434661960992908,12.322867598106924,0.9468394211617274
K0272,cluster_logistic_soft,0.65,0.23,radial_arc_0.5,1.0,4.435079666759675,15.47527215277184,0.9337997582834691
K0235,cluster_logistic_soft,0.5,0.23,radial_arc_0.5,0.75,4.435226203652467,6.898466998645098,0.928727415795972
