center x (Mpc/h),std x (Mpc/h),center y (Mpc/h),std y (Mpc/h),center z (Mpc/h),std z (Mpc/h),mean radius (Mpc/h),std radius (Mpc/h),center RA [hms],center RA [deg],center Dec [deg],center dist [Mpc/h],redshift near,redshift center,redshift far,redshift near [km/s],redshift center [km/s],redshift far [km/s]
366.436194926593,7.843505053206543,260.7873931556428,4.97474946787463,275.0159124070215,5.416784851293643,36.62790123343034,3.064542939488644,19h12m05.616314s,288.02340130834455,-37.99664528232192,106.37176140817712,0.0233901995533908,0.0357776553822416,0.0482386203055407,7012.205417221535,10725.871248519165,14461.57455192678
262.9507770290885,4.100867398449269,323.01818424484424,3.5656406670022984,370.8647093615773,2.6602651484165563,18.095195311639564,1.8585129350088696,12h50m48.90171024s,192.70375712599684,20.905297823095065,85.09707069049092,0.0224657764137515,0.0285737774771752,0.0346994703110852,6735.070331957013,8566.202984227413,10402.639495858266
493.6431564846254,5.471751995401619,402.2855192479322,4.750359793189258,313.873711594029,3.7107060947575135,21.54824555300575,2.6481224135470143,1h27m53.1801564s,21.971583984986943,-9.159393167833338,167.2699494861197,0.0491676538285859,0.0565368345295881,0.0639324856137485,14740.091795364891,16949.316591164494,19166.477008195325
246.74287717969145,5.792507713465824,426.749105367217,5.664486931098945,363.9110982021044,6.827627639053805,32.62876924082194,2.978590180835144,9h09m33.21818198s,137.38840909157705,10.412995701051193,129.52754832550607,0.0325669420956723,0.0436466926216176,0.0547856662393214,9763.323620405285,13084.94926460523,16424.32954505378
305.01277888898454,4.436062090443218,343.2492803564389,4.9347485454411215,415.8185062020126,4.830607465623952,20.445166402892,1.9634438115792352,11h42m16.8016656s,175.57000694001871,64.70580541000172,83.30533465008719,0.0210702168190369,0.0279681945498492,0.0348887310058211,6316.692090772034,8384.6537899215,10459.37842473594
346.5311089766775,4.355933113469567,421.3787312012879,1.951533465042356,227.9125990448508,5.050966447045536,21.370460395935183,1.929770998399835,5h42m56.48628454s,85.73535951891165,-54.23258815914036,138.75758101831508,0.0395173169196576,0.0467916261415159,0.0540914930980362,11846.993572909154,14027.77661478213,16216.221672750318
304.8926065671313,4.603460436538951,349.25520736751736,4.302060199571824,369.2541669864922,4.476200277686488,20.17780881913213,1.8089927771342176,11h04m44.65212949s,166.18605053952206,38.10271398346914,46.59766348453975,0.0088306438249165,0.015599331192464,0.0223894656741887,2647.360417994249,4676.561841344873,6712.19294777167
270.0958085447104,2.490976493483508,337.8025611253429,3.3893465172722865,328.1298776138586,4.531884010962734,14.344540925986806,1.3021935762867844,12h08m46.59241708s,182.1941350711704,-9.958079967377786,71.53353254805533,0.0191607790820295,0.0239937802389743,0.0288378003530263,5744.257058196614,7193.1543545539525,8645.35505114705
287.95199264173726,5.035684620199373,364.0236167574938,2.532905219579917,436.9211537326595,3.921896993916486,20.60986246142983,2.324200685215134,10h23m32.128499s,155.88386874581624,59.15859314294032,112.3017921041986,0.030804248248508,0.0377900430696053,0.0447992015594522,9234.88129926243,11329.169899762846,13430.462751945624
349.17575593658904,3.607875301783748,437.719728185266,4.450603959631264,257.4932502292272,2.505427682840609,12.181222271268854,2.752243683912269,5h39m36.12259486s,84.90051081192996,-40.37870804008481,128.12909426432375,0.0390283195264518,0.0431706136158416,0.047321154785367,11700.3958424444,12942.224369261445,14186.525308503638
