galaxy,model,radius_kpc,observed_rotation_km_s,source_prediction_km_s,twin_prediction_km_s,pixels
NGC3198,newtonian_thin_sheet,19.018820365132356,153.47394326137487,69.40916328606556,69.57474211013603,470
NGC3198,newtonian_thin_sheet,20.750256514851785,153.69540859177064,70.70302967613922,70.71171209481571,502
NGC3198,newtonian_thin_sheet,22.551398863143877,155.7223923228748,72.63964182817877,72.69529203628635,546
NGC3198,newtonian_thin_sheet,24.300176316860547,150.31238876055986,70.18333579229115,71.04667628916451,582
NGC3198,newtonian_thin_sheet,25.995056492245308,151.22045989377028,71.13109406881524,72.08733017218891,652
NGC3198,newtonian_thin_sheet,27.766634369452138,149.70365268736535,72.46659022668602,72.59761508034377,674
NGC3198,newtonian_thin_sheet,29.476100809551973,150.2628563016667,69.96619839176478,71.39987685073872,710
NGC3198,newtonian_thin_sheet,31.293129314807114,147.7624511964594,68.97298044652656,69.36671296683622,766
NGC3198,newtonian_thin_sheet,33.036917597855975,149.81531139492122,68.59408729981911,70.14813254208397,773
NGC3198,newtonian_thin_sheet,34.77875575385164,150.8025318170092,69.72443845815407,69.43305765569838,733
NGC3198,fixed_simple_mond,1.8113294300729996,64.34070009967601,89.13585402950069,89.07975307421253,38
NGC3198,fixed_simple_mond,3.4932179997643007,99.93063267646254,97.94584274796216,99.91224727792262,82
NGC3198,fixed_simple_mond,5.173777689941951,127.01704575847899,122.40789977372634,122.76690553735881,126
NGC3198,fixed_simple_mond,6.902671725584317,139.88086913298562,137.3478029835813,137.5426996763509,160
NGC3198,fixed_simple_mond,8.609425002105093,144.2650627282758,138.2554543391229,139.3406955100785,210
NGC3198,fixed_simple_mond,10.329318441511761,146.68387077581545,140.88307156533136,141.0910710082362,250
NGC3198,fixed_simple_mond,12.098110858190525,152.58550245856574,146.36194505510824,146.19953629865884,298
NGC3198,fixed_simple_mond,13.758934817192076,154.67525315323005,149.24475974030972,148.3316796025425,326
NGC3198,fixed_simple_mond,15.54962677112026,154.83872610277132,148.06775499151004,148.10323541700131,378
NGC3198,fixed_simple_mond,17.41096461627833,153.8219480269844,141.3781166931098,144.11102157687458,424
NGC3198,fixed_simple_mond,19.018820365132356,153.47394326137487,144.15369082131465,144.26576223206382,470
NGC3198,fixed_simple_mond,20.750256514851785,153.69540859177064,147.64152319516145,147.43628918894797,502
NGC3198,fixed_simple_mond,22.551398863143877,155.7223923228748,153.38464446702415,153.5001254582208,546
NGC3198,fixed_simple_mond,24.300176316860547,150.31238876055986,153.1272086734361,154.3821617951314,582
NGC3198,fixed_simple_mond,25.995056492245308,151.22045989377028,157.0233020022652,158.32036945947604,652
NGC3198,fixed_simple_mond,27.766634369452138,149.70365268736535,161.06920454359698,161.31666178430774,674
NGC3198,fixed_simple_mond,29.476100809551973,150.2628563016667,158.94331729979524,161.99034165106832,710
NGC3198,fixed_simple_mond,31.293129314807114,147.7624511964594,160.59732901781928,161.34638553677573,766
NGC3198,fixed_simple_mond,33.036917597855975,149.81531139492122,162.37607452471553,164.52557604433187,773
NGC3198,fixed_simple_mond,34.77875575385164,150.8025318170092,165.72423404261824,165.51467423167176,733
NGC5055,newtonian_thin_sheet,1.6756686928741522,175.30489617210918,188.1618989853516,188.77426093977283,78
NGC5055,newtonian_thin_sheet,3.1983546088053156,195.75970061550774,188.89071044419026,188.69619592449556,168
NGC5055,newtonian_thin_sheet,4.94505467368722,200.6391557633425,180.686313226618,181.3240328173753,282
NGC5055,newtonian_thin_sheet,6.584137928611632,204.72703422591348,180.56437380239797,180.21652021035823,370
NGC5055,newtonian_thin_sheet,8.273214013882496,213.9506009587064,176.70224500818074,175.39703556013788,466
NGC5055,newtonian_thin_sheet,9.97832143821813,216.61658011199017,168.12674832698156,168.07154885233362,558
NGC5055,newtonian_thin_sheet,11.717809308534951,211.75806087738803,169.8650622517463,168.88990892121885,678
NGC5055,newtonian_thin_sheet,13.388074094692021,206.399668556628,161.27064119898907,159.73965230225508,762
NGC5055,newtonian_thin_sheet,15.17684466341893,207.7321118872745,154.02891794737795,150.96031753911643,853
NGC5055,newtonian_thin_sheet,16.92358704714286,207.96740213733963,145.20483096157156,142.35828538851635,937
NGC5055,newtonian_thin_sheet,18.55663212587482,209.34710401704365,135.64027655113816,133.40775677027202,937
NGC5055,newtonian_thin_sheet,20.335683965341047,212.63090258422753,130.91839987635066,132.03658422954527,802
NGC5055,newtonian_thin_sheet,22.05159241921588,212.81963550206268,117.7627404774482,119.86383010094721,760
NGC5055,newtonian_thin_sheet,23.760994969580086,207.36322509557917,137.38449978587593,140.45990783000198,778
NGC5055,newtonian_thin_sheet,25.561465761856493,198.33488264586762,129.50171180012936,132.13007431773272,867
NGC5055,newtonian_thin_sheet,27.263730957011525,179.99317145224273,124.19875680245612,124.23526123096977,946
NGC5055,newtonian_thin_sheet,29.069090950188045,177.39874402976903,118.07759263618009,118.32078871639895,1084
NGC5055,newtonian_thin_sheet,30.73550670675174,171.7473765175762,114.25839087583861,115.53538757170998,1115
NGC5055,newtonian_thin_sheet,32.49063171069687,165.71430501579584,113.10845600136854,114.4316597771567,1128
NGC5055,newtonian_thin_sheet,34.201472640407964,163.52529769818193,109.28003706655461,110.12251829123625,1044
NGC5055,fixed_simple_mond,1.6756686928741522,175.30489617210918,201.97972335045662,202.55735969456384,78
NGC5055,fixed_simple_mond,3.1983546088053156,195.75970061550774,212.24094635093402,212.05945712777987,168
NGC5055,fixed_simple_mond,4.94505467368722,200.6391557633425,213.77425988833923,214.36608157136536,282
NGC5055,fixed_simple_mond,6.584137928611632,204.72703422591348,221.0013380870837,220.6803703417345,370
NGC5055,fixed_simple_mond,8.273214013882496,213.9506009587064,224.10710327724905,222.90380637815727,466
NGC5055,fixed_simple_mond,9.97832143821813,216.61658011199017,221.77024006875706,221.68364573800875,558
NGC5055,fixed_simple_mond,11.717809308534951,211.75806087738803,228.81674813850748,227.89902354934733,678
NGC5055,fixed_simple_mond,13.388074094692021,206.399668556628,225.86654367931493,224.52257986873494,762
NGC5055,fixed_simple_mond,15.17684466341893,207.7321118872745,223.89330610243675,220.72951902679816,853
NGC5055,fixed_simple_mond,16.92358704714286,207.96740213733963,219.53823706334293,216.61382543034148,937
NGC5055,fixed_simple_mond,18.55663212587482,209.34710401704365,212.5708521700778,210.05333772771368,937
NGC5055,fixed_simple_mond,20.335683965341047,212.63090258422753,211.26635716237698,212.54518765817042,802
NGC5055,fixed_simple_mond,22.05159241921588,212.81963550206268,195.32059360133314,197.8640065093388,760
NGC5055,fixed_simple_mond,23.760994969580086,207.36322509557917,224.4954828184358,227.84503936008434,778
NGC5055,fixed_simple_mond,25.561465761856493,198.33488264586762,219.68943313820458,222.6964447996243,867
NGC5055,fixed_simple_mond,27.263730957011525,179.99317145224273,217.50715442364728,217.85790687886447,946
NGC5055,fixed_simple_mond,29.069090950188045,177.39874402976903,213.53118747921718,213.8525602542014,1084
NGC5055,fixed_simple_mond,30.73550670675174,171.7473765175762,212.23388845288838,213.66458241148933,1115
NGC5055,fixed_simple_mond,32.49063171069687,165.71430501579584,213.5082155837756,214.98460060488316,1128
NGC5055,fixed_simple_mond,34.201472640407964,163.52529769818193,211.74959712538717,212.81764655318253,1044
NGC7793,newtonian_thin_sheet,0.4492640738332469,21.393030407278612,46.31851058076309,47.23262283121283,20
NGC7793,newtonian_thin_sheet,0.8087718600791911,25.900438592806648,47.66355300824448,48.21302959022411,36
NGC7793,newtonian_thin_sheet,1.1446298821901695,37.2949416023425,50.50925426537285,50.95133494646699,48
NGC7793,newtonian_thin_sheet,1.4654389621563872,46.920117730971675,53.36115187825637,54.21975431880302,64
NGC7793,newtonian_thin_sheet,1.827108093671106,50.16773462427665,56.8531363930817,57.62842390350471,84
NGC7793,newtonian_thin_sheet,2.2085073180932153,55.913694996629914,59.827825416400415,60.74664757220663,108
NGC7793,newtonian_thin_sheet,2.561962710158593,64.9652389228487,62.07342948574943,62.322625942079824,112
NGC7793,newtonian_thin_sheet,2.8911368185801676,68.96636319711695,62.563769655473415,62.405692227090924,118
NGC7793,newtonian_thin_sheet,3.2362358619454574,80.40718550899362,62.09780782876758,62.52903309279693,152
NGC7793,newtonian_thin_sheet,3.6064608819490416,83.71984510581727,61.6370782045934,62.39306378676154,168
NGC7793,newtonian_thin_sheet,3.9688998555553843,78.66504263865373,60.35541364175031,60.59656066456079,188
NGC7793,newtonian_thin_sheet,4.325377512190089,85.73575720828916,60.04240309833017,60.02416353693219,188
NGC7793,newtonian_thin_sheet,4.667367197133209,92.54825239204462,58.44537538872551,59.007879727033604,204
NGC7793,newtonian_thin_sheet,5.023469713941198,79.19560540200129,55.749993826852894,56.728417061741915,236
NGC7793,newtonian_thin_sheet,5.3895753903597035,90.44926693089896,54.78559331624234,54.75264524504108,248
NGC7793,newtonian_thin_sheet,5.7480472534842715,96.26283245178566,53.67233162485071,53.39608795605226,260
NGC7793,newtonian_thin_sheet,6.097193288881786,103.78775748895625,54.03782693908181,52.8697277886626,272
NGC7793,newtonian_thin_sheet,6.455656347164158,95.4759926991536,52.60744478034565,52.810310623569805,296
NGC7793,newtonian_thin_sheet,6.809979478471852,88.38428615030014,51.97934202543781,52.53471155059397,312
NGC7793,newtonian_thin_sheet,7.1755981594167615,84.62832067149742,50.65645930850167,51.52264588289895,329
NGC7793,fixed_simple_mond,0.4492640738332469,21.393030407278612,56.84877576733767,57.69047024224432,20
NGC7793,fixed_simple_mond,0.8087718600791911,25.900438592806648,63.03797851794822,63.54944962821257,36
NGC7793,fixed_simple_mond,1.1446298821901695,37.2949416023425,69.24135498663739,69.67083298140831,48
NGC7793,fixed_simple_mond,1.4654389621563872,46.920117730971675,74.83356158996759,75.64109693420461,64
NGC7793,fixed_simple_mond,1.827108093671106,50.16773462427665,80.98730094646075,81.72074170217228,84
NGC7793,fixed_simple_mond,2.2085073180932153,55.913694996629914,86.49686410438656,87.37523930303959,108
NGC7793,fixed_simple_mond,2.561962710158593,64.9652389228487,90.9295645038084,91.16424711617266,112
NGC7793,fixed_simple_mond,2.8911368185801676,68.96636319711695,93.35748262482416,93.20922823038299,118
NGC7793,fixed_simple_mond,3.2362358619454574,80.40718550899362,94.78645979999739,95.21622091138873,152
NGC7793,fixed_simple_mond,3.6064608819490416,83.71984510581727,96.21598667082696,96.9617028355347,168
NGC7793,fixed_simple_mond,3.9688998555553843,78.66504263865373,96.72391113082772,96.96348723688673,188
NGC7793,fixed_simple_mond,4.325377512190089,85.73575720828916,98.00773338319146,97.99247536537824,188
NGC7793,fixed_simple_mond,4.667367197133209,92.54825239204462,97.80774013278437,98.39105403419691,204
NGC7793,fixed_simple_mond,5.023469713941198,79.19560540200129,96.450482909652,97.46253558888569,236
NGC7793,fixed_simple_mond,5.3895753903597035,90.44926693089896,96.80990989775583,96.76668620842597,248
NGC7793,fixed_simple_mond,5.7480472534842715,96.26283245178566,96.42943914657835,96.62143137745002,260
NGC7793,fixed_simple_mond,6.097193288881786,103.78775748895625,98.46510015049233,97.2239382171954,272
NGC7793,fixed_simple_mond,6.455656347164158,95.4759926991536,98.05685674744903,98.30217588848129,296
NGC7793,fixed_simple_mond,6.809979478471852,88.38428615030014,98.44077926093317,99.07482399283326,312
NGC7793,fixed_simple_mond,7.1755981594167615,84.62832067149742,97.80464388802265,98.8821265073194,329
