model,parameter,value,near_bound
power_p1,center_x_arcsec,-1.1158203346049211,False
power_p1,center_y_arcsec,-0.09058679108087289,False
power_p1,external_shear_gamma1,0.041516950124266365,False
power_p1,external_shear_gamma2,0.01409324145702676,False
power_p2,axis_ratio_q,0.7014353911701526,False
power_p2,position_angle_phi_radian,0.4055714897329999,False
power_p2,center_x_arcsec,-0.6481973732222617,False
power_p2,center_y_arcsec,-0.1542227376178216,False
power_p2,external_shear_gamma1,0.05038902055926214,False
power_p2,external_shear_gamma2,0.01791059226534071,False
carrier_uniform,axis_ratio_q,0.7169662458624989,False
carrier_uniform,position_angle_phi_radian,0.13140597555131006,False
carrier_uniform,center_x_arcsec,1.9939800118580306,False
carrier_uniform,center_y_arcsec,-2.9998979166920474,True
carrier_uniform,external_shear_gamma1,0.17292192621936953,False
carrier_uniform,external_shear_gamma2,-0.13383531828701287,False
carrier_path_normalized,axis_ratio_q,0.6616786709680607,False
carrier_path_normalized,position_angle_phi_radian,0.170423201900871,False
carrier_path_normalized,center_x_arcsec,2.5063216516267177,False
carrier_path_normalized,center_y_arcsec,-2.9999999999378772,True
carrier_path_normalized,external_shear_gamma1,0.1893753233881568,False
carrier_path_normalized,external_shear_gamma2,-0.15928322839166406,False
carrier_potential_gradient_normalized,axis_ratio_q,0.5504553718941504,True
carrier_potential_gradient_normalized,position_angle_phi_radian,0.4361602463257578,False
carrier_potential_gradient_normalized,center_x_arcsec,-1.7447073965708608,False
carrier_potential_gradient_normalized,center_y_arcsec,0.8295105019366932,False
carrier_potential_gradient_normalized,external_shear_gamma1,-0.07228270104439913,False
carrier_potential_gradient_normalized,external_shear_gamma2,-0.10489377654169277,False
carrier_mass_growth_normalized,axis_ratio_q,0.7817658955328606,False
carrier_mass_growth_normalized,position_angle_phi_radian,0.3738146997915055,False
carrier_mass_growth_normalized,center_x_arcsec,-0.1861152036674719,False
carrier_mass_growth_normalized,center_y_arcsec,-0.8155693734692341,False
carrier_mass_growth_normalized,external_shear_gamma1,0.012974196859820012,False
carrier_mass_growth_normalized,external_shear_gamma2,-0.04950828806706637,False
radial_eta_-0.50,axis_ratio_q,0.8118628076911076,False
radial_eta_-0.50,position_angle_phi_radian,1.5707963267948963,True
radial_eta_-0.50,center_x_arcsec,-0.6892177951527387,False
radial_eta_-0.50,center_y_arcsec,1.372406175633254,False
radial_eta_-0.50,external_shear_gamma1,0.17163247226424677,False
radial_eta_-0.50,external_shear_gamma2,0.24999945098926676,True
radial_eta_-0.25,axis_ratio_q,0.626351919633013,False
radial_eta_-0.25,position_angle_phi_radian,0.216655920019653,False
radial_eta_-0.25,center_x_arcsec,2.892380439332584,False
radial_eta_-0.25,center_y_arcsec,-2.9999999999999982,True
radial_eta_-0.25,external_shear_gamma1,0.17501177117370642,False
radial_eta_-0.25,external_shear_gamma2,-0.16243612311884514,False
radial_eta_+0.25,axis_ratio_q,0.5500005867930686,True
radial_eta_+0.25,position_angle_phi_radian,0.3985609662591415,False
radial_eta_+0.25,center_x_arcsec,-2.348570729060238,False
radial_eta_+0.25,center_y_arcsec,-0.30369395267123195,False
radial_eta_+0.25,external_shear_gamma1,0.10477035244354704,False
radial_eta_+0.25,external_shear_gamma2,0.07948103723230396,False
radial_eta_+0.50,axis_ratio_q,0.6682380732395663,False
radial_eta_+0.50,position_angle_phi_radian,0.4883689886036455,False
radial_eta_+0.50,center_x_arcsec,-0.8680950160938653,False
radial_eta_+0.50,center_y_arcsec,0.9086262036833,False
radial_eta_+0.50,external_shear_gamma1,-0.0968465227604641,False
radial_eta_+0.50,external_shear_gamma2,-0.10232218883744998,False
