system,system_label,raw_group,variant_id,parameter,direction,training_images,training_RMS_arcsec,training_roots_converged,training_all_roots,heldout_images,heldout_RMS_arcsec,heldout_roots_converged,heldout_all_roots
MACS J1115.9+0129,MACS1115,four_cluster,screen_exponent_high,screen_exponent,high,4,1.1540398596563832,4,True,2,24.62679641193974,2,True
MACS J1115.9+0129,MACS1115,four_cluster,screen_scale_low,screen_scale,low,4,1.4734379803583897,4,True,2,25.67467381839916,2,True
MACS J1115.9+0129,MACS1115,four_cluster,screen_scale_high,screen_scale,high,4,0.9230314517160315,4,True,2,24.57951237300112,2,True
MACS J1115.9+0129,MACS1115,four_cluster,invariant_power_low,invariant_power,low,4,0.5335203449529479,4,True,2,24.871640149005177,2,True
MACS J1115.9+0129,MACS1115,four_cluster,invariant_power_high,invariant_power,high,4,0.5110621937737752,4,True,2,24.54299145277961,2,True
MACS J1115.9+0129,MACS1115,four_cluster,invariant_scale_low,invariant_scale,low,4,4.510912684240533,4,True,2,25.457598730174595,2,True
MACS J1115.9+0129,MACS1115,four_cluster,invariant_scale_high,invariant_scale,high,4,3.9088861768862877,4,True,2,28.20709203673069,2,True
MACS J1115.9+0129,MACS1115,four_cluster,secondary_path_ratio_power_low,secondary_path_ratio_power,low,4,0.34539467819498976,4,True,2,24.757579485285177,2,True
MACS J1115.9+0129,MACS1115,four_cluster,secondary_path_ratio_power_high,secondary_path_ratio_power,high,4,0.3177240978650075,4,True,2,24.557374196003426,2,True
MACS J1115.9+0129,MACS1115,four_cluster,photon_extra_multiplier_low,photon_extra_multiplier,low,4,4.544071020070599,4,True,2,28.636635061683506,2,True
MACS J1115.9+0129,MACS1115,four_cluster,photon_extra_multiplier_high,photon_extra_multiplier,high,4,4.0183588879409715,4,True,2,25.504494022398067,2,True
MACS J1115.9+0129,MACS1115,four_cluster,mass_radius_delta_low,mass_radius_delta,low,4,6.079078557318489,4,True,2,24.5340172821211,2,True
MACS J1115.9+0129,MACS1115,four_cluster,mass_radius_delta_high,mass_radius_delta,high,4,7.351527968482857,4,True,2,30.5952779608531,2,True
MACS J1115.9+0129,MACS1115,four_cluster,extent_leak_low,extent_leak,low,4,0.7883411873499524,4,True,2,24.563186838329923,2,True
MACS J1115.9+0129,MACS1115,four_cluster,extent_leak_high,extent_leak,high,4,0.8105035473865462,4,True,2,25.07298004800425,2,True
MACS J1931.8-2635,MACS1931,four_cluster,baseline,none,baseline,15,inf,11,False,4,inf,3,False
MACS J1931.8-2635,MACS1931,four_cluster,universal_q_low,universal_q,low,15,inf,11,False,4,11.147306531770717,4,True
MACS J1931.8-2635,MACS1931,four_cluster,universal_q_high,universal_q,high,15,inf,11,False,4,17.801648799932178,4,True
MACS J1931.8-2635,MACS1931,four_cluster,alpha_low,alpha,low,15,inf,11,False,4,7.690289608014744,4,True
MACS J1931.8-2635,MACS1931,four_cluster,alpha_high,alpha,high,15,inf,11,False,4,inf,3,False
MACS J1931.8-2635,MACS1931,four_cluster,apogee_ratio_low,apogee_ratio,low,15,inf,11,False,4,inf,3,False
MACS J1931.8-2635,MACS1931,four_cluster,apogee_ratio_high,apogee_ratio,high,15,inf,11,False,4,inf,3,False
MACS J1931.8-2635,MACS1931,four_cluster,screen_exponent_low,screen_exponent,low,15,inf,11,False,4,19.608636530595472,4,True
MACS J1931.8-2635,MACS1931,four_cluster,screen_exponent_high,screen_exponent,high,15,inf,11,False,4,inf,3,False
MACS J1931.8-2635,MACS1931,four_cluster,screen_scale_low,screen_scale,low,15,inf,11,False,4,19.77607569482621,4,True
MACS J1931.8-2635,MACS1931,four_cluster,screen_scale_high,screen_scale,high,15,inf,11,False,4,inf,3,False
MACS J1931.8-2635,MACS1931,four_cluster,invariant_power_low,invariant_power,low,15,inf,11,False,4,11.188218321118098,4,True
MACS J1931.8-2635,MACS1931,four_cluster,invariant_power_high,invariant_power,high,15,inf,11,False,4,17.826274481203537,4,True
MACS J1931.8-2635,MACS1931,four_cluster,invariant_scale_low,invariant_scale,low,15,inf,8,False,4,inf,3,False
MACS J1931.8-2635,MACS1931,four_cluster,invariant_scale_high,invariant_scale,high,15,inf,11,False,4,19.048853927643755,4,True
MACS J1931.8-2635,MACS1931,four_cluster,secondary_path_ratio_power_low,secondary_path_ratio_power,low,15,inf,11,False,4,8.577871421011658,4,True
MACS J1931.8-2635,MACS1931,four_cluster,secondary_path_ratio_power_high,secondary_path_ratio_power,high,15,inf,11,False,4,inf,3,False
MACS J1931.8-2635,MACS1931,four_cluster,photon_extra_multiplier_low,photon_extra_multiplier,low,15,inf,11,False,4,18.888225515112683,4,True
MACS J1931.8-2635,MACS1931,four_cluster,photon_extra_multiplier_high,photon_extra_multiplier,high,15,inf,10,False,4,17.740053184680395,4,True
MACS J1931.8-2635,MACS1931,four_cluster,mass_radius_delta_low,mass_radius_delta,low,15,inf,9,False,4,inf,2,False
MACS J1931.8-2635,MACS1931,four_cluster,mass_radius_delta_high,mass_radius_delta,high,15,inf,12,False,4,inf,2,False
MACS J1931.8-2635,MACS1931,four_cluster,extent_leak_low,extent_leak,low,15,inf,11,False,4,inf,2,False
MACS J1931.8-2635,MACS1931,four_cluster,extent_leak_high,extent_leak,high,15,inf,11,False,4,8.287575573258719,4,True
