variant_id,parameter,direction,concept,changed_value,universal_q,galaxy_outer_RMSE_km_s,galaxy_equal_RMSE_km_s,cluster_RMSE_dex,cluster_equal_system_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted,maximum_dynamic_fraction_limb_to_Saturn,maximum_lensing_fraction_limb_to_Saturn,Earth_orbit_fractional_change,Saturn_orbit_fractional_change,Mercury_precession_mas_per_century,Cassini_proxy_pass,Earth_proxy_pass,Mercury_proxy_pass,all_solar_proxies_pass
screen_scale_high,screen_scale,high,screen transition location,1.2,1.2300686115098052,12.994145631558213,13.017525082801914,0.20334942980130305,0.19727735888802725,0.05935000309450628,0.920706767736333,1.3677922790295827e-08,2.3936364883017696e-08,3.8972290746471423e-11,1.3677922790295827e-08,-2.075795337925739,True,True,True,True
invariant_power_low,invariant_power,low,potential-depth response curvature,1.08,1.2300686115098052,12.772893995617501,12.806655262415001,0.1874344774896873,0.18645656630223667,0.006712165741447232,1.0265016491762982,1.1400444949024972e-08,1.9950778660793702e-08,3.2526217337366754e-11,1.1400444949024972e-08,-1.7340773565865009,True,True,True,True
invariant_power_high,invariant_power,high,potential-depth response curvature,1.32,1.2300686115098052,12.444191571886947,12.477737417701285,0.21935662922389787,0.21084783704587404,0.0818493896387809,0.8726701305406784,1.1397382876564591e-08,1.9945420033988033e-08,3.245084053450298e-11,1.1397382876564591e-08,-1.727474176231991,True,True,True,True
invariant_scale_low,invariant_scale,low,potential-depth transition,1.6e-06,1.2300686115098052,12.89876324110974,12.907531454433018,0.23569548674573526,0.22371830255590106,0.12229031388686123,0.7925462504806688,1.1398734624214878e-08,1.9947785592376037e-08,3.2493892088043605e-11,1.1398734624214878e-08,-1.731426957187242,True,True,True,True
invariant_scale_high,invariant_scale,high,potential-depth transition,2.4e-06,1.2300686115098052,12.408917679033356,12.454589812937636,0.18903895777914975,0.1907652019427247,-0.016021623252781184,1.0882980830980338,1.1397976371716636e-08,1.9946458650504114e-08,3.246604026448845e-11,1.1397976371716636e-08,-1.7288070736893808,True,True,True,True
secondary_path_ratio_power_low,secondary_path_ratio_power,low,path-history contribution,0.2,1.2300686115098052,12.625738519479286,12.6748647892293,0.20364708204282506,0.20107925013743916,0.021785158915333936,0.9980428240475574,1.139827227017669e-08,1.9946976472809207e-08,3.2476909086838177e-11,1.139827227017669e-08,-1.729829450133022,True,True,True,True
secondary_path_ratio_power_high,secondary_path_ratio_power,high,path-history contribution,0.3,1.2300686115098052,12.523720225818648,12.548697599295682,0.19836332908729942,0.19182995586278662,0.06559076169522865,0.9062911351247658,1.139827227017669e-08,1.9946976472809207e-08,3.2476909086838177e-11,1.139827227017669e-08,-1.729829450133022,True,True,True,True
photon_extra_multiplier_low,photon_extra_multiplier,low,lensing-to-matter response ratio,1.5,1.2300686115098052,12.57091168672948,12.608152310051063,0.19155121688156038,0.19327826435993825,-0.01324432439016284,1.0839365578564997,1.139827227017669e-08,1.7097408405265033e-08,3.2476909086838177e-11,1.139827227017669e-08,-1.729829450133022,True,True,True,True
photon_extra_multiplier_high,photon_extra_multiplier,high,lensing-to-matter response ratio,2.0,1.2300686115098052,12.57091168672948,12.608152310051063,0.21797409980871763,0.20863098587120216,0.09352517467081148,0.850200447049342,1.139827227017669e-08,2.279654454035338e-08,3.2476909086838177e-11,1.139827227017669e-08,-1.729829450133022,True,True,True,True
mass_radius_delta_low,mass_radius_delta,low,baryonic-mass dependence of transition radius,-0.05,1.2300686115098052,14.223421215731795,14.187983089173489,0.2567851336371352,0.24234455105360278,0.15460973216195453,0.7365604316696562,4.807177961624297e-09,8.412561432842521e-09,1.3695725234303275e-11,4.807177961624297e-09,-0.729473942725025,True,True,True,True
mass_radius_delta_high,mass_radius_delta,high,baryonic-mass dependence of transition radius,0.05,1.2300686115098052,12.521905891952823,12.318806683891394,0.1942421084330064,0.20025567539553804,-0.06448721954643823,1.2075832699526348,2.702201308334636e-08,4.728852289585613e-08,7.701053824918731e-11,2.702201308334636e-08,-4.101926565491602,True,True,False,False
extent_leak_low,extent_leak,low,concentration leaking into scalar amplitude,-0.05,1.2300686115098052,12.638935008825232,12.677008145305887,0.20251950451826373,0.19686842534111554,0.05488509214105742,0.9220940125949928,1.1604750632270925e-08,2.0308313606474117e-08,3.306522447667838e-11,1.1604750632270925e-08,-1.7611651072483876,True,True,True,True
extent_leak_high,extent_leak,high,concentration leaking into scalar amplitude,0.05,1.2300686115098052,12.952648010022507,12.89096827651243,0.19624682638516294,0.19300247087362798,0.03206052059815214,0.968872516789222,1.1195467689222962e-08,1.9592068456140182e-08,3.189906134097744e-11,1.1195467689222962e-08,-1.699051334955553,True,True,True,True
