stage,closure,lambda,fold,fit_images,validation_images,fit_RMS_arcsec,fit_roots,validation_RMS_arcsec,validation_roots,optimizer_cost
stage1,difference_tensor,5.0,0,12,3,0.4053125958599244,12,4.433098833675704,3,25.011667429988766
stage1,difference_tensor,5.0,1,11,4,0.4079470265996859,11,2.559863636404029,4,23.04323635947399
stage1,difference_tensor,5.0,2,12,3,0.40532524820516835,12,inf,2,25.814637490197693
stage1,difference_tensor,5.0,3,13,2,0.4271877702973396,13,1.1113367865118684,2,31.024732595634035
stage1,difference_tensor,5.0,4,12,3,0.2706447015235751,12,3.092154366918518,3,13.127900159667506
stage1,perpendicular_difference_tensor,0.5,0,12,3,0.40503869428179357,12,4.309276026328874,3,25.098321172395593
stage1,perpendicular_difference_tensor,0.5,1,11,4,0.4077005992416878,11,2.4892172920227082,4,23.021129048600685
stage1,perpendicular_difference_tensor,0.5,2,12,3,0.40427153931037,12,1.2258815136591497,3,25.578992280593763
stage1,perpendicular_difference_tensor,0.5,3,13,2,0.41317467641240374,13,1.1150436242754846,2,29.210238340291728
stage1,perpendicular_difference_tensor,0.5,4,12,3,0.266165876067234,12,2.8971883057567753,3,12.643712606757965
stage1,perpendicular_difference_tensor,2.0,0,12,3,0.40401824779449846,12,4.379520265093419,3,24.998313256891002
stage1,perpendicular_difference_tensor,2.0,1,11,4,0.40724102006751806,11,2.5495597374897208,4,22.99543461360314
stage1,perpendicular_difference_tensor,2.0,2,12,3,0.402154489086532,12,1.5317765909386036,3,25.968828692629792
stage1,perpendicular_difference_tensor,2.0,3,13,2,0.4193680830713521,13,1.1179349855759448,2,30.00786094162242
stage1,perpendicular_difference_tensor,2.0,4,12,3,0.26691826312250827,12,2.863848149782773,3,12.642250090436757
stage1,perpendicular_difference_tensor,5.0,0,12,3,0.39811983309763804,12,4.662658037893842,3,24.006872734007743
stage1,perpendicular_difference_tensor,5.0,1,11,4,0.40657887546692356,11,2.711635647526478,4,22.98373568880496
stage1,perpendicular_difference_tensor,5.0,2,12,3,0.40218384607404256,12,1.9649380695730616,3,27.165418525643773
stage1,perpendicular_difference_tensor,5.0,3,13,2,0.4318314849569074,13,1.1289173235309085,2,31.7930993946783
stage1,perpendicular_difference_tensor,5.0,4,12,3,0.2621340522421769,12,2.9984823594664416,3,12.514729240225925
stage1,isotropic_control,0.5,0,12,3,0.4065672417877268,12,4.22368967668784,3,24.923582561034884
stage1,isotropic_control,0.5,1,11,4,0.40770286342855516,11,2.4965164521131187,4,23.02063627347093
stage1,isotropic_control,0.5,2,12,3,0.40628040702324736,12,1.2213073921418707,3,25.83028120002916
stage1,isotropic_control,0.5,3,13,2,0.4147257827767541,13,1.1148315482045723,2,29.416128951156697
stage1,isotropic_control,0.5,4,12,3,0.26640490980326614,12,2.921124080239798,3,12.6840393786376
stage1,isotropic_control,2.0,0,12,3,0.4001076138119654,12,4.871927463173055,3,24.38938768514246
stage1,isotropic_control,2.0,1,11,4,0.4072096337108741,11,2.57240571415059,4,22.995683159539393
stage1,isotropic_control,2.0,2,12,3,0.41126414663569977,12,inf,2,26.226620228539197
stage1,isotropic_control,2.0,3,13,2,0.42535598428277377,13,1.1178749833860917,2,30.86925181147747
stage1,isotropic_control,2.0,4,12,3,0.2668284332240125,12,2.9916737835296017,3,12.772315657435348
stage1,isotropic_control,5.0,0,12,3,0.3998570153350099,12,4.564507990081033,3,24.52636343546688
stage1,isotropic_control,5.0,1,11,4,0.4065035380703182,11,2.758304615809715,4,22.985743863865267
stage1,isotropic_control,5.0,2,12,3,0.4137734946896299,12,1.4693080932404923,3,27.056088009765258
stage1,isotropic_control,5.0,3,13,2,0.44719642971983165,13,1.127398747216011,2,34.036039711306216
stage1,isotropic_control,5.0,4,12,3,0.26730702188253264,12,3.1643667407771936,3,13.013731278810091
stage1,gas_minus_star_flux,0.5,0,12,3,0.40677592509059823,12,4.346383945785664,3,25.419789735164297
stage1,gas_minus_star_flux,0.5,1,11,4,0.4078158077048863,11,2.482809638389364,4,23.025211612518067
stage1,gas_minus_star_flux,0.5,2,12,3,0.4038270474244758,12,1.231401364626057,3,25.56227537172899
stage1,gas_minus_star_flux,0.5,3,13,2,0.40801000556749684,13,1.1118207083214866,2,28.47810533637948
stage1,gas_minus_star_flux,0.5,4,12,3,0.2654634194168883,12,2.865312819015997,3,12.609987281668973
stage1,gas_minus_star_flux,2.0,0,12,3,0.40574964162328103,12,4.0656433805409495,3,25.02532255398998
stage1,gas_minus_star_flux,2.0,1,11,4,0.4075625888265057,11,2.5013828609397324,4,23.008013754205496
stage1,gas_minus_star_flux,2.0,2,12,3,0.4024057400847115,12,1.239253202667915,3,25.39773345807503
stage1,gas_minus_star_flux,2.0,3,13,2,0.39755465761485176,13,1.1156637461842132,2,27.04361828996788
stage1,gas_minus_star_flux,2.0,4,12,3,0.2636099492075296,12,2.7085959308630514,3,12.389596846682869
stage1,gas_minus_star_flux,5.0,0,12,3,0.4059245877600422,12,3.627644160729624,3,25.043598144213465
stage1,gas_minus_star_flux,5.0,1,11,4,0.4070233720227505,11,2.536273545380219,4,22.98470724354241
stage1,gas_minus_star_flux,5.0,2,12,3,0.3965282889862118,12,1.6681163119120015,3,25.924126437456394
stage1,gas_minus_star_flux,5.0,3,13,2,0.37760244062025833,13,1.1117503909582684,2,24.540130679898358
stage1,gas_minus_star_flux,5.0,4,12,3,0.2589063379768112,12,2.4566651952367784,3,11.986196479918272
stage1,star_minus_gas_flux,0.5,0,12,3,0.4069416813085492,12,4.277535659509478,3,25.2433165298673
stage1,star_minus_gas_flux,0.5,1,11,4,0.40800429612939676,11,2.4712423236248906,4,23.03844112771872
stage1,star_minus_gas_flux,0.5,2,12,3,0.4048680633740319,12,1.2072303561281303,3,25.5754237067181
stage1,star_minus_gas_flux,0.5,3,13,2,0.4147873341875651,13,1.1162846537908324,2,29.343465554239966
stage1,star_minus_gas_flux,0.5,4,12,3,0.26721890862102354,12,2.9534577986744193,3,12.747901969686787
stage1,star_minus_gas_flux,2.0,0,12,3,0.4055189732376466,12,4.549809101379746,3,24.839222641256843
stage1,star_minus_gas_flux,2.0,1,11,4,0.40826039528630204,11,2.4568926956772867,4,23.060725454593612
stage1,star_minus_gas_flux,2.0,2,12,3,0.40515002797193816,12,inf,2,25.748727209926557
stage1,star_minus_gas_flux,2.0,3,13,2,0.42596299688254624,13,1.116136352430766,2,30.871030615173485
stage1,star_minus_gas_flux,2.0,4,12,3,0.26956571833193727,12,3.105560393911139,3,13.037924462006652
stage1,star_minus_gas_flux,5.0,0,12,3,0.4071756255868464,12,4.786621876539593,3,25.289876276774507
stage1,star_minus_gas_flux,5.0,1,11,4,0.4077527064252551,11,2.3753809586969243,4,23.173523997655522
stage1,star_minus_gas_flux,5.0,2,12,3,0.4127633708534941,12,inf,2,26.18755785550741
stage1,star_minus_gas_flux,5.0,3,13,2,0.4474734172899521,13,1.1244056592100777,2,34.00148503591736
stage1,star_minus_gas_flux,5.0,4,12,3,0.2754912129091495,12,3.380516801687687,3,13.591308232599664
stage1,perpendicular_cw_flux,0.5,0,12,3,0.4061252628564105,12,4.300673282268718,3,25.166344394142833
stage1,perpendicular_cw_flux,0.5,1,11,4,0.4078246733566131,11,2.459574376340664,4,23.02365899744827
stage1,perpendicular_cw_flux,0.5,2,12,3,0.4047527341784903,12,1.1990812596176108,3,25.585547547842506
stage1,perpendicular_cw_flux,0.5,3,13,2,0.41006068020626096,13,1.114992057317437,2,28.788116609556436
stage1,perpendicular_cw_flux,0.5,4,12,3,0.26453872063649064,12,2.953182740887641,3,12.620294440873453
stage1,perpendicular_cw_flux,2.0,0,12,3,0.4022691737178814,12,4.344914698619069,3,24.36868823969279
stage1,perpendicular_cw_flux,2.0,1,11,4,0.40763222664519844,11,2.417997092953263,4,23.01138271113116
stage1,perpendicular_cw_flux,2.0,2,12,3,0.4004754959841263,12,1.4138251861571476,3,25.479249337525058
stage1,perpendicular_cw_flux,2.0,3,13,2,0.406825540337551,13,1.1157550183453964,2,28.328714317484636
stage1,perpendicular_cw_flux,2.0,4,12,3,0.2627535023832888,12,2.8916036299177033,3,12.370416275679593
stage1,perpendicular_cw_flux,5.0,0,12,3,0.40517896576389745,12,3.971383466746817,3,25.021311081850158
stage1,perpendicular_cw_flux,5.0,1,11,4,0.4073555450692228,11,2.360671031497899,4,23.01137974912499
stage1,perpendicular_cw_flux,5.0,2,12,3,0.39602098791169565,12,1.6947528669780796,3,25.799954310117734
stage1,perpendicular_cw_flux,5.0,3,13,2,0.4004819252551322,13,1.1181452905259366,2,27.453503336398175
stage1,perpendicular_cw_flux,5.0,4,12,3,0.2595556356575162,12,2.7677029088899383,3,11.99394520022277
stage1,perpendicular_ccw_flux,0.5,0,12,3,0.4064989881131976,12,4.332926154526855,3,25.21256464256999
stage1,perpendicular_ccw_flux,0.5,1,11,4,0.4079934806765468,11,2.4956496672500923,4,23.040614832935727
stage1,perpendicular_ccw_flux,0.5,2,12,3,0.40430135935934225,12,1.2146720699073772,3,25.591576379017784
stage1,perpendicular_ccw_flux,0.5,3,13,2,0.4123028343893046,13,1.1202458625170235,2,29.050866996194067
stage1,perpendicular_ccw_flux,0.5,4,12,3,0.26708768770951524,12,2.914455309740083,3,12.745484407977266
stage1,perpendicular_ccw_flux,2.0,0,12,3,0.403908997339291,12,4.574984723958255,3,24.61655799348758
stage1,perpendicular_ccw_flux,2.0,1,11,4,0.4082356977271747,11,2.568274584626423,4,23.074178058329093
stage1,perpendicular_ccw_flux,2.0,2,12,3,0.40399475849101135,12,1.204977465437584,3,25.5301894363078
stage1,perpendicular_ccw_flux,2.0,3,13,2,0.4158039507332882,13,1.1170476458535592,2,29.53155618422238
stage1,perpendicular_ccw_flux,2.0,4,12,3,0.27911673726076675,12,2.6999407527808748,3,13.325646344674608
stage1,perpendicular_ccw_flux,5.0,0,12,3,0.407851616983165,12,4.407939327218218,3,25.24830269245087
stage1,perpendicular_ccw_flux,5.0,1,11,4,0.4081442069469102,11,2.5270014570863584,4,23.105244892712193
stage1,perpendicular_ccw_flux,5.0,2,12,3,0.4024855486934577,12,inf,2,25.24707538288627
stage1,perpendicular_ccw_flux,5.0,3,13,2,0.4228637899042244,13,1.1121603495667023,2,30.506939400808417
stage1,perpendicular_ccw_flux,5.0,4,12,3,0.274690551139464,12,2.991478251702035,3,13.425876019240564
stage2,gas_minus_star_flux,5.0,0,12,3,0.4006356638204787,12,4.1529432652372815,3,24.575073488439266
stage2,gas_minus_star_flux,5.0,1,11,4,0.4070233720227505,11,2.536273545380219,4,22.98470724354241
stage2,gas_minus_star_flux,5.0,2,12,3,0.40057831328840676,12,1.3092869296039198,3,25.350280651409204
stage2,gas_minus_star_flux,5.0,3,13,2,0.3776106720572665,13,1.1117961366377414,2,24.539869970146515
stage2,gas_minus_star_flux,5.0,4,12,3,0.2589063379768112,12,2.4566651952367784,3,11.986196479918272
stage2,perpendicular_cw_flux,5.0,0,12,3,0.40268151211463665,12,4.1345801240960975,3,24.42712943002752
stage2,perpendicular_cw_flux,5.0,1,11,4,0.4073555450692228,11,2.360671031497899,4,23.01137974912499
stage2,perpendicular_cw_flux,5.0,2,12,3,0.3724442677193781,12,inf,2,24.88746882152945
stage2,perpendicular_cw_flux,5.0,3,13,2,0.4004819252551322,13,1.1181452905259366,2,27.453503336398175
stage2,perpendicular_cw_flux,5.0,4,12,3,0.25807273004754255,12,2.8252553832987557,3,11.957059739641682
stage2,isotropic_control,0.5,0,12,3,0.4065672417877268,12,4.22368967668784,3,24.923582561034884
stage2,isotropic_control,0.5,1,11,4,0.40770286342855516,11,2.4965164521131187,4,23.02063627347093
stage2,isotropic_control,0.5,2,12,3,0.4003056514513224,12,1.4721602667968634,3,25.6601239981317
stage2,isotropic_control,0.5,3,13,2,0.4151987449110949,13,1.1125611759653746,2,29.40941045296334
stage2,isotropic_control,0.5,4,12,3,0.26640490980326614,12,2.921124080239798,3,12.6840393786376
