cluster,bin,k_min_per_unit,k_max_per_unit,k_geometric_per_unit,wavelength_geometric_unit,modes,best_real_transfer,coherence,source_power,target_power,imaginary_cross_fraction
PLCKG287,8,0.04220698738981096,0.049078333303063826,0.04551316946593979,138.0520271584616,28,3.2411886858344827,0.3498906989509974,2.413589783252742,72.46690099204784,7.982978940243171e-18
PLCKG287,9,0.049078333303063826,0.05706834220506568,0.052922765609834846,118.72367656485355,32,2.8097467811478984,0.15603120649764018,1.092264127168136,55.265050165446596,1.3565838566829946e-16
PLCKG287,10,0.05706834220506568,0.06635913371229275,0.06153865249682376,102.10144441339344,48,3.5592315690343512,0.31668274540260477,1.1843692459860717,47.37783487844948,7.160381100623781e-17
PLCKG287,11,0.06635913371229275,0.07716247672347949,0.07155721564220517,87.80645321076048,64,3.5643253681315525,0.3673210326432306,1.5002263532560396,51.887850100724265,8.045403034672215e-17
PLCKG287,12,0.07716247672347949,0.08972461635674667,0.08320681234821216,75.51287124045909,76,3.861970200363948,0.26905015136221794,0.9564690352077073,53.02192740134036,9.768182336442952e-17
PLCKG287,13,0.08972461635674667,0.10433188671762408,0.09675297674756253,64.9404857441544,112,3.4052300437877197,0.23144550333639496,0.8848480646533357,44.33154536636708,1.1744790151172075e-16
PLCKG287,14,0.10433188671762408,0.12131723743214042,0.11250447223406355,55.84831591501119,148,4.330946846037545,0.3549833883895921,1.0424303894692044,55.08137086347718,5.533027523990005e-17
PLCKG287,15,0.12131723743214042,0.1410678227069782,0.13082032923585524,48.029120121320496,200,5.249648421474278,0.30282452837632595,0.6497545680393221,59.131477362487416,6.102839402200433e-18
PLCKG287,16,0.1410678227069782,0.16403382589731907,0.152118028746202,41.304672161263866,280,5.547844066237319,0.3052677945074341,0.48282785544688733,48.68103691539335,5.180881743715728e-17
PLCKG287,17,0.16403382589731907,0.19073872072444603,0.176883018142475,35.52169887851321,376,7.326994264661209,0.2054522359775049,0.23698934575950495,61.925518709524226,4.3957021647709517e-17
PLCKG287,18,0.19073872072444603,0.2217912030313305,0.2056797761913695,30.54838654303842,500,12.44363431490766,0.22285439731764262,0.09373139318915133,65.12659071940361,2.837020606737546e-16
PLCKG287,19,0.2217912030313305,0.2578990650417017,0.2391646794496511,26.271376365598837,684,8.802342019855184,0.040137052634436135,0.02891653457756479,55.820952854425045,8.51914057463242e-17
PLCKG287,20,0.2578990650417017,0.2998853283643912,0.2781009633296875,22.593180663422935,928,-0.13234993588853777,1.9700976814902485e-05,0.06623667879631934,58.892265155454275,1.8081537747767807e-14
PLCKG287,21,0.2998853283643912,0.34870700346927197,0.3233761188435929,19.429960782659307,1264,-0.7776138159984759,0.0017189024608633857,0.17062261573446327,60.02239197063704,2.5332112216225955e-15
