name,type_standard,distance_mpc_standard,n_points_standard,ape_standard,rms_standard,chi2_reduced_standard,success_standard,mean_v_obs_standard,mean_v_bar_standard,type_bulge_gated,distance_mpc_bulge_gated,n_points_bulge_gated,ape_bulge_gated,rms_bulge_gated,chi2_reduced_bulge_gated,success_bulge_gated,mean_v_obs_bulge_gated,mean_v_bar_bulge_gated,ape_improvement,ape_improvement_pct
UGC03580,bulge_dominated,20.7,47,68.57741245715718,66.04845546570962,321.09825676983195,0,91.70212765957449,100.23718794374606,bulge_dominated,20.7,47,67.1885649726756,64.97033734399969,307.9288155795331,0,91.70212765957449,100.23718794374606,1.3888474844815875,2.0252258502014073
NGC3917,disk_dominated,18.0,17,45.12087901332335,43.6961249012428,122.271000348446,0,114.8529411764706,92.15590027977174,disk_dominated,18.0,17,45.12087901332335,43.6961249012428,122.271000348446,0,114.8529411764706,92.15590027977174,0.0,0.0
NGC2683,disk_dominated,9.81,11,76.32877092744552,139.034720084602,380.043676898255,0,177.63636363636363,160.102075720077,disk_dominated,9.81,11,76.21780567426018,138.81843184041472,378.3776254041586,0,177.63636363636363,160.102075720077,0.11096525318534134,0.14537801648977108
NGC2998,disk_dominated,68.1,13,104.096768312606,190.7645860060585,1306.8910637803235,0,187.07692307692307,160.2473577364806,disk_dominated,68.1,13,104.096768312606,190.7645860060585,1306.8910637803235,0,187.07692307692307,160.2473577364806,0.0,0.0
KK98-251,disk_dominated,6.8,15,35.52813757623635,11.807991228412172,34.8571642125647,0,21.58333333333333,14.872982918606205,disk_dominated,6.8,15,35.52813757623635,11.807991228412172,34.8571642125647,0,21.58333333333333,14.872982918606205,0.0,0.0
ESO079-G014,disk_dominated,28.7,15,34.727388609362606,31.71532996343895,94.9611799686579,0,119.38666666666668,97.46179261058562,disk_dominated,28.7,15,34.727388609362606,31.71532996343895,94.9611799686579,0,119.38666666666668,97.46179261058562,0.0,0.0
UGC04278,disk_dominated,9.51,25,40.02054470915853,30.22077824880955,33.35635222712571,0,56.8812,33.54725454064668,disk_dominated,9.51,25,40.02054470915853,30.22077824880955,33.35635222712571,0,56.8812,33.54725454064668,0.0,0.0
NGC3726,disk_dominated,18.0,12,104.31397691766269,162.48665245299023,1064.2262343237592,0,151.83333333333334,150.34645833104912,disk_dominated,18.0,12,104.31397691766269,162.48665245299023,1064.2262343237592,0,151.83333333333334,150.34645833104912,0.0,0.0
F574-1,disk_dominated,96.8,14,34.95636734512576,19.09697818003532,18.152822740392185,0,80.74285714285715,46.7815112736699,disk_dominated,96.8,14,34.95636734512576,19.09697818003532,18.152822740392185,0,80.74285714285715,46.7815112736699,0.0,0.0
UGC07866,disk_dominated,4.57,7,24.331534361658928,9.183561080466026,5.091355463579638,0,24.77142857142857,17.766687293951854,disk_dominated,4.57,7,24.331534361658928,9.183561080466026,5.091355463579638,0,24.77142857142857,17.766687293951854,0.0,0.0
UGC06923,disk_dominated,18.0,6,24.91601692000786,16.52841507550632,7.329240099641519,0,67.7,58.58991197162438,disk_dominated,18.0,6,24.91601692000786,16.52841507550632,7.329240099641519,0,67.7,58.58991197162438,0.0,0.0
UGC11820,disk_dominated,18.1,10,67.25404304881775,30.59888234172547,160.97968789551584,0,51.205000000000005,27.71653541436219,disk_dominated,18.1,10,67.25404304881775,30.59888234172547,160.97968789551584,0,51.205000000000005,27.71653541436219,0.0,0.0
UGC05999,disk_dominated,47.7,5,16.16249148514351,12.693602769193296,6.445102050482869,0,83.24,49.18298036521337,disk_dominated,47.7,5,16.16249148514351,12.693602769193296,6.445102050482869,0,83.24,49.18298036521337,0.0,0.0
IC2574,disk_dominated,3.91,33,22.58787788809462,13.012442708646716,16.887325059757128,0,43.47647058823529,26.93669775505945,disk_dominated,3.91,33,22.58787788809462,13.012442708646716,16.887325059757128,0,43.47647058823529,26.93669775505945,0.0,0.0
NGC3741,disk_dominated,3.21,21,55.18595840972008,25.6628648557576,118.22934217474052,0,36.180952380952384,13.60795220924306,disk_dominated,3.21,21,55.18595840972008,25.6628648557576,118.22934217474052,0,36.180952380952384,13.60795220924306,0.0,0.0
