candidate_id,fraction_max,length_over_R80,width_over_R80,shape_gate,outer_RMSE_km_s,outer_equal_galaxy_RMSE_km_s,outer_mean_residual_km_s,solar_activation,solar_effective_route_fraction,solar_maximum_absolute_interior_force_change,galaxy_equal_RMSE_ratio_to_fixed_RAR,cluster_equal_JS
F0.2_L0.75_W0.35_H,0.2,0.75,0.35,H,10.529708549014968,11.051095676618033,2.84375684934354,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0312285360198858,0.08061658853298863
F0.2_L0.75_W0.35_H2,0.2,0.75,0.35,H2,10.498462466113144,11.017759688310258,2.753995906774027,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0281178017157628,0.08291637446668498
F0.2_L0.75_W0.5_sqrt_H,0.2,0.75,0.5,sqrt_H,10.483454960902666,10.987138895956619,2.752285804964016,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0252604348270276,0.08351985122501818
F0.2_L0.75_W0.5_H,0.2,0.75,0.5,H,10.469693574263356,10.977023656054852,2.713427719865787,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0243165352951957,0.08468805247840117
F0.2_L0.75_W0.5_H2,0.2,0.75,0.5,H2,10.454490858995344,10.961087720080714,2.662797970001271,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0228294798569295,0.08649992102173691
F0.2_L0.75_W0.75_sqrt_H,0.2,0.75,0.75,sqrt_H,10.327645421124894,10.803244160587889,2.361457961778727,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0081003717631185,0.08774529882800486
F0.2_L0.75_W0.75_H,0.2,0.75,0.75,H,10.340945474890926,10.81701960956996,2.419441820332781,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0093858222290713,0.08851418178169072
F0.2_L0.75_W0.75_H2,0.2,0.75,0.75,H2,10.362177843800293,10.839408401619622,2.4616821067087735,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0114750233295084,0.0897104742629139
F0.2_L0.75_W1_sqrt_H,0.2,0.75,1.0,sqrt_H,10.179234116048686,10.630809938039878,1.953211391551367,4.938730118393774e-50,9.513001566417444e-51,0.0,0.992009741830908,0.08952165525837652
F0.2_L0.75_W1_H,0.2,0.75,1.0,H,10.218312487881763,10.667071403570576,2.118118730293566,4.938730118393774e-50,9.161990697326582e-51,0.0,0.995393465862207,0.09010098218810794
F0.2_L0.75_W1_H2,0.2,0.75,1.0,H2,10.27557540412416,10.726150567473342,2.2615617642283654,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0009064142144353,0.0909981896174328
F0.2_L1_W0.2_sqrt_H,0.2,1.0,0.2,sqrt_H,10.642562953887609,11.16424090544239,3.0886810992821148,4.938730118393774e-50,9.513001566417444e-51,0.0,1.041786637414759,0.07726491794215906
F0.2_L1_W0.2_H,0.2,1.0,0.2,H,10.603879695635479,11.13256258967206,2.966625568923636,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0388305881549078,0.07858165955816444
F0.2_L1_W0.2_H2,0.2,1.0,0.2,H2,10.552548306670394,11.078739380357803,2.838895316804159,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0338080970853145,0.08093496034942015
F0.2_L1_W0.25_sqrt_H,0.2,1.0,0.25,sqrt_H,10.630268416624,11.151688242244905,3.0714085720905477,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0406152907111301,0.0779375960706982
F0.2_L1_W0.25_H,0.2,1.0,0.25,H,10.593367696749294,11.121587773804949,2.953751788148481,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0378064776385474,0.07939378607316644
F0.2_L1_W0.25_H2,0.2,1.0,0.25,H2,10.544825980431652,11.070603272111478,2.829748630020774,4.938730118393774e-50,8.498345883010039e-51,0.0,1.033048879425702,0.08182808219547075
F0.2_L1_W0.35_sqrt_H,0.2,1.0,0.35,sqrt_H,10.598680385120879,11.118313989412838,3.014071379361929,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0375009857683553,0.08045711419360964
F0.2_L1_W0.35_H,0.2,1.0,0.35,H,10.566452469550176,11.092387599023072,2.9109340075679,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0350816751055685,0.08190143250202056
F0.2_L1_W0.35_H2,0.2,1.0,0.35,H2,10.525100194284462,11.048770715473829,2.7998707649614967,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0310115832084001,0.08415835531421453
F0.2_L1_W0.5_sqrt_H,0.2,1.0,0.5,sqrt_H,10.529514906619745,11.039331780877152,2.857457852870722,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0301307928333505,0.08427805671535205
F0.2_L1_W0.5_H,0.2,1.0,0.5,H,10.508060799232725,11.022976042892305,2.792566978210199,4.938730118393774e-50,9.161990697326582e-51,0.0,1.028604563739766,0.08545018842888148
F0.2_L1_W0.5_H2,0.2,1.0,0.5,H2,10.48229248961893,10.99595540879651,2.717391125091762,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0260831441668732,0.08721735982176768
F0.2_L1_W0.75_sqrt_H,0.2,1.0,0.75,sqrt_H,10.368130464810488,10.851100934741327,2.46599296347509,4.938730118393774e-50,9.513001566417444e-51,0.0,1.012566107342017,0.0880308598352381
F0.2_L1_W0.75_H,0.2,1.0,0.75,H,10.374966505242643,10.859237726465306,2.49815638547309,4.938730118393774e-50,9.161990697326582e-51,0.0,1.013325388780071,0.08880691766739655
F0.2_L1_W0.75_H2,0.2,1.0,0.75,H2,10.386774311359956,10.871626083540487,2.5157128774479993,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0144814033241638,0.08997540163403162
F0.2_L1_W1_sqrt_H,0.2,1.0,1.0,sqrt_H,10.209753847517808,10.667681566705971,2.0440385657710247,4.938730118393774e-50,9.513001566417444e-51,0.0,0.9954504029891,0.08969236809890298
F0.2_L1_W1_H,0.2,1.0,1.0,H,10.244535588189349,10.700000087647943,2.18609965215211,4.938730118393774e-50,9.161990697326582e-51,0.0,0.9984661927363404,0.09026608211032162
F0.2_L1_W1_H2,0.2,1.0,1.0,H2,10.294651845947923,10.751472031607024,2.307695257120046,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0032692764276097,0.09113085531548443
F0.2_L1.25_W0.2_sqrt_H,0.2,1.25,0.2,sqrt_H,10.656905028675281,11.179341522947107,3.1221443208834594,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0431957454469456,0.0838765751048877
F0.2_L1.25_W0.2_H,0.2,1.25,0.2,H,10.615772022800645,11.146062234447866,2.987559278427996,4.938730118393774e-50,9.161990697326582e-51,0.0,1.040090302062588,0.0846949056264226
F0.2_L1.25_W0.2_H2,0.2,1.25,0.2,H2,10.56098894046639,11.088595581533264,2.850452614407554,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0347278245228748,0.08618307991386322
F0.2_L1.25_W0.25_sqrt_H,0.2,1.25,0.25,sqrt_H,10.64823418396817,11.17034553813902,3.1089904281729903,4.938730118393774e-50,9.513001566417444e-51,0.0,1.042356288752771,0.08378781829695758
F0.2_L1.25_W0.25_H,0.2,1.25,0.25,H,10.608401568687466,11.138321219650733,2.9784649607927864,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0393679523888408,0.08477408236355757
F0.2_L1.25_W0.25_H2,0.2,1.25,0.25,H2,10.555572099392364,11.08290127924583,2.8443970786977686,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0341964630015055,0.08641382348186386
F0.2_L1.25_W0.35_sqrt_H,0.2,1.25,0.35,sqrt_H,10.619915660846937,11.140364151368672,3.05879901502934,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0395585877381606,0.08457755347812115
F0.2_L1.25_W0.35_H,0.2,1.25,0.35,H,10.58418920215058,11.112111495013078,2.941790225970313,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0369222025049845,0.08566548784878594
F0.2_L1.25_W0.35_H2,0.2,1.25,0.35,H2,10.537751292695578,11.063351089688984,2.819221140403637,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0323721449478418,0.08733469191421193
F0.2_L1.25_W0.5_sqrt_H,0.2,1.25,0.5,sqrt_H,10.552776213556255,11.064339490742253,2.9098228561981387,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0324643771934932,0.08641419339142593
F0.2_L1.25_W0.5_H,0.2,1.25,0.5,H,10.527286044254453,11.045058559964305,2.8296674714667183,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0306651849141872,0.08739527668767066
F0.2_L1.25_W0.5_H2,0.2,1.25,0.5,H2,10.495901847938535,11.012359901714962,2.741228025398206,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0276139228074235,0.08884753163633372
F0.2_L1.25_W0.75_sqrt_H,0.2,1.25,0.75,sqrt_H,10.390153273375152,10.875527050501367,2.519788722274466,4.938730118393774e-50,9.513001566417444e-51,0.0,1.0148454204828101,0.0887428814477012
F0.2_L1.25_W0.75_H,0.2,1.25,0.75,H,10.393186934946671,10.880608357057207,2.5365088500029422,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0153195805547146,0.0894569539163281
F0.2_L1.25_W0.75_H2,0.2,1.25,0.75,H2,10.399604111954206,10.88753834066931,2.540331482832267,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0159662491805297,0.09051470145892418
F0.2_L1.25_W1_sqrt_H,0.2,1.25,1.0,sqrt_H,10.226934451606423,10.687092914001783,2.0917892368968007,4.938730118393774e-50,9.513001566417444e-51,0.0,0.9972617650331719,0.09000032355245012
F0.2_L1.25_W1_H,0.2,1.25,1.0,H,10.259082974886068,10.717157959877577,2.2199418097280166,4.938730118393774e-50,9.161990697326582e-51,0.0,1.0000672726634663,0.09054784021140479
F0.2_L1.25_W1_H2,0.2,1.25,1.0,H2,10.304977051518097,10.764333260136398,2.3291526329264465,4.938730118393774e-50,8.498345883010039e-51,0.0,1.0044694167807355,0.09135773221512733
F0.3_L0.25_W0.2_sqrt_H,0.3,0.25,0.2,sqrt_H,10.481685075837675,10.996870879122197,2.75175715203772,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0261685709110941,0.08343491771076172
F0.3_L0.25_W0.2_H,0.3,0.25,0.2,H,10.467032629716892,10.980892668954858,2.720492595673978,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0246775706735392,0.0832333796801675
F0.3_L0.25_W0.2_H2,0.3,0.25,0.2,H2,10.452497942354329,10.963594763037634,2.673975505106229,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0230634235593328,0.08405524005204566
F0.3_L0.25_W0.25_sqrt_H,0.3,0.25,0.25,sqrt_H,10.451277722577384,10.957276229189468,2.68420557117761,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0224738121216341,0.08239582405850704
F0.3_L0.25_W0.25_H,0.3,0.25,0.25,H,10.441491893178128,10.946741466279184,2.6678182048228445,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0214907649694613,0.0826713671122156
F0.3_L0.25_W0.25_H2,0.3,0.25,0.25,H2,10.433481200255425,10.937150848009573,2.6358690825687763,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0205958202936478,0.08394350380447074
F0.3_L0.25_W0.35_sqrt_H,0.3,0.25,0.35,sqrt_H,10.384724546345735,10.870713708828113,2.5285142796637627,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0143962654458507,0.08190786193998231
F0.3_L0.25_W0.35_H,0.3,0.25,0.35,H,10.385198688669231,10.87171976934827,2.5473595774172604,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0144901455775324,0.0827452488195928
F0.3_L0.25_W0.35_H2,0.3,0.25,0.35,H2,10.391703542125239,10.879071791768045,2.550152805297117,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0151761965844721,0.08452781198840807
F0.3_L0.25_W0.5_sqrt_H,0.3,0.25,0.5,sqrt_H,10.275156063831373,10.732787319165851,2.2465801583605893,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0015257200219376,0.08324554144585407
F0.3_L0.25_W0.5_H,0.3,0.25,0.5,H,10.292273601819248,10.751056819363784,2.332702040223221,4.938730118393774e-50,1.374298604598987e-50,0.0,1.003230531064592,0.08431961618924633
F0.3_L0.25_W0.5_H2,0.3,0.25,0.5,H2,10.323621096670095,10.78592574803029,2.401460299914181,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0064843110800363,0.08624450028129213
F0.3_L0.25_W0.75_sqrt_H,0.3,0.25,0.75,sqrt_H,10.092773649057943,10.51429843674309,1.7111294238340284,4.938730118393774e-50,1.4269502349626162e-50,0.0,0.9811375180779293,0.08630976581476625
F0.3_L0.25_W0.75_H,0.3,0.25,0.75,H,10.136781602865929,10.557367169844408,1.934872537809006,4.938730118393774e-50,1.374298604598987e-50,0.0,0.9851564595371255,0.08719762536952705
F0.3_L0.25_W0.75_H2,0.3,0.25,0.75,H2,10.211321830318516,10.636765700182002,2.135612897634368,4.938730118393774e-50,1.2747518824515055e-50,0.0,0.9925655013731676,0.08875807208040168
F0.3_L0.25_W1_sqrt_H,0.3,0.25,1.0,sqrt_H,9.948620206993636,10.345148798579217,1.180925357384115,4.938730118393774e-50,1.4269502349626162e-50,0.0,0.9653533878128111,0.08827266502496292
F0.3_L0.25_W1_H,0.3,0.25,1.0,H,10.008110091603829,10.401706297731973,1.5499856057369534,4.938730118393774e-50,1.374298604598987e-50,0.0,0.9706310280359108,0.08896488580627412
F0.3_L0.25_W1_H2,0.3,0.25,1.0,H2,10.117286547490576,10.515208816507755,1.8867282895256436,4.938730118393774e-50,1.2747518824515055e-50,0.0,0.9812224697985016,0.09018089012457386
F0.3_L0.5_W0.2_sqrt_H,0.3,0.5,0.2,sqrt_H,10.623291630277713,11.15755643583489,3.075552699831189,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0411628788292644,0.07540244322692813
F0.3_L0.5_W0.2_H,0.3,0.5,0.2,H,10.584696649314601,11.122291137646554,2.971185157607398,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0378721117517513,0.075718723392308
F0.3_L0.5_W0.2_H2,0.3,0.5,0.2,H2,10.538759943438697,11.072114661608301,2.852476776477258,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.033189914127036,0.07725411822573479
F0.3_L0.5_W0.25_sqrt_H,0.3,0.5,0.25,sqrt_H,10.602220875892487,11.131582919011326,3.0301740746649575,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0387391705823146,0.07557065713834851
F0.3_L0.5_W0.25_H,0.3,0.5,0.25,H,10.567679634215086,11.100414820651936,2.9369086103593265,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0358307320543882,0.07624522198982667
F0.3_L0.5_W0.25_H2,0.3,0.5,0.25,H2,10.526552654035013,11.055610196531424,2.8284873860762727,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0316498066248423,0.07813481289524893
F0.3_L0.5_W0.35_sqrt_H,0.3,0.5,0.35,sqrt_H,10.542285929630898,11.057743364738075,2.8996368171024915,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0318488623557127,0.07740023240964247
F0.3_L0.5_W0.35_H,0.3,0.5,0.35,H,10.517844430071067,11.036919615098343,2.8369063571169497,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0299057025565572,0.07845331970208261
F0.3_L0.5_W0.35_H2,0.3,0.5,0.35,H2,10.490039784135163,11.00705317812617,2.7576924798585125,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0271187280360028,0.08063983212586859
F0.3_L0.5_W0.5_sqrt_H,0.3,0.5,0.5,sqrt_H,10.42281792611844,10.9117419045948,2.623225419746663,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0182247949866396,0.0812836343947165
F0.3_L0.5_W0.5_H,0.3,0.5,0.5,H,10.417521553911593,10.909758490795749,2.625456011082374,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0180397135279167,0.08238606229459866
F0.3_L0.5_W0.5_H2,0.3,0.5,0.5,H2,10.416420440324748,10.909342921711698,2.6093185174884748,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0180009348664425,0.08443334361604005
F0.3_L0.5_W0.75_sqrt_H,0.3,0.5,0.75,sqrt_H,10.203947346183124,10.651032270030667,2.052235867401378,4.938730118393774e-50,1.4269502349626162e-50,0.0,0.9938967805847115,0.08596929246868465
F0.3_L0.5_W0.75_H,0.3,0.5,0.75,H,10.233968119900544,10.681161881223355,2.1969937609659698,4.938730118393774e-50,1.374298604598987e-50,0.0,0.9967083131015119,0.08680372764755462
F0.3_L0.5_W0.75_H2,0.3,0.5,0.75,H2,10.283915530902162,10.73430064464514,2.317890643671183,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0016669353786944,0.08832461571764287
F0.3_L0.5_W1_sqrt_H,0.3,0.5,1.0,sqrt_H,10.022348115337648,10.437992703201996,1.4726136373039342,4.938730118393774e-50,1.4269502349626162e-50,0.0,0.9740170793275893,0.08822262540811784
F0.3_L0.5_W1_H,0.3,0.5,1.0,H,10.07700711402,10.489754493868263,1.7718281842299113,4.938730118393774e-50,1.374298604598987e-50,0.0,0.9788472099474409,0.08888482307977434
F0.3_L0.5_W1_H2,0.3,0.5,1.0,H2,10.17043773625414,10.586650205185734,2.038281449493234,4.938730118393774e-50,1.2747518824515055e-50,0.0,0.9878889941697905,0.09006546546695057
F0.3_L0.75_W0.2_sqrt_H,0.3,0.75,0.2,sqrt_H,10.734734110750532,11.268265800507745,3.262945348604354,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0514936785432543,0.07030854130031901
F0.3_L0.75_W0.2_H,0.3,0.75,0.2,H,10.676780764756762,11.21932990021152,3.1126165073045966,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0469272447435667,0.07164590864961676
F0.3_L0.75_W0.2_H2,0.3,0.75,0.2,H2,10.60522007334813,11.144580232634526,2.9508067985755515,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.039952009661086,0.0743709620488308
F0.3_L0.75_W0.25_sqrt_H,0.3,0.75,0.25,sqrt_H,10.715580652730416,11.248913719447568,3.232635187471761,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0496878469040578,0.07096982597032825
F0.3_L0.75_W0.25_H,0.3,0.75,0.25,H,10.661197391302672,11.202932814310977,3.090064127678873,4.938730118393774e-50,1.374298604598987e-50,0.0,1.045397157285905,0.07259893774036152
F0.3_L0.75_W0.25_H2,0.3,0.75,0.25,H2,10.594126934382261,11.132459160986322,2.9351235241333296,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0388209367488122,0.07557264908926595
F0.3_L0.75_W0.35_sqrt_H,0.3,0.75,0.35,sqrt_H,10.659927308377629,11.187936236072494,3.131699036098616,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.043997757635887,0.07416709477877723
F0.3_L0.75_W0.35_H,0.3,0.75,0.35,H,10.615256504302508,11.150669896537599,3.0139117857288005,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0405202641921643,0.0759503814760947
F0.3_L0.75_W0.35_H2,0.3,0.75,0.35,H2,10.560958158290601,11.093273386711088,2.8818288886331245,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0351643320264265,0.07891693335806385
F0.3_L0.75_W0.5_sqrt_H,0.3,0.75,0.5,sqrt_H,10.538998558500639,11.047394311784075,2.879464983200665,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0308831446532114,0.07981789189726585
F0.3_L0.75_W0.5_H,0.3,0.75,0.5,H,10.514531610563303,11.028723657243093,2.8223229384191133,4.938730118393774e-50,1.374298604598987e-50,0.0,1.029140900054826,0.08130700518161213
F0.3_L0.75_W0.5_H2,0.3,0.75,0.5,H2,10.487462620327303,11.000483747023951,2.747909352198157,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.026505704222232,0.08371351029336296
F0.3_L0.75_W0.75_sqrt_H,0.3,0.75,0.75,sqrt_H,10.294742582906624,10.760987651805683,2.297341459474079,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0041572226886801,0.08576089046958982
F0.3_L0.75_W0.75_H,0.3,0.75,0.75,H,10.311898995213607,10.779344906036407,2.3849303130465387,4.938730118393774e-50,1.374298604598987e-50,0.0,1.005870222463512,0.0866866430708062
F0.3_L0.75_W0.75_H2,0.3,0.75,0.75,H2,10.341500544094469,10.810629501450043,2.449023233035775,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.008789531867071,0.08824772515039728
F0.3_L0.75_W1_sqrt_H,0.3,0.75,1.0,sqrt_H,10.083176835114863,10.513850424084126,1.6835043640162597,4.938730118393774e-50,1.4269502349626162e-50,0.0,0.9810957119573471,0.08828807525709179
F0.3_L0.75_W1_H,0.3,0.75,1.0,H,10.132111228819314,10.560074303439796,1.932398651617555,4.938730118393774e-50,1.374298604598987e-50,0.0,0.9854090746167586,0.08895711683304137
F0.3_L0.75_W1_H2,0.3,0.75,1.0,H2,10.212198458443886,10.642711829153258,2.1488755121960286,4.938730118393774e-50,1.2747518824515055e-50,0.0,0.993120361999973,0.09010665676209548
F0.3_L1_W0.2_sqrt_H,0.3,1.0,0.2,sqrt_H,10.816898806087586,11.351228508467871,3.369545692282022,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.059235310176666,0.07235860369898021
F0.3_L1_W0.2_H,0.3,1.0,0.2,H,10.745645652650506,11.292333788613687,3.1901039102231405,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0537395731464427,0.07376433829354151
F0.3_L1_W0.2_H2,0.3,1.0,0.2,H2,10.655533304235405,11.19881724844879,3.00314310858041,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.045013114917334,0.07655977204272066
F0.3_L1_W0.25_sqrt_H,0.3,1.0,0.25,sqrt_H,10.794816330711626,11.328925128963927,3.345177830799255,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0571540793134848,0.07265395289040719
F0.3_L1_W0.25_H,0.3,1.0,0.25,H,10.727092181181497,11.273053382072263,3.1720985514964037,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0519404297860564,0.0743982556954667
F0.3_L1_W0.25_H2,0.3,1.0,0.25,H2,10.64194622763365,11.184517627275525,2.990415095908547,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.043678751534765,0.07747825549013584
F0.3_L1_W0.35_sqrt_H,0.3,1.0,0.35,sqrt_H,10.737524541624962,11.269547885597074,3.262953636718377,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0516133157962844,0.07554818800279417
F0.3_L1_W0.35_H,0.3,1.0,0.35,H,10.679298702850133,11.221877751162117,3.111010803945031,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0471649964274417,0.07742407627953106
F0.3_L1_W0.35_H2,0.3,1.0,0.35,H2,10.607209435635975,11.146448990153083,2.947932755216137,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.040126392015237,0.08043758760548445
F0.3_L1_W0.5_sqrt_H,0.3,1.0,0.5,sqrt_H,10.616453345844032,11.134196885039936,3.0341548204509112,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0389830917680294,0.08070200708721098
F0.3_L1_W0.5_H,0.3,1.0,0.5,H,10.578694813102413,11.10453075893407,2.9384691118793635,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0362148091751766,0.08224760635058286
F0.3_L1_W0.5_H2,0.3,1.0,0.5,H2,10.533957733525426,11.05779043152642,2.8278910321384045,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0318532543740846,0.08465010079377829
F0.3_L1_W0.75_sqrt_H,0.3,1.0,0.75,sqrt_H,10.357133573102693,10.834456012104841,2.4532638654863637,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0110128930992965,0.08608131110199416
F0.3_L1_W0.75_H,0.3,1.0,0.75,H,10.36492215896027,10.84454546171919,2.5021631592706273,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0119543860208595,0.08705212238476595
F0.3_L1_W0.75_H2,0.3,1.0,0.75,H2,10.380192061590744,10.860607483168318,2.5293770693735187,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.013453207074373,0.08860515120465422
F0.3_L1_W1_sqrt_H,0.3,1.0,1.0,sqrt_H,10.12565458839626,10.565577463506555,1.8202205826698061,4.938730118393774e-50,1.4269502349626162e-50,0.0,0.9859225997788956,0.08846994630723107
F0.3_L1_W1_H,0.3,1.0,1.0,H,10.17011255281115,10.607614113100544,2.0345751147432334,4.938730118393774e-50,1.374298604598987e-50,0.0,0.9898452327818574,0.08915844422501133
F0.3_L1_W1_H2,0.3,1.0,1.0,H2,10.240530913354405,10.679962742322502,2.2181033690864216,4.938730118393774e-50,1.2747518824515055e-50,0.0,0.9965964159386064,0.09028417160085134
F0.3_L1.25_W0.2_sqrt_H,0.3,1.25,0.2,sqrt_H,10.843677541603213,11.378953487340961,3.417899273821674,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0618224553983813,0.08092682433709562
F0.3_L1.25_W0.2_H,0.3,1.25,0.2,H,10.766897358858529,11.31626204678057,3.2200641900695284,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0559724289067227,0.08175596569299236
F0.3_L1.25_W0.2_H2,0.3,1.25,0.2,H2,10.670342194073566,11.216129104463866,3.0194502003539916,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.046628563779295,0.08351698307399999
F0.3_L1.25_W0.25_sqrt_H,0.3,1.25,0.25,sqrt_H,10.827786207917926,11.362831003388438,3.3993420437128843,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0603179923107489,0.08038366728101125
F0.3_L1.25_W0.25_H,0.3,1.25,0.25,H,10.753762519692984,11.302582172780829,3.207399877505886,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0546958969816993,0.08156086194786402
F0.3_L1.25_W0.25_H2,0.3,1.25,0.25,H2,10.660759766136977,11.206054810355411,3.0111084969949644,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.045688485087652,0.08366040583483511
F0.3_L1.25_W0.35_sqrt_H,0.3,1.25,0.35,sqrt_H,10.77551944878029,11.308810696259934,3.3277826036774836,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0552771091381115,0.08113091545801263
F0.3_L1.25_W0.35_H,0.3,1.25,0.35,H,10.710293395055135,11.25618523842398,3.155462638373765,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0503663857646481,0.08255733822143907
F0.3_L1.25_W0.35_H2,0.3,1.25,0.35,H2,10.629118272923758,11.17161002813436,2.9756346896140324,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0424742841267018,0.08481703867466776
F0.3_L1.25_W0.5_sqrt_H,0.3,1.25,0.5,sqrt_H,10.65594512433926,11.176517003253895,3.1110251460117566,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0429321765309374,0.08364341821386542
F0.3_L1.25_W0.5_H,0.3,1.25,0.5,H,10.610961490011716,11.141388869448718,2.992750025540042,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0396542088925187,0.08494714868542813
F0.3_L1.25_W0.5_H2,0.3,1.25,0.5,H2,10.55670508820389,11.084988805847546,2.862660847636365,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0343912597044191,0.08693944345655812
F0.3_L1.25_W0.75_sqrt_H,0.3,1.25,0.75,sqrt_H,10.391363604235973,10.872473317128975,2.533366823470604,4.938730118393774e-50,1.4269502349626162e-50,0.0,1.0145604625847737,0.08704066487077813
F0.3_L1.25_W0.75_H,0.3,1.25,0.75,H,10.393483260521153,10.87791615230944,2.559158416568314,4.938730118393774e-50,1.374298604598987e-50,0.0,1.0150683585544762,0.08794705576726188
F0.3_L1.25_W0.75_H2,0.3,1.25,0.75,H2,10.400420824102598,10.885489550906337,2.565896533397453,4.938730118393774e-50,1.2747518824515055e-50,0.0,1.0157750671901002,0.08936614813578778
