galaxy,sigma_v,rms_gr,rms_combined,delta_rms,improvement_pct
NGC3893,27.375,33.81205976768977,69.78684227827367,35.9747825105839,-106.3963058084997
NGC3917,20.55,26.009308864899815,23.962236242914404,-2.0470726219854107,7.870538323869053
NGC3949,23.55,32.027021331325585,90.95144801296829,58.9244266816427,-183.98347467926655
NGC3953,32.925,18.26639069797791,101.13558132305705,82.86919062507914,-453.670306275956
NGC3972,16.95,21.173242996045843,23.256768954901577,2.083525958855734,-9.840372394747645
NGC3992,37.2,51.50181558835592,45.53111087684509,-5.970704711510827,11.593192673504014
NGC4010,17.775,17.706376631874576,35.540312693859576,17.833936061985,-100.72041520838766
NGC4013,26.7,39.2720830188511,67.58230497152152,28.310221952670425,-72.08739587121254
NGC4051,22.95,29.682131008832762,101.73325690212324,72.05112589329048,-242.74242934865296
NGC4068,3.9675,6.0332781675934655,6.241593922956964,0.20831575536349867,-3.4527788969257984
NGC4085,19.05,33.53583468853068,81.58904309682036,48.053208408289684,-143.28913788665585
NGC4088,25.875,50.78967092195533,137.14271779733585,86.35304687538053,-170.02088280523174
NGC4100,25.725,29.35765118897049,50.94775954433713,21.59010835536664,-73.54167476272056
NGC4138,24.3,31.520891576041766,63.287963658035736,31.76707208199397,-100.78100743235106
NGC4157,27.675,40.01023827592091,100.06473403659426,60.05449576067335,-150.09782082906398
NGC4183,16.5,33.263626959210285,17.46632997976539,-15.797296979444894,47.491204127608874
NGC4214,12.015,33.48453104145477,19.09297233397372,-14.391558707481053,42.97972305380029
NGC4217,27.675,64.40844387153237,128.44145599008777,64.0330121185554,-99.41710786597206
NGC4389,11.4525,57.39781645079807,115.63542601913488,58.237609568336815,-101.46310986979552
NGC4559,18.3,23.931662308749097,45.40255245019673,21.470890141447633,-89.71750421866082
NGC5005,39.6,57.02955192190641,147.972471207079,90.9429192851726,-159.46630513545952
NGC5033,29.625,61.16313286997931,78.10684441751326,16.94371154753395,-27.702491276162917
NGC5055,26.925,58.26922066188828,126.11380673394733,67.84458607205904,-116.43297319133985
NGC5371,31.95,35.62745617971017,141.49723024476825,105.86977406505807,-297.1578255013078
NGC5585,13.4625,24.178154775922287,14.274849550181615,-9.903305225740672,40.95972301245601
NGC5907,32.325,43.258327077427516,55.98571391071509,12.727386833287575,-29.42181931933473
NGC5985,43.725,80.13943130227766,20.973400810965913,-59.166030491311744,73.82886243370457
NGC6015,23.175,43.27900492409794,28.343783567483552,-14.935221356614388,34.509160695370774
NGC6195,37.725,43.84749983065521,139.67886554492216,95.83136571426695,-218.55605469953875
NGC6503,17.25,41.67287570412551,26.859464874145814,-14.813410829979695,35.54688890479714
NGC6674,36.3,77.68970787051921,38.868093457654716,-38.8216144128645,49.970086742462925
NGC6946,23.55,27.29685221130175,90.70855266490588,63.411700453604126,-232.30407653872157
NGC7331,35.775,70.71859232887839,154.29122291480655,83.57263058592817,-118.17632087085642
NGC7793,16.2,11.486837363798388,24.58012494240448,13.093287578606093,-113.98513937239636
NGC7814,32.1,53.457344257273526,74.11484078770462,20.657496530431096,-38.64295321333774
PGC51017,2.8575,4.522399935416963,11.553239209296013,7.03083927387905,-155.466994832044
UGC00128,19.575,65.11324314929104,19.600900223407546,-45.51234292588349,69.89721402992201
UGC00191,8.64,23.831490758619328,6.6567134156368475,-17.17477734298248,72.06757444148029
UGC00731,10.4625,36.16596928486053,21.229052255798457,-14.936917029062073,41.30102780161026
UGC01230,15.6,43.73505435771638,15.927529134073442,-27.807525223642937,63.58177812287714
UGC01281,8.032499999999999,18.461825570134042,9.931042368152104,-8.530783201981938,46.207690401876114
UGC02259,12.4875,39.096000450093676,18.776049249262183,-20.319951200831493,51.974501143077426
UGC02455,5.4075,35.37808204018852,65.36112690726442,29.983044867075904,-84.75034014850212
UGC02487,49.875,109.51773009092928,56.49825695650672,-53.019473134422554,48.411771400303934
UGC02885,44.7,69.35716763455243,55.23259272828853,-14.124574906263895,20.364982290925184
UGC02916,31.425,39.97364888805376,101.41971681974306,61.4460679316893,-153.7164348037605
UGC02953,39.45,62.22481167957494,113.29308099891043,51.068269319335485,-82.07058879070655
UGC03205,32.55,33.64653417615317,60.34775110229442,26.70121692614125,-79.3580009945441
UGC03546,29.175,72.11935937530671,146.18306054368048,74.06370116837377,-102.69600535821286
UGC03580,18.45,39.24452840755697,59.489700532086346,20.245172124529375,-51.587247817789915
UGC04278,12.57,27.66685900630416,12.245638302935166,-15.421220703368995,55.73896444065125
UGC04305,5.010000000000001,4.955072428351265,21.454095873532392,16.499023445181127,-332.97239714962063
UGC04325,13.41,35.331222541708,17.059542152010714,-18.271680389697288,51.71539243548063
UGC04483,3.12,7.079526352533245,3.365897878535992,-3.713628473997253,52.45588884160897
UGC04499,10.035,21.50254779202607,5.676244383873476,-15.826303408152596,73.60199154642301
UGC05005,11.3325,33.6105146121397,12.683955169792362,-20.92655944234734,62.261942977775554
UGC05253,32.775,44.104843857397995,108.29542136056224,64.19057750316425,-145.54087916218106
UGC05414,7.334999999999999,12.492346698655776,4.44772643928131,-8.044620259374465,64.39638967304755
UGC05716,10.815,34.860659179032254,14.297231205898495,-20.56342797313376,58.98749036134723
UGC05721,11.7825,36.993423389983725,23.81836578559244,-13.175057604391284,35.61459415502092
UGC05750,8.3475,20.787271481906608,13.901275199586186,-6.885996282320422,33.12602276019748
UGC05764,7.4925,27.9551391121523,20.71317923526707,-7.241959876885229,25.905647787447773
UGC05829,7.484999999999999,20.89128746050334,7.042386169975445,-13.848901290527895,66.29031990828884
UGC05918,5.714999999999999,18.378285164393436,10.53453567748109,-7.843749486912346,42.67944161683283
UGC05986,16.95,38.97404649965343,13.004229100750113,-25.96981739890332,66.63361834685104
UGC06399,11.625,28.750319030139067,5.886965515625966,-22.8633535145131,79.52382542449482
UGC06446,12.254999999999995,37.554663229842475,17.610341793511413,-19.944321436331062,53.107443180271915
UGC06614,29.025,50.98495587013215,78.827418084553,27.842462214420856,-54.60917193954353
UGC06628,6.21,8.072900058646603,38.21081930796349,30.137919249316887,-373.3220903315557
UGC06667,11.595,45.27733630984675,32.21253484518528,-13.064801464661471,28.855057583898073
UGC06786,33.75,51.9524574240025,51.82333819483728,-0.12911922916522656,0.24853343916234522
UGC06787,37.425,64.96642478114666,93.42491187796725,28.45848709682059,-43.804914912109005
UGC06818,8.3175,20.175495852306163,13.80956141282549,-6.365934439480673,31.552802895563104
UGC06917,15.075,30.603998657699744,7.087788301301781,-23.516210356397963,76.84031952628992
UGC06923,11.355,15.1054378478316,17.389484767196983,2.284046919365382,-15.120693238913688
UGC06930,15.75,31.485550365605146,16.746335497777842,-14.739214867827304,46.8126321334006
UGC06973,26.1,88.38568001480633,163.73836609342294,75.35268607861661,-85.2544055394421
UGC06983,16.275,42.45443781782275,8.659256655621101,-33.79518116220165,79.60341226804358
UGC07089,10.364999999999998,14.928726535103594,17.441828560259726,2.5131020251561313,-16.834001341285152
UGC07125,9.7125,14.698599189568334,28.963621655958118,14.265022466389784,-97.05021738747553
UGC07151,10.1925,15.566865119323268,7.660037803701882,-7.906827315621386,50.792675692979316
UGC07261,10.44,22.262552465739894,5.403260587605602,-16.859291878134293,75.72937516522087
UGC07323,9.375,10.345457337040719,17.981238937173487,7.635781600132768,-73.80806233469961
UGC07399,14.01,50.95226232229807,35.08504007270368,-15.867222249594391,31.14134981725919
UGC07524,11.895,26.756759638805764,8.280876066056232,-18.47588357274953,69.05127460185297
UGC07559,3.915,6.78682547264883,2.7937401993955078,-3.993085273253322,58.83583258985531
UGC07577,1.6049999999999998,1.7651840058788588,5.275602628321808,3.510418622442949,-198.86984080705875
UGC07603,9.075,25.74568614409514,15.181714562206995,-10.563971581888143,41.03200638259558
UGC07608,7.965,30.63714273310021,20.83032187065744,-9.80682086244277,32.0095804882207
UGC07690,8.684999999999999,13.006404800319592,7.056725209788303,-5.9496795905312885,45.744228953915794
UGC07866,3.9,7.480355756414136,1.1205294925436862,-6.35982626387045,85.02037163696563
UGC08286,12.375,36.6726781610861,18.150689615150057,-18.52198854593604,50.5062337268566
UGC08490,11.7525,38.25426280569027,18.475847801492243,-19.778415004198024,51.70251248772205
UGC08550,7.86,24.99854471571737,13.55689877268144,-11.44164594303593,45.769248062837065
UGC08699,27.225,38.29257854611432,67.86042865343012,29.5678501073158,-77.21561521825527
UGC08837,4.755,7.952404742389242,7.4694033139231735,-0.48300142846606864,6.073652487674494
UGC09037,23.325,31.128091400079775,86.52316920515254,55.395077805072766,-177.95847838242597
UGC09133,33.975,61.91748044477971,110.57315164067293,48.65567119589322,-78.58147787406521
UGC10310,10.38,22.50539817651381,6.080698927597588,-16.424699248916223,72.9811537662849
UGC11455,40.8,39.82149446522485,116.25208044791127,76.43058598268641,-191.93299249336658
UGC11557,10.92,20.837740296482337,64.7160990460599,43.87835874957756,-210.57157890092694
UGC11820,7.78125,27.350315053297003,6.350153896011885,-21.000161157285117,76.78215448839448
UGC11914,42.6,20.216150253791284,103.36723059930597,83.15108034551469,-411.3101619331344
UGC12506,34.95,78.84357368691505,22.544393480823565,-56.299180206091485,71.40617500375296
UGC12632,10.4625,28.541353368849645,9.674916043960527,-18.86643732488912,66.10211184127014
UGC12732,12.72,38.50841686062227,11.600011816326075,-26.908405044296195,69.87668473022075
UGCA281,3.9,6.731165308050977,1.9340601630742063,-4.79710514497677,71.26708267347222
UGCA442,7.784999999999999,26.097011285652165,15.349709901814697,-10.747301383837469,41.18211570742666
UGCA444,5.2875,14.062050109758859,9.22351438046681,-4.838535729292049,34.408465988427785
