galaxy,sigma_v,rms_gr,rms_rough,rms_pair,rms_res,Xi
UGC07608,7.965,30.63714273310021,24.686701687292658,26.378145024731293,29.853991343111655,0.13400342637608742
UGC07690,8.684999999999999,13.006404800319592,6.372249453177324,6.407934717700665,20.112433636769715,0.22225238742533682
UGC07866,3.9,7.480355756414136,2.373039199913513,5.215868851262737,3.743502084879525,0.2883777988378408
UGC08286,12.375,36.6726781610861,26.346915182376684,28.677856621086995,35.47810744113977,0.1259468207750554
UGC08490,11.7525,38.25426280569027,28.60517275865084,29.9999537381139,36.94358479337645,0.12731966451097074
UGC08550,7.86,24.99854471571737,18.09783855749605,20.18628553938784,23.32848953132545,0.16238770052789706
UGC08699,27.225,38.29257854611432,63.770042174723024,35.123646721671584,171.25815584615947,0.15457507616763624
UGC08837,4.755,7.952404742389242,5.570285867255293,3.957412195531593,6.7588963270102544,0.30665164955135227
UGC09037,23.325,31.128091400079775,57.29073603136059,45.393178057059835,37.55038684314033,0.1727351464700522
UGC09133,33.975,61.91748044477971,102.13903740512164,67.17237436334307,140.3538036419799,0.18415543633244985
UGC10310,10.38,22.50539817651381,10.759852589702652,13.142083745624033,20.822552655507508,0.17003432135301708
UGC11455,40.8,39.82149446522485,101.1266224014005,60.41855747247017,46.79836774399857,0.14180310684401548
UGC11557,10.92,20.837740296482337,42.61399229623282,36.80516329943283,32.62971136666178,0.27276753416260346
UGC11820,7.78125,27.350315053297003,19.09380964134042,18.628320144244096,26.219989361305522,0.17085504401945623
UGC11914,42.6,20.216150253791284,100.07106384429869,36.318771562937535,136.52844692078813,0.14777483516668063
UGC12506,34.95,78.84357368691505,39.90571398688421,57.291071494701576,78.08030832455266,0.10663032029799709
UGC12632,10.4625,28.541353368849645,19.291422833923132,19.909217834906737,27.965867748039642,0.1356131177307937
UGC12732,12.72,38.50841686062227,27.850059218034072,27.706155655732747,38.11066468424792,0.12035143505746297
UGCA281,3.9,6.731165308050977,2.2944967906445446,5.639196958547383,8.34596365039433,0.2840783443395414
UGCA442,7.784999999999999,26.097011285652165,20.4149592038132,21.470825777040634,25.437601800551814,0.1446346933042336
UGCA444,5.2875,14.062050109758859,10.292457222549126,12.314849296150392,12.711230932137573,0.16873018069726625
