z,D,f,sigma_8,f_sigma_8
7.060823890031238115e-01,5.388082367571586095e-01,8.094170346706844876e-01,5.594630891226856084e-01,4.528389546053850356e-01
7.100153150902874799e-01,5.378043584141254385e-01,8.103997734159081867e-01,5.584207277766956024e-01,4.525440312609806393e-01
7.139573075084246767e-01,5.368011379084856038e-01,8.113790136178095080e-01,5.573790494858540390e-01,4.522456633830644890e-01
7.179083871575888676e-01,5.357985828591518285e-01,8.123547522669641863e-01,5.563380621611399013e-01,4.519438686635957048e-01
7.218685749860074274e-01,5.347967008457075178e-01,8.133269865207015670e-01,5.552977736726945057e-01,4.516386648828671913e-01
7.258378919902037651e-01,5.337954994082219073e-01,8.142957136795948569e-01,5.542581918496307658e-01,4.513300698949568868e-01
7.298163592151012402e-01,5.327949860470746479e-01,8.152609312178425993e-01,5.532193244798503384e-01,4.510181016431485945e-01
7.338039977541375158e-01,5.317951682227687327e-01,8.162226367608780286e-01,5.521811793098494459e-01,4.507027781460165028e-01
7.378008287493762474e-01,5.307960533557612992e-01,8.171808280989514284e-01,5.511437640445436825e-01,4.503841175034932753e-01
7.418068733916143298e-01,5.297976488262915451e-01,8.181355031683170687e-01,5.501070863470886030e-01,4.500621378850321874e-01
7.458221529205038003e-01,5.287999619742195234e-01,8.190866600759333371e-01,5.490711538387129664e-01,4.497368575417903802e-01
7.498466886246566432e-01,5.278030000988497283e-01,8.200342970806213660e-01,5.480359740985351058e-01,4.494082947947858342e-01
7.538805018417604753e-01,5.268067704587869882e-01,8.209784125883020645e-01,5.470015546634138248e-01,4.490764680309028423e-01
7.579236139586931209e-01,5.258112802717823664e-01,8.219190051671430020e-01,5.459679030277876377e-01,4.487413957097904360e-01
7.619760464116296372e-01,5.248165367145763982e-01,8.228560735356122979e-01,5.449350266435124546e-01,4.484030963559049177e-01
7.660378206861642170e-01,5.238225469227563158e-01,8.237896165690168360e-01,5.439029329197139218e-01,4.480615885606948345e-01
7.701089583174207664e-01,5.228293179906134958e-01,8.247196332944821684e-01,5.428716292226378748e-01,4.477168909784720041e-01
7.741894808901665925e-01,5.218368569710053473e-01,8.256461228821989629e-01,5.418411228755085629e-01,4.473690223203007910e-01
7.782794100389232028e-01,5.208451708752259712e-01,8.265690846629824007e-01,5.408114211583932018e-01,4.470180013621797288e-01
7.823787674480895404e-01,5.198542666728712680e-01,8.274885181098869946e-01,5.397825313080625298e-01,4.466638469337123607e-01
7.864875748520505638e-01,5.188641512917178122e-01,8.284044228498028684e-01,5.387544605178646862e-01,4.463065779230586116e-01
7.906058540352938202e-01,5.178748316175969535e-01,8.293167986515185275e-01,5.377272159375949823e-01,4.459462132691600633e-01
7.947336268325273512e-01,5.168863144942853483e-01,8.302256454311978118e-01,5.367008046733814375e-01,4.455827719634013473e-01
7.988709151287880506e-01,5.158986067233788386e-01,8.311309632648252732e-01,5.356752337875545500e-01,4.452162730549606984e-01
8.030177408595688959e-01,5.149117150641867591e-01,8.320327523561354965e-01,5.346505102985373847e-01,4.448467356323044242e-01
8.071741260109266403e-01,5.139256462336322384e-01,8.329310130615716901e-01,5.336266411807416565e-01,4.444741788353189782e-01
8.113400926196021601e-01,5.129404069061395122e-01,8.338257458840059311e-01,5.326036333644511567e-01,4.440986218506451366e-01
8.155156627731363628e-01,5.119560037135482133e-01,8.347169514524614975e-01,5.315814937357328240e-01,4.437200838996366858e-01
8.197008586099838734e-01,5.109724432450150067e-01,8.356046305587022660e-01,5.305602291363341605e-01,4.433385842566069379e-01
8.238957023196378238e-01,5.099897320469118922e-01,8.364887841245328692e-01,5.295398463635777597e-01,4.429541422301611076e-01
8.281002161427424291e-01,5.090078766227574825e-01,8.373694132067728280e-01,5.285203521702904750e-01,4.425667771646730753e-01
8.323144223712117817e-01,5.080268834331242989e-01,8.382465190085894857e-01,5.275017532647064966e-01,4.421765084450680616e-01
8.365383433483462028e-01,5.070467588955589466e-01,8.391201028730977951e-01,5.264840563103846405e-01,4.417833554922157568e-01
8.407720014689559207e-01,5.060675093845087291e-01,8.399901662677058400e-01,5.254672679261325197e-01,4.413873377535091902e-01
8.450154191794734260e-01,5.050891412312529249e-01,8.408567108116646871e-01,5.244513946859347131e-01,4.409884747162052254e-01
8.492686189780784822e-01,5.041116607238296243e-01,8.417197382448851073e-01,5.234364431188770483e-01,4.405867858898548928e-01
8.535316234148113690e-01,5.031350741069803290e-01,8.425792504463641697e-01,5.224224197090889810e-01,4.401822908148600444e-01
8.578044550916978928e-01,5.021593875820795638e-01,8.434352494325277894e-01,5.214093308956706530e-01,4.397750090604373718e-01
8.620871366628677368e-01,5.011846073070826968e-01,8.442877373468185009e-01,5.203971830726383807e-01,4.393649602180559333e-01
8.663796908346694803e-01,5.002107393964712045e-01,8.451367164642032970e-01,5.193859825888682558e-01,4.389521639026899846e-01
8.706821403658009384e-01,4.992377899212113723e-01,8.459821891814072181e-01,5.183757357480530681e-01,4.385366397466605726e-01
8.749945080674188524e-01,4.982657649087022800e-01,8.468241580379606281e-01,5.173664488086480162e-01,4.381184074094729985e-01
8.793168168032690080e-01,4.972946703427293946e-01,8.476626256922288327e-01,5.163581279838230786e-01,4.376974865642914159e-01
8.836490894898005877e-01,4.963245121634360379e-01,8.484975949289700337e-01,5.153507794414329268e-01,4.372738969008259091e-01
8.879913490962934031e-01,4.953552962672793658e-01,8.493290686628395258e-01,5.143444093039716281e-01,4.368476581260805625e-01
8.923436186449758001e-01,4.943870285070023352e-01,8.501570499307964379e-01,5.133390236485428915e-01,4.364187899594005882e-01
8.967059212111461175e-01,4.934197146916051713e-01,8.509815418957100697e-01,5.123346285068310912e-01,4.359873121333089352e-01
9.010782799233001406e-01,4.924533605863172792e-01,8.518025478384760873e-01,5.113312298650719567e-01,4.355532443884497784e-01
9.054607179632470082e-01,4.914879719125841429e-01,8.526200711613991512e-01,5.103288336640388057e-01,4.351166064743465789e-01
9.098532585662379990e-01,4.905235543480469529e-01,8.534341153848645778e-01,5.093274457990212278e-01,4.346774181467202292e-01
9.142559250210857691e-01,4.895601135265253978e-01,8.542446841583513084e-01,5.083270721198076547e-01,4.342356991721245674e-01
9.186687406702891412e-01,4.885976550380084493e-01,8.550517812340600043e-01,5.073277184306754783e-01,4.337914693135607180e-01
9.230917289101587819e-01,4.876361844286504210e-01,8.558554104920291783e-01,5.063293904903872766e-01,4.333447483423293334e-01
9.275249131909359956e-01,4.866757072007559803e-01,8.566555759322845853e-01,5.053320940121747151e-01,4.328955560330668972e-01
9.319683170169243969e-01,4.857162288127848671e-01,8.574522816576571893e-01,5.043358346637439871e-01,4.324439121541462372e-01
9.364219639466069278e-01,4.847577546793587766e-01,8.582455318925203969e-01,5.033406180672826968e-01,4.319898364762649878e-01
9.408858775927779750e-01,4.838002901712576964e-01,8.590353309690763606e-01,5.023464497994561961e-01,4.315333487646163535e-01
9.453600816226628289e-01,4.828438406154393348e-01,8.598216833313829799e-01,5.013533353914273460e-01,4.310744687800605046e-01
9.498445997580449163e-01,4.818884112950452825e-01,8.606045935327643059e-01,5.003612803288634003e-01,4.306132162769550353e-01
9.543394557753948071e-01,4.809340074494134476e-01,8.613840662433944750e-01,4.993702900519489951e-01,4.301496110060911704e-01
9.588446735059894532e-01,4.799806342740975951e-01,8.621601062368563495e-01,4.983803699554058553e-01,4.296836727071164930e-01
9.633602768360469693e-01,4.790282969208896069e-01,8.629327183857454786e-01,4.973915253885162757e-01,4.292154211055448920e-01
9.678862897068447602e-01,4.780770004978488474e-01,8.637019076772287640e-01,4.964037616551537635e-01,4.287448759197086678e-01
9.724227361148531923e-01,4.771267500693169850e-01,8.644676792076795291e-01,4.954170840137980258e-01,4.282720568572439546e-01
9.769696401118608264e-01,4.761775506559569049e-01,8.652300381645245952e-01,4.944314976775756598e-01,4.277969836053118202e-01
9.815270258050980967e-01,4.752294072347862386e-01,8.659889898436874400e-01,4.934470078142951244e-01,4.273196758384915639e-01
9.860949173573718696e-01,4.742823247392101704e-01,8.667445396455741857e-01,4.924636195464803246e-01,4.268401532160072676e-01
9.906733389871866802e-01,4.733363080590590743e-01,8.674966930679920418e-01,4.914813379514098024e-01,4.263584353774801938e-01
9.952623149688792914e-01,4.723913620406344771e-01,8.682454557062462275e-01,4.905001680611650317e-01,4.258745419422566014e-01
9.998618696327441491e-01,4.714474914867523014e-01,8.689908332522632284e-01,4.895201148626746046e-01,4.253884925082592194e-01
1.004472027365161058e+00,4.705047011567901061e-01,8.697328315007401001e-01,4.885411832977635260e-01,4.249003066542859641e-01
1.009092812608728185e+00,4.695629957667395993e-01,8.704714563324387200e-01,4.875633782632080027e-01,4.244100039311383687e-01
1.013724249862387961e+00,4.686223799892570430e-01,8.712067137347370149e-01,4.865867046107874017e-01,4.239176038709793204e-01
1.018366363681561193e+00,4.676828584537177647e-01,8.719386097782287903e-01,4.856111671473409830e-01,4.234231259752355703e-01
1.023019178678271857e+00,4.667444357462781079e-01,8.726671506335510475e-01,4.846367706348324589e-01,4.229265897221450854e-01
1.027682719521281651e+00,4.658071164099342187e-01,8.733923425542226004e-01,4.836635197904105010e-01,4.224280145577672396e-01
1.032357010936221897e+00,4.648709049445913788e-01,8.741141918862999072e-01,4.826914192864814601e-01,4.219274199000538905e-01
1.037042077705718324e+00,4.639358058071226809e-01,8.748327050706964370e-01,4.817204737507694290e-01,4.214248251393230560e-01
1.041737944669529625e+00,4.630018234114396947e-01,8.755478886316583331e-01,4.807506877663905165e-01,4.209202496320808562e-01
1.046444636724674027e+00,4.620689621285673510e-01,8.762597491793041593e-01,4.797820658719299525e-01,4.204137127016657205e-01
1.051162178825565618e+00,4.611372262867130534e-01,8.769682934145138775e-01,4.788146125615139193e-01,4.199052336400025398e-01
1.055890595984141811e+00,4.602066201713476135e-01,8.776735281099825592e-01,4.778483322848939285e-01,4.193948316979541624e-01
1.060629913270000113e+00,4.592771480252883509e-01,8.783754601300793885e-01,4.768832294475329192e-01,4.188825260942949380e-01
1.065380155810529583e+00,4.583488140487730900e-01,8.790740964217644837e-01,4.759193084106820293e-01,4.183683360107913751e-01
1.070141348791041835e+00,4.574216223995463126e-01,8.797694440128798199e-01,4.749565734914700244e-01,4.178522805908530535e-01
1.074913517454910039e+00,4.564955771929421480e-01,8.804615100134168815e-01,4.739950289629896729e-01,4.173343789396071757e-01
1.079696687103695929e+00,4.555706825019736894e-01,8.811503016085658890e-01,4.730346790543901725e-01,4.168146501200870602e-01
1.084490883097288361e+00,4.546469423574263091e-01,8.818358260617391586e-01,4.720755279509744051e-01,4.162931131541791618e-01
1.089296130854039646e+00,4.537243607479506391e-01,8.825180907089618110e-01,4.711175797942953603e-01,4.157697870194885237e-01
1.094112455850892562e+00,4.528029416201616586e-01,8.831971029643019833e-01,4.701608386822586638e-01,4.152446906514373759e-01
1.098939883623524683e+00,4.518826888787315643e-01,8.838728703169302925e-01,4.692053086692196118e-01,4.147178429414044021e-01
1.103778439766474939e+00,4.509636063864873590e-01,8.845454003302538615e-01,4.682509937660841448e-01,4.141892627358600976e-01
1.108628149933289730e+00,4.500456979645170996e-01,8.852147006395261197e-01,4.672978979404190381e-01,4.136589688348078497e-01
1.113489039836646821e+00,4.491289673922649328e-01,8.858807789549452139e-01,4.663460251165509884e-01,4.131269799927926312e-01
1.118361135248501448e+00,4.482134184076476680e-01,8.865436430464711526e-01,4.653953791756872960e-01,4.125933149114076048e-01
1.123244462000219546e+00,4.472990547071590273e-01,8.872033007583416397e-01,4.644459639560243325e-01,4.120579922456745758e-01
1.128139045982711863e+00,4.463858799459815008e-01,8.878597599966319143e-01,4.634977832528635044e-01,4.115210305978583283e-01
1.133044913146576960e+00,4.454738977380948151e-01,8.885130287528544279e-01,4.625508408187240517e-01,4.109824485280239581e-01
1.137962089502231766e+00,4.445631116563854013e-01,8.891631150642438364e-01,4.616051403634565675e-01,4.104422645352385768e-01
1.142890601120059024e+00,4.436535252327735712e-01,8.898100270375390863e-01,4.606606855543752821e-01,4.099004970682699756e-01
1.147830474130533851e+00,4.427451419583255943e-01,8.904537728461346946e-01,4.597174800163739694e-01,4.093571645238977541e-01
1.152781734724372509e+00,4.418379652833721027e-01,8.910943607246545328e-01,4.587755273320495708e-01,4.088122852440689847e-01
1.157744409152666520e+00,4.409319986176279960e-01,8.917317989696788016e-01,4.578348310418259293e-01,4.082658775159063724e-01
1.162718523727019893e+00,4.400272453303231135e-01,8.923660959332454512e-01,4.568953946440902358e-01,4.077179595684262692e-01
1.167704104819695221e+00,4.391237087503168657e-01,8.929972600357144463e-01,4.559572215953113794e-01,4.071685495781101616e-01
1.172701178863744698e+00,4.382213921662339029e-01,8.936252997432807543e-01,4.550203153101811115e-01,4.066176656583427307e-01
1.177709772353158435e+00,4.373202988265886271e-01,8.942502235893530216e-01,4.540846791617437761e-01,4.060653258688889933e-01
1.182729911843001691e+00,4.364204319399153653e-01,8.948720401574988825e-01,4.531503164815304796e-01,4.055115482078434641e-01
1.187761623949552536e+00,4.355217946749001534e-01,8.954907580922244481e-01,4.522172305596967035e-01,4.049563506162690563e-01
1.192804935350448847e+00,4.346243901605107429e-01,8.961063860872302556e-01,4.512854246451571405e-01,4.043997509726128259e-01
1.197859872784824642e+00,4.337282214861402641e-01,8.967189328841462803e-01,4.503549019457347424e-01,4.038417670919235980e-01
1.202926463053456629e+00,4.328332917017393977e-01,8.973284072845283399e-01,4.494256656282979989e-01,4.032824167310296581e-01
1.208004733018900101e+00,4.319396038179472153e-01,8.979348181471149548e-01,4.484977188188967734e-01,4.027217175870419497e-01
1.213094709605637256e+00,4.310471608062375060e-01,8.985381743628806372e-01,4.475710646029143480e-01,4.021596872859535821e-01
1.218196419800219310e+00,4.301559655990614406e-01,8.991384848834156340e-01,4.466457060252154720e-01,4.015963433951957318e-01
1.223309890651402831e+00,4.292660210899859607e-01,8.997357587048192551e-01,4.457216460902899691e-01,4.010317034162079741e-01
1.228435149270304283e+00,4.283773301338384409e-01,9.003300048748095197e-01,4.447988877624031723e-01,4.004657847874342758e-01
1.233572222830531473e+00,4.274898955468515727e-01,9.009212324745659028e-01,4.438774339657460821e-01,3.998986048760677092e-01
1.238721138568339875e+00,4.266037201068145768e-01,9.015094506428869003e-01,4.429572875845926849e-01,3.993301809886494191e-01
1.243881923782766297e+00,4.257188065532128696e-01,9.020946685575618185e-01,4.420384514634446704e-01,3.987605303626139963e-01
1.249054605835780762e+00,4.248351575873830499e-01,9.026768954408331824e-01,4.411209284071925807e-01,3.981896701685826434e-01
1.254239212152429506e+00,4.239527758726576723e-01,9.032561405527241849e-01,4.402047211812660787e-01,3.976176175072784202e-01
1.259435770220977524e+00,4.230716640345256740e-01,9.038324131965898012e-01,4.392898325118004266e-01,3.970443894118663164e-01
1.264644307593060013e+00,4.221918246607763159e-01,9.044057227199516769e-01,4.383762650857860321e-01,3.964700028481834559e-01
1.269864851883821810e+00,4.213132603016611633e-01,9.049760784955325210e-01,4.374640215512366481e-01,3.958944747063232739e-01
1.275097430772070162e+00,4.204359734700428564e-01,9.055434899552431416e-01,4.365531045173439151e-01,3.953178218154316248e-01
1.280342072000418163e+00,4.195599666415500972e-01,9.061079665539782946e-01,4.356435165546379551e-01,3.947400609277473826e-01
1.285598803375429533e+00,4.186852422547397978e-01,9.066695177839044772e-01,4.347352601951562368e-01,3.941612087248025365e-01
