a,D,f
1.274970099943714859e-02,1.551816024971934029e-02,1.757866039950375381e+00
1.277173797581143341e-02,1.556535910201019973e-02,1.759233042056219221e+00
1.279381304157524608e-02,1.561273835285381661e-02,1.760598909661299061e+00
1.281592626256346061e-02,1.566029874451998691e-02,1.761963634725813188e+00
1.283807770472475580e-02,1.570804102232365579e-02,1.763327209215893587e+00
1.286026743412177487e-02,1.575596593463688549e-02,1.764689625139817863e+00
1.288249551693134397e-02,1.580407423290105737e-02,1.766050874499458523e+00
1.290476201944469603e-02,1.585236667163884144e-02,1.767410949337369530e+00
1.292706700806763032e-02,1.590084400846658932e-02,1.768769841709828095e+00
1.294941054932074141e-02,1.594950700410638356e-02,1.770127543685198424e+00
1.297179270983956668e-02,1.599835642239833336e-02,1.771484047367593018e+00
1.299421355637482914e-02,1.604739303031305075e-02,1.772839344873464951e+00
1.301667315579264385e-02,1.609661759796390465e-02,1.774193428339015055e+00
1.303917157507468449e-02,1.614603089861938248e-02,1.775546289925790999e+00
1.306170888131841581e-02,1.619563370871552818e-02,1.776897921804503122e+00
1.308428514173724973e-02,1.624542680786866464e-02,1.778248316196884282e+00
1.310690042366077085e-02,1.629541097888796003e-02,1.779597465315889471e+00
1.312955479453496374e-02,1.634558700778765070e-02,1.780945361402251681e+00
1.315224832192237771e-02,1.639595568379999604e-02,1.782291996735491768e+00
1.317498107350234537e-02,1.644651779938799754e-02,1.783637363595817593e+00
1.319775311707116310e-02,1.649727415025785057e-02,1.784981454293463887e+00
1.322056452054230259e-02,1.654822553537200341e-02,1.786324261165131988e+00
1.324341535194664340e-02,1.659937275696195605e-02,1.787665776565013243e+00
1.326630567943264463e-02,1.665071662054091323e-02,1.789005992870457806e+00
1.328923557126656003e-02,1.670225793491708979e-02,1.790344902485669909e+00
1.331220509583261671e-02,1.675399751220649908e-02,1.791682497834581556e+00
1.333521432163324236e-02,1.680593616784594943e-02,1.793018771359147889e+00
1.335826331728928382e-02,1.685807472060608242e-02,1.794353715532315041e+00
1.338135215154019966e-02,1.691041399260457059e-02,1.795687322843469325e+00
1.340448089324422151e-02,1.696295480931936037e-02,1.797019585809549014e+00
1.342764961137864546e-02,1.701569799960170326e-02,1.798350496969722823e+00
1.345085837503994138e-02,1.706864439568965205e-02,1.799680048890971884e+00
1.347410725344404606e-02,1.712179483322118917e-02,1.801008234148025577e+00
1.349739631592653151e-02,1.717515015124761180e-02,1.802335045362124966e+00
1.352072563194277148e-02,1.722871119224719111e-02,1.803660475164281518e+00
1.354409527106823982e-02,1.728247880213832494e-02,1.804984516210194512e+00
1.356750530299861805e-02,1.733645383029330453e-02,1.806307161185852328e+00
1.359095579755008679e-02,1.739063712955167540e-02,1.807628402796639389e+00
1.361444682465950268e-02,1.744502955623409429e-02,1.808948233772922576e+00
1.363797845438456321e-02,1.749963197015579758e-02,1.810266646873928575e+00
1.366155075690410510e-02,1.755444523464034720e-02,1.811583634873048965e+00
1.368516380251821700e-02,1.760947021653340785e-02,1.812899190574599917e+00
1.370881766164853272e-02,1.766470778621659354e-02,1.814213306815807947e+00
1.373251240483840119e-02,1.772015881762147027e-02,1.815525976444642531e+00
1.375624810275308425e-02,1.777582418824315974e-02,1.816837192340393203e+00
1.378002482617997522e-02,1.783170477915456062e-02,1.818146947410023806e+00
1.380384264602884867e-02,1.788780147502039286e-02,1.819455234584564263e+00
1.382770163333202698e-02,1.794411516411106855e-02,1.820762046815546098e+00
1.385160185924461974e-02,1.800064673831718032e-02,1.822067377095494045e+00
1.387554339504469894e-02,1.805739709316330974e-02,1.823371218415302586e+00
1.389952631213353662e-02,1.811436712782232838e-02,1.824673563814600996e+00
1.392355068203584081e-02,1.817155774512988278e-02,1.825974406353884749e+00
1.394761657639993074e-02,1.822896985159845953e-02,1.827273739107194928e+00
1.397172406699797968e-02,1.828660435743203333e-02,1.828571555197638254e+00
1.399587322572619016e-02,1.834446217654035413e-02,1.829867847747089549e+00
1.402006412460502990e-02,1.840254422655340436e-02,1.831162609928631779e+00
1.404429683577947466e-02,1.846085142883626545e-02,1.832455834929190397e+00
1.406857143151918517e-02,1.851938470850333224e-02,1.833747515962808716e+00
1.409288798421874829e-02,1.857814499443321762e-02,1.835037646270684553e+00
1.411724656639785566e-02,1.863713321928314043e-02,1.836326219111960700e+00
1.414164725070154310e-02,1.869635031950399318e-02,1.837613227793775117e+00
1.416609010990043348e-02,1.875579723535526072e-02,1.838898665633800888e+00
1.419057521689091536e-02,1.881547491091948091e-02,1.840182525975433192e+00
1.421510264469538765e-02,1.887538429411761420e-02,1.841464802208480522e+00
1.423967246646243821e-02,1.893552633672406296e-02,1.842745487727860842e+00
1.426428475546708506e-02,1.899590199438110777e-02,1.844024575963926660e+00
1.428893958511102610e-02,1.905651222661450955e-02,1.845302060371136532e+00
1.431363702892281264e-02,1.911735799684819229e-02,1.846577934422577005e+00
1.433837716055810091e-02,1.917844027241995611e-02,1.847852191651464304e+00
1.436316005379982726e-02,1.923976002459676371e-02,1.849124825585155341e+00
1.438798578255845624e-02,1.930131822858956875e-02,1.850395829794426295e+00
1.441285442087223388e-02,1.936311586356909142e-02,1.851665197872683244e+00
1.443776604290735420e-02,1.942515391268101119e-02,1.852932923439871704e+00
1.446272072295822116e-02,1.948743336306146823e-02,1.854199000144440612e+00
1.448771853544762386e-02,1.954995520585263089e-02,1.855463421665313417e+00
1.451275955492698638e-02,1.961272043621855796e-02,1.856726181715707469e+00
1.453784385607661579e-02,1.967573005336049549e-02,1.857987274022415702e+00
1.456297151370588433e-02,1.973898506053287094e-02,1.859246692354283637e+00
1.458814260275348267e-02,1.980248646505855525e-02,1.860504430488201466e+00
1.461335719828760205e-02,1.986623527834522826e-02,1.861760482252766691e+00
1.463861537550617889e-02,1.993023251590102934e-02,1.863014841496103857e+00
1.466391720973715673e-02,1.999447919735051343e-02,1.864267502080180883e+00
1.468926277643867184e-02,2.005897634645054106e-02,1.865518457926633289e+00
1.471465215119925098e-02,2.012372499110674784e-02,1.866767702955759001e+00
1.474008540973812190e-02,2.018872616338902165e-02,1.868015231132471365e+00
1.476556262790533133e-02,2.025398089954809702e-02,1.869261036437651402e+00
1.479108388168206938e-02,2.031949024003167417e-02,1.870505112900707978e+00
1.481664924718085682e-02,2.038525522950086072e-02,1.871747454567134428e+00
1.484225880064572733e-02,2.045127691684641563e-02,1.872988055510043770e+00
1.486791261845255008e-02,2.051755635520490992e-02,1.874226909832195531e+00
1.489361077710915290e-02,2.058409460197541466e-02,1.875464011664090380e+00
1.491935335325563980e-02,2.065089271883611619e-02,1.876699355179352491e+00
1.494514042366458517e-02,2.071795177176086883e-02,1.877932934562200229e+00
1.497097206524122988e-02,2.078527283103565049e-02,1.879164744034379941e+00
1.499684835502373970e-02,2.085285697127556986e-02,1.880394777853261257e+00
1.502276937018346727e-02,2.092070527144124573e-02,1.881623030285058507e+00
1.504873518802513251e-02,2.098881881485592862e-02,1.882849495649032034e+00
1.507474588598708455e-02,2.105719868922227914e-02,1.884074168275257977e+00
1.510080154164149431e-02,2.112584598663920163e-02,1.885297042533558232e+00
1.512690223269461121e-02,2.119476180361922271e-02,1.886518112827713756e+00
1.515304803698701991e-02,2.126394724110524173e-02,1.887737373576295230e+00
1.517923903249383463e-02,2.133340340448761432e-02,1.888954819233918725e+00
1.520547529732495760e-02,2.140313140362158292e-02,1.890170444291257912e+00
1.523175690972527162e-02,2.147313235284441582e-02,1.891384243259663922e+00
1.525808394807490025e-02,2.154340737099268155e-02,1.892596210684735381e+00
1.528445649088946805e-02,2.161395758141972448e-02,1.893806341142479477e+00
1.531087461682029485e-02,2.168478411201291145e-02,1.895014629229708314e+00
1.533733840465465945e-02,2.175588809521153411e-02,1.896221069596927267e+00
1.536384793331598865e-02,2.182727066802410756e-02,1.897425656892240964e+00
1.539040328186412794e-02,2.189893297204587724e-02,1.898628385815673614e+00
1.541700452949559298e-02,2.197087615347654427e-02,1.899829251084300008e+00
1.544365175554377433e-02,2.204310136313834476e-02,1.901028247463274701e+00
1.547034503947920282e-02,2.211560975649374747e-02,1.902225369727045257e+00
1.549708446090973524e-02,2.218840249366291900e-02,1.903420612688603297e+00
1.552387009958082660e-02,2.226148073944222289e-02,1.904613971199427436e+00
1.555070203537579389e-02,2.233484566332188601e-02,1.905805440118431004e+00
1.557758034831601551e-02,2.240849843950417503e-02,1.906995014360650442e+00
1.560450511856119153e-02,2.248244024692179488e-02,1.908182688864129561e+00
1.563147642640954835e-02,2.255667226925567315e-02,1.909368458574394634e+00
1.565849435229810238e-02,2.263119569495332731e-02,1.910552318499088464e+00
1.568555897680291855e-02,2.270601171724731179e-02,1.911734263657246968e+00
1.571267038063933405e-02,2.278112153417372054e-02,1.912914289104672871e+00
1.573982864466219600e-02,2.285652634859060978e-02,1.914092389932029237e+00
1.576703384986608350e-02,2.293222736819656299e-02,1.915268561253119728e+00
1.579428607738556783e-02,2.300822580554908250e-02,1.916442798206887677e+00
1.582158540849548309e-02,2.308452287808305387e-02,1.917615095965303551e+00
1.584893192461112738e-02,2.316111980813005330e-02,1.918785449745048499e+00
1.587632570728853346e-02,2.323801782293693358e-02,1.919953854776203617e+00
1.590376683822466997e-02,2.331521815468449998e-02,1.921120306321900451e+00
1.593125539925771550e-02,2.339272204050637377e-02,1.922284799678354306e+00
1.595879147236732229e-02,2.347053072250859101e-02,1.923447330182636250e+00
1.598637513967484866e-02,2.354864544778813643e-02,1.924607893187238350e+00
1.601400648344353944e-02,2.362706746845218836e-02,1.925766484073803353e+00
1.604168558607889025e-02,2.370579804163728058e-02,1.926923098266931644e+00
1.606941253012877588e-02,2.378483842952866870e-02,1.928077731212522572e+00
1.609718739828377987e-02,2.386418989937979726e-02,1.929230378393512524e+00
1.612501027337742004e-02,2.394385372353140251e-02,1.930381035316144578e+00
1.615288123838634279e-02,2.402383117943127089e-02,1.931529697521747968e+00
1.618080037643066654e-02,2.410412354965340079e-02,1.932676360574975938e+00
1.620876777077412401e-02,2.418473212191789984e-02,1.933821020079550923e+00
1.623678350482440219e-02,2.426565818911094116e-02,1.934963671674284846e+00
1.626484766213336097e-02,2.434690304930405697e-02,1.936104311013385981e+00
1.629296032639723432e-02,2.442846800577432725e-02,1.937242933796059496e+00
1.632112158145692868e-02,2.451035436702372200e-02,1.938379535730978098e+00
1.634933151129828663e-02,2.459256344679933842e-02,1.939514112579798111e+00
1.637759020005230201e-02,2.467509656411372501e-02,1.940646660123432676e+00
1.640589773199539400e-02,2.475795504326476493e-02,1.941777174175958187e+00
1.643425419154962916e-02,2.484114021385597226e-02,1.942905650594527467e+00
1.646265966328297817e-02,2.492465341081650729e-02,1.944032085231738094e+00
1.649111423190962114e-02,2.500849597442161842e-02,1.945156474015059977e+00
1.651961798229014192e-02,2.509266925031332363e-02,1.946278812867298091e+00
1.654817099943181602e-02,2.517717458952003703e-02,1.947399097750446284e+00
1.657677336848881536e-02,2.526201334847791649e-02,1.948517324669535311e+00
1.660542517476249966e-02,2.534718688905115286e-02,1.949633489648797235e+00
1.663412650370169402e-02,2.543269657855267915e-02,1.950747588741587268e+00
1.666287744090289707e-02,2.551854378976477905e-02,1.951859618036383637e+00
1.669167807211057938e-02,2.560472990096021237e-02,1.952969573652737267e+00
1.672052848321737076e-02,2.569125629592295887e-02,1.954077451739290039e+00
1.674942876026437946e-02,2.577812436396922924e-02,1.955183248473748803e+00
1.677837898944143855e-02,2.586533549996835810e-02,1.956286960064892666e+00
1.680737925708735911e-02,2.595289110436395374e-02,1.957388582748549544e+00
1.683642964969018357e-02,2.604079258319548507e-02,1.958488112803518533e+00
1.686553025388742161e-02,2.612904134811903922e-02,1.959585546523625155e+00
1.689468115646632421e-02,2.621763881642887040e-02,1.960680880233660384e+00
1.692388244436417860e-02,2.630658641107849402e-02,1.961774110297443530e+00
1.695313420466852336e-02,2.639588556070292247e-02,1.962865233109660990e+00
1.698243652461744330e-02,2.648553769963954765e-02,1.963954245087936812e+00
1.701178949159976722e-02,2.657554426795017202e-02,1.965041142680753694e+00
1.704119319315537673e-02,2.666590671144229707e-02,1.966125922369518886e+00
1.707064771697548722e-02,2.675662648169122373e-02,1.967208580660442907e+00
1.710015315090286647e-02,2.684770503606186132e-02,1.968289114100611359e+00
1.712970958293212956e-02,2.693914383773098747e-02,1.969367519267861688e+00
1.715931710120995393e-02,2.703094435570863735e-02,1.970443792742659461e+00
1.718897579403537434e-02,2.712310806486042600e-02,1.971517931170450044e+00
1.721868574986006734e-02,2.721563644592975978e-02,1.972589931203221569e+00
1.724844705728858368e-02,2.730853098556048145e-02,1.973659789541720722e+00
1.727825980507863290e-02,2.740179317631877970e-02,1.974727502905259335e+00
1.730812408214130876e-02,2.749542451671560528e-02,1.975793068039728206e+00
1.733803997754138071e-02,2.758942651122892054e-02,1.976856481717594427e+00
1.736800758049758878e-02,2.768380067032656308e-02,1.977917740756008680e+00
1.739802698038288298e-02,2.777854851048902271e-02,1.978976841996548997e+00
1.742809826672464188e-02,2.787367155423190260e-02,1.980033782305215206e+00
1.745822152920504730e-02,2.796917133012874479e-02,1.981088558578448788e+00
1.748839685766123003e-02,2.806504937283404652e-02,1.982141167753207256e+00
1.751862434208564107e-02,2.816130722310632856e-02,1.983191606788682559e+00
1.754890407262628405e-02,2.825794642783073171e-02,1.984239872664288695e+00
1.757923613958692344e-02,2.835496854004224826e-02,1.985285962399875537e+00
1.760962063342747311e-02,2.845237511894934540e-02,1.986329873047517403e+00
1.764005764476414204e-02,2.855016772995648544e-02,1.987371601673318500e+00
1.767054726436979861e-02,2.864834794468790191e-02,1.988411145385719836e+00
1.770108958317421349e-02,2.874691734101106691e-02,1.989448501319210250e+00
1.773168469226429900e-02,2.884587750306034926e-02,1.990483666648497518e+00
1.776233268288438666e-02,2.894523002126012795e-02,1.991516638549877705e+00
1.779303364643656724e-02,2.904497649234881115e-02,1.992547414262185068e+00
1.782378767448088847e-02,2.914511851940294190e-02,1.993575991029695293e+00
1.785459485873566732e-02,2.924565771185982932e-02,1.994602366128728876e+00
1.788545529107772591e-02,2.934659568554275066e-02,1.995626536875562573e+00
1.791636906354268297e-02,2.944793406268425909e-02,1.996648500608145804e+00
1.794733626832526602e-02,2.954967447195040384e-02,1.997668254688052425e+00
1.797835699777954044e-02,2.965181854846504761e-02,1.998685796526961767e+00
1.800943134441921473e-02,2.975436793383404166e-02,1.999701123531461899e+00
1.804055940091787644e-02,2.985732427616917539e-02,2.000714233168439993e+00
1.807174126010927667e-02,2.996068923011326046e-02,2.001725122922017874e+00
1.810297701498767009e-02,3.006446445686424343e-02,2.002733790297626104e+00
1.813426675870802307e-02,3.016865162419982843e-02,2.003740232842412983e+00
1.816561058458632943e-02,3.027325240650196453e-02,2.004744448118604083e+00
1.819700858609984637e-02,3.037826848478205818e-02,2.005746433732049194e+00
1.822846085688739279e-02,3.048370154670510673e-02,2.006746187295381123e+00
1.825996749074967201e-02,3.058955328661496290e-02,2.007743706473014367e+00
1.829152858164950074e-02,3.069582540555992195e-02,2.008738988952296634e+00
1.832314422371211782e-02,3.080251961131709806e-02,2.009732032439634164e+00
1.835481451122540977e-02,3.090963761841777208e-02,2.010722834672908910e+00
