a,D,f
6.523790409982092343e-03,5.735885787529766688e-03,1.225833802403748951e+00
6.535066330503051107e-03,5.748047044223887625e-03,1.227016612310273036e+00
6.546361740672751103e-03,5.760245859892771346e-03,1.228201133203135953e+00
6.557676674177709449e-03,5.772482381211570777e-03,1.229387361973068860e+00
6.569011164762665785e-03,5.784756755475828002e-03,1.230575295484535703e+00
6.580365246230669013e-03,5.797069130604101499e-03,1.231764930573187256e+00
6.591738952443216941e-03,5.809419655140633278e-03,1.232956264049591688e+00
6.603132317320311792e-03,5.821808478258014286e-03,1.234149292691635980e+00
6.614545374840601587e-03,5.834235749759855878e-03,1.235344013248254269e+00
6.625978159041463408e-03,5.846701620083441346e-03,1.236540422436879005e+00
6.637430704019088405e-03,5.859206240302484991e-03,1.237738516957271218e+00
6.648903043928624905e-03,5.871749762129787123e-03,1.238938293458627271e+00
6.660395212984231324e-03,5.884332337919930683e-03,1.240139748581296830e+00
6.671907245459221883e-03,5.896954120672110583e-03,1.241342878931395610e+00
6.683439175686148141e-03,5.909615264032774817e-03,1.242547681075720334e+00
6.694991038056887465e-03,5.922315922298413901e-03,1.243754151564533394e+00
6.706562867022782676e-03,5.935056250418310406e-03,1.244962286907407734e+00
6.718154697094700159e-03,5.947836403997341405e-03,1.246172083599881075e+00
6.729766562843176453e-03,5.960656539298736685e-03,1.247383538089072319e+00
6.741398498898496308e-03,5.973516813246865578e-03,1.248596646805481880e+00
6.753050539950786364e-03,5.986417383430068899e-03,1.249811406147670612e+00
6.764722720750155661e-03,5.999358408103493481e-03,1.251027812484767132e+00
6.776415076106751152e-03,6.012340046191859064e-03,1.252245862148792410e+00
6.788127640890906887e-03,6.025362457292338797e-03,1.253465551451233395e+00
6.799860450033225548e-03,6.038425801677415466e-03,1.254686876674077078e+00
6.811613538524667784e-03,6.051530240297745521e-03,1.255909834060794150e+00
6.823386941416698798e-03,6.064675934784986670e-03,1.257134419829153638e+00
6.835180693821342988e-03,6.077863047454739112e-03,1.258360630172473682e+00
6.846994830911331403e-03,6.091091741309472875e-03,1.259588461255741754e+00
6.858829387920189341e-03,6.104362180041442154e-03,1.260817909210441456e+00
6.870684400142320486e-03,6.117674528035557148e-03,1.262048970130670300e+00
6.882559902933160431e-03,6.131028950372265432e-03,1.263281640084737978e+00
6.894455931709226118e-03,6.144425612830566909e-03,1.264515915116420031e+00
6.906372521948270227e-03,6.157864681890991461e-03,1.265751791233306278e+00
6.918309709189366177e-03,6.171346324738554920e-03,1.266989264426192419e+00
6.930267529032994867e-03,6.184870709265759270e-03,1.268228330635401857e+00
6.942246017141193853e-03,6.198438004075506116e-03,1.269468985785763504e+00
6.954245209237618075e-03,6.212048378484202708e-03,1.270711225771018471e+00
6.966265141107684696e-03,6.225702002524740458e-03,1.271955046449922078e+00
6.978305848598664179e-03,6.239399046949487340e-03,1.273200443648833780e+00
6.990367367619768763e-03,6.253139683233374831e-03,1.274447413174699228e+00
7.002449734142300770e-03,6.266924083576985716e-03,1.275695950799421885e+00
7.014552984199712467e-03,6.280752420909579449e-03,1.276946052262463382e+00
7.026677153887755239e-03,6.294624868892191236e-03,1.278197713277349212e+00
7.038822279364569806e-03,6.308541601920684277e-03,1.279450929521236846e+00
7.050988396850781624e-03,6.322502795128900031e-03,1.280705696646641245e+00
7.063175542629621453e-03,6.336508624391719996e-03,1.281962010269687813e+00
7.075383753047045053e-03,6.350559266328258470e-03,1.283219865988415087e+00
7.087613064511828591e-03,6.364654898305035363e-03,1.284479259365738368e+00
7.099863513495661450e-03,6.378795698439077011e-03,1.285740185929453494e+00
7.112135136533294551e-03,6.392981845601088120e-03,1.287002641180107432e+00
7.124427970222604531e-03,6.407213519418577738e-03,1.288266620584455957e+00
7.136742051224741201e-03,6.421490900279141351e-03,1.289532119585946157e+00
7.149077416264222086e-03,6.435814169333643232e-03,1.290799133596848280e+00
7.161434102129020894e-03,6.450183508499423950e-03,1.292067657991654128e+00
7.173812145670721910e-03,6.464599100463520875e-03,1.293337688124243767e+00
7.186211583804578973e-03,6.479061128685975439e-03,1.294609219321285698e+00
7.198632453509673339e-03,6.493569777403097008e-03,1.295882246869004550e+00
7.211074791828998680e-03,6.508125231630633098e-03,1.297156766023806362e+00
7.223538635869557363e-03,6.522727677167100904e-03,1.298432772018901282e+00
7.236024022802513972e-03,6.537377300597119710e-03,1.299710260053697386e+00
7.248530989863255156e-03,6.552074289294725941e-03,1.300989225301776075e+00
7.261059574351545753e-03,6.566818831426670874e-03,1.302269662900285896e+00
7.273609813631620735e-03,6.581611115955761718e-03,1.303551567964586599e+00
7.286181745132277142e-03,6.596451332644263400e-03,1.304834935570933441e+00
7.298775406347030210e-03,6.611339672057158987e-03,1.306119760769860028e+00
7.311390834834175824e-03,6.626276325565640807e-03,1.307406038586158337e+00
7.324028068216944035e-03,6.641261485350428116e-03,1.308693764001560345e+00
7.336687144183597076e-03,6.656295344405145469e-03,1.309982931980161025e+00
7.349368100487516098e-03,6.671378096539870226e-03,1.311273537459043403e+00
7.362070974947364232e-03,6.686509936384536952e-03,1.312565575338937141e+00
7.374795805447145573e-03,6.701691059392296708e-03,1.313859040484257612e+00
7.387542629936362168e-03,6.716921661843013383e-03,1.315153927739218576e+00
7.400311486430111163e-03,6.732201940846709726e-03,1.316450231909073842e+00
7.413102413009174142e-03,6.747532094347153016e-03,1.317747947786997331e+00
7.425915447820181925e-03,6.762912321125300226e-03,1.319047070115114906e+00
7.438750629075670077e-03,6.778342820802833388e-03,1.320347593623572902e+00
7.451607995054242845e-03,6.793823793845681080e-03,1.321649513000930032e+00
7.464487584100666824e-03,6.809355441567548593e-03,1.322952822911724446e+00
7.477389434625970714e-03,6.824937966133514874e-03,1.324257517987036170e+00
7.490313585107575417e-03,6.840571570563578306e-03,1.325563592834007043e+00
7.503260074089418072e-03,6.856256458736246714e-03,1.326871042025046687e+00
7.516228940182052669e-03,6.871992835392179422e-03,1.328179860107332466e+00
7.529220222062773214e-03,6.887780906137788532e-03,1.329490041596077976e+00
7.542233958475713478e-03,6.903620877448812462e-03,1.330801580973230980e+00
7.555270188231971891e-03,6.919512956674029117e-03,1.332114472696994456e+00
7.568328950209744256e-03,6.935457352038888398e-03,1.333428711193729521e+00
7.581410283354415684e-03,6.951454272649158599e-03,1.334744290858002058e+00
7.594514226678695037e-03,6.967503928494720236e-03,1.336061206066222473e+00
7.607640819262706869e-03,6.983606530453207242e-03,1.337379451153530630e+00
7.620790100254123262e-03,6.999762290293715800e-03,1.338699020427478237e+00
7.633962108868293933e-03,7.015971420680526191e-03,1.340019908173571084e+00
7.647156884388342513e-03,7.032234135176938274e-03,1.341342108644336895e+00
7.660374466165299247e-03,7.048550648248993328e-03,1.342665616059378841e+00
7.673614893618194675e-03,7.064921175269205447e-03,1.343990424616426482e+00
7.686878206234191470e-03,7.081345932520394411e-03,1.345316528472145112e+00
7.700164443568719742e-03,7.097825137199467380e-03,1.346643921766931484e+00
7.713473645245568985e-03,7.114359007421313351e-03,1.347972598612588557e+00
7.726805850957024248e-03,7.130947762222667255e-03,1.349302553085472978e+00
7.740161100463960678e-03,7.147591621565834406e-03,1.350633779230732134e+00
7.753539433595977963e-03,7.164290806342650877e-03,1.351966271076128434e+00
7.766940890251533038e-03,7.181045538378390963e-03,1.353300022610002706e+00
7.780365510398036359e-03,7.197856040435554950e-03,1.354635027789653501e+00
7.793813334071988085e-03,7.214722536217911888e-03,1.355971280560734238e+00
7.807284401379072612e-03,7.231645250374436548e-03,1.357308774828251519e+00
7.820778752494296493e-03,7.248624408503160504e-03,1.358647504463567524e+00
7.834296427662116799e-03,7.265660237155210574e-03,1.359987463328043766e+00
7.847837467196546943e-03,7.282752963838795210e-03,1.361328645232826151e+00
7.861401911481285046e-03,7.299902817023170079e-03,1.362671043982017771e+00
7.874989800969815421e-03,7.317110026142673897e-03,1.364014653332393134e+00
7.888601176185545613e-03,7.334374821600707015e-03,1.365359467024112705e+00
7.902236077721936508e-03,7.351697434773872206e-03,1.366705478772421101e+00
7.915894546242608146e-03,7.369078098015948916e-03,1.368052682248192431e+00
7.929576622481468093e-03,7.386517044662013233e-03,1.369401071117111179e+00
7.943282347242818994e-03,7.404014509032588211e-03,1.370750639003387672e+00
7.957011761401488678e-03,7.421570726437632867e-03,1.372101379496843965e+00
7.970764905902967198e-03,7.439185933180693377e-03,1.373453286174012522e+00
7.984541821763521327e-03,7.456860366563101104e-03,1.374806352575765223e+00
7.998342550070283025e-03,7.474594264888175833e-03,1.376160572225626488e+00
8.012167131981436791e-03,7.492387867465332731e-03,1.377515938607401846e+00
8.026015608726271705e-03,7.510241414614315936e-03,1.378872445187738549e+00
8.039888021605361840e-03,7.528155147669302917e-03,1.380230085392320616e+00
8.053784411990668607e-03,7.546129308983246485e-03,1.381588852631256970e+00
8.067704821325637904e-03,7.564164141932046802e-03,1.382948740285118827e+00
8.081649291125375320e-03,7.582259890918854363e-03,1.384309741704994989e+00
8.095617862976720730e-03,7.600416801378352162e-03,1.385671850219650114e+00
8.109610578538406153e-03,7.618635119781050867e-03,1.387035059131380477e+00
8.123627479541173715e-03,7.636915093637647312e-03,1.388399361717504998e+00
8.137668607787877997e-03,7.655256971503258956e-03,1.389764751213458993e+00
8.151734005153628282e-03,7.673661002981759828e-03,1.391131220844112226e+00
8.165823713585923863e-03,7.692127438730200599e-03,1.392498763801131911e+00
8.179937775104765066e-03,7.710656530463213913e-03,1.393867373254435105e+00
8.194076231802781621e-03,7.729248530957341656e-03,1.395237042343784095e+00
8.208239125845347151e-03,7.747903694055471510e-03,1.396607764175996858e+00
8.222426499470714481e-03,7.766622274671334224e-03,1.397979531856433422e+00
8.236638394990157888e-03,7.785404528793860371e-03,1.399352338430593479e+00
8.250874854788071977e-03,7.804250713491713183e-03,1.400726176945610968e+00
8.265135921322124338e-03,7.823161086917738982e-03,1.402101040411799726e+00
8.279421637123347485e-03,7.842135908313572004e-03,1.403476921819873491e+00
8.293732044796288047e-03,7.861175438014065750e-03,1.404853814125325950e+00
8.308067187019143804e-03,7.880279937451774644e-03,1.406231710261456991e+00
8.322427106543876449e-03,7.899449669161581408e-03,1.407610603138025551e+00
8.336811846196343426e-03,7.918684896785311428e-03,1.408990485647109381e+00
8.351221448876414155e-03,7.937985885076331502e-03,1.410371350643061072e+00
8.365655957558103609e-03,7.957352899904053187e-03,1.411753190959932791e+00
8.380115415289719760e-03,7.976786208258640834e-03,1.413135999408683841e+00
8.394599865193971139e-03,7.996286078255667590e-03,1.414519768774406439e+00
8.409109350468105606e-03,8.015852779140710677e-03,1.415904491812127741e+00
8.423643914384021381e-03,8.035486581294118413e-03,1.417290161267148907e+00
8.438203600288411016e-03,8.055187756235719990e-03,1.418676769841866303e+00
8.452788451602898448e-03,8.074956576629471056e-03,1.420064310229233850e+00
8.467398511824155219e-03,8.094793316288245028e-03,1.421452775088224429e+00
8.482033824524042726e-03,8.114698250178636538e-03,1.422842157067157887e+00
8.496694433349714567e-03,8.134671654425704168e-03,1.424232448771868276e+00
8.511380382023767469e-03,8.154713806317713184e-03,1.425623642797831714e+00
8.526091714344383524e-03,8.174824984311020518e-03,1.427015731712815150e+00
8.540828474185441221e-03,8.195005468034852192e-03,1.428408708054086595e+00
8.555590705496657691e-03,8.215255538296268104e-03,1.429802564357698591e+00
8.570378452303701461e-03,8.235575477084960266e-03,1.431197293107538071e+00
8.585191758708332968e-03,8.255965567578085751e-03,1.432592886780753583e+00
8.600030668888557217e-03,8.276426094145335546e-03,1.433989337833230016e+00
8.614895227098729596e-03,8.296957342353682499e-03,1.435386638685136829e+00
8.629785477669703331e-03,8.317559598972524768e-03,1.436784781754698148e+00
8.644701465008938768e-03,8.338233151978581212e-03,1.438183759415816443e+00
8.659643233600654300e-03,8.358978290560785049e-03,1.439583564029059071e+00
8.674610828005968610e-03,8.379795305125399552e-03,1.440984187935894889e+00
8.689604292863020371e-03,8.400684487301041808e-03,1.442385623448527276e+00
8.704623672887082733e-03,8.421646129943687401e-03,1.443787862858873616e+00
8.719669012870743738e-03,8.442680527141858959e-03,1.445190898451960360e+00
8.734740357683984380e-03,8.463787974221613497e-03,1.446594722464765503e+00
8.749837752274359018e-03,8.484968767751639024e-03,1.447999327132137415e+00
8.764961241667115072e-03,8.506223205548430963e-03,1.449404704655886889e+00
8.780110870965297104e-03,8.527551586681409584e-03,1.450810847222693045e+00
8.795286685349941111e-03,8.548954211478179688e-03,1.452217747002749526e+00
8.810488730080142175e-03,8.570431381529642831e-03,1.453625396135106440e+00
8.825717050493243551e-03,8.591983399695262216e-03,1.455033786744110991e+00
8.840971692004958096e-03,8.613610570108211351e-03,1.456442910924727885e+00
8.856252700109472353e-03,8.635313198180585154e-03,1.457852760754591914e+00
8.871560120379613085e-03,8.657091590608864337e-03,1.459263328303039398e+00
8.886893998466987785e-03,8.678946055379168148e-03,1.460674605610425836e+00
8.902254380102106110e-03,8.700876901772441191e-03,1.462086584686799196e+00
8.917641311094522127e-03,8.722884440369841480e-03,1.463499257535921583e+00
8.933054837332959214e-03,8.744968983058242981e-03,1.464912616146439417e+00
8.948495004785450568e-03,8.767130843035481416e-03,1.466326652469626790e+00
8.963961859499500542e-03,8.789370334815718028e-03,1.467741358441985389e+00
8.979455447602193927e-03,8.811687774234909162e-03,1.469156725992913470e+00
8.994975815300353811e-03,8.834083478456256772e-03,1.470572747011835268e+00
9.010523008880649137e-03,8.856557765975657179e-03,1.471989413388907764e+00
9.026097074709756030e-03,8.879110956627260867e-03,1.473406716986614295e+00
9.041698059234503509e-03,8.901743371588867471e-03,1.474824649647473729e+00
9.057326008981998397e-03,8.924455333387537603e-03,1.476243203198687404e+00
9.072980970559767558e-03,8.947247165905142241e-03,1.477662369446272272e+00
9.088662990655884538e-03,8.970119194383853120e-03,1.479082140176760207e+00
9.104372116039120486e-03,8.993071745431836100e-03,1.480502507167909432e+00
9.120108393559096804e-03,9.016105147028826566e-03,1.481923462158623916e+00
9.135871870146403118e-03,9.039219728531680542e-03,1.483344996894562229e+00
9.151662592812755126e-03,9.062415820680179077e-03,1.484767103082808903e+00
9.167480608651107366e-03,9.085693755602655686e-03,1.486189772431480094e+00
9.183325964835811067e-03,9.109053866821769513e-03,1.487612996627131201e+00
9.199198708622773751e-03,9.132496489260176140e-03,1.489036767325796040e+00
9.215098887349571985e-03,9.156021959246207070e-03,1.490461076175984001e+00
9.231026548435607507e-03,9.179630614519700138e-03,1.491885914809716329e+00
9.246981739382230392e-03,9.203322794237798685e-03,1.493311274836591096e+00
9.262964507772895179e-03,9.227098838980729925e-03,1.494737147856170623e+00
9.278974901273310052e-03,9.250959090757748110e-03,1.496163525452022469e+00
9.295012967631570422e-03,9.274903893012956257e-03,1.497590399193444055e+00
9.311078754678302899e-03,9.298933590631202478e-03,1.499017760620313888e+00
9.327172310326795404e-03,9.323048529943847931e-03,1.500445601267813567e+00
9.343293682573142883e-03,9.347249058734900806e-03,1.501873912657352816e+00
9.359442919496420779e-03,9.371535526246884892e-03,1.503302686289110568e+00
9.375620069258797790e-03,9.395908283186871213e-03,1.504731913654469455e+00
9.391825180105691992e-03,9.420367681732445472e-03,1.506161586222381388e+00
9.408058300365895743e-03,9.444914075537633874e-03,1.507591695442636714e+00
9.424319478451737009e-03,9.469547819739064856e-03,1.509022232761407345e+00
9.440608762859232020e-03,9.494269270961998991e-03,1.510453189602964930e+00
9.456926202168224049e-03,9.519078787326482050e-03,1.511884557386809380e+00
9.473271845042494435e-03,9.543976728453475514e-03,1.513316327506228465e+00
9.489645740229974216e-03,9.568963455470909027e-03,1.514748491345502712e+00
9.506047936562815256e-03,9.594039331019876826e-03,1.516181040272346570e+00
9.522478482957598411e-03,9.619204719260922645e-03,1.517613965653563213e+00
9.538937428415453224e-03,9.644459985880234412e-03,1.519047258825784397e+00
9.555424822022177619e-03,9.669805498095712312e-03,1.520480911114307609e+00
9.571940712948449545e-03,9.695241624663402877e-03,1.521914913837892014e+00
9.588485150449894620e-03,9.720768735883792561e-03,1.523349258307415077e+00
9.605058183867302979e-03,9.746387203608130809e-03,1.524783935810491542e+00
9.621659862626748966e-03,9.772097401244730572e-03,1.526218937625673400e+00
9.638290236239703893e-03,9.797899703765230658e-03,1.527654255014887719e+00
9.654949354303258083e-03,9.823794487711205031e-03,1.529089879242277572e+00
9.671637266500186791e-03,9.849782131200454649e-03,1.530525801541645858e+00
9.688354022599167045e-03,9.875863013933373902e-03,1.531962013144786638e+00
9.705099672454899074e-03,9.902037517199558173e-03,1.533398505267552725e+00
9.721874266008231208e-03,9.928306023884165069e-03,1.534835269119495971e+00
9.738677853286336825e-03,9.954668918474546269e-03,1.536272295896182083e+00
9.755510484402872204e-03,9.981126587066796105e-03,1.537709576785657450e+00
9.772372209558103165e-03,1.000767941737216483e-02,1.539147102952983293e+00
9.789263079039071599e-03,1.003432779872382059e-02,1.540584865573385587e+00
9.806183143219720372e-03,1.006107212208342053e-02,1.542022855791570057e+00
9.823132452561059852e-03,1.008791278004770794e-02,1.543461064754986012e+00
9.840111057611337919e-03,1.011485016685518927e-02,1.544899483590383316e+00
9.857119009006157923e-03,1.014188467839283528e-02,1.546338103419768517e+00
9.874156357468659093e-03,1.016901671220276152e-02,1.547776915355896454e+00
9.891223153809627563e-03,1.019624666748911515e-02,1.549215910507163008e+00
9.908319448927678519e-03,1.022357494512477795e-02,1.550655079963586536e+00
9.925445293809415787e-03,1.025100194765808832e-02,1.552094414809691791e+00
9.942600739529561943e-03,1.027852807931976462e-02,1.553533906123098385e+00
9.959785837251128315e-03,1.030615374602970695e-02,1.554973544965210008e+00
9.977000638225539883e-03,1.033387935540388408e-02,1.556413322402063315e+00
9.994245193792803544e-03,1.036170531676130872e-02,1.557853229480671731e+00
1.001151955538168853e-02,1.038963204113086368e-02,1.559293257238781205e+00
1.002882377450983742e-02,1.041765994125832748e-02,1.560733396719405475e+00
1.004615790278395177e-02,1.044578943161337224e-02,1.562173638940734577e+00
1.006352199189991525e-02,1.047402092839652514e-02,1.563613974925054828e+00
1.008091609364295850e-02,1.050235484954631197e-02,1.565054395689366773e+00
1.009834025988784294e-02,1.053079161474624291e-02,1.566494892231210523e+00
1.011579454259898050e-02,1.055933164543189189e-02,1.567935455552869062e+00
1.013327899383060886e-02,1.058797536479811306e-02,1.569376076645540463e+00
1.015079366572691801e-02,1.061672319780614972e-02,1.570816746492752269e+00
1.016833861052223072e-02,1.064557557119069804e-02,1.572257456062565284e+00
1.018591388054116732e-02,1.067453291346718777e-02,1.573698196338281230e+00
1.020351952819877929e-02,1.070359565493919987e-02,1.575138958286462776e+00
1.022115560600072269e-02,1.073276422770550256e-02,1.576579732860399652e+00
1.023882216654339004e-02,1.076203906566735452e-02,1.578020511014798677e+00
1.025651926251407858e-02,1.079142060453595030e-02,1.579461283705970054e+00
1.027424694669117414e-02,1.082090928183971831e-02,1.580902041872686681e+00
1.029200527194427603e-02,1.085050553693170730e-02,1.582342776462217993e+00
1.030979429123437402e-02,1.088020981099700225e-02,1.583783478403062217e+00
1.032761405761398014e-02,1.091002254706004322e-02,1.585224138627823853e+00
1.034546462422730045e-02,1.093994418999228238e-02,1.586664748065276020e+00
1.036334604431042063e-02,1.096997518651950110e-02,1.588105297630889146e+00
1.038125837119143607e-02,1.100011598522927792e-02,1.589545778238396156e+00
1.039920165829059072e-02,1.103036703657876358e-02,1.590986180814563999e+00
1.041717595912050251e-02,1.106072879290217331e-02,1.592426496263686264e+00
1.043518132728623801e-02,1.109120170841838143e-02,1.593866715500307230e+00
1.045321781648554833e-02,1.112178623923859230e-02,1.595306829420113592e+00
1.047128548050899749e-02,1.115248284337389505e-02,1.596746828932769091e+00
1.048938437324009598e-02,1.118329198074309583e-02,1.598186704935999458e+00
1.050751454865551937e-02,1.121421411318038880e-02,1.599626448325593087e+00
1.052567606082520889e-02,1.124524970444306521e-02,1.601066049995631069e+00
1.054386896391258481e-02,1.127639922021942721e-02,1.602505500843564024e+00
1.056209331217468871e-02,1.130766312813649525e-02,1.603944791759005728e+00
1.058034915996231701e-02,1.133904189776782818e-02,1.605383913623923409e+00
1.059863656172021530e-02,1.137053600064156893e-02,1.606822857340689970e+00
1.061695557198724660e-02,1.140214591024814143e-02,1.608261613781486021e+00
1.063530624539653358e-02,1.143387210204829113e-02,1.609700173841014159e+00
1.065368863667563552e-02,1.146571505348106465e-02,1.611138528397268121e+00
1.067210280064668712e-02,1.149767524397175486e-02,1.612576668341371811e+00
1.069054879222658232e-02,1.152975315494010090e-02,1.614014584562933452e+00
1.070902666642714954e-02,1.156194926980813609e-02,1.615452267932155683e+00
1.072753647835529393e-02,1.159426407400831679e-02,1.616889709342932413e+00
1.074607828321317606e-02,1.162669805499182314e-02,1.618326899681656217e+00
1.076465213629835584e-02,1.165925170223649533e-02,1.619763829825817014e+00
1.078325809300396607e-02,1.169192550725505625e-02,1.621200490662388694e+00
1.080189620881890494e-02,1.172471996360344333e-02,1.622636873081399367e+00
1.082056653932796791e-02,1.175763556688903290e-02,1.624072967972837844e+00
1.083926914021203676e-02,1.179067281477886968e-02,1.625508766223551227e+00
1.085800406724821143e-02,1.182383220700794664e-02,1.626944258720770975e+00
1.087677137631000088e-02,1.185711424538767045e-02,1.628379436363930788e+00
1.089557112336750691e-02,1.189051943381414130e-02,1.629814290044955483e+00
1.091440336448755953e-02,1.192404827827654029e-02,1.631248810651771741e+00
1.093326815583391294e-02,1.195770128686558104e-02,1.632682989095197268e+00
1.095216555366736698e-02,1.199147896978212946e-02,1.634116816270754446e+00
1.097109561434597355e-02,1.202538183934558774e-02,1.635550283088947898e+00
1.099005839432520837e-02,1.205941041000251068e-02,1.636983380455411696e+00
1.100905395015812187e-02,1.209356519833497748e-02,1.638416099274501603e+00
1.102808233849551962e-02,1.212784672306934687e-02,1.639848430462845341e+00
1.104714361608610459e-02,1.216225550508501577e-02,1.641280364947869774e+00
1.106623783977666621e-02,1.219679206742284999e-02,1.642711893636205511e+00
1.108536506651226945e-02,1.223145693529400710e-02,1.644143007462500972e+00
1.110452535333639537e-02,1.226625063608864641e-02,1.645573697349357767e+00
1.112371875739113017e-02,1.230117369938464426e-02,1.647003954234433465e+00
1.114294533591730571e-02,1.233622665695662153e-02,1.648433769058816001e+00
1.116220514625469382e-02,1.237141004278450446e-02,1.649863132762258822e+00
1.118149824584219014e-02,1.240672439306255391e-02,1.651292036291748699e+00
1.120082469221796162e-02,1.244217024620828359e-02,1.652720470610165915e+00
1.122018454301963383e-02,1.247774814287140946e-02,1.654148426674543870e+00
1.123957785598443844e-02,1.251345862594272981e-02,1.655575895446413925e+00
1.125900468894940054e-02,1.254930224056317704e-02,1.657002867897074294e+00
1.127846509985153123e-02,1.258527953413276883e-02,1.658429335001057936e+00
1.129795914672798197e-02,1.262139105631987154e-02,1.659855287748141617e+00
1.131748688771618862e-02,1.265763735907018787e-02,1.661280717118151395e+00
1.133704838105411249e-02,1.269401899661583288e-02,1.662705614113419772e+00
1.135664368508033581e-02,1.273053652548475356e-02,1.664129969738558534e+00
1.137627285823430631e-02,1.276719050450981011e-02,1.665553775002389880e+00
1.139593595905647599e-02,1.280398149483796474e-02,1.666977020923271269e+00
1.141563304618845552e-02,1.284091005993965792e-02,1.668399698522453845e+00
1.143536417837325014e-02,1.287797676561813764e-02,1.669821798839626892e+00
1.145512941445535685e-02,1.291518218001868820e-02,1.671243312902450873e+00
1.147492881338101588e-02,1.295252687363817809e-02,1.672664231776219035e+00
1.149476243419834953e-02,1.299001141933451252e-02,1.674084546507688342e+00
1.151463033605752001e-02,1.302763639233598877e-02,1.675504248168032673e+00
1.153453257821092717e-02,1.306540237025077995e-02,1.676923327823966137e+00
1.155446922001340457e-02,1.310330993307651584e-02,1.678341776560180909e+00
1.157444032092236515e-02,1.314135966320984124e-02,1.679759585472720973e+00
1.159444594049800249e-02,1.317955214545618418e-02,1.681176745662259497e+00
1.161448613840343654e-02,1.321788796703919286e-02,1.682593248236068817e+00
1.163456097440490437e-02,1.325636771761050381e-02,1.684009084318506488e+00
1.165467050837197191e-02,1.329499198925947895e-02,1.685424245039176538e+00
1.167481480027767436e-02,1.333376137652297726e-02,1.686838721538275410e+00
1.169499391019871229e-02,1.337267647639508311e-02,1.688252504965084722e+00
1.171520789831560772e-02,1.341173788833703237e-02,1.689665586486769788e+00
1.173545682491289842e-02,1.345094621428709336e-02,1.691077957274768728e+00
1.175574075037934436e-02,1.349030205867033164e-02,1.692489608503273901e+00
1.177605973520806822e-02,1.352980602840856382e-02,1.693900531373639051e+00
1.179641383999676524e-02,1.356945873293051615e-02,1.695310717085110497e+00
1.181680312544784381e-02,1.360926078418166034e-02,1.696720156855846318e+00
1.183722765236863879e-02,1.364921279663427849e-02,1.698128841909241737e+00
1.185768748167160061e-02,1.368931538729765973e-02,1.699536763484490454e+00
1.187818267437445487e-02,1.372956917572824842e-02,1.700943912843745798e+00
1.189871329160040701e-02,1.376997478403995355e-02,1.702350281247941188e+00
1.191927939457828114e-02,1.381053283691408874e-02,1.703755859970948361e+00
1.193988104464273510e-02,1.385124396160959323e-02,1.705160640292802565e+00
1.196051830323445996e-02,1.389210878797337775e-02,1.706564613520786811e+00
1.198119123190033442e-02,1.393312794845095841e-02,1.707967770975611366e+00
1.200189989229362431e-02,1.397430207809658917e-02,1.709370103981188826e+00
1.202264434617413523e-02,1.401563181458359737e-02,1.710771603875297808e+00
1.204342465540842941e-02,1.405711779821492910e-02,1.712172262016742330e+00
1.206424088197001129e-02,1.409876067193356793e-02,1.713572069766314376e+00
1.208509308793950104e-02,1.414056108133315316e-02,1.714971018513205214e+00
1.210598133550482361e-02,1.418251967466848187e-02,1.716369099645432383e+00
1.212690568696137700e-02,1.422463710286607855e-02,1.717766304576316960e+00
1.214786620471223003e-02,1.426691401953490354e-02,1.719162624725355526e+00
1.216886295126832877e-02,1.430935108097709449e-02,1.720558051546499101e+00
1.218989598924865789e-02,1.435194894619874935e-02,1.721952576482616903e+00
1.221096538138044703e-02,1.439470827692045096e-02,1.723346191002652183e+00
1.223207119049932179e-02,1.443762973758817153e-02,1.724738886591233644e+00
1.225321347954951359e-02,1.448071399538409382e-02,1.726130654740038795e+00
1.227439231158406960e-02,1.452396172023755899e-02,1.727521486969117337e+00
1.229560774976502617e-02,1.456737358483605263e-02,1.728911374809424473e+00
1.231685985736354939e-02,1.461095026463606061e-02,1.730300309803011194e+00
1.233814869776021783e-02,1.465469243787418697e-02,1.731688283517315519e+00
1.235947433444510579e-02,1.469860078557822143e-02,1.733075287525876362e+00
1.238083683101806609e-02,1.474267599157807161e-02,1.734461313426251206e+00
1.240223625118887750e-02,1.478691874251700407e-02,1.735846352822437932e+00
1.242367265877740261e-02,1.483132972786293038e-02,1.737230397353397127e+00
1.244514611771385670e-02,1.487590963991946430e-02,1.738613438654232901e+00
1.246665669203890839e-02,1.492065917383720089e-02,1.739995468384744060e+00
1.248820444590395366e-02,1.496557902762494369e-02,1.741376478222523394e+00
1.250978944357126511e-02,1.501066990216134468e-02,1.742756459873734620e+00
1.253141174941416885e-02,1.505593250120617482e-02,1.744135405041258524e+00
1.255307142791725443e-02,1.510136753141144879e-02,1.745513305451640074e+00
1.257476854367659339e-02,1.514697570233333561e-02,1.746890152867655255e+00
1.259650316139989019e-02,1.519275772644346212e-02,1.748265939042130901e+00
1.261827534590670950e-02,1.523871431914049050e-02,1.749640655768089914e+00
1.264008516212862532e-02,1.528484619876178778e-02,1.751014294846752861e+00
1.266193267510944652e-02,1.533115408659505019e-02,1.752386848102003736e+00
1.268381795000542156e-02,1.537763870689005420e-02,1.753758307369790881e+00
1.270574105208541194e-02,1.542430078687017508e-02,1.755128664510887226e+00
1.272770204673109862e-02,1.547114105674447272e-02,1.756497911409189649e+00
