name,hubble_T,morph_group,morph_code,p_fit,p_err,A0_fit,ell_0_fit,chi2,chi2_red,n_points,dof
F583-4,5,Intermediate (Sbc-Sc),2,0.10000001893315824,2.8284271284111097e-07,0.591,4.993,26.021319666181995,2.6021319666181997,11,10
IC2574,9,Irregular (Sm-BCD),0,2.090882072215252,0.6121945413616283,0.591,4.993,46.82424808553101,1.418916608652455,34,33
IC4202,4,Intermediate (Sbc-Sc),2,2.8910349468943664,0.3101884768881593,0.591,4.993,5452.590073922322,175.890002384591,32,31
KK98-251,10,Irregular (Sm-BCD),0,0.10000000511641183,2.8284271262336575e-07,0.591,4.993,10.802607448978051,0.9002172874148376,13,12
NGC0024,5,Intermediate (Sbc-Sc),2,0.10000025685693625,2.8284271456574263e-07,0.591,4.993,148.4203516735563,5.936814066942252,26,25
NGC0055,9,Irregular (Sm-BCD),0,2.267823410937241,0.5128215699363197,0.591,4.993,6.644414288658969,0.3322207144329484,21,20
NGC0100,6,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.828427130240654e-07,0.591,4.993,38.96897205934166,2.0509985294390347,20,19
NGC0247,7,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.8284271336275277e-07,0.591,4.993,62.860919444806086,2.5144367777922434,26,25
NGC0289,4,Intermediate (Sbc-Sc),2,0.9898852595387923,0.16845572455333274,0.591,4.993,67.86653048531356,2.5135752031597614,28,27
NGC0300,7,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.8284271376096133e-07,0.591,4.993,91.1573008722859,3.798220869678579,25,24
NGC0801,5,Intermediate (Sbc-Sc),2,0.10000031062358272,2.82842714258783e-07,0.591,4.993,126.33924950918154,10.528270792431796,13,12
NGC0891,3,Early-Spiral (Sab-Sb),3,0.10000031062358272,2.8284271834874323e-07,0.591,4.993,415.4579065007009,24.43870038239417,18,17
NGC1003,6,Late-Spiral (Scd-Sdm),1,2.999999958823134,2.828427129038808e-07,0.591,4.993,30.585153444995964,0.8738615269998847,36,35
NGC1090,4,Intermediate (Sbc-Sc),2,0.7003401679520761,0.18597714663421494,0.591,4.993,123.22155129320264,5.600979604236484,23,22
NGC1705,11,Irregular (Sm-BCD),0,0.10000031062358272,2.8284271452979926e-07,0.591,4.993,145.56597109889063,12.130497591574219,13,12
NGC2366,10,Irregular (Sm-BCD),0,0.6734854499270987,0.23242574504885619,0.591,4.993,80.58029059226448,3.5034908953158466,24,23
NGC2403,6,Late-Spiral (Scd-Sdm),1,2.999999958823134,2.828427133763439e-07,0.591,4.993,64.21307546933885,0.9443099333726301,69,68
NGC2683,3,Early-Spiral (Sab-Sb),3,0.5614071543267161,0.282696941205103,0.591,4.993,14.323014938872685,1.4323014938872685,11,10
NGC2841,3,Early-Spiral (Sab-Sb),3,2.999999853227826,2.828427130226411e-07,0.591,4.993,38.87750385912988,0.7934184461046915,50,49
NGC2903,4,Intermediate (Sbc-Sc),2,2.2952166349308296,0.32522056506458474,0.591,4.993,2436.1324548303096,76.12913921344717,33,32
NGC2915,11,Irregular (Sm-BCD),0,2.999999853227826,2.828427182810232e-07,0.591,4.993,410.7916229609491,14.671129391462468,29,28
NGC2955,3,Early-Spiral (Sab-Sb),3,0.10000031062358272,2.828427145768068e-07,0.591,4.993,149.1016907701616,6.482682207398331,24,23
NGC2976,5,Intermediate (Sbc-Sc),2,2.999999853227826,2.8284271260843123e-07,0.591,4.993,9.468782613741082,0.4734391306870541,21,20
NGC2998,5,Intermediate (Sbc-Sc),2,0.42957553557966044,0.31507604188207883,0.591,4.993,11.51497680260231,1.0468160729638465,12,11
NGC3109,9,Irregular (Sm-BCD),0,0.10000025685693625,2.8284271595657364e-07,0.591,4.993,247.1672385947244,10.746401678031496,24,23
NGC3198,5,Intermediate (Sbc-Sc),2,2.2073171501775333,0.34370093779611005,0.591,4.993,242.28557407569613,5.909404245748686,42,41
NGC3521,4,Intermediate (Sbc-Sc),2,2.999999853227826,2.828427183519004e-07,0.591,4.993,415.633179401029,10.390829485025725,41,40
NGC3726,5,Intermediate (Sbc-Sc),2,0.10000031062358272,2.8284271387763133e-07,0.591,4.993,99.27602513806572,9.02509319436961,12,11
NGC3741,10,Irregular (Sm-BCD),0,0.10000025685693625,2.828427156503615e-07,0.591,4.993,225.31902224604084,12.51772345811338,19,18
NGC3769,3,Early-Spiral (Sab-Sb),3,2.2760703345538174,0.6434763835518876,0.591,4.993,56.58904820941231,5.144458928128392,12,11
NGC3877,5,Intermediate (Sbc-Sc),2,2.064421532535108,0.25420982255211155,0.591,4.993,1116.8787791312964,93.0732315942747,13,12
NGC3893,5,Intermediate (Sbc-Sc),2,1.7058205079951323,0.6897452365315484,0.591,4.993,38.39481155834832,4.266090173149814,10,9
NGC3917,6,Late-Spiral (Scd-Sdm),1,2.2540342742906163,0.5597293007468056,0.591,4.993,41.45535137531896,2.590959460957435,17,16
NGC3949,4,Intermediate (Sbc-Sc),2,2.999999853227826,2.8284271331408125e-07,0.591,4.993,59.39051579049977,9.898419298416629,7,6
NGC3953,4,Intermediate (Sbc-Sc),2,0.10000000511641183,2.82842712801092e-07,0.591,4.993,23.249204916271445,3.321314988038778,8,7
NGC3972,4,Intermediate (Sbc-Sc),2,2.796618537170797,2.0,0.591,4.993,12.924587714409963,1.436065301601107,10,9
NGC3992,4,Intermediate (Sbc-Sc),2,0.9845234525479758,0.3913521211730395,0.591,4.993,1.179345323331791,0.14741816541647387,9,8
NGC4010,7,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.828427128669694e-07,0.591,4.993,27.776634477747443,2.525148588886131,12,11
NGC4013,3,Early-Spiral (Sab-Sb),3,0.6218793414874151,0.1773456393661805,0.591,4.993,77.27520851272763,2.2078631003636464,36,35
NGC4051,4,Intermediate (Sbc-Sc),2,0.10000031062358272,2.828427136742746e-07,0.591,4.993,84.949455607108,14.158242601184668,7,6
NGC4068,10,Irregular (Sm-BCD),0,1.832859777707178,0.6660050667102225,0.591,4.993,20.233821048771393,5.058455262192848,5,4
NGC4085,5,Intermediate (Sbc-Sc),2,2.999999853227826,2.8284271978517416e-07,0.591,4.993,517.0251153103421,86.17085255172368,7,6
NGC4088,4,Intermediate (Sbc-Sc),2,0.10000031062358272,2.828427170368581e-07,0.591,4.993,323.15634506482644,29.377849551347857,12,11
NGC4100,4,Intermediate (Sbc-Sc),2,1.0331669664678989,0.331537821912279,0.591,4.993,9.887500116739323,0.42989130942344883,24,23
NGC4138,0,Early (S0-Sa),4,1.3393011528492913,0.6881181243254767,0.591,4.993,14.512969333546103,2.418828222257684,7,6
NGC4157,3,Early-Spiral (Sab-Sb),3,0.17894345604451906,0.25672400439431153,0.591,4.993,171.23507119365277,10.702191949603298,17,16
NGC4183,6,Late-Spiral (Scd-Sdm),1,2.059367860224033,0.45848156457816974,0.591,4.993,21.557717102090262,0.9798962319131937,23,22
NGC4214,10,Irregular (Sm-BCD),0,0.10000031062358272,2.8284271374276563e-07,0.591,4.993,89.84414663173295,7.4870122193110795,13,12
NGC4217,3,Early-Spiral (Sab-Sb),3,2.749786536218648,0.3239750463538099,0.591,4.993,3136.808117006965,174.26711761149807,19,18
NGC4389,4,Intermediate (Sbc-Sc),2,2.999999853227826,2.8284275329642224e-07,0.591,4.993,2887.200256258522,577.4400512517044,6,5
NGC4559,6,Late-Spiral (Scd-Sdm),1,1.138608389861137,0.22202605664902142,0.591,4.993,82.19971940420086,2.651603851748415,32,31
NGC5005,4,Intermediate (Sbc-Sc),2,0.8736367576927333,0.6056709732415742,0.591,4.993,165.4480778373352,10.34050486483345,17,16
NGC5033,5,Intermediate (Sbc-Sc),2,1.9244364094004804,0.49970757024678686,0.591,4.993,85.26674159113246,4.060321028149165,22,21
NGC5055,4,Intermediate (Sbc-Sc),2,0.3307156690310417,0.13600574610107738,0.591,4.993,450.2341574446893,16.675339164618123,28,27
NGC5371,4,Intermediate (Sbc-Sc),2,0.10000000511641183,2.828427144612938e-07,0.591,4.993,142.49907448979968,7.916615249433316,19,18
NGC5585,7,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.828427134796868e-07,0.591,4.993,71.21292357696255,3.5606461788481276,21,20
NGC5907,5,Intermediate (Sbc-Sc),2,0.584427740644284,0.19372888868521979,0.591,4.993,7.4062904928575435,0.4114605829365302,19,18
NGC5985,3,Early-Spiral (Sab-Sb),3,2.999999853227826,2.8284271326791626e-07,0.591,4.993,56.219985005133125,1.7568745314104102,33,32
NGC6015,6,Late-Spiral (Scd-Sdm),1,2.6896715120353565,0.5093312045780465,0.591,4.993,23.61092426862797,0.5621648635387612,43,42
NGC6195,3,Early-Spiral (Sab-Sb),3,0.10000005291316505,2.828427151212413e-07,0.591,4.993,188.15268611789847,8.552394823540839,23,22
NGC6503,6,Late-Spiral (Scd-Sdm),1,2.999999958823134,2.828427128801347e-07,0.591,4.993,28.83197570135694,0.9610658567118979,31,30
NGC6674,3,Early-Spiral (Sab-Sb),3,1.9781733416262304,0.6964078139488187,0.591,4.993,2.9904027219097835,0.21360019442212738,15,14
NGC6946,6,Late-Spiral (Scd-Sdm),1,0.10000103771336333,2.8284271656599225e-07,0.591,4.993,289.3430954805695,5.166840990724455,57,56
NGC7331,3,Early-Spiral (Sab-Sb),3,0.10000031062358272,2.828427202844669e-07,0.591,4.993,552.9907582553071,15.799735950151632,36,35
NGC7793,7,Late-Spiral (Scd-Sdm),1,2.980112817147125,2.828427127179746e-07,0.591,4.993,17.20822282657265,0.5214612977749288,34,33
NGC7814,2,Early-Spiral (Sab-Sb),3,2.999999853227826,2.828427129321708e-07,0.591,4.993,32.41210854471393,1.90659462027729,18,17
PGC51017,11,Irregular (Sm-BCD),0,2.999999958823134,2.828427131385655e-07,0.591,4.993,47.29105756438224,11.82276439109556,5,4
UGC00128,8,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.828427129348319e-07,0.591,4.993,32.68067024129301,1.5562223924425242,22,21
UGC00191,9,Irregular (Sm-BCD),0,0.10000005291316505,2.828427129742374e-07,0.591,4.993,35.53374719618553,4.441718399523191,9,8
UGC00731,10,Irregular (Sm-BCD),0,2.999999853227826,2.828427142696096e-07,0.591,4.993,126.99981932430543,11.545438120391402,12,11
UGC00891,9,Irregular (Sm-BCD),0,0.7251676562237684,0.8858438256775831,0.591,4.993,27.095571409618522,6.7738928524046305,5,4
UGC01230,9,Irregular (Sm-BCD),0,2.2668098753631116,1.298559763504324,0.591,4.993,38.24091623954669,3.8240916239546694,11,10
UGC01281,8,Late-Spiral (Scd-Sdm),1,0.10000000511641183,2.828427140600768e-07,0.591,4.993,112.87201313341276,5.37485776825775,22,21
UGC02023,10,Irregular (Sm-BCD),0,2.7985549719552427,1.2187554449355054,0.591,4.993,10.423372712190641,2.6058431780476603,5,4
UGC02259,8,Late-Spiral (Scd-Sdm),1,0.10000061296376672,2.828427135059661e-07,0.591,4.993,72.98917588861974,10.427025126945678,8,7
UGC02455,10,Irregular (Sm-BCD),0,2.999999853227826,2.8284275726667785e-07,0.591,4.993,3169.080377586708,528.180062931118,7,6
UGC02487,0,Early (S0-Sa),4,2.999999853227826,2.8284271257393497e-07,0.591,4.993,7.050030428266795,0.4406269017666747,17,16
UGC02885,5,Intermediate (Sbc-Sc),2,0.9711877135986853,0.2457894818935293,0.591,4.993,11.730177099488234,0.6516765055271241,19,18
UGC02916,2,Early-Spiral (Sab-Sb),3,0.41763187625484566,0.23596377770803467,0.591,4.993,244.2293202614223,5.956812689302983,42,41
UGC02953,2,Early-Spiral (Sab-Sb),3,2.2538569318315225,0.3590315805107441,0.591,4.993,368.83371571142317,3.383795556985534,110,109
UGC03205,2,Early-Spiral (Sab-Sb),3,1.145453949910539,0.27608467036317164,0.591,4.993,43.44423144906825,0.9444398141101793,47,46
UGC03546,1,Early (S0-Sa),4,1.552675935276997,0.3390746990748788,0.591,4.993,448.0973090442507,15.451631346353473,30,29
UGC03580,1,Early (S0-Sa),4,2.999999853227826,2.828427328303107e-07,0.591,4.993,1439.9293536516839,34.284032229801994,43,42
UGC04278,7,Late-Spiral (Scd-Sdm),1,0.10000031062358272,2.828427140586245e-07,0.591,4.993,112.30216148217659,5.1046437037353,23,22
UGC04305,10,Irregular (Sm-BCD),0,2.999999853227826,2.828427164841123e-07,0.591,4.993,283.962923806628,14.945417042454105,20,19
UGC04325,9,Irregular (Sm-BCD),0,0.10000031062358272,2.828427133789448e-07,0.591,4.993,64.13799150394632,9.162570214849476,8,7
UGC04483,10,Irregular (Sm-BCD),0,0.10000000511641183,2.8284271270993437e-07,0.591,4.993,17.132765121310886,4.2831912803277215,5,4
UGC04499,8,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.8284271281952153e-07,0.591,4.993,24.39083178145224,3.04885397268153,9,8
UGC05005,10,Irregular (Sm-BCD),0,2.9783242589120946,0.8934437430369537,0.591,4.993,1.9698883959450546,0.19698883959450547,11,10
UGC05253,2,Early-Spiral (Sab-Sb),3,1.7014899700901278,0.39316700830518486,0.591,4.993,215.43593232194053,3.1222598887237756,70,69
UGC05414,10,Irregular (Sm-BCD),0,0.32245841640053813,0.3936761107424975,0.591,4.993,6.5473220424330165,1.3094644084866034,6,5
UGC05716,9,Irregular (Sm-BCD),0,2.999999853227826,2.8284271358647037e-07,0.591,4.993,78.72773874992559,7.157067159084145,12,11
UGC05721,7,Late-Spiral (Scd-Sdm),1,0.10000031062358272,2.8284271526549465e-07,0.591,4.993,197.73424906120167,10.407065740063246,20,19
UGC05750,8,Late-Spiral (Scd-Sdm),1,1.8790568774920156,0.5295767397234166,0.591,4.993,16.95307762972827,1.88367529219203,10,9
UGC05764,10,Irregular (Sm-BCD),0,0.10000025685693625,2.8284271410497307e-07,0.591,4.993,115.69645980328745,14.462057475410932,9,8
UGC05829,10,Irregular (Sm-BCD),0,0.10000000511641183,2.8284271329773844e-07,0.591,4.993,58.591387396012436,5.859138739601244,11,10
UGC05918,10,Irregular (Sm-BCD),0,0.10000000511641183,2.828427133560635e-07,0.591,4.993,62.81096661156947,8.97299523022421,8,7
UGC05986,9,Irregular (Sm-BCD),0,2.999999853227826,2.8284271334565155e-07,0.591,4.993,61.66165854355722,4.404404181682659,15,14
UGC05999,10,Irregular (Sm-BCD),0,2.999999958823134,2.8284271254549314e-07,0.591,4.993,5.050549484679313,1.2626373711698282,5,4
UGC06399,9,Irregular (Sm-BCD),0,0.10000031062358272,2.828427130313423e-07,0.591,4.993,39.405816849054595,4.925727106131824,9,8
UGC06446,7,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.828427144457917e-07,0.591,4.993,139.47447511196242,8.717154694497651,17,16
UGC06614,1,Early (S0-Sa),4,0.3940450409382856,0.23856271294013318,0.591,4.993,63.904538665417604,5.325378222118133,13,12
UGC06628,9,Irregular (Sm-BCD),0,0.10000031062358272,2.8284271533645087e-07,0.591,4.993,202.61123522962976,33.76853920493829,7,6
UGC06667,6,Late-Spiral (Scd-Sdm),1,0.10000132879620383,2.8284271442146804e-07,0.591,4.993,137.77591172201923,17.221988965252404,9,8
UGC06786,0,Early (S0-Sa),4,2.999999853227826,2.828427129744847e-07,0.591,4.993,35.45680242804966,0.8648000592207234,42,41
UGC06787,2,Early-Spiral (Sab-Sb),3,2.999999853227826,2.8284271556849083e-07,0.591,4.993,218.97325572472,3.317776601889697,67,66
UGC06818,9,Irregular (Sm-BCD),0,2.999999853227826,2.8284271311264115e-07,0.591,4.993,45.21485550233057,6.45926507176151,8,7
UGC06917,9,Irregular (Sm-BCD),0,2.999999853227826,2.8284271274189535e-07,0.591,4.993,18.939546463584787,1.8939546463584787,11,10
UGC06923,10,Irregular (Sm-BCD),0,2.3878261652536215,1.3262661605578532,0.591,4.993,16.411188038497098,3.2822376076994195,6,5
UGC06930,7,Late-Spiral (Scd-Sdm),1,2.342706517636787,0.8049421001295024,0.591,4.993,8.264591139170879,0.9182879043523199,10,9
UGC06973,2,Early-Spiral (Sab-Sb),3,2.999999853227826,2.8284272008406974e-07,0.591,4.993,538.1461223589909,67.26826529487386,9,8
UGC06983,6,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.82842713115894e-07,0.591,4.993,45.489256465698375,2.8430785291061484,17,16
UGC07089,8,Late-Spiral (Scd-Sdm),1,2.69352879974282,0.9929127123599751,0.591,4.993,1.5225703841333214,0.13841548946666557,12,11
UGC07125,9,Irregular (Sm-BCD),0,0.4181431637098923,0.20030080730200542,0.591,4.993,14.710331424230441,1.2258609520192034,13,12
UGC07151,6,Late-Spiral (Scd-Sdm),1,0.10000000511641183,2.828427126399676e-07,0.591,4.993,11.76796732670959,1.3075519251899543,10,9
UGC07261,8,Late-Spiral (Scd-Sdm),1,0.10000025685693625,2.8284271278792747e-07,0.591,4.993,22.23928965844279,3.7065482764071316,7,6
UGC07323,8,Late-Spiral (Scd-Sdm),1,1.8318990897858354,1.3758010573353157,0.591,4.993,2.3359408119420504,0.2595489791046723,10,9
UGC07399,8,Late-Spiral (Scd-Sdm),1,0.10000031062358272,2.8284271417112655e-07,0.591,4.993,120.15071960093111,13.350079955659012,10,9
UGC07524,9,Irregular (Sm-BCD),0,0.10000378875406746,2.828427143586422e-07,0.591,4.993,133.26293188275937,4.595273513198599,30,29
UGC07559,10,Irregular (Sm-BCD),0,0.4473509622466772,0.2717463112726426,0.591,4.993,8.155683106005252,1.6311366212010505,6,5
UGC07577,10,Irregular (Sm-BCD),0,2.999999853227826,2.828427128704965e-07,0.591,4.993,28.02346408593341,4.670577347655568,7,6
UGC07603,7,Late-Spiral (Scd-Sdm),1,0.10000025685693625,2.828427135891435e-07,0.591,4.993,79.13372352407723,7.913372352407722,11,10
UGC07608,10,Irregular (Sm-BCD),0,0.10000025685693625,2.8284271367191704e-07,0.591,4.993,84.95820206210955,12.136886008872793,8,7
UGC07690,10,Irregular (Sm-BCD),0,0.10000000511641183,2.82842712580787e-07,0.591,4.993,7.562175129483618,1.2603625215806031,7,6
UGC07866,10,Irregular (Sm-BCD),0,0.10000000511641183,2.828427125462441e-07,0.591,4.993,5.327038619762409,1.065407723952482,6,5
UGC08286,6,Late-Spiral (Scd-Sdm),1,0.10000001893315824,2.828427144766784e-07,0.591,4.993,141.71382951386298,9.447588634257531,16,15
UGC08490,9,Irregular (Sm-BCD),0,2.999999853227826,2.82842715579995e-07,0.591,4.993,219.79663689226592,7.849879889009498,29,28
UGC08550,7,Late-Spiral (Scd-Sdm),1,0.10000025685693625,2.8284271357816177e-07,0.591,4.993,78.31363577941062,8.70151508660118,10,9
UGC08699,2,Early-Spiral (Sab-Sb),3,2.7729743822067214,0.6495963719281919,0.591,4.993,80.58117300016102,2.1205571842147637,39,38
UGC08837,10,Irregular (Sm-BCD),0,2.646357422518135,0.6644302920802644,0.591,4.993,74.66469816797282,10.666385452567544,8,7
UGC09037,6,Late-Spiral (Scd-Sdm),1,0.5038062417050538,0.17304681189935303,0.591,4.993,750.0846549679303,35.71831690323478,22,21
UGC09133,2,Early-Spiral (Sab-Sb),3,0.8521985704657159,0.12388348219500953,0.591,4.993,177.3786099178458,2.6875546957249363,67,66
UGC09992,10,Irregular (Sm-BCD),0,0.10000031062358272,2.8284271251315273e-07,0.591,4.993,2.733196143189868,0.683299035797467,5,4
UGC10310,9,Irregular (Sm-BCD),0,0.10000025685693625,2.828427128031215e-07,0.591,4.993,23.321652806390336,3.886942134398389,7,6
UGC11455,6,Late-Spiral (Scd-Sdm),1,0.895791917886273,0.14038919715529194,0.591,4.993,757.2462271928617,21.63560649122462,36,35
UGC11557,8,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.8284273518610037e-07,0.591,4.993,1606.1530962542483,160.61530962542483,11,10
UGC11820,9,Irregular (Sm-BCD),0,2.999999853227826,2.8284271299927447e-07,0.591,4.993,37.150344902947936,5.307192128992562,8,7
UGC11914,2,Early-Spiral (Sab-Sb),3,2.259794241794713,1.186515122967033,0.591,4.993,55.25129303931254,0.9057589022838122,62,61
UGC12506,6,Late-Spiral (Scd-Sdm),1,2.999999853227826,2.828427133139465e-07,0.591,4.993,59.419795701689615,1.9806598567229872,31,30
UGC12632,9,Irregular (Sm-BCD),0,2.999999853227826,2.8284271371688936e-07,0.591,4.993,87.8815342262087,6.277252444729193,15,14
UGC12732,9,Irregular (Sm-BCD),0,2.999999853227826,2.828427135574892e-07,0.591,4.993,76.71788749165313,5.1145258327768754,16,15
UGCA442,9,Irregular (Sm-BCD),0,0.10000031062358272,2.82842713319436e-07,0.591,4.993,59.90208563369244,9.983680938948739,7,6
UGCA444,10,Irregular (Sm-BCD),0,0.10000000511641183,2.8284271546701195e-07,0.591,4.993,214.12105140633224,7.383484531252836,30,29
