candidate_id,q_R80,route_fraction_max,acceleration_gate_power,shape_gate,shape_midpoint,shape_width,fold,training_galaxies,test_galaxies,training_equal_galaxy_RMSE_km_s,test_equal_galaxy_RMSE_km_s
q2__f0.3__n4__hc0.7_w0.05__RAR,2.0,0.3,4.0,c0.7_w0.05,0.7,0.05,1,97,34,10.641526023707403,9.100821092496346
q2__f0.3__n4__hc0.7_w0.05__RAR,2.0,0.3,4.0,c0.7_w0.05,0.7,0.05,2,108,23,10.680405924541414,8.024023334695556
q2__f0.3__n4__hc0.7_w0.05__RAR,2.0,0.3,4.0,c0.7_w0.05,0.7,0.05,3,106,25,9.17928204540958,13.955718967951196
q2__f0.3__n4__hc0.7_w0.05__RAR,2.0,0.3,4.0,c0.7_w0.05,0.7,0.05,4,104,27,9.950523053727045,11.390683258369386
q2__f0.3__n4__hc0.7_w0.1__RAR,2.0,0.3,4.0,c0.7_w0.1,0.7,0.1,0,109,22,10.726726069870233,7.395251293647961
q2__f0.3__n4__hc0.7_w0.1__RAR,2.0,0.3,4.0,c0.7_w0.1,0.7,0.1,1,97,34,10.594790850878136,9.16642349084348
q2__f0.3__n4__hc0.7_w0.1__RAR,2.0,0.3,4.0,c0.7_w0.1,0.7,0.1,2,108,23,10.655442451021306,8.029430624145492
q2__f0.3__n4__hc0.7_w0.1__RAR,2.0,0.3,4.0,c0.7_w0.1,0.7,0.1,3,106,25,9.183861854428331,13.86306118753343
q2__f0.3__n4__hc0.7_w0.1__RAR,2.0,0.3,4.0,c0.7_w0.1,0.7,0.1,4,104,27,9.974693562292549,11.217668259576401
q2__f0.3__n4__hc0.7_w0.2__RAR,2.0,0.3,4.0,c0.7_w0.2,0.7,0.2,0,109,22,10.693986770884083,7.606509716457228
q2__f0.3__n4__hc0.7_w0.2__RAR,2.0,0.3,4.0,c0.7_w0.2,0.7,0.2,1,97,34,10.555793551968218,9.283257931397713
q2__f0.3__n4__hc0.7_w0.2__RAR,2.0,0.3,4.0,c0.7_w0.2,0.7,0.2,2,108,23,10.652671657818045,8.028505226701615
q2__f0.3__n4__hc0.7_w0.2__RAR,2.0,0.3,4.0,c0.7_w0.2,0.7,0.2,3,106,25,9.214628173154756,13.76646910922991
q2__f0.3__n4__hc0.7_w0.2__RAR,2.0,0.3,4.0,c0.7_w0.2,0.7,0.2,4,104,27,10.011234090139318,11.080355041383791
q3__f0.1__n0__hnone__RAR,3.0,0.1,0.0,none,,,0,109,22,10.745358600046572,8.637718077967799
q3__f0.1__n0__hnone__RAR,3.0,0.1,0.0,none,,,1,97,34,10.732192676341336,9.478156716342516
q3__f0.1__n0__hnone__RAR,3.0,0.1,0.0,none,,,2,108,23,10.852814666577967,8.092493135009573
q3__f0.1__n0__hnone__RAR,3.0,0.1,0.0,none,,,3,106,25,9.455732099513634,13.783046652211386
q3__f0.1__n0__hnone__RAR,3.0,0.1,0.0,none,,,4,104,27,10.261659828754912,11.014281390047937
q3__f0.1__n0__hc0.5_w0.05__RAR,3.0,0.1,0.0,c0.5_w0.05,0.5,0.05,0,109,22,10.714160428270791,8.204720983778811
q3__f0.1__n0__hc0.5_w0.05__RAR,3.0,0.1,0.0,c0.5_w0.05,0.5,0.05,1,97,34,10.684403390715651,9.26769870950651
q3__f0.1__n0__hc0.5_w0.05__RAR,3.0,0.1,0.0,c0.5_w0.05,0.5,0.05,2,108,23,10.783007376925191,7.901390903655539
q3__f0.1__n0__hc0.5_w0.05__RAR,3.0,0.1,0.0,c0.5_w0.05,0.5,0.05,3,106,25,9.31724956851421,13.84408249522332
q3__f0.1__n0__hc0.5_w0.05__RAR,3.0,0.1,0.0,c0.5_w0.05,0.5,0.05,4,104,27,10.109331638350083,11.163421303827484
q3__f0.1__n0__hc0.5_w0.1__RAR,3.0,0.1,0.0,c0.5_w0.1,0.5,0.1,0,109,22,10.75421154009101,8.168595838843716
q3__f0.1__n0__hc0.5_w0.1__RAR,3.0,0.1,0.0,c0.5_w0.1,0.5,0.1,1,97,34,10.703713420601288,9.331974756343705
q3__f0.1__n0__hc0.5_w0.1__RAR,3.0,0.1,0.0,c0.5_w0.1,0.5,0.1,2,108,23,10.816947703049513,7.905607891631703
q3__f0.1__n0__hc0.5_w0.1__RAR,3.0,0.1,0.0,c0.5_w0.1,0.5,0.1,3,106,25,9.35876341090921,13.841952578220491
q3__f0.1__n0__hc0.5_w0.1__RAR,3.0,0.1,0.0,c0.5_w0.1,0.5,0.1,4,104,27,10.12249331891005,11.251022455536736
q3__f0.1__n0__hc0.5_w0.2__RAR,3.0,0.1,0.0,c0.5_w0.2,0.5,0.2,0,109,22,10.830856853056183,8.200810752148012
q3__f0.1__n0__hc0.5_w0.2__RAR,3.0,0.1,0.0,c0.5_w0.2,0.5,0.2,1,97,34,10.75573035448158,9.462883146429464
q3__f0.1__n0__hc0.5_w0.2__RAR,3.0,0.1,0.0,c0.5_w0.2,0.5,0.2,2,108,23,10.892217543288412,7.947988992036945
q3__f0.1__n0__hc0.5_w0.2__RAR,3.0,0.1,0.0,c0.5_w0.2,0.5,0.2,3,106,25,9.443698529232,13.87463995922056
q3__f0.1__n0__hc0.5_w0.2__RAR,3.0,0.1,0.0,c0.5_w0.2,0.5,0.2,4,104,27,10.185635107388855,11.347019168482005
q3__f0.1__n0__hc0.6_w0.05__RAR,3.0,0.1,0.0,c0.6_w0.05,0.6,0.05,0,109,22,10.827116330144063,7.875275886318584
q3__f0.1__n0__hc0.6_w0.05__RAR,3.0,0.1,0.0,c0.6_w0.05,0.6,0.05,1,97,34,10.734623528396364,9.337785948717864
q3__f0.1__n0__hc0.6_w0.05__RAR,3.0,0.1,0.0,c0.6_w0.05,0.6,0.05,2,108,23,10.842475135295851,7.9282690109846365
q3__f0.1__n0__hc0.6_w0.05__RAR,3.0,0.1,0.0,c0.6_w0.05,0.6,0.05,3,106,25,9.346585242947247,13.97441186823882
q3__f0.1__n0__hc0.6_w0.05__RAR,3.0,0.1,0.0,c0.6_w0.05,0.6,0.05,4,104,27,10.122741789969044,11.361488623684844
q3__f0.1__n0__hc0.6_w0.1__RAR,3.0,0.1,0.0,c0.6_w0.1,0.6,0.1,0,109,22,10.858367191273825,8.008702014801177
q3__f0.1__n0__hc0.6_w0.1__RAR,3.0,0.1,0.0,c0.6_w0.1,0.6,0.1,1,97,34,10.766344260532886,9.422971706135343
q3__f0.1__n0__hc0.6_w0.1__RAR,3.0,0.1,0.0,c0.6_w0.1,0.6,0.1,2,108,23,10.892668909311281,7.93558397409678
q3__f0.1__n0__hc0.6_w0.1__RAR,3.0,0.1,0.0,c0.6_w0.1,0.6,0.1,3,106,25,9.418054578288316,13.94337420793099
q3__f0.1__n0__hc0.6_w0.1__RAR,3.0,0.1,0.0,c0.6_w0.1,0.6,0.1,4,104,27,10.161597522747115,11.424108921360782
q3__f0.1__n0__hc0.6_w0.2__RAR,3.0,0.1,0.0,c0.6_w0.2,0.6,0.2,0,109,22,10.900410396599977,8.13892488983136
q3__f0.1__n0__hc0.6_w0.2__RAR,3.0,0.1,0.0,c0.6_w0.2,0.6,0.2,1,97,34,10.802022664395945,9.533644885728762
q3__f0.1__n0__hc0.6_w0.2__RAR,3.0,0.1,0.0,c0.6_w0.2,0.6,0.2,2,108,23,10.949707732480599,7.966813308266307
q3__f0.1__n0__hc0.6_w0.2__RAR,3.0,0.1,0.0,c0.6_w0.2,0.6,0.2,3,106,25,9.494528449435764,13.932850241286332
q3__f0.1__n0__hc0.6_w0.2__RAR,3.0,0.1,0.0,c0.6_w0.2,0.6,0.2,4,104,27,10.219005564769263,11.463422658888401
q3__f0.1__n0__hc0.7_w0.05__RAR,3.0,0.1,0.0,c0.7_w0.05,0.7,0.05,0,109,22,11.024138746350996,7.837682331445881
q3__f0.1__n0__hc0.7_w0.05__RAR,3.0,0.1,0.0,c0.7_w0.05,0.7,0.05,1,97,34,10.885425923524707,9.555749393389025
q3__f0.1__n0__hc0.7_w0.05__RAR,3.0,0.1,0.0,c0.7_w0.05,0.7,0.05,2,108,23,11.02305953160625,8.009627809208808
q3__f0.1__n0__hc0.7_w0.05__RAR,3.0,0.1,0.0,c0.7_w0.05,0.7,0.05,3,106,25,9.537262484917969,14.08076449080758
q3__f0.1__n0__hc0.7_w0.05__RAR,3.0,0.1,0.0,c0.7_w0.05,0.7,0.05,4,104,27,10.2320701422105,11.722224956146144
q3__f0.1__n0__hc0.7_w0.1__RAR,3.0,0.1,0.0,c0.7_w0.1,0.7,0.1,0,109,22,11.005028729744517,7.9775524067940955
q3__f0.1__n0__hc0.7_w0.1__RAR,3.0,0.1,0.0,c0.7_w0.1,0.7,0.1,1,97,34,10.874701840155302,9.594781964710085
q3__f0.1__n0__hc0.7_w0.1__RAR,3.0,0.1,0.0,c0.7_w0.1,0.7,0.1,2,108,23,11.024499080742629,8.007867178518048
q3__f0.1__n0__hc0.7_w0.1__RAR,3.0,0.1,0.0,c0.7_w0.1,0.7,0.1,3,106,25,9.551019951724532,14.045128804918114
q3__f0.1__n0__hc0.7_w0.1__RAR,3.0,0.1,0.0,c0.7_w0.1,0.7,0.1,4,104,27,10.254774567652577,11.649971282957862
q3__f0.1__n0__hc0.7_w0.2__RAR,3.0,0.1,0.0,c0.7_w0.2,0.7,0.2,0,109,22,10.98411711091127,8.11007205610142
q3__f0.1__n0__hc0.7_w0.2__RAR,3.0,0.1,0.0,c0.7_w0.2,0.7,0.2,1,97,34,10.862489047531328,9.629254469553528
q3__f0.1__n0__hc0.7_w0.2__RAR,3.0,0.1,0.0,c0.7_w0.2,0.7,0.2,2,108,23,11.023909326376836,8.002939523220615
q3__f0.1__n0__hc0.7_w0.2__RAR,3.0,0.1,0.0,c0.7_w0.2,0.7,0.2,3,106,25,9.56604232445174,13.997114948090324
q3__f0.1__n0__hc0.7_w0.2__RAR,3.0,0.1,0.0,c0.7_w0.2,0.7,0.2,4,104,27,10.270683139303154,11.590723139493107
q3__f0.1__n1__hnone__RAR,3.0,0.1,1.0,none,,,0,109,22,10.861339439415936,8.086949262515844
q3__f0.1__n1__hnone__RAR,3.0,0.1,1.0,none,,,1,97,34,10.69620647425474,9.700975330976053
q3__f0.1__n1__hnone__RAR,3.0,0.1,1.0,none,,,2,108,23,10.877916410786211,8.123559640353172
q3__f0.1__n1__hnone__RAR,3.0,0.1,1.0,none,,,3,106,25,9.482750809196773,13.80661940872725
q3__f0.1__n1__hnone__RAR,3.0,0.1,1.0,none,,,4,104,27,10.247825942340558,11.181159343578638
q3__f0.1__n1__hc0.5_w0.05__RAR,3.0,0.1,1.0,c0.5_w0.05,0.5,0.05,0,109,22,10.86613087195317,7.880806052589141
q3__f0.1__n1__hc0.5_w0.05__RAR,3.0,0.1,1.0,c0.5_w0.05,0.5,0.05,1,97,34,10.726454306551904,9.511262317323217
q3__f0.1__n1__hc0.5_w0.05__RAR,3.0,0.1,1.0,c0.5_w0.05,0.5,0.05,2,108,23,10.862425036603664,8.057201784297988
q3__f0.1__n1__hc0.5_w0.05__RAR,3.0,0.1,1.0,c0.5_w0.05,0.5,0.05,3,106,25,9.420379348751373,13.898885585171554
q3__f0.1__n1__hc0.5_w0.05__RAR,3.0,0.1,1.0,c0.5_w0.05,0.5,0.05,4,104,27,10.173843293149279,11.339139718260965
q3__f0.1__n1__hc0.5_w0.1__RAR,3.0,0.1,1.0,c0.5_w0.1,0.5,0.1,0,109,22,10.898768920294344,7.898659073163002
q3__f0.1__n1__hc0.5_w0.1__RAR,3.0,0.1,1.0,c0.5_w0.1,0.5,0.1,1,97,34,10.74909071302694,9.567488675304839
q3__f0.1__n1__hc0.5_w0.1__RAR,3.0,0.1,1.0,c0.5_w0.1,0.5,0.1,2,108,23,10.898421865917788,8.054580379043504
q3__f0.1__n1__hc0.5_w0.1__RAR,3.0,0.1,1.0,c0.5_w0.1,0.5,0.1,3,106,25,9.463862077524977,13.893973013090903
q3__f0.1__n1__hc0.5_w0.1__RAR,3.0,0.1,1.0,c0.5_w0.1,0.5,0.1,4,104,27,10.191919276144134,11.412949240225299
q3__f0.1__n1__hc0.5_w0.2__RAR,3.0,0.1,1.0,c0.5_w0.2,0.5,0.2,0,109,22,10.959420585390438,7.966198883956297
q3__f0.1__n1__hc0.5_w0.2__RAR,3.0,0.1,1.0,c0.5_w0.2,0.5,0.2,1,97,34,10.796638826740976,9.672517814594313
q3__f0.1__n1__hc0.5_w0.2__RAR,3.0,0.1,1.0,c0.5_w0.2,0.5,0.2,2,108,23,10.966345118660321,8.075294764033682
q3__f0.1__n1__hc0.5_w0.2__RAR,3.0,0.1,1.0,c0.5_w0.2,0.5,0.2,3,106,25,9.537748158878488,13.921668522810865
q3__f0.1__n1__hc0.5_w0.2__RAR,3.0,0.1,1.0,c0.5_w0.2,0.5,0.2,4,104,27,10.248004402720499,11.491947896932851
q3__f0.1__n1__hc0.6_w0.05__RAR,3.0,0.1,1.0,c0.6_w0.05,0.6,0.05,0,109,22,10.960240778231311,7.770680775001626
q3__f0.1__n1__hc0.6_w0.05__RAR,3.0,0.1,1.0,c0.6_w0.05,0.6,0.05,1,97,34,10.79863062586137,9.56564806280251
q3__f0.1__n1__hc0.6_w0.05__RAR,3.0,0.1,1.0,c0.6_w0.05,0.6,0.05,2,108,23,10.937882774118954,8.079604090078444
q3__f0.1__n1__hc0.6_w0.05__RAR,3.0,0.1,1.0,c0.6_w0.05,0.6,0.05,3,106,25,9.474716781764322,14.00945236396159
q3__f0.1__n1__hc0.6_w0.05__RAR,3.0,0.1,1.0,c0.6_w0.05,0.6,0.05,4,104,27,10.212902224024914,11.506384017685289
q3__f0.1__n1__hc0.6_w0.1__RAR,3.0,0.1,1.0,c0.6_w0.1,0.6,0.1,0,109,22,10.983743002178453,7.872895076418983
q3__f0.1__n1__hc0.6_w0.1__RAR,3.0,0.1,1.0,c0.6_w0.1,0.6,0.1,1,97,34,10.821648387197893,9.631712110523775
q3__f0.1__n1__hc0.6_w0.1__RAR,3.0,0.1,1.0,c0.6_w0.1,0.6,0.1,2,108,23,10.977165876996144,8.075342457803904
q3__f0.1__n1__hc0.6_w0.1__RAR,3.0,0.1,1.0,c0.6_w0.1,0.6,0.1,3,106,25,9.528880721451666,13.984140776034772
q3__f0.1__n1__hc0.6_w0.1__RAR,3.0,0.1,1.0,c0.6_w0.1,0.6,0.1,4,104,27,10.240639142239292,11.558398027478322
q3__f0.1__n1__hc0.6_w0.2__RAR,3.0,0.1,1.0,c0.6_w0.2,0.6,0.2,0,109,22,11.015864040507623,7.974528724715929
q3__f0.1__n1__hc0.6_w0.2__RAR,3.0,0.1,1.0,c0.6_w0.2,0.6,0.2,1,97,34,10.847368838015159,9.720464989247077
q3__f0.1__n1__hc0.6_w0.2__RAR,3.0,0.1,1.0,c0.6_w0.2,0.6,0.2,2,108,23,11.022441686797183,8.088483346627111
q3__f0.1__n1__hc0.6_w0.2__RAR,3.0,0.1,1.0,c0.6_w0.2,0.6,0.2,3,106,25,9.587425358428431,13.975310994679424
q3__f0.1__n1__hc0.6_w0.2__RAR,3.0,0.1,1.0,c0.6_w0.2,0.6,0.2,4,104,27,10.28399438424666,11.590260237087179
q3__f0.1__n1__hc0.7_w0.05__RAR,3.0,0.1,1.0,c0.7_w0.05,0.7,0.05,0,109,22,11.103567639163936,7.841296073624105
q3__f0.1__n1__hc0.7_w0.05__RAR,3.0,0.1,1.0,c0.7_w0.05,0.7,0.05,1,97,34,10.925428838010719,9.720823838784353
q3__f0.1__n1__hc0.7_w0.05__RAR,3.0,0.1,1.0,c0.7_w0.05,0.7,0.05,2,108,23,11.089677011775256,8.100653700851524
q3__f0.1__n1__hc0.7_w0.05__RAR,3.0,0.1,1.0,c0.7_w0.05,0.7,0.05,3,106,25,9.628304540142912,14.091932968105262
q3__f0.1__n1__hc0.7_w0.05__RAR,3.0,0.1,1.0,c0.7_w0.05,0.7,0.05,4,104,27,10.302790149665782,11.78806091684883
q3__f0.1__n1__hc0.7_w0.1__RAR,3.0,0.1,1.0,c0.7_w0.1,0.7,0.1,0,109,22,11.094633595217562,7.930364452163776
q3__f0.1__n1__hc0.7_w0.1__RAR,3.0,0.1,1.0,c0.7_w0.1,0.7,0.1,1,97,34,10.919703964150642,9.753172663019287
q3__f0.1__n1__hc0.7_w0.1__RAR,3.0,0.1,1.0,c0.7_w0.1,0.7,0.1,2,108,23,11.092150210899733,8.109673450155816
q3__f0.1__n1__hc0.7_w0.1__RAR,3.0,0.1,1.0,c0.7_w0.1,0.7,0.1,3,106,25,9.640402273217894,14.070028778094334
q3__f0.1__n1__hc0.7_w0.1__RAR,3.0,0.1,1.0,c0.7_w0.1,0.7,0.1,4,104,27,10.32156210718033,11.73929688998975
q3__f0.1__n1__hc0.7_w0.2__RAR,3.0,0.1,1.0,c0.7_w0.2,0.7,0.2,0,109,22,11.081008055283597,8.003571400809145
q3__f0.1__n1__hc0.7_w0.2__RAR,3.0,0.1,1.0,c0.7_w0.2,0.7,0.2,1,97,34,10.905907227300133,9.786192574856114
q3__f0.1__n1__hc0.7_w0.2__RAR,3.0,0.1,1.0,c0.7_w0.2,0.7,0.2,2,108,23,11.089227995869306,8.108944194175765
q3__f0.1__n1__hc0.7_w0.2__RAR,3.0,0.1,1.0,c0.7_w0.2,0.7,0.2,3,106,25,9.649785196984432,14.032368952715597
q3__f0.1__n1__hc0.7_w0.2__RAR,3.0,0.1,1.0,c0.7_w0.2,0.7,0.2,4,104,27,10.331277908358587,11.694820769860403
q3__f0.1__n4__hnone__RAR,3.0,0.1,4.0,none,,,0,109,22,10.820185145270392,8.039688617859946
q3__f0.1__n4__hnone__RAR,3.0,0.1,4.0,none,,,1,97,34,10.657621460766324,9.649136703362261
q3__f0.1__n4__hnone__RAR,3.0,0.1,4.0,none,,,2,108,23,10.816342020273296,8.20408661962302
q3__f0.1__n4__hnone__RAR,3.0,0.1,4.0,none,,,3,106,25,9.427613847005194,13.801541454008289
q3__f0.1__n4__hnone__RAR,3.0,0.1,4.0,none,,,4,104,27,10.2364963100424,11.031275852486147
q3__f0.1__n4__hc0.5_w0.05__RAR,3.0,0.1,4.0,c0.5_w0.05,0.5,0.05,0,109,22,10.809027204696644,7.807260491111237
q3__f0.1__n4__hc0.5_w0.05__RAR,3.0,0.1,4.0,c0.5_w0.05,0.5,0.05,1,97,34,10.675148157928408,9.427732929838788
q3__f0.1__n4__hc0.5_w0.05__RAR,3.0,0.1,4.0,c0.5_w0.05,0.5,0.05,2,108,23,10.786727425065036,8.102116553478105
q3__f0.1__n4__hc0.5_w0.05__RAR,3.0,0.1,4.0,c0.5_w0.05,0.5,0.05,3,106,25,9.348776418555461,13.873191006987291
q3__f0.1__n4__hc0.5_w0.05__RAR,3.0,0.1,4.0,c0.5_w0.05,0.5,0.05,4,104,27,10.135818269745583,11.207760283983562
q3__f0.1__n4__hc0.5_w0.1__RAR,3.0,0.1,4.0,c0.5_w0.1,0.5,0.1,0,109,22,10.844467504017837,7.833213364361482
q3__f0.1__n4__hc0.5_w0.1__RAR,3.0,0.1,4.0,c0.5_w0.1,0.5,0.1,1,97,34,10.701655504054166,9.486222451958948
q3__f0.1__n4__hc0.5_w0.1__RAR,3.0,0.1,4.0,c0.5_w0.1,0.5,0.1,2,108,23,10.828319690921104,8.089988787887476
q3__f0.1__n4__hc0.5_w0.1__RAR,3.0,0.1,4.0,c0.5_w0.1,0.5,0.1,3,106,25,9.397160947177259,13.868049219869915
q3__f0.1__n4__hc0.5_w0.1__RAR,3.0,0.1,4.0,c0.5_w0.1,0.5,0.1,4,104,27,10.154044812657196,11.29682323268077
q3__f0.1__n4__hc0.5_w0.2__RAR,3.0,0.1,4.0,c0.5_w0.2,0.5,0.2,0,109,22,10.910162043177987,7.9096664311941
q3__f0.1__n4__hc0.5_w0.2__RAR,3.0,0.1,4.0,c0.5_w0.2,0.5,0.2,1,97,34,10.753635737112331,9.600374224210388
q3__f0.1__n4__hc0.5_w0.2__RAR,3.0,0.1,4.0,c0.5_w0.2,0.5,0.2,2,108,23,10.904090322828274,8.101847205608435
q3__f0.1__n4__hc0.5_w0.2__RAR,3.0,0.1,4.0,c0.5_w0.2,0.5,0.2,3,106,25,9.478262560185383,13.896847883367517
q3__f0.1__n4__hc0.5_w0.2__RAR,3.0,0.1,4.0,c0.5_w0.2,0.5,0.2,4,104,27,10.213040438629612,11.390356756621037
q3__f0.1__n4__hc0.6_w0.05__RAR,3.0,0.1,4.0,c0.6_w0.05,0.6,0.05,0,109,22,10.917753910763727,7.712986900763346
q3__f0.1__n4__hc0.6_w0.05__RAR,3.0,0.1,4.0,c0.6_w0.05,0.6,0.05,1,97,34,10.767486068226027,9.479444507703521
q3__f0.1__n4__hc0.6_w0.05__RAR,3.0,0.1,4.0,c0.6_w0.05,0.6,0.05,2,108,23,10.876991118977744,8.139890517217559
q3__f0.1__n4__hc0.6_w0.05__RAR,3.0,0.1,4.0,c0.6_w0.05,0.6,0.05,3,106,25,9.417896413103927,13.999195620191824
q3__f0.1__n4__hc0.6_w0.05__RAR,3.0,0.1,4.0,c0.6_w0.05,0.6,0.05,4,104,27,10.184540483893889,11.408101289602827
q3__f0.1__n4__hc0.6_w0.1__RAR,3.0,0.1,4.0,c0.6_w0.1,0.6,0.1,0,109,22,10.939625907557787,7.8162366488418735
q3__f0.1__n4__hc0.6_w0.1__RAR,3.0,0.1,4.0,c0.6_w0.1,0.6,0.1,1,97,34,10.785829192297944,9.555210543399767
q3__f0.1__n4__hc0.6_w0.1__RAR,3.0,0.1,4.0,c0.6_w0.1,0.6,0.1,2,108,23,10.919020457891879,8.108979494998607
q3__f0.1__n4__hc0.6_w0.1__RAR,3.0,0.1,4.0,c0.6_w0.1,0.6,0.1,3,106,25,9.473194340819644,13.965799489345038
q3__f0.1__n4__hc0.6_w0.1__RAR,3.0,0.1,4.0,c0.6_w0.1,0.6,0.1,4,104,27,10.20783747085417,11.469579872119647
q3__f0.1__n4__hc0.6_w0.2__RAR,3.0,0.1,4.0,c0.6_w0.2,0.6,0.2,0,109,22,10.972205068832386,7.923477489199313
q3__f0.1__n4__hc0.6_w0.2__RAR,3.0,0.1,4.0,c0.6_w0.2,0.6,0.2,1,97,34,10.80995612745356,9.653824557670687
q3__f0.1__n4__hc0.6_w0.2__RAR,3.0,0.1,4.0,c0.6_w0.2,0.6,0.2,2,108,23,10.967576119140297,8.109442872188453
q3__f0.1__n4__hc0.6_w0.2__RAR,3.0,0.1,4.0,c0.6_w0.2,0.6,0.2,3,106,25,9.53472838313957,13.952854990027179
q3__f0.1__n4__hc0.6_w0.2__RAR,3.0,0.1,4.0,c0.6_w0.2,0.6,0.2,4,104,27,10.251394181874707,11.505477387166541
q3__f0.1__n4__hc0.7_w0.05__RAR,3.0,0.1,4.0,c0.7_w0.05,0.7,0.05,0,109,22,11.080675622547247,7.801982502568357
q3__f0.1__n4__hc0.7_w0.05__RAR,3.0,0.1,4.0,c0.7_w0.05,0.7,0.05,1,97,34,10.91221182316769,9.65876997113731
q3__f0.1__n4__hc0.7_w0.05__RAR,3.0,0.1,4.0,c0.7_w0.05,0.7,0.05,2,108,23,11.056697333234366,8.127436136733053
q3__f0.1__n4__hc0.7_w0.05__RAR,3.0,0.1,4.0,c0.7_w0.05,0.7,0.05,3,106,25,9.594616266649586,14.091591760447068
q3__f0.1__n4__hc0.7_w0.05__RAR,3.0,0.1,4.0,c0.7_w0.05,0.7,0.05,4,104,27,10.281928193723008,11.74994583000532
q3__f0.1__n4__hc0.7_w0.1__RAR,3.0,0.1,4.0,c0.7_w0.1,0.7,0.1,0,109,22,11.064694272088392,7.889408305096566
q3__f0.1__n4__hc0.7_w0.1__RAR,3.0,0.1,4.0,c0.7_w0.1,0.7,0.1,1,97,34,10.897429401520544,9.693537885322426
q3__f0.1__n4__hc0.7_w0.1__RAR,3.0,0.1,4.0,c0.7_w0.1,0.7,0.1,2,108,23,11.052252946126814,8.13336120259449
q3__f0.1__n4__hc0.7_w0.1__RAR,3.0,0.1,4.0,c0.7_w0.1,0.7,0.1,3,106,25,9.601421733497974,14.059985968862957
q3__f0.1__n4__hc0.7_w0.1__RAR,3.0,0.1,4.0,c0.7_w0.1,0.7,0.1,4,104,27,10.297360529230069,11.684475201801536
q3__f0.1__n4__hc0.7_w0.2__RAR,3.0,0.1,4.0,c0.7_w0.2,0.7,0.2,0,109,22,11.044858741051383,7.960629438282861
q3__f0.1__n4__hc0.7_w0.2__RAR,3.0,0.1,4.0,c0.7_w0.2,0.7,0.2,1,97,34,10.87555664046274,9.728711658818682
q3__f0.1__n4__hc0.7_w0.2__RAR,3.0,0.1,4.0,c0.7_w0.2,0.7,0.2,2,108,23,11.043925783046536,8.125082533067982
q3__f0.1__n4__hc0.7_w0.2__RAR,3.0,0.1,4.0,c0.7_w0.2,0.7,0.2,3,106,25,9.606062747110698,14.013798152528095
q3__f0.1__n4__hc0.7_w0.2__RAR,3.0,0.1,4.0,c0.7_w0.2,0.7,0.2,4,104,27,10.30321812587858,11.628048267340695
q3__f0.2__n0__hnone__RAR,3.0,0.2,0.0,none,,,0,109,22,10.839614078070117,10.04803800619207
q3__f0.2__n0__hnone__RAR,3.0,0.2,0.0,none,,,1,97,34,11.058401168812466,9.650399253582117
q3__f0.2__n0__hnone__RAR,3.0,0.2,0.0,none,,,2,108,23,11.05410198240788,8.923645917451784
q3__f0.2__n0__hnone__RAR,3.0,0.2,0.0,none,,,3,106,25,9.811699673467333,13.89075113347382
q3__f0.2__n0__hnone__RAR,3.0,0.2,0.0,none,,,4,104,27,10.760934582629426,10.515286519579396
q3__f0.2__n0__hc0.5_w0.05__RAR,3.0,0.2,0.0,c0.5_w0.05,0.5,0.05,0,109,22,10.429374460329926,8.783821737181436
q3__f0.2__n0__hc0.5_w0.05__RAR,3.0,0.2,0.0,c0.5_w0.05,0.5,0.05,1,97,34,10.604224451611069,8.821671959643192
q3__f0.2__n0__hc0.5_w0.05__RAR,3.0,0.2,0.0,c0.5_w0.05,0.5,0.05,2,108,23,10.577457738006304,7.995192156892524
q3__f0.2__n0__hc0.5_w0.05__RAR,3.0,0.2,0.0,c0.5_w0.05,0.5,0.05,3,106,25,9.153104022390696,13.671790166582191
q3__f0.2__n0__hc0.5_w0.05__RAR,3.0,0.2,0.0,c0.5_w0.05,0.5,0.05,4,104,27,10.041521207523795,10.657999871693365
q3__f0.2__n0__hc0.5_w0.1__RAR,3.0,0.2,0.0,c0.5_w0.1,0.5,0.1,0,109,22,10.432495489995818,8.5858434797278
q3__f0.2__n0__hc0.5_w0.1__RAR,3.0,0.2,0.0,c0.5_w0.1,0.5,0.1,1,97,34,10.559535397010956,8.860236750307953
q3__f0.2__n0__hc0.5_w0.1__RAR,3.0,0.2,0.0,c0.5_w0.1,0.5,0.1,2,108,23,10.557613344973948,7.9316945537695185
q3__f0.2__n0__hc0.5_w0.1__RAR,3.0,0.2,0.0,c0.5_w0.1,0.5,0.1,3,106,25,9.134006238194104,13.625577477976805
q3__f0.2__n0__hc0.5_w0.1__RAR,3.0,0.2,0.0,c0.5_w0.1,0.5,0.1,4,104,27,9.990031842605978,10.725048371484714
q3__f0.2__n0__hc0.5_w0.2__RAR,3.0,0.2,0.0,c0.5_w0.2,0.5,0.2,0,109,22,10.516371626572246,8.535725083137791
q3__f0.2__n0__hc0.5_w0.2__RAR,3.0,0.2,0.0,c0.5_w0.2,0.5,0.2,1,97,34,10.591522100305085,9.03612050553314
q3__f0.2__n0__hc0.5_w0.2__RAR,3.0,0.2,0.0,c0.5_w0.2,0.5,0.2,2,108,23,10.629160293262075,7.956145793727577
q3__f0.2__n0__hc0.5_w0.2__RAR,3.0,0.2,0.0,c0.5_w0.2,0.5,0.2,3,106,25,9.211681070820333,13.657241161881691
