name,Rd,Vf,Mbar,Sigma0,HSB_LSB,residual_rms,chi2,chi2_red,ape,n_points,mean_residual,std_residual,max_residual,A,l0,p,n_coh
UGC06917,2.76,108.7,5.439,130.555,HSB,17.704185455540355,197.93748186303003,28.276783123290006,16.50706974503221,11,16.39454359981055,6.682598506425293,24.400854658064276,0.6,5.0,2.0,1.5
UGC06923,1.44,79.6,2.254,173.7,HSB,8.955025463546113,17.56980251942005,8.784901259710026,14.229518195819871,6,2.5908225207113276,8.572054579792074,11.74216461248286,0.6,5.0,2.0,1.5
UGC06930,3.94,107.2,7.703,94.58,LSB,16.51553269069843,65.87401946369646,10.979003243949409,14.95306756665278,10,15.14256206327621,6.592847201123097,25.70365835561026,0.6,5.0,2.0,1.5
UGC06973,1.07,174.2,28.688,6365.025,HSB,113.44982512796481,5588.77912458952,1117.755824917904,58.516159406787516,9,-100.85628602088876,51.95067267743963,203.79128308659244,0.6,5.0,2.0,1.5
UGC06983,3.21,109.0,5.616,60.785,LSB,29.461703366940874,528.164406537145,40.62803127208808,27.3244735736911,17,28.021377630790855,9.099140671196873,37.751790194993035,0.6,5.0,2.0,1.5
UGC07089,2.26,77.6,3.0065,260.495,HSB,6.520003064425829,13.115333309462219,1.6394166636827774,7.5196902795176195,12,3.440084058687391,5.538615497512632,13.946914691113932,0.6,5.0,2.0,1.5
UGC07125,3.38,65.2,5.984999999999999,51.5,LSB,5.200139797275874,55.61180994872241,6.17908999430249,7.9314338488726115,13,3.49696632090177,3.8487245240067653,10.35924769866945,0.6,5.0,2.0,1.5
UGC07151,1.25,73.5,1.758,482.835,HSB,9.63827459531866,169.19321351158663,24.170459073083805,13.384995877968267,11,8.787236264205013,3.9599010103543484,11.513642719240366,0.6,5.0,2.0,1.5
UGC07232,0.29,0.0,0.1025,113.71,HSB,8.921609514728729,29.236039057226147,29.236039057226147,15.278103331062272,4,6.048013084297692,6.55870826195693,16.229343563274163,0.6,5.0,2.0,1.5
UGC07261,1.2,74.7,2.2645,283.01,HSB,15.900032899828952,55.24096079079216,18.41365359693072,23.214778257023756,7,15.255112834499752,4.4824746092224474,20.279374122827768,0.6,5.0,2.0,1.5
UGC07323,2.26,82.8,2.7765,141.84,HSB,2.8133970482862667,5.284940776332805,0.8808234627221342,4.197924392283812,10,1.3907424939187991,2.4456161323712267,5.003070211752274,0.6,5.0,2.0,1.5
UGC07399,1.64,103.0,1.323,67.89,LSB,45.86542228265342,1979.4732613198655,329.91221021997757,48.83347237525304,10,44.201866810844216,12.240585427278756,57.60504835134993,0.6,5.0,2.0,1.5
UGC07524,3.46,79.5,2.997,53.43,LSB,19.226767625369618,989.7819437069028,36.658590507663064,29.368274220825892,31,18.330646840223793,5.801377400148587,24.37395112829219,0.6,5.0,2.0,1.5
UGC07559,0.58,31.1,0.2235,27.53,LSB,5.817829442340928,22.709886603071304,7.569962201023768,17.385328164302052,7,4.534696433898318,3.6446766211227604,8.459362161546398,0.6,5.0,2.0,1.5
UGC07577,0.9,15.9,0.0665,27.275,LSB,1.788492618098959,2.8648262600832153,0.5729652520166431,15.557237290488004,9,-1.0748662304617904,1.4294643862675736,2.7247252931494366,0.6,5.0,2.0,1.5
UGC07603,0.53,61.6,0.446,260.495,HSB,23.256215010421045,777.0762370339434,97.13452962924292,35.55864807827855,12,20.641244995750736,10.714034797233412,32.90779836893808,0.6,5.0,2.0,1.5
UGC07608,1.5,66.0,0.667,23.325,LSB,28.063671600278457,140.77538725461343,35.19384681365336,50.82421267163226,8,26.148002223428723,10.190762651138634,35.21013654761053,0.6,5.0,2.0,1.5
UGC07690,0.57,57.4,0.819,197.605,HSB,9.380597533170924,33.15923528379623,11.053078427932077,15.127059110474859,7,8.493815097369325,3.9812956648600424,11.732512884110001,0.6,5.0,2.0,1.5
UGC07866,0.61,30.6,0.18,48.73,LSB,6.6740008754579225,18.82269218644796,6.274230728815986,25.12380135005565,7,6.332357766966687,2.1079688794547713,9.756460509676057,0.6,5.0,2.0,1.5
UGC08286,1.05,82.4,1.2695,744.39,HSB,30.71733751498194,3748.471626132561,288.34397124096625,40.377838126584585,17,29.77536701643982,7.54866498432831,37.56918624676081,0.6,5.0,2.0,1.5
UGC08490,0.67,78.6,1.2285,288.27,HSB,32.107333333146286,2271.313049476208,87.3581942106234,40.46204143277174,30,30.96447265194446,8.490128806605355,39.30437609911145,0.6,5.0,2.0,1.5
UGC08550,0.45,56.9,0.4325,642.39,HSB,22.120288744821973,1243.3568231564464,177.62240330806375,41.64033304209903,11,21.21306809082842,6.270001302087166,28.469012501427724,0.6,5.0,2.0,1.5
UGC08699,3.09,182.4,28.889,685.175,HSB,34.0217955319156,1640.4835367266132,44.33739288450306,15.480192714474025,41,-18.337318783992917,28.657028998653942,81.93787612490758,0.6,5.0,2.0,1.5
UGC08837,1.72,46.6,0.5705,38.71,LSB,5.1998464487794775,25.85406121555671,6.463515303889178,17.817151886139015,8,2.07413579548715,4.768266329890081,8.499873757652722,0.6,5.0,2.0,1.5
UGC09037,4.28,152.3,53.385000000000005,420.535,HSB,48.195104115840984,2247.5942428786057,124.86634682658921,34.37732099679761,22,-39.66830269669877,27.371405186797297,85.53441064026525,0.6,5.0,2.0,1.5
UGC09133,6.97,226.8,174.891,432.315,HSB,77.67705227207365,35418.57124871938,553.4151757612403,25.88461124944985,68,-36.44545183480961,68.59630813852182,118.69449294488822,0.6,5.0,2.0,1.5
UGC09992,1.04,33.6,0.486,36.625,LSB,4.174068488132801,2.7192947445378333,2.7192947445378333,12.231959252563747,5,3.77634812079053,1.778213320787209,6.58341377035045,0.6,5.0,2.0,1.5
UGC10310,1.8,71.4,2.0665,79.395,LSB,15.82428073918332,68.46127210186918,22.820424033956396,25.745536666785707,7,15.57447291140613,2.800652503322207,19.457208209232952,0.6,5.0,2.0,1.5
UGC11455,5.93,269.4,200.496,4784.1,HSB,89.78597059847742,6222.636897040576,194.457403032518,39.58520149100091,36,-80.8722892347911,39.00247877039286,131.00781761406205,0.6,5.0,2.0,1.5
UGC11557,2.75,81.6,8.6555,168.965,HSB,31.859644924332237,206.01787082135257,25.75223385266907,97.4107584571784,12,-31.330847532781245,5.780568102024607,39.615993054519706,0.6,5.0,2.0,1.5
UGC11820,2.08,81.25,2.462,17.055,LSB,21.274281466694983,3166.3322313405274,527.7220385567546,36.61680147875515,10,18.903827243826147,9.75911714550748,35.05519731287642,0.6,5.0,2.0,1.5
UGC11914,2.44,288.1,75.902,1584.165,HSB,57.47086651616314,13371.804525511528,219.20991025428737,18.74496450050776,65,-52.52157707410883,23.332047483388312,76.92489691783283,0.6,5.0,2.0,1.5
UGC12506,7.38,234.0,105.3415,2804.14,HSB,43.361312592785204,277.2668519698074,10.269142665548422,18.997920109437644,31,40.397410522962375,15.756035440696401,72.91468987508796,0.6,5.0,2.0,1.5
UGC12632,2.42,71.7,2.3945,33.405,LSB,22.133908143112368,741.3854996292666,67.39868178447878,36.673050471938744,15,21.670642587745654,4.504790730091731,25.709748728461683,0.6,5.0,2.0,1.5
UGC12732,1.98,93.15,4.4935,60.23,LSB,29.937710250281135,1181.1692524188952,98.43077103490793,38.435475732086054,16,29.193586155272573,6.63332664840694,36.349280986471065,0.6,5.0,2.0,1.5
UGCA281,1.72,28.8,0.159,6.025,LSB,6.558858964795578,103.1793758111194,34.39312527037313,28.01321084871607,7,6.022304865900897,2.5981676278149815,9.6823166206119,0.6,5.0,2.0,1.5
UGCA442,1.18,56.4,0.333,58.05,LSB,23.087766802742077,1656.0912798343065,414.02281995857663,47.09392820816481,8,21.367575833043375,8.744808686125722,32.55945278089132,0.6,5.0,2.0,1.5
UGCA444,0.83,37.0,0.073,11.37,LSB,13.39875344123895,392.66334763535366,12.270729613604802,49.87215785685342,36,12.692497931659481,4.29267865486486,22.230445379991156,0.6,5.0,2.0,1.5
