stage_id,domain,observable,metric,metric_type,coordinate,coordinate_family,raw_span,raw_unit,best_level,worst_level,evidence_level,transfer_outcome,normalized_leverage,within_metric_rank
P0581,cluster_raw_lensing,exact_multiple_image_roots,converged_root_count_span,topology,gate_mode,environmental_gate,3.0,roots,,,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,1.0,1
P0581,cluster_raw_lensing,exact_multiple_image_roots,converged_root_count_span,topology,return_length_over_R80,path_length,2.0,roots,,,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,0.6666666666666666,2
P0581,cluster_raw_lensing,exact_multiple_image_roots,converged_root_count_span,topology,route_fraction_multiplier,routed_fraction,2.0,roots,,,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,0.6666666666666666,2
P0581,cluster_raw_lensing,exact_multiple_image_roots,converged_root_count_span,topology,width_over_R80,spatial_width,2.0,roots,,,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,0.6666666666666666,2
P0581,cluster_raw_lensing,exact_multiple_image_roots,converged_root_count_span,topology,contrast_cap,response_saturation,1.0,roots,,,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,0.3333333333333333,5
P0581,cluster_raw_lensing,exact_multiple_image_roots,heldout_RMS_span,performance,gate_mode,environmental_gate,6.159121232343541,arcsec,none,cluster_logistic,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,1.0,1
P0581,cluster_raw_lensing,exact_multiple_image_roots,heldout_RMS_span,performance,width_over_R80,spatial_width,0.1878691215892161,arcsec,0.28,0.23,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,0.030502585434210076,2
P0581,cluster_raw_lensing,exact_multiple_image_roots,heldout_RMS_span,performance,route_fraction_multiplier,routed_fraction,0.0785820559308536,arcsec,0.5,1.0,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,0.012758647372971613,3
P0581,cluster_raw_lensing,exact_multiple_image_roots,heldout_RMS_span,performance,contrast_cap,response_saturation,0.0340112607502476,arcsec,10.0,20.0,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,0.005522096329528871,4
P0581,cluster_raw_lensing,exact_multiple_image_roots,heldout_RMS_span,performance,return_length_over_R80,path_length,0.0212259043656768,arcsec,0.36,0.3,four_cluster_exact_root_sensitivity,topology_sensitive_then_failed_RXJ2129,0.0034462553284732734,5
P0582,cluster_raw_lensing,exact_multiple_image_roots,mean_converged_root_count_span,topology,contrast_mode,saturation_shape,2.166666666666666,roots,hard,exponential,four_cluster_saturation_diagnostic,saturation_restored_roots_then_failed_RXJ2129,1.0,1
P0582,cluster_raw_lensing,exact_multiple_image_roots,mean_converged_root_count_span,topology,nominal_cap,response_saturation,1.0,roots,15.0,3.0,four_cluster_saturation_diagnostic,saturation_restored_roots_then_failed_RXJ2129,0.4615384615384617,2
P0586,cluster_raw_lensing,fixed_geometry_source_plane_response,source_plane_RMS_span,performance,anisotropy_tau,anisotropy_strength,0.0457871777089256,arcsec,0.6,,four_cluster_metric_screen_and_exact_validation,selection_gain_reversed_on_exact_validation,1.0,1
P0586,cluster_raw_lensing,fixed_geometry_source_plane_response,source_plane_RMS_span,performance,minimum_permittivity,constitutive_strength,0.0079736144181268,arcsec,1.0,,four_cluster_metric_screen_and_exact_validation,selection_gain_reversed_on_exact_validation,0.1741451388162859,2
P0586,cluster_raw_lensing,fixed_geometry_source_plane_response,source_plane_RMS_span,performance,smoothing_r80_fraction,spatial_width,0.0010784026161836,arcsec,0.2,,four_cluster_metric_screen_and_exact_validation,selection_gain_reversed_on_exact_validation,0.02355250247217967,3
P0586,cluster_raw_lensing,fixed_geometry_source_plane_response,source_plane_RMS_span,performance,gate_power,environmental_gate,0.00086169316919,arcsec,1.0,,four_cluster_metric_screen_and_exact_validation,selection_gain_reversed_on_exact_validation,0.01881953010224573,4
P0586,cluster_raw_lensing,fixed_geometry_source_plane_response,source_plane_RMS_span,performance,a0_m_s2,acceleration_scale,0.0006883472324865,arcsec,6e-11,,four_cluster_metric_screen_and_exact_validation,selection_gain_reversed_on_exact_validation,0.01503362441036229,5
P0586C,cluster_raw_lensing,per_cluster_signed_source_plane_response,mean_system_RMS_span,performance,anisotropy_tau,anisotropy_strength,0.3986653704773772,arcsec,1.2+1.2+-1.2+1.2,,spent_per_system_sign_diagnostic,common_small_gain_but_cluster_preferred_signs_conflict,1.0,1
P0586C,cluster_raw_lensing,per_cluster_signed_source_plane_response,mean_system_RMS_span,performance,minimum_permittivity,constitutive_strength,0.08395970384674105,arcsec,0.25+1.0+0.25+1.0,,spent_per_system_sign_diagnostic,common_small_gain_but_cluster_preferred_signs_conflict,0.21060194856203457,2
P0586C,cluster_raw_lensing,per_cluster_signed_source_plane_response,mean_system_RMS_span,performance,smoothing_r80_fraction,spatial_width,0.0024415812468125252,arcsec,0.8+0.8+0.8+0.8,,spent_per_system_sign_diagnostic,common_small_gain_but_cluster_preferred_signs_conflict,0.006124387588239436,3
P0587,cluster_raw_lensing,fixed_geometry_source_plane_response,source_plane_RMS_span,performance,aperture_r80_fraction,spatial_width,0.0185929391597881,arcsec,1.5,,four_cluster_highpass_diagnostic,small_exact_gain_not_compact_halo_competitive,1.0,1
P0587,cluster_raw_lensing,fixed_geometry_source_plane_response,source_plane_RMS_span,performance,mode,operator_shape,0.0133686095575971,arcsec,trace,,four_cluster_highpass_diagnostic,small_exact_gain_not_compact_halo_competitive,0.7190153984104932,2
P0587,cluster_raw_lensing,fixed_geometry_source_plane_response,source_plane_RMS_span,performance,removal_fraction,affine_removal,0.0042464078123369,arcsec,0.5,,four_cluster_highpass_diagnostic,small_exact_gain_not_compact_halo_competitive,0.22838819488641277,3
P0603,cluster_reconstructed_lensing,normalized_convergence_maps,equal_system_JS_span,performance,length_over_R80,path_length,0.0258900912299585,JS,0.75,1.5,thirty_tensor_plus_720_route_screen,normalized_map_sensitivity_not_raw_validation,1.0,1
P0603,cluster_reconstructed_lensing,normalized_convergence_maps,equal_system_JS_span,performance,width_over_R80,spatial_width,0.0173853674880289,JS,0.25,0.1,thirty_tensor_plus_720_route_screen,normalized_map_sensitivity_not_raw_validation,0.6715066136156203,2
P0603,cluster_reconstructed_lensing,normalized_convergence_maps,equal_system_JS_span,performance,external_direction_mix,destination_topology,0.0143999165194319,JS,0.0,1.0,thirty_tensor_plus_720_route_screen,normalized_map_sensitivity_not_raw_validation,0.5561941204273996,3
P0603,cluster_reconstructed_lensing,normalized_convergence_maps,equal_system_JS_span,performance,fraction_max,routed_fraction,0.0110421151619827,JS,0.75,0.3,thirty_tensor_plus_720_route_screen,normalized_map_sensitivity_not_raw_validation,0.42649966212577145,4
P0603,cluster_reconstructed_lensing,normalized_convergence_maps,equal_system_JS_span,performance,tensor_axis_ratio,anisotropy_shape,0.0046577274164944,JS,1.0,3.0,thirty_tensor_plus_720_route_screen,normalized_map_sensitivity_not_raw_validation,0.17990386264474612,5
P0603,cluster_reconstructed_lensing,normalized_convergence_maps,equal_system_JS_span,performance,shape_gate,environmental_gate,0.0042689398105338,JS,sqrt_H,H2,thirty_tensor_plus_720_route_screen,normalized_map_sensitivity_not_raw_validation,0.164887013051311,6
P0603,cluster_reconstructed_lensing,normalized_convergence_maps,equal_system_JS_span,performance,radius_exponent,distance_falloff,0.0031221653993403,JS,-0.5,-1.0,thirty_tensor_plus_720_route_screen,normalized_map_sensitivity_not_raw_validation,0.12059306286752333,7
P0603,cluster_reconstructed_lensing,normalized_convergence_maps,equal_system_JS_span,performance,tensor_orientation,anisotropy_orientation,0.0005079649659697,JS,external,tidal,thirty_tensor_plus_720_route_screen,normalized_map_sensitivity_not_raw_validation,0.019620053149210715,8
P0604,cluster_reconstructed_lensing,normalized_convergence_maps,median_JS_span,performance,fraction_max,routed_fraction,0.0129373309869498,JS,0.75,0.1,same_formula_cross_domain_factorial,cross_domain_sensitivity_not_formula_success,1.0,1
P0604,cluster_reconstructed_lensing,normalized_convergence_maps,median_JS_span,performance,width_over_R80,spatial_width,0.0122043599569093,JS,0.35,1.0,same_formula_cross_domain_factorial,cross_domain_sensitivity_not_formula_success,0.9433444942562058,2
P0604,cluster_reconstructed_lensing,normalized_convergence_maps,median_JS_span,performance,length_over_R80,path_length,0.0048907990381236,JS,0.75,0.25,same_formula_cross_domain_factorial,cross_domain_sensitivity_not_formula_success,0.37803771450673,3
P0604,cluster_reconstructed_lensing,normalized_convergence_maps,median_JS_span,performance,shape_gate,environmental_gate,0.001624762477733,JS,H,H2,same_formula_cross_domain_factorial,cross_domain_sensitivity_not_formula_success,0.12558714617195288,4
P0604,galaxy_rotation,SPARC_outer_rotation_speed,median_RMSE_span,performance,width_over_R80,spatial_width,0.8562967369570895,km/s,,,same_formula_cross_domain_factorial,cross_domain_sensitivity_not_formula_success,1.0,1
P0604,galaxy_rotation,SPARC_outer_rotation_speed,median_RMSE_span,performance,fraction_max,routed_fraction,0.4786535693555596,km/s,,,same_formula_cross_domain_factorial,cross_domain_sensitivity_not_formula_success,0.5589809568310263,2
P0604,galaxy_rotation,SPARC_outer_rotation_speed,median_RMSE_span,performance,length_over_R80,path_length,0.2931220471406845,km/s,,,same_formula_cross_domain_factorial,cross_domain_sensitivity_not_formula_success,0.34231363321821623,3
P0604,galaxy_rotation,SPARC_outer_rotation_speed,median_RMSE_span,performance,shape_gate,environmental_gate,0.0294603563986104,km/s,,,same_formula_cross_domain_factorial,cross_domain_sensitivity_not_formula_success,0.03440437774328073,4
P0606,cluster_raw_lensing,exact_multiple_image_roots,failed_variant_count,topology_risk,fraction_max,routed_fraction,5.0,failed variants,,,raw_exact_one_coordinate_sensitivity,zero_route_selected_and_many_nonzero_variants_lost_roots,1.0,1
P0606,cluster_raw_lensing,exact_multiple_image_roots,failed_variant_count,topology_risk,length_over_R80,path_length,3.0,failed variants,,,raw_exact_one_coordinate_sensitivity,zero_route_selected_and_many_nonzero_variants_lost_roots,0.6,2
P0606,cluster_raw_lensing,exact_multiple_image_roots,failed_variant_count,topology_risk,width_over_R80,spatial_width,2.0,failed variants,,,raw_exact_one_coordinate_sensitivity,zero_route_selected_and_many_nonzero_variants_lost_roots,0.4,3
P0606,cluster_raw_lensing,exact_multiple_image_roots,training_RMS_span,performance,fraction_max,routed_fraction,5.411963604900104,arcsec,no_route,,raw_exact_one_coordinate_sensitivity,zero_route_selected_and_many_nonzero_variants_lost_roots,1.0,1
P0606,cluster_raw_lensing,exact_multiple_image_roots,training_RMS_span,performance,width_over_R80,spatial_width,0.7610469197742716,arcsec,width_over_R80_1,,raw_exact_one_coordinate_sensitivity,zero_route_selected_and_many_nonzero_variants_lost_roots,0.14062306684494402,2
P0606,cluster_raw_lensing,exact_multiple_image_roots,training_RMS_span,performance,length_over_R80,path_length,0.0709920723312065,arcsec,length_over_R80_0.1,,raw_exact_one_coordinate_sensitivity,zero_route_selected_and_many_nonzero_variants_lost_roots,0.013117618209207616,3
