k_hMpc,k_1_per_m,a,mu,D,f
1.000000000000000056e-01,2.268545502611055271e-24,5.495408738576246233e-01,1.000000000000000000e+00,5.166796800692007308e-01,8.356469824028899263e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.505963566951610488e-01,1.000000000000000000e+00,5.175084511756131711e-01,8.349072847470923042e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.516538667595580758e-01,1.000000000000000000e+00,5.183378147388185697e-01,8.341651392771372020e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.527134079444349091e-01,1.000000000000000000e+00,5.191677669094657555e-01,8.334205455108606442e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.537749841508897708e-01,1.000000000000000000e+00,5.199983038173725536e-01,8.326735030398044746e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.548385992875134454e-01,1.000000000000000000e+00,5.208294215715643105e-01,8.319240115246819833e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.559042572704036012e-01,1.000000000000000000e+00,5.216611162603114193e-01,8.311720706899777822e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.569719620231795565e-01,1.000000000000000000e+00,5.224933839511702871e-01,8.304176803332199430e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.580417174769964905e-01,1.000000000000000000e+00,5.233262206910244130e-01,8.296608403240249840e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.591135275705600982e-01,1.000000000000000000e+00,5.241596225061307956e-01,8.289015505960207753e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.601873962501411341e-01,1.000000000000000000e+00,5.249935854021579029e-01,8.281398111555829944e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.612633274695894015e-01,1.000000000000000000e+00,5.258281053642357428e-01,8.273756220817839457e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.623413251903490728e-01,1.000000000000000000e+00,5.266631783570013825e-01,8.266089835200857161e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.634213933814729014e-01,1.000000000000000000e+00,5.274988003246471324e-01,8.258398956948126424e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.645035360196365426e-01,1.000000000000000000e+00,5.283349671909702838e-01,8.250683588925351586e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.655877570891538753e-01,1.000000000000000000e+00,5.291716748594252895e-01,8.242943734802312683e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.666740605819913235e-01,1.000000000000000000e+00,5.300089192131750560e-01,8.235179398974398213e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.677624504977819564e-01,1.000000000000000000e+00,5.308466961151453445e-01,8.227390586446882148e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.688529308438414755e-01,1.000000000000000000e+00,5.316850014080745090e-01,8.219577303079574904e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.699455056351819815e-01,1.000000000000000000e+00,5.325238309145774451e-01,8.211739555438755112e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.710401788945268509e-01,1.000000000000000000e+00,5.333631804372030993e-01,8.203877350837728288e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.721369546523265015e-01,1.000000000000000000e+00,5.342030457584867609e-01,8.195990697223496380e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.732358369467713821e-01,1.000000000000000000e+00,5.350434226410120120e-01,8.188079603431007714e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.743368298238088476e-01,1.000000000000000000e+00,5.358843068274784516e-01,8.180144078964144416e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.754399373371569260e-01,1.000000000000000000e+00,5.367256940407615362e-01,8.172184134093591901e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.765451635483191950e-01,1.000000000000000000e+00,5.375675799839729763e-01,8.164199779833352100e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.776525125266004368e-01,1.000000000000000000e+00,5.384099603405362311e-01,8.156191027993302534e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.787619883491206263e-01,1.000000000000000000e+00,5.392528307742433524e-01,8.148157891067520087e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.798735951008311407e-01,1.000000000000000000e+00,5.400961869293319229e-01,8.140100382408176349e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.809873368745288591e-01,1.000000000000000000e+00,5.409400244305521133e-01,8.132018516055026236e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.821032177708713728e-01,1.000000000000000000e+00,5.417843388832362939e-01,8.123912306812360873e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.832212418983926394e-01,1.000000000000000000e+00,5.426291258733753065e-01,8.115781770352042956e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.843414133735176375e-01,1.000000000000000000e+00,5.434743809676907400e-01,8.107626922966065797e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.854637363205772438e-01,1.000000000000000000e+00,5.443200997137074282e-01,8.099447781838921001e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.865882148718241096e-01,1.000000000000000000e+00,5.451662776398391586e-01,8.091244364929650601e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.877148531674477594e-01,1.000000000000000000e+00,5.460129102554613922e-01,8.083016690913513713e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.888436553555889130e-01,1.000000000000000000e+00,5.468599930509895346e-01,8.074764779267750159e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.899746255923564719e-01,1.000000000000000000e+00,5.477075214979615359e-01,8.066488650293937024e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.911077680418407310e-01,1.000000000000000000e+00,5.485554910491258207e-01,8.058188325067109359e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.922430868761305867e-01,1.000000000000000000e+00,5.494038971385205583e-01,8.049863825448382304e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.933805862753279703e-01,1.000000000000000000e+00,5.502527351815565959e-01,8.041515174032841662e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.945202704275631689e-01,1.000000000000000000e+00,5.511020005751074979e-01,8.033142394292100974e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.956621435290103683e-01,1.000000000000000000e+00,5.519516886975989189e-01,8.024745510485287170e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.968062097839038627e-01,1.000000000000000000e+00,5.528017949090967553e-01,8.016324547590082394e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.979524734045519319e-01,1.000000000000000000e+00,5.536523145513951860e-01,8.007879531514323634e-01
1.000000000000000056e-01,2.268545502611055271e-24,5.991009386113538282e-01,1.000000000000000000e+00,5.545032429481180358e-01,7.999410488885139170e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.002516096328148754e-01,1.000000000000000000e+00,5.553545754048073713e-01,7.990917447181660194e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.014044907055615674e-01,1.000000000000000000e+00,5.562063072090147609e-01,7.982400434583647453e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.025595860743577781e-01,1.000000000000000000e+00,5.570584336304017503e-01,7.973859480229332775e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.037168999921199708e-01,1.000000000000000000e+00,5.579109499208393386e-01,7.965294613964675197e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.048764367199330749e-01,1.000000000000000000e+00,5.587638513145047892e-01,7.956705866472403299e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.060382005270663619e-01,1.000000000000000000e+00,5.596171330279828826e-01,7.948093269265120719e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.072021956909885443e-01,1.000000000000000000e+00,5.604707902603667247e-01,7.939456854630499993e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.083684264973842071e-01,1.000000000000000000e+00,5.613248181933636616e-01,7.930796655754031033e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.095368972401692398e-01,1.000000000000000000e+00,5.621792119914055252e-01,7.922112706610542343e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.107076122215063796e-01,1.000000000000000000e+00,5.630339668017469990e-01,7.913405041970100751e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.118805757518220867e-01,1.000000000000000000e+00,5.638890777545739752e-01,7.904673697388374665e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.130557921498207552e-01,1.000000000000000000e+00,5.647445399631120244e-01,7.895918709278374470e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.142332657425022546e-01,1.000000000000000000e+00,5.656003485237387496e-01,7.887140114933196555e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.154130008651771400e-01,1.000000000000000000e+00,5.664564985161000266e-01,7.878337952418745793e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.165950018614821948e-01,1.000000000000000000e+00,5.673129850032169186e-01,7.869512260633347855e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.177792730833971957e-01,1.000000000000000000e+00,5.681698030316038039e-01,7.860663079315060031e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.189658188912605663e-01,1.000000000000000000e+00,5.690269476313813968e-01,7.851790449004548700e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.201546436537853646e-01,1.000000000000000000e+00,5.698844138163968731e-01,7.842894411104059937e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.213457517480756032e-01,1.000000000000000000e+00,5.707421965843388900e-01,7.833975007807287838e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.225391475596423474e-01,1.000000000000000000e+00,5.716002909168599322e-01,7.825032282183660426e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.237348354824192587e-01,1.000000000000000000e+00,5.724586917796992136e-01,7.816066278140867407e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.249328199187798027e-01,1.000000000000000000e+00,5.733173941228030257e-01,7.807077040344698737e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.261331052795525709e-01,1.000000000000000000e+00,5.741763928804499706e-01,7.798064614419336626e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.273356959840380442e-01,1.000000000000000000e+00,5.750356829713770823e-01,7.789029046705997494e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.285405964600248030e-01,1.000000000000000000e+00,5.758952592989013963e-01,7.779970384420598073e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.297478111438054027e-01,1.000000000000000000e+00,5.767551167510536203e-01,7.770888675642259047e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.309573444801932496e-01,1.000000000000000000e+00,5.776152502007039224e-01,7.761783969231761393e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.321692009225386988e-01,1.000000000000000000e+00,5.784756545056957133e-01,7.752656314970161056e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.333833849327453747e-01,1.000000000000000000e+00,5.793363245089753200e-01,7.743505763397514619e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.345999009812869351e-01,1.000000000000000000e+00,5.801972550387257677e-01,7.734332365906972928e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.358187535472230589e-01,1.000000000000000000e+00,5.810584409085004509e-01,7.725136174769490216e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.370399471182163209e-01,1.000000000000000000e+00,5.819198769173588026e-01,7.715917243007360815e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.382634861905487345e-01,1.000000000000000000e+00,5.827815578500020743e-01,7.706675624567859151e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.394893752691378497e-01,1.000000000000000000e+00,5.836434784769167772e-01,7.697411374206605261e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.407176188675537398e-01,1.000000000000000000e+00,5.845056335545104620e-01,7.688124547519070706e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.419482215080358767e-01,1.000000000000000000e+00,5.853680178252532729e-01,7.678815200911842664e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.431811877215087847e-01,1.000000000000000000e+00,5.862306260178173911e-01,7.669483391635919522e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.444165220475998046e-01,1.000000000000000000e+00,5.870934528472248060e-01,7.660129177816562551e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.456542290346555246e-01,1.000000000000000000e+00,5.879564930149902002e-01,7.650752618373862779e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.468943132397578788e-01,1.000000000000000000e+00,5.888197412092649463e-01,7.641353773071045685e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.481367792287417995e-01,1.000000000000000000e+00,5.896831921049878744e-01,7.631932702528885226e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.493816315762113156e-01,1.000000000000000000e+00,5.905468403640270481e-01,7.622489468127385814e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.506288748655570942e-01,1.000000000000000000e+00,5.914106806353323087e-01,7.613024132159661450e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.518785136889729825e-01,1.000000000000000000e+00,5.922747075550910401e-01,7.603536757764870480e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.531305526474723289e-01,1.000000000000000000e+00,5.931389157468742734e-01,7.594027408835005710e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.543849963509060785e-01,1.000000000000000000e+00,5.940032998217895654e-01,7.584496150135935366e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.556418494179788725e-01,1.000000000000000000e+00,5.948678543786342088e-01,7.574943047230765503e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.569011164762662558e-01,1.000000000000000000e+00,5.957325740040549933e-01,7.565368166586090570e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.581628021622322189e-01,1.000000000000000000e+00,5.965974532727018609e-01,7.555771575396960094e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.594269111212450740e-01,1.000000000000000000e+00,5.974624867473844470e-01,7.546153341764334499e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.606934480075959959e-01,1.000000000000000000e+00,5.983276689792320635e-01,7.536513534579314388e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.619624174845153419e-01,1.000000000000000000e+00,5.991929945078563469e-01,7.526852223579612033e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.632338242241896387e-01,1.000000000000000000e+00,6.000584578615066889e-01,7.517169479245060515e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.645076729077794564e-01,1.000000000000000000e+00,6.009240535572308861e-01,7.507465372971652284e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.657839682254363955e-01,1.000000000000000000e+00,6.017897761010461144e-01,7.497739976922072058e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.670627148763196290e-01,1.000000000000000000e+00,6.026556199880952480e-01,7.487993364076455105e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.683439175686145539e-01,1.000000000000000000e+00,6.035215797028172791e-01,7.478225608284041481e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.696275810195491118e-01,1.000000000000000000e+00,6.043876497191135178e-01,7.468436784135513706e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.709137099554112194e-01,1.000000000000000000e+00,6.052538245005099071e-01,7.458626967066946944e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.722023091115668647e-01,1.000000000000000000e+00,6.061200985003303288e-01,7.448796233356134167e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.734933832324765390e-01,1.000000000000000000e+00,6.069864661618673551e-01,7.438944660035206047e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.747869370717136661e-01,1.000000000000000000e+00,6.078529219185446753e-01,7.429072324912684433e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.760829753919818108e-01,1.000000000000000000e+00,6.087194601940916217e-01,7.419179306702570198e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.773815029651314434e-01,1.000000000000000000e+00,6.095860754027204731e-01,7.409265684835285581e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.786825245721787025e-01,1.000000000000000000e+00,6.104527619492955415e-01,7.399331539588637208e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.799860450033223813e-01,1.000000000000000000e+00,6.113195142295091422e-01,7.389376952033593904e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.812920690579612470e-01,1.000000000000000000e+00,6.121863266300544559e-01,7.379402003970466639e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.826006015447128039e-01,1.000000000000000000e+00,6.130531935288007217e-01,7.369406778059092167e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.839116472814293912e-01,1.000000000000000000e+00,6.139201092949733152e-01,7.359391357697941949e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.852252110952175013e-01,1.000000000000000000e+00,6.147870682893306071e-01,7.349355827160438670e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.865412978224547658e-01,1.000000000000000000e+00,6.156540648643453739e-01,7.339300271409235910e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.878599123088076084e-01,1.000000000000000000e+00,6.165210933643773261e-01,7.329224776172541533e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.891810594092495634e-01,1.000000000000000000e+00,6.173881481258576276e-01,7.319129428051017738e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.905047439880789284e-01,1.000000000000000000e+00,6.182552234774764122e-01,7.309014314392480172e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.918309709189364165e-01,1.000000000000000000e+00,6.191223137403552013e-01,7.298879523250245693e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.931597450848238084e-01,1.000000000000000000e+00,6.199894132282356418e-01,7.288725143509838800e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.944910713781212719e-01,1.000000000000000000e+00,6.208565162476631372e-01,7.278551264815927846e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.958249547006052360e-01,1.000000000000000000e+00,6.217236170981685905e-01,7.268357977536884507e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.971613999634674874e-01,1.000000000000000000e+00,6.225907100724553667e-01,7.258145372826060315e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.985004120873318234e-01,1.000000000000000000e+00,6.234577894565866973e-01,7.247913542600620262e-01
1.000000000000000056e-01,2.268545502611055271e-24,6.998419960022734809e-01,1.000000000000000000e+00,6.243248495301714218e-01,7.237662579518299166e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.011861566478365670e-01,1.000000000000000000e+00,6.251918845665526137e-01,7.227392576958633352e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.025328989730520446e-01,1.000000000000000000e+00,6.260588888329944313e-01,7.217103629114478558e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.038822279364568280e-01,1.000000000000000000e+00,6.269258565908739644e-01,7.206795830858581109e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.052341485061112136e-01,1.000000000000000000e+00,6.277927820958694172e-01,7.196469277810311205e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.065886656596173099e-01,1.000000000000000000e+00,6.286596595981507329e-01,7.186124066354704354e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.079457843841380216e-01,1.000000000000000000e+00,6.295264833425706641e-01,7.175760293549536817e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.093055096764141476e-01,1.000000000000000000e+00,6.303932475688528436e-01,7.165378057192811623e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.106678465427843649e-01,1.000000000000000000e+00,6.312599465117898490e-01,7.154977455849769186e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.120327999992025481e-01,1.000000000000000000e+00,6.321265744014360477e-01,7.144558588767464524e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.134003750712561986e-01,1.000000000000000000e+00,6.329931254632985560e-01,7.134121555924877178e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.147705767941855415e-01,1.000000000000000000e+00,6.338595939185370787e-01,7.123666458013303560e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.161434102129020651e-01,1.000000000000000000e+00,6.347259739841503157e-01,7.113193396365663501e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.175188803820061745e-01,1.000000000000000000e+00,6.355922598731760242e-01,7.102702473095916513e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.188969923658071748e-01,1.000000000000000000e+00,6.364584457948883056e-01,7.092193790982208590e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.202777512383408132e-01,1.000000000000000000e+00,6.373245259549931152e-01,7.081667453492271891e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.216611620833881524e-01,1.000000000000000000e+00,6.381904945558197761e-01,7.071123564723006405e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.230472299944952219e-01,1.000000000000000000e+00,6.390563457965234839e-01,7.060562229563244196e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.244359600749901151e-01,1.000000000000000000e+00,6.399220738732855907e-01,7.049983553512315648e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.258273574380031956e-01,1.000000000000000000e+00,6.407876729795068949e-01,7.039387642738035300e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.272214272064857488e-01,1.000000000000000000e+00,6.416531373060107013e-01,7.028774604151534211e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.286181745132277454e-01,1.000000000000000000e+00,6.425184610412406627e-01,7.018144545202368301e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.300176045008779369e-01,1.000000000000000000e+00,6.433836383714564011e-01,7.007497574086977155e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.314197223219627286e-01,1.000000000000000000e+00,6.442486634809402313e-01,6.996833799649421204e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.328245331389040551e-01,1.000000000000000000e+00,6.451135305521894514e-01,6.986153331303323055e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.342320421240396966e-01,1.000000000000000000e+00,6.459782337661253981e-01,6.975456279233165358e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.356422544596413760e-01,1.000000000000000000e+00,6.468427673022923985e-01,6.964742754180562878e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.370551753379342985e-01,1.000000000000000000e+00,6.477071253390551675e-01,6.954012867504114626e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.384708099611166920e-01,1.000000000000000000e+00,6.485713020538047546e-01,6.943266731244455148e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.398891635413774592e-01,1.000000000000000000e+00,6.494352916231579398e-01,6.932504458030377403e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.413102413009174940e-01,1.000000000000000000e+00,6.502990882231598491e-01,6.921726161083234796e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.427340484719668900e-01,1.000000000000000000e+00,6.511626860294900121e-01,6.910931954358441320e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.441605902968054798e-01,1.000000000000000000e+00,6.520260792176647557e-01,6.900121952250054536e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.455898720277813752e-01,1.000000000000000000e+00,6.528892619632321592e-01,6.889296269843500076e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.470218989273316179e-01,1.000000000000000000e+00,6.537522284419826635e-01,6.878455022785068262e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.484566762679997209e-01,1.000000000000000000e+00,6.546149728301483561e-01,6.867598327345278975e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.498942093324557634e-01,1.000000000000000000e+00,6.554774893046119155e-01,6.856726300350606262e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.513345034135172629e-01,1.000000000000000000e+00,6.563397720431036753e-01,6.845839059195516496e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.527775638141663839e-01,1.000000000000000000e+00,6.572018152244095690e-01,6.834936721880098265e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.542233958475706990e-01,1.000000000000000000e+00,6.580636130285780760e-01,6.824019406989700887e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.556720048371031728e-01,1.000000000000000000e+00,6.589251596371179520e-01,6.813087233571977208e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.571233961163605919e-01,1.000000000000000000e+00,6.597864492332020658e-01,6.802140321295958580e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.585775750291836594e-01,1.000000000000000000e+00,6.606474760018766768e-01,6.791178790397549569e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.600345469296776457e-01,1.000000000000000000e+00,6.615082341302616076e-01,6.780202761595780503e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.614943171822303736e-01,1.000000000000000000e+00,6.623687178077576343e-01,6.769212356203750947e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.629568911615328686e-01,1.000000000000000000e+00,6.632289212262465483e-01,6.758207696006074405e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.644222742526002312e-01,1.000000000000000000e+00,6.640888385803026539e-01,6.747188903399908844e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.658904718507889564e-01,1.000000000000000000e+00,6.649484640673906100e-01,6.736156101188841561e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.673614893618188049e-01,1.000000000000000000e+00,6.658077918880673796e-01,6.725109412729360914e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.688353322017924540e-01,1.000000000000000000e+00,6.666668162461898417e-01,6.714048961872149945e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.703120057972145940e-01,1.000000000000000000e+00,6.675255313491181841e-01,6.702974873031914971e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.717915155850125775e-01,1.000000000000000000e+00,6.683839314079217386e-01,6.691887270998193582e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.732738670125557379e-01,1.000000000000000000e+00,6.692420106375783773e-01,6.680786281149982964e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.747590655376772606e-01,1.000000000000000000e+00,6.700997632571837892e-01,6.669672029312134764e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.762471166286918356e-01,1.000000000000000000e+00,6.709571834901489895e-01,6.658544641735424374e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.777380257644169737e-01,1.000000000000000000e+00,6.718142655644091521e-01,6.647404245225153607e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.792317984341941006e-01,1.000000000000000000e+00,6.726710037126228947e-01,6.636250966939452045e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.807284401379069871e-01,1.000000000000000000e+00,6.735273921723731183e-01,6.625084934555902638e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.822279563860025098e-01,1.000000000000000000e+00,6.743834251863746188e-01,6.613906276190320010e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.837303526995125225e-01,1.000000000000000000e+00,6.752390970026744821e-01,6.602715120375661773e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.852356346100718421e-01,1.000000000000000000e+00,6.760944018748517026e-01,6.591511596070742662e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.867438076599397867e-01,1.000000000000000000e+00,6.769493340622202426e-01,6.580295832675857604e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.882548774020212701e-01,1.000000000000000000e+00,6.778038878300346459e-01,6.569067960064307599e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.897688493998856751e-01,1.000000000000000000e+00,6.786580574496887674e-01,6.557828108396946964e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.912857292277880594e-01,1.000000000000000000e+00,6.795118371989115058e-01,6.546576408324563667e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.928055224706905824e-01,1.000000000000000000e+00,6.803652213619736377e-01,6.535312990870333349e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.943282347242816011e-01,1.000000000000000000e+00,6.812182042298847717e-01,6.524037987460575838e-01
1.000000000000000056e-01,2.268545502611055271e-24,7.958538715949964315e-01,1.000000000000000000e+00,6.820707801005939652e-01,6.512751529850614451e-01
