scenario,model,system_id,source_kind,source_id,field_job_id,scientific_job_id,state,converged,iterations,maximum_relative_update,maximum_equation_residual,universal_gravity_parameters,per_object_gravity_parameters,observation_targets,scored_observation_targets,valid_observation_points,observation_rmse_m_s,observation_weighted_rmse_m_s,observation_chi_square,observation_degrees_freedom
baseline_33x33x9,qumond_simple_nu,DDO50,galaxy_job_artifact,job_3c97a3b792604addb760f6a9,job_78ed2174eb931cf29705ca93,fieldjob_942804c19be340e6b6e57659,succeeded,true,18,6.529135905199006e-9,4.07645179594528e-10,2,0,1,1,26,12183.986288823597,10231.436076174059,115.47175540872153,26
baseline_33x33x9,qumond_simple_nu,NGC1569,galaxy_job_artifact,job_ad2436f96423390304723a0b,job_266bd281471883f1dbb0612e,fieldjob_0d6b8d3c9eeba7990707c7cc,succeeded,true,18,6.39163533632343e-9,5.940177323580679e-10,2,0,1,1,10,7358.633068462574,6054.005367717291,5.109197238117254,10
baseline_33x33x9,refracted_gravity_published_fixture,DDO53,galaxy_job_artifact,job_a1244b332b4660fe4b68f903,job_047d998d1578083ad0ab54d6,fieldjob_7c907e4e21e399f498e26fee,succeeded,true,17,3.013270473432156e-9,2.8754691340156033e-10,4,0,1,1,9,4005.766152668984,2773.4597807368173,4.857061249042034,9
baseline_33x33x9,refracted_gravity_published_fixture,DDO101,galaxy_job_artifact,job_b9dcce542b634d18ca07f011,job_8520de2ef2a9a205df209a41,fieldjob_02ac878ac7b261d208ad5701,succeeded,true,17,3.0132704725243746e-9,2.0576882110170265e-10,4,0,1,1,10,32852.61674233514,34817.60848686121,1315.9070040055801,10
baseline_33x33x9,refracted_gravity_published_fixture,DDO50,galaxy_job_artifact,job_3c97a3b792604addb760f6a9,job_125302d971a3dfd671497035,fieldjob_fa45670dc72c7b127876443e,succeeded,true,17,3.013270472410089e-9,2.4744566845062733e-10,4,0,1,1,26,16605.816539072075,13608.914760040678,204.2911557192263,26
baseline_33x33x9,refracted_gravity_published_fixture,NGC1569,galaxy_job_artifact,job_ad2436f96423390304723a0b,job_3a1462f7262d1c8f1bbee393,fieldjob_f8db3ee951c4bbde5a49d04a,succeeded,true,17,3.0132704731980818e-9,7.062385323554363e-10,4,0,1,1,10,8923.363492968836,9334.716453602341,12.147008252556823,10
coarse_25x25x9,newtonian_poisson,DDO53,galaxy_job_artifact,job_53a19af8853aec6fc01b9daa,job_f8ac52e8074fcb1c79f1dc5d,fieldjob_69cc3ab30539cda57254fe04,succeeded,true,17,3.013270472966336e-9,3.3342290448286497e-10,1,0,1,1,9,8768.55418100994,6527.503260752321,26.90444454639753,9
coarse_25x25x9,newtonian_poisson,DDO101,galaxy_job_artifact,job_8fb2779d6b1e4231e9336ffc,job_e1f50e7009f3b9a42838f107,fieldjob_cc10f70351949ff4349b4cfd,succeeded,true,17,3.013270473028492e-9,2.432087556123034e-10,1,0,1,1,10,39850.15870303009,42515.79886275606,1962.1310534007498,10
coarse_25x25x9,newtonian_poisson,DDO50,galaxy_job_artifact,job_9bff9f025f32e024056b6064,job_f25c465b8e8caaf1666c8c67,fieldjob_64790859ca8b2c4d23cc5a5e,succeeded,true,17,3.013270474390931e-9,2.871476021678148e-10,1,0,1,1,26,20464.545467090236,20017.402916042876,441.99569495537054,26
coarse_25x25x9,newtonian_poisson,NGC1569,galaxy_job_artifact,job_12ca966c5ff1661484adf3c5,job_f426fe30b8f936d9c304e99c,fieldjob_4465386a8277bbc1a469c449,succeeded,true,17,3.0132704721258187e-9,7.362888817408137e-10,1,0,1,1,10,20764.9379988951,15898.321907657157,35.23462372300402,10
coarse_25x25x9,aqual_simple_mu,DDO53,galaxy_job_artifact,job_53a19af8853aec6fc01b9daa,job_30051f03c80af6de53de1a0f,fieldjob_2fc176257bdd91fd8a483da6,succeeded,true,38,6.378273273584918e-10,5.5540580705361285e-9,2,0,1,1,9,3135.5869913284073,3895.0909562783845,9.579989708297832,9
coarse_25x25x9,aqual_simple_mu,DDO101,galaxy_job_artifact,job_8fb2779d6b1e4231e9336ffc,job_ef78b55b2548e8c60c1ec14c,fieldjob_12553b5e59baabc84581753a,succeeded,true,39,1.3751519397724152e-9,6.662182415669508e-9,2,0,1,1,10,25059.406591901,26820.936267518005,780.8636238248596,10
coarse_25x25x9,aqual_simple_mu,DDO50,galaxy_job_artifact,job_9bff9f025f32e024056b6064,job_b9477dfe957923f3b48fd451,fieldjob_8f282ee80bd57cd95bf1e5c8,succeeded,true,40,7.222872514374461e-10,5.9584469191587335e-9,2,0,1,1,26,15071.161427134202,12950.192758563308,184.99289257829705,26
coarse_25x25x9,aqual_simple_mu,NGC1569,galaxy_job_artifact,job_12ca966c5ff1661484adf3c5,job_fc2027fbdc3544a42b7eed0a,fieldjob_0d111ba71720de2ba6fd73e0,succeeded,true,33,9.626878959240417e-9,4.8552174265123365e-9,2,0,1,1,10,73009.81015340085,64070.78425078136,572.25177084073,10
coarse_25x25x9,qumond_simple_nu,DDO53,galaxy_job_artifact,job_53a19af8853aec6fc01b9daa,job_7a61a81accb83df16a68bcd3,fieldjob_d77041b49f766a271a59beca,succeeded,true,18,6.356825007306804e-9,4.481535779242125e-10,2,0,1,1,9,1620.3327968796245,1551.2690245064803,1.5195117989438303,9
coarse_25x25x9,qumond_simple_nu,DDO101,galaxy_job_artifact,job_8fb2779d6b1e4231e9336ffc,job_a38b51a30f851ab6be53a322,fieldjob_96cc85e8be85a4c0c3aaefcc,succeeded,true,18,6.487797002395871e-9,4.071871137670665e-10,2,0,1,1,10,28095.58797324481,29739.491429132184,960.0512080446997,10
coarse_25x25x9,qumond_simple_nu,DDO50,galaxy_job_artifact,job_9bff9f025f32e024056b6064,job_bd6ec703bc5851e99687f28b,fieldjob_aff542f669b037de0cdf355a,succeeded,true,18,6.495108336240166e-9,4.237275300322808e-10,2,0,1,1,26,13208.744738323889,11107.66801935163,136.09693985285668,26
coarse_25x25x9,qumond_simple_nu,NGC1569,galaxy_job_artifact,job_12ca966c5ff1661484adf3c5,job_05664c2972afe7ed8638bba3,fieldjob_87c53e88999ed53af3a63032,succeeded,true,18,6.359751774404158e-9,5.990765027525781e-10,2,0,1,1,10,11337.916014451326,9244.473251320826,11.91328154980651,10
coarse_25x25x9,refracted_gravity_published_fixture,DDO53,galaxy_job_artifact,job_53a19af8853aec6fc01b9daa,job_59e0109fdf166f93db1aa40c,fieldjob_0274e474ceb51a2f77a98144,succeeded,true,17,3.0132704727482068e-9,3.2478031635241083e-10,4,0,1,1,9,4020.5325875379067,2787.908212321508,4.907799112376399,9
coarse_25x25x9,refracted_gravity_published_fixture,DDO101,galaxy_job_artifact,job_8fb2779d6b1e4231e9336ffc,job_cdeca4b65fca630bc41bfef6,fieldjob_9f50e923fbea412365899c25,succeeded,true,17,3.013270471182214e-9,2.2624145748245073e-10,4,0,1,1,10,32885.7127088878,34855.536248335804,1318.775471598472,10
coarse_25x25x9,refracted_gravity_published_fixture,DDO50,galaxy_job_artifact,job_9bff9f025f32e024056b6064,job_380a63dd75d9c238f1bc8500,fieldjob_8f404b63f605affed93ecc12,succeeded,true,17,3.0132704753674597e-9,2.7450814142656184e-10,4,0,1,1,26,17087.20985147352,13851.596889322793,211.64219932920693,26
coarse_25x25x9,refracted_gravity_published_fixture,NGC1569,galaxy_job_artifact,job_12ca966c5ff1661484adf3c5,job_32aadcf18b1556b825e771ec,fieldjob_19a0d40b45c2b9f369544c48,succeeded,true,17,3.0132704799597903e-9,7.45382158636827e-10,4,0,1,1,10,6183.299131889628,6228.221685837442,5.407483339661104,10
fine_49x49x17,newtonian_poisson,DDO53,galaxy_job_artifact,job_a226c2e421b98105095daea1,job_1d371ce5424390613a238f30,fieldjob_92f16b0e11c4c2e98c01483f,succeeded,true,17,3.013270472334318e-9,2.0879754982880188e-10,1,0,1,1,9,8564.162198590057,6387.221845692388,25.760473217378188,9
fine_49x49x17,newtonian_poisson,DDO101,galaxy_job_artifact,job_a5077d59b8d3f12b3bc76708,job_34d165ee9fe61dba781bd5cc,fieldjob_c49f5548f25806cd0f4e87d9,succeeded,true,17,3.0132704726304754e-9,1.5048395317639322e-10,1,0,1,1,10,40152.88735114528,42852.835784815805,1993.363293819498,10
fine_49x49x17,newtonian_poisson,DDO50,galaxy_job_artifact,job_85f5e861a7a9773b89c40d88,job_11dff8b95cea481e7eaad84f,fieldjob_c669d99f2889019b5514f1f5,succeeded,true,17,3.013270474633537e-9,1.7420719291037476e-10,1,0,1,1,26,20529.62988179478,20014.59771675051,441.8718228288684,26
fine_49x49x17,newtonian_poisson,NGC1569,galaxy_job_artifact,job_f06f53b1299438e1f3fe947e,job_fe661e5b0604584cb36a3670,fieldjob_c49bf532ec2737509f79c54c,succeeded,true,17,3.0132704726844427e-9,4.999730538445779e-10,1,0,1,1,10,16680.272054572364,11476.944407092718,18.361984705983986,10
fine_49x49x17,aqual_simple_mu,DDO53,galaxy_job_artifact,job_a226c2e421b98105095daea1,job_dc716dfc51cca7a3358e3dc1,fieldjob_7d778b2a466f9064cec4e8d9,failed_nonconvergence,false,200,0.004467396578443101,0.0392472548070551,2,0,1,0,0,,,,
fine_49x49x17,aqual_simple_mu,DDO101,galaxy_job_artifact,job_a5077d59b8d3f12b3bc76708,job_60d432ed8af85b5474ec9553,fieldjob_e0dc170e175bcf6045e03e78,failed_nonconvergence,false,200,0.0029826761003720207,0.015490699942199863,2,0,1,0,0,,,,
fine_49x49x17,aqual_simple_mu,DDO50,galaxy_job_artifact,job_85f5e861a7a9773b89c40d88,job_5bf64afc5970efd12f834845,fieldjob_d43ef219aaecfa0ccae83b48,succeeded,true,34,6.796626093810589e-10,6.279694768936719e-9,2,0,1,1,26,10999.458927699452,9135.280809141792,92.05478773546653,26
fine_49x49x17,aqual_simple_mu,NGC1569,galaxy_job_artifact,job_f06f53b1299438e1f3fe947e,job_24da741d446985b0c8aacd24,fieldjob_665434a22fb96f7e072bf3e4,succeeded,true,33,2.9357632730262164e-9,6.102682719495463e-9,2,0,1,1,10,30666.882398444195,35024.673977202074,171.00754338989378,10
fine_49x49x17,qumond_simple_nu,DDO53,galaxy_job_artifact,job_a226c2e421b98105095daea1,job_536283da0f3c21f7110d67d9,fieldjob_146e31f8116beb61dad979b7,succeeded,true,18,6.420125842962152e-9,3.1933078928078075e-10,2,0,1,1,9,1522.7492922216009,1668.5000986869359,1.7578520053414024,9
fine_49x49x17,qumond_simple_nu,DDO101,galaxy_job_artifact,job_a5077d59b8d3f12b3bc76708,job_f2a5a15749d6cf2fe09d312e,fieldjob_2303a748d42a1fd112796811,succeeded,true,18,6.534183077649657e-9,2.787619079315667e-10,2,0,1,1,10,29609.663123621034,31435.038405640356,1072.6432746308587,10
fine_49x49x17,qumond_simple_nu,DDO50,galaxy_job_artifact,job_85f5e861a7a9773b89c40d88,job_3cb99200225c61e04606f440,fieldjob_1933b68fbfae3695a3edddee,succeeded,true,18,6.584504284653822e-9,3.084165311664888e-10,2,0,1,1,26,10991.094566374402,9240.818875273668,94.19405501029476,26
fine_49x49x17,qumond_simple_nu,NGC1569,galaxy_job_artifact,job_f06f53b1299438e1f3fe947e,job_bb1aab98419c81d78a74d976,fieldjob_8f5a89ec3a7d04c843ecf91f,succeeded,true,18,6.466617771077902e-9,4.723158533343595e-10,2,0,1,1,10,9455.33503276175,10469.518694751454,15.279899537014336,10
fine_49x49x17,refracted_gravity_published_fixture,DDO53,galaxy_job_artifact,job_a226c2e421b98105095daea1,job_16b6f20236a2552558947dea,fieldjob_b82c7376430c5fdd4dd1623b,succeeded,true,17,3.0132704726920995e-9,2.019438991364139e-10,4,0,1,1,9,4273.135283918335,3007.976927160236,5.713192227741656,9
fine_49x49x17,refracted_gravity_published_fixture,DDO101,galaxy_job_artifact,job_a5077d59b8d3f12b3bc76708,job_5b14d6dc16f74f2e0d160790,fieldjob_b56ddae04f5cd529bf9ec1d0,succeeded,true,17,3.0132704745484864e-9,1.3773595786599624e-10,4,0,1,1,10,33054.53495752989,35035.579098418355,1332.434668762787,10
fine_49x49x17,refracted_gravity_published_fixture,DDO50,galaxy_job_artifact,job_85f5e861a7a9773b89c40d88,job_eaf9d90a5eb8b97c00559b64,fieldjob_ac2d4b9385e02b7589a61fef,succeeded,true,17,3.0132704739044477e-9,1.6656626273638162e-10,4,0,1,1,26,14299.073376113156,11765.012221535531,152.68182517853822,26
fine_49x49x17,refracted_gravity_published_fixture,NGC1569,galaxy_job_artifact,job_f06f53b1299438e1f3fe947e,job_7d09ed77a12aea49691d76b5,fieldjob_247672141c87dc3f45729526,succeeded,true,17,3.0132704719244954e-9,4.958416204417463e-10,4,0,1,1,10,11220.383043130962,11953.42714499375,19.918285046599337,10
expanded_box_49x49x9,newtonian_poisson,DDO53,galaxy_job_artifact,job_e5b140df3f4ea05f0b799998,job_9e3f8deb2f7efc94f9d1f4c9,fieldjob_2f9086fb4b49df10e73c7b9d,succeeded,true,17,3.0132704738812945e-9,3.0215351949198227e-10,1,0,1,1,9,8502.056082154952,6283.882465464936,24.93365477692918,9
expanded_box_49x49x9,newtonian_poisson,DDO101,galaxy_job_artifact,job_d2217a4fcda2db5ea76ec3f8,job_3680c8086f209760215f9132,fieldjob_5d47eac89bc02352ecd8d912,succeeded,true,17,3.013270474050544e-9,2.3164160277266863e-10,1,0,1,1,10,39932.30480379286,42610.3585122282,1970.868734835487,10
expanded_box_49x49x9,newtonian_poisson,DDO50,galaxy_job_artifact,job_8d3a587872f172030538cda3,job_de25056f4d555fb8b1c1a977,fieldjob_546fa071e7c3cf6b2d652c0a,succeeded,true,17,3.0132704792950286e-9,2.676146773311009e-10,1,0,1,1,26,19809.613501513715,19292.84179215147,410.57734640978475,26
expanded_box_49x49x9,newtonian_poisson,NGC1569,galaxy_job_artifact,job_0404b5048bdf7193699ae4a3,job_dc24b028365596b9a47b32d8,fieldjob_e09d51b4a6c46d964c382c28,succeeded,true,17,3.0132704940895112e-9,6.973553924721863e-10,1,0,1,1,10,17508.738263542706,12082.431018270565,20.350529518731644,10
expanded_box_49x49x9,aqual_simple_mu,DDO53,galaxy_job_artifact,job_e5b140df3f4ea05f0b799998,job_f59e2dd52b999c720fe73e70,fieldjob_1edf79d7ff4c8b36bf43966c,succeeded,true,42,1.139488096694761e-9,9.532453145382276e-9,2,0,1,1,9,3483.1009468556176,4531.323204942432,12.965220751830426,9
expanded_box_49x49x9,aqual_simple_mu,DDO101,galaxy_job_artifact,job_d2217a4fcda2db5ea76ec3f8,job_5765aacf672f21a863abfa8b,fieldjob_576246e01057544c64e821d7,succeeded,true,68,2.065905514705831e-9,9.800583685047757e-9,2,0,1,1,10,26497.24351360533,28449.60625734575,878.5770283390625,10
expanded_box_49x49x9,aqual_simple_mu,DDO50,galaxy_job_artifact,job_8d3a587872f172030538cda3,job_4a1305e10d8b9dd9c49681fe,fieldjob_73d5b299668080997bc8c4f8,succeeded,true,34,9.407138722736852e-10,9.845301980788396e-9,2,0,1,1,26,13444.236319146828,11610.081378434405,148.6870364079035,26
expanded_box_49x49x9,aqual_simple_mu,NGC1569,galaxy_job_artifact,job_0404b5048bdf7193699ae4a3,job_dd8917e0aa0304eb0fd473ef,fieldjob_b3927b95f86999d7ed67988a,succeeded,true,31,6.280336271171194e-9,9.000961373723486e-9,2,0,1,1,10,32758.867782171717,35126.216518066525,172.0005411757168,10
expanded_box_49x49x9,qumond_simple_nu,DDO53,galaxy_job_artifact,job_e5b140df3f4ea05f0b799998,job_8eae1aadbd5a166831f300d4,fieldjob_085cd41abd3245bf0dd4cb07,succeeded,true,18,6.361323747498087e-9,4.232154111573531e-10,2,0,1,1,9,1609.4842315656879,1863.5754255141032,2.192925032802316,9
expanded_box_49x49x9,qumond_simple_nu,DDO101,galaxy_job_artifact,job_d2217a4fcda2db5ea76ec3f8,job_dc382a5143c69d2341976cbe,fieldjob_5ff0f900450f094622e3a4f9,succeeded,true,18,6.484515401331209e-9,3.9243806365681477e-10,2,0,1,1,10,29429.207987219605,31271.374467281494,1061.5030928156616,10
expanded_box_49x49x9,qumond_simple_nu,DDO50,galaxy_job_artifact,job_8d3a587872f172030538cda3,job_34617e0ad4035dd7fa0d6add,fieldjob_e7d5a73b1c24e7809c9f9f9f,succeeded,true,18,6.499764439351461e-9,4.069670348515334e-10,2,0,1,1,26,11771.424160076074,9921.268741597809,108.57679178524398,26
expanded_box_49x49x9,qumond_simple_nu,NGC1569,galaxy_job_artifact,job_0404b5048bdf7193699ae4a3,job_4366618185e361af040e3d96,fieldjob_9b56cb76399f75886346adc9,succeeded,true,18,6.374233024563228e-9,5.931121257102013e-10,2,0,1,1,10,7374.71000348303,6060.639679561185,5.120401252069634,10
expanded_box_49x49x9,refracted_gravity_published_fixture,DDO53,galaxy_job_artifact,job_e5b140df3f4ea05f0b799998,job_4fb308d32cc5b9e9fbaad6de,fieldjob_b30cb403d748c14985c6f026,succeeded,true,17,3.0132704748113474e-9,2.8824607401510717e-10,4,0,1,1,9,4014.7264682422424,2780.164419812038,4.8805728243295,9
expanded_box_49x49x9,refracted_gravity_published_fixture,DDO101,galaxy_job_artifact,job_d2217a4fcda2db5ea76ec3f8,job_fcffefbdf3e1b9277c62b3a6,fieldjob_4a5d2b27880f76db63f1b3f8,succeeded,true,17,3.0132704716420384e-9,2.0801978607969608e-10,4,0,1,1,10,33008.917158398865,34991.02788080799,1329.0481772972373,10
expanded_box_49x49x9,refracted_gravity_published_fixture,DDO50,galaxy_job_artifact,job_8d3a587872f172030538cda3,job_458d9247e6d276e9c9500a95,fieldjob_d26917216d79ea91bbfe5904,succeeded,true,17,3.0132704764496134e-9,2.4851310917137136e-10,4,0,1,1,26,16436.80013719111,13482.408384665636,200.51069084864483,26
expanded_box_49x49x9,refracted_gravity_published_fixture,NGC1569,galaxy_job_artifact,job_0404b5048bdf7193699ae4a3,job_5f374bb2ec1d730a67ebcac6,fieldjob_ade8be42ee82d28f9e36826d,succeeded,true,17,3.0132704770596223e-9,7.063827877371524e-10,4,0,1,1,10,8920.57016053545,9332.760606725691,12.141918606959795,10
vertical_draw_b_33x33x9,newtonian_poisson,DDO53,galaxy_job_artifact,job_7eecae686efe8771becadb18,job_3faeeedb47a481db567ce74e,fieldjob_8edac8ceb1625a427427decf,succeeded,true,17,3.013270474600963e-9,2.953773578837569e-10,1,0,1,1,9,8547.706263348087,6321.489242130953,25.232985712485394,9
vertical_draw_b_33x33x9,newtonian_poisson,DDO101,galaxy_job_artifact,job_5e5505e4a186d2564ede545c,job_2c674091a6db72e5612f6b2a,fieldjob_e0de734fe98b8d21034431f2,succeeded,true,17,3.0132704759451047e-9,2.3779779104981263e-10,1,0,1,1,10,39821.659605766996,42483.64061771137,1959.1639292017214,10
vertical_draw_b_33x33x9,newtonian_poisson,DDO50,galaxy_job_artifact,job_60178769a4bfee74bc386539,job_409550b77940d3cf9952acc0,fieldjob_1b24a7ffbf1224168fc26e9e,succeeded,true,17,3.0132704705874944e-9,2.2908166825231442e-10,1,0,1,1,26,20907.855201307808,20420.925073261325,459.9953074164525,26
vertical_draw_b_33x33x9,newtonian_poisson,NGC1569,galaxy_job_artifact,job_dfc87d2f4209cd89973d979e,job_bafc63e86749536137fa0f2d,fieldjob_329bd2b153c47f252c0fe6e0,succeeded,true,17,3.013270467905863e-9,6.758388852980171e-10,1,0,1,1,10,18096.81583783233,12580.371284100533,22.06246240105257,10
vertical_draw_b_33x33x9,aqual_simple_mu,DDO53,galaxy_job_artifact,job_7eecae686efe8771becadb18,job_88981a668423cb3c4a5fa107,fieldjob_edd4c96f4b26c4b49544c511,succeeded,true,42,7.347712672954307e-10,6.646698841713801e-9,2,0,1,1,9,3444.787525100416,4499.457261192111,12.783509464349995,9
vertical_draw_b_33x33x9,aqual_simple_mu,DDO101,galaxy_job_artifact,job_5e5505e4a186d2564ede545c,job_60f742b0b354a77e99f4154d,fieldjob_4cf347b3e33eb538c1676d9c,succeeded,true,55,1.6212656420404533e-9,8.4900100066336e-9,2,0,1,1,10,26096.9580796452,27939.36726245067,847.3453618101678,10
vertical_draw_b_33x33x9,aqual_simple_mu,DDO50,galaxy_job_artifact,job_60178769a4bfee74bc386539,job_7571bc06d6d0ffdbc9ab0415,fieldjob_41612827e62b0ae4d2fada69,succeeded,true,34,5.530890933538156e-10,5.067314101380118e-9,2,0,1,1,26,12493.841176840348,10630.702176990197,124.65981567765483,26
vertical_draw_b_33x33x9,aqual_simple_mu,NGC1569,galaxy_job_artifact,job_dfc87d2f4209cd89973d979e,job_b5f3534d89b947a625fbf1f3,fieldjob_e9dda4412393438a4c2008ac,succeeded,true,32,3.7307124914544755e-9,4.780910460757911e-9,2,0,1,1,10,33667.40992273918,36098.97462555989,181.65894918833695,10
vertical_draw_b_33x33x9,qumond_simple_nu,DDO53,galaxy_job_artifact,job_7eecae686efe8771becadb18,job_b4ae7f6540fd715ced98ff42,fieldjob_8fe58340a545b876d1d4b157,succeeded,true,18,6.377945886433711e-9,4.2288351679151024e-10,2,0,1,1,9,1601.7864316482362,1878.6574040075159,2.228563495083358,9
vertical_draw_b_33x33x9,qumond_simple_nu,DDO101,galaxy_job_artifact,job_5e5505e4a186d2564ede545c,job_4169108d7b6edc838768fca7,fieldjob_06ef5f42fa41739c4cecff8d,succeeded,true,18,6.516186614165218e-9,3.9620199248874856e-10,2,0,1,1,10,29077.292812907563,30871.72301653686,1034.5442271938116,10
vertical_draw_b_33x33x9,qumond_simple_nu,DDO50,galaxy_job_artifact,job_60178769a4bfee74bc386539,job_e592b5400b930cdf280d7ee0,fieldjob_549497e193df50c3e7c1de51,succeeded,true,18,6.520040583524338e-9,3.9324148666022007e-10,2,0,1,1,26,11634.477804934679,9797.172196624519,105.87759317371524,26
vertical_draw_b_33x33x9,qumond_simple_nu,NGC1569,galaxy_job_artifact,job_dfc87d2f4209cd89973d979e,job_fb110e0bdf4103876f6f08fc,fieldjob_2d56e171fff933ce105ebfb3,succeeded,true,18,6.390714461457488e-9,5.839155946677377e-10,2,0,1,1,10,7629.086362831804,6179.642588334482,5.32345736827393,10
vertical_draw_b_33x33x9,refracted_gravity_published_fixture,DDO53,galaxy_job_artifact,job_7eecae686efe8771becadb18,job_b27de7071495cad872623312,fieldjob_40b196fa86ea1f82eb9e7721,succeeded,true,17,3.0132704763755323e-9,2.826935384031156e-10,4,0,1,1,9,4110.656753367703,2854.5758258082756,5.145327260861845,9
vertical_draw_b_33x33x9,refracted_gravity_published_fixture,DDO101,galaxy_job_artifact,job_5e5505e4a186d2564ede545c,job_e58a0e5aec254de7c1ea93e2,fieldjob_2a838400a45652098786f82e,succeeded,true,17,3.013270474542324e-9,2.0881651278428673e-10,4,0,1,1,10,32581.46224229476,34508.872030256665,1292.6735172104773,10
vertical_draw_b_33x33x9,refracted_gravity_published_fixture,DDO50,galaxy_job_artifact,job_60178769a4bfee74bc386539,job_c87475c6bc5deb9d212586ce,fieldjob_171b184c5782187194c510d2,succeeded,true,17,3.0132704747004213e-9,2.2278575139811699e-10,4,0,1,1,26,15181.9930741507,12431.554503289351,170.47215621389824,26
vertical_draw_b_33x33x9,refracted_gravity_published_fixture,NGC1569,galaxy_job_artifact,job_dfc87d2f4209cd89973d979e,job_53c6a7e054263da78e1bd05d,fieldjob_cab0416382697e44543c1c54,succeeded,true,17,3.0132704755013385e-9,6.846789807324403e-10,4,0,1,1,10,7778.476987246079,8296.703360563184,9.59573378204661,10
vertical_draw_c_33x33x9,newtonian_poisson,DDO53,galaxy_job_artifact,job_21b5ba395e7a8aae3b84de97,job_196b5860db7fe1100fc006fd,fieldjob_9e1fd9c11453958c3672c623,succeeded,true,17,3.013270467947837e-9,2.9334504969781696e-10,1,0,1,1,9,8520.529617207614,6293.33154098643,25.00869663972258,9
vertical_draw_c_33x33x9,newtonian_poisson,DDO101,galaxy_job_artifact,job_1050b80256af8e2e9d85be75,job_860ddd173da06d9673679295,fieldjob_773f43b3a53774af76fd62b3,succeeded,true,17,3.0132704758425513e-9,2.6245268137264357e-10,1,0,1,1,10,39766.38320813092,42422.41305593351,1953.5208915939127,10
