case,domain,scenario,cells,cell_kpc,stellar_scale_height_kpc,gas_scale_height_kpc,multipole_gate,dipole_squared,quadrupole_squared,local_sigma_mass_weighted_mean,final_sigma_mass_weighted_mean,transverse_mismatch_mass_weighted_mean,survival_mass_weighted_mean,trace_length_mass_weighted_kpc,minimum_constitutive_eigenvalue_proxy,sigma_global_minimum,sigma_global_maximum,component_mass_relative_error,all_coefficients_finite
DDO210,registered_galaxy_baryons_only,high,33,0.08688342628607038,0.7656283344775086,0.46358414837512746,0.02184525117770102,0.012262263598230388,0.009825127986465069,6.206530574733341e-05,1.3558321934713092e-06,0.0858960963125396,0.001505336153403627,0.3570074874755013,0.0008289152846560497,5.023022664541934e-12,6.0593529255922075e-05,1.7178187557734773e-15,True
DDO216,registered_galaxy_baryons_only,low,33,0.1757916250248351,1.3351180436972176,0.8247617746376312,0.0065258182410585395,0.00016033306524738754,0.006386871420272983,8.326451294422642e-05,5.433690774042878e-07,0.04601491718462652,0.005447282580931544,0.6846906922037831,0.00044554080382382886,6.331974031771621e-13,1.2068328460261028e-05,4.549292902148281e-16,True
DDO216,registered_galaxy_baryons_only,nominal,33,0.1757916250248351,1.3351180436972176,0.8247617746376312,0.0065258182410585395,0.00016033306524738754,0.006386871420272983,8.98930596429237e-05,5.866257683623547e-07,0.044721732504414816,0.006364827277686483,0.7413817431222214,0.0006557540434553714,5.735977029307227e-13,1.2101065646119442e-05,4.549292902148281e-16,True
DDO216,registered_galaxy_baryons_only,high,33,0.1757916250248351,1.3351180436972176,0.8247617746376312,0.0065258182410585395,0.00016033306524738754,0.006386871420272983,8.589675328391476e-05,5.605465994278759e-07,0.039125225865315194,0.00718619260630875,0.7895670237732906,0.00107591756651276,4.704178706264547e-13,9.098267165994213e-06,4.549292902148281e-16,True
DDO47,registered_galaxy_baryons_only,low,33,1.1006757167499719,6.4442531811900325,6.4473328295877534,0.0013040854819920177,0.0004973835964997716,0.0008075529449477349,0.002136526077468604,2.7862126395241596e-06,0.024809672469203917,0.17763618856941032,4.245131841274584,0.0006023360020528485,5.1865211014773e-13,2.3858044906519995e-05,1.6200905006564158e-16,True
DDO47,registered_galaxy_baryons_only,nominal,33,1.1006757167499719,6.4442531811900325,6.4473328295877534,0.0013040854819920177,0.0004973835964997716,0.0008075529449477349,0.002840712627980442,3.7045320966606855e-06,0.03243780630182965,0.17808152918814463,4.253797563635302,0.0006594574946472692,6.904021419570211e-13,3.254520698223996e-05,1.6200905006564158e-16,True
DDO47,registered_galaxy_baryons_only,high,33,1.1006757167499719,6.4442531811900325,6.4473328295877534,0.0013040854819920177,0.0004973835964997716,0.0008075529449477349,0.0035749711563476,4.662067983533121e-06,0.04000890682228862,0.17817593955385044,4.2578089445669445,0.0007371723197580933,8.737052298489976e-13,4.2273688377107385e-05,1.6200905006564158e-16,True
DDO50,registered_galaxy_baryons_only,low,33,0.8630334448254717,3.2235079890737,4.738072357190486,0.0011313966595272174,4.1409439041556565e-05,0.00109062773284753,0.0012677481979983974,1.434326076337036e-06,0.027385751227556796,0.11782388537919454,3.3858956459962326,0.0018935629626078713,3.870184940373629e-14,1.7246454414886352e-05,3.976585134466663e-16,True
DDO50,registered_galaxy_baryons_only,nominal,33,0.8630334448254717,3.2235079890737,4.738072357190486,0.0011313966595272174,4.1409439041556565e-05,0.00109062773284753,0.0015545419486047605,1.7588035677463573e-06,0.03306233624881241,0.112152331995043,3.295522450189601,0.0020797898903671557,4.725080658346306e-14,1.7965700516356705e-05,3.976585134466663e-16,True
DDO50,registered_galaxy_baryons_only,high,33,0.8630334448254717,3.2235079890737,4.738072357190486,0.0011313966595272174,4.1409439041556565e-05,0.00109062773284753,0.0016829369977704068,1.9040692974722025e-06,0.03675913303904217,0.10218091371107674,3.1265341876898005,0.0024520357854169146,5.2328824762871725e-14,1.787143598562193e-05,3.976585134466663e-16,True
DDO52,registered_galaxy_baryons_only,low,33,0.3433279530935404,1.4464004795284853,2.4044735405665465,0.005895544636389823,0.001895657817387074,0.0040173341504266425,0.0003515469061298982,2.072560476873558e-06,0.02631457935913784,0.03227195987130843,1.7219466427214591,0.0015861484466628457,2.3091360509224217e-13,1.808158662565694e-05,1.3162282551744147e-16,True
DDO52,registered_galaxy_baryons_only,nominal,33,0.3433279530935404,1.4464004795284853,2.4044735405665465,0.005895544636389823,0.001895657817387074,0.0040173341504266425,0.0004169730355025122,2.4582831429760186e-06,0.032644132452438065,0.03030374358389148,1.6630015185661244,0.0017196198804771533,3.012126338306486e-13,2.075257750441576e-05,1.3162282551744147e-16,True
DDO52,registered_galaxy_baryons_only,high,33,0.3433279530935404,1.4464004795284853,2.4044735405665465,0.005895544636389823,0.001895657817387074,0.0040173341504266425,0.00043112107011770577,2.5416935125670813e-06,0.03761196985503522,0.02677702691437176,1.550405846547562,0.001986047066638706,3.686815175948696e-13,2.4766379792458614e-05,1.3162282551744147e-16,True
DDO53,registered_galaxy_baryons_only,low,33,0.45325406790447714,2.1726098628132737,1.821127389776359,0.009769777900113337,0.002587746734327983,0.007230068578526633,0.00035357946634398586,3.4543928562213397e-06,0.03163416818131475,0.016186340001988722,1.1867904404958831,0.0005022139219005078,4.2467643419723006e-13,6.517097333578116e-05,4.596606845916879e-16,True
DDO53,registered_galaxy_baryons_only,nominal,33,0.45325406790447714,2.1726098628132737,1.821127389776359,0.009769777900113337,0.002587746734327983,0.007230068578526633,0.0004913178988620722,4.800066750232793e-06,0.0411895733671901,0.016859703249818506,1.212563924097195,0.0005537728666070547,5.523173167107281e-13,8.600446417667735e-05,4.596606845916879e-16,True
DDO53,registered_galaxy_baryons_only,high,33,0.45325406790447714,2.1726098628132737,1.821127389776359,0.009769777900113337,0.002587746734327983,0.007230068578526633,0.0006494086325110562,6.344578106049339e-06,0.0503270915058456,0.017866244634535355,1.2499447428189574,0.0006568813625995895,6.726417957470945e-13,0.00010705188002755846,4.596606845916879e-16,True
DDO87,registered_galaxy_baryons_only,low,33,0.7021486178548519,3.1069500268113037,4.530356981991219,0.02439167694330627,0.011261695942382443,0.013432385515956772,0.0032524608388940363,7.933297405305824e-05,0.0656541753556065,0.09879809117229857,3.0579478554111024,0.0006908282688583619,8.959557951795735e-13,0.0006121356506544392,1.0383722972383143e-15,True
DDO87,registered_galaxy_baryons_only,nominal,33,0.7021486178548519,3.1069500268113037,4.530356981991219,0.02439167694330627,0.011261695942382443,0.013432385515956772,0.004087342477831475,9.96971372759183e-05,0.08288080638237781,0.09582102238421178,3.005549229183602,0.0007392803081640582,1.230531435905325e-12,0.0007150753016702542,1.0383722972383143e-15,True
DDO87,registered_galaxy_baryons_only,high,33,0.7021486178548519,3.1069500268113037,4.530356981991219,0.02439167694330627,0.011261695942382443,0.013432385515956772,0.00465662133834251,0.00011358280333215699,0.09765872976450038,0.08987318869607404,2.89448808986819,0.0008361690422917028,1.6050402935119066e-12,0.0008352420870059279,1.0383722972383143e-15,True
NGC1569,registered_galaxy_baryons_only,low,33,1.4338110959701524,1.449871436326227,3.7760423266710648,0.018717479571391697,0.006619219747612876,0.012275648849012413,0.0009974078617353704,1.866896127637727e-05,0.035450201389602226,0.03599363922844932,1.7242486604749045,0.0002945599661684928,2.404672517457163e-11,0.00011902484851990274,1.6331714371881705e-16,True
NGC1569,registered_galaxy_baryons_only,nominal,33,1.4338110959701524,1.449871436326227,3.7760423266710648,0.018717479571391697,0.006619219747612876,0.012275648849012413,0.0006991713782986518,1.3086725990206792e-05,0.028391850736569597,0.030648283911802226,1.5893453253392797,0.0004596440777594355,2.1410854539968384e-11,0.00010618317213916334,1.6331714371881705e-16,True
NGC1569,registered_galaxy_baryons_only,high,33,1.4338110959701524,1.449871436326227,3.7760423266710648,0.018717479571391697,0.006619219747612876,0.012275648849012413,0.0004560520146117271,8.536144266987031e-06,0.02134758821999571,0.02697903787529239,1.4955571432808934,0.0007877784116317373,1.7384127005288385e-11,8.607102899110117e-05,1.6331714371881705e-16,True
UGC8508,registered_galaxy_baryons_only,low,33,0.20640903420993273,0.8387582869108255,0.9486264504577574,0.04468999776104104,0.012422106114705523,0.03329727538672027,5.199370215767894e-05,2.323598433014907e-06,0.020464177201339844,0.004320592833231409,0.617386230938029,0.0010647781999116876,2.8709835097885467e-12,0.00017067278781320074,7.718792336206073e-16,True
UGC8508,registered_galaxy_baryons_only,nominal,33,0.20640903420993273,0.8387582869108255,0.9486264504577574,0.04468999776104104,0.012422106114705523,0.03329727538672027,5.953784956789622e-05,2.66074636388648e-06,0.02373698796100609,0.004136913505620196,0.6029784105384622,0.0012647345124904956,3.48579595097355e-12,0.00025652957247914023,7.718792336206073e-16,True
UGC8508,registered_galaxy_baryons_only,high,33,0.20640903420993273,0.8387582869108255,0.9486264504577574,0.04468999776104104,0.012422106114705523,0.03329727538672027,5.965716725856102e-05,2.666078671215143e-06,0.02476891118452113,0.0038746176756088596,0.5822086536244672,0.0016645378857683504,3.840606548430067e-12,0.00032007624708086166,7.718792336206073e-16,True
AS295,registered_cluster_baryons_only,low,33,112.5,228.1240687959865,376.8603127982883,0.02855201653572213,0.007111498461093702,0.021856055633882533,0.015371168894118974,0.00043887786843826255,0.0176963200447125,0.9999999482836801,257.55332813652757,0.005923229334040103,1.2399384439064936e-10,0.003994351129316881,1.0743894181977965e-16,True
AS295,registered_cluster_baryons_only,nominal,33,112.5,228.12406887295958,376.8603127914748,0.02855201663044294,0.007111498455131157,0.021856055737349847,0.017187340927301245,0.0004907332439893976,0.020330206210315234,0.9999999156899319,256.8173324980031,0.007119802660299604,1.4186494983898292e-10,0.0045647020076032005,1.4234424196736372e-16,True
AS295,registered_cluster_baryons_only,high,33,112.5,228.12406889116403,376.86031279850374,0.028552016602827683,0.007111498398460557,0.021856055765593543,0.01810909735126927,0.0005170512482356632,0.02199093461256682,0.9999998821331727,256.29226551695393,0.008313499042090635,1.5286585897096028e-10,0.004905864974561852,1.9608274653546265e-16,True
MACS0025,registered_cluster_baryons_only,low,33,112.5,308.2616674151078,303.2657097036817,0.051328487755743016,0.04875860667067145,0.003934074566022908,0.08748599994611445,0.004490524077033068,0.10555261164813969,0.9997027466072389,224.1077421167077,0.005710049361696208,1.7676756312039984e-11,0.022499777050196332,1.4230548547942118e-16,True
MACS0025,registered_cluster_baryons_only,nominal,33,112.5,308.2616677185088,303.26570970365157,0.05132848782863047,0.04875860671652341,0.003934074597002017,0.10016093255157085,0.005141109207377582,0.12355788723888274,0.999774669877044,224.51947759872968,0.006521185712885658,2.074130419269261e-11,0.025766341054688252,8.844536156046077e-17,True
MACS0025,registered_cluster_baryons_only,high,33,112.5,308.2616677399295,303.2657096789034,0.05132848775922453,0.04875860666502909,0.003934074575335154,0.10744322243380158,0.005514898127505023,0.13546187154232434,0.9998218763929352,224.82167488127885,0.007331008344147029,2.2768639508451704e-11,0.02770678256109056,1.3998508172441023e-16,True
MACS0159,registered_cluster_baryons_only,low,33,112.5,246.209172050366,345.3192892913739,0.04180708821154461,0.010648060939569066,0.032058091044769345,0.01276077589392325,0.0005334908834450014,0.019106007069824845,0.9999999955383161,222.52420064905883,0.012723174801090576,2.862022584033065e-13,0.002290453057073357,1.3673246206701984e-16,True
MACS0159,registered_cluster_baryons_only,nominal,33,112.5,246.2091720428531,345.3192892971449,0.04180708850358464,0.010648061051722713,0.032058091237397786,0.014940993815153894,0.0006246394507616497,0.023073761860020716,0.9999999952405088,222.46307917060324,0.013918130004434445,3.4415011124727007e-13,0.002693719492291864,1.1911406602669207e-16,True
MACS0159,registered_cluster_baryons_only,high,33,112.5,246.20917214223326,345.319289318172,0.041807088396006116,0.010648060860666752,0.032058091316181446,0.016296641363463062,0.0006813151260403096,0.025933445163250538,0.9999999949761218,222.41028056275246,0.015110196589208752,3.8513587700658164e-13,0.0029721743465284628,1.692355693602542e-16,True
PLCKG287,registered_cluster_baryons_only,low,33,112.5,259.19997276624235,543.8623197962129,0.02499239736342988,0.009308624221575409,0.016001386217146047,0.016675778615565462,0.0004167676855047986,0.019655061127753493,0.9999998215274947,373.5324331441455,0.016227118214366208,6.734300250770024e-12,0.013536609581875747,1.4572703851075056e-16,True
PLCKG287,registered_cluster_baryons_only,nominal,33,112.5,259.199972957938,543.8623198233463,0.0249923971544804,0.009308624264151506,0.016001385960264465,0.019348652925107707,0.0004835692183084907,0.023266025789961148,0.9999998641948582,372.49547156881897,0.018123339048503415,7.996743420312136e-12,0.015106449142132999,1.5683721944570687e-16,True
PLCKG287,registered_cluster_baryons_only,high,33,112.5,259.19997301487956,543.8623198125048,0.024992397301497837,0.009308624199395656,0.016001386175806258,0.02098614380950721,0.0005244940439135736,0.02573320460061451,0.9999998948468806,371.6486459101583,0.02001226515353688,8.856625819816846e-12,0.01594157087860853,1.4456671475866672e-16,True
