cluster,radius_kpc,log_gbar,log_gtot,err_log_gbar,err_log_gtot,gbar,gtot,dataset,group_id,normalized_cluster,overlaps_fox_calibration,B_model,log_gtot_pred,residual_dex,sigma_residual_dex,ratio_predicted_observed,B_obs
MACS1115,16.2,-10.291,-9.479,0.019,0.106,5.116818355403073e-11,3.31894457552611e-10,Tian2020_CLASH,MACS1115,macs1115,False,8.446265977972306,-9.359237455062415,0.11976254493758454,0.10610763897200716,1.3175361648686388,6.140891203014444
MACS1149,14.3,-10.224,-9.509,0.043,0.107,5.970352865838366e-11,3.097419299216578e-10,Tian2020_CLASH,MACS1149,macs1149,True,8.446265977972306,-9.343024694223526,0.1659753057764739,0.10746697230482433,1.4654645114672984,5.3572426915402795
MACS1206,14.3,-10.542,-9.328,0.043,0.13,2.870780582024692e-11,4.69894108605216e-10,Tian2020_CLASH,MACS1206,macs1206,False,8.446265977972306,-9.43178345598765,-0.10378345598765115,0.1307556058383952,0.7874383172461497,10.918031733062794
MACS1720,23.6,-9.948,-9.342,0.032,0.128,1.1271974561755093e-10,4.54988060150048e-10,Tian2020_CLASH,MACS1720,macs1720,False,8.446265977972306,-9.286685460806025,0.055314539193975776,0.12813946553120106,1.1358331487075501,7.154413030113233
MACS1931,14.3,-9.997,-9.308,0.039,0.175,1.0069316688518044e-10,4.920395356814511e-10,Tian2020_CLASH,MACS1931,macs1931,False,8.446265977972306,-9.295890215031893,0.012109784968107107,0.17515588534776866,1.0282762024250505,8.156296182866205
MS2137,14.3,-9.921,-9.567,0.036,0.171,1.1994993031493807e-10,2.7101916318908416e-10,Tian2020_CLASH,MS2137,ms2137,False,8.446265977972306,-9.281646145640698,0.28535385435930216,0.1711320048853842,1.9290960614848165,3.1671863527459516
RXJ1347,14.3,-9.899,-9.304,0.031,0.112,1.261827534590673e-10,4.965923214503358e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,8.446265977972306,-9.277532956012582,0.026467043987418393,0.11215051454134192,1.062837927797425,7.79000386609665
RXJ1532,14.3,-10.126,-9.334,0.039,0.267,7.481695005111553e-11,4.6344691973628843e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,8.446265977972306,-9.321421571830195,0.012578428169804923,0.2671244894630755,1.0293864047633896,8.160298775081763
RXJ2129,14.3,-10.133,-9.344,0.035,0.125,7.362070974947376e-11,4.5289757990362134e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,8.446265977972306,-9.322890354526352,0.02110964547364702,0.1252170826937952,1.0498074380167635,7.9721204111077375
RXJ2248,30.3,-10.209,-9.387,0.033,0.145,6.180164001384164e-11,4.102041029866064e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,8.446265977972306,-9.339563545979042,0.04743645402095886,0.14519639812739754,1.1154149318703364,7.43582706317811
A209,100.0,-10.682,-9.636,0.013,0.077,2.079696687103694e-11,2.3120647901755987e-10,Tian2020_CLASH,A209,a209,False,8.446265977972306,-9.480208561873583,0.15579143812641583,0.07714568769190096,1.4315002827069008,5.729583981575153
A383,100.0,-10.489,-9.434,0.007,0.089,3.243396173493487e-11,3.6812897364253203e-10,Tian2020_CLASH,A383,a383,False,8.446265977972306,-9.41489217300924,0.019107826990758525,0.08902660341348165,1.0449796354178114,8.049233905510699
A611,100.0,-10.504,-9.454,0.005,0.1,3.1332857243155885e-11,3.5156044052829763e-10,Tian2020_CLASH,A611,a611,False,8.446265977972306,-9.41958896336003,0.03441103663997147,0.10001242904624609,1.0824579555500304,7.745129580090784
A2261,100.0,-10.423,-9.426,0.007,0.083,3.77572190925416e-11,3.749730022454834e-10,Tian2020_CLASH,A2261,a2261,False,8.446265977972306,-9.395026058079036,0.03097394192096381,0.08302500031211196,1.0739249738954955,7.80470249079643
MACS0329,100.0,-10.267,-9.296,0.005,0.084,5.407543229455815e-11,5.058246620031147e-10,Tian2020_CLASH,MACS0329,macs0329,False,8.446265977972306,-9.353284815202361,-0.05728481520236173,0.0840089024406523,0.8764258627010382,9.802617370130777
MACS0429,100.0,-10.293,-9.446,0.008,0.108,5.0933087105719625e-11,3.580964371026362e-10,Tian2020_CLASH,MACS0429,macs0429,False,8.446265977972306,-9.35974100253631,0.08625899746368937,0.10801882395347488,1.2197167768808577,6.723932734280359
MACS0647,100.0,-10.35,-9.379,0.01,0.12,4.4668359215096346e-11,4.178303666466222e-10,Tian2020_CLASH,MACS0647,macs0647,False,8.446265977972306,-9.374587257342586,0.0044127426574132045,0.12003013562478296,1.0102125108088185,8.350775097896395
MACS0717,100.0,-10.769,-9.593,0.007,0.071,1.70215850839495e-11,2.5527013026612473e-10,Tian2020_CLASH,MACS0717,macs0717,True,8.446265977972306,-9.512849468922141,0.08015053107785874,0.07105125011691564,1.2026812244613017,6.939312892211515
MACS0744,100.0,-10.295,-9.364,0.008,0.111,5.0699070827470445e-11,4.325138310350079e-10,Tian2020_CLASH,MACS0744,macs0744,False,8.446265977972306,-9.360245712658331,0.0037542873416693823,0.11101839992340205,1.0086820382280197,8.364006988988313
MACS1115,100.0,-10.256,-9.542,0.005,0.091,5.546257129579104e-11,2.870780582024692e-10,Tian2020_CLASH,MACS1115,macs1115,False,8.446265977972306,-9.350611329632267,0.19138867036773277,0.09100801082063517,1.5537769352882038,5.00850639617263
MACS1206,100.0,-10.35,-9.407,0.008,0.106,4.4668359215096346e-11,3.917418771077831e-10,Tian2020_CLASH,MACS1206,macs1206,False,8.446265977972306,-9.374587257342586,0.03241274265741367,0.10602183460583213,1.0774887456469668,7.766955994011217
MACS1720,100.0,-10.371,-9.423,0.005,0.102,4.2559841313374265e-11,3.77572190925416e-10,Tian2020_CLASH,MACS1720,macs1720,False,8.446265977972306,-9.380301650271305,0.04269834972869546,0.10200928645075864,1.103312020294587,7.56537802393062
MACS1931,100.0,-10.171,-9.409,0.002,0.127,6.74528027697923e-11,3.899419866765428e-10,Tian2020_CLASH,MACS1931,macs1931,False,8.446265977972306,-9.331053792510199,0.07794620748980208,0.12700075694686946,1.1965923100121618,6.82409557508762
MS2137,100.0,-10.254,-9.625,0.002,0.136,5.5718574893193044e-11,2.371373705661655e-10,Tian2020_CLASH,MS2137,ms2137,False,8.446265977972306,-9.350128892678669,0.27487110732133146,0.13600085369780635,1.8830901310817936,3.9206348748938957
RXJ1347,100.0,-9.987,-9.362,0.001,0.096,1.0303861204416158e-10,4.3451022417157143e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,8.446265977972306,-9.29399987416775,0.0680001258322509,0.0960001853575445,1.169499729870048,6.910768767696922
RXJ1532,100.0,-10.127,-9.5,0.002,0.222,7.464487584100654e-11,3.1622776601683795e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,8.446265977972306,-9.321630761985908,0.178369238014092,0.22200039463539398,1.5078885311226007,5.073389489038278
RXJ2129,100.0,-10.39,-9.494,0.004,0.086,4.073802778041122e-11,3.2062693245054674e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,8.446265977972306,-9.385586670636046,0.10841332936395354,0.08600734684637927,1.283551590993629,6.375393338535104
RXJ2248,100.0,-10.313,-9.449,0.005,0.119,4.864072056914609e-11,3.556313185689855e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,8.446265977972306,-9.364840727089154,0.08415927291084557,0.11900698762499733,1.2138339296096925,6.769389584062149
A209,200.0,-10.744,-9.695,0.009,0.068,1.80301774085957e-11,2.0183663636815596e-10,Tian2020_CLASH,A209,a209,False,8.446265977972306,-9.503284939410758,0.19171506058924237,0.0680858025543394,1.5549451016692848,5.24814412435753
A383,200.0,-10.677,-9.567,0.004,0.068,2.1037784397664772e-11,2.7101916318908416e-10,Tian2020_CLASH,A383,a383,False,8.446265977972306,-9.478389084564574,0.08861091543542621,0.06801552261914906,1.2263400604077488,6.7820344050565415
A611,200.0,-10.622,-9.538,0.005,0.08,2.387811282913178e-11,2.897343587701321e-10,Tian2020_CLASH,A611,a611,False,8.446265977972306,-9.458803250925287,0.07919674907471297,0.08001900885708303,1.2000428372114595,6.934480786993931
A2261,200.0,-10.538,-9.495,0.003,0.068,2.8973435877013214e-11,3.198895109691404e-10,Tian2020_CLASH,A2261,a2261,False,8.446265977972306,-9.430480028414273,0.06451997158572631,0.06800700152654987,1.1601655666148107,7.181484090622654
MACS0329,200.0,-10.487,-9.445,0.004,0.066,3.258367010020087e-11,3.5892193464500497e-10,Tian2020_CLASH,MACS0329,macs0329,False,8.446265977972306,-9.414270978780388,0.03072902121961185,0.066011669979403,1.0733195038383838,7.8159836103386064
MACS0416,200.0,-10.727,-9.688,0.034,0.069,1.8749945080674173e-11,2.0511621788255626e-10,Tian2020_CLASH,MACS0416,macs0416,True,8.446265977972306,-9.496864631306384,0.19113536869361702,0.07017205212417692,1.5528709612043134,5.251039047701779
MACS0429,200.0,-10.526,-9.558,0.006,0.081,2.978516429429191e-11,2.766941645411513e-10,Tian2020_CLASH,MACS0429,macs0429,False,8.446265977972306,-9.42659756726089,0.1314024327391099,0.08102300809601906,1.3533260224605952,6.050557001456569
MACS0647,200.0,-10.456,-9.477,0.007,0.095,3.499451670283577e-11,3.334264127632347e-10,Tian2020_CLASH,MACS0647,macs0647,False,8.446265977972306,-9.404795289317141,0.07220471068285939,0.0950233653761288,1.1808771271771652,7.026334914374872
MACS0717,200.0,-10.699,-9.632,0.006,0.064,1.9998618696327447e-11,2.3334580622810043e-10,Tian2020_CLASH,MACS0717,macs0717,True,8.446265977972306,-9.486441970515573,0.14555802948442675,0.064038241868255,1.3981637224388195,5.8839045638492
MACS0744,200.0,-10.443,-9.445,0.006,0.087,3.6057864302164274e-11,3.5892193464500497e-10,Tian2020_CLASH,MACS0744,macs0744,False,8.446265977972306,-9.400907526585785,0.044092473414215405,0.08701826021633732,1.1068594401496872,7.549440489138934
MACS1115,200.0,-10.445,-9.607,0.003,0.077,3.58921934645005e-11,2.4717241450161343e-10,Tian2020_CLASH,MACS1115,macs1115,False,8.446265977972306,-9.401502325702943,0.20549767429705668,0.0770051792776299,1.605083662643922,4.945482484538797
MACS1149,200.0,-10.614,-9.598,0.012,0.085,2.432204009073811e-11,2.5234807724805705e-10,Tian2020_CLASH,MACS1149,macs1149,True,8.446265977972306,-9.456021404642593,0.14197859535740776,0.0851017240049767,1.3866874828931806,5.915030035583522
MACS1206,200.0,-10.432,-9.487,0.005,0.086,3.698281797802659e-11,3.258367010020087e-10,Tian2020_CLASH,MACS1206,macs1206,False,8.446265977972306,-9.397657739361444,0.08934226063855633,0.08601254294811557,1.2284069379444185,6.715908443245973
MACS1720,200.0,-10.531,-9.515,0.004,0.08,2.944421633798757e-11,3.0549211132155093e-10,Tian2020_CLASH,MACS1720,macs1720,False,8.446265977972306,-9.428210175738515,0.0867898242614853,0.08001044830999846,1.221208516299292,6.785220974989949
MACS1931,200.0,-10.387,-9.507,0.002,0.095,4.102041029866064e-11,3.11171633710602e-10,Tian2020_CLASH,MACS1931,macs1931,False,8.446265977972306,-9.38474492299442,0.1222550770055797,0.09500165201925767,1.3251195978007273,6.145033613863911
MS2137,200.0,-10.511,-9.692,0.003,0.105,3.0831879502493595e-11,2.032357010936221e-10,Tian2020_CLASH,MS2137,ms2137,False,8.446265977972306,-9.421803557933616,0.2701964420663838,0.10500431749175057,1.8629295949510658,4.187016165156734
RXJ1347,200.0,-10.172,-9.42,0.001,0.08,6.729766562843168e-11,3.801893963205613e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,8.446265977972306,-9.331273152928219,0.08872684707178102,0.08000030107311429,1.226667466334749,6.622342074653205
RXJ1532,200.0,-10.354,-9.643,0.002,0.191,4.425883723626274e-11,2.275097430772067e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,8.446265977972306,-9.375665466569517,0.26733453343048375,0.19100076422028991,1.8506936440001187,4.1077992598808875
RXJ2129,200.0,-10.561,-9.631,0.004,0.065,2.7478941531023972e-11,2.3388372386593535e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,8.446265977972306,-9.438037562479149,0.19296243752085118,0.06501355482839472,1.5594176217093279,5.169409946246294
RXJ2248,200.0,-10.354,-9.526,0.003,0.093,4.425883723626274e-11,2.978516429429191e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,8.446265977972306,-9.375665466569517,0.15033453343048286,0.09300353137732593,1.4136260297270795,5.6846013110412175
A209,400.0,-10.764,-9.803,0.005,0.056,1.7218685749860095e-11,1.5739828644662164e-10,Tian2020_CLASH,A209,a209,False,8.446265977972306,-9.510925048209772,0.29207495179022835,0.05603295836171894,1.9591827657247975,4.066565939324591
A383,400.0,-10.883,-9.772,0.004,0.059,1.3091819229994098e-11,1.6904409316432633e-10,Tian2020_CLASH,A383,a383,False,8.446265977972306,-9.558190563656733,0.21380943634326677,0.05902271441194265,1.636098461835332,4.999277282227776
A611,400.0,-10.767,-9.683,0.004,0.06,1.7100153150902897e-11,2.0749135174549106e-10,Tian2020_CLASH,A611,a611,False,8.446265977972306,-9.512079016865728,0.1709209831342715,0.060019759916754886,1.4822483758099188,5.536494956889186
A2261,400.0,-10.687,-9.621,0.003,0.051,2.0558905959841447e-11,2.393315756405385e-10,Tian2020_CLASH,A2261,a2261,False,8.446265977972306,-9.482034376615621,0.13896562338437946,0.0510118049967901,1.3771004600789327,5.979496316589436
MACS0416,400.0,-10.722,-9.82,0.035,0.058,1.8967059212111484e-11,1.5135612484362072e-10,Tian2020_CLASH,MACS0416,macs0416,True,8.446265977972306,-9.494989444515895,0.3250105554841056,0.05946214351650262,2.1135404086014065,3.7157891150848568
MACS0717,400.0,-10.566,-9.709,0.004,0.055,2.716439268839078e-11,1.9543394557753964e-10,Tian2020_CLASH,MACS0717,macs0717,True,8.446265977972306,-9.439700517002306,0.2692994829976936,0.05501615608030477,1.8590860111569996,4.227843806657396
MACS0744,400.0,-10.568,-9.592,0.005,0.064,2.7039583641088462e-11,2.5585858869056426e-10,Tian2020_CLASH,MACS0744,macs0744,False,8.446265977972306,-9.440367685261196,0.151632314738805,0.06402176728274975,1.4178566182725174,5.756587775470005
MACS1149,400.0,-10.618,-9.686,0.008,0.07,2.4099054286865932e-11,2.0606299132700004e-10,Tian2020_CLASH,MACS1149,macs1149,True,8.446265977972306,-9.457410158791735,0.2285898412082652,0.07005525461625249,1.692738379975385,4.733170705374198
MACS1206,400.0,-10.523,-9.627,0.004,0.064,2.999162518987653e-11,2.360478233180573e-10,Tian2020_CLASH,MACS1206,macs1206,False,8.446265977972306,-9.4256334990638,0.20136650093620112,0.06401287227019821,1.589887888365273,5.040300572015374
MACS1720,400.0,-10.693,-9.67,0.005,0.059,2.0276827195212838e-11,2.1379620895022325e-10,Tian2020_CLASH,MACS1720,macs1720,False,8.446265977972306,-9.484233668469086,0.18576633153091393,0.059028575752083964,1.533791517211648,5.313046503803449
MACS1931,400.0,-10.589,-9.668,0.002,0.069,2.576321157002573e-11,2.1478304741305376e-10,Tian2020_CLASH,MACS1931,macs1931,False,8.446265977972306,-9.447440982694829,0.22055901730517036,0.06900334597673474,1.6617244780968574,4.821156876137837
RXJ1347,400.0,-10.377,-9.529,0.001,0.061,4.197589839910069e-11,2.9580124665515466e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,8.446265977972306,-9.381958794682673,0.14704120531732734,0.06100062937047749,1.4029468080861784,5.747388015117057
RXJ1532,400.0,-10.602,-9.857,0.002,0.157,2.5003453616964296e-11,1.3899526312133555e-10,Tian2020_CLASH,RXJ1532,rxj1532,False,8.446265977972306,-9.451881333466682,0.4051186665333173,0.15700150186183856,2.5416670952625555,2.9329115099853595
RXJ2129,400.0,-10.738,-9.843,0.003,0.057,1.8281002161427447e-11,1.435489433353656e-10,Tian2020_CLASH,RXJ2129,rxj2129,False,8.446265977972306,-9.501011118491979,0.341988881508021,0.057011294822271776,2.1978036054925156,3.5599119345784107
RXJ2248,400.0,-10.431,-9.661,0.003,0.065,3.7068072178257674e-11,2.1827299118430035e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,8.446265977972306,-9.39736411906252,0.26363588093748014,0.06500596215905113,1.8349992071305476,4.210899686442478
A209,600.0,-10.845,-9.896,0.006,0.052,1.4288939585111008e-11,1.2705741052085393e-10,Tian2020_CLASH,A209,a209,False,8.446265977972306,-9.542777291124438,0.3532227088755633,0.05205585989296187,2.255395496304039,3.498190429839029
A611,600.0,-10.876,-9.801,0.004,0.056,1.3304544179780928e-11,1.5812480392703828e-10,Tian2020_CLASH,A611,a611,False,8.446265977972306,-9.555329969411735,0.24567003058826486,0.05602377321131969,1.7606378360231998,4.614141965561406
A2261,600.0,-10.785,-9.726,0.003,0.044,1.6405897731995387e-11,1.8793168168032648e-10,Tian2020_CLASH,A2261,a2261,False,8.446265977972306,-9.519045593357156,0.20695440664284526,0.04401547717622393,1.6104765543121655,5.0610788543242196
MACS0717,600.0,-10.543,-9.778,0.003,0.05,2.8641779699065855e-11,1.667247212551061e-10,Tian2020_CLASH,MACS0717,macs0717,True,8.446265977972306,-9.432110034700601,0.3458899652993992,0.05000960638482107,2.2176344792936904,3.4192617279509934
MACS0744,600.0,-10.667,-9.709,0.005,0.057,2.1527817347243738e-11,1.9543394557753964e-10,Tian2020_CLASH,MACS0744,macs0744,False,8.446265977972306,-9.474769286599598,0.23423071340040202,0.057028523840510784,1.7148680673453292,4.6836233371239295
MACS1206,600.0,-10.61,-9.744,0.004,0.054,2.4547089156850335e-11,1.8030177408595698e-10,Tian2020_CLASH,MACS1206,macs1206,False,8.446265977972306,-9.454637004898983,0.28936299510101726,0.054017687141682515,1.9469867460249468,4.029259575650927
MACS1931,600.0,-10.728,-9.793,0.003,0.07,1.8706821403658015e-11,1.610645635178273e-10,Tian2020_CLASH,MACS1931,macs1931,False,8.446265977972306,-9.497240390212859,0.2957596097871402,0.07000908201271765,1.9758756528098096,4.0141700192126875
RXJ1347,600.0,-10.51,-9.623,0.001,0.052,3.090295432513592e-11,2.382319469358694e-10,Tian2020_CLASH,RXJ1347,rxj1347,False,8.446265977972306,-9.421486303763528,0.20151369623647142,0.052000966884257815,1.5904268399251131,5.032237291797795
RXJ1532,600.0,-10.754,-10.014,0.002,0.138,1.761976046411631e-11,9.682778562612506e-11,Tian2020_CLASH,RXJ1532,rxj1532,False,8.446265977972306,-9.507093401742715,0.5069065982572845,0.13800211494154624,3.2129694655725256,2.279544588165982
RXJ2129,600.0,-10.854,-10.002,0.003,0.062,1.3995873225726206e-11,9.954054173515254e-11,Tian2020_CLASH,RXJ2129,rxj2129,False,8.446265977972306,-9.546401879648855,0.4555981203511461,0.062011824059493896,2.854947460514227,2.6741946842824795
RXJ2248,600.0,-10.525,-9.773,0.003,0.058,2.985382618917957e-11,1.6865530253887423e-10,Tian2020_CLASH,RXJ2248,rxj2248,False,8.446265977972306,-9.426275919429973,0.3467240805700271,0.05800801903070826,2.2218978083152674,3.3993003859250153
