routing_fraction,radius_kpc,inward_acceleration_km2_s2_kpc,circular_speed_km_s,azimuthal_scatter_fraction,ring_cells
1.0,8.25,405.17697810110553,57.816174807177624,0.13079522003001626,140
1.0,8.625,385.0793034624586,57.630798991196585,0.10953370106965356,144
1.0,9.0,364.7069032865542,57.29190282735413,0.1001851960761997,144
1.0,9.375,346.1223431536872,56.96399711278886,0.08877120908573899,168
1.0,9.75,333.64217649822814,57.03517529435431,0.07536817814129036,164
1.0,10.125,321.25769464325646,57.03274636788037,0.06645239807751722,160
1.0,10.5,310.01197973072215,57.05370967056027,0.056927190141403815,184
1.0,10.875,300.681651578149,57.183152771706894,0.05099459625991749,172
1.0,11.25,290.57163660939773,57.17456525287905,0.06893315160977573,200
1.0,11.625,282.6312819385459,57.32005454058462,0.08854986135687073,192
