galaxy,R_kpc,f_bulge_r,C_baseline,C_flow,dC,V_obs_kms,V_pred_baseline,V_pred_flow
ESO079-G014,3.36,0.0,0.9542165195519332,0.9542165195519332,0.0,81.7,91.30594565650922,91.30594565650922
ESO079-G014,4.39,0.0,0.9616091830120704,0.9616091830120704,0.0,102.0,100.09574573363716,100.09574573363716
ESO079-G014,5.65,0.0,0.9678070838174642,0.9678070838174642,0.0,116.0,109.65898822543168,109.65898822543168
ESO079-G014,6.34,0.0,0.9708052935266516,0.9708052935266516,0.0,132.0,115.33045541230878,115.33045541230878
ESO079-G014,6.89,0.0,0.9732621236745798,0.9732621236745798,0.0,137.0,120.66503737453374,120.66503737453374
ESO079-G014,8.34,0.0,0.9787505990285096,0.9787505990285096,0.0,154.0,135.7352572254295,135.7352572254295
ESO079-G014,10.04,0.0,0.9831177846354464,0.9831177846354464,0.0,163.0,152.62232101869847,152.62232101869847
ESO079-G014,11.65,0.0,0.9850795538952356,0.9850795538952356,0.0,170.0,162.50799948228104,162.50799948228104
ESO079-G014,13.36,0.0,0.9862072001632456,0.9862072001632456,0.0,175.0,169.11723258519646,169.11723258519646
ESO079-G014,15.06,0.0,0.9866896509717908,0.9866896509717908,0.0,177.0,172.19699180714042,172.19699180714042
ESO079-G014,16.67,0.0,0.9869569165531388,0.9869569165531388,0.0,178.0,173.97584587053169,173.97584587053169
ESO116-G012,0.25,0.0,0.4164786267223509,0.4164786267223509,0.0,20.9,16.896547400936747,16.896547400936747
ESO116-G012,0.83,0.0,0.791381193850479,0.791381193850479,0.0,40.0,38.95346817240899,38.95346817240899
ESO116-G012,1.38,0.0,0.8870096413310256,0.8870096413310256,0.0,51.5,56.03681876835497,56.03681876835497
ESO116-G012,1.85,0.0,0.9187219408037316,0.9187219408037316,0.0,67.9,67.24118793687094,67.24118793687094
ESO116-G012,2.68,0.0,0.931704718095228,0.931704718095228,0.0,80.2,73.8709683399814,73.8709683399814
ESO116-G012,3.19,0.0,0.9411442423006376,0.9411442423006376,0.0,83.3,79.97672442664546,79.97672442664546
ESO116-G012,3.68,0.0,0.947819774161434,0.947819774161434,0.0,91.4,85.23930518677918,85.23930518677918
ESO116-G012,4.13,0.0,0.9521019183878372,0.9521019183878372,0.0,102.0,89.16874535309816,89.16874535309816
ESO116-G012,5.23,0.0,0.957221865298628,0.957221865298628,0.0,105.0,94.6074591804604,94.6074591804604
ESO116-G012,6.05,0.0,0.9583295864275988,0.9583295864275988,0.0,109.0,95.91213057034804,95.91213057034804
ESO116-G012,6.81,0.0,0.958878435664705,0.958878435664705,0.0,108.0,96.57772208662186,96.57772208662186
ESO116-G012,7.56,0.0,0.9608365415179014,0.9608365415179014,0.0,109.0,99.06362886963318,99.06362886963318
ESO116-G012,8.32,0.0,0.9631040032354656,0.9631040032354656,0.0,110.0,102.18260399240012,102.18260399240012
ESO116-G012,9.09,0.0,0.9646150120718726,0.9646150120718726,0.0,111.0,104.42331545494824,104.42331545494824
ESO116-G012,9.86,0.0,0.963821539758384,0.963821539758384,0.0,112.0,103.22936834309525,103.22936834309525
ESO444-G084,0.26,0.0,0.2021340824938343,0.2021340824938343,0.0,18.3,10.066646369506737,10.066646369506737
ESO444-G084,0.77,0.0,0.6549527850090764,0.6549527850090764,0.0,35.3,27.554702666694737,27.554702666694737
ESO444-G084,1.29,0.0,0.7735571736364036,0.7735571736364036,0.0,47.8,36.96552862257965,36.96552862257965
ESO444-G084,1.81,0.0,0.8216733231453519,0.8216733231453519,0.0,52.8,42.93104214096291,42.93104214096291
ESO444-G084,2.32,0.0,0.8435428818048548,0.8435428818048548,0.0,58.0,46.439326736202695,46.439326736202695
ESO444-G084,3.39,0.0,0.8430019359744496,0.8430019359744496,0.0,63.1,46.34438604303383,46.34438604303383
ESO444-G084,4.44,0.0,0.8306651497773173,0.8306651497773173,0.0,62.7,44.296541218815946,44.296541218815946
ESO563-G021,0.45,0.0,0.8746161900646822,0.8746161900646822,0.0,18.9,52.82238675417294,52.82238675417294
ESO563-G021,1.34,0.0,0.958998864467928,0.958998864467928,0.0,58.3,96.72552592007762,96.72552592007762
ESO563-G021,2.23,0.0,0.9704781550373772,0.9704781550373772,0.0,74.1,114.67034790200816,114.67034790200816
ESO563-G021,3.12,0.0,0.9755444855359852,0.9755444855359852,0.0,119.0,126.31796867075047,126.31796867075047
ESO563-G021,4.01,0.0,0.9796751166693616,0.9796751166693616,0.0,141.0,138.85355512440103,138.85355512440103
ESO563-G021,4.9,0.0,0.9834819469881884,0.9834819469881884,0.0,195.0,154.32410396120812,154.32410396120812
ESO563-G021,5.79,0.0,0.9867258516524748,0.9867258516524748,0.0,227.0,172.43479916094648,172.43479916094648
ESO563-G021,6.69,0.0,0.9887560169674277,0.9887560169674277,0.0,246.0,187.54887981609772,187.54887981609772
ESO563-G021,7.58,0.0,0.9898819629636626,0.9898819629636626,0.0,268.0,197.82153557101236,197.82153557101236
ESO563-G021,8.47,0.0,0.990941562508546,0.990941562508546,0.0,283.0,209.1834742965545,209.1834742965545
ESO563-G021,10.23,0.0,0.9923142333050596,0.9923142333050596,0.0,291.0,227.25372334320463,227.25372334320463
ESO563-G021,12.06,0.0,0.9932222801759948,0.9932222801759948,0.0,310.0,242.10926886418332,242.10926886418332
ESO563-G021,13.44,0.0,0.9935716465720772,0.9935716465720772,0.0,310.0,248.6449925591649,248.6449925591649
ESO563-G021,15.18,0.0,0.9939756890085644,0.9939756890085644,0.0,310.0,256.9000479024195,256.9000479024195
ESO563-G021,16.83,0.0,0.9942584065872728,0.9942584065872728,0.0,314.0,263.1863820708454,263.1863820708454
ESO563-G021,18.56,0.0,0.9943429084599538,0.9943429084599538,0.0,317.0,265.1560146614594,265.1560146614594
ESO563-G021,20.3,0.0,0.9944984521053428,0.9944984521053428,0.0,319.0,268.89925707884925,268.89925707884925
ESO563-G021,21.94,0.0,0.9946962925793664,0.9946962925793664,0.0,318.0,273.8958589655447,273.8958589655447
ESO563-G021,23.68,0.0,0.994865735412552,0.994865735412552,0.0,317.0,278.40248633464637,278.40248633464637
ESO563-G021,25.41,0.0,0.9948566810874476,0.9948566810874476,0.0,317.0,278.1560620420353,278.1560620420353
ESO563-G021,27.06,0.0,0.9948275904157134,0.9948275904157134,0.0,312.0,277.3687009377104,277.3687009377104
ESO563-G021,28.8,0.0,0.9947496815616018,0.9947496815616018,0.0,312.0,275.2923085422806,275.2923085422806
ESO563-G021,30.53,0.0,0.9946772708721632,0.9946772708721632,0.0,311.0,273.4033992607537,273.4033992607537
ESO563-G021,32.18,0.0,0.9946652771857498,0.9946652771857498,0.0,310.0,273.09424291603375,273.09424291603375
ESO563-G021,33.91,0.0,0.9946791476059044,0.9946791476059044,0.0,313.0,273.451869445583,273.451869445583
ESO563-G021,35.65,0.0,0.9946523073886512,0.9946523073886512,0.0,320.0,272.76109483419526,272.76109483419526
ESO563-G021,37.3,0.0,0.9946408182300256,0.9946408182300256,0.0,321.0,272.46698802675905,272.46698802675905
ESO563-G021,39.03,0.0,0.9946030263845131,0.9946030263845131,0.0,320.0,271.5061906186556,271.5061906186556
ESO563-G021,40.76,0.0,0.9945662469494724,0.9945662469494724,0.0,315.0,270.58075565405784,270.58075565405784
ESO563-G021,42.41,0.0,0.9945460039680144,0.9945460039680144,0.0,312.0,270.0753982844991,270.0753982844991
F561-1,1.61,0.0,0.808565753287387,0.808565753287387,0.0,23.4,41.10340973294508,41.10340973294508
F561-1,3.23,0.0,0.8982742977846655,0.8982742977846655,0.0,40.6,59.43183425132277,59.43183425132277
F561-1,4.84,0.0,0.92402247395896,0.92402247395896,0.0,45.5,69.7475069336221,69.7475069336221
F561-1,6.45,0.0,0.9440754429647866,0.9440754429647866,0.0,49.2,82.17355384379438,82.17355384379438
F561-1,8.06,0.0,0.9563831349525052,0.9563831349525052,0.0,50.4,93.652360117134,93.652360117134
F561-1,9.66,0.0,0.9622277827909916,0.9622277827909916,0.0,50.4,100.94450961821764,100.94450961821764
F563-1,1.07,0.0,0.6331809048971119,0.6331809048971119,0.0,22.1,26.276525136865136,26.276525136865136
F563-1,1.78,0.0,0.781905906015565,0.781905906015565,0.0,42.7,37.86912669662393,37.86912669662393
F563-1,2.49,0.0,0.8361421845988679,0.8361421845988679,0.0,60.6,45.17898636201544,45.17898636201544
F563-1,2.97,0.0,0.8561278332176061,0.8561278332176061,0.0,76.8,48.78776370509163,48.78776370509163
F563-1,3.04,0.0,0.8577894457045662,0.8577894457045662,0.0,81.6,49.11955574657951,49.11955574657951
F563-1,3.19,0.0,0.8618021004861358,0.8618021004861358,0.0,87.0,49.943968579261,49.943968579261
F563-1,6.95,0.0,0.924191923562114,0.924191923562114,0.0,90.0,69.83181688372913,69.83181688372913
F563-1,8.58,0.0,0.9388778103699232,0.9388778103699232,0.0,97.8,78.38538236650544,78.38538236650544
F563-1,9.26,0.0,0.9437436568858442,0.9437436568858442,0.0,93.7,81.91647762570359,81.91647762570359
F563-1,9.89,0.0,0.9478242657754008,0.9478242657754008,0.0,103.0,85.24317605274656,85.24317605274656
F563-1,10.08,0.0,0.9491053800340634,0.9491053800340634,0.0,97.4,86.36768429385292,86.36768429385292
F563-1,11.84,0.0,0.9562171811837236,0.9562171811837236,0.0,106.5,93.46659200488652,93.46659200488652
F563-1,14.56,0.0,0.9587732399938624,0.9587732399938624,0.0,112.0,96.4491367984167,96.4491367984167
F563-1,15.43,0.0,0.959849110019519,0.959849110019519,0.0,111.5,97.78762329034676,97.78762329034676
F563-1,17.93,0.0,0.9644523092056172,0.9644523092056172,0.0,111.0,104.17528022592488,104.17528022592488
F563-1,19.02,0.0,0.9661105337967452,0.9661105337967452,0.0,112.5,106.78519381040822,106.78519381040822
F563-1,20.1,0.0,0.9675461517696596,0.9675461517696596,0.0,106.0,109.20254005912535,109.20254005912535
F563-V1,1.31,0.0,0.5085937725868708,0.5085937725868708,0.0,12.0,20.34675646051073,20.34675646051073
F563-V1,2.63,0.0,0.7827820099238765,0.7827820099238765,0.0,21.7,37.96667094220889,37.96667094220889
F563-V1,3.93,0.0,0.8731267681809018,0.8731267681809018,0.0,28.6,52.466687503984296,52.466687503984296
F563-V1,5.24,0.0,0.8992932598410105,0.8992932598410105,0.0,29.5,59.76561540045938,59.76561540045938
F563-V1,6.55,0.0,0.9135049517187138,0.9135049517187138,0.0,28.6,64.99647828895449,64.99647828895449
F563-V1,7.87,0.0,0.9240649197837412,0.9240649197837412,0.0,27.3,69.76860016004002,69.76860016004002
F563-V2,0.28,0.0,0.0716567667946977,0.0716567667946977,0.0,11.9,5.556538296137619,5.556538296137619
F563-V2,0.87,0.0,0.596804621393577,0.596804621393577,0.0,34.8,24.332588498079375,24.332588498079375
F563-V2,1.46,0.0,0.7908667287054737,0.7908667287054737,0.0,58.5,38.89287814800358,38.89287814800358
F563-V2,2.05,0.0,0.8623938553760371,0.8623938553760371,0.0,81.5,50.0684225526312,50.0684225526312
F563-V2,2.35,0.0,0.8802544337849129,0.8802544337849129,0.0,91.8,54.22560239981759,54.22560239981759
F563-V2,4.76,0.0,0.9329738712940177,0.9329738712940177,0.0,114.0,74.61783914349058,74.61783914349058
F563-V2,7.86,0.0,0.9579931765062184,0.9579931765062184,0.0,116.0,95.5105360556849,95.5105360556849
F563-V2,8.7,0.0,0.963136974128086,0.963136974128086,0.0,117.0,102.23004050036133,102.23004050036133
F563-V2,10.18,0.0,0.9650176309166228,0.9650176309166228,0.0,118.0,105.04442566877763,105.04442566877763
F563-V2,10.47,0.0,0.9653528123284512,0.9653528123284512,0.0,118.0,105.5696385180679,105.5696385180679
F565-V2,1.26,0.0,0.5400669857476921,0.5400669857476921,0.0,21.7,21.67237557250874,21.67237557250874
F565-V2,2.51,0.0,0.7912006080766314,0.7912006080766314,0.0,40.3,38.93217681159185,38.93217681159185
F565-V2,3.78,0.0,0.8603562550845096,0.8603562550845096,0.0,57.7,49.64304500523155,49.64304500523155
F565-V2,5.03,0.0,0.8908601007933113,0.8908601007933113,0.0,68.5,57.140360460571685,57.140360460571685
F565-V2,6.29,0.0,0.9154852493022808,0.9154852493022808,0.0,73.5,65.82477963646227,65.82477963646227
F565-V2,7.54,0.0,0.9301666110240958,0.9301666110240958,0.0,78.5,72.9925959514433,72.9925959514433
F565-V2,8.8,0.0,0.9383254908037352,0.9383254908037352,0.0,83.1,78.01065097132015,78.01065097132015
F567-2,1.92,0.0,0.7508146598337261,0.7508146598337261,0.0,26.9,34.71643513452285,34.71643513452285
F567-2,3.83,0.0,0.8577669179930226,0.8577669179930226,0.0,46.8,49.115020715779586,49.115020715779586
F567-2,5.75,0.0,0.9007198059586364,0.9007198059586364,0.0,47.6,60.241190137593875,60.241190137593875
F567-2,7.67,0.0,0.9318745083457484,0.9318745083457484,0.0,48.1,73.96970500563923,73.96970500563923
F567-2,9.59,0.0,0.9473131337582392,0.9473131337582392,0.0,52.2,84.8058069486414,84.8058069486414
F568-1,0.44,0.0,0.3015943200483575,0.3015943200483575,0.0,15.7,13.14279377503868,13.14279377503868
F568-1,1.32,0.0,0.7757608170544096,0.7757608170544096,0.0,44.5,37.19959096196586,37.19959096196586
F568-1,2.2,0.0,0.8586532032851885,0.8586532032851885,0.0,69.4,49.294209617251006,49.294209617251006
F568-1,3.08,0.0,0.8944504292946999,0.8944504292946999,0.0,90.0,58.22103188861713,58.22103188861713
F568-1,3.96,0.0,0.9090241805161732,0.9090241805161732,0.0,105.0,63.22003405458504,63.22003405458504
F568-1,4.84,0.0,0.9223376153084516,0.9223376153084516,0.0,113.0,68.92386055136876,68.92386055136876
F568-1,5.53,0.0,0.9321882598805784,0.9321882598805784,0.0,117.0,74.15310923947722,74.15310923947722
F568-1,7.48,0.0,0.954983456285462,0.954983456285462,0.0,124.0,92.11743697921736,92.11743697921736
F568-1,8.37,0.0,0.96107813428405,0.96107813428405,0.0,127.0,99.38309534956296,99.38309534956296
F568-1,9.24,0.0,0.9652504054179104,0.9652504054179104,0.0,130.0,105.40837567030016,105.40837567030016
F568-1,10.13,0.0,0.9684229065150092,0.9684229065150092,0.0,133.0,110.75834200441317,110.75834200441317
F568-1,13.23,0.0,0.9752846557561796,0.9752846557561796,0.0,142.0,125.63549623701697,125.63549623701697
F568-3,0.64,0.0,0.421525068879116,0.421525068879116,0.0,12.4,17.072590681271734,17.072590681271734
F568-3,1.18,0.0,0.693775157454235,0.693775157454235,0.0,21.9,30.10365013681599,30.10365013681599
F568-3,1.8,0.0,0.8049165377680698,0.8049165377680698,0.0,32.3,40.625170211420965,40.625170211420965
F568-3,2.03,0.0,0.8278818149417545,0.8278818149417545,0.0,37.9,43.86324809501774,43.86324809501774
F568-3,2.78,0.0,0.8785916061800723,0.8785916061800723,0.0,53.1,53.802092122489995,53.802092122489995
F568-3,3.0,0.0,0.8881217238590765,0.8881217238590765,0.0,62.4,56.34992719711148,56.34992719711148
F568-3,3.64,0.0,0.908719282006895,0.908719282006895,0.0,68.0,63.103775463786626,63.103775463786626
F568-3,4.19,0.0,0.9210835266912653,0.9210835266912653,0.0,78.0,68.32752170655978,68.32752170655978
F568-3,4.6,0.0,0.9266659772296436,0.9266659772296436,0.0,82.3,71.09496588780263,71.09496588780263
F568-3,5.14,0.0,0.9323608574241208,0.9323608574241208,0.0,85.7,74.25453198356819,74.25453198356819
F568-3,5.39,0.0,0.9353296857640102,0.9353296857640102,0.0,85.5,76.06062140609893,76.06062140609893
F568-3,6.31,0.0,0.9451354822668432,0.9451354822668432,0.0,89.5,83.01015915229449,83.01015915229449
F568-3,9.1,0.0,0.9606905243617068,0.9606905243617068,0.0,95.2,98.87195552904797,98.87195552904797
F568-3,10.17,0.0,0.9646190041643534,0.9646190041643534,0.0,97.5,104.42942250258596,104.42942250258596
