galaxy,R_kpc,R_over_Rd,V_obs_kms,V_bar_kms,V_pred_kms,Sigma_req,Sigma_pred,dSigma,need_sigma_lt_1,f_bulge_global,f_bulge_r,f_disk_r,f_gas_r,g_bar_SI,Omega_bar_SI,tau_dyn_Myr,dlnVbar_dlnR,dlnGbar_dlnR,A_use,C_term,h_term,Sigma_term,g_for_h_SI
F563-1,1.07,0.33542319749216304,22.1,13.09066079309979,26.276525136865136,2.850108598351826,4.029143416747519,-1.1790348183956927,False,0.0,0.0,0.9771225696669222,0.022877430333077736,5.189714174959571e-12,3.9644401890660235e-16,502.2200317584546,0.6030748858159346,0.2061497716318668,1.17251960642002,0.6331809048971119,4.080110513785742,4.029143510958823,5.189714174959571e-12
F563-1,1.78,0.5579937304075235,42.7,17.79356484800053,37.86912669662393,5.758771135363448,4.52944143834872,1.2293296970147276,False,0.0,0.0,0.9487039219584793,0.051296078041520664,5.763814654073855e-12,3.239269198336913e-16,614.6513783662842,0.4843214139860752,-0.03135717202784605,1.17251960642002,0.781905906015565,3.8497397672295635,4.529441438533325,5.763814654073855e-12
F563-1,2.49,0.7805642633228841,60.6,20.391511714436476,45.178986362015436,8.831742577055232,4.908786226283226,3.922956350772006,False,0.0,0.0,0.9060577001121295,0.09394229988787045,5.411324494348098e-12,2.65371423665322e-16,750.2771964506037,0.329259442933024,-0.34148111413395554,1.17251960642002,0.8361421845988679,3.986958094226546,4.908786226289237,5.411324494348098e-12
F563-1,2.97,0.9310344827586208,76.8,21.457110709506072,48.78776370509163,12.810909289942211,5.169866629794676,7.641042660147535,False,0.0,0.0,0.8685330129215938,0.13146698707840615,5.023311534004991e-12,2.341094102562247e-16,850.4661454992892,0.09015967296988947,-0.81968065405988,1.17251960642002,0.8561278332176061,4.153970754323826,5.169866629796029,5.023311534004991e-12
F563-1,3.04,0.9529780564263323,81.6,21.48906931442123,49.11955574657951,14.419330759380923,5.224847837187725,9.194482922193199,False,0.0,0.0,0.8610591924597877,0.13894080754021232,4.922273126513629e-12,2.2905939082295713e-16,869.2161759899716,0.092481262029942,-0.8150374759400165,1.17251960642002,0.8577894457045662,4.200589670148479,5.224847837188947,4.922273126513629e-12
F563-1,3.19,1.0,87.0,21.64654475892169,49.943968579261,16.153302933225547,5.323397911928347,10.8299050212972,False,0.0,0.0,0.846171001353258,0.15382899864674204,4.759820363782641e-12,2.198882277422528e-16,905.469700720429,0.1606126373642756,-0.678774725271521,1.17251960642002,0.8618021004861358,4.278559211783086,5.323397911929261,4.759820363782641e-12
F563-1,6.95,2.1786833855799372,90.0,27.479107518258303,69.83181688372913,10.727036840816137,6.458050497834068,4.2689863429820685,False,0.0,0.0,0.5789851256390948,0.42101487436090523,3.5206635210302274e-12,1.2812146532382635e-16,1554.010698070722,0.4829072236187759,-0.03418555276243751,1.17251960642002,0.9241919235621141,5.03680650177475,6.458050497834067,3.5206635210302274e-12
F563-1,8.58,2.689655172413793,97.8,30.729838105658807,78.38538236650544,10.128780625314675,6.506532716104443,3.622247909210232,False,0.0,0.0,0.4480607508268225,0.5519392491731774,3.566459814758584e-12,1.1605852925407475e-16,1715.5320599475272,0.5740538056598439,0.14810761131965933,1.17251960642002,0.9388778103699233,5.0020615953156575,6.506532716104442,3.566459814758584e-12
F563-1,9.26,2.90282131661442,93.7,32.14365489486222,81.91647762570359,8.497450989245166,6.494594280154491,2.0028567090906755,False,0.0,0.0,0.3994392548962847,0.6005607451037153,3.6156268678026177e-12,1.124833775010611e-16,1770.0582271708988,0.6173305095053259,0.23466101901064462,1.17251960642002,0.9437436568858442,4.9654826700965184,6.494594280154491,3.6156268678026177e-12
F563-1,9.89,3.1003134796238245,103.0,33.52910824940025,85.24317605274656,9.43692369630309,6.463611415750745,2.973312280552345,False,0.0,0.0,0.36634459795493884,0.6336554020450611,3.683424670729942e-12,1.0985751972081834e-16,1812.366857286627,0.7571037686226703,0.514207537245511,1.17251960642002,0.9478242657754007,4.916226314908734,6.463611415750747,3.683424670729942e-12
F563-1,10.08,3.1598746081504703,97.4,34.03736990426846,86.36768429385292,8.188529631475337,6.438586904108654,1.7499427273666832,False,0.0,0.0,0.35622899650945067,0.6437710034905493,3.72439328534395e-12,1.0942071305212372e-16,1819.6018122353014,0.7543262686472363,0.508652537294612,1.17251960642002,0.9491053800340634,4.887103355122311,6.438586904108654,3.72439328534395e-12
F563-1,11.84,3.7115987460815045,106.5,36.57767146771374,93.46659200488651,8.477486479914193,6.529511717787328,1.947974762126865,False,0.0,0.0,0.28819713167256145,0.7118028683274386,3.6617145489218964e-12,1.0010791835543732e-16,1988.8749165555796,0.1860189607656686,-0.6279620784686628,1.17251960642002,0.9562171811837235,4.931853033712212,6.529511717787328,3.6617145489218964e-12
F563-1,14.56,4.564263322884012,112.0,35.462798112952115,96.4491367984167,9.974474997237817,7.396916070414433,2.577558926823383,False,0.0,0.0,0.2632107225924284,0.7367892774075716,2.7989085100738536e-12,7.892520215576575e-17,2522.6685814852626,-0.03207467587684931,-1.0641493517537128,1.17251960642002,0.9587732399938623,5.690293075032449,7.396916070414431,2.7989085100738536e-12
F563-1,15.43,4.836990595611285,111.5,35.464715563500576,97.78762329034677,9.884547043498964,7.602821943885072,2.281725099613892,False,0.0,0.0,0.25065159218746896,0.749348407812531,2.641381393780118e-12,7.447913656746097e-17,2673.260418176068,0.0925011349358682,-0.814997730128276,1.17251960642002,0.959849110019519,5.866870550814275,7.602821943885073,2.641381393780118e-12
F563-1,17.93,5.620689655172414,111.0,37.26318290216229,104.17528022592487,8.873318311371731,7.815728387121518,1.0575899242502134,False,0.0,0.0,0.19852092636838223,0.8014790736316177,2.5094796896839767e-12,6.734474873691903e-17,2956.461067863091,0.32805836998404914,-0.34388326003193015,1.17251960642002,0.9644523092056173,6.027141731536765,7.81572838712152,2.5094796896839767e-12
F563-1,19.02,5.962382445141066,112.5,37.99044287712372,106.78519381040822,8.769126439111082,7.900841830682809,0.8682846084282723,False,0.0,0.0,0.18246798294502342,0.8175320170549765,2.4589079919285434e-12,6.47243834424788e-17,3076.1533316523164,0.3150493246952806,-0.36990135060943885,1.17251960642002,0.9661105337967452,6.091933339133469,7.900841830682808,2.4589079919285434e-12
F563-1,20.1,6.300940438871474,106.0,38.63234460914843,109.20254005912537,7.528519813337467,7.990304823217564,-0.4617850098800975,False,0.0,0.0,0.16318210753059356,0.8368178924694065,2.406080501575079e-12,6.228150338577434e-17,3196.8099185479828,0.3033789749502319,-0.3932420500995201,1.17251960642002,0.9675461517696595,6.161753362435996,7.990304823217565,2.406080501575079e-12
F563-V1,1.31,0.3333333333333333,12.0,9.103702543470982,20.346756460510726,1.7375062441630642,4.995215806279333,-3.257709562116269,False,0.0,0.0,0.7379792319739761,0.2620207680260239,2.050070992861137e-12,2.251909026104343e-16,884.1481847521922,0.7485403935792347,0.49708078715847115,1.17251960642002,0.5085937725868708,6.699603973525394,4.995216174499138,2.050070992861137e-12
F563-V1,2.63,0.6692111959287531,21.7,15.338736910189184,37.96667094220889,2.001429379898617,6.126689057737592,-4.125259677838976,False,0.0,0.0,0.6033795930198829,0.39662040698011725,2.898861903013487e-12,1.889896097694874e-16,1053.5083278311972,0.8102929121649431,0.6205858243298863,1.17251960642002,0.7827820099238765,5.585679695544355,6.12668905773858,2.898861903013487e-12
F563-V1,3.93,1.0,28.6,21.544794034754663,52.466687503984296,1.7621682537189653,5.9303810350417,-4.168212781322735,False,0.0,0.0,0.5903208714154253,0.4096791285845746,3.8273327462611254e-12,1.7764536249857488e-16,1120.7842690929826,0.5489556477040827,0.09791129540818133,1.17251960642002,0.8731267681809018,4.815962179522102,5.930381035041701,3.8273327462611254e-12
F563-V1,5.24,1.3333333333333333,29.5,23.733263576676514,59.76561540045938,1.5450022174177183,6.3414396920889615,-4.796437474671244,False,0.0,0.0,0.5190003760200742,0.48099962397992563,3.48327462611251e-12,1.4676762067967943e-16,1356.5807420170959,0.2705070273205763,-0.4589859453588474,1.17251960642002,0.8992932598410105,5.065669799806018,6.341439692088963,3.48327462611251e-12
F563-V1,6.55,1.6666666666666665,28.6,24.924575222057445,64.99647828895449,1.316668771347114,6.800238122606583,-5.483569351259469,False,0.0,0.0,0.4478889572205792,0.5521110427794209,3.073394497682219e-12,1.2330779843992543e-16,1614.6758784500087,0.23185859131535125,-0.5362828173692975,1.17251960642002,0.9135049517187138,5.415203777673961,6.800238122606582,3.073394497682219e-12
F563-V1,7.87,2.0025445292620865,27.3,26.05711707000604,69.76860016004002,1.0976719483909052,7.169143779047492,-6.071471830656587,False,0.0,0.0,0.4008175725895574,0.5991824274104426,2.7956453335595194e-12,1.0728912665390545e-16,1855.7530849140867,0.24203897966957844,-0.5159220406608395,1.17251960642002,0.9240649197837413,5.693801140596333,7.169143779047492,2.7956453335595194e-12
F563-V2,0.28,0.13658536585365857,11.9,4.499633318393844,5.556538296137619,6.994226219581464,1.5249456867758182,5.469280532805646,False,0.0,0.0,0.9554248346644144,0.04457516533558556,2.3431510971206364e-12,5.207426764181376e-16,382.3426363577917,0.9230405619102704,0.8460811238205421,1.17251960642002,0.0716567667946977,6.247943377668751,1.5249457297189535,2.3431510971206364e-12
F563-V2,0.87,0.42439024390243907,34.8,12.812872433611444,24.332588498079375,7.376757099513487,3.6064807514228536,3.770276348090633,False,0.0,0.0,0.9477071591164509,0.05229284088354915,6.114737673289087e-12,4.772339461718642e-16,417.2002628120285,0.8769613661890525,0.7539227323781077,1.17251960642002,0.596804621393577,3.7247939743675715,3.606480901651666,6.114737673289087e-12
F563-V2,1.46,0.7121951219512196,58.5,19.956574104790633,38.89287814800358,8.59289992576548,3.798115677633752,4.7947842481317275,False,0.0,0.0,0.9377288756464448,0.062271124353555175,8.839408419819071e-12,4.4293215726326214e-16,449.5093085945991,0.8017176280015903,0.6034352560031877,1.17251960642002,0.7908667287054737,3.0174650312076694,3.798115677666051,8.839408419819071e-12
F563-V2,2.05,1.0,81.5,25.8834464474884,50.0684225526312,9.914504424789332,3.7418261956795003,6.172678229109831,False,0.0,0.0,0.9226214145235305,0.0773785854764694,1.0589962537344103e-11,4.0914035767333834e-16,486.6352683904341,0.6132511826016049,0.22650236520320277,1.17251960642002,0.8623938553760371,2.7115283804815267,3.7418261956795935,1.0589962537344103e-11
F563-V2,2.35,1.1463414634146343,91.8,27.909132018033098,54.22560239981759,10.819139047268864,3.774992652481038,7.044146394787826,False,0.0,0.0,0.9128310603025613,0.08716893969743861,1.0740608237613935e-11,3.8484207357914395e-16,517.3606043487271,0.5203312376629665,0.04066247532592282,1.17251960642002,0.8802544337849129,2.688645244972477,3.774992652481053,1.0740608237613935e-11
F563-V2,4.76,2.3219512195121954,114.0,35.93641885330257,74.61783914349058,10.063292815338574,4.31137444667286,5.751918368665714,False,0.0,0.0,0.7861090320143731,0.21389096798562704,8.791575671097994e-12,2.4464250895411757e-16,813.8492718085416,0.4111160101093736,-0.17776797978125458,1.17251960642002,0.9329738712940175,3.0270437535624404,4.311374446672859,8.791575671097994e-12
F563-V2,7.86,3.834146341463415,116.0,45.00690724766588,95.5105360556849,6.642898819656209,4.50343837531178,2.1394604443444294,False,0.0,0.0,0.41817916938784777,0.5818208306121523,8.351026716732709e-12,1.8554989061519675e-16,1073.0382384252212,0.7175071105692794,0.43501422113860144,1.17251960642002,0.9579931765062183,3.1189754291555842,4.503438375311781,8.351026716732709e-12
F563-V2,8.7,4.2439024390243905,117.0,48.67636952361998,102.23004050036133,5.777438946864338,4.410833932818636,1.3666050140457022,False,0.0,0.0,0.3391608836531462,0.6608391163468538,8.825131479950241e-12,1.8130217118324502e-16,1098.1783972376563,0.42737099384722477,-0.1452580123055327,1.17251960642002,0.963136974128086,3.020316157403014,4.410833932818635,8.825131479950241e-12
F563-V2,10.18,4.965853658536585,118.0,47.87453341809192,105.04442566877765,6.075120629255793,4.814341719332591,1.2607789099232027,False,0.0,0.0,0.3168391161327765,0.6831608838672235,7.295673820676942e-12,1.5239153887857808e-16,1306.5169446471893,-0.09876263149638476,-1.19752526299294,1.17251960642002,0.9650176309166227,3.3710425668987414,4.81434171933259,7.295673820676942e-12
F563-V2,10.47,5.107317073170733,118.0,47.743576531298956,105.5696385180679,6.108493495204608,4.88931671114548,1.2191767840591279,False,0.0,0.0,0.3130862628167482,0.6869137371832519,7.0548420602393895e-12,1.4776526127267595e-16,1347.4217556338474,-0.09751736631014737,-1.1950347326203263,1.17251960642002,0.9653528123284513,3.436110565926573,4.88931671114548,7.0548420602393895e-12
F565-V2,1.26,0.33333333333333337,21.7,9.8726896031426,21.67237557250874,4.831127526418386,4.818835159083551,0.012292367334834964,False,0.0,0.0,0.6666666666666667,0.33333333333333337,2.506712341449866e-12,2.5390369212579596e-16,784.1639721689377,0.719944433664774,0.4398888673295445,1.17251960642002,0.5400669857476921,6.03063715369133,4.818835421951963,2.506712341449866e-12
F565-V2,2.51,0.664021164021164,40.3,16.21500693801887,38.93217681159185,6.176974587379851,5.764784757444714,0.4121898299351372,False,0.0,0.0,0.5645550305037778,0.4354449694962221,3.3944126281652407e-12,2.0933772283540976e-16,951.1048704884679,0.5915127282885724,0.1830254565771412,1.17251960642002,0.7912006080766314,5.136136543175047,5.764784757446724,3.3944126281652407e-12
F565-V2,3.78,1.0,57.7,20.02308043234107,49.643045005231556,8.30404783952061,6.14688433247331,2.1571635070473,False,0.0,0.0,0.4573469394117959,0.5426530605882042,3.436956711827093e-12,1.7164974807151832e-16,1159.9325370566041,0.44314313975164143,-0.1137137204967189,1.17251960642002,0.8603562550845096,5.102064847933696,6.146884332473314,3.436956711827093e-12
F565-V2,5.03,1.330687830687831,68.5,22.40139392984285,57.140360460571685,9.3504186590297,6.506326677023045,2.8440919820066544,False,0.0,0.0,0.34137581927631977,0.6586241807236802,3.232854654316486e-12,1.4431488792354652e-16,1379.6367833594634,0.5361482227225665,0.07229644544514713,1.17251960642002,0.8908601007933113,5.271477429965175,6.506326677023044,3.232854654316486e-12
F565-V2,6.29,1.6640211640211642,73.5,25.894672231947638,65.82477963646227,8.056637839644385,6.461866648216921,1.5947711914274638,False,0.0,0.0,0.31062412117624755,0.6893758788237525,3.4544130783980585e-12,1.3340246392986449e-16,1492.4921317075514,0.5998026150868245,0.1996052301736455,1.17251960642002,0.9154852493022809,5.088263902768012,6.461866648216922,3.4544130783980585e-12
F565-V2,7.54,1.9947089947089949,78.5,28.66380295773748,72.9925959514433,7.500180133337619,6.48470164531193,1.0154784880256882,False,0.0,0.0,0.2562460017701752,0.7437539982298248,3.5310214178518194e-12,1.231874717760945e-16,1616.2530563790704,0.4352934568442528,-0.1294130863115015,1.17251960642002,0.9301666110240958,5.028890140440998,6.48470164531193,3.5310214178518194e-12
F565-V2,8.8,2.3280423280423284,83.1,30.15664603366893,78.01065097132015,7.593394627122484,6.691781115536773,0.9016135115857109,False,0.0,0.0,0.19184817455193862,0.8081518254480614,3.3487866758970124e-12,1.110463899784545e-16,1792.9635335678495,0.3285470569540516,-0.34290588609189393,1.17251960642002,0.9383254908037353,5.173382172943584,6.691781115536772,3.3487866758970124e-12
F567-2,1.92,0.5013054830287206,26.9,15.249678685139564,34.71643513452285,3.1115957802253,5.182613955673414,-2.0710181754481143,False,0.0,0.0,0.8153875322537816,0.18461246774621848,3.924860593540721e-12,2.5737333058468967e-16,773.592692426257,0.36192497325539663,-0.27615005348920485,1.17251960642002,0.7508146598337261,4.751108311468923,5.182614016212197,3.924860593540721e-12
F567-2,3.83,1.0,46.8,19.57947777648832,49.115020715779586,5.713332478601152,6.292546809072502,-0.5792143304713502,False,0.0,0.0,0.7873508090784206,0.21264919092157936,3.2434522792227687e-12,1.6565570932221759e-16,1201.9032038216615,0.3934455348806809,-0.21310893023863287,1.17251960642002,0.8577669179930226,5.262296345695605,6.292546809294264,3.2434522792227687e-12
F567-2,5.75,1.5013054830287207,47.6,23.14755710652854,60.241190137593875,4.2286678807799944,6.772932668209512,-2.5442647874295172,False,0.0,0.0,0.9924988537975057,0.00750114620249418,3.0195801515962688e-12,1.3044919330794636e-16,1526.2810195821642,0.6371240689468625,0.2742481378937214,1.17251960642002,0.9007198059586364,5.466214452367025,6.77293266821393,3.0195801515962688e-12
F567-2,7.67,2.0026109660574414,48.1,29.120661908686074,73.96970500563923,2.7282720151856172,6.452162385752823,-3.7238903705672057,False,0.0,0.0,0.6409223467636903,0.35907765323630964,3.58270622849036e-12,1.230296975983817e-16,1618.3257510367328,0.7129485164263141,0.4258970328526317,1.17251960642002,0.9318745083457483,4.989893046565622,6.452162385752864,3.58270622849036e-12
F567-2,9.59,2.503916449086162,52.2,33.65649491554342,84.8058069486414,2.405488225149969,6.34911818425933,-3.9436299591093613,False,0.0,0.0,0.48214221790121137,0.5178577820987885,3.827570879149472e-12,1.1372458388059305e-16,1750.7395584298083,0.6479647661685913,0.2959295323371847,1.17251960642002,0.9473131337582391,4.815800875212529,6.349118184259334,3.827570879149472e-12
F568-1,0.44,0.11111111111111112,15.7,8.415901615394514,13.14279377503868,3.4801503372988427,2.4387882120929967,1.041362125205846,False,0.0,0.0,0.9455663171456538,0.05443368285434612,5.216181582513403e-12,6.198006845721524e-16,321.23573387654955,0.7607035931233849,0.5214071862467727,1.17251960642002,0.30159432004835757,4.068681585929755,2.4387885569976366,5.216181582513403e-12
F568-1,1.32,0.33333333333333337,44.5,19.411026505571517,37.19959096196586,5.255608625488156,3.67264815060453,1.5829604748836261,False,0.0,0.0,0.9331970006816632,0.06680299931833673,9.249689457766255e-12,4.765172751225357e-16,417.8277224357173,0.555697476150177,0.11139495230035834,1.17251960642002,0.7757608170544096,2.9382844371547843,3.6726481506048136,9.249689457766255e-12
F568-1,2.2,0.5555555555555556,69.4,24.55738585436162,49.294209617251006,7.986466471618655,4.029280916540169,3.9571855550784862,False,0.0,0.0,0.942492989849149,0.05750701015085104,8.882713721793437e-12,3.6171251184766415e-16,550.4430210298488,0.428736352452308,-0.14252729509539108,1.17251960642002,0.8586532032851885,3.008857645456953,4.02928091654017,8.882713721793437e-12
F568-1,3.08,0.7777777777777778,90.0,28.170025736587466,58.22103188861713,10.207291824646033,4.271548181127224,5.935743643518809,False,0.0,0.0,0.9847754135556108,0.015224586444389093,8.348872894765638e-12,2.963743438800644e-16,671.7927238880537,0.25708446655484263,-0.48583106689031297,1.17251960642002,0.8944504292946999,3.1194421084934776,4.271548181127223,8.348872894765638e-12
F568-1,3.96,1.0,105.0,29.211390757716416,63.22003405458504,12.920345571488566,4.6838716127385025,8.236473958750064,False,0.0,0.0,0.99607537911253,0.003924620887470119,6.982538852556676e-12,2.3903479675003776e-16,832.9420254822868,0.24333165225984565,-0.5133366954803193,1.17251960642002,0.9090241805161731,3.45628014683499,4.683871612738503,6.982538852556676e-12
F568-1,4.84,1.222222222222222,113.0,31.163067884917876,68.92386055136876,13.148508016584277,4.891688331967781,8.256819684616495,False,0.0,0.0,0.9273428831035958,0.0726571168964043,6.5018826692661606e-12,2.0864064774613876e-16,954.2825423355594,0.44760154705429755,-0.1047969058914191,1.17251960642002,0.9223376153084516,3.5985539499892547,4.89168833196778,6.5018826692661606e-12
F568-1,5.53,1.3964646464646466,117.0,33.44753578367172,74.15310923947722,12.23611272937851,4.915078713835939,7.321034015542571,False,0.0,0.0,0.8336968457260735,0.16630315427392653,6.555520820270978e-12,1.9599413429647112e-16,1015.8575841078527,0.6252925997331706,0.2505851994663715,1.17251960642002,0.9321882598805783,3.58192720493698,4.915078713835939,6.555520820270978e-12
F568-1,7.48,1.888888888888889,124.0,43.099569603419475,92.11743697921736,8.277467872189566,4.568123380579078,3.709344491610488,False,0.0,0.0,0.5996642177542535,0.4003357822457465,8.04726581317733e-12,1.8671336830562848e-16,1066.351753880931,0.7956066834337143,0.5912133668674642,1.17251960642002,0.9549834562854621,3.1865732168198364,4.568123380579079,8.04726581317733e-12
F568-1,8.37,2.1136363636363633,127.0,47.04590205320758,99.38309534956295,7.287252900838554,4.462532970881991,2.8247199299565624,False,0.0,0.0,0.5335792628701294,0.46642073712987053,8.568843685321852e-12,1.8213793999806262e-16,1093.1392315507742,0.7066435051028321,0.41328701020563585,1.17251960642002,0.9610781342840501,3.0726642489491334,4.462532970881991,8.568843685321852e-12
F568-1,9.24,2.3333333333333335,130.0,50.13310682572944,105.40837567030016,6.724151129633517,4.4208013809302145,2.303349748703303,False,0.0,0.0,0.4768739333865006,0.5231260666134995,8.814168441193715e-12,1.758153244288879e-16,1132.4503618355186,0.592011401703445,0.18402280340691846,1.17251960642002,0.9652504054179103,3.0225100430607217,4.4208013809302145,8.814168441193715e-12
F568-1,10.13,2.5580808080808084,133.0,52.708975516509526,110.75834200441315,6.366989472205042,4.415539170183034,1.9514503020220086,False,0.0,0.0,0.4306988884062085,0.5693011115937915,8.887176043898538e-12,1.68608400311535e-16,1180.8553274798019,0.5154804691906492,0.0309609383813374,1.17251960642002,0.9684229065150091,3.0079741749916504,4.415539170183034,8.887176043898538e-12
F568-1,13.23,3.340909090909091,142.0,59.12452029403706,125.63549623701697,5.768214853359213,4.515329613035428,1.252885240323785,False,0.0,0.0,0.35700936081948936,0.6429906391805106,8.562084198553043e-12,1.4481443834084794e-16,1374.8776023085418,0.4302102928102369,-0.13957941437952442,1.17251960642002,0.9752846557561797,3.074075627166155,4.515329613035428,8.562084198553043e-12
F568-3,0.64,0.1758241758241758,12.4,9.660703908101107,17.072590681271734,1.6475015322107125,3.1230670847949673,-1.4755655525842548,False,0.0,0.0,0.9850807678625768,0.014919232137423225,4.725433408943616e-12,4.891396583411529e-16,407.04556330793037,0.7245440228544509,0.4490880457089003,1.17251960642002,0.42152506887911606,4.295564651601678,3.1230673987772755,4.725433408943616e-12
F568-3,1.18,0.32417582417582413,21.9,15.049483379837332,30.10365013681599,2.1176054514399167,4.0012448909741645,-1.8836394395342477,False,0.0,0.0,0.9893923248116503,0.010607675188349703,6.219640091391414e-12,4.1327930895782295e-16,481.7616644486852,0.6707458286439918,0.3414916572879747,1.17251960642002,0.693775157454235,3.6894580405106634,4.001244891072411,6.219640091391414e-12
F568-3,1.8,0.4945054945054945,32.3,19.666194344610755,40.625170211420965,2.697518249081081,4.267266181921271,-1.56974793284019,False,0.0,0.0,0.9933808943652794,0.0066191056347205185,6.962612515302081e-12,3.540396475950665e-16,562.3724041027366,0.5958747194839908,0.19174943896797458,1.17251960642002,0.8049165377680698,3.4618923062350775,4.267266181921364,6.962612515302081e-12
F568-3,2.03,0.5576923076923076,37.9,21.099772510622007,43.86324809501774,3.2264346572914118,4.321614566036052,-1.0951799087446403,False,0.0,0.0,0.9946729607610415,0.005327039238958455,7.106628058066145e-12,3.3681064828962213e-16,591.1396470889367,0.5995281252569549,0.19905625051388398,1.17251960642002,0.8278818149417545,3.4218485168434043,4.321614566036063,7.106628058066145e-12
F568-3,2.78,0.7637362637362637,53.1,25.780062063540502,53.802092122489995,4.242492908640173,4.355423704246057,-0.11293079560588382,False,0.0,0.0,0.996792713217765,0.003207286782234916,7.746886612550532e-12,3.0049914517104985e-16,662.5713615670702,0.603275372082237,0.2065507441645309,1.17251960642002,0.8785916061800723,3.2571683409843066,4.355423704246057,7.746886612550532e-12
F568-3,3.0,0.8241758241758241,62.4,26.975314641353123,56.34992719711148,5.351014666586775,4.363687891449012,0.9873267751377632,False,0.0,0.0,0.9963934081990183,0.003606591800981657,7.859879023547204e-12,2.9137302485799437e-16,683.3238178543089,0.5883911477011496,0.17678229540238277,1.17251960642002,0.8881217238590765,3.2301529358765895,4.363687891449013,7.859879023547204e-12
F568-3,3.64,1.0,68.0,30.127090798814283,63.103775463786626,5.094521890578835,4.38728951800358,0.7072323725752554,False,0.0,0.0,0.9903468505630416,0.009653149436958374,8.080106542841477e-12,2.6820069009648575e-16,742.362473765805,0.5594817566361012,0.11896351327219179,1.17251960642002,0.908719282006895,3.1790873522431085,4.387289518003579,8.080106542841477e-12
F568-3,4.19,1.1510989010989012,78.0,32.554889801687246,68.32752170655978,5.740592855858609,4.4051315111987055,1.3354613446599037,False,0.0,0.0,0.9736951768782431,0.026304823121756846,8.196388107350618e-12,2.5177133626561437e-16,790.8053820537931,0.4116366649888832,-0.17672667002227627,1.17251960642002,0.9210835266912653,3.1529331372494327,4.4051315111987055,8.196388107350618e-12
F568-3,4.6,1.2637362637362637,82.3,33.540006708407205,71.09496588780263,6.021065894602255,4.493155097312605,1.5279107972896497,False,0.0,0.0,0.9581667177141944,0.04183328228580561,7.924512172785938e-12,2.36270440900048e-16,842.6874178897033,0.29437164606894406,-0.4112567078620657,1.17251960642002,0.9266659772296435,3.214952326220004,4.493155097312605,7.924512172785938e-12
F568-3,5.14,1.412087912087912,85.7,34.540041256489545,74.25453198356819,6.1562456347448276,4.621683769294455,1.5345618654503728,False,0.0,0.0,0.9333064239079418,0.06669357609205824,7.521191788698047e-12,2.1775283164390926e-16,914.3492016274419,0.40378413649752787,-0.19243172700493005,1.17251960642002,0.9323608574241209,3.3128851538124784,4.621683769294456,7.521191788698047e-12
F568-3,5.39,1.4807692307692306,85.5,35.308448705656836,76.06062140609893,5.8637433763924065,4.640475289223193,1.2232680871692132,False,0.0,0.0,0.9205874965122548,0.07941250348774516,7.49501639458588e-12,2.122726052641641e-16,937.9548883283793,0.4839318026612647,-0.03213639467754348,1.17251960642002,0.9353296857640102,3.3195044533342255,4.640475289223193,7.49501639458588e-12
F568-3,6.31,1.7335164835164834,89.5,38.51993769465366,83.01015915229449,5.398522535870411,4.643990696829286,0.7545318390411246,False,0.0,0.0,0.8586922531125791,0.14130774688742093,7.6198403299806e-12,1.978154894845063e-16,1006.5042342466194,0.514721263032826,0.029442526065636798,1.17251960642002,0.9451354822668431,3.288236745786661,4.643990696829286,7.6198403299806e-12
F568-3,9.1,2.5,95.2,45.04124942760802,98.87195552904795,4.4673814691931835,4.818650074549948,-0.35126860535676485,False,0.0,0.0,0.6488632467023507,0.35113675329764915,7.22409659362025e-12,1.6038845914412493e-16,1241.3744032967495,0.4513536493927255,-0.09729270121454192,1.17251960642002,0.9606905243617067,3.3900510840695657,4.818650074549949,7.22409659362025e-12
F568-3,10.17,2.793956043956044,97.5,47.39757430502114,104.42942250258595,4.231525859180028,4.854377213526971,-0.6228513543469427,False,0.0,0.0,0.6020485014211139,0.397951498578886,7.158060381167592e-12,1.5102166062555845e-16,1318.3680204614818,0.38906427868142046,-0.22187144263713066,1.17251960642002,0.9646190041643534,3.407832872146085,4.85437721352697,7.158060381167592e-12
F568-3,11.99,3.293956043956044,101.0,49.68217386548218,111.41313525214983,4.132773146284531,5.028883918182448,-0.8961107718979164,False,0.0,0.0,0.5393469497290141,0.4606530502709861,6.670925274194254e-12,1.3427200855293152e-16,1482.8267627145453,0.21324787745558815,-0.5735042450888415,1.17251960642002,0.9687814300433638,3.5468174415495644,5.028883918182448,6.670925274194254e-12
F568-3,14.02,3.8516483516483513,107.0,50.815318064536406,117.00044643754572,4.43382204968092,5.301341010073383,-0.8675189603924629,False,0.0,0.0,0.4866044956957286,0.5133955043042715,5.9682273864851896e-12,1.17449375774947e-16,1695.2165684323156,0.1688954206547919,-0.6622091586904162,1.17251960642002,0.9716092672214423,3.7756533387448448,5.301341010073384,5.9682273864851896e-12
F568-3,15.94,4.379120879120879,117.0,52.06421563799843,122.18143659782075,5.050019597462638,5.507211993196064,-0.4571923957334256,False,0.0,0.0,0.44777152160440187,0.5522284783955982,5.510543324732817e-12,1.0584128190939294e-16,1881.1386651209273,0.09895095853934066,-0.8020980829213045,1.17251960642002,0.9739044832112,3.947039809357717,5.507211993196063,5.510543324732817e-12
