candidate_id,q_R80,route_fraction,gate_power,fold,training_galaxies,test_galaxies,training_equal_galaxy_RMSE_km_s,test_equal_galaxy_RMSE_km_s
q1.25__f0.05__n1__RAR,1.25,0.05,1.0,1,97,34,10.988369871412383,10.01259092172968
q1.25__f0.05__n1__RAR,1.25,0.05,1.0,2,108,23,11.220478449565965,8.139156258561217
q1.25__f0.05__n1__RAR,1.25,0.05,1.0,3,106,25,9.788264467726503,14.092393389183412
q1.25__f0.05__n1__RAR,1.25,0.05,1.0,4,104,27,10.4443126181239,11.825992044947798
q1.25__f0.05__n2__RAR,1.25,0.05,2.0,0,109,22,11.185874259890046,8.090984644960862
q1.25__f0.05__n2__RAR,1.25,0.05,2.0,1,97,34,10.972625253805441,10.000067759793954
q1.25__f0.05__n2__RAR,1.25,0.05,2.0,2,108,23,11.203598088948324,8.13600468930595
q1.25__f0.05__n2__RAR,1.25,0.05,2.0,3,106,25,9.772614233325736,14.078747428544998
q1.25__f0.05__n2__RAR,1.25,0.05,2.0,4,104,27,10.43201810638687,11.801903289211381
q1.25__f0.05__n4__RAR,1.25,0.05,4.0,0,109,22,11.175795055739561,8.08545616731316
q1.25__f0.05__n4__RAR,1.25,0.05,4.0,1,97,34,10.965754837916743,9.982531391569351
q1.25__f0.05__n4__RAR,1.25,0.05,4.0,2,108,23,11.193297151275775,8.13167980899488
q1.25__f0.05__n4__RAR,1.25,0.05,4.0,3,106,25,9.760047476135261,14.078014727110268
q1.25__f0.05__n4__RAR,1.25,0.05,4.0,4,104,27,10.42463447028854,11.785386275994744
q1.25__f0.05__n6__RAR,1.25,0.05,6.0,0,109,22,11.170231960250067,8.087201230870276
q1.25__f0.05__n6__RAR,1.25,0.05,6.0,1,97,34,10.962998563573379,9.972116017534693
q1.25__f0.05__n6__RAR,1.25,0.05,6.0,2,108,23,11.18817052652787,8.13024363116501
q1.25__f0.05__n6__RAR,1.25,0.05,6.0,3,106,25,9.753607043826282,14.078572266718348
q1.25__f0.05__n6__RAR,1.25,0.05,6.0,4,104,27,10.42159471741959,11.775421474298394
q1.25__f0.05__n8__RAR,1.25,0.05,8.0,0,109,22,11.166705315380334,8.089674453818924
q1.25__f0.05__n8__RAR,1.25,0.05,8.0,1,97,34,10.96143940224591,9.965639399469195
q1.25__f0.05__n8__RAR,1.25,0.05,8.0,2,108,23,11.185025097491508,8.129960465085356
q1.25__f0.05__n8__RAR,1.25,0.05,8.0,3,106,25,9.749834054039765,14.07870570294436
q1.25__f0.05__n8__RAR,1.25,0.05,8.0,4,104,27,10.41996974480837,11.768839621785173
q1.25__f0.1__n0__RAR,1.25,0.1,0.0,0,109,22,10.973901915467676,8.181995625642736
q1.25__f0.1__n0__RAR,1.25,0.1,0.0,1,97,34,10.814215131049561,9.785041170552432
q1.25__f0.1__n0__RAR,1.25,0.1,0.0,2,108,23,11.025670299967276,7.995157193477045
q1.25__f0.1__n0__RAR,1.25,0.1,0.0,3,106,25,9.587723512997231,13.935984096348555
q1.25__f0.1__n0__RAR,1.25,0.1,0.0,4,104,27,10.309489608287336,11.459400613256959
q1.25__f0.1__n1__RAR,1.25,0.1,1.0,0,109,22,11.056951069034032,8.001448710573388
q1.25__f0.1__n1__RAR,1.25,0.1,1.0,1,97,34,10.83721347418825,9.914707121279699
q1.25__f0.1__n1__RAR,1.25,0.1,1.0,2,108,23,11.069569552164012,8.077376407628398
q1.25__f0.1__n1__RAR,1.25,0.1,1.0,3,106,25,9.64757626064191,13.9547913669298
q1.25__f0.1__n1__RAR,1.25,0.1,1.0,4,104,27,10.34025714528559,11.570487256773902
q1.25__f0.1__n2__RAR,1.25,0.1,2.0,0,109,22,11.035236505343015,7.966498205546092
q1.25__f0.1__n2__RAR,1.25,0.1,2.0,1,97,34,10.811512903984362,9.898974757458994
q1.25__f0.1__n2__RAR,1.25,0.1,2.0,2,108,23,11.042640562132286,8.076681929620689
q1.25__f0.1__n2__RAR,1.25,0.1,2.0,3,106,25,9.622593019776577,13.935378164903486
q1.25__f0.1__n2__RAR,1.25,0.1,2.0,4,104,27,10.323193272148906,11.525751080518404
q1.25__f0.1__n4__RAR,1.25,0.1,4.0,0,109,22,11.019551030593801,7.959214153830302
q1.25__f0.1__n4__RAR,1.25,0.1,4.0,1,97,34,10.801467304512174,9.870411084769144
q1.25__f0.1__n4__RAR,1.25,0.1,4.0,2,108,23,11.026486242464234,8.071953425247065
q1.25__f0.1__n4__RAR,1.25,0.1,4.0,3,106,25,9.601492153966232,13.939308371492462
q1.25__f0.1__n4__RAR,1.25,0.1,4.0,4,104,27,10.313516324463441,11.494392580177186
q1.25__f0.1__n6__RAR,1.25,0.1,6.0,0,109,22,11.00994497893618,7.9657510938477465
q1.25__f0.1__n6__RAR,1.25,0.1,6.0,1,97,34,10.797443068167205,9.852001409140108
q1.25__f0.1__n6__RAR,1.25,0.1,6.0,2,108,23,11.01799871135529,8.070421317227622
q1.25__f0.1__n6__RAR,1.25,0.1,6.0,3,106,25,9.590439948862699,13.94175879705773
q1.25__f0.1__n6__RAR,1.25,0.1,6.0,4,104,27,10.309359514884306,11.47526824586317
q1.25__f0.1__n8__RAR,1.25,0.1,8.0,0,109,22,11.00360237481706,7.973058517684426
q1.25__f0.1__n8__RAR,1.25,0.1,8.0,1,97,34,10.79516035469483,9.840238861564869
q1.25__f0.1__n8__RAR,1.25,0.1,8.0,2,108,23,11.012670094336654,8.070480279263753
q1.25__f0.1__n8__RAR,1.25,0.1,8.0,3,106,25,9.584000848152618,13.942376865963094
q1.25__f0.1__n8__RAR,1.25,0.1,8.0,4,104,27,10.307092688251986,11.462679973849918
q1.25__f0.15__n0__RAR,1.25,0.15,0.0,0,109,22,10.851866287330347,8.279473402924177
q1.25__f0.15__n0__RAR,1.25,0.15,0.0,1,97,34,10.719146791878206,9.699832767783432
q1.25__f0.15__n0__RAR,1.25,0.15,0.0,2,108,23,10.921725563584516,7.9716304655157915
q1.25__f0.15__n0__RAR,1.25,0.15,0.0,3,106,25,9.493418658007348,13.84342500511949
q1.25__f0.15__n0__RAR,1.25,0.15,0.0,4,104,27,10.265528373590463,11.196276820429512
q1.25__f0.15__n1__RAR,1.25,0.15,1.0,0,109,22,10.94342985225093,7.9381667333960895
q1.25__f0.15__n1__RAR,1.25,0.15,1.0,1,97,34,10.715284475943651,9.85592123245706
q1.25__f0.15__n1__RAR,1.25,0.15,1.0,2,108,23,10.950822222908005,8.044975787724697
q1.25__f0.15__n1__RAR,1.25,0.15,1.0,3,106,25,9.539769207808831,13.846659635243347
q1.25__f0.15__n1__RAR,1.25,0.15,1.0,4,104,27,10.270803573454046,11.335153743973079
q1.25__f0.15__n2__RAR,1.25,0.15,2.0,0,109,22,10.92167577406557,7.896491926604626
q1.25__f0.15__n2__RAR,1.25,0.15,2.0,1,97,34,10.686143150347515,9.847160645639583
q1.25__f0.15__n2__RAR,1.25,0.15,2.0,2,108,23,10.92150223906111,8.052796560400767
q1.25__f0.15__n2__RAR,1.25,0.15,2.0,3,106,25,9.512585285478663,13.830089655539233
q1.25__f0.15__n2__RAR,1.25,0.15,2.0,4,104,27,10.257240445631384,11.273873383887885
q1.25__f0.15__n4__RAR,1.25,0.15,4.0,0,109,22,10.905361896823994,7.8916542845146855
q1.25__f0.15__n4__RAR,1.25,0.15,4.0,1,97,34,10.677029527461478,9.814838046905383
q1.25__f0.15__n4__RAR,1.25,0.15,4.0,2,108,23,10.904468435843286,8.051875268527505
q1.25__f0.15__n4__RAR,1.25,0.15,4.0,3,106,25,9.487526866385345,13.844506541317056
q1.25__f0.15__n4__RAR,1.25,0.15,4.0,4,104,27,10.250838215683638,11.229701829237163
q1.25__f0.15__n6__RAR,1.25,0.15,6.0,0,109,22,10.893429101277123,7.906186965470061
q1.25__f0.15__n6__RAR,1.25,0.15,6.0,1,97,34,10.673380158432202,9.791219204589902
q1.25__f0.15__n6__RAR,1.25,0.15,6.0,2,108,23,10.894603565064529,8.051666285365215
q1.25__f0.15__n6__RAR,1.25,0.15,6.0,3,106,25,9.47394324604828,13.850283320323753
q1.25__f0.15__n6__RAR,1.25,0.15,6.0,4,104,27,10.247661938502162,11.202408052364708
q1.25__f0.15__n8__RAR,1.25,0.15,8.0,0,109,22,10.885085208393436,7.920776297467581
q1.25__f0.15__n8__RAR,1.25,0.15,8.0,1,97,34,10.67129519432756,9.775570643294722
q1.25__f0.15__n8__RAR,1.25,0.15,8.0,2,108,23,10.888177541397365,8.05271965417529
q1.25__f0.15__n8__RAR,1.25,0.15,8.0,3,106,25,9.46609713462536,13.851763195715906
q1.25__f0.15__n8__RAR,1.25,0.15,8.0,4,104,27,10.245824784668326,11.184521054430688
q1.25__f0.2__n0__RAR,1.25,0.2,0.0,0,109,22,10.786393438206327,8.471340985661145
q1.25__f0.2__n0__RAR,1.25,0.2,0.0,1,97,34,10.683469581114375,9.685194624242925
q1.25__f0.2__n0__RAR,1.25,0.2,0.0,2,108,23,10.879445204822495,8.01469592826394
q1.25__f0.2__n0__RAR,1.25,0.2,0.0,3,106,25,9.466517114231602,13.800521996013607
q1.25__f0.2__n0__RAR,1.25,0.2,0.0,4,104,27,10.287630117879292,10.977535666095397
q1.25__f0.2__n1__RAR,1.25,0.2,1.0,0,109,22,10.861681519477028,7.924798369951287
q1.25__f0.2__n1__RAR,1.25,0.2,1.0,1,97,34,10.62480315478475,9.838499157522794
q1.25__f0.2__n1__RAR,1.25,0.2,1.0,2,108,23,10.866629698680125,8.043409091047232
q1.25__f0.2__n1__RAR,1.25,0.2,1.0,3,106,25,9.467322834817253,13.769894318561931
q1.25__f0.2__n1__RAR,1.25,0.2,1.0,4,104,27,10.238026449087217,11.122322923702948
q1.25__f0.2__n2__RAR,1.25,0.2,2.0,0,109,22,10.848041558645638,7.884788959700443
q1.25__f0.2__n2__RAR,1.25,0.2,2.0,1,97,34,10.599420710764145,9.847558023999511
q1.25__f0.2__n2__RAR,1.25,0.2,2.0,2,108,23,10.843335980810297,8.06614327478731
q1.25__f0.2__n2__RAR,1.25,0.2,2.0,3,106,25,9.445808973003734,13.765446292825922
q1.25__f0.2__n2__RAR,1.25,0.2,2.0,4,104,27,10.236856695048873,11.049320257146976
q1.25__f0.2__n4__RAR,1.25,0.2,4.0,0,109,22,10.8365231278592,7.886883512653846
q1.25__f0.2__n4__RAR,1.25,0.2,4.0,1,97,34,10.595710856355943,9.819336200160679
q1.25__f0.2__n4__RAR,1.25,0.2,4.0,2,108,23,10.830859827892512,8.073432779557884
q1.25__f0.2__n4__RAR,1.25,0.2,4.0,3,106,25,9.42184959365663,13.79653213000203
q1.25__f0.2__n4__RAR,1.25,0.2,4.0,4,104,27,10.239665337709388,10.994750157595057
q1.25__f0.2__n6__RAR,1.25,0.2,6.0,0,109,22,10.824155333482055,7.912627953305193
q1.25__f0.2__n6__RAR,1.25,0.2,6.0,1,97,34,10.59420995993959,9.793592274582414
q1.25__f0.2__n6__RAR,1.25,0.2,6.0,2,108,23,10.821790754174861,8.076006189988142
q1.25__f0.2__n6__RAR,1.25,0.2,6.0,3,106,25,9.408033177451602,13.807146765175109
q1.25__f0.2__n6__RAR,1.25,0.2,6.0,4,104,27,10.23969461544287,10.960481092890094
q1.25__f0.2__n8__RAR,1.25,0.2,8.0,0,109,22,10.814720136993046,7.936914220777557
q1.25__f0.2__n8__RAR,1.25,0.2,8.0,1,97,34,10.593315479878395,9.775635654859103
q1.25__f0.2__n8__RAR,1.25,0.2,8.0,2,108,23,10.815460835658234,8.078713891160415
q1.25__f0.2__n8__RAR,1.25,0.2,8.0,3,106,25,9.400169677366367,13.809886218893675
q1.25__f0.2__n8__RAR,1.25,0.2,8.0,4,104,27,10.239421509706773,10.938148962874475
q1.25__f0.25__n0__RAR,1.25,0.25,0.0,0,109,22,10.781086512473976,8.755227028122404
q1.25__f0.25__n0__RAR,1.25,0.25,0.0,1,97,34,10.71034180839826,9.744756030270677
q1.25__f0.25__n0__RAR,1.25,0.25,0.0,2,108,23,10.902328188189067,8.125897974926517
q1.25__f0.25__n0__RAR,1.25,0.25,0.0,3,106,25,9.510534764252476,13.81003737017286
q1.25__f0.25__n0__RAR,1.25,0.25,0.0,4,104,27,10.378259685221256,10.808084384338754
q1.25__f0.25__n1__RAR,1.25,0.25,1.0,0,109,22,10.81374403590624,7.963529882486913
q1.25__f0.25__n1__RAR,1.25,0.25,1.0,1,97,34,10.567877588352772,9.864326347958206
q1.25__f0.25__n1__RAR,1.25,0.25,1.0,2,108,23,10.819232038469124,8.073862506499792
q1.25__f0.25__n1__RAR,1.25,0.25,1.0,3,106,25,9.432503859500995,13.726304160892393
q1.25__f0.25__n1__RAR,1.25,0.25,1.0,4,104,27,10.243737334934995,10.934449894167724
q1.25__f0.25__n2__RAR,1.25,0.25,2.0,0,109,22,10.816961779672862,7.93417054889864
q1.25__f0.25__n2__RAR,1.25,0.25,2.0,1,97,34,10.554058689892338,9.90246333832646
q1.25__f0.25__n2__RAR,1.25,0.25,2.0,2,108,23,10.811029133666885,8.118116197801976
q1.25__f0.25__n2__RAR,1.25,0.25,2.0,3,106,25,9.425140389588842,13.743831750466194
q1.25__f0.25__n2__RAR,1.25,0.25,2.0,4,104,27,10.26431098501775,10.8553063051969
q1.25__f0.25__n4__RAR,1.25,0.25,4.0,0,109,22,10.816017588512835,7.947776594161011
q1.25__f0.25__n4__RAR,1.25,0.25,4.0,1,97,34,10.56051496454265,9.886566843729982
q1.25__f0.25__n4__RAR,1.25,0.25,4.0,2,108,23,10.808911830532578,8.138098916630401
q1.25__f0.25__n4__RAR,1.25,0.25,4.0,3,106,25,9.4077107367126,13.79803591642322
q1.25__f0.25__n4__RAR,1.25,0.25,4.0,4,104,27,10.282492690212333,10.793161279680495
q1.25__f0.25__n6__RAR,1.25,0.25,6.0,0,109,22,10.805247979081972,7.987800421505841
q1.25__f0.25__n6__RAR,1.25,0.25,6.0,1,97,34,10.563031794325465,9.861983930947584
q1.25__f0.25__n6__RAR,1.25,0.25,6.0,2,108,23,10.802956498985703,8.144910391918634
q1.25__f0.25__n6__RAR,1.25,0.25,6.0,3,106,25,9.396123209254002,13.815052576150897
q1.25__f0.25__n6__RAR,1.25,0.25,6.0,4,104,27,10.288019398159898,10.753328821958318
q1.25__f0.25__n8__RAR,1.25,0.25,8.0,0,109,22,10.79571077379106,8.024040070732406
q1.25__f0.25__n8__RAR,1.25,0.25,8.0,1,97,34,10.564371126834466,9.84342472646813
q1.25__f0.25__n8__RAR,1.25,0.25,8.0,2,108,23,10.79799843951596,8.149918852643701
q1.25__f0.25__n8__RAR,1.25,0.25,8.0,3,106,25,9.389727021151606,13.819463196549808
q1.25__f0.25__n8__RAR,1.25,0.25,8.0,4,104,27,10.290475116595017,10.727560465071445
q1.25__f0.35__n0__RAR,1.25,0.35,0.0,0,109,22,10.961439388017746,9.578976961725918
q1.25__f0.35__n0__RAR,1.25,0.35,0.0,1,97,34,10.959781080623426,10.093698659314908
q1.25__f0.35__n0__RAR,1.25,0.35,0.0,2,108,23,11.152764457756303,8.55126375950075
q1.25__f0.35__n0__RAR,1.25,0.35,0.0,3,106,25,9.818479705349668,13.995247313260206
q1.25__f0.35__n0__RAR,1.25,0.35,0.0,4,104,27,10.76907584712229,10.635635209318682
q1.25__f0.35__n1__RAR,1.25,0.35,1.0,0,109,22,10.826503099768074,8.201498022427128
q1.25__f0.35__n1__RAR,1.25,0.35,1.0,1,97,34,10.562194717949263,10.050958606470925
q1.25__f0.35__n1__RAR,1.25,0.35,1.0,2,108,23,10.842593637582125,8.234016463591761
q1.25__f0.35__n1__RAR,1.25,0.35,1.0,3,106,25,9.483241367388262,13.745221879484326
q1.25__f0.35__n1__RAR,1.25,0.35,1.0,4,104,27,10.376200771799242,10.643794195433633
q1.25__f0.35__n2__RAR,1.25,0.35,2.0,0,109,22,10.891314921753064,8.221064134667092
q1.25__f0.35__n2__RAR,1.25,0.35,2.0,1,97,34,10.59672724339361,10.181239231557111
q1.25__f0.35__n2__RAR,1.25,0.35,2.0,2,108,23,10.893547271573945,8.341249638097366
q1.25__f0.35__n2__RAR,1.25,0.35,2.0,3,106,25,9.531149392851447,13.83793729247788
q1.25__f0.35__n2__RAR,1.25,0.35,2.0,4,104,27,10.469148888540984,10.572203739044623
q1.25__f0.35__n4__RAR,1.25,0.35,4.0,0,109,22,10.929662087273382,8.270791642321004
q1.25__f0.35__n4__RAR,1.25,0.35,4.0,1,97,34,10.638458520523594,10.214826681694054
q1.25__f0.35__n4__RAR,1.25,0.35,4.0,2,108,23,10.930335186825838,8.399793690178278
q1.25__f0.35__n4__RAR,1.25,0.35,4.0,3,106,25,9.543834718081158,13.958243487645035
q1.25__f0.35__n4__RAR,1.25,0.35,4.0,4,104,27,10.536656459360309,10.505031209506074
q1.25__f0.35__n6__RAR,1.25,0.35,6.0,0,109,22,10.928514771094134,8.347283976448956
q1.25__f0.35__n6__RAR,1.25,0.35,6.0,1,97,34,10.654771331844652,10.202638015799547
q1.25__f0.35__n6__RAR,1.25,0.35,6.0,2,108,23,10.93783719863217,8.419217670741894
q1.25__f0.35__n6__RAR,1.25,0.35,6.0,3,106,25,9.54436357522341,13.992820815569127
q1.25__f0.35__n6__RAR,1.25,0.35,6.0,4,104,27,10.559983119035966,10.45918947363781
q1.25__f0.35__n8__RAR,1.25,0.35,8.0,0,109,22,10.92193955485309,8.413058894868406
q1.25__f0.35__n8__RAR,1.25,0.35,8.0,1,97,34,10.663775933981299,10.188173926532453
q1.25__f0.35__n8__RAR,1.25,0.35,8.0,2,108,23,10.939604848205338,8.430613208616744
q1.25__f0.35__n8__RAR,1.25,0.35,8.0,3,106,25,9.545495883252432,14.001824795919601
q1.25__f0.35__n8__RAR,1.25,0.35,8.0,4,104,27,10.571332992566596,10.430200287699392
q1.5__f0.05__n0__RAR,1.5,0.05,0.0,0,109,22,11.110864828930941,8.196058040258183
q1.5__f0.05__n0__RAR,1.5,0.05,0.0,1,97,34,10.938259297740515,9.89419997303196
q1.5__f0.05__n0__RAR,1.5,0.05,0.0,2,108,23,11.154900045076891,8.063384231233766
q1.5__f0.05__n0__RAR,1.5,0.05,0.0,3,106,25,9.71310490744647,14.047839017753837
q1.5__f0.05__n0__RAR,1.5,0.05,0.0,4,104,27,10.393811479817163,11.704375070843906
q1.5__f0.05__n1__RAR,1.5,0.05,1.0,0,109,22,11.172672751686067,8.106117985739774
q1.5__f0.05__n1__RAR,1.5,0.05,1.0,1,97,34,10.964806882397063,9.985139599636781
q1.5__f0.05__n1__RAR,1.5,0.05,1.0,2,108,23,11.193284770853232,8.131102591452219
q1.5__f0.05__n1__RAR,1.5,0.05,1.0,3,106,25,9.762862670930481,14.0693863186877
q1.5__f0.05__n1__RAR,1.5,0.05,1.0,4,104,27,10.42594561719455,11.780531481478356
q1.5__f0.05__n2__RAR,1.5,0.05,2.0,0,109,22,11.156286535188253,8.083005022247898
q1.5__f0.05__n2__RAR,1.5,0.05,2.0,1,97,34,10.946960002515317,9.970133787549065
q1.5__f0.05__n2__RAR,1.5,0.05,2.0,2,108,23,11.173521749508089,8.13010320814073
q1.5__f0.05__n2__RAR,1.5,0.05,2.0,3,106,25,9.744913081563828,14.053745053138757
q1.5__f0.05__n2__RAR,1.5,0.05,2.0,4,104,27,10.412202390187444,11.751682522740884
q1.5__f0.05__n4__RAR,1.5,0.05,4.0,0,109,22,11.144553428380577,8.076952720060078
q1.5__f0.05__n4__RAR,1.5,0.05,4.0,1,97,34,10.938867337399827,9.950212797818327
q1.5__f0.05__n4__RAR,1.5,0.05,4.0,2,108,23,11.161342227061755,8.126643977508843
q1.5__f0.05__n4__RAR,1.5,0.05,4.0,3,106,25,9.730423347971415,14.05266338162539
q1.5__f0.05__n4__RAR,1.5,0.05,4.0,4,104,27,10.404027600551748,11.731218550950814
q1.5__f0.05__n6__RAR,1.5,0.05,6.0,0,109,22,11.138099650453853,8.079520746486812
q1.5__f0.05__n6__RAR,1.5,0.05,6.0,1,97,34,10.935641200493318,9.938505149172125
q1.5__f0.05__n6__RAR,1.5,0.05,6.0,2,108,23,11.155411490856942,8.125392245573957
q1.5__f0.05__n6__RAR,1.5,0.05,6.0,3,106,25,9.723070093686262,14.053233678616445
q1.5__f0.05__n6__RAR,1.5,0.05,6.0,4,104,27,10.400759448147147,11.719071634612622
q1.5__f0.05__n8__RAR,1.5,0.05,8.0,0,109,22,11.134038407726095,8.082929746998401
q1.5__f0.05__n8__RAR,1.5,0.05,8.0,1,97,34,10.933897630572643,9.93118027010035
q1.5__f0.05__n8__RAR,1.5,0.05,8.0,2,108,23,11.151843709000833,8.125253827378382
q1.5__f0.05__n8__RAR,1.5,0.05,8.0,3,106,25,9.718821810013916,14.053387176924273
q1.5__f0.05__n8__RAR,1.5,0.05,8.0,4,104,27,10.399058162101426,11.711220153135535
q1.5__f0.1__n0__RAR,1.5,0.1,0.0,0,109,22,10.916013231028932,8.249428926742016
q1.5__f0.1__n0__RAR,1.5,0.1,0.0,1,97,34,10.780257357176469,9.720783184810301
q1.5__f0.1__n0__RAR,1.5,0.1,0.0,2,108,23,10.979735255219797,7.982701350699488
q1.5__f0.1__n0__RAR,1.5,0.1,0.0,3,106,25,9.545310183690653,13.896134668342695
q1.5__f0.1__n0__RAR,1.5,0.1,0.0,4,104,27,10.285892097889207,11.356806357589683
q1.5__f0.1__n1__RAR,1.5,0.1,1.0,0,109,22,11.011082458552917,8.005333633363641
q1.5__f0.1__n1__RAR,1.5,0.1,1.0,1,97,34,10.799305004856846,9.870996276748771
q1.5__f0.1__n1__RAR,1.5,0.1,1.0,2,108,23,11.02477019053171,8.07181610522979
q1.5__f0.1__n1__RAR,1.5,0.1,1.0,3,106,25,9.606833499538048,13.917750823702953
q1.5__f0.1__n1__RAR,1.5,0.1,1.0,4,104,27,10.31422794840484,11.485262985793543
q1.5__f0.1__n2__RAR,1.5,0.1,2.0,0,109,22,10.987296245024506,7.967944061968808
q1.5__f0.1__n2__RAR,1.5,0.1,2.0,1,97,34,10.77144686385039,9.853274092709361
q1.5__f0.1__n2__RAR,1.5,0.1,2.0,2,108,23,10.994317295066756,8.077858956758995
q1.5__f0.1__n2__RAR,1.5,0.1,2.0,3,106,25,9.579434996488866,13.896966530738482
q1.5__f0.1__n2__RAR,1.5,0.1,2.0,4,104,27,10.296858538764432,11.432024776780668
q1.5__f0.1__n4__RAR,1.5,0.1,4.0,0,109,22,10.970030116305738,7.961268647541255
q1.5__f0.1__n4__RAR,1.5,0.1,4.0,1,97,34,10.760486914506927,9.822222793757083
q1.5__f0.1__n4__RAR,1.5,0.1,4.0,2,108,23,10.976029705349347,8.07713104078335
q1.5__f0.1__n4__RAR,1.5,0.1,4.0,3,106,25,9.556169156176757,13.902043850840514
q1.5__f0.1__n4__RAR,1.5,0.1,4.0,4,104,27,10.287584592879112,11.393390588854823
q1.5__f0.1__n6__RAR,1.5,0.1,6.0,0,109,22,10.959306871666522,7.970817054922598
q1.5__f0.1__n6__RAR,1.5,0.1,6.0,1,97,34,10.756235817160176,9.802121087439422
q1.5__f0.1__n6__RAR,1.5,0.1,6.0,2,108,23,10.96665582265829,8.076940879908216
q1.5__f0.1__n6__RAR,1.5,0.1,6.0,3,106,25,9.54414829227452,13.904996874457296
q1.5__f0.1__n6__RAR,1.5,0.1,6.0,4,104,27,10.283806276128127,11.370284330813973
q1.5__f0.1__n8__RAR,1.5,0.1,8.0,0,109,22,10.952217913827845,7.981074008531209
q1.5__f0.1__n8__RAR,1.5,0.1,8.0,1,97,34,10.754007037983763,9.789088484808325
q1.5__f0.1__n8__RAR,1.5,0.1,8.0,2,108,23,10.96089472631975,8.077780376841389
q1.5__f0.1__n8__RAR,1.5,0.1,8.0,3,106,25,9.537286470615294,13.905784448126049
q1.5__f0.1__n8__RAR,1.5,0.1,8.0,4,104,27,10.28183232385523,11.355438331977568
q1.5__f0.15__n0__RAR,1.5,0.15,0.0,0,109,22,10.792934702535101,8.428562028924407
q1.5__f0.15__n0__RAR,1.5,0.15,0.0,1,97,34,10.699030483528082,9.635271920111721
q1.5__f0.15__n0__RAR,1.5,0.15,0.0,2,108,23,10.882656604777184,7.992785284913131
q1.5__f0.15__n0__RAR,1.5,0.15,0.0,3,106,25,9.463911826203638,13.807344292478623
q1.5__f0.15__n0__RAR,1.5,0.15,0.0,4,104,27,10.263273476293092,11.064136262420202
q1.5__f0.15__n1__RAR,1.5,0.15,1.0,0,109,22,10.889156212858056,7.967805510866435
q1.5__f0.15__n1__RAR,1.5,0.15,1.0,1,97,34,10.673350323994653,9.808379760809993
q1.5__f0.15__n1__RAR,1.5,0.15,1.0,2,108,23,10.899199287094671,8.053169189217346
q1.5__f0.15__n1__RAR,1.5,0.15,1.0,3,106,25,9.494998463364238,13.805501216120978
q1.5__f0.15__n1__RAR,1.5,0.15,1.0,4,104,27,10.248857760031187,11.216986577039462
q1.5__f0.15__n2__RAR,1.5,0.15,2.0,0,109,22,10.868072410029827,7.926447628045347
q1.5__f0.15__n2__RAR,1.5,0.15,2.0,1,97,34,10.644394919095511,9.801498184355744
q1.5__f0.15__n2__RAR,1.5,0.15,2.0,2,108,23,10.868352712635499,8.074882047974368
q1.5__f0.15__n2__RAR,1.5,0.15,2.0,3,106,25,9.467851890673112,13.791156727759484
q1.5__f0.15__n2__RAR,1.5,0.15,2.0,4,104,27,10.239052648135162,11.144822160157831
q1.5__f0.15__n4__RAR,1.5,0.15,4.0,0,109,22,10.852240572361655,7.925170538118554
q1.5__f0.15__n4__RAR,1.5,0.15,4.0,1,97,34,10.636423963330426,9.769226836917216
q1.5__f0.15__n4__RAR,1.5,0.15,4.0,2,108,23,10.850823370982365,8.083467198507464
q1.5__f0.15__n4__RAR,1.5,0.15,4.0,3,106,25,9.442351710823935,13.810267589313911
q1.5__f0.15__n4__RAR,1.5,0.15,4.0,4,104,27,10.23645052666571,11.090877589862956
q1.5__f0.15__n6__RAR,1.5,0.15,6.0,0,109,22,10.83973893434967,7.9462885137964046
q1.5__f0.15__n6__RAR,1.5,0.15,6.0,1,97,34,10.63359447448375,9.744587264845359
q1.5__f0.15__n6__RAR,1.5,0.15,6.0,2,108,23,10.840829738511724,8.08676547864779
q1.5__f0.15__n6__RAR,1.5,0.15,6.0,3,106,25,9.42874246317417,13.817561221634739
q1.5__f0.15__n6__RAR,1.5,0.15,6.0,4,104,27,10.235177921392701,11.05831064480874
q1.5__f0.15__n8__RAR,1.5,0.15,8.0,0,109,22,10.830819521998597,7.966909426300226
q1.5__f0.15__n8__RAR,1.5,0.15,8.0,1,97,34,10.632276102873124,9.727776476236677
q1.5__f0.15__n8__RAR,1.5,0.15,8.0,2,108,23,10.834441078525748,8.089738446214577
q1.5__f0.15__n8__RAR,1.5,0.15,8.0,3,106,25,9.42114012646981,13.819501882877368
q1.5__f0.15__n8__RAR,1.5,0.15,8.0,4,104,27,10.234490413174438,11.037549790868495
q1.5__f0.2__n0__RAR,1.5,0.2,0.0,0,109,22,10.747736641329531,8.731330848821107
q1.5__f0.2__n0__RAR,1.5,0.2,0.0,1,97,34,10.70003592707917,9.644564675320016
q1.5__f0.2__n0__RAR,1.5,0.2,0.0,2,108,23,10.869698857694322,8.097143270268825
q1.5__f0.2__n0__RAR,1.5,0.2,0.0,3,106,25,9.475334693961493,13.785957145327576
q1.5__f0.2__n0__RAR,1.5,0.2,0.0,4,104,27,10.33062824786291,10.833980155764221
q1.5__f0.2__n1__RAR,1.5,0.2,1.0,0,109,22,10.810064846113145,7.99716028481842
q1.5__f0.2__n1__RAR,1.5,0.2,1.0,1,97,34,10.590180510213523,9.800557845769687
q1.5__f0.2__n1__RAR,1.5,0.2,1.0,2,108,23,10.820061851162485,8.077086644311178
