registry_id,family,formula,schematic_equation,final_theory_eligibility,convenience_switch,per_object_gravity_fit,lensing_only_closure,empirical_gate_or_screen,empirical_composite,published_overlap_ids,galaxy_error,galaxy_error_unit,derived_lensing_error_dex,raw_lensing_error_arcsec,verdict,evidence
T011,Controls and bridge,RG x Sigma product,E = E_RG (1 + B E_Sigma),diagnostic_not_final_theory,False,False,False,False,True,REFRACTED-GRAVITY;COVARIANT-RG,0.09739282371804796,dex,0.10643745514013131,,diagnostic only; no independent SPARC transfer,phenomenology_formula_sweep; SPARC/raw overrides where available
T012,Controls and bridge,Density-gated Sigma/RG,E = E_RG + B S(rho_b) E_Sigma,diagnostic_not_final_theory,False,False,False,True,True,REFRACTED-GRAVITY;COVARIANT-RG,0.09374644013567983,dex,0.09987833664243123,,diagnostic only; no independent SPARC transfer,phenomenology_formula_sweep; SPARC/raw overrides where available
T013,Controls and bridge,Linear g-rho surface,log g = b0 + b1 log g_bar + b2 log rho_b,diagnostic_not_final_theory,False,False,False,False,True,REFRACTED-GRAVITY;COVARIANT-RG,0.08674717430852069,dex,0.1013204457337094,,diagnostic only; no independent SPARC transfer,phenomenology_formula_sweep; SPARC/raw overrides where available
T014,Controls and bridge,Quadratic g-rho surface,"log g = quadratic(log g_bar, log rho_b)",diagnostic_not_final_theory,False,False,False,False,False,REFRACTED-GRAVITY;COVARIANT-RG,0.08544739117650711,dex,0.1005991686246236,,diagnostic only; no independent SPARC transfer,phenomenology_formula_sweep; SPARC/raw overrides where available
T015,Controls and bridge,Quadratic g-rho-potential surface,"log g = quadratic(log g_bar, log rho_b, Phi_bar/c^2)",diagnostic_not_final_theory,False,False,False,False,False,REFRACTED-GRAVITY;COVARIANT-RG,0.09036620963071011,dex,0.10592381057492012,,diagnostic only; no independent SPARC transfer,phenomenology_formula_sweep; SPARC/raw overrides where available
T016,Controls and bridge,RAR + squared coherence-gated RG (current empirical bridge),E = E_RAR + [1-(3C^2-2C^3)]^2 (epsilon(rho_b)^-1 - 1),requires_single_action_derivation,False,False,False,True,True,RAR-EMPIRICAL;MOND-ALGEBRAIC;REFRACTED-GRAVITY;COVARIANT-RG,10.586334337658865,km/s,0.13870141328241087,1.0642772678285497,"best empirical bridge; one-cluster raw success, not yet multi-cluster validated",sparc_independent_nuisance_refit; clash_lensing_universal_comparison; rxj2129_raw_theory_lensing
T017,Dark-matter controls,Per-galaxy NFW halo,"rho(r)=rho_s/[x(1+x)^2], x=r/r_s",comparator_or_per_object_fit_not_final_theory,False,True,False,False,False,NFW-HALO,17.80400126728755,km/s,,,dark-matter galaxy control; flexible per galaxy and weak outer extrapolation here,sparc_independent_nuisance_refit
T018,Dark-matter controls,Compact cluster halo (RXJ2129),alpha = alpha_baryons + alpha_compact_halo,comparator_or_per_object_fit_not_final_theory,False,True,False,False,True,NFW-HALO;BURKERT-HALO;EINASTO-HALO,,,,2.5361068843508456,limited one-halo dark-matter comparator,rxj2129_raw_theory_lensing
T019,Dark-matter controls,Compact cluster halo (four-cluster transfer),alpha = alpha_baryons + alpha_compact_halo,comparator_or_per_object_fit_not_final_theory,False,True,False,False,True,NFW-HALO;BURKERT-HALO;EINASTO-HALO,,,,9.048410306058654,"best four-cluster raw comparator, though still inadequate in two systems",unbounded_running_multicluster_raw
T020,Dark-matter controls,CLASH NFW construction,g_obs is deprojected from the same fitted NFW lensing profile,comparator_or_per_object_fit_not_final_theory,False,True,False,False,False,NFW-HALO,,,0.0,,100% by construction; not an independent prediction,clash_lensing_universal_comparison
T021,One-parameter cluster laws,Baryon-normalized isothermal tail (lambda=9),g=g_bar+9 g_bar(200 kpc)(200 kpc/r),requires_single_action_derivation,False,False,False,True,False,PSEUDO-ISOTHERMAL-HALO,,,,9.42306727956659,"one shared parameter improves both replay-holdout clusters and narrowly beats the compact-halo equal-cluster aggregate, but fails the 2-arcsec gate and the RXJ2129 stress comparison",one_parameter_multicluster_lens
T022,One-parameter cluster laws,Solar-screened baryon-normalized isothermal tail,g=g_bar+lambda g_bar(200 kpc)(200 kpc/r) a0/(a0+g_bar); lambda=10.5,diagnostic_not_final_theory,False,False,False,True,False,PSEUDO-ISOTHERMAL-HALO;MOND-ALGEBRAIC,18.60164481307653,km/s,,5.260607271713773,"one shared parameter passes the published Mercury-margin diagnostic and beats the limited compact-halo replay aggregate, but fails the frozen galaxy transfer (18.60 versus 10.35 km/s for RAR), the earlier 2-arcsec target, and the RXJ2129 halo comparison",solar_screened_isothermal; solar_screened_galaxy_morphology
T023,Unified acceleration laws,joint a0,RAR with one a0 fit jointly to galaxies and clusters,requires_single_action_derivation,False,False,False,True,False,RAR-EMPIRICAL;MOND-ALGEBRAIC,23.212769254734695,km/s,0.4994385208173743,,failed joint universal gates,unified_cv
T024,Unified acceleration laws,U0 emond like,a_eff=a0 exp[ln(F) S(Phi_bar/c^2)]; insert a_eff in RAR,requires_single_action_derivation,False,False,False,True,False,RAR-EMPIRICAL;MOND-ALGEBRAIC;EMOND,23.318451638468684,km/s,0.16891995396438864,,failed joint universal gates,unified_cv
T025,Unified acceleration laws,U1 coherence length,U0 multiplied by a coherence/length gate,requires_single_action_derivation,False,False,False,True,True,AEST-MOND;EMOND,26.396586174063906,km/s,0.23682530445879046,,failed joint universal gates,unified_cv
T026,Unified acceleration laws,domain oracle,fixed galaxy RAR for galaxies; cluster RAR for clusters,prohibited_convenience_switch,True,False,False,True,False,RAR-EMPIRICAL;MOND-ALGEBRAIC,23.085346219949397,km/s,0.11137848001631415,,not universal,unified_cv
T027,Void and environment,Free-p low-acceleration law,Delta g/g_bar = A S(g_bar) (g_bar/a_t)^(-p),experimental_incomplete_candidate,False,False,False,False,False,MOND-ALGEBRAIC;CHAMELEON;SYMMETRON,25.6222,km/s,,,beats Newtonian but loses to RAR,cf4_theory_test
T028,Void and environment,Fixed p=1/2 low-acceleration law,Delta g/g_bar = A S(g_bar) sqrt(a_t/g_bar),experimental_incomplete_candidate,False,False,False,False,False,MOND-ALGEBRAIC;CHAMELEON;SYMMETRON,23.085,km/s,,,radial holdout strong; strict galaxy CV no better than RAR,cf4_theory_test
T029,Void and environment,CF4 grouped-64 environment law,Delta g -> Delta g (E_CF4/E0)^beta,experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,25.8224,km/s,,,environment worsens held-out prediction,cf4_theory_test
T030,Void and environment,CF4 ungrouped-64 environment law,Delta g -> Delta g (E_CF4/E0)^beta,experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,26.4373,km/s,,,environment worsens held-out prediction,cf4_theory_test
T031,Void and environment,CF4 ungrouped-128 environment law,Delta g -> Delta g (E_CF4/E0)^beta,experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,25.2835,km/s,,,sign is unstable; no robust detection,cf4_theory_test
T032,Void and environment,direct harmonic blind,Delta v^2 = kappa r^2 (no measured environment),requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,45.38293802137702,km/s,,,failed frozen void-cage gates,void_cage_test
T033,Void and environment,direct harmonic primary,Delta v^2 = kappa(E_CF4) r^2,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,46.96591455483318,km/s,,,failed frozen void-cage gates,void_cage_test
T034,Void and environment,screened radial blind,Delta v^2 = V0^2 r^2/[r^2+(c_R R_d)^2],requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,42.70686361437424,km/s,,,failed frozen void-cage gates,void_cage_test
T035,Void and environment,screened primary,Delta v^2 = V0^2 E_CF4^m r^2/[r^2+(c_R R_d)^2],requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,42.81944911899674,km/s,,,failed frozen void-cage gates,void_cage_test
T036,Void and environment,screened primary shuffled,same screened law with shuffled E_CF4 control,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,43.67287881026867,km/s,,,failed frozen void-cage gates,void_cage_test
T037,Void and environment,screened grouped 64 power p3,screened law; E from inverse-cube exterior force,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,42.70686364253077,km/s,,,failed frozen void-cage gates,void_cage_test
T038,Void and environment,screened grouped 64 yukawa l31p25,screened law; E from Yukawa lambda=31.25 Mpc/h,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON;STVG-MOG,44.61152969067455,km/s,,,failed frozen void-cage gates,void_cage_test
T039,Void and environment,screened grouped 64 yukawa l62p5,screened law; E from Yukawa lambda=62.5 Mpc/h,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON;STVG-MOG,43.220454255823796,km/s,,,failed frozen void-cage gates,void_cage_test
T040,Void and environment,screened grouped 64 yukawa l7p8125,screened law; E from Yukawa lambda=7.8125 Mpc/h,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON;STVG-MOG,42.706863579237556,km/s,,,failed frozen void-cage gates,void_cage_test
T041,Void and environment,screened ungrouped 128 yukawa l15p625,screened law; E from ungrouped-128 Yukawa map,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON;STVG-MOG,42.70686350124541,km/s,,,failed frozen void-cage gates,void_cage_test
T042,Void and environment,screened ungrouped 64 yukawa l15p625,screened law; E from ungrouped-64 Yukawa map,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON;STVG-MOG,42.91919029521676,km/s,,,failed frozen void-cage gates,void_cage_test
T043,Galaxy-scaled void laws,catalog mass concentration internal,Delta v^2=V0^2 M^eta r^2/[r^2+(c_R R_d C^gamma)^2],experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,23.362843886904415,km/s,,,mass scaling is competitive but void exponent is zero,void_cage_galaxy_scaling_test
T044,Galaxy-scaled void laws,catalog mass concentration void,mass/concentration law x E_CF4^m,requires_single_action_derivation,False,False,False,False,True,CHAMELEON;SYMMETRON,23.362844017418766,km/s,,,mass scaling is competitive but void exponent is zero,void_cage_galaxy_scaling_test
T045,Galaxy-scaled void laws,catalog mass surface internal,Delta v^2=V0^2 M^eta r^2/[r^2+(c_R R_d Sigma^beta)^2],experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,23.189175859381674,km/s,,,mass scaling is competitive but void exponent is zero,void_cage_galaxy_scaling_test
T046,Galaxy-scaled void laws,catalog mass surface void,mass/surface law x E_CF4^m,requires_single_action_derivation,False,False,False,False,True,CHAMELEON;SYMMETRON,23.189175581185896,km/s,,,mass scaling is competitive but void exponent is zero,void_cage_galaxy_scaling_test
T047,Galaxy-scaled void laws,catalog mass surface void shuffled,mass/surface law with shuffled E_CF4,experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,23.210250388984385,km/s,,,mass scaling is competitive but void exponent is zero,void_cage_galaxy_scaling_test
T048,Galaxy-scaled void laws,legacy size only,Delta v^2=V0^2 r^2/[r^2+(c_R R_d)^2],tested_and_rejected_or_failed,False,False,False,False,False,CHAMELEON;SYMMETRON,42.7068635536718,km/s,,,failed,void_cage_galaxy_scaling_test
T049,Galaxy-scaled void laws,local acceleration internal,screened law with S(g_bar)=[1+(g_bar/g*)^n]^-1,requires_single_action_derivation,False,False,False,True,False,CHAMELEON;SYMMETRON,48.571304387770034,km/s,,,failed,void_cage_galaxy_scaling_test
T050,Galaxy-scaled void laws,local acceleration void,local-acceleration law x E_CF4^m,requires_single_action_derivation,False,False,False,False,True,CHAMELEON;SYMMETRON,48.57130445480063,km/s,,,failed,void_cage_galaxy_scaling_test
T051,Galaxy-scaled void laws,local acceleration void shuffled,local-acceleration law with shuffled E_CF4,tested_and_rejected_or_failed,False,False,False,False,False,CHAMELEON;SYMMETRON,48.67785434471707,km/s,,,failed,void_cage_galaxy_scaling_test
T052,Galaxy-scaled void laws,local acceleration void ungrouped 128,local-acceleration law x ungrouped-128 E_CF4^m,requires_single_action_derivation,False,False,False,False,True,CHAMELEON;SYMMETRON,48.57130392891763,km/s,,,failed,void_cage_galaxy_scaling_test
T053,Galaxy-scaled void laws,local acceleration void ungrouped 64,local-acceleration law x ungrouped-64 E_CF4^m,requires_single_action_derivation,False,False,False,False,True,CHAMELEON;SYMMETRON,48.70302959001289,km/s,,,failed,void_cage_galaxy_scaling_test
T054,Galaxy-scaled void laws,mass amplitude only,Delta v^2=V0^2 M^eta r^2/[r^2+(c_R R_d)^2],experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,23.12614261245511,km/s,,,retained empirical mass-amplitude control,void_cage_transition_isolation
T055,Galaxy-scaled void laws,mass transition,"same, with r_t=c_R R_d M^alpha",experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,23.187016506418107,km/s,,,transition dependence not supported,void_cage_transition_isolation
T056,Galaxy-scaled void laws,surface transition,"same, with r_t=c_R R_d Sigma^beta",experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,23.18917560394822,km/s,,,transition dependence not supported,void_cage_transition_isolation
T057,Galaxy-scaled void laws,concentration transition,"same, with r_t=c_R R_d C^gamma",experimental_incomplete_candidate,False,False,False,False,False,CHAMELEON;SYMMETRON,23.36284408197698,km/s,,,transition dependence not supported,void_cage_transition_isolation
T058,Unbounded running,curvature log,E=1+alpha[ln(1+T*/T)]^p,requires_single_action_derivation,False,False,False,True,False,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,18.036466553598146,km/s,0.14983167498242908,1.0749521861523803,failed universal gates,unbounded_running_full_test
T059,Unbounded running,curvature loglog,E=1+alpha{ln[1+ln(1+T*/T)]}^p,requires_single_action_derivation,False,False,False,True,False,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,21.291781287606796,km/s,0.1467903149146038,1.1280674459814564,failed universal gates,unbounded_running_full_test
T060,Unbounded running,curvature rootlog,E=1+alpha sqrt[ln(1+T*/T)]^p,requires_single_action_derivation,False,False,False,True,False,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,18.352312442649584,km/s,0.14990413231044317,,failed universal gates,unbounded_running_full_test
T061,Unbounded running,curvature power,E=[1+(T*/T)^p]^epsilon,requires_single_action_derivation,False,False,False,True,False,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,14.579431664611029,km/s,0.16797316215570837,1.640981347702053,failed universal gates,unbounded_running_full_test
T062,Unbounded running,path log running,E=1+alpha ln[1+(ell/L)^p],requires_single_action_derivation,False,False,False,True,False,NONLOCAL-GRAVITY,25.356456703639815,km/s,0.1518996717346762,,failed universal gates,unbounded_running_full_test
T063,Unbounded running,path power running,E=[1+(ell/L)^p]^epsilon,requires_single_action_derivation,False,False,False,True,False,NONLOCAL-GRAVITY,20.275680820774504,km/s,0.16803921391608917,,failed universal gates,unbounded_running_full_test
T064,Unbounded running,tensor alignment log,log running x tidal-eigenvector alignment,requires_single_action_derivation,False,False,False,True,True,EINSTEIN-AETHER;AEST-MOND,27.526681000316437,km/s,0.1522814126092557,,failed universal gates,unbounded_running_full_test
T065,Unbounded running,tensor dominance log,log running x tidal-eigenvalue dominance,requires_single_action_derivation,False,False,False,True,True,EINSTEIN-AETHER;AEST-MOND,27.176390443673785,km/s,0.15350057766420203,,failed universal gates,unbounded_running_full_test
T066,Unbounded running,tensor alignment power,power running x tidal-eigenvector alignment,requires_single_action_derivation,False,False,False,True,True,EINSTEIN-AETHER;AEST-MOND,23.34167562554438,km/s,0.17460635256361237,,failed universal gates,unbounded_running_full_test
T067,Unbounded running,tensor dominance power,power running x tidal-eigenvalue dominance,requires_single_action_derivation,False,False,False,True,True,EINSTEIN-AETHER;AEST-MOND,23.126064784320764,km/s,0.1769313050603792,,failed universal gates,unbounded_running_full_test
T068,Variable exponent,curvature variable mass power,E=[1+(T*/T)^p(M_eq)]^epsilon,requires_single_action_derivation,False,False,False,True,False,MULTIFRACTIONAL-SPACETIME,61.54437587383573,km/s,0.13514237322912948,9.507375364756083,failed universal gates,unbounded_running_variable_exponent
T069,Variable exponent,curvature variable density power,E=[1+(T*/T)^p(rho_b)]^epsilon,requires_single_action_derivation,False,False,False,True,False,MULTIFRACTIONAL-SPACETIME,38.86516074182263,km/s,0.14892094356926658,8.770047465000278,failed universal gates,unbounded_running_variable_exponent
T070,Variable exponent,curvature variable shape power,E=[1+(T*/T)^p(rho_b/rho_mean)]^epsilon,requires_single_action_derivation,False,False,False,True,False,MULTIFRACTIONAL-SPACETIME,15.259984214962087,km/s,0.16974360379035844,,failed universal gates; raw roots incomplete,unbounded_running_variable_exponent
T071,Bounded tensor completion,tensor isotropic,C_ij=C_solar delta_ij+(1-C_solar) A_T delta_ij,requires_single_action_derivation,False,False,False,True,False,EINSTEIN-AETHER;AEST-MOND,28.91813539353524,km/s,0.14483792712080742,1.535602416209202,failed universal gates,tensor_completion_full_test
T072,Bounded tensor completion,tensor alignment,"C_ij=C_solar delta_ij+(1-C_solar) A_T P_align,ij",requires_single_action_derivation,False,False,False,True,False,EINSTEIN-AETHER;AEST-MOND,30.778594446205183,km/s,0.150509264237916,1.2177352130160208,failed universal gates,tensor_completion_full_test
T073,Bounded tensor completion,tensor competition,"C_ij=C_solar delta_ij+(1-C_solar) A_T P_compete,ij",requires_single_action_derivation,False,False,False,True,False,EINSTEIN-AETHER;AEST-MOND,30.84379923753644,km/s,0.14909413808026853,1.1419384810981903,failed universal gates,tensor_completion_full_test
T074,Bounded tensor completion,tensor dominance,"C_ij=C_solar delta_ij+(1-C_solar) A_T P_dom,ij",requires_single_action_derivation,False,False,False,True,False,EINSTEIN-AETHER;AEST-MOND,30.352864144761742,km/s,0.15200931996746994,1.1551343187449732,failed universal gates,tensor_completion_full_test
T075,Bounded vector completion,isotropic completion,C=C_solar+(1-C_solar)A_T,requires_single_action_derivation,False,False,False,True,False,EINSTEIN-AETHER;AEST-MOND,26.22759974493474,km/s,0.14636321025797006,1.2875348091560674,failed universal gates,vector_completion_full_test
T076,Bounded vector completion,coherence completion,C=C_solar+(1-C_solar)A_T(1-Coh)^q,requires_single_action_derivation,False,False,False,True,False,EINSTEIN-AETHER;AEST-MOND,31.91531750516468,km/s,0.14650157317282406,1.3213557572374786,failed universal gates,vector_completion_full_test
T077,Bounded path completion,distance path,logit C=logit C_solar+integral dr/ell,requires_single_action_derivation,False,False,False,True,False,NONLOCAL-GRAVITY,38.39833637563029,km/s,0.19947786049107244,1.7447319236517826,failed universal gates,path_completion_full_test
T078,Bounded path completion,tidal path,logit C=logit C_solar+integral A_T dr/ell,requires_single_action_derivation,False,False,False,True,False,NONLOCAL-GRAVITY,42.091985924819916,km/s,0.1682418267029309,1.7763168841824153,failed universal gates,path_completion_full_test
T079,Bounded path completion,matter path,logit C=logit C_solar+integral A_rho dr/ell,requires_single_action_derivation,False,False,False,True,False,NONLOCAL-GRAVITY,34.86363538779653,km/s,0.15611827190205763,2.093654619772984,failed universal gates,path_completion_full_test
T080,Bounded path completion,hybrid path,logit C=logit C_solar+integral A_T A_rho dr/ell,requires_single_action_derivation,False,False,False,True,True,NONLOCAL-GRAVITY,34.58926121895845,km/s,0.1749926014783616,1.8808363928742469,failed universal gates,path_completion_full_test
T081,Mass-conditioned path completion,mass weighted path,d tau/dr=[1+(M*/M_history)^q]^-1/ell,requires_single_action_derivation,False,False,False,True,False,NONLOCAL-GRAVITY,30.76298579595375,km/s,0.1988465059811944,2.0837186941275188,failed universal gates,mass_path_completion_full_test
T082,Mass-conditioned path completion,mass amplified path,d tau/dr=(M_history/M*)^q/ell,requires_single_action_derivation,False,False,False,True,False,NONLOCAL-GRAVITY,32.26796959793311,km/s,0.21688064819383454,1.7551193720231135,failed universal gates,mass_path_completion_full_test
T083,Mass-conditioned path completion,mass ceiling path,distance recovery capped by [1+(M*/M_history)^q]^-1,requires_single_action_derivation,False,False,False,True,False,NONLOCAL-GRAVITY,24.67069076057098,km/s,0.19884748301157637,2.1650337721679107,failed universal gates,mass_path_completion_full_test
T084,Refined scalar and spatial lens,Curvature power p=2,E=[1+(T*/T)^2]^epsilon,lensing_only_closure_not_final_theory,False,False,True,False,False,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,14.403,km/s,0.1675,18.63043740480489,balanced phenomenology but fails four-cluster raw lensing,unbounded_running_multicluster_raw
T085,Refined scalar and spatial lens,Curvature additive alpha=10,E=1+10 ln[1+(T*/T)^p],lensing_only_closure_not_final_theory,False,False,True,False,False,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,16.765,km/s,0.1526,18.16527618339705,balanced phenomenology but fails four-cluster raw lensing,unbounded_running_multicluster_raw
T086,Refined scalar and spatial lens,Curvature p=2 + member vector (GR-linear),alpha=alpha_spherical+f Delta alpha_members,lensing_only_closure_not_final_theory,False,False,True,False,True,GR-EINSTEIN;TEVES,14.403,km/s,,18.688,member-light directions do not improve transfer,unbounded_running_spatial_vector
T087,Refined scalar and spatial lens,Curvature p=2 + member vector (running dressed),alpha=alpha_spherical+f E(r) Delta alpha_members,lensing_only_closure_not_final_theory,False,False,True,False,True,GR-EINSTEIN;TEVES,14.403,km/s,,18.724,member-light directions do not improve transfer,unbounded_running_spatial_vector
T088,Refined scalar and spatial lens,Additive alpha=10 + member vector (GR-linear),alpha=alpha_spherical+f Delta alpha_members,lensing_only_closure_not_final_theory,False,False,True,False,True,GR-EINSTEIN;TEVES,16.765,km/s,,18.342,member-light directions do not improve transfer,unbounded_running_spatial_vector
T089,Refined scalar and spatial lens,Additive alpha=10 + member vector (running dressed),alpha=alpha_spherical+f E(r) Delta alpha_members,lensing_only_closure_not_final_theory,False,False,True,False,True,GR-EINSTEIN;TEVES,16.765,km/s,,18.216,member-light directions do not improve transfer,unbounded_running_spatial_vector
T090,Metric lens closures,Fixed RAR with scalar metric slip s=5,g_lens=g_bar+(1+s/2)(g_dyn-g_bar),lensing_only_closure_not_final_theory,False,False,True,True,False,RAR-EMPIRICAL;MOND-ALGEBRAIC;TEVES,10.348465773189679,km/s,,18.432239218869125,scalar slip selected but fails halo-competitiveness gate,metric_slip_raw_lensing
T091,Metric lens closures,Member tidal-contrast metric,partial_i[(delta_ij+t Qcontrast_ij) partial_j Phi]=source,lensing_only_closure_not_final_theory,False,False,True,False,False,TEVES;GR-EINSTEIN,10.348465773189679,km/s,,18.43173439932016,selected t=0; retired,member_tidal_metric
T092,Metric lens closures,Full member tidal metric (new test),partial_i[(delta_ij+t Qfull_ij) partial_j Phi]=source,lensing_only_closure_not_final_theory,False,False,True,False,False,TEVES;GR-EINSTEIN,10.348465773189679,km/s,,18.433249537161206,selected t=0; retired; negative t lost exact roots,member_full_tidal_metric
T093,Spherical spacetime/cavity,closed global cluster safe,g/g_bar=[(r/L)/sin(r/L)]^2,requires_single_action_derivation,False,False,False,True,False,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,72.38665014598966,km/s,0.8722065577421796,25.153064278564724,failed galaxy and/or cluster-domain gates,spherical_spacetime_cavity
T094,Spherical spacetime/cavity,closed global galaxy only diagnostic,"same closed-space law, galaxy-only L",prohibited_convenience_switch,True,False,False,True,False,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,88.74111329029206,km/s,,,failed galaxy and/or cluster-domain gates,spherical_spacetime_cavity
T095,Spherical spacetime/cavity,local amplified screened,closed-space amplification x local acceleration screen,requires_single_action_derivation,False,False,False,True,True,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,177.9717876406489,km/s,,,failed galaxy and/or cluster-domain gates,spherical_spacetime_cavity
T096,Spherical spacetime/cavity,Hard spherical cavity flow analogy,v_flow/v_inf = 1 + O[(R_body/r)^3] with potential-flow angular factors,requires_single_action_derivation,False,False,False,False,True,CONFORMAL-GRAVITY;MULTIFRACTIONAL-SPACETIME,71.98980931749513,km/s,,,geometric effect far too small; analytic net force is zero,spherical_spacetime_cavity
T097,Action-level Sigma,sigma refracted AQUAL,"div[mu(Sigma,|grad Phi|/a0) grad Phi]=4 pi G rho_b",experimental_incomplete_candidate,False,False,False,False,False,MOND-ALGEBRAIC;AQUAL;REFRACTED-GRAVITY;COVARIANT-RG,,,0.223046064028901,3.853014357076667,"exploratory action; synthetic galaxy test only, no covariant completion",sigma_action_exploration
