galaxy,n_points,corr_Kreq_Krough,rms_diff_K,mean_abs_diff_K,rel_error,Kreq_mean,Kreq_median,Kreq_max,Krough_mean,Krough_median,Krough_max,Xi_mean,Xi_median,Xi_max,sigma_v
UGC04305,21,0.0,0.48691354964329675,0.44065852002103967,1.7667750108196012,-0.13271555097836366,-0.20326333446332778,0.43704315477911915,0.29435347541826334,0.2943534754129917,0.2943534846754081,0.4846839587134497,0.5429555683720291,0.5668660673127488,5.010000000000001
UGC04325,8,0.0,1.8330642801473302,1.7306143470484483,0.7740530299159332,2.2357826662553126,1.949314042654064,3.3551994392496995,0.5051683192068646,0.5051683192046427,0.5051683213822049,0.14973564421435304,0.17012744593149634,0.18183799632324002,13.41
UGC04483,8,0.0,1.1531649541093396,1.002075210899191,0.8348769375198163,1.2002669685379903,1.2897705654399942,1.9018618424997031,0.2066702295547177,0.2066702295780874,0.2066702330679615,0.3490808027246738,0.3971802431853171,0.4133872435020657,3.12
UGC04499,9,0.0,0.863724219974192,0.7982353595447671,0.698673292851886,1.0837336903009915,1.2033684444138344,1.6559210536206557,0.4426280304115343,0.4426280304162402,0.44262803554094354,0.2099471904165194,0.22364945183297055,0.23155069794188587,10.035
UGC05005,11,0.0,1.773805642459004,1.3413141746640305,0.81540439319828,1.6109986854988703,1.2143906809930147,3.4859596475989205,0.4690640555373815,0.4690640519206911,0.4690640752795454,0.17885124336583594,0.19794384043734156,0.20497880288533826,11.3325
UGC05253,73,0.0,0.8296651330569333,0.7889920780984901,2.0139509342465876,0.04228983828515016,-0.23393509970755544,1.8199836464209045,0.6756900984601072,0.6756900975523878,0.6756901063321226,0.21553314635211876,0.2387910874399019,0.2464888972241772,32.775
UGC05414,6,0.0,0.4667201912259478,0.401577907869532,0.616204621561218,0.651695709214405,0.6817334739692495,1.1884693839462988,0.3743227703101222,0.3743227703101222,0.3743227741494628,0.27716080690931233,0.30192933479522677,0.33252022072886606,7.334999999999999
UGC05716,12,0.0,3.0641745055341754,2.9641669230812053,0.8659320968362975,3.423093951489795,3.688919352707833,4.649757727513745,0.4589270284085895,0.4589270284106842,0.4589270355175362,0.13673702564628518,0.13924866158121685,0.15074834263338888,10.815
UGC05721,23,0.0,3.164525766508071,2.577051074610135,0.8600230733754419,2.9946706854531744,3.1013988544065745,5.661515439032364,0.4774781619708909,0.4774781612673469,0.4774781663905785,0.14584057389896307,0.14129903853628623,0.18135569678321106,11.7825
UGC05750,11,0.0,1.079572532547313,0.9889044160582315,0.7943080377778189,1.1312009043493179,1.5221813449697716,2.00520614487685,0.402417926109125,0.4024179224368747,0.40241795598442964,0.20867964340340447,0.19686184765489553,0.31328121695083444,8.3475
UGC05764,10,0.0,5.95346947408172,5.53095691236427,0.9358836178488711,5.909876833913577,5.395867054856765,11.64038692945488,0.37891992154930676,0.37891992154278836,0.3789199250844639,0.14246306688791166,0.1607013154078142,0.1833817004353895,7.4925
UGC05829,11,0.0,1.9865277706145352,1.922975473680355,0.8354665896160804,2.3016784843114007,2.0641973524670325,3.04981565946297,0.3787030106310455,0.3787030106290674,0.37870301746132606,0.20418463341191187,0.2126716237192963,0.31147424737313856,7.484999999999999
UGC05918,8,0.0,3.124127913321237,3.0373411403322246,0.9043383701371392,3.3586334945310616,2.9436945433048756,4.5553850479577385,0.3212923541988367,0.3212923542066609,0.3212923603094763,0.2014753613519708,0.2255629397524873,0.2687403289885969,5.714999999999999
UGC05986,15,0.0,1.2635785785905629,1.0273003575909734,0.696154115757815,1.4520256679702317,1.3243028703901412,2.7297917943638743,0.5538485682919276,0.5538485682911302,0.5538485709169133,0.1415183954997236,0.15090975164064543,0.17203509407208592,16.95
UGC05999,5,0.0,1.500688804839307,1.3844229273704678,0.7399466075941734,1.8709767882735668,2.064645459984775,2.761559004358783,0.6287563371515699,0.6287563372203615,0.6287563389551073,0.06262171387777737,0.06413878491895454,0.07343570899825164,25.0
UGC06399,9,0.0,1.2163638574934001,1.0956712266668158,0.6997135661683521,1.5658853560132286,1.687952370356673,2.3094753838749242,0.47457390147315437,0.4745739014806273,0.47457390538146826,0.169456557557722,0.18981109412485728,0.19869039124657945,11.625
UGC06446,17,0.0,2.547101494455279,2.4857640488748878,0.8364776975089941,2.9717039154509672,3.0426990991490213,3.5576959813017606,0.4859398665760788,0.48593986651671683,0.4859398716551645,0.13505695336265408,0.14049510997008569,0.15763707576534028,12.254999999999995
UGC06614,13,0.0,0.9104437937492369,0.8092343290493186,1.100052165037981,0.5059781927462468,-0.15437971397488748,2.4123214354971134,0.6551995903447616,0.655199588483715,0.6551995995649809,0.17173052800010163,0.18994846019284295,0.25586225030407267,29.025
UGC06628,7,0.0,0.5878489988838919,0.5676426610606065,2.3676598596680236,-0.2289395134975205,-0.2527310722587116,0.03783109974448107,0.33870314756308595,0.3387031475470371,0.33870315681536134,0.46763030761649177,0.4925434775868057,0.5790412926603501,6.21
UGC06667,9,0.0,9.056664403058788,8.274418180948606,0.9458170676270055,8.748433988095174,7.824398995293093,16.008098460226968,0.47401580714656827,0.4740158071540721,0.47401581107104396,0.0959262036626048,0.10489406424979804,0.13813443404654785,11.595
UGC06786,45,0.0,0.9716882221217515,0.7765478101961807,1.1013422400878148,0.6489035115667919,0.1365163555095863,3.271663513367133,0.6804924371908888,0.6804924365563949,0.6804924413504202,0.14642938640509764,0.15975497492999755,0.17095402028093704,33.75
UGC06787,71,0.0,1.0883348946242215,0.9015563430813783,1.2256619383162577,0.5026130036620626,0.04573963939216563,3.99586677977468,0.6969845785778824,0.6969845780833106,0.6969845823920817,0.1566360703807939,0.15647073276343387,0.22632245488341907,37.425
UGC06818,8,0.0,1.094553756880597,0.9674641860328446,0.9415889045845859,0.7821537295923543,0.7354507016999903,2.365388882937439,0.40163266794597785,0.4016326679600063,0.401632673655526,0.26410283128560763,0.276329913311506,0.2847257676356153,8.3175
UGC06917,11,0.0,0.663708540628558,0.6106582361805757,0.5818507700672023,1.0495100592718063,1.1520929056039013,1.5445399639979147,0.5297604052254768,0.5297604052268059,0.529760408413564,0.17866615750777085,0.18385432810776428,0.19191724751549816,15.075
UGC06923,6,0.0,0.4606906159304559,0.3646954237213465,0.699830621326555,0.3529291493119649,0.5561771844780217,0.806227746924622,0.46949336112858137,0.46949336126046604,0.4694933634307443,0.24370377579348976,0.2507510578839105,0.2544051263102655,11.355
UGC06930,10,0.0,0.6668925922091331,0.6183816506956447,0.5803297040477028,1.0655695312208489,1.042942171500056,1.7307906762790002,0.5388298717243639,0.5388298717840727,0.5388298765438018,0.17284843127921454,0.1754461792565022,0.19242454910935772,15.75
UGC06973,6,0.0,0.8838923697638991,0.8662526865911909,3.7006700639430132,-0.2297277704159196,-0.21057111578791426,0.013056557443650973,0.6365249161752714,0.6365249162356048,0.636524916596224,0.24254692252727084,0.23603197672072238,0.2865609521874819,26.1
UGC06983,17,0.0,1.4263827270495468,1.3473068100156713,0.7367611453909682,1.8261261866332075,2.021064073987268,2.705392220491451,0.5455661857485429,0.5455661857451467,0.5455661902099422,0.14700090001047403,0.14810845066181244,0.15312620077650377,16.275
UGC07089,12,0.0,0.41491945023140153,0.3541961946867473,0.6564776529417244,0.5347577099031413,0.5020920503994881,1.2610535521337374,0.4496811736990751,0.44968117419147663,0.4496811788715288,0.2283887680331874,0.252380256589081,0.25811196439182615,10.364999999999998
UGC07125,13,0.0,0.44691505027435247,0.40207989735786953,0.5732555487015353,0.6718289471797244,0.8396702316388513,1.2508300450469543,0.43549849838139176,0.4354984983859588,0.43549851115009386,0.2300886870345026,0.22745571127986183,0.2630705323353363,9.7125
UGC07151,11,0.0,0.3473766964988422,0.331273798142488,0.5185422196789286,0.6302311502419123,0.6780594316431314,0.8793770858177792,0.44602406838650244,0.44602406838900843,0.4460240718346825,0.2359309356625574,0.2512518101905082,0.2718610791036835,10.1925
UGC07232,4,0.0,0.6295578841471562,0.5318182631831698,0.9377456621692385,0.5671242050354487,0.3428670638050637,1.5691286022706263,0.6287563342578345,0.6287563342578345,0.6287563343490582,0.030879559235268347,0.03404279627554975,0.035157832795497175,25.0
UGC07261,7,0.0,0.9230325554541341,0.7781813097468678,0.6329597025989201,1.229432626676976,1.3628048011658853,1.792223222836303,0.4512513169301081,0.4512513169301081,0.45125132072806473,0.21657806157881465,0.22529497345801017,0.2428785002506898,10.44
UGC07323,10,0.0,0.2590632576202959,0.21291931372740036,0.7263766127837168,0.28775000836412457,0.27567763583125593,0.6175204420190015,0.4277727741337921,0.4277727741400564,0.4277727782352414,0.2893632776216112,0.3070032905391902,0.3743160154047108,9.375
UGC07399,10,0.0,3.792520864843682,3.5177776567877572,0.8724213533728874,4.032200316037199,4.18814602948564,5.949078640983855,0.5144226592494411,0.5144226592510942,0.5144226615282878,0.1200353652955805,0.12202158776964718,0.1253802841008447,14.01
UGC07524,31,0.0,1.3596935666954983,1.3075505344789562,0.7445594368743705,1.7475814692907332,1.7579723923463737,2.2669745756356097,0.4795265619863209,0.4795265619796988,0.4795265675764364,0.14560756269960654,0.15310289875328964,0.20114288599248928,11.895
UGC07559,7,0.0,0.6090302063756768,0.5384789740024761,0.8359040562001775,0.6046044187873648,0.741240884308358,1.1450758908116203,0.2466533045849982,0.24665330461307045,0.24665330991870704,0.37681206300503856,0.4063811325986169,0.4639539848831229,3.915
UGC07577,9,0.0,0.35406265901804973,0.32859374822798937,1.3202900007842366,-0.14712685303606945,-0.22543140035413733,0.4140141999443927,0.11502481047473632,0.11502481045024204,0.11502481871706627,0.9004557110475595,1.0214290564334048,1.218092811582856,1.6049999999999998
UGC07603,12,0.0,2.355356880997134,1.9421413877467417,0.8555450577079275,2.2604490135199318,2.2173932359960897,4.6071974731471235,0.4206657877368807,0.42066578773276947,0.42066579084086286,0.17438810802244017,0.17381528219917783,0.20332821035569007,9.075
UGC07608,8,0.0,4.198281083336221,3.9546257967294363,0.9097735866592339,4.346824149128311,4.893833204911122,5.43131574984058,0.39219835239887524,0.3921983523938965,0.3921983565661169,0.14785570336529416,0.15476300404769844,0.20595303291296654,7.965
UGC07690,7,0.0,0.411143373038902,0.3488984841760175,0.543016371725355,0.6344204536302092,0.6194667259974005,1.1224613055173696,0.41106910256398965,0.41106910256398954,0.41106910567115607,0.27812872413938333,0.28576415054308185,0.312423135539775,8.684999999999999
UGC07866,7,0.0,0.7080604962412367,0.6719235888928978,0.7320486717684661,0.9178673697606479,0.9097684594260662,1.3165054155960116,0.24594378086774987,0.24594378086774993,0.24594378575183407,0.36713826732648025,0.4052400037534815,0.44940149681433245,3.9
UGC08286,17,0.0,2.381238212406352,2.2510014637029454,0.8218235599913255,2.7390325287421855,2.7252300449390123,3.919199448223769,0.48803106503924015,0.48803106503268145,0.48803106887432557,0.13711913890144647,0.14409513909404786,0.1614883849133325,12.375
UGC08490,30,0.0,3.0674063870120176,2.6684576682892898,0.8483720958674925,3.145385947142322,3.242714673049327,5.357096859329638,0.4769282788530332,0.47692827885560335,0.47692828425866696,0.15204936616927597,0.1458964622308202,0.18967692277417988,11.7525
UGC08550,11,0.0,2.650761827211476,2.3814154382343697,0.859491065318685,2.7707273924381988,3.193628663140686,4.300124681705517,0.38931195420382886,0.3893119541946024,0.38931195914735217,0.1878052715344697,0.1938697527871642,0.22144081376995828,7.86
UGC08699,39,0.0,0.6835957069335897,0.5968254156812075,1.3272983192652044,0.3132584268592365,0.2697432152497319,2.3108068496302105,0.6440280973996261,0.6440280972052301,0.6440281018854852,0.19292991146208452,0.18252448270636845,0.2880265848646763,27.225
UGC08837,7,0.0,0.45634211815516257,0.39892445912276336,0.8472600982921971,0.39058352543592695,0.3171896585458871,0.9314946465574376,0.28392483519897377,0.2839248352214331,0.28392484139212604,0.43086694772274853,0.4721118104317215,0.5301378084794998,4.755
UGC09037,19,0.0,0.6164870059985074,0.5250912983543377,1.7213808446727006,0.09091818863422663,0.15845924771557218,0.5404021707109501,0.6160094869885642,0.6160094869810608,0.6160094907013856,0.20282537411618518,0.20739789269836972,0.22750170161678332,23.325
UGC09133,68,0.0,0.9006996677062207,0.8248250133182514,1.1767356420900827,0.46895573787471145,0.02607064132311565,2.742755846492097,0.6815733015763141,0.6815732986243912,0.6815733147741914,0.20165393745390173,0.22572420875235333,0.2759702616035464,33.975
UGC09992,5,0.0,0.17023818961769532,0.16254500987904558,0.31782368894829544,0.5114313864297538,0.48134297819832383,0.7418064881028807,0.6287563348024848,0.6287563348036813,0.6287563352672771,0.03331597907874449,0.03455370369377394,0.03635211254496767,25.0
UGC10310,7,0.0,0.9344786813911263,0.9245378665141093,0.6726191210303506,1.3745340232044807,1.3717301403857514,1.5840890387858346,0.4499961566903715,0.4499961566903715,0.44999616113884633,0.19400990939956575,0.20486909132798423,0.2327152249491237,10.38
UGC11455,33,0.0,0.8773425899837101,0.834087038025894,3.169713866571458,-0.12385147555109614,-0.19178756218023618,0.5854709588870368,0.710235562474798,0.7102355619442016,0.710235565482304,0.16143950748426708,0.16974735234679864,0.19998248035200947,40.8
UGC11557,7,0.0,0.7588720582002878,0.747214219299407,2.610913946553379,-0.2861887578814274,-0.3061142669761413,-0.031046477268216632,0.46102546141797973,0.46102546062047933,0.4610254663391409,0.40084865298121686,0.405574783552929,0.42626175757611817,10.92
UGC11820,10,0.0,2.020930446121689,1.8507456537522429,0.8270124679391118,2.2378691077829105,2.4111009867874245,3.6288845461785897,0.38712345403066795,0.3871234490040129,0.38712347512573353,0.20322866938066605,0.20661285352146888,0.3051942648596327,7.78125
UGC11914,65,0.0,0.8270716206242905,0.8217876751598051,6.684902801136598,-0.10510562239931066,-0.11519673673271102,0.39987628961035515,0.7166820527604945,0.7166820527718791,0.7166820534286796,0.1692693991143587,0.17339881638397436,0.18153815131691,42.6
UGC12506,31,0.0,1.685210851006586,0.8979696346384417,0.5668593395428511,1.5841136804107656,1.452247614691844,9.085230726189465,0.6861440457723239,0.6861440457728913,0.6861440497044641,0.11612710483068728,0.11935743664642832,0.14054598348775707,34.95
UGC12632,15,0.0,1.98204443344392,1.9520622515759285,0.8120794692205534,2.4037822966384663,2.3435315421676073,2.9522251630677103,0.45172004506253793,0.45172004506694974,0.4517200516448332,0.15307147735121418,0.15688936687502697,0.19396768379217147,10.4625
UGC12732,16,0.0,2.37649974234267,2.306981614350744,0.8236571847032989,2.800900249758368,2.9843784060272296,3.5013891723344974,0.49391863540762454,0.49391863540520137,0.4939186424228862,0.13543478415680016,0.13681781081295075,0.17194078094182125,12.72
UGCA281,7,0.0,0.8705620770820768,0.7548260566975813,0.7542454130412153,1.0007698338582196,0.9040830590614464,1.8297528297528305,0.24594377716063828,0.245943777167686,0.2459437796343953,0.330130163264772,0.39680087268156305,0.41182523746713057,3.9
UGCA442,8,0.0,3.8024702156475803,3.38155001768414,0.897253668226423,3.76877814762057,3.378111240072956,7.11560991074291,0.38722812993643074,0.38722812993643074,0.3872281360173606,0.15257473536162758,0.16912168075983244,0.19096631237156633,7.784999999999999
UGCA444,36,0.0,4.080431370038411,3.4308895903017316,0.918291446703987,3.7361663365331177,3.0823653728510574,13.118545385129325,0.3052767462313859,0.3052767462265902,0.3052767505600452,0.17007081087316853,0.20298042844928427,0.2175315090997008,5.2875
