name,quality,n_points,rdisk_catalog_kpc,rdisk_used_kpc,rdisk_heuristic_kpc,rms_locked_kms,wrms_locked_kms,rms_window_catalog_kms,wrms_window_catalog_kms,rms_window_heuristic_kms,wrms_window_heuristic_kms,rms_acceleration_only_kms,wrms_acceleration_only_kms,rms_mond_kms,wrms_mond_kms
UGC07089,2,12,2.26,2.26,4.37,15.886677708807136,15.733043681839428,15.771408992272061,15.544061689340294,14.094027268117665,13.771544457049135,17.895680321556195,17.8278038504688,15.009710880541224,15.15523315397818
UGC07125,1,13,3.38,3.38,7.2,32.64071015189553,31.095305745218557,32.408753076938225,30.854131771271206,30.547261477078365,28.91717350123801,34.3521387202238,32.833160987706464,30.68426971465296,29.189491117871622
UGC07151,1,11,1.25,1.25,2.0,5.9280038393522565,5.024103169801085,6.255861906363156,5.3030403968348665,5.901842887866773,5.064805183678418,7.234927336820398,6.21624930773149,5.531709211482818,4.839762576717757
UGC07261,2,7,1.2,1.2,2.86,5.832519142855956,5.832519142855957,5.864711246784009,5.864711246784009,6.215497742882258,6.215497742882257,5.857952366535004,5.857952366535004,4.61012945815692,4.61012945815692
UGC07323,1,10,2.26,2.26,2.33,9.239765900446878,9.239765900446878,8.483269390019494,8.483269390019494,8.41051261359097,8.41051261359097,11.23113944772769,11.231139447727688,9.250899974951578,9.250899974951578
UGC07399,1,10,1.64,1.64,2.45,27.394049204266665,27.278757785600973,27.072216423311875,27.06673266628733,27.923168848282216,27.97378200169531,25.117429733479497,24.95577752560188,27.364855308575113,26.98691538492388
UGC07524,1,31,3.46,3.46,3.79,8.478639743629628,8.76936468634315,8.196925587741935,8.483366953336047,8.10651617736458,8.38910925394607,9.718157145329126,10.046581085429056,7.346302856416208,7.64221670295983
UGC07559,2,7,0.58,0.58,1.08,7.5973941981207735,7.597394198120773,10.956700031989516,10.956700031989515,10.239261710680427,10.239261710680427,11.917822730330883,11.917822730330883,10.460934313002271,10.460934313002271
UGC07577,2,9,0.9,0.9,0.75,8.745295575676073,8.745295575676074,12.802387446331382,12.80238744633138,13.004193114812848,13.004193114812848,14.15317590485314,14.15317590485314,13.11371205851881,13.11371205851881
UGC07603,1,12,0.53,0.53,1.71,7.393805022099063,7.3938050220990625,5.623121962533681,5.623121962533681,6.712865328502522,6.712865328502521,5.280425622644952,5.280425622644952,6.857775316854595,6.857775316854595
UGC07608,1,8,1.5,1.5,1.79,8.935534921067541,8.935534921067541,7.163815275884531,7.163815275884532,7.3957879602245225,7.3957879602245225,6.062629415219226,6.062629415219226,7.668994005657545,7.668994005657544
UGC07690,2,7,0.57,0.57,1.77,6.5115001252270055,6.511500125227006,7.445375353848169,7.44537535384817,6.962607436995615,6.962607436995615,7.813367532231024,7.813367532231025,6.177003950713261,6.177003950713262
UGC07866,2,7,0.61,0.61,1.0,5.7749096621400655,5.7749096621400655,8.554157892039829,8.554157892039829,8.037238830482615,8.037238830482613,9.493121236029333,9.493121236029333,8.083156173523998,8.083156173523998
UGC08286,1,17,1.05,1.05,2.84,11.445521979020283,11.123554490915508,10.256828382641023,10.002212629772895,11.95859012031699,11.64203401127693,9.1314109835331,8.930696722322942,11.204213019672554,11.122993499606292
UGC08490,1,30,0.67,0.67,3.72,8.974774408469745,8.974774408469743,7.807860693353428,7.807860693353426,10.61619363434424,10.616193634344242,7.013135111531151,7.013135111531151,8.882771430695836,8.882771430695835
UGC08550,1,11,0.45,0.45,1.95,4.819371003688903,4.6433964862473704,3.2769332184351665,3.2167493946122505,4.294399544181546,4.093350189306569,3.097935248722149,3.099723405212549,3.473349482880548,3.370660529279974
UGC08699,2,10,3.09,3.09,3.04,7.821955500684458,6.877090228850889,8.731563323232177,7.900334409339656,8.705960725223777,7.872945186380731,7.144061160107087,6.19364029798433,10.47808938889939,9.215296887465176
UGC08837,2,8,1.72,1.72,1.57,12.919872103389837,12.339903004955712,14.349091263757396,14.01571134097126,14.513725761132028,14.185922213103531,16.47384817174301,16.24892537928195,14.588051846968398,14.535440419641693
UGC09037,2,22,4.28,4.28,10.96,38.5771426789955,36.848760192154565,36.61558918138762,34.52692026185593,33.16570153596165,30.763731114360144,39.23657059770374,37.474852595886325,37.53003930954475,37.54853372568797
UGC09133,1,26,6.97,6.97,7.57,29.95817746864098,31.300012802338944,28.884813239613216,30.112776364771264,28.74696492041483,29.964684643699815,30.53329730595713,31.87770139699154,21.308805899089965,22.652839633311373
UGC09992,2,5,1.04,1.04,1.55,14.419432813078705,14.419432813078704,16.047835521359733,16.047835521359733,15.557470901324278,15.55747090132428,17.178904479574324,17.178904479574328,15.309234570923277,15.309234570923277
UGC10310,1,7,1.8,1.8,3.31,9.081227052967938,9.081227052967938,9.223555224517039,9.223555224517039,8.79137996963016,8.79137996963016,10.04977704135148,10.049777041351481,7.9733837878427645,7.9733837878427645
UGC11455,1,36,5.93,5.93,8.0,13.701974825794393,15.2610036822007,13.12763985079071,13.826938488127476,13.136318682076794,13.625787348277425,13.871376678216468,15.543755301478873,15.236212404014196,17.354456355752806
UGC11557,2,12,2.75,2.75,3.19,34.34806403759796,35.33702001043116,32.76648645657218,33.85360350916041,32.36465552698361,33.4663905960275,35.7931771928099,36.730705967190936,34.190729080222454,34.91094863680315
UGC11820,1,10,2.08,2.08,0.79,11.305635619115035,15.01521347116812,11.343294788577516,15.566303131534237,11.382846498550192,16.231417788011946,11.494059524864616,16.657160408857433,9.202664439220769,13.010444025941773
UGC12506,2,31,7.38,7.38,17.21,38.3032065688867,36.57792431251165,41.52133900171055,39.589302150167235,45.18389020501963,43.34496435312066,37.67237343183619,36.07031658337482,38.68179959828033,37.146654671130015
UGC12632,1,15,2.42,2.42,4.26,8.90541266308009,9.921055014608681,8.941870458742352,10.084579270231641,8.68104090385715,9.654718419173337,9.63206341140168,10.919146861756273,7.647547343175657,8.654366607947884
UGC12732,1,16,1.98,1.98,5.76,8.31702747021485,8.598552740360523,8.34040238904205,8.68503185947248,8.663845364953504,8.707966340556462,8.429068601740566,8.920428179188578,6.806973492095224,6.992448620344122
UGCA281,3,7,1.72,1.72,0.41,1.7841714849546604,1.6555431636060887,1.284071628594656,1.0153738417674927,2.8840204352984005,2.7564998757114787,3.8821003761826662,3.8559257261777153,2.920691365644641,2.9308749073687315
UGCA442,1,8,1.18,1.18,2.11,3.2964267917715535,3.195292372993142,3.596630701985222,2.730706733489406,2.880081964037581,2.2840631087609977,4.802765571446244,3.618362590969147,3.4511889420716586,2.9740263374428597
UGCA444,2,36,0.83,0.83,0.97,3.866945584209495,4.170033080076069,5.130195031881812,5.142844001122515,4.975555515314629,4.990825752550241,6.188584347522397,6.203926730088095,4.905547560627027,5.01266068367881
