cluster,radius_kpc,log_gbar,log_gtot,err_log_gbar,err_log_gtot,gbar,gtot,dataset,group_id,B_model,log_gtot_pred,residual_dex,sigma_residual_dex,ratio_predicted_observed,model,held_out_cluster
RXJ1347,14.3,-9.899,-9.304,0.031,0.112,1.261827534590673e-10,4.965923214503358e-10,Tian2020_CLASH,RXJ1347,18.69478116976042,-8.993488040118494,0.3105119598815058,0.1120180135650401,2.044146228244312,coupled_action_density_plus_QB,RXJ1347
RXJ1347,100.0,-9.987,-9.362,0.001,0.096,1.0303861204416158e-10,4.3451022417157143e-10,Tian2020_CLASH,RXJ1347,17.562251113164226,-9.02438287861332,0.3376171213866801,0.09600004525022751,2.1757907264113507,coupled_action_density_plus_QB,RXJ1347
RXJ1347,200.0,-10.172,-9.42,0.001,0.08,6.729766562843168e-11,3.801893963205613e-10,Tian2020_CLASH,RXJ1347,15.682714447721427,-9.092441966311677,0.32755803368832304,0.0800001676949487,2.125974414895006,coupled_action_density_plus_QB,RXJ1347
RXJ1347,400.0,-10.377,-9.529,0.001,0.061,4.197589839910069e-11,2.9580124665515466e-10,Tian2020_CLASH,RXJ1347,11.787139265273794,-9.249847820195372,0.2791521798046279,0.06100053617994087,1.9017445476899122,coupled_action_density_plus_QB,RXJ1347
RXJ1347,600.0,-10.51,-9.623,0.001,0.052,3.090295432513592e-11,2.382319469358694e-10,Tian2020_CLASH,RXJ1347,8.112901474820548,-9.437521783788387,0.18547821621161198,0.052000980844169306,1.5327743219670307,coupled_action_density_plus_QB,RXJ1347
RXJ1532,14.3,-10.126,-9.334,0.039,0.267,7.481695005111553e-11,4.6344691973628843e-10,Tian2020_CLASH,RXJ1532,9.840500300264313,-9.264827908208204,0.06917209179179551,0.2671040106677737,1.1726599470288737,coupled_action_density_plus_QB,RXJ1532
RXJ1532,100.0,-10.127,-9.5,0.002,0.222,7.464487584100654e-11,3.1622776601683795e-10,Tian2020_CLASH,RXJ1532,9.094991982365716,-9.294369715256419,0.20563028474358092,0.222000361683318,1.605573844697941,coupled_action_density_plus_QB,RXJ1532
RXJ1532,200.0,-10.354,-9.643,0.002,0.191,4.425883723626274e-11,2.275097430772067e-10,Tian2020_CLASH,RXJ1532,7.936527900661456,-9.39977750993463,0.24322249006537078,0.1910007921613972,1.7507433687876912,coupled_action_density_plus_QB,RXJ1532
RXJ1532,400.0,-10.602,-9.857,0.002,0.157,2.5003453616964296e-11,1.3899526312133555e-10,Tian2020_CLASH,RXJ1532,5.811857853851976,-9.600517273223689,0.25648272677631034,0.1570016857226561,1.8050229444046872,coupled_action_density_plus_QB,RXJ1532
RXJ1532,600.0,-10.754,-10.014,0.002,0.138,1.761976046411631e-11,9.682778562612506e-11,Tian2020_CLASH,RXJ1532,4.0694825734280355,-9.798539232724606,0.21546076727539365,0.13800252606710306,1.642331290205693,coupled_action_density_plus_QB,RXJ1532
RXJ2129,14.3,-10.133,-9.344,0.035,0.125,7.362070974947376e-11,4.5289757990362134e-10,Tian2020_CLASH,RXJ2129,5.616850606874836,-9.467443504061512,-0.1234435040615125,0.1253506401130712,0.7525866253209167,coupled_action_density_plus_QB,RXJ2129
RXJ2129,100.0,-10.39,-9.494,0.004,0.086,4.073802778041122e-11,3.2062693245054674e-10,Tian2020_CLASH,RXJ2129,5.151953770559988,-9.573625095970465,-0.07962509597046541,0.0860097547788448,0.8324820998754493,coupled_action_density_plus_QB,RXJ2129
RXJ2129,200.0,-10.561,-9.631,0.004,0.065,2.7478941531023972e-11,2.3388372386593535e-10,Tian2020_CLASH,RXJ2129,4.579031075331143,-9.677137991281619,-0.04613799128161844,0.0650170158842967,0.8992118235658856,coupled_action_density_plus_QB,RXJ2129
RXJ2129,400.0,-10.738,-9.843,0.003,0.057,1.8281002161427447e-11,1.435489433353656e-10,Tian2020_CLASH,RXJ2129,3.540609231304607,-9.845059835990371,-0.002059835990371184,0.05701422240772489,0.99526828236927,coupled_action_density_plus_QB,RXJ2129
RXJ2129,600.0,-10.854,-10.002,0.003,0.062,1.3995873225726206e-11,9.954054173515254e-11,Tian2020_CLASH,RXJ2129,2.5739143580502604,-10.016226358146035,-0.014226358146034457,0.06201561621438113,0.9677733127296354,coupled_action_density_plus_QB,RXJ2129
RXJ2248,30.3,-10.209,-9.387,0.033,0.145,6.180164001384164e-11,4.102041029866064e-10,Tian2020_CLASH,RXJ2248,11.578671805286492,-9.218736408265922,0.16826359173407823,0.14514941037826612,1.4732063825522823,coupled_action_density_plus_QB,RXJ2248
RXJ2248,100.0,-10.313,-9.449,0.005,0.119,4.864072056914609e-11,3.556313185689855e-10,Tian2020_CLASH,RXJ2248,11.32574349106299,-9.250061925526236,0.1989380744737641,0.1190058521143163,1.5810225870939614,coupled_action_density_plus_QB,RXJ2248
RXJ2248,200.0,-10.354,-9.526,0.003,0.093,4.425883723626274e-11,2.978516429429191e-10,Tian2020_CLASH,RXJ2248,10.757730314630958,-9.280530842964337,0.24546915703566263,0.09300310423948531,1.75982367923762,coupled_action_density_plus_QB,RXJ2248
RXJ2248,400.0,-10.431,-9.661,0.003,0.065,3.7068072178257674e-11,2.1827299118430035e-10,Tian2020_CLASH,RXJ2248,9.0095246455093,-9.371847072248691,0.2891529277513083,0.06500579626897898,1.9460452202565781,coupled_action_density_plus_QB,RXJ2248
RXJ2248,600.0,-10.525,-9.773,0.003,0.058,2.985382618917957e-11,1.6865530253887423e-10,Tian2020_CLASH,RXJ2248,6.66729779108576,-9.519855934296773,0.2531440657032267,0.058008738941402745,1.7911999386796071,coupled_action_density_plus_QB,RXJ2248
