cluster,radius_kpc,log_gbar,log_gtot,err_log_gbar,err_log_gtot,gbar,gtot,dataset,group_id,B_model,log_gtot_pred,residual_dex,sigma_residual_dex,ratio_predicted_observed,model,held_out_cluster
A383,14.3,-9.91,-9.288,0.039,0.128,1.2302687708123812e-10,5.152286445817561e-10,Tian2020_CLASH,A383,8.463286700536797,-9.278921759026911,0.00907824097308918,0.1282066002227163,1.021123429159024,density_helmholtz,A383
A383,100.0,-10.489,-9.434,0.007,0.089,3.243396173493487e-11,3.6812897364253203e-10,Tian2020_CLASH,A383,5.737151855946825,-9.565905406399404,-0.1319054063994045,0.08903130971735909,0.7380649704174462,density_helmholtz,A383
A383,200.0,-10.677,-9.567,0.004,0.068,2.1037784397664772e-11,2.7101916318908416e-10,Tian2020_CLASH,A383,4.137111685098829,-9.760627857487183,-0.1936278574871828,0.06801907044112446,0.6402832526724578,density_helmholtz,A383
A383,400.0,-10.883,-9.772,0.004,0.059,1.3091819229994098e-11,1.6904409316432633e-10,Tian2020_CLASH,A383,3.142673773652346,-9.954178792250357,-0.18217879225035638,0.05902782142586483,0.6573871456263015,density_helmholtz,A383
A611,22.2,-10.136,-9.381,0.036,0.124,7.311390834834187e-11,4.159106104940219e-10,Tian2020_CLASH,A611,4.583819864592865,-9.535972098407143,-0.15497209840714277,0.1244751396702235,0.6998869593497677,density_helmholtz,A611
A611,100.0,-10.504,-9.454,0.005,0.1,3.1332857243155885e-11,3.5156044052829763e-10,Tian2020_CLASH,A611,3.42674113014372,-9.7619193296617,-0.3079193296616989,0.10001891587720677,0.4921309406708686,density_helmholtz,A611
A611,200.0,-10.622,-9.538,0.005,0.08,2.387811282913178e-11,2.897343587701321e-10,Tian2020_CLASH,A611,2.56536279207104,-9.912822982723501,-0.3748229827235008,0.08002988635150969,0.4218684208366989,density_helmholtz,A611
A611,400.0,-10.767,-9.683,0.004,0.06,1.7100153150902897e-11,2.0749135174549106e-10,Tian2020_CLASH,A611,1.778733923696905,-10.106415955981229,-0.4234159559812287,0.06003214448054559,0.3772107352061565,density_helmholtz,A611
A611,600.0,-10.876,-9.801,0.004,0.056,1.3304544179780928e-11,1.5812480392703828e-10,Tian2020_CLASH,A611,1.3555447507484726,-10.25297754762337,-0.45197754762337006,0.05603956781446045,0.35320142930678144,density_helmholtz,A611
MACS0329,22.2,-9.871,-9.145,0.032,0.112,1.345860354055947e-10,7.161434102129027e-10,Tian2020_CLASH,MACS0329,20.166617612564917,-8.963044530950498,0.18195546904950177,0.11201154540638492,1.5203916264035862,density_helmholtz,MACS0329
MACS0329,100.0,-10.267,-9.296,0.005,0.084,5.407543229455815e-11,5.058246620031147e-10,Tian2020_CLASH,MACS0329,18.241815008248015,-9.048302513730679,0.24769748626932042,0.08400546551254107,1.7688763941666852,density_helmholtz,MACS0329
MACS0329,200.0,-10.487,-9.445,0.004,0.066,3.258367010020087e-11,3.5892193464500497e-10,Tian2020_CLASH,MACS0329,17.012286605359588,-9.129074182150827,0.3159258178491733,0.06600947657674143,2.069787776665622,density_helmholtz,MACS0329
MACS0416,14.3,-10.67,-9.541,0.043,0.096,2.1379620895022323e-11,2.877398414735667e-10,Tian2020_CLASH,MACS0416,32.830769911478015,-8.907370823778946,0.6336291762210546,0.09704070952029921,4.301591608186084,density_helmholtz,MACS0416
MACS0416,200.0,-10.727,-9.688,0.034,0.069,1.8749945080674173e-11,2.0511621788255626e-10,Tian2020_CLASH,MACS0416,21.032610134210145,-9.11621090437573,0.5717890956242702,0.07003512573067622,3.7306894209148944,density_helmholtz,MACS0416
MACS0416,400.0,-10.722,-9.82,0.035,0.058,1.8967059212111484e-11,1.5135612484362072e-10,Tian2020_CLASH,MACS0416,15.441596083818878,-9.244786670826565,0.5752133291734349,0.05933188094261871,3.7602206419365705,density_helmholtz,MACS0416
MACS0429,17.2,-9.743,-9.328,0.036,0.148,1.8071741260109256e-10,4.69894108605216e-10,Tian2020_CLASH,MACS0429,24.69794976525055,-8.88301100516301,0.44498899483699006,0.1480001615982881,2.78605056831036,density_helmholtz,MACS0429
MACS0429,100.0,-10.293,-9.446,0.008,0.108,5.0933087105719625e-11,3.580964371026362e-10,Tian2020_CLASH,MACS0429,21.88168298321478,-8.978589779760759,0.46741022023924117,0.10801119481103053,2.933662978206191,density_helmholtz,MACS0429
MACS0429,200.0,-10.526,-9.558,0.006,0.081,2.978516429429191e-11,2.766941645411513e-10,Tian2020_CLASH,MACS0429,20.29041050579664,-9.066619479845064,0.4913805201549355,0.08101852861598816,3.100134385449204,density_helmholtz,MACS0429
MACS0647,14.3,-10.007,-9.279,0.043,0.156,9.840111057611345e-11,5.260172663907063e-10,Tian2020_CLASH,MACS0647,30.81539756322086,-8.802096550540927,0.4769034494590727,0.15601896440093443,2.998495831774472,density_helmholtz,MACS0647
MACS0647,100.0,-10.35,-9.379,0.01,0.12,4.4668359215096346e-11,4.178303666466222e-10,Tian2020_CLASH,MACS0647,27.151403112264447,-8.900335381211116,0.47866461878888344,0.12001863043073477,3.010680147220911,density_helmholtz,MACS0647
MACS0647,200.0,-10.456,-9.477,0.007,0.095,3.499451670283577e-11,3.334264127632347e-10,Tian2020_CLASH,MACS0647,25.140531244663944,-8.957504505983493,0.5194954940165069,0.09501705566820955,3.307466804088976,density_helmholtz,MACS0647
MACS0717,14.3,-10.184,-9.557,0.043,0.078,6.54636174067276e-11,2.773320104651838e-10,Tian2020_CLASH,MACS0717,6.801687411271354,-9.413389912135296,0.14361008786470464,0.0787261204720651,1.3919065799021313,density_helmholtz,MACS0717
MACS0717,100.0,-10.769,-9.593,0.007,0.071,1.70215850839495e-11,2.5527013026612473e-10,Tian2020_CLASH,MACS0717,5.3684581326125365,-9.696074851054332,-0.10307485105433223,0.0710564062454693,0.7887241685658413,density_helmholtz,MACS0717
MACS0717,200.0,-10.699,-9.632,0.006,0.064,1.9998618696327447e-11,2.3334580622810043e-10,Tian2020_CLASH,MACS0717,4.434967013628106,-9.742782077431213,-0.11078207743121382,0.06404542467796649,0.7748505088323596,density_helmholtz,MACS0717
MACS0717,400.0,-10.566,-9.709,0.004,0.055,2.716439268839078e-11,1.9543394557753964e-10,Tian2020_CLASH,MACS0717,3.486050704137828,-9.780126547113154,-0.07112654711315436,0.055022967037222884,0.8489330722086864,density_helmholtz,MACS0717
MACS0717,600.0,-10.543,-9.778,0.003,0.05,2.8641779699065855e-11,1.667247212551061e-10,Tian2020_CLASH,MACS0717,2.7607873989058738,-9.853459596300358,-0.07545959630035703,0.05001582467884487,0.840505198146248,density_helmholtz,MACS0717
MACS0744,14.3,-9.668,-9.283,0.043,0.139,2.1478304741305376e-10,5.211947111050811e-10,Tian2020_CLASH,MACS0744,12.068654291134825,-9.124924080666204,0.15807591933379506,0.13914951600211883,1.4390501176655144,density_helmholtz,MACS0744
MACS0744,100.0,-10.295,-9.364,0.008,0.111,5.0699070827470445e-11,4.325138310350079e-10,Tian2020_CLASH,MACS0744,7.7854769792237475,-9.39136264147807,-0.027362641478068994,0.11101947840149809,0.9389389570322799,density_helmholtz,MACS0744
MACS0744,200.0,-10.443,-9.445,0.006,0.087,3.6057864302164274e-11,3.5892193464500497e-10,Tian2020_CLASH,MACS0744,5.213309214629891,-9.586677615179566,-0.14167761517956556,0.08702315388080624,0.721642969319541,density_helmholtz,MACS0744
MACS0744,400.0,-10.568,-9.592,0.005,0.064,2.7039583641088462e-11,2.5585858869056426e-10,Tian2020_CLASH,MACS0744,3.3948031132371757,-9.790539015476462,-0.19853901547646124,0.064031300508118,0.6330834851803528,density_helmholtz,MACS0744
MACS0744,600.0,-10.667,-9.709,0.005,0.057,2.1527817347243738e-11,1.9543394557753964e-10,Tian2020_CLASH,MACS0744,2.546255380345195,-9.935272472852024,-0.226272472852024,0.05704312219792181,0.5939194214511604,density_helmholtz,MACS0744
MACS1115,16.2,-10.291,-9.479,0.019,0.106,5.116818355403073e-11,3.31894457552611e-10,Tian2020_CLASH,MACS1115,32.89578582318516,-8.808276710160435,0.6707232898395645,0.10605527035862879,4.6851477345191395,density_helmholtz,MACS1115
MACS1115,100.0,-10.256,-9.542,0.005,0.091,5.546257129579104e-11,2.870780582024692e-10,Tian2020_CLASH,MACS1115,29.30952270522108,-8.850514685268228,0.6914853147317714,0.09100386970934601,4.914567617601848,density_helmholtz,MACS1115
MACS1115,200.0,-10.445,-9.607,0.003,0.077,3.58921934645005e-11,2.4717241450161343e-10,Tian2020_CLASH,MACS1115,27.31186477168137,-8.91984055288832,0.6871594471116786,0.07700367851268433,4.865858182827771,density_helmholtz,MACS1115
MACS1149,14.3,-10.224,-9.509,0.043,0.107,5.970352865838366e-11,3.097419299216578e-10,Tian2020_CLASH,MACS1149,42.13043970257376,-8.693348539679471,0.8156514603205292,0.10717546313855963,6.541110116266561,density_helmholtz,MACS1149
MACS1149,200.0,-10.614,-9.598,0.012,0.085,2.432204009073811e-11,2.5234807724805705e-10,Tian2020_CLASH,MACS1149,26.625262888081455,-8.97850752102794,0.6194924789720613,0.08508352563519335,4.163825101308538,density_helmholtz,MACS1149
MACS1149,400.0,-10.618,-9.686,0.008,0.07,2.4099054286865932e-11,2.0606299132700004e-10,Tian2020_CLASH,MACS1149,19.292825243191775,-9.115884488279898,0.5701155117201022,0.07004719775998282,3.716340615324887,density_helmholtz,MACS1149
MACS1206,14.3,-10.542,-9.328,0.043,0.13,2.870780582024692e-11,4.69894108605216e-10,Tian2020_CLASH,MACS1206,12.154903636899807,-9.28410122088103,0.04389877911896889,0.13068208282810478,1.1063658935678249,density_helmholtz,MACS1206
MACS1206,100.0,-10.35,-9.407,0.008,0.106,4.4668359215096346e-11,3.917418771077831e-10,Tian2020_CLASH,MACS1206,8.081184229488736,-9.391705666965855,0.015294333034145069,0.10602240297880379,1.035843948107506,density_helmholtz,MACS1206
MACS1206,200.0,-10.432,-9.487,0.005,0.086,3.698281797802659e-11,3.258367010020087e-10,Tian2020_CLASH,MACS1206,5.599060258505699,-9.556266792341285,-0.06926679234128486,0.08601539504054467,0.852576205260576,density_helmholtz,MACS1206
MACS1206,400.0,-10.523,-9.627,0.004,0.064,2.999162518987653e-11,2.360478233180573e-10,Tian2020_CLASH,MACS1206,3.755230074923498,-9.736335719722177,-0.1093357197221767,0.06401829122573316,0.777435343117627,density_helmholtz,MACS1206
MACS1206,600.0,-10.61,-9.744,0.004,0.054,2.4547089156850335e-11,1.8030177408595698e-10,Tian2020_CLASH,MACS1206,2.844081652995161,-9.87131760771658,-0.12731760771658074,0.05402672535513031,0.7459030659664586,density_helmholtz,MACS1206
MACS1720,23.6,-9.948,-9.342,0.032,0.128,1.1271974561755093e-10,4.54988060150048e-10,Tian2020_CLASH,MACS1720,6.976999107674739,-9.350178003305617,-0.008178003305616244,0.1281978526548455,0.9813456386430708,density_helmholtz,MACS1720
MACS1720,100.0,-10.371,-9.423,0.005,0.102,4.2559841313374265e-11,3.77572190925416e-10,Tian2020_CLASH,MACS1720,5.52436961760026,-9.541828203938856,-0.11882820393885574,0.10201196211407342,0.7606271025403903,density_helmholtz,MACS1720
MACS1720,200.0,-10.531,-9.515,0.004,0.08,2.944421633798757e-11,3.0549211132155093e-10,Tian2020_CLASH,MACS1720,4.434587532233696,-9.678071065327996,-0.16307106532799587,0.08001356683259037,0.6869560214792504,density_helmholtz,MACS1720
MACS1720,400.0,-10.693,-9.67,0.005,0.059,2.0276827195212838e-11,2.1379620895022325e-10,Tian2020_CLASH,MACS1720,3.510334255113825,-9.82934160260101,-0.15934160260101038,0.0590369906210513,0.6928805931862405,density_helmholtz,MACS1720
MACS1931,14.3,-9.997,-9.308,0.039,0.175,1.0069316688518044e-10,4.920395356814511e-10,Tian2020_CLASH,MACS1931,15.615487854004453,-9.070612647123735,0.2373873528762651,0.17505061510971331,1.7273778758342249,density_helmholtz,MACS1931
MACS1931,100.0,-10.171,-9.409,0.002,0.127,6.74528027697923e-11,3.899419866765428e-10,Tian2020_CLASH,MACS1931,9.456995111497498,-9.288727713674021,0.12027228632597975,0.1270006747072341,1.319083495157051,density_helmholtz,MACS1931
MACS1931,200.0,-10.387,-9.507,0.002,0.095,4.102041029866064e-11,3.11171633710602e-10,Tian2020_CLASH,MACS1931,5.8477439066952375,-9.525635072205562,-0.018635072205562153,0.09500203101996858,0.9579987177598965,density_helmholtz,MACS1931
MACS1931,400.0,-10.589,-9.668,0.002,0.069,2.576321157002573e-11,2.1478304741305376e-10,Tian2020_CLASH,MACS1931,3.5315503782366764,-9.78456782223543,-0.1165678222354316,0.06900463829402738,0.7645962748149787,density_helmholtz,MACS1931
MACS1931,600.0,-10.728,-9.793,0.003,0.07,1.8706821403658015e-11,1.610645635178273e-10,Tian2020_CLASH,MACS1931,2.5964050392678057,-9.955518163871803,-0.16251816387180362,0.0700129513402714,0.6878311439534348,density_helmholtz,MACS1931
MS2137,14.3,-9.921,-9.567,0.036,0.171,1.1994993031493807e-10,2.7101916318908416e-10,Tian2020_CLASH,MS2137,35.31270831266008,-8.743690247588424,0.8233097524115767,0.17100081753091168,6.65747819082178,density_helmholtz,MS2137
MS2137,100.0,-10.254,-9.625,0.002,0.136,5.5718574893193044e-11,2.371373705661655e-10,Tian2020_CLASH,MS2137,30.781409092034995,-8.829720416362944,0.7952795836370559,0.13600040218412301,6.241365034865217,density_helmholtz,MS2137
MS2137,200.0,-10.511,-9.692,0.003,0.105,3.0831879502493595e-11,2.032357010936221e-10,Tian2020_CLASH,MS2137,28.39575939149747,-8.920800462958441,0.771199537041559,0.10500326413926614,5.9047231096245625,density_helmholtz,MS2137
RXJ1347,14.3,-9.899,-9.304,0.031,0.112,1.261827534590673e-10,4.965923214503358e-10,Tian2020_CLASH,RXJ1347,26.731735395834665,-8.854723017103272,0.4492769828967287,0.11200348293760708,2.81369476720514,density_helmholtz,RXJ1347
RXJ1347,100.0,-9.987,-9.362,0.001,0.096,1.0303861204416158e-10,4.3451022417157143e-10,Tian2020_CLASH,RXJ1347,16.15185695003195,-9.056626956847643,0.3053730431523576,0.09600005393095112,2.0201008117300114,density_helmholtz,RXJ1347
RXJ1347,200.0,-10.172,-9.42,0.001,0.08,6.729766562843168e-11,3.801893963205613e-10,Tian2020_CLASH,RXJ1347,9.914646034875782,-9.271042820301497,0.14895717969850253,0.08000025612566938,1.4091498530774822,density_helmholtz,RXJ1347
RXJ1347,400.0,-10.377,-9.529,0.001,0.061,4.197589839910069e-11,2.9580124665515466e-10,Tian2020_CLASH,RXJ1347,5.850326793991105,-9.522376132252331,0.006623867747668655,0.06100077832738234,1.0153689247703905,density_helmholtz,RXJ1347
RXJ1347,600.0,-10.51,-9.623,0.001,0.052,3.090295432513592e-11,2.382319469358694e-10,Tian2020_CLASH,RXJ1347,4.189769643305831,-9.691388332698253,-0.0683883326982535,0.05200131179496258,0.8543024803943229,density_helmholtz,RXJ1347
RXJ1532,14.3,-10.126,-9.334,0.039,0.267,7.481695005111553e-11,4.6344691973628843e-10,Tian2020_CLASH,RXJ1532,16.838960986943576,-9.057117450393953,0.2768825496060465,0.2670574449366931,1.8918319233276217,density_helmholtz,RXJ1532
RXJ1532,100.0,-10.127,-9.5,0.002,0.222,7.464487584100654e-11,3.1622776601683795e-10,Tian2020_CLASH,RXJ1532,10.069166807639068,-9.25640013482733,0.24359986517266918,0.22200032122851662,1.7522653178923993,density_helmholtz,RXJ1532
RXJ1532,200.0,-10.354,-9.643,0.002,0.191,4.425883723626274e-11,2.275097430772067e-10,Tian2020_CLASH,RXJ1532,6.113823039891359,-9.498941516984418,0.14405848301558244,0.19100093171620405,1.3933444210259447,density_helmholtz,RXJ1532
RXJ1532,400.0,-10.602,-9.857,0.002,0.157,2.5003453616964296e-11,1.3899526312133555e-10,Tian2020_CLASH,RXJ1532,3.6310818406114325,-9.779550226063574,0.07744977393642571,0.1570020351674251,1.195225290132269,density_helmholtz,RXJ1532
RXJ1532,600.0,-10.754,-10.014,0.002,0.138,1.761976046411631e-11,9.682778562612506e-11,Tian2020_CLASH,RXJ1532,2.6744202493861025,-9.95644655798891,0.05755344201108947,0.13800292589220636,1.1417037880813565,density_helmholtz,RXJ1532
RXJ2129,14.3,-10.133,-9.344,0.035,0.125,7.362070974947376e-11,4.5289757990362134e-10,Tian2020_CLASH,RXJ2129,9.443569174142489,-9.281579403791149,0.062420596208850654,0.12519088723378344,1.154570870596439,density_helmholtz,RXJ2129
RXJ2129,100.0,-10.39,-9.494,0.004,0.086,4.073802778041122e-11,3.2062693245054674e-10,Tian2020_CLASH,RXJ2129,5.921350765210227,-9.521875508094665,-0.02787550809466488,0.08600894803843383,0.9378308006038926,density_helmholtz,RXJ2129
RXJ2129,200.0,-10.561,-9.631,0.004,0.065,2.7478941531023972e-11,2.3388372386593535e-10,Tian2020_CLASH,RXJ2129,3.8289062482586904,-9.743859914732111,-0.11285991473211077,0.06501848075399301,0.7711521704461991,density_helmholtz,RXJ2129
RXJ2129,400.0,-10.738,-9.843,0.003,0.057,1.8281002161427447e-11,1.435489433353656e-10,Tian2020_CLASH,RXJ2129,2.422488572545999,-9.984955903017553,-0.14195590301755345,0.05701645417021753,0.7211807020296146,density_helmholtz,RXJ2129
RXJ2129,600.0,-10.854,-10.002,0.003,0.062,1.3995873225726206e-11,9.954054173515254e-11,Tian2020_CLASH,RXJ2129,1.8168137587333077,-10.14198143898864,-0.1399814389886398,0.06201774454044981,0.7244669219038513,density_helmholtz,RXJ2129
RXJ2248,30.3,-10.209,-9.387,0.033,0.145,6.180164001384164e-11,4.102041029866064e-10,Tian2020_CLASH,RXJ2248,7.583161922866197,-9.379752090429532,0.0072479095704682805,0.14521694381390476,1.0168289666441546,density_helmholtz,RXJ2248
RXJ2248,100.0,-10.313,-9.449,0.005,0.119,4.864072056914609e-11,3.556313185689855e-10,Tian2020_CLASH,RXJ2248,6.411450597516542,-9.469289633530794,-0.02028963353079405,0.11900844477957952,0.9543559082043718,density_helmholtz,RXJ2248
RXJ2248,200.0,-10.354,-9.526,0.003,0.093,4.425883723626274e-11,2.978516429429191e-10,Tian2020_CLASH,RXJ2248,5.263990883592204,-9.554258822628174,-0.028258822628174585,0.09300476341321613,0.9370034228808546,density_helmholtz,RXJ2248
RXJ2248,400.0,-10.431,-9.661,0.003,0.065,3.7068072178257674e-11,2.1827299118430035e-10,Tian2020_CLASH,RXJ2248,3.88380455865657,-9.689949965550717,-0.028949965550717494,0.06500910927957625,0.9355134471123044,density_helmholtz,RXJ2248
RXJ2248,600.0,-10.525,-9.773,0.003,0.058,2.985382618917957e-11,1.6865530253887423e-10,Tian2020_CLASH,RXJ2248,3.0049239805613683,-9.816582148501668,-0.04358214850166853,0.05801285334057968,0.9045193281831693,density_helmholtz,RXJ2248
