candidate_id,family,feature,fixed_slope,parameter_count,predicted_sign,mean_fold_improvement_fraction,median_fold_improvement_fraction,fold_wins,q_min,q_median,q_max,cv_equal_galaxy_RMSE_km_s,cv_pooled_RMSE_km_s,improvement_vs_constant_fraction,rank
free_loglinear__baryonic_mass,unconstrained_log_linear,baryonic_mass,,2,learned,0.07445162079038792,0.07752842302330265,4,1.078186688118891,1.2841810393714903,2.1138512234221127,11.60500671068671,11.642281964832009,0.08002235757902454,28
inverse_loglinear__baryonic_mass,inverse_log_linear,baryonic_mass,,2,inverse,0.0744516193890096,0.0775284213115951,4,1.0781866853315554,1.2841810443697486,2.113851236609822,11.605006722772723,11.64228195482452,0.08002235662091561,29
inverse_hill0_m0.5__pair_surface_L100p0kpc,inverse_hill_zero_floor,pair_surface_L100p0kpc,0.5,2,inverse,0.07421804368374268,0.08016468609927163,4,1.0651341678894253,1.2963230521188778,1.8727007757181253,11.606117638905609,11.641646152633115,0.0799342896313534,30
inverse_hill0_m0.5__pair_count_L100p0kpc,inverse_hill_zero_floor,pair_count_L100p0kpc,0.5,2,inverse,0.07412543146381004,0.07887377930348044,4,1.0657680902447693,1.2963210582218343,1.870356917568528,11.608664742896039,11.638719718793645,0.07973236999592914,31
inverse_hillfloor_m1__pair_surface_L100p0kpc,inverse_hill_free_floor,pair_surface_L100p0kpc,1.0,3,inverse,0.07324239652177822,0.08218921595215456,4,1.0874713577816695,1.280588660725523,2.0236391912658425,11.609006509193625,11.673636964589525,0.07970527674552863,32
inverse_hillfloor_m1__pair_count_L100p0kpc,inverse_hill_free_floor,pair_count_L100p0kpc,1.0,3,inverse,0.07331133290964104,0.0812028926241708,4,1.08465755117428,1.280814359354308,2.0249007646738137,11.609684790289862,11.6702929802824,0.07965150655311337,33
quadratic_log__outward_radial_column,quadratic_log_response_diagnostic,outward_radial_column,,3,nonmonotonic,0.08673398604702712,0.054822111154857855,4,0.7539991169816272,1.2684694816581965,1.451361969645713,11.609988900815639,11.209443458545575,0.0796273984339615,34
inverse_hillfloor_m1__pair_surface_L300p0kpc,inverse_hill_free_floor,pair_surface_L300p0kpc,1.0,3,inverse,0.07334454183649758,0.08044295212255931,4,1.082538209297921,1.2809756659556344,2.025797191614796,11.610423796559415,11.668071988683154,0.07959292242106186,35
inverse_hillfloor_m1__pair_count_L300p0kpc,inverse_hill_free_floor,pair_count_L300p0kpc,1.0,3,inverse,0.07334682982938917,0.0803213077776343,4,1.082196099938083,1.2809991936021148,2.025958713986124,11.610561952380468,11.66776018698421,0.07958197022864111,36
inverse_hill0_m0.5__pair_surface_L300p0kpc,inverse_hill_zero_floor,pair_surface_L300p0kpc,0.5,2,inverse,0.07404975366827019,0.07789298279427942,4,1.0638325244442597,1.2963214076731002,1.8683480652421591,11.610696423248882,11.63665526992524,0.07957131015789909,37
inverse_hillfloor_m1__baryonic_mass,inverse_hill_free_floor,baryonic_mass,1.0,3,inverse,0.07334868180763437,0.08019942573249672,4,1.0818540650612747,1.2810225945967624,2.026122292881524,11.610704807736527,11.667455229003806,0.07957064548433457,38
inverse_hill0_m0.5__pair_count_L300p0kpc,inverse_hill_zero_floor,pair_count_L300p0kpc,0.5,2,inverse,0.07403460393530836,0.07773592148256941,4,1.0634655458261644,1.2963231304088294,1.8680007243663133,11.611041632887515,11.636364898552705,0.07954394393938602,39
inverse_hillfloor_m1__pair_count_L30p0kpc,inverse_hill_free_floor,pair_count_L30p0kpc,1.0,3,inverse,0.07218639011787861,0.08643331785433278,4,1.0895904779942325,1.2789940052706388,2.0257907409496574,11.611259391820738,11.699430357401566,0.07952668127379714,40
inverse_hill0_m0.5__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,0.5,2,inverse,0.07401924708922578,0.0775788099410904,4,1.0630991659754316,1.2963247832013112,1.8676521174105583,11.611389445234478,11.636078772601044,0.07951637139324785,41
free_loglinear__pair_count_L10p0kpc,unconstrained_log_linear,pair_count_L10p0kpc,,2,learned,0.06950997046980681,0.09451069289348274,3,1.0802906006992041,1.2848540156894799,2.172156532319993,11.61949811328881,11.770544724004168,0.07887356320659433,42
inverse_loglinear__pair_count_L10p0kpc,inverse_log_linear,pair_count_L10p0kpc,,2,inverse,0.06950997105513698,0.09451069138850932,3,1.0802905993617793,1.2848540127548627,2.172156507281317,11.619498119246831,11.770544731928128,0.07887356273427693,43
inverse_hillfloor_m2__pair_surface_L100p0kpc,inverse_hill_free_floor,pair_surface_L100p0kpc,2.0,3,inverse,0.07098129469815015,0.08570946459011525,3,1.0994553537128848,1.2735468239607224,1.8323512665256618,11.623139021294078,11.721909974760429,0.07858493313110515,44
inverse_hillfloor_m2__pair_count_L100p0kpc,inverse_hill_free_floor,pair_count_L100p0kpc,2.0,3,inverse,0.07106950236339937,0.08489728169786981,3,1.097063686472725,1.2740232383446335,1.833503753048584,11.623512778974172,11.719206142276741,0.07855530378939579,45
inverse_hillfloor_m2__pair_surface_L300p0kpc,inverse_hill_free_floor,pair_surface_L300p0kpc,2.0,3,inverse,0.07111720930386364,0.08426733031006833,3,1.095261202203035,1.2743677711685648,1.8342358183813405,11.624011466566873,11.71744250840485,0.07851577072859928,46
inverse_hillfloor_m2__pair_count_L300p0kpc,inverse_hill_free_floor,pair_count_L300p0kpc,2.0,3,inverse,0.07112211708833288,0.08416742821332568,3,1.0949748886783468,1.2744177311667055,1.834349688666567,11.624108262081366,11.717198497210088,0.07850809734146214,47
quadratic_log__pair_surface_L100p0kpc,quadratic_log_response_diagnostic,pair_surface_L100p0kpc,,3,nonmonotonic,0.0724278812788047,0.07980194148710001,4,1.079446079989607,1.2851272184498899,2.1438674109967297,11.624115003948196,11.669350136134698,0.07850756288535132,48
inverse_hillfloor_m2__baryonic_mass,inverse_hill_free_floor,baryonic_mass,2.0,3,inverse,0.07112664446465225,0.08406724253979708,3,1.0946888274277087,1.2744673092715595,1.834464800182531,11.624209431375721,11.71696043565284,0.07850007722641805,49
quadratic_log__pair_count_L100p0kpc,quadratic_log_response_diagnostic,pair_count_L100p0kpc,,3,nonmonotonic,0.07246119626331954,0.07868003701128173,4,1.0762215108168023,1.2851949901636748,2.148472967652739,11.625096615446132,11.665762823778346,0.07842974641749767,50
quadratic_log__pair_surface_L300p0kpc,quadratic_log_response_diagnostic,pair_surface_L300p0kpc,,3,nonmonotonic,0.07246812364049968,0.07781601270518718,4,1.0738041278313362,1.2852332482171658,2.1520744466144124,11.626061405388466,11.663370328567597,0.07835326346503524,51
inverse_hillfloor_m2__pair_count_L30p0kpc,inverse_hill_free_floor,pair_count_L30p0kpc,2.0,3,inverse,0.06990773443205503,0.08925478724900687,3,1.0997736205943045,1.270007970705516,1.8321991478225663,11.62609942483885,11.74314207103567,0.07835024950345792,52
quadratic_log__pair_count_L300p0kpc,quadratic_log_response_diagnostic,pair_count_L300p0kpc,,3,nonmonotonic,0.07246564910724054,0.07767683634777006,4,1.0734130662896746,1.2852370041896257,2.1527189029364906,11.62624178622339,11.66303928453812,0.07833896391834916,53
quadratic_log__baryonic_mass,quadratic_log_response_diagnostic,baryonic_mass,,3,nonmonotonic,0.07246272677535204,0.07753737841305525,4,1.0730224005730737,1.2852404408728129,2.1533673889732174,11.626427079225353,11.662715930350942,0.07832427496354266,54
quadratic_log__pair_count_L30p0kpc,quadratic_log_response_diagnostic,pair_count_L30p0kpc,,3,nonmonotonic,0.07137353209083336,0.08449309051299447,4,1.0805008304065944,1.2840579331540392,2.140402057910899,11.62668485644974,11.698691431198057,0.07830383987986933,55
inverse_hillfloor_m1__pair_surface_L30p0kpc,inverse_hill_free_floor,pair_surface_L30p0kpc,1.0,3,inverse,0.06959930303482162,0.09161709729369472,3,1.0780772231214808,1.2771485275691647,2.038953466650203,11.627941455002183,11.754014998305195,0.0782042240327987,56
inverse_hill0_m0.5__pair_count_L10p0kpc,inverse_hill_zero_floor,pair_count_L10p0kpc,0.5,2,inverse,0.06780259104769557,0.08780923512560246,3,1.0577532508908574,1.2968905076627348,1.9167215701072808,11.640113685901259,11.807661009871683,0.0772392801456725,57
inverse_hillfloor_m1__outward_radial_column,inverse_hill_free_floor,outward_radial_column,1.0,3,inverse,0.08285622803208625,0.05557751501366104,4,0.8291204696864769,1.2614158171369807,1.4997684566427103,11.6415845463931,11.219979196909915,0.07712267885440671,58
inverse_hillfloor_m2__pair_surface_L30p0kpc,inverse_hill_free_floor,pair_surface_L30p0kpc,2.0,3,inverse,0.06743566915268356,0.09302516093860302,3,1.0901314335534593,1.2659269914856055,1.8461843784406475,11.64213044169175,11.786977123877476,0.0770794034404082,59
quadratic_log__pair_surface_L30p0kpc,quadratic_log_response_diagnostic,pair_surface_L30p0kpc,,3,nonmonotonic,0.06854800979101705,0.08997558062184996,4,1.0684283557547245,1.2820981790915082,2.1442981829379257,11.646198847309066,11.761797356455805,0.07675688383300605,60
inverse_hill0_m1__pair_count_L30p0kpc,inverse_hill_zero_floor,pair_count_L30p0kpc,1.0,2,inverse,0.07010885039141707,0.08280195389277911,4,1.0450003219551853,1.3143079615784998,1.63638984969408,11.656198087318682,11.700629312079515,0.07596420206388843,61
inverse_hill0_m1__pair_surface_L30p0kpc,inverse_hill_zero_floor,pair_surface_L30p0kpc,1.0,2,inverse,0.06870801515791924,0.0815022607715114,4,1.0416555867801356,1.313802535731861,1.6409923174537573,11.660939907704748,11.768249365652636,0.07558829803829759,62
quadratic_log__pair_surface_L1p0R80,quadratic_log_response_diagnostic,pair_surface_L1p0R80,,3,nonmonotonic,0.058659246914077506,0.08266988533503328,3,1.1367046255369444,1.2378044989357941,2.365633042334028,11.662618399073276,11.77274366716195,0.07545523697503931,63
inverse_hill0_m1__pair_surface_L100p0kpc,inverse_hill_zero_floor,pair_surface_L100p0kpc,1.0,2,inverse,0.07033636129712215,0.07518869380886878,4,1.047097021481282,1.3139671867778704,1.637478294454875,11.663451686394437,11.668875881205107,0.07538917878788853,64
inverse_hill0_m1__pair_count_L100p0kpc,inverse_hill_zero_floor,pair_count_L100p0kpc,1.0,2,inverse,0.07013915297604714,0.07344951683513884,4,1.0430712534584101,1.3138757040759264,1.6379960129852695,11.667140641285862,11.6653922882905,0.07509673983385634,65
inverse_hillfloor_m1__pair_count_L10p0kpc,inverse_hill_free_floor,pair_count_L10p0kpc,1.0,3,inverse,0.06446300821993187,0.08933138680847197,3,1.06529061593023,1.2745030064178025,2.1040328582100525,11.669607364981877,11.836432710796805,0.07490119228210224,66
inverse_hill0_m1__pair_surface_L300p0kpc,inverse_hill_zero_floor,pair_surface_L300p0kpc,1.0,2,inverse,0.06997985951168514,0.07212519715621779,4,1.0400705634678062,1.313806674100719,1.6382830449046621,11.670103503654074,11.663003476471523,0.07486186128494376,67
inverse_hill0_m1__pair_count_L300p0kpc,inverse_hill_zero_floor,pair_count_L300p0kpc,1.0,2,inverse,0.0699496162907457,0.07191149457639529,4,1.0395800930172425,1.313797354176437,1.638320346415985,11.670616807058996,11.662684535797315,0.07482116956730156,68
inverse_hill0_m1__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,1.0,2,inverse,0.06991900617411065,0.07169762529500756,4,1.0390903550891954,1.313787898966051,1.6383565454750604,11.671134732988971,11.662372760273925,0.07478011140267615,69
inverse_hillfloor_m2__pair_count_L10p0kpc,inverse_hill_free_floor,pair_count_L10p0kpc,2.0,3,inverse,0.06317735142158251,0.09209056571622026,3,1.0845899086796453,1.2606987220408539,1.9428332308599474,11.673881334608241,11.846825246591004,0.07456237675198962,70
inverse_hillfloor_m2__local_face_on_surface_density,inverse_hill_free_floor,local_face_on_surface_density,2.0,3,inverse,0.07699237398050629,0.06225742588340083,4,0.8580788071253785,1.2439502562204359,1.3904530999778018,11.690087658248878,11.441094675121144,0.07327763338329396,71
quadratic_log__pair_count_L10p0kpc,quadratic_log_response_diagnostic,pair_count_L10p0kpc,,3,nonmonotonic,0.06129798899567157,0.08360373826193407,3,1.0505192703925679,1.2762599089207622,2.2620824941152717,11.711597939428259,11.875296537777096,0.07157242301499689,72
inverse_hill0_m1__pair_count_L10p0kpc,inverse_hill_zero_floor,pair_count_L10p0kpc,1.0,2,inverse,0.062210619614016305,0.07263700084573566,3,1.0263750550671158,1.3135497085120775,1.6519048928049371,11.721187871942664,11.900351374047267,0.07081218877080175,73
inverse_hill0_m0.5__outward_radial_column,inverse_hill_zero_floor,outward_radial_column,0.5,2,inverse,0.07436595953605749,0.051674203120684215,4,0.8429791615084422,1.2486090399754204,1.5963982823633731,11.737755059103431,11.304567447059508,0.0694988382346341,74
inverse_hillfloor_m2__pair_surface_L1p0R80,inverse_hill_free_floor,pair_surface_L1p0R80,2.0,3,inverse,0.0498931977149738,0.07489350112724519,3,1.104348533966942,1.240763729931901,2.0525111285067785,11.740208897344443,12.015652092545347,0.0693043121670387,75
free_loglinear__pair_surface_L10p0kpc,unconstrained_log_linear,pair_surface_L10p0kpc,,2,learned,0.055978237288316135,0.07463303170583957,3,1.048400240874008,1.2856292993856808,2.1698815922550634,11.744921711453191,12.03981870778019,0.06893070759092568,76
inverse_loglinear__pair_surface_L10p0kpc,inverse_log_linear,pair_surface_L10p0kpc,,2,inverse,0.05597823711731084,0.07463303053625275,3,1.0484002337628842,1.285629298147235,2.1698815889904983,11.744921717028285,12.039818724359296,0.06893070714896454,77
inverse_hillfloor_m2__pair_count_L3p0kpc,inverse_hill_free_floor,pair_count_L3p0kpc,2.0,3,inverse,0.05384407399252933,0.07912907417869808,3,1.0948255654025059,1.2547258135200705,2.1428981840512478,11.76076803221888,11.979448030239073,0.06767450316274204,78
inverse_hillfloor_m2__pair_surface_L10p0kpc,inverse_hill_free_floor,pair_surface_L10p0kpc,2.0,3,inverse,0.05133853086144796,0.07993862215101538,3,1.078466624253441,1.2535300143492485,2.1801299561292797,11.764111749958987,12.005721099569897,0.06740943260826904,79
inverse_hill0_m1__outward_radial_column,inverse_hill_zero_floor,outward_radial_column,1.0,2,inverse,0.07007127937323512,0.052108839620088776,3,0.6938908310272164,1.2707879647519915,1.4584411539244544,11.7664139165471,11.399808311506531,0.06722693018987391,80
quadratic_log__local_face_on_surface_density,quadratic_log_response_diagnostic,local_face_on_surface_density,,3,nonmonotonic,0.07059547888983131,0.05731696773427852,4,0.6975219376759209,1.2437970630779334,1.4107651410482198,11.776026173977947,11.566932078276244,0.06646492615575039,81
inverse_hillfloor_m2__pair_surface_L3p0R80,inverse_hill_free_floor,pair_surface_L3p0R80,2.0,3,inverse,0.051235091597265525,0.0748730594148605,3,1.1038030828516807,1.2417483321772536,1.9539747546926403,11.777711699360575,12.055534680303376,0.06633130747663984,82
inverse_loglinear__pair_count_L3p0kpc,inverse_log_linear,pair_count_L3p0kpc,,2,inverse,0.05557291029777933,0.07187159459784898,3,1.0581122049328093,1.2903147471768865,2.0126514626964926,11.778796313187364,12.026903696512889,0.06624532558139562,83
free_loglinear__pair_count_L3p0kpc,unconstrained_log_linear,pair_count_L3p0kpc,,2,learned,0.05557290982801241,0.07187159425773587,3,1.058112202789142,1.2903147450567607,2.012651486190017,11.778796315548053,12.026903713856235,0.06624532539425387,84
inverse_hillfloor_m1__local_face_on_surface_density,inverse_hill_free_floor,local_face_on_surface_density,1.0,3,inverse,0.06863471391559317,0.058287643874471384,4,0.7380084838041935,1.2351177148496175,1.4447503647929016,11.784167195200961,11.52123724391506,0.0658195531974779,85
inverse_hillfloor_m1__pair_count_L3p0kpc,inverse_hill_free_floor,pair_count_L3p0kpc,1.0,3,inverse,0.05221970104563922,0.07236322491746483,3,1.0693460317233432,1.2698015767748108,2.2790426068777014,11.797705093651963,12.02195346669989,0.06474634710541949,86
inverse_hill0_m0.5__pair_surface_L10p0kpc,inverse_hill_zero_floor,pair_surface_L10p0kpc,0.5,2,inverse,0.05101762127433415,0.0625127241128931,3,1.0202196505407854,1.2964937789712754,1.925606656467175,11.808337416517514,12.149829998779017,0.06390347819830378,87
inverse_hillfloor_m1__pair_surface_L10p0kpc,inverse_hill_free_floor,pair_surface_L10p0kpc,1.0,3,inverse,0.04777846132801447,0.06999980192175242,3,1.0385667198053157,1.2693708016201701,2.298342745331468,11.823340999442037,12.105761092898016,0.06271408113969978,88
inverse_hillfloor_m2__acceleration_R80,inverse_hill_free_floor,acceleration_R80,2.0,3,inverse,0.04834850545434005,0.06974496203857011,3,1.1044203520324125,1.2420206227099864,1.9704684563221355,11.831350508905365,12.097837193344283,0.062079133671187225,89
inverse_hillfloor_m2__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,2.0,3,inverse,0.04834850275282346,0.06974496094211552,3,1.1044203491099933,1.2420206234454145,1.9704684777457073,11.831350536345704,12.097837227209373,0.06207913149587618,90
inverse_hill0_m2__pair_count_L30p0kpc,inverse_hill_zero_floor,pair_count_L30p0kpc,2.0,2,inverse,0.057276591158058804,0.06372596018326054,4,1.0227417692904077,1.3286415105315525,1.4564209947793,11.839080867545363,11.829555104363932,0.06146631566134109,91
inverse_hillfloor_m2__pair_count_L1p0kpc,inverse_hill_free_floor,pair_count_L1p0kpc,2.0,3,inverse,0.04722308584616822,0.07115999584607108,3,1.1083678754001007,1.2543303331163127,2.2997165068446925,11.840298096859431,12.06584615567028,0.06136982077921316,92
inverse_hill0_m0.5__pair_count_L3p0kpc,inverse_hill_zero_floor,pair_count_L3p0kpc,0.5,2,inverse,0.050248469531731954,0.05982348734818943,3,1.0329659058408112,1.3013176897960066,1.799410879415757,11.849000747465592,12.122910387760728,0.06067992509995457,93
inverse_hill0_m2__pair_surface_L30p0kpc,inverse_hill_zero_floor,pair_surface_L30p0kpc,2.0,2,inverse,0.055896857450157045,0.05442125577618351,4,1.017324813655975,1.3275310854220193,1.4513571343646778,11.84941254659815,11.923048756698948,0.060647280052470554,94
inverse_hill0_m2__pair_surface_L100p0kpc,inverse_hill_zero_floor,pair_surface_L100p0kpc,2.0,2,inverse,0.05684188082885788,0.05785508951591012,4,1.0172967564207767,1.3286270434574927,1.4600914089785615,11.851859644931094,11.79252186621826,0.06045328828570662,95
inverse_hill0_m2__pair_count_L100p0kpc,inverse_hill_zero_floor,pair_count_L100p0kpc,2.0,2,inverse,0.0563399844856948,0.05518281759893223,4,1.0109485750856764,1.3285018428894526,1.46093095255337,11.858549116586163,11.79007630401142,0.05992298576062449,96
inverse_hill0_m0.5__local_face_on_surface_density,inverse_hill_zero_floor,local_face_on_surface_density,0.5,2,inverse,0.06209853024290293,0.053909273094855714,3,0.7435883997562428,1.2275933279241382,1.5235774095056127,11.85931115271965,11.551021879185416,0.059862575954494956,97
inverse_hill0_m2__pair_surface_L300p0kpc,inverse_hill_zero_floor,pair_surface_L300p0kpc,2.0,2,inverse,0.0559331562541662,0.0534384881273437,4,1.0062135017443663,1.3283862824038315,1.461472966214822,11.863999579415623,11.788778193821086,0.05949090467106066,98
inverse_hill0_m2__pair_count_L300p0kpc,inverse_hill_zero_floor,pair_count_L300p0kpc,2.0,2,inverse,0.05585906845622132,0.05345942515619079,4,1.005440821676254,1.328366262573431,1.4615495394912468,11.864957903582708,11.788686681323325,0.05941493428776923,99
inverse_hill0_m2__baryonic_mass,inverse_hill_zero_floor,baryonic_mass,2.0,2,inverse,0.0557842125777791,0.05348001601941288,4,1.0046692240981376,1.328345790066124,1.4616248463801524,11.8659260761822,11.788609679919407,0.05933818317786099,100
inverse_hillfloor_m1__pair_count_L1p0kpc,inverse_hill_free_floor,pair_count_L1p0kpc,1.0,3,inverse,0.047485002826704925,0.06903512830670505,3,1.0832120358867288,1.2719791397373599,2.2136146860498056,11.870956339998028,12.107304949704364,0.05893941302964745,101
inverse_hill0_m1__local_face_on_surface_density,inverse_hill_zero_floor,local_face_on_surface_density,1.0,2,inverse,0.05834334845788755,0.05658192190071892,3,0.5148044668912012,1.2492117115618497,1.3940582395385812,11.885236670336775,11.767249000400648,0.057807351242390004,102
inverse_hillfloor_m2__pair_count_L0p3kpc,inverse_hill_free_floor,pair_count_L0p3kpc,2.0,3,inverse,0.04304091817493444,0.06864310608188479,3,1.1153022511825035,1.2551896385542933,2.438871537332969,11.893304447859883,12.099341783472749,0.05716778461995542,103
inverse_hillfloor_m2__pair_count_L0p1kpc,inverse_hill_free_floor,pair_count_L0p1kpc,2.0,3,inverse,0.042226772407846974,0.06823170250275551,3,1.1202524694681375,1.2548636920959333,2.476263116105839,11.907354999528318,12.098713589355802,0.05605393835334893,104
quadratic_log__pair_count_L0p3kpc,quadratic_log_response_diagnostic,pair_count_L0p3kpc,,3,nonmonotonic,0.0399333931720276,0.057697488234031646,3,1.1344631184679237,1.2294653066986938,2.6923679369652547,11.911006895657229,12.119893320910348,0.05576443720313007,105
quadratic_log__pair_count_L0p1kpc,quadratic_log_response_diagnostic,pair_count_L0p1kpc,,3,nonmonotonic,0.03939836843405509,0.05314023048698385,3,1.1262260327095752,1.235669692013304,2.5615616494960594,11.911829984165351,12.15242419202222,0.05569918751874092,106
