candidate_id,family,feature,fixed_slope,parameter_count,predicted_sign,split,feature_log10_center,feature_log10_IQR,parameters_json,train_q_min,train_q_median,train_q_max,test_q_min,test_q_median,test_q_max,train_galaxies,train_points,train_pooled_RMSE_km_s,train_equal_galaxy_RMSE_km_s,train_mean_residual_km_s,train_median_galaxy_mean_residual_km_s,test_galaxies,test_points,test_pooled_RMSE_km_s,test_equal_galaxy_RMSE_km_s,test_mean_residual_km_s,test_median_galaxy_mean_residual_km_s,heldout_fold,baseline_fold_RMSE_km_s,fold_improvement_fraction
inverse_hill0_m1__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,1.0,2,inverse,development_fold_2,7.711330253746855,1.326674729952125,"[1.3582625974824172, 2.384300024944406]",1.0916164589152868,1.2436554427335504,1.3077182081678072,1.1206460254337052,1.2299538624349597,1.3030391201917542,79,575,11.302629234811617,10.736198466555596,-2.8905637678099216,-0.8348956941994317,26,182,15.714340221530735,16.006209550506384,-3.4206071210632425,-2.619783350283395,2,16.650058754416158,0.03866948539980397
inverse_hill0_m1__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,1.0,2,inverse,development_fold_3,7.8735636484420555,1.2992916240401762,"[1.4886183679267286, 1.7993375775996505]",1.0671035762108894,1.277336001510459,1.4041969557585086,1.1648299700551263,1.3250403749853503,1.386013041029935,79,582,12.899887712722846,12.657656608547024,-2.297459672212296,-1.3208020910869944,26,175,10.900719434498027,10.727562362888362,0.70838268066113,2.650632241655111,3,11.107839500755686,0.03423502273700063
inverse_hill0_m2__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,2.0,2,inverse,development_fold_0,7.6517284252223785,1.1162871043011657,"[1.3240911912581232, 1.7089282466501885]",1.0472262367275254,1.2820618332259301,1.317995982813258,0.9664266010234056,1.2232934364691028,1.312670893276593,78,557,13.234059220716686,13.165002078477418,-2.0980129320047607,-1.9472424506387647,27,200,11.82813648842741,10.090388999527235,-5.164146911798314,-2.665715647068614,0,9.519050126200368,-0.06002057618693546
inverse_hill0_m2__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,2.0,2,inverse,development_fold_1,7.871279506442129,1.219467622443469,"[1.3302012680198152, 1.541101729526894]",1.0278226527018801,1.271875476747856,1.3215995696803216,1.1064075097483383,1.2914019018723324,1.323153603957093,79,557,12.757377589873519,12.480684568697367,-2.2355084778974463,-0.2581692187833511,26,200,12.424988104327836,12.101761339641607,-1.8820197494875899,-2.0793955661110815,1,12.053047246842993,-0.004041641238183402
inverse_hill0_m2__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,2.0,2,inverse,development_fold_2,7.711330253746855,1.326674729952125,"[1.258063371954878, 1.966783634339547]",1.1059658022437966,1.2339111369880225,1.2537464181603772,1.1399368383385444,1.2272791424526757,1.2528766729840113,79,575,11.278512661522942,10.82405658015655,-2.913012142814082,-1.6922667694270643,26,182,16.06235265445867,16.3111094013331,-3.4038215874768842,-2.576851320782027,2,16.650058754416158,0.020357246666961926
inverse_hill0_m2__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,2.0,2,inverse,development_fold_3,7.8735636484420555,1.2992916240401762,"[1.3278479111806603, 1.5696160121624152]",1.0648100589755485,1.2727184611932847,1.320292589272949,1.1831177398432815,1.2965641365836444,1.316426091972441,79,582,12.984146821553,12.81135351997772,-2.438764962546018,-1.8862541233150079,26,175,11.175746860398089,10.954744555556823,0.18255719398759146,1.8164512169200542,3,11.107839500755686,0.013782603285584671
inverse_hill0_m4__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,4.0,2,inverse,development_fold_0,7.6517284252223785,1.1162871043011657,"[1.2394201604412234, 1.6071733623901814]",1.12163935445396,1.2374222692294832,1.2393803387323767,1.0279082484971465,1.2269055340055446,1.2392792384816098,78,557,13.450730169969033,13.413185780993224,-2.3529587760045594,-1.8640704118953266,27,200,10.531852102846615,9.658384159643838,-4.370827653151053,-2.02674523575246,0,9.519050126200368,-0.01463738835243289
inverse_hill0_m4__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,4.0,2,inverse,development_fold_1,7.871279506442129,1.219467622443469,"[1.2510579706162865, 1.415708767459499]",1.094614683276206,1.2467285092563745,1.2509704630551475,1.1718843765914801,1.2491959397833203,1.2509993626251652,79,557,12.785420236688758,12.6792961094413,-2.249412919243204,-1.4904737920747049,26,200,12.22349801856439,12.074399799856224,-1.9660213616493554,-1.5284606465153532,1,12.053047246842993,-0.0017715481052995585
inverse_hill0_m4__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,4.0,2,inverse,development_fold_2,7.711330253746855,1.326674729952125,"[1.2195487079345702, 1.6724133760964701]",1.1490052596688412,1.2180338226558007,1.2195017735268807,1.1784692126629515,1.2170629637551917,1.2194808635442718,79,575,11.186255756514507,10.881509036109865,-2.8342751921746085,-2.172490374246287,26,182,16.387157350351973,16.58472738203927,-3.3472839509250316,-2.6475740768728557,2,16.650058754416158,0.003923792302508278
inverse_hill0_m4__mean_surface_R80,inverse_hill_zero_floor,mean_surface_R80,4.0,2,inverse,development_fold_3,7.8735636484420555,1.2992916240401762,"[1.2549231897503725, 1.3638437847685472]",1.101794743231292,1.2495832479844915,1.2548296032296036,1.2135625398991445,1.253261480834387,1.2547080685253245,79,582,12.977981402407055,12.955937695755967,-2.5073027245358417,-1.572795026100355,26,175,11.393668516068182,11.12109054348005,-0.6195129227399363,0.5120548798699917,3,11.107839500755686,-0.0011929451018322101
inverse_hillfloor_m1__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,1.0,3,inverse,development_fold_0,7.6517284252223785,1.1162871043011657,"[0.9659303212348898, 1.0, -2.696509801334875]",1.0827066839687047,1.2839809260722133,1.7322415037901129,1.0649855619601611,1.171334638556007,1.5486664132319958,78,557,12.478093779586638,12.36035545971282,-1.4666595888976657,-0.7671069393341097,27,200,11.452868656312365,10.092500250533648,-4.248494591718779,-1.5816100340155161,0,9.519050126200368,-0.0602423683803186
inverse_hillfloor_m1__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,1.0,3,inverse,development_fold_1,7.871279506442129,1.219467622443469,"[0.9789107705586921, 1.0, -2.8777400721772173]",1.0880200112663259,1.2463590113255165,1.63133224392719,1.1099109027087837,1.3052380361935032,1.6903614116443495,79,557,12.038938754737115,11.845395067457192,-1.6587230697570001,-0.2510272635181572,26,200,12.346078707967516,11.751999267987832,-1.5568976227515066,-0.8529029054885238,1,12.053047246842993,0.024976918507808366
inverse_hillfloor_m1__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,1.0,3,inverse,development_fold_2,7.711330253746855,1.326674729952125,"[1.0267685358730247, 1.0, -3.106883232632581]",1.1093178794868932,1.23974329211023,1.5061379949080258,1.1216270119431093,1.2158490956157333,1.4676913721465423,79,575,11.108117575366048,10.476238988796455,-2.641996807978101,-1.041388605495354,26,182,15.078605581437559,15.444719266083926,-3.2265703883029166,-1.9552411262892,2,16.650058754416158,0.07239250660377006
inverse_hillfloor_m1__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,1.0,3,inverse,development_fold_3,7.8735636484420555,1.2992916240401762,"[1.0005118308998378, 1.0, -2.921650913838496]",1.110751181069246,1.2559540171164627,1.6455811222777172,1.1557257705839736,1.3369281775690096,1.5374025208197994,79,582,12.544730490447469,12.336695081778242,-1.9742961621648103,-0.7553630832066626,26,175,10.354249856185477,10.233401194407783,1.1445772023948197,2.7511768669646397,3,11.107839500755686,0.07872262704987887
inverse_hillfloor_m2__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,2.0,3,inverse,development_fold_0,7.6517284252223785,1.1162871043011657,"[1.0891814404496305, 1.0, -1.6741946191746442]",1.1104870978852617,1.2558936645172192,2.068530030613831,1.1044203491099933,1.1568926694076627,1.6634086113235083,78,557,12.198381110355426,12.106428877466236,-1.2231163753104928,-0.45505789408127206,27,200,11.040553458240081,9.992141869201555,-3.822614580421911,-1.0211095354619186,0,9.519050126200368,-0.049699469666520946
inverse_hillfloor_m2__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,2.0,3,inverse,development_fold_1,7.871279506442129,1.219467622443469,"[1.102367093081938, 1.0, -1.8439852339719762]",1.1213959851140636,1.2219275341371119,1.8364286983686506,1.1299949614243099,1.282542539004561,1.9704684777457073,79,557,11.767502979127775,11.665709504455565,-1.423364213455745,-0.2993154506068407,26,200,12.040911460170507,11.45041734585531,-1.3910930414572502,-0.5251444898301509,1,12.053047246842993,0.0499981364584402
inverse_hillfloor_m2__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,2.0,3,inverse,development_fold_2,7.711330253746855,1.326674729952125,"[1.1063111882785845, 1.0, -1.8360976005535898]",1.1239531397420752,1.227627778908773,1.7241983656035642,1.1296967958036472,1.2014987078862678,1.6313850254278206,79,575,10.92822008372418,10.304668264675824,-2.4410668912075413,-1.3590053617744218,26,182,14.736559344709292,15.160015269039137,-2.9551464000767163,-1.709047247108034,2,16.650058754416158,0.08949178542579084
inverse_hillfloor_m2__mean_surface_R80,inverse_hill_free_floor,mean_surface_R80,2.0,3,inverse,development_fold_3,7.8735636484420555,1.2992916240401762,"[1.1133058979022976, 1.0, -1.8349481329104582]",1.1350412268234198,1.2347216753483607,1.9033925429330354,1.1569993715305178,1.3270523568779893,1.6647578940062808,79,582,12.304034633558889,12.154538698532235,-1.7631806445290963,-0.2179943629102366,26,175,10.0691167203559,9.957027797969452,1.277986726124419,1.7478869564772703,3,11.107839500755686,0.10360355879358374
inverse_loglinear__mean_surface_R80,inverse_log_linear,mean_surface_R80,,2,inverse,development_fold_0,7.6517284252223785,1.1162871043011657,"[0.26112340626184877, -0.1976352876097619]",1.0563746980287552,1.2983878847427395,1.5756353269929724,1.0218396463115025,1.1853594898158335,1.480251443431075,78,557,12.722378492394746,12.599074085152159,-1.6270231832230757,-1.107969057064031,27,200,11.864740844058302,10.207169060717348,-4.684125284027041,-1.5317803362286457,0,9.519050126200368,-0.07228861340093085
inverse_loglinear__mean_surface_R80,inverse_log_linear,mean_surface_R80,,2,inverse,development_fold_1,7.871279506442129,1.219467622443469,"[0.2331682416254872, -0.19361094510101695]",1.0546799082384077,1.2625938823063385,1.5252748599866481,1.093631287570376,1.3153528808757877,1.5551596134433459,79,557,12.295187589966517,12.024601131695704,-1.8431224002314865,-0.1264186164004002,26,200,12.511494460254161,11.943569310517828,-1.6587770156613075,-1.265826295169671,1,12.053047246842993,0.009083008975497076
inverse_loglinear__mean_surface_R80,inverse_log_linear,mean_surface_R80,,2,inverse,development_fold_2,7.711330253746855,1.326674729952125,"[0.21945939677884516, -0.1323317514186723]",1.0946792499180757,1.2454032795443222,1.3971588035756952,1.1153716256203035,1.2251328352817499,1.3802301419248189,79,575,11.238819832092497,10.609934527165583,-2.783289250675633,-1.2398732463579734,26,182,15.355788830557957,15.689027102760159,-3.356048076402193,-2.2045218916602045,2,16.650058754416158,0.057719415038166244
inverse_loglinear__mean_surface_R80,inverse_log_linear,mean_surface_R80,,2,inverse,development_fold_3,7.8735636484420555,1.2992916240401762,"[0.23855971706447193, -0.1797415372598608]",1.0855607382482724,1.2694195731528108,1.5226760325773476,1.1563359659023147,1.3379610231774397,1.4667727402126063,79,582,12.732324083750203,12.486726470667664,-2.123158318539588,-1.5071896991490092,26,175,10.60359603363035,10.465514096459502,1.0333537267630701,2.7748223443807385,3,11.107839500755686,0.057826313051470124
free_loglinear__mean_surface_R80,unconstrained_log_linear,mean_surface_R80,,2,learned,development_fold_0,7.6517284252223785,1.1162871043011657,"[0.2611234071419795, -0.1976352882946589]",1.0563746982033466,1.2983878858854905,1.5756353294364973,1.0218396463626844,1.185359490484976,1.4802514454063413,78,557,12.722378491483276,12.599074085152159,-1.6270231454057282,-1.1079690225046526,27,200,11.864740840820694,10.207169062226649,-4.684125262089624,-1.5317803052032966,0,9.519050126200368,-0.07228861355948668
free_loglinear__mean_surface_R80,unconstrained_log_linear,mean_surface_R80,,2,learned,development_fold_1,7.871279506442129,1.219467622443469,"[0.23316824320281193, -0.193610951474775]",1.0546799036546834,1.262593884297859,1.5252748718830276,1.093631284123055,1.315352884723169,1.5551596265662064,79,557,12.295187599426542,12.024601131695704,-1.8431223527439253,-0.12641838792116447,26,200,12.511494494787055,11.94356933511257,-1.658776959416251,-1.2658261425034412,1,12.053047246842993,0.009083006934955673
free_loglinear__mean_surface_R80,unconstrained_log_linear,mean_surface_R80,,2,learned,development_fold_2,7.711330253746855,1.326674729952125,"[0.2194593968947884, -0.13233175094997918]",1.0946792505451395,1.2454032796887182,1.3971588031687054,1.1153716261852438,1.2251328354950022,1.3802301415823537,79,575,11.23881982875684,10.609934527165583,-2.7832892403391263,-1.2398732318711971,26,182,15.35578883230014,15.689027103338933,-3.356048064830256,-2.204521880838617,2,16.650058754416158,0.05771941500340505
free_loglinear__mean_surface_R80,unconstrained_log_linear,mean_surface_R80,,2,learned,development_fold_3,7.8735636484420555,1.2992916240401762,"[0.2385597268188485, -0.17974154603785195]",1.0855607405423127,1.2694195855352135,1.522676060957364,1.1563359719126536,1.3379610396645445,1.46677276487129,79,582,12.73232406069206,12.486726470667666,-2.123157890058958,-1.5071893094747704,26,175,10.603596153396076,10.465514221635463,1.0333542517052856,2.774822734514075,3,11.107839500755686,0.057826301782315515
quadratic_log__mean_surface_R80,quadratic_log_response_diagnostic,mean_surface_R80,,3,nonmonotonic,development_fold_0,7.6517284252223785,1.1162871043011657,"[0.18237545336817163, -0.3323604152923606, 0.3766345276149903]",1.1154575660153827,1.267543992000522,2.3845493220105882,1.115382733362712,1.27285674872618,1.7656599416950336,78,557,11.978668995161408,11.835211963393656,-1.0572162229200155,-0.23120676999461648,27,200,9.881321752135984,10.015193288186941,-1.3870846102846095,-0.3150907850969151,0,9.519050126200368,-0.05212107882707562
quadratic_log__mean_surface_R80,quadratic_log_response_diagnostic,mean_surface_R80,,3,nonmonotonic,development_fold_1,7.871279506442129,1.219467622443469,"[0.1589123844176385, -0.20334654325249185, 0.35372333485938046]",1.138480218484904,1.235530519842411,2.002750269023746,1.1385208466657404,1.2432403866677848,2.1982619577076745,79,557,11.35862163927251,11.478392043014148,-0.9392334261252366,-0.5767244038681554,26,200,11.727095116803355,11.106947116167023,-1.32787270904467,-0.06478722298138787,1,12.053047246842993,0.07849468365137113
quadratic_log__mean_surface_R80,quadratic_log_response_diagnostic,mean_surface_R80,,3,nonmonotonic,development_fold_2,7.711330253746855,1.326674729952125,"[0.15919430952861743, -0.2660191986211847, 0.4376016049682991]",1.1261091007098525,1.2560146061880224,2.055889836406735,1.1300177634903135,1.2095555578360515,1.877353422807587,79,575,10.323996869367981,10.028999115287764,-1.6368456689481814,-1.0561661043084558,26,182,14.595719802809889,14.88723459541859,-2.4714284785301026,-2.502688616339327,2,16.650058754416158,0.10587495125385105
quadratic_log__mean_surface_R80,quadratic_log_response_diagnostic,mean_surface_R80,,3,nonmonotonic,development_fold_3,7.8735636484420555,1.2992916240401762,"[0.16024940990170292, -0.20737030009395463, 0.4101686402117068]",1.1434492588344252,1.2492830164769793,2.2039351213692444,1.1454102058262456,1.2917906495662703,1.8077433494865078,79,582,11.940684239176676,11.957807311128201,-1.305576558922245,-0.5743999774500583,26,175,9.52711235222611,9.447669136142018,0.7869606570152627,1.0262064155612975,3,11.107839500755686,0.14945934036053754
direct_hill_m1__mean_surface_R80,direct_hill_wrong_sign_control,mean_surface_R80,1.0,2,direct_wrong_sign,development_fold_0,7.6517284252223785,1.1162871043011657,"[1.2194616436413848, -6.0]",1.2114664469285281,1.2164463745426892,1.218398160769251,1.213622116341626,1.2175580048112968,1.2185626650824783,78,557,13.526659057054088,13.474183125031713,-2.4744580196810424,-2.212581286963913,27,200,9.625286804864768,9.52321133372008,-2.984302077889289,-2.2110816230966748,0,9.519050126200368,-0.0004371452471145787
direct_hill_m1__mean_surface_R80,direct_hill_wrong_sign_control,mean_surface_R80,1.0,2,direct_wrong_sign,development_fold_1,7.871279506442129,1.219467622443469,"[1.232390624631438, -6.0]",1.2243349997157726,1.2293433870349548,1.2311857322427582,1.2234919610921646,1.228628094653649,1.230937807958963,79,557,12.74159343387868,12.746900642696835,-2.1076048598281756,-1.857098501514038,26,200,12.188453096170848,12.067688718965528,-2.1017711358526006,-1.1641807840957092,1,12.053047246842993,-0.0012147527361903165
direct_hill_m1__mean_surface_R80,direct_hill_wrong_sign_control,mean_surface_R80,1.0,2,direct_wrong_sign,development_fold_2,7.711330253746855,1.326674729952125,"[1.2128001933529349, -6.0]",1.205674680589905,1.2098013955104794,1.211667107390222,1.2062983991224234,1.210150371360882,1.2114950502354396,79,575,11.130529581483389,10.904688642204427,-2.73821246010287,-2.048780188425109,26,182,16.499696711477764,16.673267705577693,-3.350494157024584,-2.506408226221221,2,16.650058754416158,-0.001393926081815211
direct_hill_m1__mean_surface_R80,direct_hill_wrong_sign_control,mean_surface_R80,1.0,2,direct_wrong_sign,development_fold_3,7.8735636484420555,1.2992916240401762,"[1.231329933921911, -6.0]",1.2229894957163179,1.228285314343942,1.2300531765609777,1.224547838562813,1.227253978619624,1.2295163974006986,79,582,12.927597980286128,13.021305809492668,-2.4213564733379185,-1.8877436587685708,26,175,11.428413998191466,11.130143071881967,-1.240040459659098,-0.16630695114909227,3,11.107839500755686,-0.0020079126210603704
direct_hill_m2__mean_surface_R80,direct_hill_wrong_sign_control,mean_surface_R80,2.0,2,direct_wrong_sign,development_fold_0,7.6517284252223785,1.1162871043011657,"[1.2171476162272892, -6.0]",1.217094605975855,1.2171401378598183,1.2171466889162026,1.2171194374840373,1.217144640918944,1.2171469537882047,78,557,13.504871397397466,13.452445627247295,-2.460347906272703,-2.211412607863995,27,200,9.631467508448209,9.519075056895048,-2.993414333549052,-2.188993528840971,0,9.519050126200368,-2.619031767903124e-06
direct_hill_m2__mean_surface_R80,direct_hill_wrong_sign_control,mean_surface_R80,2.0,2,direct_wrong_sign,development_fold_1,7.871279506442129,1.219467622443469,"[1.229582603038511, -6.0]",1.2295293754424108,1.22957504826831,1.2295814254144573,1.2295175628084254,1.2295710718866761,1.2295808902390686,79,557,12.721362353640448,12.725681148798104,-2.0983464645978773,-1.8063960601130695,26,200,12.178472119147676,12.053161517559396,-2.091163384772754,-1.2212248056663695,1,12.053047246842993,-9.480649503901262e-06
direct_hill_m2__mean_surface_R80,direct_hill_wrong_sign_control,mean_surface_R80,2.0,2,direct_wrong_sign,development_fold_2,7.711330253746855,1.326674729952125,"[1.210255089872434, -6.0]",1.2102128197299025,1.2102476538538487,1.2102540315070676,1.2102199321089637,1.2102492871799033,1.2102536852829886,79,575,11.123033546129983,10.892553248323962,-2.734778081151963,-2.107916376100515,26,182,16.47388593652047,16.650191693631527,-3.3462456626777395,-2.5132837165606627,2,16.650058754416158,-7.984309084330121e-06
direct_hill_m2__mean_surface_R80,direct_hill_wrong_sign_control,mean_surface_R80,2.0,2,direct_wrong_sign,development_fold_3,7.8735636484420555,1.2992916240401762,"[1.2286576402138967, -6.0]",1.228600499853936,1.2286500910801683,1.2286563164839783,1.2286199530170892,1.2286440878197642,1.22865496712192,79,582,12.913523502746306,13.004425982562855,-2.412555110035759,-1.835743209915874,26,175,11.403886179153686,11.107993922605289,-1.2072804489365965,-0.10189890658512706,3,11.107839500755686,-1.3902059855297466e-05
inverse_hill0_m0.5__mean_volume_R80,inverse_hill_zero_floor,mean_volume_R80,0.5,2,inverse,development_fold_0,6.387664166272932,1.0128720755584562,"[1.4322717095473412, 3.9010179384642245]",1.1056386551223216,1.253956931188895,1.3292767939596593,1.0633569534161964,1.1905567099570906,1.2888498207899304,78,557,13.3576995095422,13.262927268473515,-2.320902226335784,-2.3290974089716894,27,200,11.10895985773876,10.031411346440231,-4.884742623168711,-2.2661821971479896,0,9.519050126200368,-0.05382482636892871
inverse_hill0_m0.5__mean_volume_R80,inverse_hill_zero_floor,mean_volume_R80,0.5,2,inverse,development_fold_1,6.763979798456351,1.280133645194515,"[1.4968840805162398, 3.1396447566957835]",1.0975748013026132,1.2390581999621784,1.3471974420263104,1.1336878537651327,1.2642613761037564,1.3148479930712098,79,557,12.72499650356467,12.552357940237462,-2.3153972966877436,-1.0875878302101587,26,200,12.616074007713282,12.276590432574341,-1.9730411899407676,-2.289838033031793,1,12.053047246842993,-0.01854661158736426
inverse_hill0_m0.5__mean_volume_R80,inverse_hill_zero_floor,mean_volume_R80,0.5,2,inverse,development_fold_2,6.763979798456351,1.2499028743606253,"[1.2725980243777733, 6.0]",1.1694180444185744,1.2122439518676111,1.2366203047301632,1.1821082138624746,1.2204949665203537,1.2401260309026048,79,575,11.213708320322887,10.889766659672185,-2.846671036759889,-2.1856964587492946,26,182,16.261542591351994,16.483122574765957,-3.3417975550684567,-2.8999076566978665,2,16.650058754416158,0.010026161595731442
inverse_hill0_m0.5__mean_volume_R80,inverse_hill_zero_floor,mean_volume_R80,0.5,2,inverse,development_fold_3,6.785039084762227,1.235685845474384,"[1.4084749212621146, 4.007521223352038]",1.1372642650884595,1.2411359215374174,1.3165901769299855,1.1758993208529747,1.2670002024454334,1.3070021212365823,79,582,12.975574642304778,12.920464540753818,-2.4621623404184896,-1.3772519147792124,26,175,11.32229952122963,11.03328030421307,-0.34259069863134645,1.1191741049680601,3,11.107839500755686,0.006712304092757471
inverse_hill0_m1__mean_volume_R80,inverse_hill_zero_floor,mean_volume_R80,1.0,2,inverse,development_fold_0,6.387664166272932,1.0128720755584562,"[1.297815714837405, 3.2399345415984135]",1.1101516879651354,1.2489006971510515,1.2828981553664585,1.0524562453657238,1.2018610361192983,1.2674173130624102,78,557,13.407823734349876,13.333828772404207,-2.3741947718423373,-1.9944147361524898,27,200,10.97697933037949,9.962144475886138,-4.798797735251269,-2.2008153032633864,0,9.519050126200368,-0.04654816854742583
inverse_hill0_m1__mean_volume_R80,inverse_hill_zero_floor,mean_volume_R80,1.0,2,inverse,development_fold_1,6.763979798456351,1.280133645194515,"[1.3220360878511173, 2.740326141782453]",1.1041621527742063,1.2418740012616718,1.2981443127485328,1.1465963062701228,1.2585160024201545,1.2853084396698136,79,557,12.767724031394277,12.622864553475061,-2.327776696315246,-1.0660263059948782,26,200,12.43254641147591,12.176737000100937,-1.971827352037253,-2.1665849259981336,1,12.053047246842993,-0.01026211469388727
inverse_hill0_m1__mean_volume_R80,inverse_hill_zero_floor,mean_volume_R80,1.0,2,inverse,development_fold_2,6.763979798456351,1.2499028743606253,"[1.2194098732541694, 5.027014482831887]",1.194800034717314,1.2114646501677941,1.2166850713088948,1.2007926397500601,1.2135581716907888,1.217201812157417,79,575,11.147715737179254,10.890777665236184,-2.7730917636538517,-2.2396654152343807,26,182,16.419107446061773,16.606229475507195,-3.338745079767926,-2.6117425388958235,2,16.650058754416158,0.002632379834535903
