tier,galaxy,component,mass_relative_error,normalized_l2,pixel_correlation,radial_profile_log10_rmse,concentration_absolute_error,lopsidedness_absolute_error,clumpiness_absolute_error
spiral_medium,NGC7793,gas,0.0,0.1448472988166875,0.988021096665773,0.3588767866670675,0.0026885763753070613,0.025804055515057073,0.03755769044815188
spiral_medium,NGC7793,stars,2.7054590536347523e-16,0.2804916571036895,0.9609600114265326,0.42942707363806487,0.08219023821467708,0.052585517201157894,0.08130575636088944
spiral_medium,NGC7793,total,0.0,0.2557457518335004,0.9669279401716291,0.4241756484960221,0.15757117862802916,0.04386434025908978,0.06337069110457239
spiral_high,NGC2403,gas,0.0,0.2228163487473538,0.9562374390877978,0.38101622059858753,0.011827040317762272,0.05220641092674749,0.07132250033813975
spiral_high,NGC2403,stars,1.899560435028882e-16,0.5459296794328091,0.8707254753173751,0.16780832229607942,0.18475932239295023,0.012890538041789745,0.12400251710543478
spiral_high,NGC2403,total,0.0,0.5378936719280281,0.8720889214931796,0.15682411280005634,0.015290170651284463,0.028081890509568996,0.08094088434215604
spiral_high,NGC3198,gas,1.2903323488905984e-16,0.10936681526509759,0.9893256663104425,0.84143308310198,0.006524459706331864,0.011644004309883549,0.02477110837334695
spiral_high,NGC3198,stars,0.0,0.2441351977047036,0.9687726498512825,0.6463533464754322,0.029897003472741268,0.0114823527575382,0.04225662681853591
spiral_high,NGC3198,total,1.1245715132789568e-16,0.22793407313172676,0.9712683891538572,0.6434886936467069,0.008907803136935843,0.01036845721649246,0.027985174025082174
spiral_high,NGC5055,gas,0.0,0.20454362214257862,0.9709098712553299,0.6967701180449617,0.03275867004909783,0.05668164526217567,0.07684797519779173
spiral_high,NGC5055,stars,3.9912606590287853e-16,0.28193757667996183,0.9599058955667145,0.49707046181517783,0.29427427281644203,0.015539370587979662,0.024414277190879644
spiral_high,NGC5055,total,3.302663825450538e-16,0.27910064752942115,0.960536200426186,0.5007839977848757,0.17736382836558118,0.0034582476895452796,0.02604397446842402
spiral_high,NGC7793,gas,0.0,0.12774083301800862,0.9906993040108866,0.3734973463127943,0.006015174414693458,0.015620866823602919,0.024047195993303766
spiral_high,NGC7793,stars,0.0,0.26487806420709104,0.9641550901082034,0.4266534652676063,0.059346364135681284,0.032216702575860845,0.06624240413473804
spiral_high,NGC7793,total,0.0,0.24034603954608508,0.9699771835547787,0.4213891672308574,0.08672584960122709,0.027507799481523126,0.051102111977058814
