tier,galaxy,component,realization,status,profile,baseScaleHeightKpc,flaringPerR80,r80Kpc,projection_relative_error
spiral_medium,NGC5055,stars,1,assumed_prior_not_measured,sech_squared,1.0912641075822562,0.35376971283479763,18.717625646609026,9.008960389662231e-17
spiral_medium,NGC5055,stars,2,assumed_prior_not_measured,sech_squared,2.5106474807061483,0.5317598974549061,18.717625646609026,1.8017920779324462e-16
spiral_medium,NGC7793,gas,0,assumed_prior_not_measured,exponential,0.9762678110378509,0.8033185271005426,6.304491213803277,2.783377052330305e-16
spiral_medium,NGC7793,gas,1,assumed_prior_not_measured,exponential,0.6680417476653446,0.1160067346596414,6.304491213803277,2.783377052330305e-16
spiral_medium,NGC7793,gas,2,assumed_prior_not_measured,exponential,0.4117055152131972,0.016800425903591543,6.304491213803277,2.783377052330305e-16
spiral_medium,NGC7793,stars,0,assumed_prior_not_measured,sech_squared,0.7386175419242954,0.7788944783258371,10.204388620127256,1.1060514615579041e-16
spiral_medium,NGC7793,stars,1,assumed_prior_not_measured,sech_squared,1.1312195559133555,0.6774536063296707,10.204388620127256,2.2121029231158082e-16
spiral_medium,NGC7793,stars,2,assumed_prior_not_measured,sech_squared,0.9890603736352109,0.31987994328497527,10.204388620127256,2.2121029231158082e-16
spiral_high,NGC2403,gas,0,assumed_prior_not_measured,sech_squared,1.7597294767535334,0.45142989780904097,13.334511461870576,4.058606773409292e-16
spiral_high,NGC2403,gas,1,assumed_prior_not_measured,sech_squared,3.8607963119004505,0.22328516975461932,13.334511461870576,2.029303386704646e-16
spiral_high,NGC2403,gas,2,assumed_prior_not_measured,sech_squared,1.0911663209121871,0.9434582147391073,13.334511461870576,4.058606773409292e-16
spiral_high,NGC2403,stars,0,assumed_prior_not_measured,sech_squared,0.6525488387234843,0.9275047452291288,12.04078125,2.745823553478497e-16
spiral_high,NGC2403,stars,1,assumed_prior_not_measured,exponential,0.6454463172563772,0.4933524086166964,12.04078125,2.745823553478497e-16
spiral_high,NGC2403,stars,2,assumed_prior_not_measured,exponential,1.371710358896393,0.10740376358948289,12.04078125,2.745823553478497e-16
spiral_high,NGC3198,gas,0,assumed_prior_not_measured,sech_squared,7.038344592224628,0.25222328676200245,30.0138246284675,3.3086181137027475e-16
spiral_high,NGC3198,gas,1,assumed_prior_not_measured,exponential,3.1668504487750515,0.19236664398648062,30.0138246284675,3.3086181137027475e-16
spiral_high,NGC3198,gas,2,assumed_prior_not_measured,exponential,3.9024241520881446,0.5325607845498459,30.0138246284675,3.3086181137027475e-16
spiral_high,NGC3198,stars,0,assumed_prior_not_measured,sech_squared,1.9858286036984367,0.8673330984481705,22.38592792345412,9.472383845130939e-17
spiral_high,NGC3198,stars,1,assumed_prior_not_measured,exponential,3.0636419611524524,0.4313241333738542,22.38592792345412,9.472383845130939e-17
spiral_high,NGC3198,stars,2,assumed_prior_not_measured,sech_squared,2.2307209871020865,0.11519274177805117,22.38592792345412,9.472383845130939e-17
spiral_high,NGC5055,gas,0,assumed_prior_not_measured,sech_squared,2.447258346340404,0.19803226796682372,33.18909681827384,2.3317068515536273e-16
spiral_high,NGC5055,gas,1,assumed_prior_not_measured,exponential,2.3244028534569376,0.5272182167968852,33.18909681827384,4.663413703107255e-16
spiral_high,NGC5055,gas,2,assumed_prior_not_measured,exponential,2.5376846740741077,0.419522678904492,33.18909681827384,2.3317068515536273e-16
spiral_high,NGC5055,stars,0,assumed_prior_not_measured,sech_squared,1.6320637026592755,0.7861146767520883,19.266488883208947,1.628937056802839e-16
spiral_high,NGC5055,stars,1,assumed_prior_not_measured,sech_squared,1.3233402511522425,0.6370467871350856,19.266488883208947,8.144685284014195e-17
spiral_high,NGC5055,stars,2,assumed_prior_not_measured,sech_squared,1.412090533504383,0.6184365403665909,19.266488883208947,1.628937056802839e-16
spiral_high,NGC7793,gas,0,assumed_prior_not_measured,sech_squared,0.3283088842101229,0.680787372247965,6.312301860466248,4.0517783485053995e-16
spiral_high,NGC7793,gas,1,assumed_prior_not_measured,sech_squared,0.8037983313471841,0.8184400214645943,6.312301860466248,2.7011855656702663e-16
spiral_high,NGC7793,gas,2,assumed_prior_not_measured,exponential,1.3848567305753476,0.2344781427360655,6.312301860466248,2.7011855656702663e-16
spiral_high,NGC7793,stars,0,assumed_prior_not_measured,sech_squared,0.6011603781488055,0.0106512904074606,10.097601211707548,4.0939855598857625e-16
spiral_high,NGC7793,stars,1,assumed_prior_not_measured,sech_squared,0.7621515324779033,0.5222804267026868,10.097601211707548,1.0234963899714406e-16
spiral_high,NGC7793,stars,2,assumed_prior_not_measured,exponential,1.674800858974475,0.6924958726169576,10.097601211707548,2.0469927799428812e-16
