galaxy_id,t_type,incl_deg,r_d_kpc,mbar_1e9Msun,sigma0_Msun_pc2,v_flat_kms,log_mbar,log_sigma0,log_rd,log_vf,gbar_2kpc,gbar_5kpc,gbar_10kpc,K_2kpc,K_5kpc,K_10kpc,K_inner_mean,K_outer_mean,rar_bias_dex,rar_scatter_dex,btfr_residual_dex,n_datapoints
ESO444-G084,10,32.0,0.46,0.1705,33.405,62.7,-0.7682756166714835,1.5238114760897195,-0.3372421683184259,1.7972675408307164,279.25131068382774,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.06635707238158298,,0.7749440006198329,0.22119404840680132,4.44128799042101,7
ESO563-G021,4,83.0,5.45,179.8865,3279.445,314.6,2.254998571930874,3.515800351689707,0.7363965022766424,2.497758718287268,9070.330113641747,6367.911185413257,6687.860260770288,0.11975343574900389,0.38786796564403575,0.546334368540005,0.06981673783527394,0.5720070961999673,0.07302349312685572,0.31557137533902196,5.012843057925435,30
F561-1,9,24.0,2.79,3.6605,46.535,50.0,0.5635404111894491,1.667779718248877,0.44560420327359757,1.6989700043360187,512.3986001341802,367.0026433931452,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0825312469596814,0.5052818437872749,-0.044987426350994474,0.09790905977096252,6.117145396013383,6
F563-1,9,25.0,3.52,4.1515,20.885,109.9,0.6182050422592696,1.3198344796011399,0.5465426634781311,2.0409976924234905,337.8435317786417,223.22153301120852,155.64005660743533,0.11975343574900389,0.38786796564403575,0.546334368540005,0.13140922440057853,0.5571288740361253,0.7768890702764971,0.19242117007735327,4.974713118777053,17
F563-V1,10,60.0,3.79,1.38,20.315,28.6,0.13987908640123647,1.3078168266624304,0.5786392099680724,1.4563660331290431,127.4560400400546,167.78127498397532,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.12046655417058189,0.45867858109014814,0.00015863570174053562,0.06961820295659478,6.542597970449586,6
F563-V2,10,29.0,2.43,3.662,73.08,116.6,0.5637183399656777,1.8637985386805003,0.38560627359831223,2.0666985504229953,619.8718888083495,475.3648404685687,304.77765583888885,0.11975343574900389,0.38786796564403575,0.546334368540005,0.07566789205773837,0.5333921183837935,0.6631604770040542,0.06536579256117649,4.830273413485195,10
F565-V2,10,60.0,2.17,0.9785,20.13,78.5,-0.009439170005980012,1.3038437748886544,0.3364597338485295,1.8948696567452525,149.62550128628345,134.32153927230272,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.11231787675093112,0.4678960265459038,0.7180685596701168,0.13731607629003828,4.858517031385636,7
F567-2,9,20.0,3.08,3.516,23.325,48.1,0.5460488664017343,1.3678216524185376,0.4885507165004443,1.6821450763738317,347.02791574465505,236.46483493444208,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.11185686209196899,0.4911590276471605,0.20987283428322873,0.10748742332295069,6.158541099093324,5
F568-1,5,26.0,5.18,7.624,28.565,133.0,0.88218288763027,1.4558342283965677,0.714329759745233,2.123851640967086,609.6877286501378,383.0644384390979,393.74473113448505,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0681549870963244,0.5153154436562045,0.6357044516132707,0.1860531244880548,4.94870214424547,12
F568-3,7,40.0,4.99,7.368,66.04,107.0,0.8673496171887926,1.819807064590756,0.69810054562339,2.0293837776852097,436.26029670878853,456.542817079895,356.06576507455816,0.11975343574900389,0.38786796564403575,0.546334368540005,0.096742230176976,0.5178918711509911,0.37324029931917946,0.1817267444547602,5.264506395290559,18
F568-V1,7,40.0,2.85,4.4035,45.27,112.3,0.6437980006792351,1.6558104944952523,0.4548448600085102,2.050379756261458,616.1529729019633,428.73710081934075,262.9331450549372,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09060888409141621,0.503035149447827,0.6592459233325454,0.13377417842543707,4.9674688537641325,15
F571-8,5,85.0,3.56,6.864,43.63,139.7,0.836577274840649,1.6397852129868202,0.5514499979728752,2.1451964061141817,6462.251291719642,1652.2503902420704,466.0480852990982,0.11975343574900389,0.38786796564403575,0.546334368540005,0.058663065110107555,0.5048222427144338,0.006080963537826005,0.5603623820817681,4.828389853441012,13
F571-V1,7,30.0,2.47,2.1415,32.195,83.6,0.3307180787325882,1.507788429428143,0.39269695325966575,1.9222062774390163,324.18528276280995,315.2523732816169,188.80316658356313,0.11975343574900389,0.38786796564403575,0.546334368540005,0.11480537013795013,0.5241565501146521,0.4892588679714388,0.1560243964545995,5.102996107696031,7
F574-1,7,65.0,4.46,6.7925,64.24,97.8,0.8320296470899284,1.8078055322706246,0.6493348587121419,1.9903388547876015,738.4630150897843,440.595045421496,298.846592172841,0.11975343574900389,0.38786796564403575,0.546334368540005,0.07605424921452263,0.5116038133330861,0.443917922374592,0.12750985932961825,5.3658436553333235,14
F574-2,9,30.0,3.76,3.1395,20.69,36.0,0.4968604873943677,1.3157604906657345,0.5751878449276611,1.5563025007672873,,195.02769389395002,197.63120320323085,0.11975343574900389,0.38786796564403575,0.546334368540005,0.13683961583315998,0.5147406263496378,-0.2310702302632607,0.171588106091684,6.549801734708863,5
F579-V1,5,26.0,3.37,8.169,100.88,112.1,0.912168896059627,2.003805073565025,0.5276299008713387,2.049605612594973,1132.341105784731,857.4847276028047,606.474414283702,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10319226383965649,0.5165558140538843,0.44133715816906843,0.12464408068845206,5.238549251977222,14
F583-1,9,63.0,2.36,2.619,30.465,85.8,0.4181354984252322,1.483801182460488,0.37291200297010657,1.9334872878487055,180.58804589265347,152.40047945845006,144.70716353998753,0.11975343574900389,0.38786796564403575,0.546334368540005,0.07515577136046926,0.49593105863784953,0.6116080124312567,0.25837242526979515,5.150929990954764,25
F583-4,5,55.0,1.93,1.4985,41.67,67.2,0.17565674728166353,1.619823500457278,0.28555730900777376,1.8273692730538253,544.242975154448,326.82362,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.04816011730580873,0.44734305035165417,0.368321641173109,0.09031342981784242,5.279864291593276,12
IC2574,9,75.0,2.78,1.544,40.16,66.4,0.18864729599971736,1.603793704136963,0.4440447959180762,1.8221680793680175,154.39359680282845,154.71454296413816,128.71410258389915,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10935550469176152,0.49147402496072223,0.37555467007060583,0.13798677872296464,5.3110590182116555,34
IC4202,4,90.0,4.78,102.2005,4444.265,242.6,2.0094530205218817,3.6477999468949407,0.6794278966121189,2.3848907965305544,17501.468105648746,8462.150765108043,5845.955677154362,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08590543191345872,0.5604134368569726,-0.027854341802985405,0.27137359020551355,5.162335232664942,32
KK98-251,10,59.0,1.34,0.1575,26.05,33.7,-0.8027194418743807,1.4158077276355432,0.12710479836480765,1.5276299008713388,211.18092686265445,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.07105882204020955,,0.30020178549474813,0.0667760417685392,5.350575905075934,15
NGC0024,5,64.0,1.34,2.6205,591.29,106.3,0.41838416403861217,2.7718005341969016,0.12710479836480765,2.0265332645232967,2440.8789052596358,1152.1992721853392,235.10222307733696,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08171732350220155,0.5278072001970596,0.35371423444227956,0.1546485773377058,4.825517738207073,29
NGC0055,9,77.0,6.11,3.879,195.795,85.6,0.5887197796000565,2.2918015970680607,0.7860412102425542,1.9324737646771533,758.4972692105955,563.2190078033252,339.1625177262203,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10708252764324337,0.5238828445105482,0.24781294262860767,0.13414298801659114,5.32506160323002,21
NGC0100,6,89.0,1.66,3.606,596.76,88.1,0.5570257223863831,2.7757997052798498,0.22010808804005508,1.944975908412048,1075.2091676237355,608.2380113042968,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0941630438726081,0.49043864674032756,0.2616310533959008,0.25698585081403064,5.249610042944215,21
NGC0247,7,74.0,3.74,5.412,253.395,104.9,0.7333577879255854,2.4037980411163526,0.5728716022004802,2.020775488193558,565.5713322740623,523.9086620173559,413.52207312200085,0.11975343574900389,0.38786796564403575,0.546334368540005,0.11206496283563219,0.5280770028749049,0.3893112090839932,0.05182999179894797,5.160643579248132,26
NGC0289,4,46.0,6.74,63.5015,34.98,163.0,1.8027839840955786,1.5438198051426577,0.8286598965353198,2.2121876044039577,20885.635840554,9919.219877962678,3272.596405507251,0.11975343574900389,0.38786796564403575,0.546334368540005,0.12274592339863105,0.57723249307832,0.23634421330727134,0.26417193897545055,5.5601273686817265,28
NGC0300,7,42.0,1.75,2.397,218.675,93.3,0.3796680340336538,2.3397991351974112,0.24303804868629444,1.9698816437464999,959.5498002614127,530.3398444483703,210.65538768686702,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10640489304502684,0.5113789996960597,0.4435008637997373,0.17246655267495553,4.985082280920905,25
NGC0801,5,80.0,8.72,179.486,779.47,220.1,2.2540305790432136,2.891799404854971,0.9405164849325672,2.342620042553348,27459.96631489259,19260.341136368832,8197.79996239991,0.11975343574900389,0.38786796564403575,0.546334368540005,0.1085661680653513,0.5914088913583593,-0.06789180413522065,0.16653617231376588,5.554860430106496,13
NGC0891,3,90.0,2.55,73.632,2533.96,216.1,1.8670665969885494,3.403799755016094,0.4065401804339551,2.3346547668832414,57595.63425428357,20945.2132629259,6596.046187268807,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09069226268768492,0.5350212715774622,-0.1637074999097785,0.16288737586615376,5.195774912897203,18
NGC1003,6,67.0,1.61,9.29,672.665,109.8,0.9680157139936417,2.827798831128157,0.20682587603184974,2.040602340114073,2081.3103605468023,1338.566957232798,424.88052553232035,0.11975343574900389,0.38786796564403575,0.546334368540005,0.13051092439606427,0.5671700093129709,0.47982916556747196,0.29864957646267487,5.3259075235943865,36
NGC1090,4,64.0,3.53,44.8055,1027.545,164.4,1.6513313281284925,3.011800850327906,0.5477747053878226,2.215901813204032,7678.70199493243,4751.4723412546555,2827.595506588916,0.11975343574900389,0.38786796564403575,0.546334368540005,0.04166230111323108,0.5647805479741261,0.026767022298712233,0.2317798595292849,5.3956749819143806,24
NGC1705,11,80.0,0.39,0.4055,293.63,71.9,-0.3920091414528251,2.467800425116173,-0.4089353929735008,1.8567288903828827,770.4494499999997,128.08068720294673,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09027183243759478,0.4193155258779548,0.6664498153740658,0.23845687221882494,4.609439742207086,14
NGC2366,10,68.0,0.65,0.765,56.99,50.2,-0.11633856484638239,1.7557986569738306,-0.18708664335714442,1.7007037171450194,405.5150158242689,184.23067878842065,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08955920440206619,0.42105371141624237,0.3107948377461959,0.20051582128818612,5.43119842514605,26
NGC2403,6,63.0,1.39,8.2195,704.37,131.2,0.9148453997972944,2.847800850543521,0.14301480025409505,2.1179338350396413,5233.353914974618,2035.2833051280263,663.7628430699248,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09001602017295508,0.552660568303984,0.20760706982645244,0.26453780226173956,5.002076977158549,73
NGC2683,3,80.0,2.18,41.6135,5102.7,154.0,1.6192342446745147,3.7078000358661374,0.33845649360460484,2.187520720836463,,11836.198151192057,4087.9043749175867,0.11975343574900389,0.38786796564403575,0.546334368540005,0.21061744814102978,0.5663880016708037,0.1200094300020892,0.16863489489036856,5.462911721746893,11
NGC2841,3,76.0,3.64,103.8355,2375.745,284.8,2.016345858505639,3.375799823920237,0.561101383649056,2.4545399849648186,,15841.230305167906,8061.532619438651,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5560139570818241,0.277919402416088,0.2197978971818203,4.925455911128774,50
NGC2903,4,66.0,2.33,43.4835,596.76,184.6,1.6383244933146974,2.7757997052798498,0.367355921026019,2.266231696689893,28092.56172433036,14934.402817708331,3922.134339015152,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09202601792138074,0.5621442747508645,-0.08152331770037635,0.35606171410521376,5.206513554900072,34
NGC2915,11,56.0,0.55,0.8285,156.965,83.5,-0.08170748724464444,2.1958028243747103,-0.2596373105057561,1.921686475483602,804.343427855312,165.95973000406616,67.58334882543811,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0831974730882026,0.48707384946700083,0.7067515286173214,0.4978348954661265,4.692389848562748,30
NGC2955,3,56.0,18.76,188.66000000000005,25.34,257.0,2.2756798301027032,1.4038066105474225,1.2732328340430457,2.4099331233312946,33133.17086030855,20841.014045357268,9773.625992148394,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0823167263097353,0.5469734391889347,-0.09500056802390815,0.10016325936934306,5.340913898443173,24
NGC2976,5,61.0,1.01,1.8575,751.275,85.4,0.2689288224326129,2.875798937165733,0.004321373782642578,1.931457870689005,3436.2956286701205,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.04524862253865119,,-0.07563569273199428,0.13052587438727004,5.008826275021096,27
NGC2998,5,58.0,6.2,98.902,387.08,209.9,1.995205074005485,2.587800732378037,0.7923916894982539,2.3220124385824006,8828.290907177836,9228.294934628957,5137.712431504482,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08509681998758717,0.5803446785818993,0.16823420166731132,0.17504936532106247,5.368161538967083,13
NGC3109,9,70.0,1.56,0.574,70.435,66.2,-0.2410881076020265,1.8477885189380372,0.1931245983544616,1.8208579894397,166.89306393820735,102.8412866635026,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08772786315280999,0.43160085082399124,0.7368780840031788,0.1363641431787479,4.885908929359024,25
NGC3198,5,73.0,3.14,30.0085,801.31,150.1,1.4772442873940625,2.9038005625809453,0.49692964807321494,2.1763806922432702,3538.490461359268,3262.73289816629,1700.1287750343754,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09246244829442832,0.5476863136046584,0.12285215945379616,0.2983211696334255,5.359911864542617,43
NGC3521,4,75.0,2.4,46.572,1056.33,213.7,1.6681248887876399,3.02379961402202,0.38021124171160603,2.3298045221640695,35899.20940949842,14416.808837765682,4200.516394856071,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09971082508778568,0.48106753932141094,-0.16071467071124196,0.11873931759180688,5.013809061213395,41
NGC3726,5,53.0,3.4,41.59,894.955,168.0,1.6189889203649337,2.9518011987315402,0.5314789170422551,2.225309281725863,,5177.315267803558,3220.800496925748,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5523693263728771,0.014866689134171626,0.2294353980214111,5.330406434324415,12
NGC3741,10,70.0,0.2,0.196,71.745,50.1,-0.707743928643524,1.8557916399276455,-0.6989700043360187,1.6998377258672457,77.04241952591315,42.80436745387654,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08514205697486134,0.442681575040227,0.8001796688539142,0.3042822651661961,4.842824030821117,21
NGC3769,3,70.0,3.38,14.8685,80.13,118.6,1.1722671571849057,1.9037951427410353,0.5289167002776547,2.074084689028244,8677.019114274519,3410.4124229609297,999.7016569943958,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0945451160794414,0.5490814105369196,0.20905615444552603,0.31379107712264076,5.412970745586053,12
NGC3877,5,76.0,2.53,37.7505,1705.295,168.4,1.5769227081719064,3.2317995186892294,0.40312052117581787,2.226342087163631,7031.534930197737,4900.467882950348,4049.7066027480673,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.5022951167227143,-0.15452661873059423,0.23454298686705308,5.284725403099198,13
NGC3893,5,49.0,2.38,35.0615,1027.545,174.0,1.5448304921282177,3.011800850327906,0.37657695705651195,2.2405492482826,22057.252527463053,9241.83745890648,3030.4532679893205,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0945451160794414,0.5376031839256143,0.042432256865554144,0.18131987036609862,5.202908123139118,10
NGC3917,6,79.0,2.63,12.871,613.48,135.9,1.1096122903084598,2.7878004089029247,0.41995574848975786,2.1332194567324945,1329.4000299467125,1775.5743041044764,1227.6660711577413,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.5263269332833411,0.16362449326848877,0.14462585914211662,5.143344191744729,17
NGC3949,4,55.0,3.59,22.4045,92.855,163.0,1.3503352562310318,1.9678052943326048,0.5550944485783191,2.2121876044039577,14315.926530144892,6913.41445501737,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.13827425528902484,0.44489711672403737,-0.13794884750813022,0.10700233214988149,5.107678640817181,7
NGC3953,4,62.0,4.89,73.48249999999999,999.54,220.8,1.866183923324234,2.9998001785758728,0.6893088591236202,2.3439990690571615,,9527.324939220849,6144.061532107588,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5270772522143244,-0.06802300932425898,0.025198786699015492,5.162187181624169,8
NGC3972,4,77.0,2.18,8.3905,793.965,132.7,0.923787841731059,2.899801358041837,0.33845649360460484,2.1228709228644354,2159.973204298234,1932.641087587484,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.4729663429662468,0.13848994647231505,0.12054980213656734,4.993739611705536,10
NGC3992,4,56.0,4.96,130.065,1628.545,241.0,2.114160445279067,3.2117997635037003,0.6954816764901974,2.3820170425748683,,,5042.296939792521,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5872410994007938,0.1882681854164629,0.10447236018401024,5.277100796267028,9
NGC4010,7,89.0,2.81,11.4285,1305.57,125.8,1.0579892326286926,3.115800162102075,0.4487063199050799,2.09968064110925,2459.874697229929,2025.0555167128168,969.3608611395861,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.4939533580597476,0.059406053336459576,0.15050191883179437,5.209106988746318,12
NGC4013,3,89.0,3.53,42.514,5102.7,172.9,1.6285319682040653,3.7078000358661374,0.5477747053878226,2.2377949932739227,,,4510.888022459351,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5688629541884413,0.13710502609546557,0.18497719592914216,5.2962494917453355,36
NGC4051,4,49.0,4.65,50.331,660.39,157.0,1.70183555925006,2.819800488307139,0.667452952889954,2.1958996524092336,14801.966852351099,4528.755606449067,3592.0868086431183,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0945451160794414,0.5058911209101252,-0.15326668814283004,0.0710695354913894,5.516186775817743,7
NGC4068,10,44.0,0.59,0.272,130.555,36.0,-0.5654310959658012,2.1157935091028732,-0.22914798835785583,1.5563025007672873,441.51740659538194,,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.06490066591060631,,-0.0008149848265468496,0.24332826278686567,5.487510151348694,6
NGC4085,5,82.0,1.65,12.211,2510.73,131.5,1.0867512312420566,3.399800011870692,0.21748394421390627,2.1189257528257768,9119.490086601525,4776.0859388276,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10435709647199055,0.4294227065094993,-0.2564219917902736,0.2307047284900371,5.170511096351838,7
NGC4088,4,69.0,2.58,61.869,1994.345,171.7,1.7914730964953254,3.2998002886977487,0.41161970596323016,2.2347702951609163,10581.0299914129,10878.333048140488,5752.195202908204,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0945451160794414,0.5460458237002216,-0.19767506841204643,0.14558532667364082,5.469777063432119,12
NGC4100,4,73.0,2.15,32.799,4485.39,158.2,1.5158606028244115,3.651800210475818,0.33243845991560533,2.1992064791616577,,5894.024034182185,3156.4777327764605,0.11975343574900389,0.38786796564403575,0.546334368540005,0.18200339449860828,0.5534847755768356,0.12912099501424104,0.11095985814788972,5.318637925758609,24
NGC4138,0,53.0,1.51,23.5385,1976.06,147.3,1.3717787838056699,3.2958001271308146,0.17897694729316943,2.168202746842631,,8596.76291679803,2233.9289881561135,0.11975343574900389,0.38786796564403575,0.546334368540005,0.18200339449860828,0.5353106389142854,0.09225339973183619,0.17104714265029838,5.2830691698564625,7
NGC4157,3,82.0,2.32,61.036,11906.935,184.7,1.785586064349684,4.075799982818195,0.3654879848908996,2.2664668954402414,12839.228642901928,11605.861572936486,5899.78501125033,0.11975343574900389,0.38786796564403575,0.546334368540005,0.0945451160794414,0.562586576141118,-0.019953457877563634,0.20409818133761226,5.352951930308839,17
NGC4183,6,82.0,2.79,8.924999999999999,549.29,110.6,0.9506082247842308,2.739801692623487,0.44560420327359757,2.0437551269686796,1357.6150887391555,1012.6062624724202,731.564565314898,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.547247787606109,0.3196856025389805,0.09964698382410869,5.297465280393853,23
NGC4214,10,15.0,0.51,1.0565,654.335,80.1,0.02386950138833217,2.815800151079857,-0.2924298239020636,1.9036325160842376,1530.8288172327211,244.07499235997085,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08173674670512088,0.4128662877503123,0.46609805524504494,0.2329923247508071,4.861155695093501,14
NGC4217,3,86.0,2.94,45.2115,2186.755,181.3,1.655248916034873,3.339800128209839,0.46834733041215726,2.258397804095509,27849.256894790153,13343.86040544513,3967.977117382794,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10093363961533537,0.5346646703641268,-0.19613891809584913,0.3083861957222212,5.250856601700592,19
NGC4389,4,50.0,2.79,11.203,161.36,95.9,1.0493343359722838,2.207795885204709,0.44560420327359757,1.9818186071706636,7532.548346674135,4364.759359295177,,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10435709647199055,0.4072736407593316,-0.561504194856559,0.2678565400729281,5.612969210874962,6
NGC4559,6,67.0,2.1,15.4995,801.31,121.2,1.1903176884449107,2.9038005625809453,0.3222192947339193,2.0835026198302673,3977.9270651850566,2755.8707757601137,1147.7090857731332,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09332264067063151,0.550012182343635,0.10179360906247435,0.18030695210409228,5.398058519038974,32
NGC5005,4,68.0,9.45,90.64,48.285,262.2,1.957319896855341,1.6838122357412948,0.9754318085092629,2.4186326873540653,47680.66721061063,20061.647441078156,8560.624185344257,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10194894438301337,0.5120583339715074,-0.16645978105648027,0.06647102831490195,4.992105491116112,18
NGC5033,5,66.0,5.16,66.5685,307.47,194.2,1.823268771026144,2.487802747851106,0.7126497016272114,2.288249225571986,54268.73422783934,15165.80193067068,4441.326225360093,0.11975343574900389,0.38786796564403575,0.546334368540005,0.08413204453505155,0.5707292234669068,0.16569458438963983,0.2464909257739478,5.3143964815241915,22
NGC5055,4,55.0,3.2,88.18299999999999,1674.17,179.0,1.9453848695105271,3.223799555397587,0.505149978319906,2.2528530309798933,33901.54651927599,15005.850524508258,6914.975453893263,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10733843140315791,0.559061601780985,-0.045223592141351424,0.2569127221553314,5.560399261080899,28
NGC5371,4,53.0,7.44,181.3765,697.91,209.5,2.2585810171151466,2.843799421156841,0.8715729355458788,2.3211840273023143,31852.086206896554,11642.473406134462,7152.225911533773,0.11975343574900389,0.38786796564403575,0.546334368540005,0.1390254938222561,0.5716085805177826,-0.09442736615783609,0.0812609836320561,5.634436921557047,19
NGC5585,7,51.0,1.53,3.1545,148.525,90.3,0.49893053174200236,2.1717995610487244,0.1846914308175988,1.9556877503135057,1458.8043839022966,717.6160731821889,242.12675430350706,0.11975343574900389,0.38786796564403575,0.546334368540005,0.05360283343144057,0.5038122892504437,0.14735278575854416,0.28512820692017343,5.1540234056447325,24
NGC5907,5,88.0,5.34,108.7375,4323.145,215.0,2.0363793438515865,3.635799802187318,0.7275412570285564,2.3324384599156054,,,5135.843713529575,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.575834519729648,0.1671526247376916,0.1189748953532545,5.372844734146968,19
NGC5985,3,60.0,7.01,115.95,730.805,293.6,2.0642707529740063,2.863801510033786,0.8457180179666587,2.467756051244033,,5263.108207174628,4338.345920188405,0.11975343574900389,0.38786796564403575,0.546334368540005,,0.5667862550741603,0.28561719031155186,0.05266428415098755,4.92712457361989,33
NGC6015,6,60.0,2.3,21.8985,963.385,154.1,1.3404143676239757,2.9837998800229,0.36172783601759284,2.1878026387184195,4871.052151165333,4488.64053243959,1726.920114219059,0.11975343574900389,0.38786796564403575,0.546334368540005,0.09652375804224124,0.5621074411975315,0.2340459036723179,0.20200101282393537,5.1831051321095085,44
NGC6195,3,62.0,13.94,216.445,87.055,251.7,2.335347557820737,1.9397937198536845,1.1442627737619906,2.4008832155483626,35892.556549370376,16970.270888435512,8673.45928040823,0.11975343574900389,0.38786796564403575,0.546334368540005,0.10634308678809727,0.5566534130046732,-0.12543564333134347,0.07974777854583831,5.432256303401468,23
