system_label,variant,route_fraction_multiplier,return_length_over_R80,width_over_R80,gate_mode,contrast_cap,R50_kpc,R80_kpc,concentration_R50_over_R80,extent_gate,effective_route_fraction,return_length_kpc,endpoint_width_kpc,route_map_normalization_error,route_centroid_x_arcsec,route_centroid_y_arcsec,maximum_carrier_weighted_annular_mean_error,minimum_light_weight,maximum_light_weight,empty_annuli,contrast_strength,minimum_light_weight_after_strength,maximum_light_weight_after_strength,grid_spacing_arcsec,carrier_convergence_minimum,carrier_convergence_maximum,maximum_annular_convergence_mean_fraction,delta_convergence_minimum,delta_convergence_maximum,raw_correction_RMS_arcsec,raw_correction_maximum_arcsec,maximum_independent_circular_mean_deflection_arcsec,normalized_curl_RMS,maximum_edge_correction_arcsec,maximum_edge_delta_convergence,parameter,level
MACS0429,route_fraction_multiplier__0p5,0.5,0.36,0.23,cluster_logistic,20.0,43.067588939032476,228.53855516930216,0.1884478043852507,0.09997477755639535,0.049987388778197674,82.27387986094877,52.563867688939496,1.1102230246251565e-16,5.155721958088863,-3.0442460473273125,4.560487086964451e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,9.872591613943656e-17,-0.12782697253557906,8.982453312580345,0.5987420208188493,5.52586894091749,0.0004271448101436093,2.888773151672928e-17,0.2827915943243058,0.0,route_fraction_multiplier,0.5
MACS0429,route_fraction_multiplier__0p75,0.75,0.36,0.23,cluster_logistic,20.0,43.067588939032476,228.53855516930213,0.18844780438525072,0.0999747775563954,0.07498108316729656,82.27387986094877,52.56386768893949,0.0,5.155721958088864,-3.0442460473273134,3.0409257682103324e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.3996207851653923e-16,-0.13304032396710816,8.982453312580345,0.6101172810449996,5.525735255874096,0.0004227335516264752,2.802279698844511e-17,0.28648108209875117,0.0,route_fraction_multiplier,0.75
MACS0429,return_length_over_R80__0p3,1.0,0.3,0.23,cluster_logistic,20.0,43.067588939032476,228.5385551693022,0.18844780438525063,0.09997477755639535,0.09997477755639535,68.56156655079066,52.56386768893951,0.0,5.155721958088863,-3.0442460473273125,4.4123502511795335e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.913527667305261e-16,-0.1396068977876362,8.982453312580345,0.6150955384943207,5.525127205684169,0.0004217748699051338,2.8130323961414665e-17,0.2874200147745346,0.0,return_length_over_R80,0.3
MACS0429,return_length_over_R80__0p42,1.0,0.42,0.23,cluster_logistic,20.0,43.067588939032476,228.53855516930213,0.18844780438525072,0.0999747775563954,0.0999747775563954,95.98619317110689,52.56386768893949,0.0,5.155721958088864,-3.0442460473273134,4.1925086501535897e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.1033204075488103e-16,-0.13877325831228732,8.982453312580345,0.6269873112075296,5.5252943830351375,0.00041816719521947654,2.9215691460831227e-17,0.29189798606416045,0.0,return_length_over_R80,0.42
MACS0429,width_over_R80__0p18,1.0,0.36,0.18,cluster_logistic,20.0,43.06758893903247,228.53855516930207,0.18844780438525072,0.0999747775563954,0.0999747775563954,82.27387986094874,41.13693993047437,0.0,5.155721958088864,-3.044246047327314,3.408507474031037e-16,0.0,603.9831882588544,125.0,1.0,0.0,603.9831882588544,1.0,0.004897269584406,1.8403356103667128,2.1945331191783861e-16,-0.20340292197505147,10.019727199453552,0.6229727356198741,5.858875547155656,0.000619665947893866,2.9347697342007314e-17,0.24569320279485557,0.0,width_over_R80,0.18
MACS0429,width_over_R80__0p28,1.0,0.36,0.28,cluster_logistic,20.0,43.067588939032476,228.53855516930216,0.1884478043852507,0.09997477755639535,0.09997477755639535,82.27387986094877,63.99079544740461,1.1102230246251565e-16,5.155721958088864,-3.044246047327313,3.27662829991029e-16,0.0,762.5478505620639,101.0,1.0,0.0,762.5478505620639,1.0,0.004897269584406,1.8403356103667128,1.5845862471505505e-16,-0.10464117224902643,9.224283113621949,0.6084776061905247,5.515377825582652,0.0002848198556328896,2.828075330443649e-17,0.321619833142101,0.0,width_over_R80,0.28
MACS0429,gate_mode__none,1.0,0.36,0.23,none,20.0,43.06758893903247,228.53855516930207,0.18844780438525072,1.0,1.0,82.27387986094874,52.56386768893948,0.0,5.155721958088864,-3.0442460473273134,3.8702691595404233e-16,0.0,201.1892283490027,128.0,1.0,0.0,201.1892283490027,1.0,0.004897269584406,1.8403356103667128,1.7556264953427087e-16,-0.4120708033154276,3.498343712039894,0.9596422501427377,12.89794751217789,0.00015146450307423898,2.867585609070714e-17,0.31965727236238833,0.0,gate_mode,none
MACS0429,gate_mode__cluster_logistic_soft,1.0,0.36,0.23,cluster_logistic_soft,20.0,43.067588939032476,228.53855516930216,0.1884478043852507,0.24997372459610817,0.24997372459610817,82.27387986094877,52.563867688939496,2.220446049250313e-16,5.155721958088863,-3.0442460473273134,4.1423427848211758e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.3464552332322317e-16,-0.180148799607524,8.982453312580345,0.6909301378909742,6.357194372718135,0.00038889165353261923,2.790385370776458e-17,0.3098000211413655,0.0,gate_mode,cluster_logistic_soft
MACS0429,contrast_cap__5p0,1.0,0.36,0.23,cluster_logistic,5.0,43.06758893903247,228.53855516930207,0.18844780438525072,0.0999747775563954,0.0999747775563954,82.27387986094874,52.56386768893948,2.220446049250313e-16,5.155721958088863,-3.0442460473273134,4.990835405251724e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,9.872591613943656e-17,-0.1396717360697862,8.982453312580345,0.6013630642628592,5.956013083486861,0.00041848729755034064,2.7775645574005103e-17,0.2653001336927868,0.0,contrast_cap,5.0
MACS0429,contrast_cap__10p0,1.0,0.36,0.23,cluster_logistic,10.0,43.067588939032476,228.53855516930216,0.1884478043852507,0.09997477755639535,0.09997477755639535,82.27387986094877,52.563867688939496,0.0,5.155721958088862,-3.044246047327313,3.9466993278283516e-16,0.0,644.7815969132561,112.0,1.0,0.0,644.7815969132561,1.0,0.004897269584406,1.8403356103667128,1.392952703939418e-16,-0.13967173606978603,8.982453312580345,0.6131896005937656,5.754827554232369,0.00041822411520253677,2.833577771641376e-17,0.27930436094503064,0.0,contrast_cap,10.0
MACS1115,route_fraction_multiplier__0p5,0.5,0.36,0.23,cluster_logistic,20.0,123.8750525126024,235.8412242033679,0.5252476658015643,0.35690490802826214,0.17845245401413107,84.90284071321244,54.24348156677462,0.0,2.749474544400773,1.902986488212408,4.827992215265253e-16,0.0,730.3182070044388,100.0,1.0,0.0,730.3182070044388,1.0,0.005772461352084527,1.3706856143382768,1.7649233012557786e-16,-0.1185365049553174,10.051000702673786,0.7846803514832287,8.403356707630849,0.00023614717903375215,2.797699579733838e-17,0.42546157916783833,0.0,route_fraction_multiplier,0.5
MACS1115,route_fraction_multiplier__0p75,0.75,0.36,0.23,cluster_logistic,20.0,123.8750525126024,235.841224203368,0.5252476658015641,0.35690490802826186,0.2676786810211964,84.90284071321247,54.24348156677464,0.0,2.7494745444007727,1.9029864882124086,3.8356681906598945e-16,0.0,730.3182070044388,100.0,1.0,0.0,730.3182070044388,1.0,0.005772461352084527,1.3706856143382768,1.7649233012557786e-16,-0.12281046741829912,10.051000702673786,0.8063558674305846,8.420437047159748,0.00023441683726077578,2.8337969615752426e-17,0.44333192831472507,0.0,route_fraction_multiplier,0.75
MACS1115,return_length_over_R80__0p3,1.0,0.3,0.23,cluster_logistic,20.0,123.8750525126024,235.8412242033679,0.5252476658015643,0.35690490802826214,0.35690490802826214,70.75236726101036,54.24348156677462,0.0,2.749474544400773,1.902986488212408,3.4806455505400665e-16,0.0,730.3182070044388,100.0,1.0,0.0,730.3182070044388,1.0,0.005772461352084527,1.3706856143382768,1.7649233012557786e-16,-0.12906913741651843,10.051000702673786,0.8224095985601011,8.431564184831382,0.00022783071432330715,2.918687229284537e-17,0.45277818085963517,0.0,return_length_over_R80,0.3
MACS1115,return_length_over_R80__0p42,1.0,0.42,0.23,cluster_logistic,20.0,123.8750525126024,235.841224203368,0.5252476658015641,0.35690490802826186,0.35690490802826186,99.05331416541456,54.24348156677464,0.0,2.7494745444007727,1.9029864882124086,3.7593161011885425e-16,0.0,730.3182070044388,100.0,1.0,0.0,730.3182070044388,1.0,0.005772461352084527,1.3706856143382768,1.7649233012557786e-16,-0.13714938879104138,10.051000702673786,0.8527024044278761,8.44935523476275,0.0002350366559629169,2.7539066927858763e-17,0.4713876885081755,0.0,return_length_over_R80,0.42
MACS1115,width_over_R80__0p18,1.0,0.36,0.18,cluster_logistic,20.0,123.8750525126024,235.8412242033679,0.5252476658015643,0.35690490802826214,0.35690490802826214,84.90284071321244,42.45142035660622,0.0,2.749474544400773,1.902986488212408,3.652053869387606e-16,0.0,329.4367468062968,113.0,1.0,0.0,329.4367468062968,1.0,0.005772461352084527,1.3706856143382768,4.1755673548158343e-16,-0.17280156597167315,5.329598610775853,0.8143411677045626,7.2693676606239235,0.0004282928812704423,2.986439489052169e-17,0.39386527666956983,0.0,width_over_R80,0.18
MACS1115,width_over_R80__0p28,1.0,0.36,0.28,cluster_logistic,20.0,123.8750525126024,235.841224203368,0.5252476658015641,0.35690490802826186,0.35690490802826186,84.90284071321247,66.03554277694305,0.0,2.7494745444007727,1.9029864882124086,5.114224254213193e-16,0.0,851.8488925370597,86.0,1.0,0.0,851.8488925370597,1.0,0.005772461352084527,1.3706856143382768,1.7693099928089571e-16,-0.10081561525907638,10.028042292778219,0.8591456586313706,8.15289618585875,0.00029515148651054757,2.8302175461265776e-17,0.5387867586537662,0.0,width_over_R80,0.28
MACS1115,gate_mode__none,1.0,0.36,0.23,none,20.0,123.8750525126024,235.8412242033679,0.5252476658015643,1.0,1.0,84.90284071321244,54.24348156677462,0.0,2.749474544400773,1.902986488212408,3.9834597044049e-16,0.0,213.87033443923937,117.0,1.0,0.0,213.87033443923937,1.0,0.005772461352084527,1.3706856143382768,2.4430257126669676e-16,-0.2529257049901896,3.6480882085835873,1.1318879533298147,9.448255462465902,0.0005425872132831522,2.6041163460815095e-17,0.49140461326412,0.0,gate_mode,none
MACS1115,gate_mode__cluster_logistic_soft,1.0,0.36,0.23,cluster_logistic_soft,20.0,123.8750525126024,235.841224203368,0.5252476658015641,0.42692417669525123,0.42692417669525123,84.90284071321247,54.24348156677464,0.0,2.7494745444007727,1.9029864882124086,3.248935383538125e-16,0.0,730.3182070044388,100.0,1.0,0.0,730.3182070044388,1.0,0.005772461352084527,1.3706856143382768,1.7649233012557786e-16,-0.14126275789421822,10.051000702673786,0.8647308143116279,8.451147249983329,0.00023161383020964266,2.875961753440626e-17,0.4755488361480398,0.0,gate_mode,cluster_logistic_soft
MACS1115,contrast_cap__5p0,1.0,0.36,0.23,cluster_logistic,5.0,123.8750525126024,235.8412242033679,0.5252476658015643,0.35690490802826214,0.35690490802826214,84.90284071321244,54.24348156677462,0.0,2.749474544400773,1.902986488212408,5.050109147312339e-16,0.0,730.3182070044388,100.0,1.0,0.0,730.3182070044388,1.0,0.005772461352084527,1.3706856143382768,1.7649233012557786e-16,-0.1331910203222905,10.051000702673786,0.8030979565859778,8.531104362286955,0.0002373426001474055,2.921495645052737e-17,0.44093968664728356,0.0,contrast_cap,5.0
MACS1115,contrast_cap__10p0,1.0,0.36,0.23,cluster_logistic,10.0,123.8750525126024,235.841224203368,0.5252476658015641,0.35690490802826186,0.35690490802826186,84.90284071321247,54.24348156677464,2.220446049250313e-16,2.7494745444007727,1.9029864882124086,4.928066876956797e-16,0.0,730.3182070044388,100.0,1.0,0.0,730.3182070044388,1.0,0.005772461352084527,1.3706856143382768,1.7649233012557786e-16,-0.1331910203222904,10.051000702673786,0.8345012207927823,8.506639625413623,0.000234707302563808,2.7554537256661625e-17,0.46304818701741446,0.0,contrast_cap,10.0
MACS1931,route_fraction_multiplier__0p5,0.5,0.36,0.23,cluster_logistic,20.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5288785094985863,0.26443925474929314,76.29497372493802,48.74401099093262,0.0,-2.1305475797008446,-2.734665166002414,3.6624291336555453e-16,0.0,696.0898766407473,107.0,1.0,0.0,696.0898766407473,1.0,0.011036976671895366,2.7865009581230424,1.3848964931699158e-16,-0.7000089872794546,50.94378180196294,4.54326754631483,35.48254767672942,0.0007887927760527047,3.197135390612734e-17,1.2090406431536096,0.0,route_fraction_multiplier,0.5
MACS1931,route_fraction_multiplier__0p75,0.75,0.36,0.23,cluster_logistic,20.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5288785094985863,0.39665888212393974,76.29497372493802,48.74401099093262,0.0,-2.1305475797008446,-2.734665166002414,3.8630774337050744e-16,0.0,696.0898766407473,107.0,1.0,0.0,696.0898766407473,1.0,0.011036976671895366,2.7865009581230424,1.3848964931699158e-16,-0.7227709044182877,50.94378180196294,4.58455700446772,35.41780548955333,0.0007887803109771774,2.7269916352168402e-17,1.2583689933984994,0.0,route_fraction_multiplier,0.75
MACS1931,return_length_over_R80__0p3,1.0,0.3,0.23,cluster_logistic,20.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5288785094985863,0.5288785094985863,63.57914477078168,48.74401099093262,1.1102230246251565e-16,-2.1305475797008446,-2.734665166002414,3.581992921536127e-16,0.0,696.0898766407473,107.0,1.0,0.0,696.0898766407473,1.0,0.011036976671895366,2.7865009581230424,1.5556759142706084e-16,-0.7470613475623247,50.94378180196294,4.6499185752144285,35.39671502618964,0.0007887634682440803,3.0633868052669225e-17,1.303389345582525,0.0,return_length_over_R80,0.3
MACS1931,return_length_over_R80__0p42,1.0,0.42,0.23,cluster_logistic,20.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5288785094985863,0.5288785094985863,89.01080267909435,48.74401099093262,2.220446049250313e-16,-2.1305475797008446,-2.734665166002414,3.603161447554943e-16,0.0,696.0898766407473,107.0,1.0,0.0,696.0898766407473,1.0,0.011036976671895366,2.7865009581230424,1.247985419584944e-16,-0.7415188807346921,50.94378180196294,4.610884620784735,35.29105945136151,0.0007887796239641753,3.1105188085940026e-17,1.288834331048464,0.0,return_length_over_R80,0.42
MACS1931,width_over_R80__0p18,1.0,0.36,0.18,cluster_logistic,20.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5288785094985863,0.5288785094985863,76.29497372493802,38.14748686246901,1.1102230246251565e-16,-2.1305475797008446,-2.734665166002414,6.635875506705987e-16,0.0,632.730400221692,118.0,1.0,0.0,632.730400221692,1.0,0.011036976671895366,2.7865009581230424,2.8439466457311376e-16,-0.8704681581854292,74.834711632185,4.5682909377916925,53.50089693601188,0.0015420426270170706,3.1182910352996084e-17,0.9219337152806597,0.0,width_over_R80,0.18
MACS1931,width_over_R80__0p28,1.0,0.36,0.28,cluster_logistic,20.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5288785094985863,0.5288785094985863,76.29497372493802,59.34053511939624,0.0,-2.1305475797008446,-2.734665166002414,3.826644423111709e-16,0.0,252.95510677479993,95.0,1.0,0.0,252.95510677479993,1.0,0.011036976671895366,2.7865009581230424,1.3951089220325058e-16,-0.6410041811581474,5.90690307441251,4.578840268042785,29.63517090607869,0.00047868001083850586,2.971580561165537e-17,1.6357187680800251,0.0,width_over_R80,0.28
MACS1931,gate_mode__none,1.0,0.36,0.23,none,20.0,142.5735632526369,211.93048256927227,0.6727374067391879,1.0,1.0,76.29497372493802,48.74401099093262,2.220446049250313e-16,-2.1305475797008446,-2.734665166002414,4.777584358398794e-16,0.0,613.6206132375484,121.0,1.0,0.0,613.6206132375484,1.0,0.011036976671895366,2.7865009581230424,1.7996816884113582e-16,-0.8155640223709086,81.00439073685112,4.3185282071976845,68.27328399996696,0.0005263155832018196,3.125396969904696e-17,1.0627174888401782,0.0,gate_mode,none
MACS1931,gate_mode__cluster_logistic_soft,1.0,0.36,0.23,cluster_logistic_soft,20.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5144513167572545,0.5144513167572545,76.29497372493802,48.74401099093262,0.0,-2.1305475797008446,-2.734665166002414,4.4242204000565207e-16,0.0,696.0898766407473,107.0,1.0,0.0,696.0898766407473,1.0,0.011036976671895366,2.7865009581230424,1.3848964931699158e-16,-0.7439281739250145,50.94378180196294,4.627791060033921,35.370754430662494,0.0007887649317290801,3.211813242177095e-17,1.312762711380076,0.0,gate_mode,cluster_logistic_soft
MACS1931,contrast_cap__5p0,1.0,0.36,0.23,cluster_logistic,5.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5288785094985863,0.5288785094985863,76.29497372493802,48.74401099093262,0.0,-2.1305475797008446,-2.734665166002414,3.3369883369402346e-16,0.0,696.0898766407473,107.0,1.0,0.0,696.0898766407473,1.0,0.011036976671895366,2.7865009581230424,1.3796705120375267e-16,-0.7463825273864046,50.94378180196294,4.519405270815576,34.82832632009821,0.0008280152357977855,2.955552483325026e-17,1.2120877576216458,0.0,contrast_cap,5.0
MACS1931,contrast_cap__10p0,1.0,0.36,0.23,cluster_logistic,10.0,142.5735632526369,211.93048256927227,0.6727374067391879,0.5288785094985863,0.5288785094985863,76.29497372493802,48.74401099093262,0.0,-2.1305475797008446,-2.734665166002414,3.3369883369402346e-16,0.0,696.0898766407473,107.0,1.0,0.0,696.0898766407473,1.0,0.011036976671895366,2.7865009581230424,1.140062999284532e-16,-0.7463825273864046,50.94378180196294,4.629387613388363,35.104098450113966,0.0007995947961877414,3.0398614938488763e-17,1.3160549091990683,0.0,contrast_cap,10.0
