system,system_label,source_id,x_arcsec,y_arcsec,radius_kpc,magnitude,base_weight
MACS J1931.8-2635,MACS1931,1066,25.443427360835717,1.2148801199984405,127.26705695396714,23.1599,0.0006459927764606078
MACS J1931.8-2635,MACS1931,794,19.658054537052177,16.249920120006323,127.42927109966372,22.5812,0.0011007980757127337
MACS J1931.8-2635,MACS1931,490,6.432735404918923,25.835280119996185,133.02109947205452,19.7485,0.014955042849164279
MACS J1931.8-2635,MACS1931,1612,2.2230548622492217,-26.860079880005117,134.65905085013586,20.3815,0.008348100364628097
MACS J1931.8-2635,MACS1931,694,-13.126583368773375,24.017640119998873,136.75131011060557,22.2205,0.0015345733850037908
MACS J1931.8-2635,MACS1931,1570,15.49570271638067,-22.879559880004763,138.06267912030103,22.8834,0.0008333504258982222
MACS J1931.8-2635,MACS1931,1651,-7.003792173468326,-27.63011987999988,142.4135515112391,22.8693,0.000844243375799464
MACS J1931.8-2635,MACS1931,1389,24.87805841001385,-16.420799879999493,148.93246233387126,18.3946,0.052041243073610716
MACS J1931.8-2635,MACS1931,1172,-29.82138758918504,-3.5889598800054046,150.070827246101,21.6806,0.0025231766776358357
MACS J1931.8-2635,MACS1931,1573,17.32478074034883,-26.674319879995778,158.91494770196917,19.6139,0.016928857983825214
MACS J1931.8-2635,MACS1931,1386,29.12347696721627,-16.600079879997054,167.48607834920128,21.5146,0.00294000224274773
MACS J1931.8-2635,MACS1931,1569,16.671837555567027,-29.34623988000027,168.63072594262377,22.4851,0.001202673278413524
MACS J1931.8-2635,MACS1931,1600,22.6977175584357,-25.075919880002573,168.98830089175098,21.5125,0.002945694214081075
MACS J1931.8-2635,MACS1931,1703,-9.763990360291702,-32.46095987999951,169.3617111619669,20.4578,0.00778157776120736
MACS J1931.8-2635,MACS1931,1571,19.107495934455073,-28.000559879993148,169.36748373483496,23.2559,0.0005913269351402005
MACS J1931.8-2635,MACS1931,1512,-23.6461162461179,-24.46895987999511,170.01042621459936,20.265,0.009293678864473666
MACS J1931.8-2635,MACS1931,1733,1.9629078735258831,-34.11227987999723,170.71608516595623,20.9747,0.004834011304763894
MACS J1931.8-2635,MACS1931,1702,-7.840576856494589,-35.313959879997014,180.73451867393254,21.6419,0.002614734888363185
MACS J1931.8-2635,MACS1931,1742,9.276322292440646,-35.63795987999754,183.9899207721922,21.6163,0.0026771189098100997
MACS J1931.8-2635,MACS1931,1737,-21.16828057081254,-33.34691987999321,197.34400124416683,23.4339,0.0005019120953924475
MACS J1931.8-2635,MACS1931,573,-26.09368729663886,31.416720120006403,204.04675261968484,20.0928,0.010890997584198819
MACS J1931.8-2635,MACS1931,1744,3.1973182138410428,-41.11067988000343,206.02031201270512,17.294,0.1434127163322791
MACS J1931.8-2635,MACS1931,461,12.461191120578034,39.60672011999691,207.44892042247,20.5262,0.007306470946660828
MACS J1931.8-2635,MACS1931,1630,-35.44835407809507,-21.645119879993047,207.51650334068563,20.8644,0.005350910188747729
MACS J1931.8-2635,MACS1931,349,-6.718210021191022,41.80056012000364,211.52704911566218,19.5765,0.01752216080780999
MACS J1931.8-2635,MACS1931,572,-28.133007874724736,32.07120012000644,213.14979243017316,18.6832,0.03989400719937676
MACS J1931.8-2635,MACS1931,659,-35.5368942043743,25.2520801199978,217.8132036134001,18.8958,0.032799533108859184
MACS J1931.8-2635,MACS1931,1236,-43.53512625332641,-5.609639879996564,219.3115028172513,23.0635,0.000705972300960379
MACS J1931.8-2635,MACS1931,348,-6.913964190885383,43.41444011999869,219.6436848944283,20.5104,0.007413574594030495
MACS J1931.8-2635,MACS1931,447,-21.86726462110581,38.21676011999671,219.9889977960517,22.0789,0.0017483471169310388
MACS J1931.8-2635,MACS1931,483,-22.41750125953548,38.62212012000157,223.11645350702068,20.3431,0.008648636848588605
MACS J1931.8-2635,MACS1931,1430,-39.207606851912374,-24.394799879998175,230.71422891687956,21.5612,0.002816486420851492
MACS J1931.8-2635,MACS1931,446,-20.916826612596804,41.26488011999783,231.1445225955376,21.3437,0.003441182151855334
MACS J1931.8-2635,MACS1931,1476,-42.91631126260617,-17.351759879994688,231.28430163626496,20.7538,0.005924717696285948
MACS J1931.8-2635,MACS1931,1966,-5.534670007800776,-47.80955988000102,240.46473751472016,22.8333,0.0008727053969244238
MACS J1931.8-2635,MACS1931,1561,40.81463718631812,-25.710239879997232,241.00728446805738,20.2693,0.009256944538024281
MACS J1931.8-2635,MACS1931,549,-36.03078712613073,32.98128012000063,244.05038750253198,20.1936,0.00992539185422336
MACS J1931.8-2635,MACS1931,291,2.529564680834478,49.592040120005265,248.09732676181014,21.3786,0.00333232738156341
MACS J1931.8-2635,MACS1931,930,-50.398434867373204,9.250440120000292,256.01058213382174,23.2567,0.0005908913898332276
MACS J1931.8-2635,MACS1931,1849,30.125107266817622,-41.703959880004504,257.0405916107661,21.4568,0.0031007564924389565
MACS J1931.8-2635,MACS1931,292,0.056880430926988364,51.49500012000203,257.2830684789583,19.5707,0.01761601460574508
MACS J1931.8-2635,MACS1931,2005,-1.2596307537828044,-53.82767987999841,269.0112358825063,22.4936,0.0011932945625974113
MACS J1931.8-2635,MACS1931,564,-42.61752858257526,33.0010801200018,269.30427106252597,20.019,0.011657023224086217
MACS J1931.8-2635,MACS1931,255,10.489483002463432,54.10068011999982,275.33539362251645,19.0132,0.029437956669220867
MACS J1931.8-2635,MACS1931,239,-0.21389137312555234,55.53744011999697,277.48209007910805,21.2332,0.0038098481102090557
MACS J1931.8-2635,MACS1931,768,-54.27971203319643,18.296160120002014,286.18799803483955,20.6896,0.006285613338046203
MACS J1931.8-2635,MACS1931,1576,-51.73812746683094,-25.29731987999355,287.7429884926209,21.1698,0.004038942418948696
MACS J1931.8-2635,MACS1931,937,58.06257572193432,7.536480119999567,292.52983325877875,21.7518,0.0023630214380877534
MACS J1931.8-2635,MACS1931,2055,11.241913092655073,-58.45475987999578,297.40773871490774,22.2674,0.0014696965060228477
MACS J1931.8-2635,MACS1931,1581,54.91666454927195,-23.49587987999371,298.43654050135484,22.1921,0.0015752433747459637
