actualBytes,arrayOpened,beamMajorDeg,beamMinorDeg,bunit,ctype1,ctype2,expectedBytes,fitsAxisLengths,galaxy,hduCount,kind,naxis,primaryHduReadable,relativePath,scientificRole,sha256,split,survey,twoCelestialAxes,url
4245120,False,,,METR/SEC,RA---SIN,DEC--SIN,4245120,"[1024, 1024, 1, 1]",NGC5055,1,moment1,4,True,NGC5055/NGC_5055_NA_MOM1_THINGS.FITS,withheld_target,8a8f9e904b6e182b921b0015c44394d4735e2b242644bb5610d45e5a375debe3,development,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_5055_NA_MOM1_THINGS.FITS
4245120,False,,,METR/SEC,RA---SIN,DEC--SIN,4245120,"[1024, 1024, 1, 1]",NGC5055,1,moment2,4,True,NGC5055/NGC_5055_NA_MOM2_THINGS.FITS,withheld_target,ff5d9972b9c0db085cc20d7b15ffd4246849a393d118d0e5079238199757127d,development,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_5055_NA_MOM2_THINGS.FITS
22357440,False,,,MJy/sr,RA---TAN,DEC--TAN,22357440,"[2278, 2436]",NGC5055,1,irac1,2,True,NGC5055/ngc5055_v7.phot.1.fits,baryonic_input,865a781d30a9284c4b637ea06e8b626acee675b8d21bed6206817f1a3f298e69,development,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc5055/IRAC/ngc5055_v7.phot.1.fits
22357440,False,,,MJy/sr,RA---TAN,DEC--TAN,22357440,"[2278, 2436]",NGC5055,1,irac1_weight,2,True,NGC5055/ngc5055_v7.phot.1_wt.fits,baryonic_input,53819adfeb50ad11b7315b8948af386aa04a56b746790294c5b3ad38d0f4a225,development,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc5055/IRAC/ngc5055_v7.phot.1_wt.fits
4242240,False,,,JY/B*M/S,RA---SIN,DEC--SIN,4242240,"[1024, 1024, 1, 1]",NGC7793,1,moment0,4,True,NGC7793/NGC_7793_NA_MOM0_THINGS.FITS,baryonic_input,618292d9fef106735b5ef89d0be5e70a34ae2367a2b9da9217f5e5786cce03e2,development,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_7793_NA_MOM0_THINGS.FITS
4239360,False,,,METR/SEC,RA---SIN,DEC--SIN,4239360,"[1024, 1024, 1, 1]",NGC7793,1,moment1,4,True,NGC7793/NGC_7793_NA_MOM1_THINGS.FITS,withheld_target,868072c643ce9c1ed79ab691fc2f14cef7cd501cb370d7cf1e8f47d9ce890ad1,development,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_7793_NA_MOM1_THINGS.FITS
4239360,False,,,METR/SEC,RA---SIN,DEC--SIN,4239360,"[1024, 1024, 1, 1]",NGC7793,1,moment2,4,True,NGC7793/NGC_7793_NA_MOM2_THINGS.FITS,withheld_target,c2e89495d9442cc8fb07cbbe87d8b9e7a62d47c50b28edaf11d3333c0f3d50dc,development,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_7793_NA_MOM2_THINGS.FITS
12502080,False,,,MJy/sr,RA---TAN,DEC--TAN,12502080,"[1643, 1882]",NGC7793,1,irac1,2,True,NGC7793/ngc7793_v7.phot.1.fits,baryonic_input,a406cd54ae52d6d31e2323ae278334e29e8219177a60ff137a00d392e89a7bb6,development,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc7793/IRAC/ngc7793_v7.phot.1.fits
12502080,False,,,MJy/sr,RA---TAN,DEC--TAN,12502080,"[1643, 1882]",NGC7793,1,irac1_weight,2,True,NGC7793/ngc7793_v7.phot.1_wt.fits,baryonic_input,69b2091a2d5493265b2179097d60648456b60dba75e8351c1335db5c258c2145,development,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc7793/IRAC/ngc7793_v7.phot.1_wt.fits
4296960,False,,,JY/B*M/S,RA---SIN,DEC--SIN,4296960,"[1024, 1024, 1, 1]",NGC3521,1,moment0,4,True,NGC3521/NGC_3521_NA_MOM0_THINGS.FITS,baryonic_input,a0cf218db067384daaba2b6e1e7a2996e6b859b07f6fd96c80c6edbfc32ccbd6,validation,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_3521_NA_MOM0_THINGS.FITS
4294080,False,,,METR/SEC,RA---SIN,DEC--SIN,4294080,"[1024, 1024, 1, 1]",NGC3521,1,moment1,4,True,NGC3521/NGC_3521_NA_MOM1_THINGS.FITS,withheld_target,c61b37981844c63fef7bd1135fc8df86be67e10e5abad799bfdd4f62721fc99d,validation,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_3521_NA_MOM1_THINGS.FITS
4294080,False,,,METR/SEC,RA---SIN,DEC--SIN,4294080,"[1024, 1024, 1, 1]",NGC3521,1,moment2,4,True,NGC3521/NGC_3521_NA_MOM2_THINGS.FITS,withheld_target,3147dbe7b1ff0f28e7484f5da0151fe94cdd5a792896801c96a766794a6d80b6,validation,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_3521_NA_MOM2_THINGS.FITS
10232640,False,,,MJy/sr,RA---TAN,DEC--TAN,10232640,"[1470, 1720]",NGC3521,1,irac1,2,True,NGC3521/ngc3521_v7.phot.1.fits,baryonic_input,98d3571cdef5363812725b24ef6ec162e15017a0d884db9cd2594ab3900baf6e,validation,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc3521/IRAC/ngc3521_v7.phot.1.fits
10232640,False,,,MJy/sr,RA---TAN,DEC--TAN,10232640,"[1470, 1720]",NGC3521,1,irac1_weight,2,True,NGC3521/ngc3521_v7.phot.1_wt.fits,baryonic_input,048af4696d42bfbf55572f5c4e2bf093b6dfa1107aaa6900402391f62361a36d,validation,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc3521/IRAC/ngc3521_v7.phot.1_wt.fits
4256640,False,,,JY/B*M/S,RA---SIN,DEC--SIN,4256640,"[1024, 1024, 1, 1]",NGC6946,1,moment0,4,True,NGC6946/NGC_6946_NA_MOM0_THINGS.FITS,baryonic_input,cdf3731514960e428edd0a700a4844319cd4322d64fd4cbfad476ceabdb17652,validation,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_6946_NA_MOM0_THINGS.FITS
4253760,False,,,METR/SEC,RA---SIN,DEC--SIN,4253760,"[1024, 1024, 1, 1]",NGC6946,1,moment1,4,True,NGC6946/NGC_6946_NA_MOM1_THINGS.FITS,withheld_target,b0d5a8b9e8d0f5a662565271ccc5e88cab536478c635fa2b1c32fb3aae483f1f,validation,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_6946_NA_MOM1_THINGS.FITS
4253760,False,,,METR/SEC,RA---SIN,DEC--SIN,4253760,"[1024, 1024, 1, 1]",NGC6946,1,moment2,4,True,NGC6946/NGC_6946_NA_MOM2_THINGS.FITS,withheld_target,77032def857872ad7ff071b90b936dfa9337f86bbea38905afffda2987b3518c,validation,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_6946_NA_MOM2_THINGS.FITS
23135040,False,,,MJy/sr,RA---TAN,DEC--TAN,23135040,"[2246, 2555]",NGC6946,1,irac1,2,True,NGC6946/ngc6946_v7.phot.1.fits,baryonic_input,f72a95796f27e6b47a408ece3f4bab41ce4b8e33e7a8f6459867c61d781bdf7d,validation,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc6946/IRAC/ngc6946_v7.phot.1.fits
23135040,False,,,MJy/sr,RA---TAN,DEC--TAN,23135040,"[2246, 2555]",NGC6946,1,irac1_weight,2,True,NGC6946/ngc6946_v7.phot.1_wt.fits,baryonic_input,c2cf44631e726a656b1c998ca71fd443bf3a84904b97c98de8bf89e9cf516102,validation,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc6946/IRAC/ngc6946_v7.phot.1_wt.fits
4273920,False,,,JY/B*M/S,RA---SIN,DEC--SIN,4273920,"[1024, 1024, 1, 1]",NGC2841,1,moment0,4,True,NGC2841/NGC_2841_NA_MOM0_THINGS.FITS,baryonic_input,28b434cd4ad11732a95f85b6fb86b050fc815750ad811510960b6801deee6625,holdout,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_2841_NA_MOM0_THINGS.FITS
4271040,False,,,METR/SEC,RA---SIN,DEC--SIN,4271040,"[1024, 1024, 1, 1]",NGC2841,1,moment1,4,True,NGC2841/NGC_2841_NA_MOM1_THINGS.FITS,withheld_target,dcd022486ff3ac591c1c2804c30003a9f01b7605d260d02cc666998e2b13f1b8,holdout,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_2841_NA_MOM1_THINGS.FITS
4271040,False,,,METR/SEC,RA---SIN,DEC--SIN,4271040,"[1024, 1024, 1, 1]",NGC2841,1,moment2,4,True,NGC2841/NGC_2841_NA_MOM2_THINGS.FITS,withheld_target,1075f5901755b9d3cabe8337713c620199293aa82a910e3f60672bd697baf5c8,holdout,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_2841_NA_MOM2_THINGS.FITS
7764480,False,,,MJy/sr,RA---TAN,DEC--TAN,7764480,"[1204, 1594]",NGC2841,1,irac1,2,True,NGC2841/ngc2841_v7.phot.1.fits,baryonic_input,86137c3d5c8e8bd2ee0ba4a398e887462a9339b166531b510717d2bcbcde5e21,holdout,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc2841/IRAC/ngc2841_v7.phot.1.fits
7764480,False,,,MJy/sr,RA---TAN,DEC--TAN,7764480,"[1204, 1594]",NGC2841,1,irac1_weight,2,True,NGC2841/ngc2841_v7.phot.1_wt.fits,baryonic_input,7aafc2372c4a48eeebc2a3f6fcac0a9b18d2769f2dfed064c406ac6312f5a88c,holdout,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc2841/IRAC/ngc2841_v7.phot.1_wt.fits
4265280,False,,,JY/B*M/S,RA---SIN,DEC--SIN,4265280,"[1024, 1024, 1, 1]",NGC7331,1,moment0,4,True,NGC7331/NGC_7331_NA_MOM0_THINGS.FITS,baryonic_input,a2e0a9bf84084ae46f98b63bbd3ead88304e0888510809f271991a0042a425c8,holdout,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_7331_NA_MOM0_THINGS.FITS
4262400,False,,,METR/SEC,RA---SIN,DEC--SIN,4262400,"[1024, 1024, 1, 1]",NGC7331,1,moment1,4,True,NGC7331/NGC_7331_NA_MOM1_THINGS.FITS,withheld_target,49aade673411f53e6c84d169a1304e7277eac97dd8f9f1a0666538582c089116,holdout,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_7331_NA_MOM1_THINGS.FITS
4262400,False,,,METR/SEC,RA---SIN,DEC--SIN,4262400,"[1024, 1024, 1, 1]",NGC7331,1,moment2,4,True,NGC7331/NGC_7331_NA_MOM2_THINGS.FITS,withheld_target,bbe1fe945a67c8811bdcfb719c90f23b7b34c3fe1e991facd7dd42dc63e4ccf9,holdout,THINGS,True,https://things.www3.mpia.de/Data_files/NGC_7331_NA_MOM2_THINGS.FITS
10995840,False,,,MJy/sr,RA---TAN,DEC--TAN,10995840,"[1460, 1860]",NGC7331,1,irac1,2,True,NGC7331/ngc7331_v7.phot.1.fits,baryonic_input,ec2900c44a8d90f75330a796e1ae83feaef0ea7d4345f7947940bc07738bb17a,holdout,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc7331/IRAC/ngc7331_v7.phot.1.fits
10995840,False,,,MJy/sr,RA---TAN,DEC--TAN,10995840,"[1460, 1860]",NGC7331,1,irac1_weight,2,True,NGC7331/ngc7331_v7.phot.1_wt.fits,baryonic_input,ea9de305ded0969005c4d5d0116959d56a249c5b639f20d259fe34a99b8c3ef3,holdout,SINGS,True,https://irsa.ipac.caltech.edu/data/SPITZER/SINGS/galaxies/ngc7331/IRAC/ngc7331_v7.phot.1_wt.fits
