galaxy,split,model,prediction_kind,scored_pixels,gas_weighted_rmse_km_s,inverse_variance_weighted_rmse_km_s,gas_weighted_bias_km_s,gas_weighted_uncertainty_rms_km_s,field_error_ratio,standardized_mean_square,error_band,kinematic_twin_source_transport_rmse_km_s,fitted_observation_nuisances,fitted_gravity_parameters
NGC3198,development,fixed_simple_mond,registered_baryons_kinematic_axis,13134,10.613423044990773,10.917440733492912,-0.26089187077783693,15.587173431646741,0.6809074840626506,0.6683888614960883,consistent,3.4152507823136995,1,0
NGC3198,development,fixed_simple_mond,adaptive_twin_kinematic_axis,13134,10.385482190548958,10.405637843026819,-0.3599588950140336,15.587173431646741,0.6662838670584909,0.6071904485849484,consistent,3.4152507823136995,1,0
NGC5055,development,newtonian_thin_sheet,registered_baryons_photometric_axis,23153,37.57137363839685,39.072430777560584,-11.9943323129022,16.551135300582683,2.2700179145459676,10.072243178487081,miss,4.65774598959259,0,0
NGC5055,development,newtonian_thin_sheet,registered_baryons_kinematic_axis,23153,37.30939063904873,38.777614603402625,-11.93331259349723,16.551135300582683,2.254189211886586,9.920818898317307,miss,4.65774598959259,1,0
NGC5055,development,newtonian_thin_sheet,adaptive_twin_kinematic_axis,23153,37.34060559512674,38.719348323272726,-11.88050640762286,16.551135300582683,2.256075182577485,9.891027744954057,miss,4.65774598959259,1,0
NGC5055,development,fixed_simple_mond,registered_baryons_photometric_axis,23153,26.391640187289827,28.67432661570467,-10.35533279624395,16.551135300582683,1.5945516550976844,5.4246509324731065,close,5.138745351859906,0,0
NGC5055,development,fixed_simple_mond,registered_baryons_kinematic_axis,23153,26.5323421474546,28.690050628269947,-10.259465340795423,16.551135300582683,1.6030527009540263,5.430601946954614,close,5.138745351859906,1,0
NGC5055,development,fixed_simple_mond,adaptive_twin_kinematic_axis,23153,26.214198149930677,28.44209294419904,-10.174390948802222,16.551135300582683,1.5838308172737738,5.337138147461138,close,5.138745351859906,1,0
NGC7793,development,newtonian_thin_sheet,registered_baryons_photometric_axis,5168,37.68985908155206,36.994315670699244,0.5605026082711095,12.226140947209323,3.0827273498883514,10.785465835390108,miss,1.6323677137789978,0,0
NGC7793,development,newtonian_thin_sheet,registered_baryons_kinematic_axis,5168,22.82858759150963,23.40306886645664,-0.2850138464209023,12.226140947209323,1.8671948646821683,4.316328924431065,close,1.6323677137789978,1,0
NGC7793,development,newtonian_thin_sheet,adaptive_twin_kinematic_axis,5168,22.742385684839615,23.317679779432538,-0.22759266942775488,12.226140947209323,1.860144242000635,4.284889030317039,close,1.6323677137789978,1,0
NGC7793,development,fixed_simple_mond,registered_baryons_photometric_axis,5168,33.995433691235654,33.455393926596706,0.6633811760603715,12.226140947209323,2.7805530656012336,8.82066254020957,miss,1.7012791392303124,0,0
NGC7793,development,fixed_simple_mond,registered_baryons_kinematic_axis,5168,8.23300672950178,8.544754122166118,-0.7907852774436538,12.226140947209323,0.6733937360161878,0.5753976077214915,consistent,1.7012791392303124,1,0
NGC7793,development,fixed_simple_mond,adaptive_twin_kinematic_axis,5168,8.251933512807401,8.539995095222997,-0.7297919234864936,12.226140947209323,0.6749417946707825,0.5747568472929001,consistent,1.7012791392303124,1,0
NGC3521,validation,newtonian_thin_sheet,registered_baryons_photometric_axis,7962,54.30761675313435,56.81139827795367,5.718881271622773,34.4397862320656,1.576886000023152,4.523924998745084,close,2.4845271615724345,0,0
NGC3521,validation,newtonian_thin_sheet,registered_baryons_kinematic_axis,7962,54.31058594758745,56.796411323353574,5.721366780470599,34.4397862320656,1.5769722141022144,4.5215384735843,close,2.4845271615724345,1,0
NGC3521,validation,newtonian_thin_sheet,adaptive_twin_kinematic_axis,7962,54.64910921244212,56.99200303318075,5.681403290191019,34.4397862320656,1.5868016382041412,4.552734043767891,close,2.4845271615724345,1,0
NGC3521,validation,fixed_simple_mond,registered_baryons_photometric_axis,7962,24.228433142380638,25.189779629290175,6.538543715886015,34.4397862320656,0.7035012638906117,0.8893919113537163,consistent,2.736591663864663,0,0
NGC3521,validation,fixed_simple_mond,registered_baryons_kinematic_axis,7962,24.213886673083483,25.16945660313369,6.540324179075728,34.4397862320656,0.7030788899188589,0.8879573737066384,consistent,2.736591663864663,1,0
NGC3521,validation,fixed_simple_mond,adaptive_twin_kinematic_axis,7962,24.493334201034273,25.220094963834605,6.54150816675213,34.4397862320656,0.7111929800025717,0.8915339259278969,consistent,2.736591663864663,1,0
NGC6946,validation,newtonian_thin_sheet,registered_baryons_photometric_axis,23067,66.01097926134409,70.06967264660855,-15.729157537273933,12.263065790205529,5.382909982760334,79.00605964007342,miss,6.552317562556848,0,0
NGC6946,validation,newtonian_thin_sheet,registered_baryons_kinematic_axis,23067,39.13841338960026,43.829456911883945,-11.206859131973944,12.263065790205529,3.191568410312206,30.91237718449289,miss,6.552317562556848,1,0
NGC6946,validation,newtonian_thin_sheet,adaptive_twin_kinematic_axis,23067,38.91971480809555,43.219505734914,-11.31874815292338,12.263065790205529,3.1737344864593813,30.057981789616665,miss,6.552317562556848,1,0
NGC6946,validation,fixed_simple_mond,registered_baryons_photometric_axis,23067,71.15309095214117,76.60796217924525,-16.8926149527184,12.263065790205529,5.802226960975037,94.43827487716064,miss,9.269618425092187,0,0
NGC6946,validation,fixed_simple_mond,registered_baryons_kinematic_axis,23067,29.63930269629225,36.44417699962588,-9.356316009434932,12.263065790205529,2.416956999445038,21.372558752472862,miss,9.269618425092187,1,0
NGC6946,validation,fixed_simple_mond,adaptive_twin_kinematic_axis,23067,28.35962902358375,35.02306070048453,-9.452537935615519,12.263065790205529,2.3126051436692525,19.738239705873827,miss,9.269618425092187,1,0
