candidate_id,spatial_mode,carrier,amplitude_A,potential_threshold_chi,potential_power,galaxy_equal_RMSE_km_s,galaxy_pooled_RMSE_km_s,cluster_equal_RMSE_dex,cluster_pooled_RMSE_dex,cluster_mean_residual_dex,cluster_median_observed_over_predicted
shape_diffusion__potential_path__A3__ct1e-06__p4,shape_diffusion,potential_path,3.0,1e-06,4.0,10.05115470829284,9.742567256628885,0.1634005119121763,0.1586915281672648,-0.015049858985643033,1.1051808610108473
shape_diffusion__potential_path__A3__ct2e-06__p1,shape_diffusion,potential_path,3.0,2e-06,1.0,13.369464814427245,13.803344788972188,0.20844764618566522,0.20070969739575042,-0.10075933904498949,1.323871222688378
shape_diffusion__potential_path__A3__ct2e-06__p2,shape_diffusion,potential_path,3.0,2e-06,2.0,10.176864988957517,9.883184736425074,0.19654621686407045,0.1882323246931665,-0.05888884133755781,1.1820555614755872
shape_diffusion__potential_path__A3__ct2e-06__p4,shape_diffusion,potential_path,3.0,2e-06,4.0,10.025891843557176,9.707674442874255,0.18593349608453683,0.17779703841260838,-0.03271737663233877,1.1222071251331434
shape_diffusion__potential_path__A3__ct4e-06__p1,shape_diffusion,potential_path,3.0,4e-06,1.0,11.202591143891153,11.142377736166717,0.2472435719813372,0.23815647587928965,-0.1569758027573951,1.5113737082343717
shape_diffusion__potential_path__A3__ct4e-06__p2,shape_diffusion,potential_path,3.0,4e-06,2.0,10.038745679194152,9.717697233334118,0.2576973219969739,0.2454034841098527,-0.13619480055412825,1.392681724041366
shape_diffusion__potential_path__A3__ct4e-06__p4,shape_diffusion,potential_path,3.0,4e-06,4.0,10.029462831795598,9.712468302025133,0.2796806186559999,0.263079810564992,-0.12048510214490389,1.2829267851437898
shape_diffusion__potential_path__A4__ct5e-07__p1,shape_diffusion,potential_path,4.0,5e-07,1.0,31.710798057707105,35.02913487781195,0.17697990509998765,0.17361343964862555,0.04579905891169556,0.952092938697805
shape_diffusion__potential_path__A4__ct5e-07__p2,shape_diffusion,potential_path,4.0,5e-07,2.0,23.64361941319631,26.07131829180556,0.17998088193090592,0.1772011821010511,0.07093913835976158,0.9037339238825032
shape_diffusion__potential_path__A4__ct5e-07__p4,shape_diffusion,potential_path,4.0,5e-07,4.0,17.70438131100801,19.325320411644537,0.17959714444359198,0.1769663298225828,0.07471106509440026,0.8978641731822576
shape_diffusion__potential_path__A4__ct1e-06__p1,shape_diffusion,potential_path,4.0,1e-06,1.0,21.79989966435551,23.733317047885667,0.1785882091768942,0.17429014858099404,0.020593817093326153,0.9968875811131015
shape_diffusion__potential_path__A4__ct1e-06__p2,shape_diffusion,potential_path,4.0,1e-06,2.0,12.796954893249675,13.196817347351324,0.18193467984866685,0.17860567477764816,0.06005409364764408,0.9198237816924062
shape_diffusion__potential_path__A4__ct1e-06__p4,shape_diffusion,potential_path,4.0,1e-06,4.0,10.094046966473659,9.801093177684061,0.18042690740796102,0.17763803424303623,0.07307356230884925,0.8986439444748947
shape_diffusion__potential_path__A4__ct2e-06__p1,shape_diffusion,potential_path,4.0,2e-06,1.0,15.265575454586129,16.087780132444156,0.18822357810940876,0.18214712747125197,-0.021571770149659282,1.0924131263344237
shape_diffusion__potential_path__A4__ct2e-06__p2,shape_diffusion,potential_path,4.0,2e-06,2.0,10.288284627703057,10.024245776044419,0.19363879042183996,0.18796774283282566,0.024498117710654105,0.9739586831810141
shape_diffusion__potential_path__A4__ct2e-06__p4,shape_diffusion,potential_path,4.0,2e-06,4.0,10.024778421877143,9.706182710156849,0.19472742084247263,0.1892859169813286,0.053289952731982435,0.9110609555776163
shape_diffusion__potential_path__A4__ct4e-06__p1,shape_diffusion,potential_path,4.0,4e-06,1.0,11.94477671499228,12.063436379214513,0.2150130270410157,0.20658645013185792,-0.08472510317484895,1.2658075473447803
shape_diffusion__potential_path__A4__ct4e-06__p2,shape_diffusion,potential_path,4.0,4e-06,2.0,10.046231409874771,9.725418773205915,0.23749146254156467,0.22666008310838506,-0.06259268497694884,1.1561099613799244
shape_diffusion__potential_path__A4__ct4e-06__p4,shape_diffusion,potential_path,4.0,4e-06,4.0,10.02937599078659,9.712351654605445,0.2732981343785392,0.2582747808467825,-0.04701121029506889,1.062544181848311
shape_diffusion__potential_shape_path__A1__ct5e-07__p1,shape_diffusion,potential_shape_path,1.0,5e-07,1.0,10.778006986966721,10.449587817622605,0.3657739143740787,0.36188721032339755,-0.33358855472358817,2.267063369249627
shape_diffusion__potential_shape_path__A1__ct5e-07__p2,shape_diffusion,potential_shape_path,1.0,5e-07,2.0,10.43217784209547,10.120225697711177,0.3543521945892525,0.3509250989374756,-0.3222376005915249,2.2073017472452614
shape_diffusion__potential_shape_path__A1__ct5e-07__p4,shape_diffusion,potential_shape_path,1.0,5e-07,4.0,10.194803843017565,9.893902218688945,0.3523771877040186,0.3491542097721734,-0.3205813769725864,2.1905492205312544
shape_diffusion__potential_shape_path__A1__ct1e-06__p1,shape_diffusion,potential_shape_path,1.0,1e-06,1.0,10.369139070525772,10.037540061746796,0.3768546933392672,0.3725216521846253,-0.34455633791025697,2.3243250432466045
shape_diffusion__potential_shape_path__A1__ct1e-06__p2,shape_diffusion,potential_shape_path,1.0,1e-06,2.0,10.0988203563278,9.773491456058242,0.3599321419951275,0.35594947019808043,-0.3269426125183781,2.2234960324849045
shape_diffusion__potential_shape_path__A1__ct1e-06__p4,shape_diffusion,potential_shape_path,1.0,1e-06,4.0,10.030131161240762,9.711392698744847,0.3533409108787361,0.34996411651186926,-0.3212563653718267,2.2028891824653343
shape_diffusion__potential_shape_path__A1__ct2e-06__p1,shape_diffusion,potential_shape_path,1.0,2e-06,1.0,10.172011475294422,9.841795187907595,0.3942600061202695,0.3894165729272382,-0.36219832623564663,2.4304236873113823
shape_diffusion__potential_shape_path__A1__ct2e-06__p2,shape_diffusion,potential_shape_path,1.0,2e-06,2.0,10.040868403537017,9.72009872688463,0.3768855750697527,0.37149797491765807,-0.34177588722128277,2.324125142691093
shape_diffusion__potential_shape_path__A1__ct2e-06__p4,shape_diffusion,potential_shape_path,1.0,2e-06,4.0,10.029638199449517,9.712586637564769,0.3642778704960265,0.35924817754480376,-0.329017670126754,2.2376718720901385
shape_diffusion__potential_shape_path__A1__ct4e-06__p1,shape_diffusion,potential_shape_path,1.0,4e-06,1.0,10.088985307214122,9.762869386814788,0.4180296484492867,0.4128495582754175,-0.387085844588415,2.5757681150867127
shape_diffusion__potential_shape_path__A1__ct4e-06__p2,shape_diffusion,potential_shape_path,1.0,4e-06,2.0,10.031976872582893,9.713953473893474,0.4124161818137188,0.4053844732192501,-0.3758239709780624,2.555096543698026
shape_diffusion__potential_shape_path__A1__ct4e-06__p4,shape_diffusion,potential_shape_path,1.0,4e-06,4.0,10.029719372571627,9.712805627053719,0.40845199848351166,0.39948294605020324,-0.3656641435438293,2.4434124936909143
shape_diffusion__potential_shape_path__A2__ct5e-07__p1,shape_diffusion,potential_shape_path,2.0,5e-07,1.0,12.32477594940939,12.054584821461857,0.2639480070080514,0.25873222093769305,-0.2102590845342338,1.7420849094821895
shape_diffusion__potential_shape_path__A2__ct5e-07__p2,shape_diffusion,potential_shape_path,2.0,5e-07,2.0,11.298039366344383,11.079721754266458,0.24804596470073534,0.24347937252322724,-0.19317138966474834,1.6535664202314215
shape_diffusion__potential_shape_path__A2__ct5e-07__p4,shape_diffusion,potential_shape_path,2.0,5e-07,4.0,10.630586327604112,10.41916039973825,0.24504655481020207,0.24079076558985915,-0.1906500456990573,1.6440380524830065
shape_diffusion__potential_shape_path__A2__ct1e-06__p1,shape_diffusion,potential_shape_path,2.0,1e-06,1.0,11.060716885108354,10.754523972041314,0.2798939013660321,0.2740075203509195,-0.22701299610972706,1.8153727198690175
shape_diffusion__potential_shape_path__A2__ct1e-06__p2,shape_diffusion,potential_shape_path,2.0,1e-06,2.0,10.235691114029768,9.917742869968999,0.2566042119893709,0.25118228754623495,-0.2003763562401057,1.6992228243610965
shape_diffusion__potential_shape_path__A2__ct1e-06__p4,shape_diffusion,potential_shape_path,2.0,1e-06,4.0,10.033753153543854,9.714157284486143,0.24666312319088068,0.24215448193139336,-0.19170326682238553,1.6446471475021012
shape_diffusion__potential_shape_path__A2__ct2e-06__p1,shape_diffusion,potential_shape_path,2.0,2e-06,1.0,10.438988865496967,10.111796094181805,0.3054307078428859,0.29873798895437276,-0.2543753104671709,1.9222107453863533
shape_diffusion__potential_shape_path__A2__ct2e-06__p2,shape_diffusion,potential_shape_path,2.0,2e-06,2.0,10.05762885445195,9.734361998433076,0.28284044834616484,0.27523394565743353,-0.22338267014770988,1.7764415494971746
shape_diffusion__potential_shape_path__A2__ct2e-06__p4,shape_diffusion,potential_shape_path,2.0,2e-06,4.0,10.029565007292147,9.712370521917284,0.2655383923870267,0.2582393535492972,-0.20402366178322706,1.6918600115524982
shape_diffusion__potential_shape_path__A2__ct4e-06__p1,shape_diffusion,potential_shape_path,2.0,4e-06,1.0,10.186069893705062,9.856035156263548,0.3412605551383014,0.33395501671485794,-0.293865611452209,2.1210878225647356
shape_diffusion__potential_shape_path__A2__ct4e-06__p2,shape_diffusion,potential_shape_path,2.0,4e-06,2.0,10.034607562730145,9.715558304243105,0.33781349013250966,0.32763552470350116,-0.27740307375088674,1.986244887152889
shape_diffusion__potential_shape_path__A2__ct4e-06__p4,shape_diffusion,potential_shape_path,2.0,4e-06,4.0,10.029713499401355,9.71279043410213,0.3393047796838342,0.32583390648683963,-0.26344633819946306,1.9003485252636407
shape_diffusion__potential_shape_path__A3__ct5e-07__p1,shape_diffusion,potential_shape_path,3.0,5e-07,1.0,14.344484508028716,14.161558799590843,0.2011666504820193,0.1953642184208975,-0.11480427550802122,1.38259950323433
shape_diffusion__potential_shape_path__A3__ct5e-07__p2,shape_diffusion,potential_shape_path,3.0,5e-07,2.0,12.490893689900702,12.415645799506223,0.18605172485090207,0.18096951828407642,-0.09421024849017326,1.3298459224253925
shape_diffusion__potential_shape_path__A3__ct5e-07__p4,shape_diffusion,potential_shape_path,3.0,5e-07,4.0,11.281400372546498,11.209246652017418,0.18285087682578355,0.17811234372929274,-0.09115191523431102,1.31465398888946
shape_diffusion__potential_shape_path__A3__ct1e-06__p1,shape_diffusion,potential_shape_path,3.0,1e-06,1.0,12.021255907554139,11.767221515144755,0.2174975179198301,0.21089591973326283,-0.13518626429202918,1.4477062329243506
shape_diffusion__potential_shape_path__A3__ct1e-06__p2,shape_diffusion,potential_shape_path,3.0,1e-06,2.0,10.434913087680425,10.13851426841874,0.19536658064526238,0.189317122491869,-0.10298501841653278,1.3438012698852737
shape_diffusion__potential_shape_path__A3__ct1e-06__p4,shape_diffusion,potential_shape_path,3.0,1e-06,4.0,10.040545429816918,9.72105453113969,0.18479962722728463,0.17976128435128996,-0.09244832955541286,1.3222426099433604
shape_diffusion__potential_shape_path__A3__ct2e-06__p1,shape_diffusion,potential_shape_path,3.0,2e-06,1.0,10.816246530033279,10.506030835806659,0.24489627479103881,0.23726017156754994,-0.1688108200323033,1.5886617076533587
shape_diffusion__potential_shape_path__A3__ct2e-06__p2,shape_diffusion,potential_shape_path,3.0,2e-06,2.0,10.07990727143785,9.755488350994794,0.22472812008240733,0.21611381013837141,-0.13126343338313418,1.4273098670177682
shape_diffusion__potential_shape_path__A3__ct2e-06__p4,shape_diffusion,potential_shape_path,3.0,2e-06,4.0,10.029505711822482,9.712172528981599,0.20834767036034427,0.199889379666366,-0.10780955116599018,1.3342195691549557
shape_diffusion__potential_shape_path__A3__ct4e-06__p1,shape_diffusion,potential_shape_path,3.0,4e-06,1.0,10.31899963464384,9.990052488584515,0.2853541079496067,0.27680853264465227,-0.21809034010400882,1.77442224775141
shape_diffusion__potential_shape_path__A3__ct4e-06__p2,shape_diffusion,potential_shape_path,3.0,4e-06,2.0,10.037615792714485,9.71763349912154,0.28794122456339516,0.27611221624402005,-0.1987895423431535,1.6446285322016712
shape_diffusion__potential_shape_path__A3__ct4e-06__p4,shape_diffusion,potential_shape_path,3.0,4e-06,4.0,10.029707680918886,9.712775312467283,0.299095770552768,0.28323655195424763,-0.18333030723387156,1.538103618978562
shape_diffusion__potential_shape_path__A4__ct5e-07__p1,shape_diffusion,potential_shape_path,4.0,5e-07,1.0,16.615524260131725,16.526663005875037,0.17266126192941575,0.16743092791464512,-0.03680503884859311,1.142515054814906
shape_diffusion__potential_shape_path__A4__ct5e-07__p2,shape_diffusion,potential_shape_path,4.0,5e-07,2.0,13.896358354073087,13.98470888063341,0.16402831539896273,0.159592709996133,-0.013835395045001335,1.09300634344065
shape_diffusion__potential_shape_path__A4__ct5e-07__p4,shape_diffusion,potential_shape_path,4.0,5e-07,4.0,12.093582077221011,12.188930780047956,0.1617069218364352,0.15757689605065955,-0.010410043212393577,1.0899262914566372
shape_diffusion__potential_shape_path__A4__ct1e-06__p1,shape_diffusion,potential_shape_path,4.0,1e-06,1.0,13.173952288583235,12.986706823674004,0.18451117872265385,0.17832898414083997,-0.059688465852939,1.2113611930708528
shape_diffusion__potential_shape_path__A4__ct1e-06__p2,shape_diffusion,potential_shape_path,4.0,1e-06,2.0,10.690509999603629,10.42780890330241,0.17120114345678378,0.16585220124627004,-0.023692063320925567,1.1022404230716945
shape_diffusion__potential_shape_path__A4__ct1e-06__p4,shape_diffusion,potential_shape_path,4.0,1e-06,4.0,10.05046028803007,9.732020592449732,0.16343852259190175,0.1590285226991949,-0.011876275476065342,1.090144624497021
shape_diffusion__potential_shape_path__A4__ct2e-06__p1,shape_diffusion,potential_shape_path,4.0,2e-06,1.0,11.288151060963791,11.005945421073418,0.20738886021677905,0.1998276568840595,-0.09771452531604176,1.3326769557123699
shape_diffusion__potential_shape_path__A4__ct2e-06__p2,shape_diffusion,potential_shape_path,4.0,2e-06,2.0,10.107597685872905,9.783344081153222,0.19621809876588078,0.1881476763710003,-0.055679799919406706,1.1819062694487332
shape_diffusion__potential_shape_path__A4__ct2e-06__p4,shape_diffusion,potential_shape_path,4.0,2e-06,4.0,10.02946030086566,9.71199264328191,0.18601558630854054,0.17812766084442805,-0.02942232655799107,1.0986830494764885
shape_diffusion__potential_shape_path__A4__ct4e-06__p1,shape_diffusion,potential_shape_path,4.0,4e-06,1.0,10.485553935691854,10.162311193576635,0.24571736119619367,0.23674774377478286,-0.154074993532003,1.5023180882620564
shape_diffusion__potential_shape_path__A4__ct4e-06__p2,shape_diffusion,potential_shape_path,4.0,4e-06,2.0,10.040999951683602,9.720177119113925,0.2566188330284789,0.244526325470263,-0.13307626474698647,1.4272417500786538
shape_diffusion__potential_shape_path__A4__ct4e-06__p4,shape_diffusion,potential_shape_path,4.0,4e-06,4.0,10.029701917121237,9.712760262145405,0.27898871543169695,0.26268339437830407,-0.11714398132100978,1.291228776357019
