galaxy,sigma_v_kms,n_points,rms_gr,rms_coherence,delta_rms,K_mean,K_max,ell_coh_mean_kpc,tau_coh_mean_yr
NGC6015,23.175,44,43.27900492409794,33.4445173536601,-9.834487570437837,0.8589220514926613,0.8589220654021433,1.232726444308032,108676.64937655501
NGC6195,37.725,23,43.84749983065521,163.67301041696254,119.82551058630733,1.068450867961842,1.0684508760778164,0.678632900837793,59827.99359929552
NGC6503,17.25,31,41.67287570412551,33.4840701891067,-8.188805515018807,0.7240158905135444,0.7240159056570625,1.879715199985852,165714.9083317612
NGC6674,36.3,15,77.68970787051921,48.94079482121249,-28.748913049306722,1.0525743623217894,1.052574375926487,1.9002696975203177,167526.9842647297
NGC6789,25.0,4,22.346909291739045,15.461355937042281,-6.885553354696764,0.8926948652293536,0.8926948654516778,0.03593911981770824,3168.377819235877
NGC6946,23.55,58,27.29685221130175,80.2847101530464,52.98785794174465,0.8661068207768569,0.8661068289249243,0.9973319590585842,87924.36969865063
NGC7331,35.775,36,70.71859232887839,177.20601747873542,106.48742514985703,1.046535938866236,1.0465359461513408,0.9359740414754619,82515.08126613099
NGC7793,16.2,46,11.486837363798388,21.43014935067651,9.94331198687812,0.6947896889490329,0.6947896971240557,0.3937858505985395,34715.99640986716
NGC7814,32.1,18,53.457344257273526,94.33332770182228,40.87598344454876,1.00106848384715,1.001068488385049,0.6138731633044643,54118.80213826714
PGC51017,2.8575,6,4.522399935416963,4.877040512922561,0.35464057750559874,0.0726630829312151,0.07266309295684915,4.546824441829133,400846.14710994373
UGC00128,19.575,22,65.11324314929104,46.98221911034024,-18.131024038950798,0.7823674374918231,0.7823674660625108,3.5237359503128687,310651.0922483489
UGC00191,8.64,9,23.831490758619328,17.01377442450801,-6.817716334111317,0.40480113740332596,0.404801160866224,1.4704555433265623,129634.74763098445
UGC00634,25.0,4,48.762603305365005,31.647578157788438,-17.115025147576567,0.8926948731419037,0.8926948780621902,0.9991962374939296,88088.72370824768
UGC00731,10.4625,12,36.16596928486053,30.39375625805582,-5.77221302680471,0.49083567033421066,0.4908356842830481,1.9371206525428848,170775.74909545967
UGC00891,25.0,5,25.538963308819817,16.78149763348068,-8.757465675339137,0.8926948681749654,0.8926948703209394,0.39453166611837426,34781.74719514717
UGC01230,15.6,11,43.73505435771638,28.761642638339758,-14.973411719376621,0.6771683330499592,0.677168368705565,2.4650483135700862,217317.63158573382
UGC01281,8.032499999999999,25,18.461825570134042,15.100442791974375,-3.3613827781596672,0.3732792353396143,0.37327924658464656,1.0095691225220096,89003.1929276151
UGC02023,25.0,5,8.845647965450617,10.865889809681839,2.020241844231222,0.8926948665888105,0.8926948676894971,0.20143654700005068,17758.56199972802
UGC02259,12.4875,8,39.096000450093676,28.64275480006536,-10.453245650028315,0.5729348261531407,0.5729348339115196,1.151577443646071,101522.58731118891
UGC02455,5.4075,8,35.37808204018852,42.54964058637986,7.171558546191342,0.2217203619485532,0.22172037151887805,1.9968988539807586,176045.7704112363
UGC02487,49.875,17,109.51773009092928,69.44897399767949,-40.06875609324979,1.1799265355375492,1.1799265444379206,1.2938885788545098,114068.6776581908
UGC02885,44.7,19,69.35716763455243,79.00653491245006,9.649367277897639,1.1369520269206739,1.1369520366998556,1.4204096323096345,125222.72098108978
UGC02916,31.425,43,39.97364888805376,118.1964276505138,78.22277876246004,0.9920432391185942,0.9920432530067077,0.6330035864055766,55805.33226292246
UGC02953,39.45,115,62.22481167957494,149.4496315288976,87.22481984932267,1.0867338177920154,1.0867338338109844,0.6713242960180268,59183.67004552007
UGC03205,32.55,48,33.64653417615317,74.40524300181113,40.75870882565796,1.0069609620286937,1.00696097538186,0.6884434290438343,60692.88567569228
UGC03546,29.175,30,72.11935937530671,167.46635307813125,95.34699370282453,0.9602135171969907,0.960213528683308,0.6217479271836622,54813.03803867661
UGC03580,18.45,47,39.24452840755697,60.70590721795457,21.461378810397598,0.7551449427660193,0.7551449677582207,0.8669957134131596,76433.98062290132
UGC04278,12.57,25,27.66685900630416,19.514078263845562,-8.1527807424586,0.5760144818185418,0.5760144887941756,0.8610837332482362,75912.78291641
UGC04305,5.010000000000001,22,4.955072428351265,7.390837788620402,2.435765360269137,0.19731261495488092,0.19731262984042983,2.854620888913761,251662.18740574905
UGC04325,13.41,8,35.331222541708,22.88394617594107,-12.447276365766932,0.6063091191725238,0.6063091239785962,0.7098303032034017,62578.34358489165
UGC04483,3.12,8,7.079526352533245,6.578134777530303,-0.5013915750029421,0.08616654023203713,0.08616654370400412,1.30074172344189,114672.8480277716
UGC04499,10.035,9,21.50254779202607,13.525277194304762,-7.97727059772131,0.471761452139945,0.4717614628491134,1.5864977228480415,139864.97779679063
UGC05005,11.3325,11,33.6105146121397,25.15051931734225,-8.459995294797451,0.5277071573619162,0.5277071996773185,3.40135637693591,299862.1600824573
UGC05253,32.775,73,44.104843857397995,134.0232577304508,89.91841387305281,1.009870985931132,1.0098710061012948,0.5742960812921207,50629.703088707145
UGC05414,7.334999999999999,6,12.492346698655776,7.63677986541165,-4.855566833244127,0.3352997239904683,0.33529973125921386,1.3372966216151532,117895.51261010021
UGC05716,10.815,12,34.860659179032254,27.987246613616072,-6.8734125654161815,0.5060818868062814,0.5060819018986739,2.093730696697947,184582.42529363293
UGC05721,11.7825,23,36.993423389983725,29.338762193182657,-7.654661196801069,0.5458105014576945,0.5458105110024021,0.7436087832837,65556.2403057007
UGC05750,8.3475,11,20.787271481906608,14.963109552169357,-5.824161929737251,0.3898059695890766,0.38980602886313914,3.124568247561524,275460.6339965155
UGC05764,7.4925,10,27.9551391121523,24.945092849402236,-3.0100462627500626,0.34404024990401905,0.3440402566536069,1.0779275743320391,95029.64553888593
UGC05829,7.484999999999999,11,20.89128746050334,16.44948525980796,-4.441802200695378,0.34362618818766394,0.34362620122345183,2.0425878817703005,180073.6960522952
UGC05918,5.714999999999999,8,18.378285164393436,16.34753258583422,-2.030752578559216,0.24048543710357528,0.24048544731427512,2.0358181672743165,179476.8808447879
UGC05986,16.95,15,38.97404649965343,22.32012603407793,-16.653920465575503,0.7158649024582614,0.7158649084735751,0.7981544016332456,70364.95927800154
UGC05999,25.0,5,37.193191266338594,20.510500758033675,-16.68269050830492,0.8926948723619471,0.8926948767574031,0.9042459761388553,79717.94825425798
UGC06399,11.625,9,28.750319030139067,18.64204752132367,-10.108271508815399,0.5395464891140773,0.539546497532862,1.2211003558177878,107651.69826245419
UGC06446,12.254999999999995,17,37.554663229842475,28.406394918304823,-9.148268311537652,0.564151122349866,0.564151133398371,1.3671459841085838,120527.01996259575
UGC06614,29.025,13,50.98495587013215,79.92673700219656,28.941781132064413,0.957989057204229,0.9579890802829951,1.6996707862625873,149842.2678828139
UGC06628,6.21,7,8.072900058646603,13.53928320028155,5.466383141634948,0.2702920895147786,0.270292105721845,3.1507535582224215,277769.12006708723
UGC06667,11.595,9,45.27733630984675,39.237076039443316,-6.0402602704034365,0.538344612475923,0.5383446209253281,1.225842489612414,108069.76280067755
UGC06786,33.75,45,51.9524574240025,70.32738844215923,18.37493101815673,1.0222118516946748,1.0222118624152163,0.5494653325116813,48440.634628766784
UGC06787,37.425,71,64.96642478114666,123.47790391047285,58.51147912932619,1.0651688295604838,1.0651688396036973,0.48558291276042687,42808.787137630956
UGC06818,8.3175,8,20.175495852306163,16.6761732569676,-3.499322595338562,0.388248886406225,0.3882488977210413,1.816140230024681,160110.16548593584
UGC06917,15.075,11,30.603998657699744,13.781893118100113,-16.822105539599633,0.6611558559564942,0.6611558631327907,1.1575729904353542,102051.1522164428
UGC06923,11.355,6,15.1054378478316,12.274375677961759,-2.831062169869842,0.5286275126081776,0.5286275175445755,0.9223513414285155,81314.10970962721
UGC06930,15.75,10,31.485550365605146,13.288849904818182,-18.196700460786964,0.6816398729453061,0.6816398838669733,1.6871164421985292,148735.48214433793
UGC06973,26.1,9,88.38568001480633,176.56537500761237,88.17969499280605,0.9116984577005862,0.9116984595733145,0.4234278724586899,37329.224698578066
UGC06983,16.275,17,42.45443781782275,25.482105771797052,-16.9723320460257,0.6969436463500721,0.6969436565109282,1.4740797643731924,129954.25744742947
UGC07089,10.364999999999998,12,14.928726535103594,7.886034960604352,-7.042691574499242,0.4865425298756405,0.4865425407555824,1.7645201702992095,155559.36254219682
UGC07125,9.7125,13,14.698599189568334,7.277497140659451,-7.4211020489088835,0.45693481686393966,0.4569348433117442,3.692782808233111,325554.1927628502
UGC07151,10.1925,11,15.566865119323268,6.151037758643145,-9.415827360680122,0.4788646613276576,0.47886466855300786,1.022019770661825,90100.83687664314
UGC07232,25.0,4,9.106155029455469,6.503024785679387,-2.6031302437760813,0.892694865309536,0.8926948655318601,0.04570036222801757,4028.924880429341
UGC07261,10.44,7,22.262552465739894,13.136133853308845,-9.12641861243105,0.48984790058639494,0.4898479085880628,1.2528429565631256,110450.1127099008
UGC07323,9.375,10,10.345457337040719,5.118340401027571,-5.2271169360131475,0.4410042720555828,0.44100428047411183,1.2369472161891806,109048.75086585461
UGC07399,14.01,10,50.95226232229807,40.45544077369611,-10.496821548601957,0.6268285353062566,0.6268285403770609,0.7134795903320995,62900.06321668109
UGC07524,11.895,31,26.756759638805764,17.378155464697958,-9.378604174107807,0.5502381530267165,0.550238165120595,1.4914549859973574,131486.04974166327
UGC07559,3.915,7,6.78682547264883,5.764449304282398,-1.0223761683664314,0.1308838898348747,0.13088389648708187,2.0681301297482775,182325.4899848492
UGC07577,1.6049999999999998,9,1.7651840058788588,1.8210507904598063,0.055866784580947515,0.02192765711904522,0.02192766070078413,5.140000202940197,453140.2749000911
UGC07603,9.075,12,25.74568614409514,20.679884797922977,-5.065801346172162,0.42648035416413244,0.4264803604792133,0.9017667794067129,79499.38330398973
UGC07608,7.965,8,30.63714273310021,26.986088797620475,-3.651053935479734,0.3696868176737399,0.3696868258122418,1.326148656127107,116912.71262053205
UGC07690,8.684999999999999,7,13.006404800319592,6.9001309687583365,-6.106273831561255,0.4070781555864377,0.407078161827922,1.0227740025317078,90167.32964383441
UGC07866,3.9,7,7.480355756414136,6.354279327039653,-1.126076429374483,0.13000056544592792,0.13000057151540845,1.9154778243312964,168867.72638374756
UGC08286,12.375,17,36.6726781610861,27.233159304226625,-9.439518856859472,0.5687040761469072,0.5687040845039334,1.084561629151936,95614.5010459092
UGC08490,11.7525,30,38.25426280569027,29.743198702608485,-8.511064103081782,0.5446232657152252,0.5446232773835523,1.4433752701364448,127247.36203696832
UGC08550,7.86,11,24.99854471571737,20.856895369771888,-4.141649345945481,0.36406295913548714,0.36406296874470595,1.4721327044278978,129782.60545442895
UGC08699,27.225,41,38.29257854611432,80.19918427783685,41.90660573172253,0.9301908198118292,0.9301908311442243,0.6074483154154068,53552.3902270432
UGC08837,4.755,8,7.952404742389242,6.339654657237499,-1.6127500851517427,0.1816454476126229,0.18164545825703315,2.526030427271477,222693.78930472184
UGC09037,23.325,22,31.128091400079775,67.4158701245752,36.28777872449543,0.8618119092432989,0.8618119196780052,1.4965166785133,131932.28644352604
UGC09133,33.975,68,61.91748044477971,132.81315840393,70.89567795915029,1.0249994798007587,1.0249995138619272,1.6865624482893564,148686.64227227878
UGC09992,25.0,5,5.888447315315842,4.263461150683285,-1.6249861646325572,0.8926948666369201,0.8926948677696795,0.20729329237746774,18274.890230381498
UGC10310,10.38,7,22.50539817651381,13.40829470557254,-9.09710347094127,0.4872051851497504,0.4872051945098879,1.466049532937499,129246.31559205754
UGC11455,40.8,36,39.82149446522485,143.61442604048173,103.79293157525689,1.1003847002167269,1.1003847086957614,0.6539685794876717,57653.59731222437
UGC11557,10.92,12,20.837740296482337,37.49789341156283,16.66015311508049,0.5105414117875752,0.5105414275736708,1.40323118265054,123708.27602125751
UGC11820,7.78125,10,27.350315053297003,22.498477576424055,-4.851837476872948,0.35981667409182233,0.35981671494719686,2.8495158012805306,251212.12500843868
UGC11914,42.6,65,20.216150253791284,151.69104882055876,131.47489856676748,1.117763075783627,1.11776307759367,0.14864519547269076,13104.498459074586
UGC12506,34.95,31,78.84357368691505,22.932786166741362,-55.910787520173685,1.036829632930996,1.0368296431378048,1.3639412012748922,120244.48764412942
UGC12632,10.4625,15,28.541353368849645,21.18959869183169,-7.351754677017954,0.4908356697111626,0.49083568358560636,1.8639186916249684,164322.2947406143
UGC12732,12.72,16,38.50841686062227,28.531304774934963,-9.977112085687306,0.5815648657293859,0.5815648810904338,1.9957903715721872,175948.04706424993
UGCA281,3.9,7,6.731165308050977,5.7106588170425026,-1.020506491008474,0.13000056083907816,0.13000056391323056,0.8332637451857771,73460.18436765336
UGCA442,7.784999999999999,8,26.097011285652165,22.698034706612095,-3.3989765790400703,0.3600194205322169,0.3600194323113873,1.7234879492629833,151941.97904297418
UGCA444,5.2875,36,14.062050109758859,12.69662061509733,-1.3654294946615284,0.21436333309633449,0.21436333997919074,1.2465828814747986,109898.22710009146
