gamma_sigma,F_max,extra_amp,sigma_gate_ref,frac_improved,mean_delta_rms,median_delta_rms,std_delta_rms,n_galaxies,mean_delta_low,n_low,mean_delta_med,n_med,mean_delta_high,n_high
1.5,3.0,0.1,25.0,0.7393939393939394,-1.0858502495955413,-3.09269142489914,10.798741348934895,165,-2.1715371659046276,82,-3.4729316552028138,37,2.769548427465638,46
1.5,3.0,0.1,30.0,0.7393939393939394,-1.0715930437443275,-3.1170801352075763,10.917193429912277,165,-2.1865981163469246,82,-3.490273768301661,37,2.8614852771694625,46
1.5,3.0,0.15,20.0,0.7393939393939394,-1.1170117572167324,-3.2321770066755455,10.977541722158746,165,-2.271364286756272,82,-3.555318434765454,37,2.901993775208159,46
1.5,3.0,0.15,25.0,0.7393939393939394,-1.094834235216381,-3.283896790663402,11.182538331227413,165,-2.303532559755392,82,-3.5903457564799686,37,3.0670611756303936,46
1.5,3.0,0.15,30.0,0.7393939393939394,-1.0711474643178451,-3.320242409682308,11.359212238910448,165,-2.325874695727901,82,-3.6137676307103024,37,3.2106912124679257,46
1.5,3.0,0.2,20.0,0.7393939393939394,-1.1311136618033353,-3.394835742695644,11.293557448155806,165,-2.3915186012332086,82,-3.6575865374289256,37,3.1478581084444133,46
1.5,3.0,0.2,25.0,0.7393939393939394,-1.0984334286075772,-3.341466346092666,11.565789563057887,165,-2.4339613279048082,82,-3.7004602434899554,37,3.3752248299363576,46
1.5,3.0,0.2,30.0,0.7393939393939394,-1.0638379715564816,-3.3812874290416133,11.800010847787066,165,-2.463418934077232,82,-3.728306917963401,37,3.5742270272208554,46
1.5,3.0,0.25,20.0,0.7393939393939394,-1.141410183617416,-3.4679458237309806,11.609489519526514,165,-2.5103329402611,82,-3.7545100500854245,37,3.4006846229934182,46
1.5,3.0,0.25,25.0,0.7393939393939394,-1.0967317867605593,-3.5261875362119994,11.948388618363746,165,-2.5628248388372423,82,-3.8033984987230713,37,3.6938399222155502,46
1.5,3.0,0.25,30.0,0.7393939393939394,-1.04979055111767,-3.5535544076614993,12.239488085522497,165,-2.599230827909211,82,-3.8340672125145123,37,3.9517820395038403,46
1.5,4.0,0.1,20.0,0.7393939393939394,-1.1170117572167324,-3.2321770066755455,10.977541722158746,165,-2.271364286756272,82,-3.555318434765454,37,2.901993775208159,46
1.5,4.0,0.1,25.0,0.7393939393939394,-1.0948342352163805,-3.2838967906634053,11.182538331227414,165,-2.3035325597553915,82,-3.5903457564799686,37,3.067061175630394,46
1.5,4.0,0.1,30.0,0.7393939393939394,-1.0711474643178451,-3.320242409682308,11.359212238910448,165,-2.325874695727901,82,-3.6137676307103024,37,3.2106912124679257,46
1.5,4.0,0.15,20.0,0.7393939393939394,-1.1367346661619202,-3.3728255552541366,11.45153959725445,165,-2.451093311278707,82,-3.7067117617746965,37,3.273407973778281,46
1.5,4.0,0.15,25.0,0.7393939393939394,-1.0982400373962962,-3.4340203726588427,11.757176562701854,165,-2.4985889483047985,82,-3.752818774763763,37,3.5332387447144304,46
1.5,4.0,0.15,30.0,0.7393939393939394,-1.0576486793275872,-3.478626602605395,12.019920036163725,165,-2.5315417739685753,82,-3.7822736527057534,37,3.761272141880088,46
1.5,4.0,0.2,20.0,0.7393939393939394,-1.1479474352746486,-3.6237396849296246,11.925251389334848,165,-2.6278044430874865,82,-3.8461622896598566,37,3.660361787614599,46
1.5,4.0,0.2,25.0,0.7393939393939394,-1.0898113078992369,-3.6697891298021545,12.330246072366904,165,-2.690116921070928,82,-3.8992813471568697,37,4.022698512374917,46
1.5,4.0,0.2,30.0,0.7393939393939394,-1.029129700748737,-3.7101830171850843,12.677565089106588,165,-2.7333013699874464,82,-3.931218673561234,37,4.343030492112927,46
1.5,4.0,0.25,20.0,0.7393939393939394,-1.150800333282894,-3.875552437392969,12.39840929637529,165,-2.80147334785538,82,-3.9739141364265627,37,4.062469186527099,46
1.5,4.0,0.25,25.0,0.7393939393939394,-1.0698188201025673,-3.944528601979755,12.90147986683268,165,-2.8780762757024463,82,-4.030131474712679,37,4.534717692501004,46
1.5,4.0,0.25,30.0,0.7333333333333333,-0.9860051367833786,-3.935331680976269,13.331925975815643,165,-2.9310998719351216,82,-4.061157460016717,37,4.954829738044372,46
1.5,5.0,0.1,20.0,0.7393939393939394,-1.1315649248047253,-3.394835742695644,11.292913770990038,165,-2.3915186012332086,82,-3.6575865374289256,37,3.1462394476785596,46
1.5,5.0,0.1,25.0,0.7393939393939394,-1.099011140607177,-3.341466346092666,11.56495539985057,165,-2.4339613279048082,82,-3.7004602434899554,37,3.3731526021117064,46
1.5,5.0,0.1,30.0,0.7393939393939394,-1.0645311203228216,-3.3812874290416133,11.798996698473703,165,-2.463418934077232,82,-3.728306917963401,37,3.571740732732898,46
1.5,5.0,0.15,20.0,0.7393939393939394,-1.1486808580108805,-3.6237396849296246,11.924258013990332,165,-2.6278044430874865,82,-3.8461622896598566,37,3.657731032147682,46
1.5,5.0,0.15,25.0,0.7393939393939394,-1.090763146137202,-3.6697891298021545,12.3289499336067,165,-2.690116921070928,82,-3.8992813471568697,37,4.019284309999608,46
1.5,5.0,0.15,30.0,0.7393939393939394,-1.030284052461264,-3.7101830171850843,12.675980605148,165,-2.7333013699874464,82,-3.931218673561234,37,4.338889882709297,46
1.5,5.0,0.2,20.0,0.7393939393939394,-1.1509674735320188,-3.958854849587482,12.554600331094456,165,-2.8586784786338493,82,-4.0139393223204785,37,4.196038196544571,46
1.5,5.0,0.2,25.0,0.7393939393939394,-1.0620057012577424,-3.9675786727731612,13.089652133666993,165,-2.9399238139000574,82,-4.0703440738487515,37,4.705337886188718,46
1.5,5.0,0.2,30.0,0.7333333333333333,-0.9701353891740819,-4.01907300233702,13.547084707321327,165,-2.9961364953007257,82,-4.100335943711437,37,5.159201811266504,46
1.5,5.0,0.25,20.0,0.7333333333333333,-1.1387460209250455,-4.189332785948707,13.183415103144215,165,-3.0840018518384453,82,-4.161468671663739,37,4.760204331514748,46
1.5,5.0,0.25,25.0,0.7333333333333333,-1.0133365811703436,-4.282402980199288,13.846579727626926,165,-3.183180243835908,82,-4.214517489195376,37,5.429508504384057,46
1.5,5.0,0.25,30.0,0.7272727272727273,-0.8850184858818707,-4.235972006604332,14.411972516367063,165,-3.2516707611785565,82,-4.236832078063295,37,6.029820415966846,46
2.0,2.0,0.1,20.0,0.7393939393939394,-1.0917555049532102,-2.975681696443038,10.304534786420838,165,-2.0366555171966243,82,-3.343186644729484,37,2.4035652162572707,46
2.0,2.0,0.1,25.0,0.7393939393939394,-1.0832256388468404,-2.981366450502371,10.388506292560294,165,-2.0486834667664677,82,-3.3602199125349483,37,2.469303274541626,46
2.0,2.0,0.1,30.0,0.7393939393939394,-1.073069921754585,-2.9723363676167693,10.464133754328119,165,-2.056257774617083,82,-3.3707860022856906,37,2.527732228557932,46
2.0,2.0,0.15,20.0,0.7393939393939394,-1.110622234774316,-2.990754150164154,10.442239012946565,165,-2.102988229664523,82,-3.4048485696364343,37,2.5037339819842774,46
2.0,2.0,0.15,25.0,0.7393939393939394,-1.0971178623588134,-3.020588110206134,10.568047115857324,165,-2.1209319592583977,82,-3.429404243113857,37,2.6039115296781983,46
2.0,2.0,0.15,30.0,0.7393939393939394,-1.081150146256008,-3.0395790992580523,10.681212495258782,165,-2.1322276357144907,82,-3.4443647501789463,37,2.693356255499304,46
2.0,2.0,0.2,20.0,0.7393939393939394,-1.1286167441266337,-3.0848756447554067,10.580218335168247,165,-2.1689286373454766,82,-3.4651351910621715,37,2.6052258163203215,46
2.0,2.0,0.2,25.0,0.7393939393939394,-1.1096717419964728,-3.124524546730548,10.747754397707984,165,-2.1927231365012796,82,-3.4965613884216533,37,2.740874589897567,46
2.0,2.0,0.2,30.0,0.7393939393939394,-1.0874115166078413,-3.1497565948867,10.898269463238082,165,-2.2076966507323412,82,-3.515336818185098,37,2.862514943317538,46
2.0,2.0,0.25,20.0,0.7393939393939394,-1.14574421751809,-3.178705793851293,10.718451523983497,165,-2.2344785346519807,82,-3.5240545511327293,37,2.7080317900627944,46
2.0,2.0,0.25,25.0,0.7393939393939394,-1.1208976794561722,-3.2281057029539646,10.927601235099788,165,-2.2640589738120025,82,-3.5617075883084057,37,2.8801717284723223,46
2.0,2.0,0.25,30.0,0.7393939393939394,-1.0918712192005724,-3.2595348575424232,11.115275735111624,165,-2.282666925124546,82,-3.5837280708990473,37,3.0351712025083293,46
2.0,3.0,0.1,20.0,0.7393939393939394,-1.1286167441266337,-3.0848756447554067,10.580218335168246,165,-2.1689286373454766,82,-3.4651351910621715,37,2.6052258163203215,46
2.0,3.0,0.1,25.0,0.7393939393939394,-1.1096717419964728,-3.124524546730548,10.747754397707984,165,-2.1927231365012796,82,-3.4965613884216533,37,2.740874589897567,46
2.0,3.0,0.1,30.0,0.7393939393939394,-1.0874115166078413,-3.1497565948867,10.898269463238082,165,-2.2076966507323412,82,-3.515336818185098,37,2.862514943317538,46
2.0,3.0,0.15,20.0,0.7393939393939394,-1.1620096490074139,-3.272246163178014,10.856918423453749,165,-2.2996392284654754,82,-3.5816147265307636,37,2.8121428158605197,46
2.0,3.0,0.15,25.0,0.7393939393939394,-1.1308058988595124,-3.3313336777301537,11.107562651455218,165,-2.3349408295711176,82,-3.624859087171097,37,3.0217817595291887,46
2.0,3.0,0.15,30.0,0.7393939393939394,-1.094546333211861,-3.3426863068802994,11.332205156240951,165,-2.3571398537269106,82,-3.6495642769386927,37,3.2112869841822005,46
2.0,3.0,0.2,20.0,0.7393939393939394,-1.1919734094507968,-3.453364201716912,11.134477669958072,165,-2.4287958194351416,82,-3.6926899423480153,37,3.024242880460364,46
2.0,3.0,0.2,25.0,0.7393939393939394,-1.1467091509214564,-3.4017409636036717,11.467737953510131,165,-2.475344950484605,82,-3.745242775459595,37,3.3118534506457027,46
2.0,3.0,0.2,30.0,0.7393939393939394,-1.0946104785502981,-3.439885412224683,11.76574100558947,165,-2.5045956898307145,82,-3.7736736889597426,37,3.5737400890615194,46
2.0,3.0,0.25,20.0,0.7393939393939394,-1.2185441312364087,-3.541171148606349,11.41275364719153,165,-2.5563992183257707,82,-3.7984257367056977,37,3.2414501414525354,46
2.0,3.0,0.25,25.0,0.7393939393939394,-1.1574594213990372,-3.586621389353713,11.828112927070322,165,-2.613934003331518,82,-3.8578411342837695,37,3.6109109937139756,46
2.0,3.0,0.25,30.0,0.7393939393939394,-1.0877377258762952,-3.5981627136146592,12.198712999374377,165,-2.6500609792520953,82,-3.887866320181905,37,3.9495506386046455,46
2.0,4.0,0.1,20.0,0.7393939393939394,-1.162009649007414,-3.272246163178014,10.856918423453749,165,-2.2996392284654754,82,-3.5816147265307636,37,2.8121428158605197,46
2.0,4.0,0.1,25.0,0.7393939393939394,-1.1308058988595124,-3.3313336777301537,11.107562651455218,165,-2.3349408295711176,82,-3.624859087171096,37,3.0217817595291887,46
2.0,4.0,0.1,30.0,0.7393939393939394,-1.094546333211861,-3.3426863068802994,11.332205156240951,165,-2.3571398537269106,82,-3.6495642769386927,37,3.2112869841822005,46
2.0,4.0,0.15,20.0,0.7393939393939394,-1.205680766813308,-3.438959666237178,11.273534442063674,165,-2.4927919193514025,82,-3.746221213789456,37,3.1322129515832398,46
2.0,4.0,0.15,25.0,0.7393939393939394,-1.1527236711665485,-3.5015342018192115,11.64791006571808,165,-2.5448668443989955,82,-3.80250715571819,37,3.4602704404306563,46
2.0,4.0,0.15,30.0,0.7393939393939394,-1.0920329670641364,-3.503865329882384,11.982306545714584,165,-2.5775778066185326,82,-3.8319972541690346,37,3.759996499595466,46
2.0,4.0,0.2,20.0,0.7393939393939394,-1.241754715663834,-3.7068598343699364,11.691616837432312,165,-2.6824424749321887,82,-3.8988868015601446,37,3.4636862286441787,46
2.0,4.0,0.2,25.0,0.7393939393939394,-1.16313109085121,-3.7486271890447362,12.188541385485646,165,-2.7506964328813965,82,-3.9627804471277663,37,3.9187685662946135,46
2.0,4.0,0.2,30.0,0.7393939393939394,-1.0740586424709853,-3.780447579557549,12.630985564407188,165,-2.793520807138899,82,-3.9923366706922114,37,4.338380152028022,46
2.0,4.0,0.25,20.0,0.7393939393939394,-1.2703339400691616,-3.978227005817409,12.110756158183017,165,-2.868547541983417,82,-4.039827970033175,37,3.806292026575133,46
2.0,4.0,0.25,25.0,0.7393939393939394,-1.1622687990833036,-3.9822033565616337,12.729006198438922,165,-2.9523646581684586,82,-4.106095112210445,37,4.39663194071424,46
2.0,4.0,0.25,30.0,0.7333333333333333,-1.041053040164696,-4.016229256710616,13.277839651028083,165,-3.004888221549214,82,-4.131213984158002,37,4.945260868558842,46
2.0,5.0,0.1,20.0,0.7393939393939394,-1.1923553884123916,-3.453364201716912,11.134015390828713,165,-2.428795819435142,82,-3.6926899423480153,37,3.0228727385329046,46
2.0,5.0,0.1,25.0,0.7393939393939394,-1.1472484852335265,-3.4017409636036717,11.467067822769934,165,-2.475344950484605,82,-3.745242775459595,37,3.3099188819176253,46
2.0,5.0,0.1,30.0,0.7393939393939394,-1.095302226008105,-3.439885412224683,11.76485570243757,165,-2.5045956898307145,82,-3.7736736889597426,37,3.5712588210063436,46
2.0,5.0,0.15,20.0,0.7393939393939394,-1.2423664514306314,-3.7068598343699364,11.69090322760788,165,-2.6824424749321887,82,-3.8988868015601446,37,3.461491959045884,46
2.0,5.0,0.15,25.0,0.7393939393939394,-1.1640099840761315,-3.7486271890447362,12.18749678395547,165,-2.750696432881396,82,-3.9627804471277663,37,3.9156160145095695,46
2.0,5.0,0.15,30.0,0.7393939393939394,-1.0752018388193803,-3.780447579557549,12.629594189992408,165,-2.793520807138899,82,-3.9923366706922114,37,4.334279556430518,46
2.0,5.0,0.2,20.0,0.7393939393939394,-1.2790752017110987,-4.028105778261697,12.249660116910002,165,-2.929781437658617,82,-4.08423953288614,37,3.9198159200535336,46
2.0,5.0,0.2,25.0,0.7393939393939394,-1.160775099339356,-4.061252224957737,12.90760722552684,165,-3.0186439646740117,82,-4.150166315906958,37,4.555588421757231,46
2.0,5.0,0.2,30.0,0.7333333333333333,-1.0284365373194873,-4.116184570900934,13.491048858113956,165,-3.0743046139996224,82,-4.172837517004931,37,5.1477377786833936,46
2.0,5.0,0.25,20.0,0.7393939393939394,-1.302673304605147,-4.283319462993077,12.80944286921834,165,-3.1706009742815326,82,-4.249241988936344,37,4.397176917866981,46
2.0,5.0,0.25,25.0,0.7333333333333333,-1.138046406020998,-4.3936435322651715,13.626516918231664,165,-3.278893602606318,82,-4.3083062908911325,37,5.228238069200549,46
2.0,5.0,0.25,30.0,0.7272727272727273,-0.9559426770607986,-4.371607487813556,14.348488841584489,165,-3.346594632882212,82,-4.316489383960464,37,6.008702725822755,46
