galaxy,sigma_v_kms,Xi_mean,K_rough,A_empirical,F_missing,ell0_kpc,C_mean,K_total_mean,rms_gr,rms_model,delta_rms,n_points
UGC07524,11.895,0.14560756269960654,0.6383507219923478,6.384450007064574,10.001476910902761,5.0,0.28354142305508234,0.1809988721219495,26.756759638805764,22.944040948512612,3.8127186902931527,31
UGC07559,3.915,0.37681206300503856,0.7020263938141991,6.035827991874881,8.597722315084846,5.0,0.14482758111763566,0.10167278449684716,6.78682547264883,5.767644691682022,1.019180780966808,7
UGC07577,1.6049999999999998,0.9004557110475595,0.7659266774158802,2.051724171615715,2.678747499092106,5.0,0.11158640987838567,0.0854670081629185,1.7651840058788588,2.002370003777183,-0.23718599789832417,9
UGC07603,9.075,0.17438810802244017,0.6499690054385262,13.495558534104129,20.763387824929957,5.0,0.18311124337695328,0.11901663274233025,25.74568614409514,23.944502235058035,1.8011839090371033,12
UGC07608,7.965,0.14785570336529416,0.6393295363481293,21.318513769365037,33.34511008381854,5.0,0.2038990239260839,0.1303586684284993,30.63714273310021,29.055316321055052,1.5818264120451566,8
UGC07690,8.684999999999999,0.27812872413938333,0.6810289048694701,3.9036171263720347,5.731940448431075,5.0,0.19081828029211403,0.129952764456414,13.006404800319592,10.251916522635373,2.754488277684219,7
UGC07866,3.9,0.36713826732648025,0.7002029337755199,6.652939873510265,9.501445299061187,5.0,0.13796417632079946,0.0966029210157469,7.480355756414136,6.4965840435743605,0.9837717128397756,7
UGC08286,12.375,0.13711913890144647,0.6345279668580114,10.808268564243148,17.0335574297259,5.0,0.253420102624364,0.16080214247918628,36.6726781610861,33.48189357498296,3.1907845861031348,17
UGC08490,11.7525,0.15204936616927597,0.6411201431995367,11.341435798150657,17.690031920617486,5.0,0.27733578032996586,0.17780555519950295,38.25426280569027,35.01160594967906,3.242656856011209,30
UGC08550,7.86,0.1878052715344697,0.6548046254098729,13.072905266203138,19.964589068105916,5.0,0.2119442722193704,0.13878208977837297,24.99854471571737,23.165719676036872,1.8328250396804968,11
UGC08699,27.225,0.19706122541503027,0.6579624038110792,1.7826017594960475,2.7092760151199857,5.0,0.3090945761606019,0.20337261033559628,38.29257854611432,35.274243146687986,3.018335399426334,41
UGC08837,4.755,0.3996039307423863,0.7061613369891081,2.6398920748722348,3.7383695999671427,5.0,0.19034770984694105,0.13441619327833068,7.952404742389242,6.219861439075811,1.732543303313431,8
UGC09037,23.325,0.20325659528839257,0.6600022640517307,0.8024331442441318,1.2158036236391416,5.0,0.4261595343919751,0.28126625754593493,31.128091400079775,37.246387591203955,-6.11829619112418,22
UGC09133,33.975,0.20165393745390173,0.6594800031188547,2.565519338767131,3.890215513183287,5.0,0.4429798577069732,0.29213635794218457,61.91748044477971,63.502242236935516,-1.5847617921558026,68
UGC09992,25.0,0.03331597907874449,0.5508155835905801,2.676325197816719,4.858840740072497,5.0,0.19109463485489994,0.10525790281863054,5.888447315315842,4.589316016353275,1.2991312989625667,5
UGC10310,10.38,0.19400990939956575,0.6569364389296907,5.2549688925801,7.999204460543738,5.0,0.26156844146980435,0.17183384047556247,22.50539817651381,18.795588285305307,3.7098098912085042,7
UGC11455,40.8,0.15347532687278068,0.6417188807905307,0.8195544642597115,1.277123813546059,5.0,0.40061924981706076,0.2570849366157463,39.82149446522485,63.01960241885349,-23.198107953628636,36
UGC11557,10.92,0.3374686606988662,0.6943274023493791,,,5.0,0.25473843749595954,0.17687187758510925,20.837740296482337,27.023778550631064,-6.186038254148727,12
UGC11820,7.78125,0.20322866938066605,0.6599931955627432,9.415935805415488,14.266716488473781,5.0,0.23766826304145158,0.15685943640857422,27.350315053297003,24.058170017890824,3.292145035406179,10
UGC11914,42.6,0.1692693991143587,0.6480355124566565,0.8218305122727397,1.2681874626858625,5.0,0.23498494864308878,0.15227859161352514,20.216150253791284,40.20194253413331,-19.985792280342025,65
UGC12506,34.95,0.11612710483068728,0.6240714580660928,3.2763793177660583,5.250006670580777,5.0,0.48349520210342,0.3017355557446416,78.84357368691505,57.352591166315676,21.490982520599374,31
UGC12632,10.4625,0.15307147735121418,0.6415498208816056,8.303908679906991,12.943513363460871,5.0,0.2894760033253871,0.18571327808292512,28.541353368849645,25.263068029081072,3.2782853397685727,15
UGC12732,12.72,0.13543478415680016,0.6337441780560178,8.329829483962824,13.143835907911939,5.0,0.3362494100450507,0.21309610599082154,38.50841686062227,34.179701079089774,4.328715781532495,16
UGCA281,3.9,0.330130163264772,0.6928025561083548,12.380028079884204,17.869489612489186,5.0,0.08083744458417903,0.05600438823718671,6.731165308050977,6.168868197960859,0.5622971100901175,7
UGCA442,7.784999999999999,0.15257473536162758,0.6413413228115811,16.795467545492464,26.188032718463685,5.0,0.2243925712346143,0.14391222846469948,26.097011285652165,24.424369897491502,1.6726413881606632,8
UGCA444,5.2875,0.17007081087316853,0.6483416753586155,26.94215159540275,41.55548319564728,5.0,0.13867364391085363,0.08990790262124691,14.062050109758859,13.355803447680982,0.7062466620778771,36
