galaxy,component,realization,status,profile,baseScaleHeightKpc,flaringPerR80,r80Kpc,zAxisLimitKpc,projectionRelativeError,massWeightedZ2Kpc2
DDO210,stars,1,assumed_prior_not_measured,sech_squared,0.09525837897379316,0.6788853911876224,1.022496490069366,0.8179971920554929,1.3800382725463088e-16,0.016447971541312875
DDO210,stars,2,assumed_prior_not_measured,exponential,0.10568226526614326,0.41219556516732436,1.022496490069366,0.8179971920554929,2.7600765450926176e-16,0.03459480955474617
DDO216,gas,0,assumed_prior_not_measured,sech_squared,0.09743609282885338,0.7582760785483741,1.0529233422849629,0.8423386738279703,1.5376910416175701e-16,0.018594133547881767
DDO216,gas,1,assumed_prior_not_measured,exponential,0.1746889176919498,0.6688136811612964,1.0529233422849629,0.8423386738279703,1.5376910416175701e-16,0.08668159468067674
DDO216,gas,2,assumed_prior_not_measured,sech_squared,0.17030676836564324,0.7577897196068663,1.0529233422849629,0.8423386738279703,1.5376910416175701e-16,0.05277967340575627
DDO216,stars,0,assumed_prior_not_measured,exponential,0.08977627454003728,0.4925843616666957,1.8312063532353549,1.464965082588284,1.661842105407041e-16,0.026847918413908014
DDO216,stars,1,assumed_prior_not_measured,exponential,0.10315154195743038,0.6750774840225552,1.8312063532353549,1.464965082588284,1.661842105407041e-16,0.042967645766174185
DDO216,stars,2,assumed_prior_not_measured,sech_squared,0.05905535201306388,0.3377665470022261,1.8312063532353549,1.464965082588284,2.4927631581105615e-16,0.004061612804621991
DDO47,gas,0,assumed_prior_not_measured,sech_squared,0.9820666046665935,0.16062321983868555,8.366136651843492,6.692909321474794,3.605626483392233e-16,0.9838629124542082
DDO47,gas,1,assumed_prior_not_measured,exponential,0.9537140676462926,0.489175546728595,8.366136651843492,6.692909321474794,3.605626483392233e-16,2.95282470511733
DDO47,gas,2,assumed_prior_not_measured,exponential,0.6739367310649468,0.10390818708082239,8.366136651843492,6.692909321474794,3.605626483392233e-16,1.0137580577298555
DDO47,stars,0,assumed_prior_not_measured,exponential,0.8445549801959319,0.19206532557915879,9.625970831003965,7.700776664803172,1.557234197424061e-16,1.727671378512513
DDO47,stars,1,assumed_prior_not_measured,sech_squared,0.688399562034786,0.8710935125083973,9.625970831003965,7.700776664803172,1.557234197424061e-16,0.9485848472563582
DDO47,stars,2,assumed_prior_not_measured,sech_squared,0.7844282942644022,0.47231531182935116,9.625970831003965,7.700776664803172,3.114468394848122e-16,0.8518962023848714
DDO50,gas,0,assumed_prior_not_measured,sech_squared,0.6759405374719077,0.9398864340768456,5.951959441862671,4.761567553490138,2.3241474419042025e-16,1.069213622446869
DDO50,gas,1,assumed_prior_not_measured,sech_squared,0.5737194162201967,0.9996375464046326,5.951959441862671,4.761567553490138,3.09886325587227e-16,0.8209577738279238
DDO50,gas,2,assumed_prior_not_measured,exponential,0.7699629450037929,0.6389720959602894,5.951959441862671,4.761567553490138,2.3241474419042025e-16,2.0522782467201015
DDO50,stars,0,assumed_prior_not_measured,exponential,0.21858865820379692,0.4527257942300631,4.576926009201578,3.6615408073612628,1.974692598472736e-16,0.15021872999265035
DDO50,stars,1,assumed_prior_not_measured,sech_squared,0.38181842058365356,0.5932068235472272,4.576926009201578,3.6615408073612628,1.974692598472736e-16,0.2288923507732604
DDO50,stars,2,assumed_prior_not_measured,sech_squared,0.6103434863970845,0.8762666840738268,4.576926009201578,3.6615408073612628,1.974692598472736e-16,0.7295101023139887
DDO52,gas,0,assumed_prior_not_measured,sech_squared,0.3687309506811191,0.8623212820311408,3.0418934144655574,2.433514731572446,2.5968243583780175e-16,0.2973367406583921
DDO52,gas,1,assumed_prior_not_measured,exponential,0.33392439369348914,0.5817460486654641,3.0418934144655574,2.433514731572446,2.5968243583780175e-16,0.40341959355463697
DDO52,gas,2,assumed_prior_not_measured,sech_squared,0.40956004746470964,0.9449478678718666,3.0418934144655574,2.433514731572446,2.5968243583780175e-16,0.3862390429471725
DDO52,stars,0,assumed_prior_not_measured,sech_squared,0.12119070537715088,0.7185722176747819,2.0092753309607567,1.6074202647686056,1.3694758523096622e-16,0.026499790203454984
DDO52,stars,1,assumed_prior_not_measured,exponential,0.20750253653047726,0.9260068427055915,2.0092753309607567,1.6074202647686056,4.1084275569289867e-16,0.18907009072969988
DDO52,stars,2,assumed_prior_not_measured,sech_squared,0.14356079390904727,0.17228124732904926,2.0092753309607567,1.6074202647686056,2.7389517046193245e-16,0.020925725067703783
DDO53,gas,0,assumed_prior_not_measured,sech_squared,0.3669222270954573,0.4461615247274213,2.205629488763679,1.7645035910109432,2.659874596856154e-16,0.1892029456992273
DDO53,gas,1,assumed_prior_not_measured,exponential,0.18614519481026381,0.7020511644810259,2.205629488763679,1.7645035910109432,3.5464994624748715e-16,0.14880074025752865
DDO53,gas,2,assumed_prior_not_measured,exponential,0.3468755270282961,0.4706747050507183,2.205629488763679,1.7645035910109432,3.5464994624748715e-16,0.32448761614723853
DDO53,stars,0,assumed_prior_not_measured,exponential,0.24985266488517058,0.14355155808938114,2.866630426629539,2.293304341303631,1.8256411906571153e-16,0.14566189908407115
DDO53,stars,1,assumed_prior_not_measured,exponential,0.21264261473976978,0.9599283568782041,2.866630426629539,2.293304341303631,1.2170941271047434e-16,0.23654804785599015
DDO53,stars,2,assumed_prior_not_measured,sech_squared,0.2837675213468305,0.6265850307871187,2.866630426629539,2.293304341303631,1.2170941271047434e-16,0.1370958476986402
DDO87,gas,0,assumed_prior_not_measured,sech_squared,1.3848925897327855,0.8145214512811777,5.758046789893772,4.606437431915018,1.9637851022321383e-16,3.0728038197198395
DDO87,gas,1,assumed_prior_not_measured,exponential,0.5591680348198179,0.13718532062289468,5.758046789893772,4.606437431915018,2.9456776533482075e-16,0.7290347946991452
DDO87,gas,2,assumed_prior_not_measured,exponential,0.5364988148032828,0.7596994299681579,5.758046789893772,4.606437431915018,2.9456776533482075e-16,1.2642229407301047
DDO87,stars,0,assumed_prior_not_measured,exponential,0.3225807236664583,0.8603565996884611,4.3989484824276515,3.519158785942121,1.816840685594631e-16,0.4800958324495262
DDO87,stars,1,assumed_prior_not_measured,exponential,0.2008467620866784,0.3339413576318313,4.3989484824276515,3.519158785942121,1.816840685594631e-16,0.11106750385875651
DDO87,stars,2,assumed_prior_not_measured,exponential,0.22367619629293364,0.5377613058470909,4.3989484824276515,3.519158785942121,1.816840685594631e-16,0.1740196942021359
NGC1569,gas,0,assumed_prior_not_measured,exponential,0.540536051399974,0.8653807266662709,3.8906989842752893,3.1125591874202314,3.4855389421216767e-16,1.022752229764066
NGC1569,gas,1,assumed_prior_not_measured,sech_squared,0.5806506886359631,0.6905147158750453,3.8906989842752893,3.1125591874202314,2.3236926280811177e-16,0.5928968676474455
NGC1569,gas,2,assumed_prior_not_measured,exponential,0.5959554848803399,0.9522475577806311,3.8906989842752893,3.1125591874202314,2.3236926280811177e-16,1.183502241985424
NGC1569,stars,0,assumed_prior_not_measured,exponential,0.19410412245418188,0.012957971301197468,1.4026683463986962,1.122134677118957,2.0769444093298004e-16,0.07099057841782638
NGC1569,stars,1,assumed_prior_not_measured,exponential,0.10676146838454072,0.9776274264906761,1.4026683463986962,1.122134677118957,1.384629606219867e-16,0.058216441317203285
NGC1569,stars,2,assumed_prior_not_measured,exponential,0.10150433114985069,0.07789126407906855,1.4026683463986962,1.122134677118957,2.0769444093298004e-16,0.021896458988555793
UGC8508,gas,0,assumed_prior_not_measured,exponential,0.24393221233877033,0.5499556833590727,1.1671491430344438,0.9337193144275551,2.1533824544257506e-16,0.1289446319118825
UGC8508,gas,1,assumed_prior_not_measured,exponential,0.18921750309455576,0.6212319269701764,1.1671491430344438,0.9337193144275551,3.230073681638626e-16,0.10212706114036564
UGC8508,gas,2,assumed_prior_not_measured,exponential,0.08222115494997005,0.4667059885499112,1.1671491430344438,0.9337193144275551,2.1533824544257506e-16,0.023408508476835708
UGC8508,stars,0,assumed_prior_not_measured,exponential,0.10563328754598743,0.8983638712192158,0.97147934810688,0.7771834784855041,2.0466829464742943e-16,0.04883741316363122
UGC8508,stars,1,assumed_prior_not_measured,sech_squared,0.0480166307272124,0.004902955850470958,0.97147934810688,0.7771834784855041,4.0933658929485887e-16,0.0018952621597201802
UGC8508,stars,2,assumed_prior_not_measured,exponential,0.08398796151200767,0.05412403066304128,0.97147934810688,0.7771834784855041,1.3644552976495295e-16,0.014752123261072485
