galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,force_match,rms_velocity
NGC2366,ok,26,2.8271,0.8579,0.9210697673607717,0.8579,mass_power,constant,False,16.337664935901934
NGC2403,ok,73,2.8271,0.8579,3.2915413487292153,0.8579,mass_power,constant,False,37.14715267981826
NGC2683,ok,11,2.8271,0.8579,4.872174563591503,0.8579,mass_power,constant,False,33.00549070665587
NGC2841,ok,50,2.8271,0.8579,9.362037858283013,0.8579,mass_power,constant,False,82.2031909926348
NGC2903,ok,34,2.8271,0.8579,4.533349425676792,0.8579,mass_power,constant,False,61.38983591445797
NGC2915,ok,30,2.8271,0.8579,1.6549333917215683,0.8579,mass_power,constant,False,48.72525023978329
NGC2955,ok,24,2.8271,0.8579,7.082112038096207,0.8579,mass_power,constant,False,43.74138715081326
NGC2976,ok,27,2.8271,0.8579,0.8790878153828778,0.8579,mass_power,constant,False,3.200077542212936
NGC2998,ok,13,2.8271,0.8579,6.294389981418201,0.8579,mass_power,constant,False,27.483643519071595
NGC3109,ok,25,2.8271,0.8579,1.1296108048198714,0.8579,mass_power,constant,False,29.902655699254854
NGC3198,ok,43,2.8271,0.8579,4.8049658488859155,0.8579,mass_power,constant,False,36.34265137717018
NGC3521,ok,41,2.8271,0.8579,4.405238133650867,0.8579,mass_power,constant,False,52.25436471839654
NGC3726,ok,12,2.8271,0.8579,4.538720337396118,0.8579,mass_power,constant,False,35.28079765166794
NGC3741,ok,21,2.8271,0.8579,0.9262693342227285,0.8579,mass_power,constant,False,25.06883872425918
NGC3769,ok,12,2.8271,0.8579,3.771699762097486,0.8579,mass_power,constant,False,38.46376303185837
NGC3877,ok,13,2.8271,0.8579,3.0821819871441014,0.8579,mass_power,constant,False,28.910061460426665
NGC3893,ok,10,2.8271,0.8579,4.051173051395849,0.8579,mass_power,constant,False,32.777249519110526
NGC3917,ok,17,2.8271,0.8579,2.916060200522822,0.8579,mass_power,constant,False,19.06434766814423
NGC3949,ok,7,2.8271,0.8579,2.4160170536921988,0.8579,mass_power,constant,False,31.91970255462947
NGC3953,ok,8,2.8271,0.8579,4.344087366548615,0.8579,mass_power,constant,False,18.26639069797791
NGC3972,ok,10,2.8271,0.8579,2.0196767070535278,0.8579,mass_power,constant,False,13.932380454448722
NGC3992,ok,9,2.8271,0.8579,7.368048881499748,0.8579,mass_power,constant,False,47.39579086319658
NGC4010,ok,12,2.8271,0.8579,2.257178271740597,0.8579,mass_power,constant,False,11.814230237700086
NGC4013,ok,36,2.8271,0.8579,4.825576627457072,0.8579,mass_power,constant,False,39.268023787355645
NGC4051,ok,7,2.8271,0.8579,2.9428432826919835,0.8579,mass_power,constant,False,29.682131008832762
NGC4068,ok,6,2.8271,0.8579,0.3728167511371153,0.8579,mass_power,constant,False,5.952576802973912
NGC4085,ok,7,2.8271,0.8579,1.9346934466753802,0.8579,mass_power,constant,False,33.53583468853068
NGC4088,ok,12,2.8271,0.8579,4.0630998798473685,0.8579,mass_power,constant,False,50.789665771094256
NGC4100,ok,24,2.8271,0.8579,4.138974117566694,0.8579,mass_power,constant,False,28.032862117781995
NGC4138,ok,7,2.8271,0.8579,3.646219451092306,0.8579,mass_power,constant,False,31.12431387404927
NGC4157,ok,17,2.8271,0.8579,4.8751161513450745,0.8579,mass_power,constant,False,40.00498929299482
NGC4183,ok,23,2.8271,0.8579,2.810475092915571,0.8579,mass_power,constant,False,29.839518808655356
NGC4214,ok,14,2.8271,0.8579,1.287424823804713,0.8579,mass_power,constant,False,32.52879707274269
NGC4217,ok,19,2.8271,0.8579,3.8788600786239624,0.8579,mass_power,constant,False,64.40046628783686
NGC4389,ok,6,2.8271,0.8579,1.2112237947726554,0.8579,mass_power,constant,False,57.39781645079807
NGC4559,ok,32,2.8271,0.8579,3.050280263912805,0.8579,mass_power,constant,False,23.835659844147404
NGC5005,ok,18,2.8271,0.8579,4.443457356958112,0.8579,mass_power,constant,False,57.02955192190641
NGC5033,ok,22,2.8271,0.8579,6.064027706732017,0.8579,mass_power,constant,False,60.04257079983907
NGC5055,ok,28,2.8271,0.8579,6.0912904456542165,0.8579,mass_power,constant,False,58.246084396180954
NGC5371,ok,19,2.8271,0.8579,6.536169723878621,0.8579,mass_power,constant,False,35.62745617971017
NGC5585,ok,24,2.8271,0.8579,1.8406206728758985,0.8579,mass_power,constant,False,23.2702657411183
NGC5907,ok,19,2.8271,0.8579,6.824975548337272,0.8579,mass_power,constant,False,41.32232519859567
NGC5985,ok,33,2.8271,0.8579,7.4912664074442885,0.8579,mass_power,constant,False,22.17481869673452
NGC6015,ok,44,2.8271,0.8579,4.2081074557538765,0.8579,mass_power,constant,False,42.49493657818065
NGC6195,ok,23,2.8271,0.8579,6.786198643588559,0.8579,mass_power,constant,False,43.60863162340211
NGC6503,ok,31,2.8271,0.8579,3.0450745194972226,0.8579,mass_power,constant,False,41.600611563643874
NGC6674,ok,15,2.8271,0.8579,8.661322702657804,0.8579,mass_power,constant,False,73.57779618629036
NGC6946,ok,58,2.8271,0.8579,3.691342108894828,0.8579,mass_power,constant,False,27.1306609396438
NGC7331,ok,36,2.8271,0.8579,6.495516858654427,0.8579,mass_power,constant,False,70.58948481278541
NGC7793,ok,46,2.8271,0.8579,1.8695686001103975,0.8579,mass_power,constant,False,8.0743563038046
NGC7814,ok,18,2.8271,0.8579,4.647553780309783,0.8579,mass_power,constant,False,51.74602191046677
PGC51017,ok,6,2.8271,0.8579,0.34236640458522416,0.8579,mass_power,constant,False,4.335714850072486
UGC00128,ok,22,2.8271,0.8579,4.690858199405527,0.8579,mass_power,constant,False,64.44090416642668
UGC00191,ok,9,2.8271,0.8579,1.243376661465225,0.8579,mass_power,constant,False,18.276260434570098
UGC00731,ok,12,2.8271,0.8579,1.501681317839119,0.8579,mass_power,constant,False,36.084984793883315
UGC01230,ok,11,2.8271,0.8579,3.3523287116484024,0.8579,mass_power,constant,False,38.753538619768364
UGC01281,ok,25,2.8271,0.8579,0.8889151466365399,0.8579,mass_power,constant,False,18.00977379642983
UGC02259,ok,8,2.8271,0.8579,1.5387556611189752,0.8579,mass_power,constant,False,36.39509772177832
UGC02455,ok,8,2.8271,0.8579,0.5946463284222955,0.8579,mass_power,constant,False,35.37808204018852
UGC02487,ok,17,2.8271,0.8579,11.644075922094677,0.8579,mass_power,constant,False,99.39614056764667
UGC02885,ok,19,2.8271,0.8579,10.323868334852442,0.8579,mass_power,constant,False,63.59558510478351
UGC02916,ok,43,2.8271,0.8579,5.963114775094296,0.8579,mass_power,constant,False,37.49947100970815
UGC02953,ok,115,2.8271,0.8579,8.72214095933272,0.8579,mass_power,constant,False,59.23261224522374
UGC03205,ok,48,2.8271,0.8579,6.262935262966291,0.8579,mass_power,constant,False,28.916209433483598
UGC03546,ok,30,2.8271,0.8579,5.059175192355062,0.8579,mass_power,constant,False,71.71300329382404
UGC03580,ok,47,2.8271,0.8579,3.3999122954993557,0.8579,mass_power,constant,False,38.50388362164598
UGC04278,ok,25,2.8271,0.8579,1.4301387365032097,0.8579,mass_power,constant,False,26.339241534028783
UGC04305,ok,22,2.8271,0.8579,0.6344323395014544,0.8579,mass_power,constant,False,4.816495251289557
UGC04325,ok,8,2.8271,0.8579,1.4016747379163603,0.8579,mass_power,constant,False,27.40758702134598
UGC04483,ok,8,2.8271,0.8579,0.23668859089104802,0.8579,mass_power,constant,False,7.064730991020483
UGC04499,ok,9,2.8271,0.8579,1.2943589281541754,0.8579,mass_power,constant,False,20.862087866198447
UGC05005,ok,11,2.8271,0.8579,2.35400416049805,0.8579,mass_power,constant,False,33.17467906782761
UGC05253,ok,73,2.8271,0.8579,7.060442966061183,0.8579,mass_power,constant,False,38.54151853612489
UGC05414,ok,6,2.8271,0.8579,0.7648853168874553,0.8579,mass_power,constant,False,11.487078271892866
UGC05716,ok,12,2.8271,0.8579,1.6214688118537859,0.8579,mass_power,constant,False,34.68464497835518
UGC05721,ok,23,2.8271,0.8579,1.3620511528546073,0.8579,mass_power,constant,False,36.20530167854006
UGC05750,ok,11,2.8271,0.8579,1.6847641969800264,0.8579,mass_power,constant,False,18.573419455066734
UGC05764,ok,10,2.8271,0.8579,0.7394764204534277,0.8579,mass_power,constant,False,27.860591294403115
UGC05829,ok,11,2.8271,0.8579,0.9569387992231396,0.8579,mass_power,constant,False,20.635721871968126
UGC05918,ok,8,2.8271,0.8579,0.6472714210430202,0.8579,mass_power,constant,False,18.18342681931331
UGC05986,ok,15,2.8271,0.8579,2.082145679865439,0.8579,mass_power,constant,False,35.038114231931594
UGC06399,ok,9,2.8271,0.8579,1.4321936133582567,0.8579,mass_power,constant,False,26.3213004723607
UGC06446,ok,17,2.8271,0.8579,1.6602386180579265,0.8579,mass_power,constant,False,36.93753685108822
UGC06614,ok,13,2.8271,0.8579,6.9186824385414445,0.8579,mass_power,constant,False,50.42825694464474
UGC06628,ok,7,2.8271,0.8579,0.8601680692440089,0.8579,mass_power,constant,False,8.06857555355479
UGC06667,ok,9,2.8271,0.8579,1.4292360627130472,0.8579,mass_power,constant,False,44.41347473318779
UGC06786,ok,45,2.8271,0.8579,6.042342919153059,0.8579,mass_power,constant,False,44.78780155418956
UGC06787,ok,71,2.8271,0.8579,6.798911989124497,0.8579,mass_power,constant,False,59.08525385435989
UGC06818,ok,8,2.8271,0.8579,1.0453841653449087,0.8579,mass_power,constant,False,20.01361973950501
UGC06917,ok,11,2.8271,0.8579,1.978445221162246,0.8579,mass_power,constant,False,26.092320867534063
UGC06923,ok,6,2.8271,0.8579,1.1883629201203152,0.8579,mass_power,constant,False,13.23635742388141
UGC06930,ok,10,2.8271,0.8579,2.4644034054849304,0.8579,mass_power,constant,False,27.837754025685317
UGC06973,ok,9,2.8271,0.8579,2.735267273616826,0.8579,mass_power,constant,False,88.38525015456537
UGC06983,ok,17,2.8271,0.8579,2.4722632998468175,0.8579,mass_power,constant,False,40.59426346535584
UGC07089,ok,12,2.8271,0.8579,1.3898026498622995,0.8579,mass_power,constant,False,14.305530990623087
UGC07125,ok,13,2.8271,0.8579,1.754506877646312,0.8579,mass_power,constant,False,14.513430861508327
UGC07151,ok,11,2.8271,0.8579,1.11817338963427,0.8579,mass_power,constant,False,12.55427208734833
UGC07261,ok,7,2.8271,0.8579,1.2312613112898547,0.8579,mass_power,constant,False,19.94913060064949
UGC07323,ok,10,2.8271,0.8579,1.0697584256296724,0.8579,mass_power,constant,False,6.748650872990919
UGC07399,ok,10,2.8271,0.8579,1.5061707136340539,0.8579,mass_power,constant,False,49.43348177487099
UGC07524,ok,31,2.8271,0.8579,1.65052512586723,0.8579,mass_power,constant,False,25.128336623790332
UGC07559,ok,7,2.8271,0.8579,0.381217757553502,0.8579,mass_power,constant,False,6.748197248572168
UGC07577,ok,9,2.8271,0.8579,0.15895500681735117,0.8579,mass_power,constant,False,1.7651365001583854
UGC07603,ok,12,2.8271,0.8579,0.9068877518670919,0.8579,mass_power,constant,False,25.467844656817256
UGC07608,ok,8,2.8271,0.8579,0.8678792070875563,0.8579,mass_power,constant,False,30.48501764882023
UGC07690,ok,7,2.8271,0.8579,0.8772742452654158,0.8579,mass_power,constant,False,12.320516502534856
UGC07866,ok,7,2.8271,0.8579,0.3671016870562987,0.8579,mass_power,constant,False,7.337702312480567
UGC08286,ok,17,2.8271,0.8579,1.5201207468221913,0.8579,mass_power,constant,False,35.080590669811585
UGC08490,ok,30,2.8271,0.8579,1.6011430167934604,0.8579,mass_power,constant,False,37.74775667373878
UGC08550,ok,11,2.8271,0.8579,0.8989663870707624,0.8579,mass_power,constant,False,24.713006214189512
UGC08699,ok,41,2.8271,0.8579,4.54660327943801,0.8579,mass_power,constant,False,35.441471886772035
UGC08837,ok,8,2.8271,0.8579,0.5454558877356606,0.8579,mass_power,constant,False,7.857951692571618
UGC09037,ok,22,2.8271,0.8579,4.155389035851017,0.8579,mass_power,constant,False,30.712882193894057
UGC09133,ok,68,2.8271,0.8579,9.650159587033537,0.8579,mass_power,constant,False,59.59605449404061
UGC10310,ok,7,2.8271,0.8579,1.3007498002104454,0.8579,mass_power,constant,False,20.549395421176015
UGC11455,ok,36,2.8271,0.8579,7.643241398047789,0.8579,mass_power,constant,False,39.62804337770823
UGC11557,ok,12,2.8271,0.8579,1.5338510174564657,0.8579,mass_power,constant,False,20.837740296482337
UGC11820,ok,10,2.8271,0.8579,1.3748698474379133,0.8579,mass_power,constant,False,25.709860436192862
UGC11914,ok,65,2.8271,0.8579,4.428825685539987,0.8579,mass_power,constant,False,19.13060509292795
UGC12506,ok,31,2.8271,0.8579,7.245202020245897,0.8579,mass_power,constant,False,58.94062242097842
UGC12632,ok,15,2.8271,0.8579,1.4878212574428118,0.8579,mass_power,constant,False,27.944672927207694
UGC12732,ok,16,2.8271,0.8579,2.015289667115565,0.8579,mass_power,constant,False,38.04378411540584
UGCA281,ok,7,2.8271,0.8579,0.2703713618675624,0.8579,mass_power,constant,False,6.17603644223512
UGCA442,ok,8,2.8271,0.8579,0.9534718559507384,0.8579,mass_power,constant,False,26.064033529140296
UGCA444,ok,36,2.8271,0.8579,0.49165484313272506,0.8579,mass_power,constant,False,14.058316726751066
