alpha,lam_coh_kpc,lam_cut_kpc,A_global,burr_ell0_kpc,phase_sign,corr_K_emp_theory,rms_theory,rms_empirical,rms_gr,delta_rms_vs_emp,delta_rms_vs_gr
3.0,80.0,500.0,5.0,40.0,1.0,-0.9952972938937733,76.87292166336532,39.57075032402997,111.37021851783247,37.302171339335345,-34.49729685446715
3.0,80.0,500.0,10.0,5.0,1.0,-0.9960946417324874,60.24946397292536,39.57075032402997,111.37021851783247,20.67871364889539,-51.12075454490711
3.0,80.0,500.0,10.0,10.0,1.0,-0.9957995930319413,44.62791865164979,39.57075032402997,111.37021851783247,5.05716832761982,-66.74229986618268
3.0,80.0,500.0,10.0,40.0,1.0,-0.9952972938937733,53.20749740329021,39.57075032402997,111.37021851783247,13.636747079260239,-58.16272111454226
3.0,80.0,500.0,15.0,5.0,1.0,-0.996094641732487,102.05014353777533,39.57075032402997,111.37021851783247,62.479393213745354,-9.320074980057143
3.0,80.0,500.0,15.0,10.0,1.0,-0.9957995930319414,72.39743872234695,39.57075032402997,111.37021851783247,32.826688398316975,-38.97277979548552
3.0,80.0,500.0,15.0,40.0,1.0,-0.9952972938937731,41.502833769712815,39.57075032402997,111.37021851783247,1.9320834456828422,-69.86738474811966
3.0,80.0,500.0,20.0,5.0,1.0,-0.9960946417324874,142.22861170698366,39.57075032402997,111.37021851783247,102.65786138295368,30.858393189151187
3.0,80.0,500.0,20.0,10.0,1.0,-0.9957995930319413,104.71364443104504,39.57075032402997,111.37021851783247,65.14289410701507,-6.65657408678743
3.0,80.0,500.0,20.0,40.0,1.0,-0.9952972938937733,44.03173039703785,39.57075032402997,111.37021851783247,4.460980073007875,-67.33848812079462
3.0,80.0,900.0,5.0,5.0,1.0,-0.9960943724462212,44.320140409453366,39.57075032402997,111.37021851783247,4.749390085423393,-67.0500781083791
3.0,80.0,900.0,5.0,10.0,1.0,-0.9957993099615814,52.886319319564485,39.57075032402997,111.37021851783247,13.315568995534512,-58.483899198267984
3.0,80.0,900.0,5.0,40.0,1.0,-0.9952969912326064,76.87275326613864,39.57075032402997,111.37021851783247,37.30200294210867,-34.497465251693825
3.0,80.0,900.0,10.0,5.0,1.0,-0.9960943724462212,60.2497793604532,39.57075032402997,111.37021851783247,20.67902903642323,-51.120439157379266
3.0,80.0,900.0,10.0,10.0,1.0,-0.9957993099615814,44.628003731153434,39.57075032402997,111.37021851783247,5.057253407123461,-66.74221478667903
3.0,80.0,900.0,10.0,40.0,1.0,-0.9952969912326064,53.20725775767499,39.57075032402997,111.37021851783247,13.636507433645015,-58.16296076015748
3.0,80.0,900.0,15.0,5.0,1.0,-0.996094372446221,102.05072473731877,39.57075032402997,111.37021851783247,62.4799744132888,-9.319493780513696
3.0,80.0,900.0,15.0,10.0,1.0,-0.9957993099615816,72.39786058811961,39.57075032402997,111.37021851783247,32.82711026408964,-38.97235792971286
3.0,80.0,900.0,15.0,40.0,1.0,-0.9952969912326056,41.502679693507055,39.57075032402997,111.37021851783247,1.931929369477082,-69.86753882432541
3.0,80.0,900.0,20.0,5.0,1.0,-0.9960943724462212,142.22935594275955,39.57075032402997,111.37021851783247,102.65860561872958,30.859137424927084
3.0,80.0,900.0,20.0,10.0,1.0,-0.9957993099615814,104.71424382276419,39.57075032402997,111.37021851783247,65.14349349873422,-6.655974695068281
3.0,80.0,900.0,20.0,40.0,1.0,-0.9952969912326064,44.03181209473682,39.57075032402997,111.37021851783247,4.4610617707068485,-67.33840642309565
3.0,80.0,1300.0,5.0,5.0,1.0,-0.9960942685039447,44.320058553459795,39.57075032402997,111.37021851783247,4.749308229429822,-67.05015996437268
3.0,80.0,1300.0,5.0,10.0,1.0,-0.9957992007189638,52.88622633360375,39.57075032402997,111.37021851783247,13.315476009573779,-58.48399218422872
3.0,80.0,1300.0,5.0,40.0,1.0,-0.9952968744847368,76.87268802485102,39.57075032402997,111.37021851783247,37.30193770082104,-34.497530492981454
3.0,80.0,1300.0,10.0,5.0,1.0,-0.9960942685039447,60.24990153591917,39.57075032402997,111.37021851783247,20.6791512118892,-51.1203169819133
3.0,80.0,1300.0,10.0,10.0,1.0,-0.9957992007189638,44.62803668195708,39.57075032402997,111.37021851783247,5.057286357927104,-66.74218183587539
3.0,80.0,1300.0,10.0,40.0,1.0,-0.9952968744847368,53.20716491064526,39.57075032402997,111.37021851783247,13.636414586615288,-58.16305360718721
3.0,80.0,1300.0,15.0,5.0,1.0,-0.9960942685039443,102.05094989373937,39.57075032402997,111.37021851783247,62.4801995697094,-9.319268624093098
3.0,80.0,1300.0,15.0,10.0,1.0,-0.9957992007189637,72.39802401590467,39.57075032402997,111.37021851783247,32.827273691874694,-38.9721945019278
3.0,80.0,1300.0,15.0,40.0,1.0,-0.9952968744847371,41.50261999392791,39.57075032402997,111.37021851783247,1.9318696698979352,-69.86759852390456
3.0,80.0,1300.0,20.0,5.0,1.0,-0.9960942685039447,142.22964426260216,39.57075032402997,111.37021851783247,102.65889393857219,30.859425744769695
3.0,80.0,1300.0,20.0,10.0,1.0,-0.9957992007189638,104.71447602778962,39.57075032402997,111.37021851783247,65.14372570375964,-6.655742490042854
3.0,80.0,1300.0,20.0,40.0,1.0,-0.9952968744847368,44.03184373624798,39.57075032402997,111.37021851783247,4.4610934122180055,-67.33837478158449
4.0,10.0,500.0,5.0,5.0,1.0,-0.9961528587441891,44.35198959614904,39.57075032402997,111.37021851783247,4.781239272119066,-67.01822892168343
4.0,10.0,500.0,5.0,10.0,1.0,-0.9958617085418703,52.92268500442662,39.57075032402997,111.37021851783247,13.351934680396646,-58.44753351340585
4.0,10.0,500.0,5.0,40.0,1.0,-0.9953662123048554,76.8983574662553,39.57075032402997,111.37021851783247,37.32760714222533,-34.471861051577164
4.0,10.0,500.0,10.0,5.0,1.0,-0.9961528587441891,60.201145201561374,39.57075032402997,111.37021851783247,20.6303948775314,-51.169073316271096
4.0,10.0,500.0,10.0,10.0,1.0,-0.9958617085418703,44.61450409275489,39.57075032402997,111.37021851783247,5.043753768724919,-66.75571442507757
4.0,10.0,500.0,10.0,40.0,1.0,-0.9953662123048554,53.243577090223916,39.57075032402997,111.37021851783247,13.672826766193943,-58.126641427608554
4.0,10.0,500.0,15.0,5.0,1.0,-0.9961528587441897,101.96161683757376,39.57075032402997,111.37021851783247,62.390866513543784,-9.408601680258712
4.0,10.0,500.0,15.0,10.0,1.0,-0.9958617085418703,72.33303774733196,39.57075032402997,111.37021851783247,32.762287423301984,-39.03718077050051
4.0,10.0,500.0,15.0,40.0,1.0,-0.9953662123048552,41.525770295170446,39.57075032402997,111.37021851783247,1.955019971140473,-69.84444822266202
4.0,10.0,500.0,20.0,5.0,1.0,-0.9961528587441891,142.11541684033367,39.57075032402997,111.37021851783247,102.54466651630369,30.745198322501196
4.0,10.0,500.0,20.0,10.0,1.0,-0.9958617085418703,104.6223946349416,39.57075032402997,111.37021851783247,65.05164431091163,-6.74782388289087
4.0,10.0,500.0,20.0,40.0,1.0,-0.9953662123048554,44.01887078587525,39.57075032402997,111.37021851783247,4.448120461845278,-67.35134773195722
4.0,10.0,900.0,5.0,5.0,1.0,-0.9961528517169477,44.35198633526179,39.57075032402997,111.37021851783247,4.781236011231819,-67.01823218257067
4.0,10.0,900.0,5.0,10.0,1.0,-0.9958617010075029,52.92268127083921,39.57075032402997,111.37021851783247,13.35193094680924,-58.44753724699326
4.0,10.0,900.0,5.0,40.0,1.0,-0.9953662038474426,76.89835483250299,39.57075032402997,111.37021851783247,37.327604508473016,-34.47186368532948
4.0,10.0,900.0,10.0,5.0,1.0,-0.9961528517169477,60.20115024325409,39.57075032402997,111.37021851783247,20.630399919224118,-51.16906827457838
4.0,10.0,900.0,10.0,10.0,1.0,-0.9958617010075029,44.61450551245782,39.57075032402997,111.37021851783247,5.043755188427845,-66.75571300537464
4.0,10.0,900.0,10.0,40.0,1.0,-0.9953662038474426,53.24357336089789,39.57075032402997,111.37021851783247,13.672823036867918,-58.12664515693458
4.0,10.0,900.0,15.0,5.0,1.0,-0.9961528517169476,101.96162604719451,39.57075032402997,111.37021851783247,62.39087572316454,-9.408592470637956
4.0,10.0,900.0,15.0,10.0,1.0,-0.9958617010075025,72.33304445462748,39.57075032402997,111.37021851783247,32.76229413059751,-39.037174063204986
4.0,10.0,900.0,15.0,40.0,1.0,-0.9953662038474428,41.525767938184856,39.57075032402997,111.37021851783247,1.9550176141548832,-69.84445057964761
4.0,10.0,900.0,20.0,5.0,1.0,-0.9961528517169477,142.115428607167,39.57075032402997,111.37021851783247,102.54467828313702,30.74521008933452
4.0,10.0,900.0,20.0,10.0,1.0,-0.9958617010075029,104.62240412503714,39.57075032402997,111.37021851783247,65.05165380100716,-6.747814392795334
4.0,10.0,900.0,20.0,40.0,1.0,-0.9953662038474426,44.01887214533261,39.57075032402997,111.37021851783247,4.448121821302635,-67.35134637249986
4.0,10.0,1300.0,5.0,5.0,1.0,-0.9961528490073004,44.35198507765274,39.57075032402997,111.37021851783247,4.781234753622769,-67.01823344017973
4.0,10.0,1300.0,5.0,10.0,1.0,-0.9958616981023272,52.92267983093302,39.57075032402997,111.37021851783247,13.351929506903048,-58.44753868689945
4.0,10.0,1300.0,5.0,40.0,1.0,-0.9953662005863911,76.89835381676548,39.57075032402997,111.37021851783247,37.327603492735506,-34.47186470106699
4.0,10.0,1300.0,10.0,5.0,1.0,-0.9961528490073004,60.20115218761881,39.57075032402997,111.37021851783247,20.630401863588837,-51.16906633021366
4.0,10.0,1300.0,10.0,10.0,1.0,-0.9958616981023272,44.6145060599629,39.57075032402997,111.37021851783247,5.043755735932926,-66.75571245786958
4.0,10.0,1300.0,10.0,40.0,1.0,-0.9953662005863911,53.24357192263542,39.57075032402997,111.37021851783247,13.672821598605445,-58.12664659519705
4.0,10.0,1300.0,15.0,5.0,1.0,-0.9961528490073004,101.96162959896843,39.57075032402997,111.37021851783247,62.390879274938456,-9.40858891886404
4.0,10.0,1300.0,15.0,10.0,1.0,-0.9958616981023272,72.33304704135176,39.57075032402997,111.37021851783247,32.76229671732179,-39.03717147648071
4.0,10.0,1300.0,15.0,40.0,1.0,-0.9953662005863918,41.525767029173565,39.57075032402997,111.37021851783247,1.955016705143592,-69.8444514886589
4.0,10.0,1300.0,20.0,5.0,1.0,-0.9961528490073004,142.1154331451589,39.57075032402997,111.37021851783247,102.54468282112893,30.745214627326433
4.0,10.0,1300.0,20.0,10.0,1.0,-0.9958616981023272,104.62240778498024,39.57075032402997,111.37021851783247,65.05165746095027,-6.74781073285223
4.0,10.0,1300.0,20.0,40.0,1.0,-0.9953662005863911,44.01887266960461,39.57075032402997,111.37021851783247,4.448122345574639,-67.35134584822785
4.0,40.0,500.0,5.0,5.0,1.0,-0.9961524069689368,44.351734455497414,39.57075032402997,111.37021851783247,4.7809841314674415,-67.01848406233506
4.0,40.0,500.0,5.0,10.0,1.0,-0.9958612271193307,52.92239412387085,39.57075032402997,111.37021851783247,13.351643799840879,-58.44782439396162
4.0,40.0,500.0,5.0,40.0,1.0,-0.9953656797550507,76.89815284881962,39.57075032402997,111.37021851783247,37.32740252478965,-34.47206566901285
4.0,40.0,500.0,10.0,5.0,1.0,-0.9961524069689368,60.20153253968032,39.57075032402997,111.37021851783247,20.63078221565035,-51.16868597815215
4.0,40.0,500.0,10.0,10.0,1.0,-0.9958612271193307,44.61461062246969,39.57075032402997,111.37021851783247,5.043860298439718,-66.75560789536277
4.0,40.0,500.0,10.0,40.0,1.0,-0.9953656797550507,53.24328658721746,39.57075032402997,111.37021851783247,13.672536263187489,-58.12693193061501
4.0,40.0,500.0,15.0,5.0,1.0,-0.9961524069689367,101.96232779321372,39.57075032402997,111.37021851783247,62.391577469183744,-9.407890724618753
4.0,40.0,500.0,15.0,10.0,1.0,-0.9958612271193302,72.33355454932676,39.57075032402997,111.37021851783247,32.76280422529679,-39.03666396850571
4.0,40.0,500.0,15.0,40.0,1.0,-0.9953656797550506,41.52558489107019,39.57075032402997,111.37021851783247,1.9548345670402156,-69.84463362676229
4.0,40.0,500.0,20.0,5.0,1.0,-0.9961524069689368,142.1163262756351,39.57075032402997,111.37021851783247,102.54557595160512,30.74610775780262
4.0,40.0,500.0,20.0,10.0,1.0,-0.9958612271193307,104.62312752587016,39.57075032402997,111.37021851783247,65.05237720184019,-6.74709099196231
4.0,40.0,500.0,20.0,40.0,1.0,-0.9953656797550507,44.01897287638777,39.57075032402997,111.37021851783247,4.448222552357798,-67.3512456414447
4.0,40.0,900.0,5.0,5.0,1.0,-0.9961523970963579,44.3517291658737,39.57075032402997,111.37021851783247,4.7809788418437265,-67.01848935195878
4.0,40.0,900.0,5.0,10.0,1.0,-0.9958612165801909,52.92238808639454,39.57075032402997,111.37021851783247,13.351637762364568,-58.44783043143793
4.0,40.0,900.0,5.0,40.0,1.0,-0.9953656680468375,76.89814859861508,39.57075032402997,111.37021851783247,37.32739827458511,-34.47206991921739
4.0,40.0,900.0,10.0,5.0,1.0,-0.9961523970963579,60.201540609447164,39.57075032402997,111.37021851783247,20.63079028541719,-51.168677908385305
4.0,40.0,900.0,10.0,10.0,1.0,-0.9958612165801909,44.61461285622208,39.57075032402997,111.37021851783247,5.043862532192108,-66.75560566161039
4.0,40.0,900.0,10.0,40.0,1.0,-0.9953656680468375,53.24328055732318,39.57075032402997,111.37021851783247,13.672530233293209,-58.12693796050929
4.0,40.0,900.0,15.0,5.0,1.0,-0.9961523970963575,101.96234258600285,39.57075032402997,111.37021851783247,62.391592261972875,-9.407875931829622
4.0,40.0,900.0,15.0,10.0,1.0,-0.9958612165801904,72.3335653078839,39.57075032402997,111.37021851783247,32.76281498385393,-39.03665320994857
4.0,40.0,900.0,15.0,40.0,1.0,-0.9953656680468376,41.5255810527029,39.57075032402997,111.37021851783247,1.954830728672924,-69.84463746512958
4.0,40.0,900.0,20.0,5.0,1.0,-0.9961523970963579,142.11634519218154,39.57075032402997,111.37021851783247,102.54559486815157,30.74612667434907
4.0,40.0,900.0,20.0,10.0,1.0,-0.9958612165801909,104.62314277348358,39.57075032402997,111.37021851783247,65.0523924494536,-6.747075744348891
4.0,40.0,900.0,20.0,40.0,1.0,-0.9953656680468375,44.01897501659691,39.57075032402997,111.37021851783247,4.448224692566939,-67.35124350123556
4.0,40.0,1300.0,5.0,5.0,1.0,-0.9961523932868206,44.35172712225597,39.57075032402997,111.37021851783247,4.780976798226,-67.01849139557649
4.0,40.0,1300.0,5.0,10.0,1.0,-0.9958612125136098,52.92238575390397,39.57075032402997,111.37021851783247,13.351635429873994,-58.4478327639285
4.0,40.0,1300.0,5.0,40.0,1.0,-0.9953656635295967,76.89814695663681,39.57075032402997,111.37021851783247,37.327396632606835,-34.47207156119566
4.0,40.0,1300.0,10.0,5.0,1.0,-0.9961523932868206,60.201543726836874,39.57075032402997,111.37021851783247,20.6307934028069,-51.168674790995595
4.0,40.0,1300.0,10.0,10.0,1.0,-0.9958612125136098,44.61461371901559,39.57075032402997,111.37021851783247,5.043863394985614,-66.75560479881688
4.0,40.0,1300.0,10.0,40.0,1.0,-0.9953656635295967,53.24327822776387,39.57075032402997,111.37021851783247,13.672527903733894,-58.1269402900686
4.0,40.0,1300.0,15.0,5.0,1.0,-0.9961523932868209,101.96234830068364,39.57075032402997,111.37021851783247,62.39159797665367,-9.407870217148826
4.0,40.0,1300.0,15.0,10.0,1.0,-0.9958612125136097,72.33356946403462,39.57075032402997,111.37021851783247,32.76281914000465,-39.036649053797845
4.0,40.0,1300.0,15.0,40.0,1.0,-0.9953656635295961,41.52557956972595,39.57075032402997,111.37021851783247,1.9548292456959757,-69.84463894810652
4.0,40.0,1300.0,20.0,5.0,1.0,-0.9961523932868206,142.11635249998156,39.57075032402997,111.37021851783247,102.54560217595159,30.74613398214909
4.0,40.0,1300.0,20.0,10.0,1.0,-0.9958612125136098,104.62314866388287,39.57075032402997,111.37021851783247,65.0523983398529,-6.747069853949597
4.0,40.0,1300.0,20.0,40.0,1.0,-0.9953656635295967,44.01897584326289,39.57075032402997,111.37021851783247,4.4482255192329205,-67.35124267456958
4.0,80.0,500.0,5.0,5.0,1.0,-0.9961523773123708,44.351712210346705,39.57075032402997,111.37021851783247,4.780961886316732,-67.01850630748577
4.0,80.0,500.0,5.0,10.0,1.0,-0.9958611958705325,52.92236887537553,39.57075032402997,111.37021851783247,13.35161855134556,-58.44784964245694
4.0,80.0,500.0,5.0,40.0,1.0,-0.9953656461373556,76.89813514034302,39.57075032402997,111.37021851783247,37.32738481631304,-34.472083377489454
4.0,80.0,500.0,10.0,5.0,1.0,-0.9961523773123708,60.20156566451352,39.57075032402997,111.37021851783247,20.630815340483544,-51.16865285331895
4.0,80.0,500.0,10.0,10.0,1.0,-0.9958611958705325,44.61461949829516,39.57075032402997,111.37021851783247,5.04386917426519,-66.7555990195373
4.0,80.0,500.0,10.0,40.0,1.0,-0.9953656461373556,53.243261375543725,39.57075032402997,111.37021851783247,13.672511051513752,-58.126957142288745
4.0,80.0,500.0,15.0,5.0,1.0,-0.9961523773123712,101.96238890790839,39.57075032402997,111.37021851783247,62.39163858387842,-9.407829609924079
4.0,80.0,500.0,15.0,10.0,1.0,-0.9958611958705327,72.33359888415494,39.57075032402997,111.37021851783247,32.762848560124965,-39.03661963367753
4.0,80.0,500.0,15.0,40.0,1.0,-0.9953656461373553,41.525568636482426,39.57075032402997,111.37021851783247,1.9548183124524527,-69.84464988135005
4.0,80.0,500.0,20.0,5.0,1.0,-0.9961523773123708,142.1164045501886,39.57075032402997,111.37021851783247,102.54565422615863,30.746186032356135
4.0,80.0,500.0,20.0,10.0,1.0,-0.9958611958705325,104.62319055213656,39.57075032402997,111.37021851783247,65.05244022810659,-6.7470279656959065
4.0,80.0,500.0,20.0,40.0,1.0,-0.9953656461373556,44.018981389909406,39.57075032402997,111.37021851783247,4.448231065879433,-67.35123712792307
4.0,80.0,900.0,5.0,5.0,1.0,-0.9961523672706649,44.35170668790792,39.57075032402997,111.37021851783247,4.780956363877948,-67.01851182992455
4.0,80.0,900.0,5.0,10.0,1.0,-0.9958611851599957,52.922362575237095,39.57075032402997,111.37021851783247,13.351612251207122,-58.447855942595375
4.0,80.0,900.0,5.0,40.0,1.0,-0.9953656342632506,76.89813070665588,39.57075032402997,111.37021851783247,37.327380382625904,-34.47208781117659
4.0,80.0,900.0,10.0,5.0,1.0,-0.9961523672706649,60.20157407186481,39.57075032402997,111.37021851783247,20.63082374783484,-51.16864444596766
4.0,80.0,900.0,10.0,10.0,1.0,-0.9958611851599957,44.61462181914158,39.57075032402997,111.37021851783247,5.04387149511161,-66.75559669869088
4.0,80.0,900.0,10.0,40.0,1.0,-0.9953656342632506,53.243255083427364,39.57075032402997,111.37021851783247,13.672504759397391,-58.126963434405106
4.0,80.0,900.0,15.0,5.0,1.0,-0.9961523672706646,101.96240432804186,39.57075032402997,111.37021851783247,62.39165400401188,-9.407814189790614
4.0,80.0,900.0,15.0,10.0,1.0,-0.9958611851599958,72.33361009652471,39.57075032402997,111.37021851783247,32.762859772494735,-39.03660842130776
4.0,80.0,900.0,15.0,40.0,1.0,-0.9953656342632509,41.525564626736504,39.57075032402997,111.37021851783247,1.9548143027065308,-69.84465389109596
4.0,80.0,900.0,20.0,5.0,1.0,-0.9961523672706649,142.11642427162866,39.57075032402997,111.37021851783247,102.54567394759869,30.74620575379619
4.0,80.0,900.0,20.0,10.0,1.0,-0.9958611851599957,104.62320644708794,39.57075032402997,111.37021851783247,65.05245612305796,-6.747012070744532
4.0,80.0,900.0,20.0,40.0,1.0,-0.9953656342632506,44.01898361376935,39.57075032402997,111.37021851783247,4.4482332897393775,-67.35123490406312
4.0,80.0,1300.0,5.0,5.0,1.0,-0.9961523633959961,44.35170455388447,39.57075032402997,111.37021851783247,4.780954229854494,-67.01851396394801
4.0,80.0,1300.0,5.0,10.0,1.0,-0.9958611810274566,52.92236014075648,39.57075032402997,111.37021851783247,13.351609816726508,-58.44785837707599
4.0,80.0,1300.0,5.0,40.0,1.0,-0.995365629682306,76.89812899343517,39.57075032402997,111.37021851783247,37.32737866940519,-34.472089524397305
4.0,80.0,1300.0,10.0,5.0,1.0,-0.9961523633959961,60.20157732031089,39.57075032402997,111.37021851783247,20.630826996280916,-51.16864119752158
4.0,80.0,1300.0,10.0,10.0,1.0,-0.9958611810274566,44.61462271573405,39.57075032402997,111.37021851783247,5.0438723917040775,-66.75559580209841
4.0,80.0,1300.0,10.0,40.0,1.0,-0.995365629682306,53.24325265204906,39.57075032402997,111.37021851783247,13.672502328019085,-58.12696586578341
4.0,80.0,1300.0,15.0,5.0,1.0,-0.9961523633959958,101.9624102862858,39.57075032402997,111.37021851783247,62.39165996225583,-9.407808231546667
4.0,80.0,1300.0,15.0,10.0,1.0,-0.995861181027457,72.33361442886103,39.57075032402997,111.37021851783247,32.76286410483105,-39.036604088971444
4.0,80.0,1300.0,15.0,40.0,1.0,-0.995365629682306,41.525563077206,39.57075032402997,111.37021851783247,1.9548127531760287,-69.84465544062647
4.0,80.0,1300.0,20.0,5.0,1.0,-0.9961523633959961,142.11643189192958,39.57075032402997,111.37021851783247,102.5456815678996,30.74621337409711
4.0,80.0,1300.0,20.0,10.0,1.0,-0.9958611810274566,104.62321258881418,39.57075032402997,111.37021851783247,65.05246226478421,-6.747005929018286
4.0,80.0,1300.0,20.0,40.0,1.0,-0.995365629682306,44.0189844728985,39.57075032402997,111.37021851783247,4.448234148868529,-67.35123404493396
