galaxy,rotmod_path,sigma_v,sigma_ref,beta_sigma,A_base,A_eff,sigma_gate,accel_gate_min,accel_gate_median,accel_gate_max,n_points,rms_gr,rms_metric_resonance_sigma,delta_rms
F583-4,data\Rotmod_LTG\F583-4_rotmod.dat,9.12,25.0,1.5,5.694915875549634,4.666684823554771,0.8194475433062258,0.994371758540885,0.9988309339207504,0.9999003939108609,12,19.018287399996733,13.526658648090713,-5.4916287519060205
IC2574,data\Rotmod_LTG\IC2574_rotmod.dat,9.36,25.0,1.5,5.694915875549634,4.633445616959788,0.813610897546858,0.9998571837239923,0.9998999923937189,0.9999568893563404,34,18.897457874966218,10.282108794255127,-8.615349080711091
IC4202,data\Rotmod_LTG\IC4202_rotmod.dat,36.6,25.0,1.5,5.694915875549634,2.0549029352281276,0.3608311308074946,0.0021707385875752976,0.23581531767765537,0.9048496444793844,32,35.22311818624543,35.71306593687883,0.489947750633398
KK98-251,data\Rotmod_LTG\KK98-251_rotmod.dat,4.32,25.0,1.5,5.694915875549634,5.313256127751479,0.9329823730256034,0.9996718746710124,0.9998111349972723,0.9999964288190644,15,7.801556034620339,7.7199096363946165,-0.08164639822572273
NGC0024,data\Rotmod_LTG\NGC0024_rotmod.dat,15.975,25.0,1.5,5.694915875549634,3.7694692269992878,0.6619007741945766,0.621858275191117,0.740194515426716,0.9998025701340517,29,32.600734022504845,28.253845131236528,-4.346888891268318
NGC0055,data\Rotmod_LTG\NGC0055_rotmod.dat,12.8625,25.0,1.5,5.694915875549634,4.159775842921373,0.7304367498703219,0.9848343924495134,0.9972921823889545,0.9994402872606001,21,22.25378039182271,6.955539882483777,-15.298240509338932
NGC0100,data\Rotmod_LTG\NGC0100_rotmod.dat,12.802499999999998,25.0,1.5,5.694915875549634,4.167627467775052,0.7318154576555219,0.9558761235589657,0.9936491853074958,0.9996573273838604,21,26.631135883562084,15.918551781613553,-10.712584101948531
NGC0247,data\Rotmod_LTG\NGC0247_rotmod.dat,15.75,25.0,1.5,5.694915875549634,3.796491632552377,0.6666457794138998,0.9937651334998021,0.9969187402441366,0.9994904840674813,26,32.17495623382241,13.99007181420217,-18.18488441962024
NGC0289,data\Rotmod_LTG\NGC0289_rotmod.dat,25.5,25.0,1.5,5.694915875549634,2.805170685771775,0.49257456072624417,0.002996200626601049,0.9965395232165484,0.9999641604973403,28,55.649949442799354,48.35071293115809,-7.299236511641261
NGC0300,data\Rotmod_LTG\NGC0300_rotmod.dat,13.9725,25.0,1.5,5.694915875549634,4.016638033541042,0.7053024348938929,0.9575850651449042,0.9976207188874018,0.9998962520152096,25,36.12032545823501,23.03472603401266,-13.085599424222348
NGC0801,data\Rotmod_LTG\NGC0801_rotmod.dat,33.15,25.0,1.5,5.694915875549634,2.253701652494239,0.39573923509040904,0.0012238630294224113,0.41885044168314806,0.9959326488675919,13,37.740963726026024,48.721574907121024,10.980611181095
NGC0891,data\Rotmod_LTG\NGC0891_rotmod.dat,32.85,25.0,1.5,5.694915875549634,2.2722982521280235,0.3990047090746037,4.5035998460542095e-05,0.06422387782799552,0.6951177427266658,18,69.84503892878418,76.16183733854916,6.316798409764985
NGC1003,data\Rotmod_LTG\NGC1003_rotmod.dat,16.65,25.0,1.5,5.694915875549634,3.689576554427001,0.6478720028627128,0.6254925422175063,0.9997476223395303,0.9999894233109207,36,48.153251971836,26.740527457619653,-21.412724514216347
NGC1090,data\Rotmod_LTG\NGC1090_rotmod.dat,24.6,25.0,1.5,5.694915875549634,2.881902060082282,0.5060482231977028,0.038379813268939,0.867157155674946,0.9965713807058653,24,25.712295442140153,37.04164347657497,11.329348034434815
NGC1705,data\Rotmod_LTG\NGC1705_rotmod.dat,10.725,25.0,1.5,5.694915875549634,4.445725606530262,0.7806481612164624,0.175681836512895,0.9987865552600481,0.9999688259592966,14,38.06804446988434,36.60762899136752,-1.460415478516822
NGC2366,data\Rotmod_LTG\NGC2366_rotmod.dat,7.619999999999999,25.0,1.5,5.694915875549634,4.874631831063161,0.8559620436171406,0.995729059381395,0.9993034196202728,0.9999221059584169,26,16.360956127974482,14.545277732419132,-1.8156783955553504
NGC2403,data\Rotmod_LTG\NGC2403_rotmod.dat,20.175,25.0,1.5,5.694915875549634,3.3014890213124057,0.57972568751839,0.07091553237010019,0.5455159509791588,0.9998099317542076,73,37.895599436401874,16.107247981504923,-21.78835145489695
NGC2683,data\Rotmod_LTG\NGC2683_rotmod.dat,25.575,25.0,1.5,5.694915875549634,2.7989003459981534,0.49147351904088016,0.005755506272839326,0.9301092964119299,0.9990726369416234,11,33.117970053884335,32.195720773363654,-0.9222492805206812
NGC2841,data\Rotmod_LTG\NGC2841_rotmod.dat,42.675,25.0,1.5,5.694915875549634,1.7630045500914078,0.30957516996179596,0.002009477429379838,0.17160247585790897,0.9992808617027684,50,87.87483219228517,75.18660553286212,-12.688226659423052
NGC2903,data\Rotmod_LTG\NGC2903_rotmod.dat,27.525,25.0,1.5,5.694915875549634,2.6423295314456583,0.46398043258025107,1.6064729056650642e-05,0.2290490145673008,0.9922979112798914,34,61.46052574802574,58.68994609961475,-2.770579648410987
NGC2915,data\Rotmod_LTG\NGC2915_rotmod.dat,12.315,25.0,1.5,5.694915875549634,4.231829983581911,0.7430891124749905,0.12258015684652028,0.9998690304329434,0.9999896767539431,30,48.7574283509878,43.50446910989039,-5.252959241097415
NGC2955,data\Rotmod_LTG\NGC2955_rotmod.dat,40.35,25.0,1.5,5.694915875549634,1.8668924264228175,0.3278173843512022,0.00048409539380832664,0.02039176470301258,0.9313556551174645,24,44.136667183471666,48.388396154037466,4.2517289705658
NGC2976,data\Rotmod_LTG\NGC2976_rotmod.dat,11.745,25.0,1.5,5.694915875549634,4.307770262889055,0.7564238624461329,0.2734516244149652,0.5768868374430498,0.9281710378149646,27,3.6845505539647445,3.674286199407667,-0.010264354557077304
NGC2998,data\Rotmod_LTG\NGC2998_rotmod.dat,31.875,25.0,1.5,5.694915875549634,2.3342902546117656,0.4098902083231346,0.023626082550347774,0.36368031403821416,0.9958032089159662,13,35.122227450196725,31.214664135625267,-3.9075633145714583
NGC3109,data\Rotmod_LTG\NGC3109_rotmod.dat,9.5325,25.0,1.5,5.694915875549634,4.609585247593902,0.8094211307641163,0.9998384424177023,0.9999506757453352,0.9999987122496309,25,29.986977397240718,28.118365112229686,-1.8686122850110323
NGC3198,data\Rotmod_LTG\NGC3198_rotmod.dat,22.275,25.0,1.5,5.694915875549634,3.0933148908972723,0.54317130551094,0.014772006522039933,0.5880971583851544,0.9999103855584436,43,37.60592238748666,25.348639096369272,-12.257283291117385
NGC3521,data\Rotmod_LTG\NGC3521_rotmod.dat,31.5,25.0,1.5,5.694915875549634,2.3587815145617386,0.4141907564761148,6.938151541518433e-05,0.0035908152653405137,0.9266434860823525,41,52.51577662137675,51.73723932812386,-0.7785372932528887
NGC3726,data\Rotmod_LTG\NGC3726_rotmod.dat,24.15,25.0,1.5,5.694915875549634,2.9213146312795946,0.512968882266,0.15295044331574392,0.7377388861795373,0.99852508652611,12,35.31058676501566,50.365583621890416,15.054996856874759
NGC3741,data\Rotmod_LTG\NGC3741_rotmod.dat,7.14,25.0,1.5,5.694915875549634,4.940805279628315,0.8675817848058139,0.9922907484480197,0.9999915837170423,0.999999263125246,21,25.07618692122832,23.828998467733335,-1.247188453494985
NGC3769,data\Rotmod_LTG\NGC3769_rotmod.dat,17.925,25.0,1.5,5.694915875549634,3.5435406822753275,0.6222288019194541,0.03592549777657703,0.9830745916283699,0.9999786250258719,12,38.65390422651838,27.779705434207777,-10.874198792310601
NGC3877,data\Rotmod_LTG\NGC3877_rotmod.dat,25.2,25.0,1.5,5.694915875549634,2.8304413694136437,0.49701197195304825,0.017016790657171342,0.18524212766338097,0.46046994807393593,13,29.10908735068305,40.65528594553025,11.546198594847201
NGC3893,data\Rotmod_LTG\NGC3893_rotmod.dat,27.375,25.0,1.5,5.694915875549634,2.6539422708841496,0.4660195741044216,0.002210058082734529,0.5062721339553286,0.9794465399649288,10,33.81205976768977,28.677312961634822,-5.134746806054945
NGC3917,data\Rotmod_LTG\NGC3917_rotmod.dat,20.55,25.0,1.5,5.694915875549634,3.2630761928322385,0.5729805784913915,0.8329571381011815,0.9144127762000391,0.9929293946468721,17,26.009308864899815,14.840207810365525,-11.16910105453429
NGC3949,data\Rotmod_LTG\NGC3949_rotmod.dat,23.55,25.0,1.5,5.694915875549634,2.9749743096672256,0.5223912652406129,0.008985037708575375,0.04796667254789753,0.3642484022847903,7,32.027021331325585,32.453221574625466,0.42620024329988127
NGC3953,data\Rotmod_LTG\NGC3953_rotmod.dat,32.925,25.0,1.5,5.694915875549634,2.2676283496033527,0.3981846965183655,0.017117642440656736,0.10485712421143062,0.48650364275579894,8,18.26639069797791,35.779663142697416,17.513272444719505
NGC3972,data\Rotmod_LTG\NGC3972_rotmod.dat,16.95,25.0,1.5,5.694915875549634,3.6546392474668177,0.6417371787979392,0.6070393802273388,0.7959148983437434,0.9585562862077106,10,21.173242996045843,9.923944824070944,-11.2492981719749
NGC3992,data\Rotmod_LTG\NGC3992_rotmod.dat,37.2,25.0,1.5,5.694915875549634,2.0229773039741485,0.35522514259772187,0.1747875433483629,0.8661869413954791,0.9946583205148681,9,51.50181558835592,32.425074774356666,-19.07674081399925
NGC4010,data\Rotmod_LTG\NGC4010_rotmod.dat,17.775,25.0,1.5,5.694915875549634,3.560388310575729,0.6251871648994473,0.5946925509544062,0.8738944879649619,0.9768677695206336,12,17.706376631874576,11.441161608306354,-6.2652150235682225
NGC4013,data\Rotmod_LTG\NGC4013_rotmod.dat,26.7,25.0,1.5,5.694915875549634,2.7070759719580715,0.47534959797747733,0.04585783570441634,0.9519223675809427,0.9980896793057669,36,39.2720830188511,37.42456382191925,-1.8475191969318487
NGC4051,data\Rotmod_LTG\NGC4051_rotmod.dat,22.95,25.0,1.5,5.694915875549634,3.0299244322882335,0.5320402440529126,0.006599386691436757,0.24553498034942686,0.6606695560954382,7,29.682131008832762,50.594330783131646,20.912199774298884
NGC4068,data\Rotmod_LTG\NGC4068_rotmod.dat,3.9675,25.0,1.5,5.694915875549634,5.356283156507028,0.9405377135601809,0.9959920236564571,0.9967316903507446,0.9996029780908826,6,6.0332781675934655,5.991662140887784,-0.04161602670568154
NGC4085,data\Rotmod_LTG\NGC4085_rotmod.dat,19.05,25.0,1.5,5.694915875549634,3.4200213228550482,0.6005393929589823,0.025961832548500714,0.10608483549809533,0.4670949687472211,7,33.53583468853068,34.63563668362301,1.099801995092335
NGC4088,data\Rotmod_LTG\NGC4088_rotmod.dat,25.875,25.0,1.5,5.694915875549634,2.7740067740648215,0.48710232682710064,0.02084651200860834,0.22667439824194768,0.9445492025554959,12,50.78967092195533,77.39938723528313,26.6097163133278
NGC4100,data\Rotmod_LTG\NGC4100_rotmod.dat,25.725,25.0,1.5,5.694915875549634,2.7864161054111993,0.4892813460817407,0.10060285787215112,0.7938698859515347,0.9936317258602907,24,29.35765118897049,21.337935041584316,-8.019716147386173
NGC4138,data\Rotmod_LTG\NGC4138_rotmod.dat,24.3,25.0,1.5,5.694915875549634,2.9080984995859422,0.5106481927277412,0.003480835388522811,0.8200998104358245,0.9929167877339616,7,31.520891576041766,28.135616784491116,-3.38527479155065
NGC4157,data\Rotmod_LTG\NGC4157_rotmod.dat,27.675,25.0,1.5,5.694915875549634,2.630786703660466,0.46195356720814784,0.01001711836609003,0.7247794484111296,0.9927704424919387,17,40.01023827592091,51.88382505354085,11.873586777619941
NGC4183,data\Rotmod_LTG\NGC4183_rotmod.dat,16.5,25.0,1.5,5.694915875549634,3.7071773166138593,0.650962612552388,0.8412631219289046,0.9898602109443299,0.9998088339505404,23,33.263626959210285,12.882295804642625,-20.38133115456766
NGC4214,data\Rotmod_LTG\NGC4214_rotmod.dat,12.015,25.0,1.5,5.694915875549634,4.271686197922099,0.7500876731580913,0.18067676632839788,0.98576601763554,0.9997408911901382,14,33.48453104145477,31.741226366974843,-1.7433046744799299
NGC4217,data\Rotmod_LTG\NGC4217_rotmod.dat,27.675,25.0,1.5,5.694915875549634,2.630786703660466,0.46195356720814784,0.0013053812302218656,0.1672308916626431,0.91251871558647,19,64.40844387153237,71.25603978042734,6.847595908894974
NGC4389,data\Rotmod_LTG\NGC4389_rotmod.dat,11.4525,25.0,1.5,5.694915875549634,4.347077492547849,0.7633260240439109,0.04372345702127517,0.11537603144813327,0.35093418549836014,6,57.39781645079807,58.498202660113385,1.1003862093153174
NGC4559,data\Rotmod_LTG\NGC4559_rotmod.dat,18.3,25.0,1.5,5.694915875549634,3.5018112365948064,0.6149013107690262,0.17219926061442845,0.967725663725247,0.9987827990811522,32,23.931662308749097,22.331850590514186,-1.5998117182349105
NGC5005,data\Rotmod_LTG\NGC5005_rotmod.dat,39.6,25.0,1.5,5.694915875549634,1.9023790090990025,0.3340486586055844,1.309861306590255e-05,0.0029446667824337613,0.0937758613057801,18,57.02955192190641,57.56349821238701,0.5339462904805998
NGC5033,data\Rotmod_LTG\NGC5033_rotmod.dat,29.625,25.0,1.5,5.694915875549634,2.4869021320642832,0.4366881243569318,2.027322938703504e-05,0.9270618300122093,0.9991814957565419,22,61.16313286997931,43.668270753295985,-17.494862116683322
NGC5055,data\Rotmod_LTG\NGC5055_rotmod.dat,26.925,25.0,1.5,5.694915875549634,2.6892041428539777,0.4722113902331234,0.00016384416420914025,0.48959330970980164,0.9994631162724879,28,58.26922066188828,62.0793286443888,3.8101079825005186
NGC5371,data\Rotmod_LTG\NGC5371_rotmod.dat,31.95,25.0,1.5,5.694915875549634,2.329435791713032,0.4090377878476056,0.0004580742273071895,0.2572628617077502,0.9847106680626639,19,35.62745617971017,60.66587868621126,25.038422506501085
NGC5585,data\Rotmod_LTG\NGC5585_rotmod.dat,13.4625,25.0,1.5,5.694915875549634,4.081893928629766,0.7167610580789853,0.5437462584533848,0.9563724926381318,0.9996970572897915,24,24.178154775922287,13.412896433790035,-10.765258342132253
NGC5907,data\Rotmod_LTG\NGC5907_rotmod.dat,32.325,25.0,1.5,5.694915875549634,2.305379767567084,0.40481366502092264,0.10252807335339645,0.9375551979963404,0.9979029275019355,19,43.258327077427516,36.588253147390155,-6.670073930037361
NGC5985,data\Rotmod_LTG\NGC5985_rotmod.dat,43.725,25.0,1.5,5.694915875549634,1.7189353261283955,0.3018368249315879,0.0667353351379786,0.4392915811795859,0.9633089775364921,33,80.13943130227766,55.32429698704523,-24.815134315232427
NGC6015,data\Rotmod_LTG\NGC6015_rotmod.dat,23.175,25.0,1.5,5.694915875549634,3.009165401685469,0.5283950575292818,0.09707302848950468,0.9202519859089648,0.9996516428580338,44,43.27900492409794,19.871820754009914,-23.407184170088026
NGC6195,data\Rotmod_LTG\NGC6195_rotmod.dat,37.725,25.0,1.5,5.694915875549634,1.9956419711899633,0.35042518885274276,0.00033811292603490366,0.08591390465565071,0.9138674849377824,23,43.84749983065521,55.617032257212934,11.769532426557724
NGC6503,data\Rotmod_LTG\NGC6503_rotmod.dat,17.25,25.0,1.5,5.694915875549634,3.6200555361399864,0.6356644444358195,0.028383791504281622,0.9967848092241655,0.9999271429715313,31,41.67287570412551,14.624350369529456,-27.048525334596054
NGC6674,data\Rotmod_LTG\NGC6674_rotmod.dat,36.3,25.0,1.5,5.694915875549634,2.071145913233676,0.36368332008658216,0.0051758397461837205,0.9830946022858461,0.9996863894665098,15,77.68970787051921,65.79895295254188,-11.890754917977333
NGC6789,data\Rotmod_LTG\NGC6789_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9455356277146206,0.9706453155509129,0.9903510344580999,4,22.346909291739045,22.34690717602529,-2.11571375530184e-06
NGC6946,data\Rotmod_LTG\NGC6946_rotmod.dat,23.55,25.0,1.5,5.694915875549634,2.9749743096672256,0.5223912652406129,1.213568635306175e-06,0.46757929163163164,0.9829557499373989,58,27.29685221130175,46.669062265212176,19.372210053910425
NGC7331,data\Rotmod_LTG\NGC7331_rotmod.dat,35.775,25.0,1.5,5.694915875549634,2.100030482714786,0.3687553123885445,0.00032408603796896815,0.34606269196719625,0.9730988592991282,36,70.71859232887839,75.8804012311108,5.1618089022324085
NGC7793,data\Rotmod_LTG\NGC7793_rotmod.dat,16.2,25.0,1.5,5.694915875549634,3.7426418435329714,0.6571900139212781,0.08739461679270895,0.2953333036552108,0.9888991417439023,46,11.486837363798388,8.314499341773995,-3.172338022024393
NGC7814,data\Rotmod_LTG\NGC7814_rotmod.dat,32.1,25.0,1.5,5.694915875549634,2.319770268149161,0.40734056812125835,4.172360045502117e-06,0.44583175026853916,0.9755990542253418,18,53.457344257273526,29.02430192141999,-24.433042335853536
PGC51017,data\Rotmod_LTG\PGC51017_rotmod.dat,2.8575,25.0,1.5,5.694915875549634,5.483035655337754,0.9627948463432867,0.9953503458192227,0.9991815299478626,0.9999502777653206,6,4.522399935416963,4.6307062313611675,0.10830629594420493
UGC00128,data\Rotmod_LTG\UGC00128_rotmod.dat,19.575,25.0,1.5,5.694915875549634,3.364088673627337,0.5907178871720662,0.988759307600842,0.9998879826560035,0.9999975500215578,22,65.11324314929104,48.56836476520293,-16.544878384088108
UGC00191,data\Rotmod_LTG\UGC00191_rotmod.dat,8.64,25.0,1.5,5.694915875549634,4.733257658285044,0.831137414796004,0.9730308624027204,0.9845929433946803,0.9996563788200336,9,23.831490758619328,17.53508892462052,-6.296401833998807
UGC00634,data\Rotmod_LTG\UGC00634_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9956408131130451,0.99939245370756,0.9999448581276954,4,48.762603305365005,30.120902367969965,-18.64170093739504
UGC00731,data\Rotmod_LTG\UGC00731_rotmod.dat,10.4625,25.0,1.5,5.694915875549634,4.481594712840588,0.7869466047921306,0.9998483048140444,0.9999516563639381,0.999989343250692,12,36.16596928486053,28.99708216622724,-7.16888711863329
UGC00891,data\Rotmod_LTG\UGC00891_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9991151360418489,0.9997322248565385,0.9999691632982909,5,25.538963308819817,22.74132639294275,-2.7976369158770673
UGC01230,data\Rotmod_LTG\UGC01230_rotmod.dat,15.6,25.0,1.5,5.694915875549634,3.814614279488964,0.6698280295704638,0.9866115374241758,0.9979100926044365,0.9999885352299807,11,43.73505435771638,26.934940170567526,-16.800114187148854
UGC01281,data\Rotmod_LTG\UGC01281_rotmod.dat,8.032499999999999,25.0,1.5,5.694915875549634,4.8175302094916646,0.845935271875585,0.9967850330658224,0.9996376554046987,0.9999846256393238,25,18.461825570134042,17.84570698928219,-0.6161185808518539
UGC02023,data\Rotmod_LTG\UGC02023_rotmod.dat,25.0,25.0,1.5,5.694915875549634,2.847457937774817,0.5,0.9895164946356337,0.9952256942125904,0.9977321907199015,5,8.845647965450617,8.407600044353599,-0.4380479210970183
UGC02259,data\Rotmod_LTG\UGC02259_rotmod.dat,12.4875,25.0,1.5,5.694915875549634,4.20903049152549,0.7390856306756706,0.9899281679349164,0.9964495088186947,0.9996407453047662,8,39.096000450093676,33.251657667579174,-5.844342782514502
UGC02455,data\Rotmod_LTG\UGC02455_rotmod.dat,5.4075,25.0,1.5,5.694915875549634,5.174388241543206,0.9085978361434198,0.28275323754566134,0.6005861246433624,0.9339230980661423,8,35.37808204018852,35.8570640070187,0.4789819668301831
UGC02487,data\Rotmod_LTG\UGC02487_rotmod.dat,49.875,25.0,1.5,5.694915875549634,1.49166414414855,0.26192909197356407,0.02178634305272969,0.8948879224980469,0.9983629754427508,17,109.51773009092928,99.41224335728633,-10.105486733642948
UGC02885,data\Rotmod_LTG\UGC02885_rotmod.dat,44.7,25.0,1.5,5.694915875549634,1.6794979599857582,0.29491181198943783,0.00029055447956151566,0.926054946429087,0.9968119853677463,19,69.35716763455243,61.64609075782063,-7.711076876731795
UGC02916,data\Rotmod_LTG\UGC02916_rotmod.dat,31.425,25.0,1.5,5.694915875549634,2.363723895843678,0.4150586149993915,0.00023303583421813842,0.07577556392878848,0.9947977977154685,43,39.97364888805376,39.68772690214708,-0.2859219859066826
UGC02953,data\Rotmod_LTG\UGC02953_rotmod.dat,39.45,25.0,1.5,5.694915875549634,1.9095977258326366,0.3353162307508775,6.599948594574291e-06,0.005650943313827447,0.9990227776917696,115,62.22481167957494,54.926137499115875,-7.2986741804590665
UGC03205,data\Rotmod_LTG\UGC03205_rotmod.dat,32.55,25.0,1.5,5.694915875549634,2.291117461450764,0.4023092722558683,0.0005009315139610189,0.0830028709633926,0.9984054599782578,48,33.64653417615317,25.65928468522669,-7.987249490926477
