galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,shell_mode,shell_params,budget_factor,force_match,rms_velocity
NGC6674,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 217.23, 'R_stop': 289.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.09334015365214006, 0.1575916392881579, 0.17247119490925503, 0.15892268446671082, 0.13487774873565556, 0.1039983772866897, 0.07901078721528312, 0.057614118449067914, 0.042173295997039985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,87.68386779435305
NGC6946,ok,58,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 61.199999999999996, 'R_stop': 81.6, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.033697831015772894, 0.0950460860186753, 0.1446603463524363, 0.1375024581780554, 0.14670342903762404, 0.13581649154209896, 0.11980158088061572, 0.10203986674333144, 0.08473191023138996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,28.42540549535471
NGC7331,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 108.93, 'R_stop': 145.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.08540312983839131, 0.10000779219839703, 0.12109139334433211, 0.13180793189864307, 0.1442054001286532, 0.12043300860434988, 0.11253091309167418, 0.09898575620623351, 0.0855346746893257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,71.52702022231941
NGC7793,ok,46,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 23.61, 'R_stop': 31.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.02577504801667415, 0.07058336431211654, 0.11698494972048205, 0.13200212130755282, 0.13348703252110855, 0.12989928688076177, 0.1211327191133936, 0.11950050135983602, 0.10508721799702544, 0.04554775877104909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,8.861317861470472
NGC7814,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 58.59, 'R_stop': 78.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.07364107127594736, 0.11028928284429375, 0.12633337349246898, 0.13281767873453929, 0.13503913186044486, 0.1274554540144063, 0.11313113316547482, 0.09821561485970298, 0.0830772597527217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,52.02817558322579
PGC51017,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 10.89, 'R_stop': 14.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.06481968099841284, 0.10559682423839668, 0.13152766093691137, 0.13743805820219726, 0.14231387771677237, 0.12444733248453571, 0.12051405186115068, 0.09911834472519555, 0.0742241688364274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,4.550675736505374
UGC00128,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 161.25, 'R_stop': 215.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.05295365917355218, 0.11783453657717974, 0.16096014064851255, 0.155501670504217, 0.14198973863074113, 0.12153567088759507, 0.09987514122398808, 0.0794912364824157, 0.05555079778701323, 0.0143074080847853, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,43.36288046079722
UGC00191,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 29.94, 'R_stop': 39.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.043822227619587775, 0.08421580386812141, 0.12341016820398464, 0.14414673911796325, 0.13026617099089985, 0.13933814725908011, 0.12691485011887674, 0.11435885011200005, 0.0935270427094861, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,17.617945934401956
UGC00731,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 32.730000000000004, 'R_stop': 43.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.051987745423823346, 0.08376419646919848, 0.11658303544027739, 0.13260525275760202, 0.13959972211398183, 0.14769319779964077, 0.12589322800934133, 0.10588625163171857, 0.09598737035441626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,20.886875680230414
UGC01230,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 109.62, 'R_stop': 146.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.04268900660360208, 0.09505826050607805, 0.12837874924356008, 0.1398591607500904, 0.153096832627713, 0.15611693128656173, 0.11425805440206713, 0.08868600074383541, 0.06494263104139403, 0.016914372795097967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,29.17036325657073
UGC01281,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 14.97, 'R_stop': 19.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.001545921980448084, 0.005183245510773777, 0.008596214384209008, 0.010526344778891899, 0.01221052284323074, 0.012970567991883022, 0.013897376381587362, 0.014411239718220347, 0.01529737050471125, 0.015536300876622354, 0.017086979762948346, 0.018703252569663424, 0.020252691792180356, 0.021732085336864607, 0.02313904682306186, 0.024471683406597892, 0.02572839711614658, 0.02690777917337927, 0.028008565665755412, 0.02902963121380903, 0.029970004149678615, 0.03082889204451114, 0.031605710338713656, 0.032300109602331144, 0.03291199885428355, 0.03344156363472418, 0.033889278341694945, 0.03425591285206208, 0.03454253374879441, 0.031273690503844334, 0.03171279995417532, 0.0321162490174378, 0.03248028716144181, 0.03280108552184205, 0.03307476599104129, 0.03329743495813994, 0.03346522183890538, 0.033574322454522416, 0.03362104721948604, 0.0336018739813853]}",1.0,False,17.96460880484568
UGC02259,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 24.42, 'R_stop': 32.56, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.059208199014873536, 0.091608549483178, 0.11674982290021141, 0.12802412431878263, 0.13283682468164182, 0.13468096580477049, 0.13194875172288945, 0.12446757996599458, 0.08047518210765821, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,12.335650644330542
UGC02455,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 12.09, 'R_stop': 16.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.005663664770872661, 0.009358102832498947, 0.010567908781770337, 0.01257391348170341, 0.014098566754121196, 0.0148351788382649, 0.014469513933422332, 0.013599806887051473, 0.013200460843793586, 0.01388521181139878, 0.01544778230467662, 0.016992051667582875, 0.01850865180782291, 0.01998913741632001, 0.02142592148784372, 0.022812221555878275, 0.02414201339995763, 0.025409990186575183, 0.02661152569413117, 0.027742640671123996, 0.028799971612947964, 0.02978074139005231, 0.03068273126087101, 0.031504253880020566, 0.032244126977833854, 0.032901647447019906, 0.033476565628237254, 0.03396905963900799, 0.034379709639263525, 0.03173917121236715, 0.03227276849184656, 0.032769158789536734, 0.0332241318701157, 0.03363339170155114, 0.03399258826145657, 0.034297354331754466, 0.034543347437183625, 0.0347262969977233, 0.034842056659762276, 0.03488666164463809]}",1.0,False,35.37808204018852
UGC02487,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 241.14, 'R_stop': 321.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.122928019559532, 0.15389939209157738, 0.15753685698883574, 0.14296049642234424, 0.12701716109109232, 0.11088366483344364, 0.08109729352458071, 0.06235912208823721, 0.04131799340035665, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,111.84146304847626
UGC02885,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 222.20999999999998, 'R_stop': 296.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.042669189375905144, 0.08471413239186926, 0.11005261655025006, 0.12623224632634406, 0.1297739677000311, 0.12586904953512432, 0.13687057332440963, 0.11440956000192434, 0.10271465277665945, 0.02669401201748278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,47.311797001084294
UGC02916,ok,43,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 114.0, 'R_stop': 152.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.05077902832244462, 0.06550765903701572, 0.09846339527493692, 0.12069721005488598, 0.13098287730115543, 0.13114109009979347, 0.12660283199027472, 0.11842561834653294, 0.10750881542956799, 0.04989147414339222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,40.536684819762925
UGC02953,ok,115,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 187.17000000000002, 'R_stop': 249.56, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.11040193915102813, 0.24121633131792508, 0.2229793770534108, 0.17980952994586763, 0.12233840702598339, 0.07780291367433582, 0.04545150183144917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,71.51287316566223
UGC03205,ok,48,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 120.12, 'R_stop': 160.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.05894061550508764, 0.1509110688078634, 0.171698976456066, 0.15669620663983966, 0.14939484771039357, 0.1167404471235848, 0.07855945463454911, 0.05650502475459909, 0.0426853970952528, 0.01786796127276383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,63.98652388912541
UGC03546,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 87.69, 'R_stop': 116.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.07460863689031752, 0.12279243261166094, 0.17597420529433047, 0.18263290739105215, 0.1981710558912123, 0.15935142875503028, 0.08646933316639631, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,72.96970173593336
UGC03580,ok,47,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 81.17999999999999, 'R_stop': 108.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.06719136309287717, 0.12974831920192995, 0.156874981781372, 0.1620294156397792, 0.14590181307971392, 0.11327063672934955, 0.08845300919838084, 0.06343686022319892, 0.04944699219998159, 0.02364660885341688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,39.39273281531009
UGC04278,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 20.07, 'R_stop': 26.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.0025151000854023832, 0.007327774508765037, 0.010208247374927162, 0.013726129843438541, 0.01720631874698603, 0.01935841574981591, 0.021703263965517337, 0.021907132640786208, 0.021128097458221577, 0.014978613333505138, 0.0163870061554406, 0.01804267373845757, 0.019632327119905257, 0.02114675189851735, 0.022578760307257605, 0.023922923511852413, 0.025175322458419445, 0.026333320885350224, 0.027395362828298932, 0.028360795470285863, 0.02922971687037067, 0.03000284709125672, 0.030681420569243237, 0.031267097198068805, 0.031761889473085836, 0.032168103099107434, 0.03248828864426226, 0.032725202073401745, 0.03288177227959848, 0.029718264348279618, 0.0300478192587873, 0.030339298737126486, 0.03058969238014838, 0.03079598199101868, 0.030955165969527187, 0.03106428702481218, 0.031120463305350104, 0.031120922978030954, 0.031063042210405838, 0.030944386416967454]}",1.0,False,26.795073269821046
UGC04305,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 16.56, 'R_stop': 22.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.0300205654896279, 0.07463610220546411, 0.09462139961186793, 0.12489343519392165, 0.1532351294982381, 0.14053391013531702, 0.12443563793000141, 0.13148092312758541, 0.12614289680797652, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,5.048128538036381
UGC04325,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 16.77, 'R_stop': 22.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.0058434519813778535, 0.009700044257671799, 0.013121133234878568, 0.016286576530591013, 0.018207810423709024, 0.01885246872429845, 0.01856540608930199, 0.016951639189058683, 0.014780589296352306, 0.014412640396770359, 0.015971510085104577, 0.017496743501926093, 0.0189789581927526, 0.02041005168245565, 0.021783091111685228, 0.02309221034325233, 0.024332513676063462, 0.025499986105592086, 0.02659141031496823, 0.02760429054315176, 0.028536783316975622, 0.02938763484399497, 0.03015612469209451, 0.030842015252081634, 0.03144550639737381, 0.03196719471765979, 0.032408036703850215, 0.032769315290894954, 0.033052609214366306, 0.030420352486350007, 0.030851960499861903, 0.031245890797746586, 0.03159854141551855, 0.03190626928331974, 0.032165418477530044, 0.03237235250535665, 0.03252349073674906, 0.03261534902580155, 0.032644584474750264, 0.03260804418676171]}",1.0,False,34.69899311756846
UGC04483,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 3.63, 'R_stop': 4.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.056104793003298105, 0.10300001078995319, 0.12203939477495242, 0.13757186343157832, 0.1410564157325007, 0.13156329796959754, 0.1192593090010291, 0.10719183301627194, 0.08221308228081867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,4.62425931417588
UGC04499,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 24.54, 'R_stop': 32.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.05480537709843849, 0.08005183961298495, 0.10362605783620576, 0.12254417953080612, 0.1267142904101462, 0.1309476541073636, 0.14003201756240605, 0.13994682812431747, 0.1013317557173314, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,6.135262376127691
UGC05005,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 85.83, 'R_stop': 114.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.04667590569883361, 0.1093568179903449, 0.13747833816237878, 0.1549396671094693, 0.17166218833290128, 0.14497305566253527, 0.09874085439995411, 0.07378961350498373, 0.06238355913859894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,22.12862022256614
UGC05253,ok,73,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 159.87, 'R_stop': 213.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.04832351739540128, 0.09109607155504396, 0.09982633206039228, 0.1233735508328645, 0.1320124072360802, 0.12304125005158399, 0.1122191401872086, 0.1079393416841725, 0.10517387637547433, 0.05699451262177836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,39.97787045584615
UGC05414,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 12.330000000000002, 'R_stop': 16.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.004105926365103222, 0.005929233413081789, 0.007596859751006228, 0.008886255212342833, 0.010096759374199063, 0.011017388134805782, 0.012138324442390817, 0.012901506062536552, 0.01318092181091679, 0.014673482964782197, 0.0162135540779311, 0.017732159472336854, 0.019221673651248657, 0.020675107707081686, 0.022086048868996115, 0.023448625259350358, 0.02475748632574938, 0.02600779236062561, 0.027195208681521865, 0.028315901580833934, 0.029366534217111457, 0.030344261341387815, 0.031246722233304852, 0.032072031538395815, 0.03281876790346823, 0.033485960438727126, 0.034073073118263526, 0.03457998728160094, 0.03500698242919612, 0.03251042506553001, 0.0330712031600867, 0.033594718403628474, 0.034076564000658185, 0.034512232579046814, 0.03489714929882375, 0.03522671027540065, 0.03549632648421749, 0.03570147322375814, 0.03583774510310572, 0.03590091638744731]}",1.0,False,12.452173050068428
UGC05716,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 37.11, 'R_stop': 49.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.12721484446075915, 0.16589671077617735, 0.17881568163826259, 0.17100432873608806, 0.1271588431280215, 0.10053149153658071, 0.07332618427395862, 0.05605191545015197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,36.51675538411855
UGC05721,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 20.22, 'R_stop': 26.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.14101900951588636, 0.26331134524003136, 0.2195649995341392, 0.19185841672927248, 0.11359631200150834, 0.0706499169791623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,37.66206496264674
UGC05750,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,gravity_adaptive,"{'R_coh': 68.55000000000001, 'R_stop': 91.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40, 'g_floor': 1e-05, 'coh_radius_factor': 3.0, 'spillover_mode': 'hybrid', 'spill_weights': [0.023408193392984625, 0.06794937260643356, 0.12063376111661744, 0.15459818314619062, 0.13014233030310632, 0.11329004530390381, 0.12215324889134217, 0.12144099790924391, 0.10554184884365977, 0.04084201848651768, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]}",1.0,False,14.009561263097146
