galaxy,status,n_points,alpha,gamma,alpha_eff,gamma_eff,alpha_scaling,gamma_scaling,shell_mode,shell_params,budget_factor,force_match,rms_velocity
ESO444-G084,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 17.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,30.972337132868358
ESO563-G021,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 169.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,210.92489977781574
F561-1,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 38.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,9.792081662545861
F563-1,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 80.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,56.621537603122135
F563-V1,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 31.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,2.657336841852531
F563-V2,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 41.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,43.04813593298296
F565-V2,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 35.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,37.22793883370338
F568-1,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 52.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,49.104408956313684
F568-3,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 71.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,28.468706649495505
F568-V1,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 70.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,49.011377902872326
F571-8,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 62.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,136.6692395685324
F571-V1,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 54.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,33.005081974163794
F574-1,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 50.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,30.223964578442626
F579-V1,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 60.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,19.111206196443877
F583-1,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 65.04, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,30.559262765576253
F583-4,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 29.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,17.54069138976459
IC2574,ok,34,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 40.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,17.917970713494995
IC4202,ok,32,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 103.6, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,180.01405666398526
KK98-251,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 12.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,6.389303754844751
NGC0024,ok,29,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 45.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,102.42597556982139
NGC0055,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 54.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,20.65840180270759
NGC0100,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 38.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,34.02764492479386
NGC0247,ok,26,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 58.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,26.974467747090756
NGC0289,ok,28,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 284.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,84.16926112405996
NGC0300,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 47.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,35.08438495213934
NGC0801,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 239.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,94.43014125903291
NGC0891,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 68.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,71.28535810734492
NGC1003,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 120.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,49.952857394623834
NGC1090,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 120.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,78.87965945765313
NGC1705,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 24.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,55.54836045637496
NGC2366,ok,26,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 24.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,16.992336373633727
NGC2403,ok,73,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 83.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,148.4670530874248
NGC2683,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 138.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,138.00612859939528
NGC2841,ok,50,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 254.56, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,239.20685283420414
NGC2903,ok,34,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 99.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,225.6419716889929
NGC2915,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 40.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,55.47777613367621
NGC2955,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 141.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,72.21943007672137
NGC2976,ok,27,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 9.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,12.734772365456609
NGC2998,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 169.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,126.97679272606051
NGC3109,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 25.8, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,29.526425058651167
NGC3198,ok,43,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 176.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,101.62728262170039
NGC3521,ok,41,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 70.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,74.72379366341187
NGC3726,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 130.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,89.1793491604016
NGC3741,ok,21,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 28.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,25.324148318268467
NGC3769,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 148.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,72.71419439976161
NGC3877,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 45.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,37.05781278335837
NGC3893,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 76.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,149.27291368368154
NGC3917,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 59.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,53.19276389996536
NGC3949,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 28.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,33.28100181045642
NGC3953,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 62.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,18.26639069797791
NGC3972,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 34.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,76.25711992065256
NGC3992,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 184.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,59.72140556958367
NGC4010,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 41.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,66.385861694761
NGC4013,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 124.04, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,83.83771034865117
NGC4051,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 48.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,29.682131008832762
NGC4068,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 9.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,16.03449749955229
NGC4085,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 24.8, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,33.53583468853068
NGC4088,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 85.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,52.56029842986219
NGC4100,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 91.04, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,100.45482367383406
NGC4138,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 74.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,119.53183159769264
NGC4157,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 118.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,119.14413517049208
NGC4183,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 84.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,30.363355457368744
NGC4214,ok,14,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 22.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,54.96933975820865
NGC4217,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 66.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,112.87450114847292
NGC4389,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 21.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,57.39781645079807
NGC4559,ok,32,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 83.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,52.66459864397717
NGC5005,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 45.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,57.02955192190641
NGC5033,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 178.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,211.5473876741823
NGC5055,ok,28,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 218.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,242.56482796084157
NGC5371,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 184.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,42.063976897076344
NGC5585,ok,24,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 43.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,78.67155566198178
NGC5907,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 201.32, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,55.43731959719458
NGC5985,ok,33,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 138.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,78.70970098074586
NGC6015,ok,44,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 116.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,91.33733886654879
NGC6195,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 145.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,51.16126952602879
NGC6503,ok,31,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 94.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,67.33990565468649
NGC6674,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 289.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,79.1735926853093
NGC6946,ok,58,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 81.6, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,97.35177809702176
NGC7331,ok,36,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 145.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,155.37369174117518
NGC7793,ok,46,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 31.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,73.14617191408604
NGC7814,ok,18,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 78.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,354.8847794579246
PGC51017,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 14.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,2.859602361666247
UGC00128,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 215.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,64.856729893456
UGC00191,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 39.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,61.56162222454953
UGC00731,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 43.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,35.89382226025607
UGC01230,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 146.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,40.562449279305945
UGC01281,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 19.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,16.752164254129493
UGC02259,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 32.56, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,32.886146501150634
UGC02455,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 16.12, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,35.37808204018852
UGC02487,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 321.52, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,108.37362897850684
UGC02885,ok,19,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 296.28, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,92.62363659935313
UGC02916,ok,43,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 152.0, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,216.41211180538758
UGC02953,ok,115,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 249.56, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,389.31743464902297
UGC03205,ok,48,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 160.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,235.00256387567572
UGC03546,ok,30,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 116.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,169.87856742389548
UGC03580,ok,47,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 108.24, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,138.43582392157845
UGC04278,ok,25,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 26.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,25.611435968249854
UGC04305,ok,22,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 22.08, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,9.921500166023362
UGC04325,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 22.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,24.924383317044963
UGC04483,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 4.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,10.790974256636565
UGC04499,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 32.72, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,21.829272140205266
UGC05005,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 114.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,33.357872591637765
UGC05253,ok,73,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 213.16, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,292.1962104485671
UGC05414,ok,6,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 16.44, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,25.41394465890213
UGC05716,ok,12,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 49.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,34.41227306271246
UGC05721,ok,23,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 26.96, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,68.01071342601048
UGC05750,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 91.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,16.985431967713538
UGC05764,ok,10,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 14.48, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,26.911674062935372
UGC05829,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 27.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,19.12450478974877
UGC05918,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 17.84, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,15.561773417622403
UGC05986,ok,15,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 37.64, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,64.22695782291794
UGC06399,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 31.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,25.44272839065664
UGC06446,ok,17,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 40.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,36.15608535972579
UGC06614,ok,13,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 258.36, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,94.7988795759157
UGC06628,ok,7,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 30.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,8.116263593253056
UGC06667,ok,9,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 31.4, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,42.25799486705951
UGC06786,ok,45,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 136.2, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,405.7853385162936
UGC06787,ok,71,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 148.76, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,564.6799859880057
UGC06818,ok,8,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 27.92, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,27.50845553859566
UGC06917,ok,11,2.8271,0.8579,2.8271,0.8579,constant,constant,adaptive,"{'R_coh': 41.88, 'r_factor': 4.0, 'n_shell_min': 8, 'n_shell_max': 40}",1.0,False,27.825067685631655
