galaxy,n_points,sigma_v_true,Q_gal,G_sigma,K_mean,rms_gr,rms_theory,delta_rms
UGC03546,30,29.175,5.006447502394339,0.8335122383736191,-0.17145260326400527,72.11935937530671,46.965836555737624,-25.15352281956909
UGC03580,47,18.45,3.6044276125866497,0.7828177388941021,-0.11079278444235072,39.24452840755697,35.79312804424256,-3.451400363314413
UGC04278,25,12.57,4.037072773973631,0.801471996758323,-0.16867883495505784,27.66685900630416,30.379051507656257,2.7121925013520958
UGC04305,22,5.010000000000001,7.848957703245858,0.8869923403935818,-0.30699751236094486,4.955072428351265,5.025256792907631,0.07018436455636579
UGC04325,8,13.41,4.143053520329064,0.8055629800375833,-0.23559597090275303,35.331222541708,41.02072522949896,5.689502687790956
UGC04483,8,3.12,4.530799885259001,0.8191943261832242,-0.23691712211374738,7.079526352533245,9.07789127668267,1.998364924149426
UGC04499,9,10.035,4.521300199625024,0.8188832405693293,-0.2781830630974436,21.50254779202607,27.092994885638873,5.590447093612802
UGC05005,11,11.3325,4.227104952504675,0.8086895118643391,-0.19288383925338104,33.6105146121397,36.6633948649245,3.052880252784796
UGC05253,73,32.775,4.192723070802169,0.8074228133553211,-0.08012284435803778,44.104843857397995,38.03298239814759,-6.071861459250407
UGC05414,6,7.334999999999999,5.321091862736802,0.8417994831090722,-0.28881674119717254,12.492346698655776,17.635341617032896,5.14299491837712
UGC05716,12,10.815,3.0712388546595686,0.7543745194769176,-0.2506376704628879,34.860659179032254,38.710660642374016,3.850001463341762
UGC05721,23,11.7825,2.699467628070392,0.7296908364835211,-0.1444990583663916,36.993423389983725,39.56403957996567,2.5706161899819477
UGC05750,11,8.3475,5.452346420467305,0.845017620748333,-0.1789268074118927,20.787271481906608,23.47966300266526,2.692391520758651
UGC05764,10,7.4925,3.0765000706909924,0.7546915288460934,-0.2121491488464106,27.9551391121523,30.121677706230045,2.166538594077746
UGC05829,11,7.484999999999999,5.012701308792423,0.8336854021772724,-0.25543461289815284,20.89128746050334,24.502954697985203,3.611667237481864
UGC05918,8,5.714999999999999,3.604977932382716,0.7828436933502136,-0.2699070079218041,18.378285164393436,20.990785452407305,2.6125002880138695
UGC05986,15,16.95,3.4563455438631037,0.7756008841421388,-0.18127999121231672,38.97404649965343,44.08744134230166,5.113394842648226
UGC05999,5,25.0,2.014979424212565,0.6683227779369757,-0.5349624073304373,37.193191266338594,51.09522549238444,13.902034226045842
UGC06399,9,11.625,4.1999311778272475,0.807689762459925,-0.26196165777987823,28.750319030139067,34.29574024763205,5.545421217492979
UGC06446,17,12.254999999999995,3.2387381227963825,0.7640807308614104,-0.17885354548885635,37.554663229842475,40.81045953675835,3.255796306915876
UGC06614,13,29.025,4.503197118800236,0.8182874466582778,-0.4434194867250333,50.98495587013215,71.78245820281279,20.797502332680644
UGC06628,7,6.21,8.107384044551987,0.8901989863271224,-0.3793885328151484,8.072900058646603,5.472573352067846,-2.600326706578757
UGC06667,9,11.595,2.738204696883583,0.7324919095966931,-0.2376672548618545,45.27733630984675,48.21400194072593,2.936665630879176
UGC06786,45,33.75,3.260523404674161,0.765287053956114,-0.06695364865294164,51.9524574240025,54.14946900769803,2.1970115836955273
UGC06787,71,37.425,3.2737940018649327,0.7660158632906416,-0.06900725282175424,64.96642478114666,62.811281813813814,-2.155142967332843
UGC06818,8,8.3175,5.095385431346473,0.8359414656770771,-0.29498463672386066,20.175495852306163,24.1476773094442,3.9721814571380385
UGC06917,11,15.075,4.567026641520599,0.8203708973580812,-0.4150511579106564,30.603998657699744,44.81530876333115,14.211310105631409
UGC06923,6,11.355,5.3143170525061,0.841629745278136,-0.30781851653055664,15.1054378478316,22.101572537336814,6.9961346895052134
UGC06930,10,15.75,4.654408822993484,0.8231468520752284,-0.36524981557996833,31.485550365605146,44.10578080296996,12.620230437364814
UGC06973,9,26.1,7.410591842041552,0.8811023030506182,-0.45868422762592864,88.38568001480633,30.717036450621713,-57.66864356418461
UGC06983,17,16.275,3.665441843593826,0.7856580290732567,-0.35530098313405345,42.45443781782275,53.516823091822296,11.062385273999546
UGC07089,12,10.364999999999998,5.193155823367612,0.8385314323552355,-0.2632703282943849,14.928726535103594,20.562413837040438,5.633687301936844
UGC07125,13,9.7125,4.933391109051961,0.83146231528975,-0.3219014286384253,14.698599189568334,21.375637432470775,6.677038242902441
UGC07151,11,10.1925,5.22931136590659,0.8394686119764277,-0.21701968381808692,15.566865119323268,20.849174765233148,5.28230964590988
UGC07232,4,25.0,1.0694859885074772,0.5167882239583538,-0.0860780278589976,9.106155029455469,9.979948667698999,0.8737936382435301
UGC07261,7,10.44,4.57384706332067,0.8205906999887721,-0.29736135003202735,22.262552465739894,29.18271259835267,6.920160132612775
UGC07323,10,9.375,7.029753270207995,0.875463172235914,-0.24679021910714366,10.345457337040719,16.49743506097897,6.15197772393825
UGC07399,10,14.01,2.8701468427679617,0.7416118714284258,-0.1931281604843051,50.95226232229807,54.715783605127285,3.763521282829217
UGC07524,31,11.895,4.29348824513365,0.8110886520019557,-0.15063616473198288,26.756759638805764,29.52136618111202,2.764606542306254
UGC07559,7,3.915,5.236433975588952,0.8396519543196859,-0.32664783988894336,6.78682547264883,10.28251541062815,3.4956899379793205
UGC07577,9,1.6049999999999998,9.326486805855088,0.903161644535971,-0.3628041024347548,1.7651840058788588,3.3208019258751267,1.5556179199962679
UGC07603,12,9.075,3.122835074151105,0.7574484591271454,-0.18954067120185517,25.74568614409514,28.465723944174737,2.7200378000795986
UGC07608,8,7.965,3.074876374632585,0.7545937819794187,-0.23416613849906803,30.63714273310021,33.228047850145025,2.590905117044816
UGC07690,7,8.684999999999999,5.011480871826976,0.8336516373716606,-0.2546121798590936,13.006404800319592,18.62800422434594,5.621599424026348
UGC07866,7,3.9,5.232318146738751,0.8395460603173347,-0.32499559236381953,7.480355756414136,11.047747677232113,3.567391920817977
UGC08286,17,12.375,3.096202926816018,0.7558714697815764,-0.16562748032869704,36.6726781610861,39.78881102627135,3.11613286518525
UGC08490,30,11.7525,2.647446566058812,0.7258355998123549,-0.13616925155866363,38.25426280569027,40.757338226933875,2.503075421243608
UGC08550,11,7.86,3.2172081022196637,0.7628762973604113,-0.21639303931965082,24.99854471571737,27.848965105417463,2.850420389700094
UGC08699,41,27.225,4.104149419978887,0.8040809706538457,-0.08639573395306699,38.29257854611432,36.93777497671303,-1.354803569401291
UGC08837,8,4.755,6.8715455944457675,0.8729601463903596,-0.3226619106913553,7.952404742389242,12.121544704239213,4.169139961849971
UGC09037,22,23.325,5.286926021027173,0.8409397539186221,-0.41375138375446824,31.128091400079775,33.66056957305929,2.5324781729795163
UGC09133,68,33.975,3.7198318465065374,0.7881280451251317,-0.06568035303998176,61.91748044477971,58.44826982019071,-3.469210624589003
UGC09992,5,25.0,1.0855366230579235,0.5205071016524526,-0.16526945909015195,5.888447315315842,8.110952259566886,2.2225049442510443
UGC10310,7,10.38,4.530512632703385,0.8191849352107551,-0.32033201923873156,22.50539817651381,29.44661848629222,6.941220309778409
UGC11455,36,40.8,5.5072873031595595,0.8463261335465458,-0.12740612995633127,39.82149446522485,29.381784975239622,-10.43970948998523
UGC11557,12,10.92,8.618308380208132,0.8960316138274659,-0.17818251081196845,20.837740296482337,14.659307997507396,-6.178432298974942
UGC11820,10,7.78125,5.044430126906012,0.8345584316462478,-0.1858885475164149,27.350315053297003,29.898080922022313,2.5477658687253104
UGC11914,65,42.6,6.756398421996469,0.8710741834555472,-0.11088516942634996,20.216150253791284,11.566244891358506,-8.649905362432778
UGC12506,31,34.95,4.084121865480129,0.8033091994136212,-0.11743423953422384,78.84357368691505,87.07051191992991,8.226938233014863
UGC12632,15,10.4625,3.8262460807818215,0.7927996245400719,-0.2142381513308981,28.541353368849645,32.06023959021273,3.5188862213630863
UGC12732,16,12.72,3.5824274404715335,0.7817750497982572,-0.2270594985304722,38.50841686062227,42.7994864980566,4.291069637434333
UGCA281,7,3.9,4.983573938898744,0.8328758012833971,-0.21938844887076409,6.731165308050977,9.230772572992068,2.4996072649410914
UGCA442,8,7.784999999999999,3.1691668395155435,0.7601439235959672,-0.19958824940868827,26.097011285652165,28.234273992172618,2.1372627065204526
UGCA444,36,5.2875,2.973678191969071,0.7483439897017752,-0.24254310503169782,14.062050109758859,15.99995012992721,1.9379000201683514
