cohort,system_label,beta,phase_degrees,variant_id,epsilon,heldout_images,heldout_converged_roots,heldout_all_roots,heldout_RMS_arcsec
P0581_four,MACS1931,0.75,-22.5,beta_0p75_phase_-22p5,0.021113570617037402,4,4,True,27.0829418999472
P0581_four,MACS1931,0.75,0.0,beta_0p75_phase_+00p0,0.021113570617037402,4,4,True,27.221025466157506
P0581_four,MACS1931,0.75,22.5,beta_0p75_phase_+22p5,0.021113570617037402,4,4,True,27.263804377569638
P0581_four,MACS1931,0.75,45.0,beta_0p75_phase_+45p0,0.021113570617037402,4,4,True,27.25352369119137
P0581_four,MACS1931,0.75,67.5,beta_0p75_phase_+67p5,0.021113570617037402,4,4,True,27.196225557771452
P0581_four,MACS1931,0.75,90.0,beta_0p75_phase_+90p0,0.021113570617037402,4,4,True,27.14316339829832
P0581_four,MACS1931,1.0,,beta_1p00_scalar,0.0,4,4,True,27.120135671327574
P0581_four,MACS1931,1.0,-90.0,beta_1p00_phase_-90p0,0.02107714250992149,4,4,True,26.941068972749548
P0581_four,MACS1931,1.0,-67.5,beta_1p00_phase_-67p5,0.02107714250992149,4,4,True,26.979062578276398
P0581_four,MACS1931,1.0,-45.0,beta_1p00_phase_-45p0,0.02107714250992149,4,4,True,27.014309663481825
P0581_four,MACS1931,1.0,-22.5,beta_1p00_phase_-22p5,0.02107714250992149,4,4,True,27.121324659190602
P0581_four,MACS1931,1.0,0.0,beta_1p00_phase_+00p0,0.02107714250992149,4,4,True,27.259448324583957
P0581_four,MACS1931,1.0,22.5,beta_1p00_phase_+22p5,0.02107714250992149,4,4,True,27.30207828226596
P0581_four,MACS1931,1.0,45.0,beta_1p00_phase_+45p0,0.02107714250992149,4,4,True,27.29176708747557
P0581_four,MACS1931,1.0,67.5,beta_1p00_phase_+67p5,0.02107714250992149,4,4,True,27.23451018551714
P0581_four,MACS1931,1.0,90.0,beta_1p00_phase_+90p0,0.02107714250992149,4,4,True,27.18143521970822
RXJ2129,RXJ2129,0.25,,beta_0p25_scalar,0.0,7,7,True,1.286540552855072
RXJ2129,RXJ2129,0.25,-90.0,beta_0p25_phase_-90p0,0.0076774972870428835,7,7,True,1.2355778516577598
RXJ2129,RXJ2129,0.25,-67.5,beta_0p25_phase_-67p5,0.0076774972870428835,7,6,False,inf
RXJ2129,RXJ2129,0.25,-45.0,beta_0p25_phase_-45p0,0.0076774972870428835,7,6,False,inf
RXJ2129,RXJ2129,0.25,-22.5,beta_0p25_phase_-22p5,0.0076774972870428835,7,6,False,inf
RXJ2129,RXJ2129,0.25,0.0,beta_0p25_phase_+00p0,0.0076774972870428835,7,7,True,1.2653210148598355
RXJ2129,RXJ2129,0.25,22.5,beta_0p25_phase_+22p5,0.0076774972870428835,7,7,True,1.2354651192924726
RXJ2129,RXJ2129,0.25,45.0,beta_0p25_phase_+45p0,0.0076774972870428835,7,7,True,1.197184232614609
RXJ2129,RXJ2129,0.25,67.5,beta_0p25_phase_+67p5,0.0076774972870428835,7,7,True,1.1704869136639167
RXJ2129,RXJ2129,0.25,90.0,beta_0p25_phase_+90p0,0.0076774972870428835,7,7,True,1.1812592973590277
RXJ2129,RXJ2129,0.5,,beta_0p50_scalar,0.0,7,7,True,1.5128887437841156
RXJ2129,RXJ2129,0.5,-90.0,beta_0p50_phase_-90p0,0.007619993560876628,7,7,True,1.4484866218722112
RXJ2129,RXJ2129,0.5,-67.5,beta_0p50_phase_-67p5,0.007619993560876628,7,7,True,1.4347107532355103
RXJ2129,RXJ2129,0.5,-45.0,beta_0p50_phase_-45p0,0.007619993560876628,7,7,True,1.4692102892303307
RXJ2129,RXJ2129,0.5,-22.5,beta_0p50_phase_-22p5,0.007619993560876628,7,7,True,1.4901233133207104
RXJ2129,RXJ2129,0.5,0.0,beta_0p50_phase_+00p0,0.007619993560876628,7,7,True,1.4886628557058954
RXJ2129,RXJ2129,0.5,22.5,beta_0p50_phase_+22p5,0.007619993560876628,7,7,True,1.4674281242037102
RXJ2129,RXJ2129,0.5,45.0,beta_0p50_phase_+45p0,0.007619993560876628,7,7,True,1.428287431753443
RXJ2129,RXJ2129,0.5,67.5,beta_0p50_phase_+67p5,0.007619993560876628,7,7,True,1.3959796522893881
RXJ2129,RXJ2129,0.5,90.0,beta_0p50_phase_+90p0,0.007619993560876628,7,7,True,1.4002454283583996
RXJ2129,RXJ2129,0.75,,beta_0p75_scalar,0.0,7,7,True,1.7613455141464436
RXJ2129,RXJ2129,0.75,-90.0,beta_0p75_phase_-90p0,0.007563344825824417,7,7,True,1.6994384323510487
RXJ2129,RXJ2129,0.75,-67.5,beta_0p75_phase_-67p5,0.007563344825824417,7,7,True,1.6776994347652818
RXJ2129,RXJ2129,0.75,-45.0,beta_0p75_phase_-45p0,0.007563344825824417,7,7,True,1.7129405925365477
RXJ2129,RXJ2129,0.75,-22.5,beta_0p75_phase_-22p5,0.007563344825824417,7,7,True,1.740531593444022
RXJ2129,RXJ2129,0.75,0.0,beta_0p75_phase_+00p0,0.007563344825824417,7,7,True,1.7440968838155908
RXJ2129,RXJ2129,0.75,22.5,beta_0p75_phase_+22p5,0.007563344825824417,7,7,True,1.7243058453483244
RXJ2129,RXJ2129,0.75,45.0,beta_0p75_phase_+45p0,0.007563344825824417,7,7,True,1.6839518852234838
RXJ2129,RXJ2129,0.75,67.5,beta_0p75_phase_+67p5,0.007563344825824417,7,7,True,1.6481863267692838
RXJ2129,RXJ2129,0.75,90.0,beta_0p75_phase_+90p0,0.007563344825824417,7,7,True,1.6474173676060204
RXJ2129,RXJ2129,1.0,,beta_1p00_scalar,0.0,7,7,True,2.7924258763065724
RXJ2129,RXJ2129,1.0,-90.0,beta_1p00_phase_-90p0,0.007507532154014364,7,7,True,2.727709344063428
RXJ2129,RXJ2129,1.0,-67.5,beta_1p00_phase_-67p5,0.007507532154014364,7,7,True,2.7347641871286776
RXJ2129,RXJ2129,1.0,-45.0,beta_1p00_phase_-45p0,0.007507532154014364,7,7,True,2.768390527819201
RXJ2129,RXJ2129,1.0,-22.5,beta_1p00_phase_-22p5,0.007507532154014364,7,7,True,2.7814920828712335
RXJ2129,RXJ2129,1.0,0.0,beta_1p00_phase_+00p0,0.007507532154014364,7,7,True,2.761204007910877
RXJ2129,RXJ2129,1.0,22.5,beta_1p00_phase_+22p5,0.007507532154014364,7,7,True,2.7136716605390516
RXJ2129,RXJ2129,1.0,45.0,beta_1p00_phase_+45p0,0.007507532154014364,7,7,True,2.663853350294221
RXJ2129,RXJ2129,1.0,67.5,beta_1p00_phase_+67p5,0.007507532154014364,7,7,True,2.652374714905652
RXJ2129,RXJ2129,1.0,90.0,beta_1p00_phase_+90p0,0.007507532154014364,7,7,True,2.69991431116832
